"year","country","sub_index","component","score","rank"
"2014-01-01T00:00:00.000","Qatar",,,"38.00796239","54"
"2014-01-01T00:00:00.000","Kenya",,,"37.48353476","55"
"2014-01-01T00:00:00.000","Bahrain",,,"36.40932014","56"
"2014-01-01T00:00:00.000","Kazakhstan",,,"35.65173914","57"
"2014-01-01T00:00:00.000","Ghana",,,"29.8726006","58"
"2014-01-01T00:00:00.000","Venezuela (Bolivarian Republic Of)",,,"29.78879818","59"
"2014-01-01T00:00:00.000","Egypt",,,"28.98208127","60"
"2014-01-01T00:00:00.000","Botswana",,,"28.43938195","61"
"2014-01-01T00:00:00.000","Nigeria",,,"28.09377416","62"
"2014-01-01T00:00:00.000","Bangladesh",,,"27.9998604","63"
"2014-01-01T00:00:00.000","Saudi Arabia",,,"27.7187942","64"
"2014-01-01T00:00:00.000","Jordan",,,"27.42728842","65"
"2014-01-01T00:00:00.000","Namibia",,,"25.97269209","66"
"2014-01-01T00:00:00.000","Viet Nam",,,"24.89329724","67"
"2014-01-01T00:00:00.000","Uganda",,,"24.62370775","68"
"2014-01-01T00:00:00.000","Nepal",,,"23.94740514","69"
"2014-01-01T00:00:00.000","Rwanda",,,"23.33852755","70"
"2014-01-01T00:00:00.000","Zambia",,,"22.74669126","71"
"2014-01-01T00:00:00.000","Senegal",,,"21.66644567","72"
"2014-01-01T00:00:00.000","United Republic Of Tanzania",,,"21.32765669","73"
"2014-01-01T00:00:00.000","Malawi",,,"18.87274499","74"
"2014-01-01T00:00:00.000","Zimbabwe",,,"18.4295931","75"
"2014-01-01T00:00:00.000","Pakistan",,,"17.75818067","76"
"2014-01-01T00:00:00.000","Benin",,,"15.74876565","77"
"2014-01-01T00:00:00.000","Mozambique",,,"15.45749168","78"
"2014-01-01T00:00:00.000","Burkina Faso",,,"13.72416637","79"
"2014-01-01T00:00:00.000","Sierra Leone",,,"13.4415671","80"
"2014-01-01T00:00:00.000","Haiti",,,"12.52429434","81"
"2014-01-01T00:00:00.000","Mali",,,"11.14449084","82"
"2014-01-01T00:00:00.000","Cameroon",,,"9.710269129","83"
"2014-01-01T00:00:00.000","Yemen",,,"5.173607719","84"
"2014-01-01T00:00:00.000","Myanmar",,,"3.031020477","85"
"2014-01-01T00:00:00.000","Ethiopia",,,"0","86"
