"id","title","location","calendar","from_date","to_date","from_time","to_time","related_program","category_arts","category_brainfood","category_built_environment","category_design","category_family","category_free","category_history_and_heritage","category_indigenous","category_natural_environment","category_science_and_discovery","category_special_events","category_sport"
"1263","Australian Senate Occasional Lecture: David Headon","Parliament House, Capital Hill, Australian Capital Territory, Australia","Program Events","2013-02-15T00:00:00.000","2013-02-15T00:00:00.000","12:15:00 PM","1:15:00 PM",,,,,,,,,,,,,
"1259","Mt. Stromlo Observatory Star Gazing Evenings","Mount Stromlo Observatory, Stromlo, Australian Capital Territory, Australia","Program Events","2013-02-16T00:00:00.000","2013-10-11T00:00:00.000",,,"Innovation and Discovery",,"Yes",,,"Yes",,,,,"Yes",,
"1249","Canberra 100 Community Tapestry: Introduction and Continuing Tapestry Short Course","ANU School of Art, Childers Street, Australian Capital Territory, Australia","Program Events","2013-02-17T00:00:00.000","2013-02-17T00:00:00.000","1:00:00 PM","4:00:00 PM",,,,,,,,,,,,,
"710","National Rural Womens Conference","National Convention Centre, Constitution Avenue, Canberra, Australian Capital Territory, Australia","Program Events","2013-02-18T00:00:00.000","2013-02-20T00:00:00.000",,,,,"Yes",,,,,,,,,,
"1267","The Krebs Lecture","Kirinari Street, Bruce, Australian Capital Territory, Australia","Program Events","2013-02-18T00:00:00.000","2013-02-18T00:00:00.000","6:00:00 PM","7:30:00 PM","Big Issues/Big Talk, UCentenary",,,,,,,,,,,,
"579","National Mountain Bike Championships","Stromlo Forest Park, Stromlo, Australian Capital Territory, Australia","Program Events","2013-02-19T00:00:00.000","2013-02-24T00:00:00.000",,,"Sport",,,,,"Yes",,,,,,,"Yes"
"525","ANCA: Blaze 7","1 Rosevear Place, Dickson, ACT, 2602, Australia","Program Events","2013-02-20T00:00:00.000","2013-03-03T00:00:00.000",,,,,,,,,,,,,,,
"603","The Battle of the Sites","st johns","Program Events","2013-02-21T00:00:00.000","2013-03-03T00:00:00.000",,,,,,,,,,,,,,,
"423","Burrunju Art Exhibition and cultural promotion","Yarramundi Reach, 245 Lady Denman Drive, Weston Creek, Australian Capital Territory, Australia","Program Events","2013-02-23T00:00:00.000","2013-02-23T00:00:00.000","10:00:00 AM","4:00:00 PM","Indigenous Focus","Yes",,,,,,,"Yes",,,,
"448","Cooking Demonstration: Jams and Preserves","Calthorpes House, Mugga Way, Red Hill, Australian Capital Territory, Australia","Program Events","2013-02-23T00:00:00.000","2013-02-23T00:00:00.000","1:00:00 PM","4:00:00 PM","ACT Museums and Galleries",,,,,"Yes",,"Yes",,,,,
"474","National Youth Science Forum Back-to-Canberra 30th Anniversary","Albert Hall, Commonwealth Avenue, Yarralumla, Australian Capital Territory, Australia","Program Events","2013-02-23T00:00:00.000","2013-02-23T00:00:00.000","7:00:00 PM",,"Innovation and Discovery",,"Yes",,,,,,,,"Yes",,
"539","Kick Up Your Heels: Edwardian Ragtime","St Saviour's Anglican Cathedral, Bourke Street, Goulburn, New South Wales, Australia","Program Events","2013-02-23T00:00:00.000","2013-02-23T00:00:00.000",,,"Kick Up Your Heels-100 years of social dancing",,,,,"Yes",,,,,,,
"1250","Canberra 100 Community Tapestry: Introduction and Continuing Tapestry Short Course","ANU School of Art, Childers Street, Australian Capital Territory, Australia","Program Events","2013-02-24T00:00:00.000","2013-02-24T00:00:00.000","1:00:00 PM","4:00:00 PM","Centenary Community Tapestry",,,,,,,,,,,,
"501","Centenary Chats: Collecting Ladies; Women Botanical Illustrators","Australian National Botanic Gardens, Canberra, Australian Capital Territory, Australia","Program Events","2013-02-28T00:00:00.000","2013-02-28T00:00:00.000","12:30:00 PM","1:30:00 PM","Australian National Botanic Gardens",,"Yes",,,,,,,"Yes",,,
"901","Musica Viva: Pavel Steidl and Karin Schaupp","Llewellyn Hall, William Herbert Place, Canberra, Australian Capital Territory, Australia","Program Events","2013-02-28T00:00:00.000","2013-02-28T00:00:00.000","7:00:00 PM","9:30:00 PM","Musica Viva International Concert Season 2013","Yes",,,,,,,,,,,
"370","Goulburn Sporting History",,"Program Events","2013-03-01T00:00:00.000","2013-03-28T00:00:00.000",,,,,,,,,,"Yes",,,,"Yes",
"372","Celebration of the Architecture of EC Manfred","Goulburn, New South Wales, Australia","Program Events","2013-03-01T00:00:00.000","2013-03-14T00:00:00.000",,,"Goulburn Celebrates 150 Years","Yes",,,"Yes",,,,,,,,
"604","The Original Canberra House","Cockington Green Miniature Village and Gardens, Gold Creek Road, Nicholls, Australian Capital Territory, Australia","Program Events","2013-03-01T00:00:00.000","2013-12-31T00:00:00.000",,,,,,"Yes","Yes","Yes",,"Yes",,,,,
"633","Celebrating the CSIRO in Canberra","CSIRO Discovery Centre, North-Science Road, Acton, Australian Capital Territory, Australia","Program Events","2013-03-01T00:00:00.000","2013-03-01T00:00:00.000",,,"Innovation and Discovery",,,,,"Yes",,"Yes",,,"Yes","Yes",
"851","National Capital rally","Canberra, Australian Capital Territory, Australia","Program Events","2013-03-01T00:00:00.000","2013-03-03T00:00:00.000",,,"Sport",,,,,,,"Yes",,,,"Yes","Yes"
"438","CMAG on Sunday: Canberra's Happy Birthday Party","Canberra Museum and Gallery, Canberra, Australian Capital Territory, Australia","Program Events","2013-03-03T00:00:00.000","2013-03-03T00:00:00.000","12:00:00 PM","4:00:00 PM","ACT Museums and Galleries","Yes",,,,"Yes",,,,,,"Yes",
"476","Sculpture Garden Sunday","National Gallery of Australia, Parkes Place, Canberra, Australian Capital Territory, Australia","Program Events","2013-03-03T00:00:00.000","2013-03-03T00:00:00.000","10:30:00 AM","1:30:00 PM","National Gallery of Australia","Yes",,,"Yes","Yes",,,,,,,
"1251","Canberra 100 Community Tapestry: Introduction and Continuing Tapestry Short Course","ANU School of Art, Childers Street, Australian Capital Territory, Australia","Program Events","2013-03-03T00:00:00.000","2013-03-03T00:00:00.000","1:00:00 PM","4:00:00 PM","Centenary Community Tapestry",,,,,,,,,,,,
"1335","Local Gold Guerilla Gig",,"Program Events","2013-03-03T00:00:00.000","2013-03-03T00:00:00.000",,,"Local Gold",,,,,,,,,,,,
"1293","Des Manderson Keywords public lecture: Blind Justice","The Australian National University","Program Events","2013-03-04T00:00:00.000","2013-03-04T00:00:00.000","5:00:00 PM","6:00:00 PM","Big Issues/Big Talk",,"Yes",,,,,,,,,,
"1322","Exploring the last frontier: Australia's pioneering work in astronomy - Professor Brian Schmidt","Shine Dome, Canberra, Australian Capital Territory, Australia","Program Events","2013-03-05T00:00:00.000","2013-03-05T00:00:00.000","5:30:00 PM","7:00:00 PM","Innovation and Discovery",,"Yes",,,,,,,,"Yes",,
"1344","Inaugural NATSEM Annual Lecture","University of Canberra, University Drive, Bruce, Australian Capital Territory, Australia","Program Events","2013-03-06T00:00:00.000","2013-03-06T00:00:00.000","5:00:00 PM","7:00:00 PM","Big Issues/Big Talk",,"Yes",,,,,,,,,,
"596","Alliance Francaise French Film Festival","New Acton, Edinburgh Avenue, Canberra, Australian Capital Territory, Australia","Program Events","2013-03-07T00:00:00.000","2013-03-26T00:00:00.000",,,,"Yes","Yes",,,"Yes",,"Yes",,,,,
"998","Centenary Chats: Say it with flowers: How floristry speaks the words we cannot","Australian National Botanic Gardens, Australian Capital Territory, Australia","Program Events","2013-03-07T00:00:00.000","2013-03-07T00:00:00.000","12:30:00 PM","1:30:00 PM","Australian National Botanic Gardens",,,,,,,,,"Yes",,,
"503","Gardens Centenary Exhibition: Art in the Gardens - Native Celebratory Flowers","Australian National Botanic Gardens, Canberra, Australian Capital Territory, Australia","Program Events","2013-03-08T00:00:00.000","2013-04-07T00:00:00.000",,,"Australian National Botanic Gardens","Yes",,,"Yes",,,,,,,,
"505","Lights! Canberra! Action!","National Rose Garden, Parkes, Australian Capital Territory, Australia","Program Events","2013-03-08T00:00:00.000","2013-03-08T00:00:00.000",,,"Museum of Australian Democracy at Old Parliament House, Canberra's 100th birthday","Yes",,,,"Yes",,,,,,"Yes",
"653","The 14th annual Manning Clark Lecture - Germaine Greer","Australian National University, Acton, Australian Capital Territory, Australia","Program Events","2013-03-08T00:00:00.000","2013-03-08T00:00:00.000","5:30:00 PM","7:30:00 PM",,,,,,,,,,,,,
"1174","The Big Birthday Weekend","Canberra, Australian Capital Territory, Australia","Program Events","2013-03-08T00:00:00.000","2013-03-12T00:00:00.000",,,,,,,,,,,,,,,
"507","Balloon Spectacular 2013","Old Parliament House, Parkes, Australian Capital Territory, Australia","Program Events","2013-03-09T00:00:00.000","2013-03-17T00:00:00.000",,,,,,,,"Yes",,,,"Yes",,"Yes",
"510","Canberra Day Tile at Canberra Glassworks","11 Wentworth Avenue, Kingston, Australian Capital Territory, Australia","Program Events","2013-03-09T00:00:00.000","2013-03-10T00:00:00.000",,,"100 Days of Glass, Canberra's 100th birthday","Yes",,,"Yes","Yes",,,,,,"Yes",
"538","Kick Up Your Heels: The Roaring Twenties at Albert Hall","Albert Hall, Commonwealth Avenue, Yarralumla, Australian Capital Territory, Australia","Program Events","2013-03-09T00:00:00.000","2013-03-09T00:00:00.000","7:00:00 PM",,"Kick Up Your Heels-100 years of social dancing",,,,,,,,,,,,
"1252","Canberra 100 Community Tapestry: Introduction and Continuing Tapestry Short Course","ANU School of Art, Childers Street, Australian Capital Territory, Australia","Program Events","2013-03-10T00:00:00.000","2013-03-10T00:00:00.000","1:00:00 PM","4:00:00 PM","Centenary Community Tapestry",,,,,,,,,,,,
"296","Sri Chinmoy Canberra Day 10 km & 4 km Fun-Runs","Kuttabul Place, Acton, ACT, Australia","Celebration Events","2013-03-11T00:00:00.000","2013-03-11T00:00:00.000","8:00:00 AM",,"Sport, Canberra's 100th birthday",,,,,"Yes",,,,"Yes",,"Yes","Yes"
"485","The Longest Bubbly Bars in the World",,"Program Events","2013-03-11T00:00:00.000","2013-03-11T00:00:00.000","4:00:00 PM",,"Canberra's 100th birthday",,,,,,,,,,,"Yes",
"486","Regatta Point Stage",,"Program Events","2013-03-11T00:00:00.000","2013-03-11T00:00:00.000","4:00:00 PM",,"Canberra's 100th birthday","Yes",,,,"Yes",,,,,,"Yes",
"488","Back to the Island - Exploring Our Folk Roots","National Carillon, Canberra, Australian Capital Territory, Australia","Program Events","2013-03-11T00:00:00.000","2013-03-11T00:00:00.000","4:00:00 PM",,"Canberra's 100th birthday","Yes",,,,,,"Yes",,,,,
"489","Reconciliation Place",,"Program Events","2013-03-11T00:00:00.000","2013-03-11T00:00:00.000","4:00:00 PM",,"Canberra's 100th birthday, Indigenous Showcase","Yes",,,,"Yes",,,"Yes",,,"Yes",
"491","The Symphony Stage",,"Program Events","2013-03-11T00:00:00.000","2013-03-11T00:00:00.000","4:00:00 PM",,"Canberra's 100th birthday",,,,,"Yes",,,,,,"Yes",
"514","CANBERRA... in so many words","Regatta Place, Parkes, Australian Capital Territory, Australia","Program Events","2013-03-11T00:00:00.000","2013-03-11T00:00:00.000",,,"Canberra's 100th birthday, Canberra....in so many words","Yes",,,"Yes",,,,,,,,
"1096","Goulburn Ramp Showcase","Canberra Museum and Gallery, Australian Capital Territory, Australia","Program Events","2013-03-11T00:00:00.000","2013-06-17T00:00:00.000",,,"ACT Museums and Galleries",,,,,,,"Yes",,,,,
"1489","Cities across borders Canberra-Goulburn","canberra mus","Program Events","2013-03-11T00:00:00.000","2013-06-16T00:00:00.000",,,,,,,,,,,,,,,
"451","Toast to Canberra: Golden Tales","Canberra Museum and Gallery, Canberra, Australian Capital Territory, Australia","Program Events","2013-03-12T00:00:00.000","2013-03-12T00:00:00.000","11:00:00 AM","1:00:00 PM","ACT Museums and Galleries",,,,,,,"Yes",,,,"Yes",
"495","Canberra Day Oration","National Library of Australia, Parkes Place, Canberra, Australian Capital Territory, Australia","Program Events","2013-03-12T00:00:00.000","2013-03-12T00:00:00.000","3:00:00 PM",,"National Library of Australia, Canberra's 100th birthday",,"Yes",,,,,"Yes",,,,"Yes",
"502","PS CANBERRA",,"Program Events","2013-03-12T00:00:00.000","2013-03-12T00:00:00.000",,,"One River",,,,,,,"Yes",,,,"Yes",
"661","ACT Geology Display","Geoscience Australia, Symonston, Australian Capital Territory, Australia","Program Events","2013-03-12T00:00:00.000","2013-11-30T00:00:00.000",,,"Innovation and Discovery",,,,,"Yes",,,,,"Yes","Yes",
"667","Establishing the ACT: From the ground up - Foyer Exhibit","Geoscience Australia, Symonston, Australian Capital Territory, Australia","Program Events","2013-03-12T00:00:00.000","2013-12-31T00:00:00.000",,,"Innovation and Discovery",,"Yes",,,,,,,,"Yes",,
"1347","Prof. Rajmohan Gandhi: India's 1857 Revolt and the American Civil War","Garran Road, Acton, Australian Capital Territory, Australia","Program Events","2013-03-12T00:00:00.000","2013-03-12T00:00:00.000","3:00:00 PM","4:30:00 PM","Big Issues/Big Talk",,"Yes",,,,,,,,,"Yes",
"1397","Parties at the (Kambah) Shops","Carleton St, Kambah, Australian Capital Territory, Australia","Program Events","2013-03-12T00:00:00.000","2013-03-12T00:00:00.000","11:00:00 AM","12:30:00 PM","Parties at the Shops",,,,,"Yes",,,,,,"Yes",
"277","Centenary Border Walk","Murrumbidge River, North West Canberra ACT","Celebration Events","2013-03-13T00:00:00.000","2013-03-28T00:00:00.000",,,,,,,,"Yes",,"Yes",,,,"Yes",
"450","T is for Toddler: Print, Paint and Clay","Canberra Museum and Gallery, Canberra, Australian Capital Territory, Australia","Program Events","2013-03-13T00:00:00.000","2013-03-15T00:00:00.000",,,"ACT Museums and Galleries","Yes",,,,"Yes",,,,,,,
"1066","RG Menzies Library 50th Birthday Celebrations","Australian National University, Australian Capital Territory, Australia","Program Events","2013-03-13T00:00:00.000","2013-03-13T00:00:00.000",,,"Big Issues/Big Talk",,"Yes",,,,,"Yes",,,,,
"518","2013 Oceania Road Cycling Championships","Tidbinbilla Nature Reserve, Australian Capital Territory, Australia","Program Events","2013-03-14T00:00:00.000","2013-03-17T00:00:00.000",,,"Sport",,,,,"Yes",,,,,,"Yes","Yes"
"624","CANBERRA FONT - THE CANBERRA TYPEFACE DESIGN COMPETITION","Australian Capital Territory, Australia","Program Events","2013-03-14T00:00:00.000","2013-07-14T00:00:00.000",,,"UCentenary","Yes","Yes",,"Yes",,,,,,,"Yes",
"1343","Readings from The Invisible Thread: One Hundred Years of Words","Paperchain Bookstore, Griffith, Australian Capital Territory, Australia","Program Events","2013-03-14T00:00:00.000","2013-03-14T00:00:00.000","6:00:00 PM",,,,,,,,,,,,,,
"1348","Prof. Rajmohan Gandhi: Lincoln and Gandhi","Garran Road, Acton, Australian Capital Territory, Australia","Program Events","2013-03-14T00:00:00.000","2013-03-14T00:00:00.000","3:00:00 PM","4:30:00 PM","Big Issues/Big Talk",,"Yes",,,,,,,,,"Yes",
"1411","The Musical Offering","Canberra, Australian Capital Territory, Australia","Program Events","2013-03-14T00:00:00.000","2013-12-31T00:00:00.000",,,"The Musical Offering","Yes",,,,"Yes",,,,,,,
"1297","10 x 10: The women who made Canberra","Canberra Museum and Gallery, Canberra, Australian Capital Territory, Australia","Program Events","2013-03-15T00:00:00.000","2013-03-15T00:00:00.000","5:00:00 PM","8:30:00 PM","Big Issues/Big Talk",,"Yes",,,"Yes",,"Yes",,,,,
"1349","Prof. Rajmohan Gandhi: Understanding Punjab's 1947 Partition","Garran Road, Acton, Australian Capital Territory, Australia","Program Events","2013-03-15T00:00:00.000","2013-03-15T00:00:00.000","5:00:00 PM","6:30:00 PM","Big Issues/Big Talk",,"Yes",,,,,,,,,"Yes",
"371","Goulburn Regional Woodworkers",,"Program Events","2013-03-16T00:00:00.000","2013-03-28T00:00:00.000",,,,,,,,,,"Yes",,,,"Yes",
"517","Art Not Apart","New Acton, Edinburgh Avenue, Canberra, Australian Capital Territory, Australia","Program Events","2013-03-16T00:00:00.000","2013-03-16T00:00:00.000",,,"You Are Here","Yes",,,,"Yes",,,,,,"Yes",
"951","Parties at the (Wanniassa) Shops","Wanniassa, Australian Capital Territory, Australia","Program Events","2013-03-16T00:00:00.000","2013-03-16T00:00:00.000","10:00:00 AM","2:00:00 PM","Parties at the Shops",,,,,"Yes",,"Yes",,,,"Yes",
"559","104.7 Skyfire 25","Lake Burley Griffin, Australian Capital Territory, Australia","Program Events","2013-03-16T00:00:00.000",,"6:00:00 PM",,,,,,,"Yes",,,,,,"Yes",
"1313","One River Local Project: Conflux Mildura-Wentworth","Mildura Arts Centre Theatre, Mildura, Victoria, Australia","Program Events","2013-03-16T00:00:00.000","2013-03-16T00:00:00.000","7:30:00 PM","9:30:00 PM","One River",,,,,,,"Yes",,,,,
"556","Seniors week","Canberra, Australian Capital Territory, Australia","Program Events","2013-03-17T00:00:00.000","2013-03-24T00:00:00.000",,,,,"Yes",,,"Yes",,,,,,,
