"project_id","project_name","region","country_code","country_name","approval_fy","sector_board","agreement_type","lending_project_cost","net_commitment","exit_fy","lending_instrument_type","lending_instrument","product_line_code","product_line","ieg_evalfy","ieg_evaltype","err_at_appraisal","err_at_completion","ieg_outcome","ieg_rdo","disc_ieg_idimpact","ieg_bankqualityatentry","ieg_bankqualityofsupervision","ieg_overallbankperf","disc_ieg_borrprep","ieg_borrimplementation","ieg_borrcompliance","ieg_overallborrperf","ieg_icrquality","disc_ieg_sustainability","ieg_mequality","ieg_sourcedocumenturl"
"P002695","MWANZA TEXTILE","AFR","TZ","Tanzania","1975","Energy and Mining","IBRD",,"15000000.00","1982","IPF","SIL","PE","IBRD/IDA","1984","PCR","16","9","Satisfactory",,"NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED",,"http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/IB/1984/06/01/000009265_3970904163556/Rendered/PDF/multi0page.pdf"
"P002696","PROGRAM LOAN I","AFR","TZ","Tanzania","1975","Economic Policy","IBRD",,,"1976","DPF","SAL","PE","IBRD/IDA","1977","PAR",,,"Satisfactory",,"NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED",,"http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/IB/2000/07/26/000178830_98101911411531/Rendered/PDF/multi_page.pdf"
"P002697","HIGHWAYS IV","AFR","TZ","Tanzania","1975","Transport","IDA",,"10200000.00","1983","IPF","SIL","PE","IBRD/IDA","1987","PCR","22",,"Unsatisfactory",,"NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED",,"http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/IB/1986/11/07/000009265_3960925031522/Rendered/PDF/multi_page.pdf"
"P002698","NATIONAL SITES & SER","AFR","TZ","Tanzania","1975","Urban Development","IDA",,"8500000.00","1981","IPF","SIM","PE","IBRD/IDA","1984","PCR","12","24.5","Satisfactory",,"NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED",,"http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/IB/1984/02/01/000009265_3971023104200/Rendered/PDF/multi_page.pdf"
"P002699","DAIRY DEV.I","AFR","TZ","Tanzania","1976","Agriculture and Rural Development","IDA",,"10000000.00","1981","IPF","SIL","PE","IBRD/IDA","1985","PCR","18",,"Unsatisfactory",,"NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED",,"http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/IB/1985/06/01/000009265_3970625095259/Rendered/PDF/multi_page.pdf"
"P002700","MAIZE DEVELOPMENT","AFR","TZ","Tanzania","1976","Agriculture and Rural Development","IDA",,"18000000.00","1983","IPF","FIL","PE","IBRD/IDA","1984","PAR","37","-5","Unsatisfactory",,"NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED",,
"P002701","TIB II(DFC)","AFR","TZ","Tanzania","1976","Financial Sector","IBRD",,"15000000.00","1982","IPF","FIL","PE","IBRD/IDA","1989","PAR",,,"Unsatisfactory",,"MODEST","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","UNCERTAIN",,
"P002702","EDUCATION V","AFR","TZ","Tanzania","1976","Education","IDA",,"11000000.00","1982","IPF","SIL","PE","IBRD/IDA","1985","PCR",,,"Unsatisfactory",,"NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","SATISFACTORY","NOT RATED",,"http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/IB/1985/03/01/000009265_3970723102022/Rendered/PDF/multi_page.pdf"
"P002702","EDUCATION V","AFR","TZ","Tanzania","1976","Education","IDA",,"11000000.00","1982","IPF","SIL","PE","IBRD/IDA","1995","PAR",,,"Unsatisfactory",,"NEGLIGIBLE","UNSATISFACTORY","SATISFACTORY","NOT RATED","NOT RATED","SATISFACTORY","SATISFACTORY","NOT RATED","NOT RATED","UNLIKELY",,
"P002703","TECHNICAL ASSISTANCE","AFR","TZ","Tanzania","1976","Public Sector Governance","IDA",,"6000000.00","1983","IPF","TAL","PE","IBRD/IDA","1987","PCR",,,"Satisfactory",,"NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED",,"http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/IB/1987/04/08/000009265_3960925032739/Rendered/PDF/multi0page.pdf"
"P002704","TABORA RURAL DEV.(R/","AFR","TZ","Tanzania","1977","Agriculture and Rural Development","IDA",,"7200000.00","1983","IPF","SIL","PE","IBRD/IDA","1984","PAR","17","-5","Unsatisfactory",,"NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED",,
"P002705","FISHERIES I","AFR","TZ","Tanzania","1977","Agriculture and Rural Development","IDA",,"9000000.00","1982","IPF","SIL","PE","IBRD/IDA","1984","PCR","27","-5","Unsatisfactory",,"NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","SATISFACTORY","NOT RATED",,"http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/IB/1984/06/01/000009265_3970904163158/Rendered/PDF/multi_page.pdf"
"P002705","FISHERIES I","AFR","TZ","Tanzania","1977","Agriculture and Rural Development","IDA",,"9000000.00","1982","IPF","SIL","PE","IBRD/IDA","1995","PAR",,,"Unsatisfactory",,"MODEST","HIGHLY UNSATISFACTORY","UNSATISFACTORY","NOT RATED","SATISFACTORY","HIGHLY UNSATISFACTORY","SATISFACTORY","NOT RATED","NOT RATED","UNLIKELY",,
"P002706","TOBACCO PROCESSING","AFR","TZ","Tanzania","1977","Agriculture and Rural Development","IDA",,"8000000.00","1982","IPF","SIL","PE","IBRD/IDA","1984","PAR","25","-5","Unsatisfactory",,"NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED",,
"P002707","FORESTRY I","AFR","TZ","Tanzania","1977","Agriculture and Rural Development","IBRD",,"7000000.00","1982","IPF","SIL","PE","IBRD/IDA","1983","PAR","14","13","Satisfactory",,"NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED",,
"P002708","INDUSTRY II (TEXTILE","AFR","TZ","Tanzania","1977","Energy and Mining","IBRD",,"23000000.00","1985","IPF","SIL","PE","IBRD/IDA","1990","PAR","26.4","-5","Unsatisfactory",,"NEGLIGIBLE","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","UNLIKELY",,
"P002709","PROGRAM CREDIT","AFR","TZ","Tanzania","1977","Economic Policy","IDA",,,"1978","DPF","SAL","PE","IBRD/IDA","1979","PAR",,,"Satisfactory",,"NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED",,
"P002710","POWER III","AFR","TZ","Tanzania","1977","Energy and Mining","IBRD",,"30000000.00","1981","IPF","SIM","PE","IBRD/IDA","1983","PCR","23","18","Satisfactory",,"NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED",,"http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/IB/2002/11/14/000178830_98101901052063/Rendered/PDF/multi0page.pdf"
"P002711","WATER SUPPLY I","AFR","TZ","Tanzania","1977","Water","IBRD",,"15000000.00","1985","IPF","SIL","PE","IBRD/IDA","1992","PCR","7.5",,"Unsatisfactory",,"NEGLIGIBLE","NOT RATED","UNSATISFACTORY","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","UNLIKELY",,"http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/IB/1992/06/01/000009265_3960925005732/Rendered/PDF/multi_page.pdf"
"P002712","RURAL DEVT III","AFR","TZ","Tanzania","1978","Agriculture and Rural Development","IDA",,"12000000.00","1985","IPF","SIL","PE","IBRD/IDA","1987","PCR","21","-5","Unsatisfactory",,"NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED",,"http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/IB/1987/05/29/000009265_3960924195033/Rendered/PDF/multi0page.pdf"
"P002713","TOBACCO HANDLING","AFR","TZ","Tanzania","1978","Agriculture and Rural Development","IDA",,"14000000.00","1983","IPF","SIL","PE","IBRD/IDA","1984","PAR","24","-5","Unsatisfactory",,"NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED",,
"P002714","CASHEW NUTS II","AFR","TZ","Tanzania","1978","Agriculture and Rural Development","IDA",,"24500000.00","1989","IPF","SIL","PE","IBRD/IDA","1990","PCR","12","-5","Unsatisfactory",,"MODEST","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","UNLIKELY",,"http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/IB/1990/05/08/000009265_3960924195158/Rendered/PDF/multi_page.pdf"
"P002715","TIB III(DFC)","AFR","TZ","Tanzania","1978","Financial Sector","IBRD",,"15000000.00","1983","IPF","FIL","PE","IBRD/IDA","1989","PAR",,,"Unsatisfactory",,"MODEST","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","UNCERTAIN",,
"P002716","MOROGORO TEXTILE","AFR","TZ","Tanzania","1978","Energy and Mining","IBRD",,"45000000.00","1987","IPF","SIL","PE","IBRD/IDA","1990","PAR","19.2","-5","Unsatisfactory",,"NEGLIGIBLE","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","UNCERTAIN",,
"P002717","TRUCKING","AFR","TZ","Tanzania","1978","Transport","IDA",,"15000000.00","1985","IPF","SIM","PE","IBRD/IDA","1989","PAR","37","24","Satisfactory",,"NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED",,
"P002718","SITES AND SERVICES","AFR","TZ","Tanzania","1978","Urban Development","IDA",,"12000000.00","1984","IPF","SIM","PE","IBRD/IDA","1987","PAR","23","18.4","Satisfactory",,"NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED",,
"P002719","TDFL (INDUSTRY)","AFR","TZ","Tanzania","1979","Financial Sector","IBRD",,"11000000.00","1985","IPF","FIL","PE","IBRD/IDA","1989","PAR",,,"Unsatisfactory",,"NEGLIGIBLE","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","UNCERTAIN",,
"P002720","EDUCATION-VI","AFR","TZ","Tanzania","1979","Education","IDA",,"12000000.00","1988","IPF","SIL","PE","IBRD/IDA","1991","PCR",,,"Satisfactory",,"SUBSTANTIAL","NOT RATED","UNSATISFACTORY","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","UNCERTAIN",,"http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/IB/1991/05/31/000009265_3960924182249/Rendered/PDF/multi_page.pdf"
"P002720","EDUCATION-VI","AFR","TZ","Tanzania","1979","Education","IDA",,"12000000.00","1988","IPF","SIL","PE","IBRD/IDA","1993","PAR",,,"Satisfactory",,"SUBSTANTIAL","NOT RATED","SATISFACTORY","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","LIKELY",,
"P002721","PULP AND PAPER","AFR","TZ","Tanzania","1979","Energy and Mining","IBRD",,"60000000.00","1987","IPF","SIL","PE","IBRD/IDA","1993","PAR","11","-5","Unsatisfactory",,"MODEST","NOT RATED","SATISFACTORY","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","UNLIKELY",,
"P002722","TOURISM I","AFR","TZ","Tanzania","1979","Urban Development","IDA",,"12500000.00","1985","IPF","SIM","PE","IBRD/IDA","1989","PCR","22",,"Unsatisfactory",,"NEGLIGIBLE","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","UNLIKELY",,"http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/IB/1989/06/29/000009265_3960924182402/Rendered/PDF/multi0page.pdf"
"P002723","HIGHWAY V","AFR","TZ","Tanzania","1979","Transport","IDA",,"20500000.00","1986","IPF","SIL","PE","IBRD/IDA","1988","PCR","70","10","Satisfactory",,"NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED",,"http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/IB/1987/09/15/000009265_3960924181315/Rendered/PDF/multi_page.pdf"
"P002724","TRDB(RURAL DEV)","AFR","TZ","Tanzania","1980","Agriculture and Rural Development","IDA",,"7000000.00","1987","IPF","FIL","PE","IBRD/IDA","1988","PCR",,,"Unsatisfactory",,"NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED",,"http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/IB/1988/06/28/000009265_3960924164608/Rendered/PDF/multi_page.pdf"
"P002725","GRAIN STORAGE & MILL","AFR","TZ","Tanzania","1980","Agriculture and Rural Development","IDA",,"43000000.00","1992","IPF","SIL","PE","IBRD/IDA","1993","PCR",,,"Unsatisfactory",,"MODEST","NOT RATED","UNSATISFACTORY","NOT RATED","UNSATISFACTORY","UNSATISFACTORY","UNSATISFACTORY","NOT RATED","NOT RATED","UNLIKELY",,"http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/IB/1993/02/18/000009265_3960925183211/Rendered/PDF/multi_page.pdf"
"P125740","TZ-Basic Health Services Project (FY12)","AFE","TZ","Tanzania","2012","Health, Nutrition and Population","IDA","2721800000.00","99977690.91","2017","IPF","SIM","PE","IBRD/IDA","2017","ES",,,"Moderately Unsatisfactory","MODERATE",,"MODERATELY UNSATISFACTORY","UNSATISFACTORY","UNSATISFACTORY",,"MODERATELY UNSATISFACTORY","MODERATELY SATISFACTORY","MODERATELY UNSATISFACTORY","SUBSTANTIAL",,"MODEST",
"P002726","SMALLHOLDER TEA","AFR","TZ","Tanzania","1980","Agriculture and Rural Development","IDA",,"14000000.00","1989","IPF","SIL","PE","IBRD/IDA","1990","PCR","21","28","Satisfactory",,"SUBSTANTIAL","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","LIKELY",,"http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/IB/1990/04/13/000009265_3960925041112/Rendered/PDF/multi_page.pdf"
"P002727","PYRETHRUM","AFR","TZ","Tanzania","1980","Agriculture and Rural Development","IDA",,"10000000.00","1986","IPF","SIL","PE","IBRD/IDA","1988","PCR","17","-5","Unsatisfactory",,"NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED",,"http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/IB/1987/12/16/000009265_3960925182717/Rendered/PDF/multi_page.pdf"
"P002727","PYRETHRUM","AFR","TZ","Tanzania","1980","Agriculture and Rural Development","IDA",,"10000000.00","1986","IPF","SIL","PE","IBRD/IDA","1991","PAR","17","-5","Unsatisfactory",,"MODEST","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","UNLIKELY",,
"P002728","TIB IV","AFR","TZ","Tanzania","1980","Financial Sector","IBRD",,"25000000.00","1986","IPF","FIL","PE","IBRD/IDA","1989","PAR",,,"Unsatisfactory",,"MODEST","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","UNCERTAIN",,
"P002729","OIL DEVT. ENGR.","AFR","TZ","Tanzania","1980","Energy and Mining","IDA",,"30000000.00","1983","IPF","SIL","PE","IBRD/IDA","1991","PCR",,,"Satisfactory",,"MODEST","NOT RATED","UNSATISFACTORY","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","SATISFACTORY","UNCERTAIN",,"http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/IB/1999/07/27/000009265_3960925042456/Rendered/PDF/multi_page.pdf"
"P002729","OIL DEVT. ENGR.","AFR","TZ","Tanzania","1980","Energy and Mining","IDA",,"30000000.00","1983","IPF","SIL","PE","IBRD/IDA","1996","PAR",,,"Moderately Satisfactory",,"NEGLIGIBLE","UNSATISFACTORY","UNSATISFACTORY","NOT RATED","NOT RATED","UNSATISFACTORY","SATISFACTORY","NOT RATED","NOT RATED","UNCERTAIN",,
"P002730","PORT ENGINEERING","AFR","TZ","Tanzania","1980","Transport","IDA",,"2500000.00","1983","IPF","TAL","PE","IBRD/IDA","1992","PCR",,,"Satisfactory",,"MODEST","NOT RATED","SATISFACTORY","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED",,"http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/IB/1992/02/01/000009265_3960925042335/Rendered/PDF/multi_page.pdf"
"P002731","COCONUT PILOT","AFR","TZ","Tanzania","1981","Agriculture and Rural Development","IDA",,"6800000.00","1989","IPF","SIL","PE","IBRD/IDA","1990","PCR",,,"Satisfactory",,"MODEST","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","LIKELY",,"http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/IB/1990/05/08/000009265_3960925051121/Rendered/PDF/multi_page.pdf"
"P002732","EDUCATION VII","AFR","TZ","Tanzania","1981","Education","IDA",,"25000000.00","1991","IPF","SIM","PE","IBRD/IDA","1992","PCR",,,"Satisfactory",,"MODEST","NOT RATED","SATISFACTORY","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","SATISFACTORY","LIKELY",,"http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/IB/1992/05/04/000009265_3960925084644/Rendered/PDF/multi_page.pdf"
"P002732","EDUCATION VII","AFR","TZ","Tanzania","1981","Education","IDA",,"25000000.00","1991","IPF","SIM","PE","IBRD/IDA","1995","PAR",,,"Satisfactory",,"SUBSTANTIAL","UNSATISFACTORY","SATISFACTORY","NOT RATED","SATISFACTORY","SATISFACTORY","SATISFACTORY","NOT RATED","NOT RATED","LIKELY",,
"P002733","EXPORT REHAB.","AFR","TZ","Tanzania","1981","Agriculture and Rural Development","IDA",,"50000000.00","1983","DPF","SAD","PE","IBRD/IDA","1988","PAR",,,"Unsatisfactory",,"NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED",,
"P002734","T.A.II","AFR","TZ","Tanzania","1981","Economic Policy","IDA",,"11000000.00","1988","IPF","TAL","PE","IBRD/IDA","1990","PCR",,,"Unsatisfactory",,"MODEST","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","UNCERTAIN",,"http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/IB/1990/03/19/000009265_3960925050321/Rendered/PDF/multi0page.pdf"
