"project_id","project_name","region","country_code","country_name","approval_fy","sector_board","agreement_type","lending_project_cost","net_commitment","exit_fy","lending_instrument_type","lending_instrument","product_line_code","product_line","ieg_evalfy","ieg_evaltype","err_at_appraisal","err_at_completion","ieg_outcome","ieg_rdo","disc_ieg_idimpact","ieg_bankqualityatentry","ieg_bankqualityofsupervision","ieg_overallbankperf","disc_ieg_borrprep","ieg_borrimplementation","ieg_borrcompliance","ieg_overallborrperf","ieg_icrquality","disc_ieg_sustainability","ieg_mequality","ieg_sourcedocumenturl"
"P002812","MINERAL SECTOR DEV.","AFE","TZ","Tanzania","1995","Energy and Mining","IDA","11700000.00","12500000.00","2002","IPF","TAL","PE","IBRD/IDA","2003","ES",,,"Satisfactory",,"SUBSTANTIAL","SATISFACTORY","SATISFACTORY","SATISFACTORY","SATISFACTORY","SATISFACTORY","SATISFACTORY","SATISFACTORY","SATISFACTORY","LIKELY",,"http://lnweb90.worldbank.org/oed/oeddoclib.nsf/DocUNIDViewForJavaSearch/8525682E0068603785256BE8004E2E99?OpenDocument"
"P002817","FIN. & LEGAL MANAGEMENT UPGRADING","AFE","TZ","Tanzania","1993","Public Sector Governance","IDA","19300000.00","19292575.00","2000","IPF","SIL","PE","IBRD/IDA","2001","ES",,,"Satisfactory",,"SUBSTANTIAL","SATISFACTORY","SATISFACTORY","SATISFACTORY","SATISFACTORY","UNSATISFACTORY","SATISFACTORY","SATISFACTORY","SATISFACTORY","LIKELY",,"http://lnweb90.worldbank.org/oed/oeddoclib.nsf/DocUNIDViewForJavaSearch/8525682E00686037852569FA00648142?OpenDocument"
"P002821","SAC I","AFE","TZ","Tanzania","1997","Economic Policy","IDA","128900000.00","125000000.00","2000","DPF","SAL","PE","IBRD/IDA","2002","ES",,,"Satisfactory",,"SUBSTANTIAL","SATISFACTORY","SATISFACTORY","SATISFACTORY","SATISFACTORY","SATISFACTORY","SATISFACTORY","SATISFACTORY","SATISFACTORY","LIKELY",,"http://lnweb90.worldbank.org/oed/oeddoclib.nsf/DocUNIDViewForJavaSearch/8525682E0068603785256A7700465B10?OpenDocument"
"P002822","TANZANIA PSAC I","AFE","TZ","Tanzania","2000","Public Sector Governance","IDA","245000000.00","190000000.00","2004","DPF","SAL","PE","IBRD/IDA","2006","ES",,,"Satisfactory",,"SUBSTANTIAL","SATISFACTORY","SATISFACTORY","SATISFACTORY",,"SATISFACTORY","SATISFACTORY","SATISFACTORY","SATISFACTORY","LIKELY",,"http://lnweb90.worldbank.org/oed/oeddoclib.nsf/DocUNIDViewForJavaSearch/8525682E006860378525709F00623171?OpenDocument"
"P035620","FINANCIAL INST. DEV.","AFE","TZ","Tanzania","1996","Financial and Private Sector Development","IDA","10900000.00","10900000.00","1999","IPF","SIL","PE","IBRD/IDA","2000","ES",,,"Satisfactory",,"SUBSTANTIAL","SATISFACTORY","SATISFACTORY","SATISFACTORY","SATISFACTORY","UNSATISFACTORY","SATISFACTORY","SATISFACTORY","SATISFACTORY","LIKELY",,"http://lnweb90.worldbank.org/oed/oeddoclib.nsf/DocUNIDViewForJavaSearch/8525682E00686037852568C00050F308?OpenDocument"
"P038570","TZ-Riv Basin Mgmt & Smll Hldr Irr (FY97)","AFE","TZ","Tanzania","1997","Agriculture and Rural Development","IDA","26300000.00","26300000.00","2004","IPF","SIL","PE","IBRD/IDA","2005","ES","21.5","16","Satisfactory",,"SUBSTANTIAL","SATISFACTORY","SATISFACTORY","SATISFACTORY",,"SATISFACTORY","SATISFACTORY","SATISFACTORY","SATISFACTORY","LIKELY",,"http://lnweb90.worldbank.org/oed/oeddoclib.nsf/DocUNIDViewForJavaSearch/8525682E0068603785256F7900496A50?OpenDocument"
"P043720","EAC POST & TELECOM III","AFR","TZ","Tanzania","1973","Global Information/Communications Technology","IBRD",,,"1979","IPF","SIM","PE","IBRD/IDA","1984","PCR","22","24","Satisfactory",,"NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED","NOT RATED",,
"P046837","TZ-Lake Victoria Env (FY97)","AFE","TZ","Tanzania","1997","Environment","IDA","22600000.00","10100000.00","2006","IPF","SIL","PE","IBRD/IDA","2007","ES",,,"Moderately Satisfactory",,"SUBSTANTIAL","SATISFACTORY","SATISFACTORY","SATISFACTORY",,"SATISFACTORY","SATISFACTORY","SATISFACTORY","SATISFACTORY","LIKELY",,
"P047761","TZ-Tax Administration (FY99)","AFE","TZ","Tanzania","1999","Public Sector Governance","IDA","40000000.00","40000000.00","2007","IPF","SIL","PE","IBRD/IDA","2008","ES",,,"Moderately Satisfactory","NEGLIGIBLE TO LOW",,"MODERATELY SATISFACTORY","SATISFACTORY","MODERATELY SATISFACTORY",,"SATISFACTORY","MODERATELY SATISFACTORY","SATISFACTORY","SATISFACTORY",,"SUBSTANTIAL",
"P047762","TZ-Rural Water Sply (FY02)","AFE","TZ","Tanzania","2002","Water","IDA","27650000.00","26000000.00","2008","IPF","SIL","PE","IBRD/IDA","2010","ES",,,"Moderately Satisfactory","SIGNIFICANT",,"MODERATELY SATISFACTORY","MODERATELY SATISFACTORY","MODERATELY SATISFACTORY",,"MODERATELY SATISFACTORY","MODERATELY SATISFACTORY","MODERATELY SATISFACTORY","SATISFACTORY",,"MODEST",
"P049838","TZ-Privatization & Priv Sec Dev","AFE","TZ","Tanzania","2000","Financial and Private Sector Development","IDA","80000000.00","33823701.11","2010","IPF","SIL","PE","IBRD/IDA","2011","ES",,,"Unsatisfactory","SIGNIFICANT",,"MODERATELY UNSATISFACTORY","UNSATISFACTORY","UNSATISFACTORY",,"MODERATELY UNSATISFACTORY","MODERATELY UNSATISFACTORY","MODERATELY UNSATISFACTORY","SATISFACTORY",,"NEGLIGIBLE",
"P050441","RURAL& MICRO FIN SVC","AFE","TZ","Tanzania","2000","Financial and Private Sector Development","IDA","2000000.00","2000000.00","2005","IPF","LIL","PE","IBRD/IDA","2006","ES",,,"Satisfactory",,"SUBSTANTIAL","SATISFACTORY","SATISFACTORY","SATISFACTORY",,"SATISFACTORY","SATISFACTORY","SATISFACTORY","SATISFACTORY","LIKELY",,"http://lnweb90.worldbank.org/oed/oeddoclib.nsf/DocUNIDViewForJavaSearch/8525682E00686037852570450065A902?OpenDocument"
"P057187","TZ-FIDP  II","AFE","TZ","Tanzania","2000","Financial and Private Sector Development","IDA","32000000.00","27500000.00","2007","IPF","SIL","PE","IBRD/IDA","2008","ES",,,"Satisfactory","NEGLIGIBLE TO LOW",,"SATISFACTORY","SATISFACTORY","SATISFACTORY",,"SATISFACTORY","SATISFACTORY","SATISFACTORY","SATISFACTORY",,"MODEST",
"P057234","TZ-GEF Eastern Arc Forests SIL (FY04)","AFE","TZ","Tanzania","2004","Agriculture and Rural Development","GEF","45000000.00","0.00","2007","IPF","SIL","GE","Global Environment Project","2011","PAR",,,"Unsatisfactory","HIGH",,"MODERATELY UNSATISFACTORY","MODERATELY UNSATISFACTORY","MODERATELY UNSATISFACTORY",,"MODERATELY UNSATISFACTORY","MODERATELY UNSATISFACTORY","MODERATELY UNSATISFACTORY","NOT RATED",,"NEGLIGIBLE",
"P058627","Health Sect. Dev. Program","AFE","TZ","Tanzania","2000","Health, Nutrition and Population","IDA","654000000.00","22000000.00","2004","IPF","APL","PE","IBRD/IDA","2005","ES",,,"Satisfactory",,"SUBSTANTIAL","SATISFACTORY","SATISFACTORY","SATISFACTORY",,"HIGHLY SATISFACTORY","SATISFACTORY","SATISFACTORY","SATISFACTORY","LIKELY",,"http://lnweb90.worldbank.org/oed/oeddoclib.nsf/DocUNIDViewForJavaSearch/8525682E0068603785256EC30064187A?OpenDocument"
"P058706","TZ-Forest Conserv & Mgmt SIL (FY02)","AFE","TZ","Tanzania","2002","Agriculture and Rural Development","IDA","32800000.00","31073530.79","2010","IPF","SIL","PE","IBRD/IDA","2011","ES",,,"Unsatisfactory","HIGH",,"MODERATELY UNSATISFACTORY","MODERATELY UNSATISFACTORY","MODERATELY UNSATISFACTORY",,"MODERATELY UNSATISFACTORY","MODERATELY UNSATISFACTORY","MODERATELY UNSATISFACTORY","SATISFACTORY",,"NEGLIGIBLE",
"P058706","TZ-Forest Conserv & Mgmt SIL (FY02)","AFE","TZ","Tanzania","2002","Agriculture and Rural Development","IDA","32800000.00","31073530.79","2010","IPF","SIL","PE","IBRD/IDA","2011","PAR",,,"Unsatisfactory","HIGH",,"MODERATELY UNSATISFACTORY","MODERATELY UNSATISFACTORY","MODERATELY UNSATISFACTORY",,"MODERATELY UNSATISFACTORY","MODERATELY UNSATISFACTORY","MODERATELY UNSATISFACTORY","NOT RATED",,"NEGLIGIBLE",
"P059073","TZ-Dar Water Supply & Sanitation (FY03)","AFE","TZ","Tanzania","2003","Water","IDA","164600000.00","61377987.79","2011","IPF","SIL","PE","IBRD/IDA","2012","ES","24",,"Unsatisfactory","SIGNIFICANT",,"UNSATISFACTORY","UNSATISFACTORY","UNSATISFACTORY",,"MODERATELY UNSATISFACTORY","UNSATISFACTORY","UNSATISFACTORY","SATISFACTORY",,"NEGLIGIBLE","http://lnweb90.worldbank.org/oed/oeddoclib.nsf/DocUNIDViewForJavaSearch/8525682E00686037852578A20046FC0C?OpenDocument"
"P060833","TZ-Pub Sec Reform Prgm (FY00)","AFE","TZ","Tanzania","2000","Public Sector Governance","IDA","41200000.00","40368630.95","2008","IPF","SIL","PE","IBRD/IDA","2009","ES",,,"Moderately Satisfactory","MODERATE",,"SATISFACTORY","SATISFACTORY","SATISFACTORY",,"SATISFACTORY","SATISFACTORY","SATISFACTORY","SATISFACTORY",,"NEGLIGIBLE",
"P060833","TZ-Pub Sec Reform Prgm (FY00)","AFE","TZ","Tanzania","2000","Public Sector Governance","IDA","41200000.00","40368630.95","2008","IPF","SIL","PE","IBRD/IDA","2014","PAR",,,"Moderately Unsatisfactory","HIGH",,,,"MODERATELY UNSATISFACTORY",,,,"MODERATELY UNSATISFACTORY","NOT RATED",,,
"P065372","TZ-Soc Action Fund SIL (FY01)","AFE","TZ","Tanzania","2001","Social Protection","IDA","71772000.00","59960799.99","2005","IPF","SIL","PE","IBRD/IDA","2007","ES",,,"Moderately Satisfactory",,"MODEST","SATISFACTORY","SATISFACTORY","SATISFACTORY",,"SATISFACTORY","NOT RATED","SATISFACTORY","SATISFACTORY","NON-EVALUABLE",,
"P067103","TZ-Partic Agr Dev & Empwrmnt SIL (FY03)","AFE","TZ","Tanzania","2003","Agriculture and Rural Development","IDA","69995000.00","56580000.00","2010","IPF","SIL","PE","IBRD/IDA","2012","ES",,,"Moderately Satisfactory","SIGNIFICANT",,"MODERATELY SATISFACTORY","MODERATELY UNSATISFACTORY","MODERATELY SATISFACTORY",,"MODERATELY SATISFACTORY","SATISFACTORY","MODERATELY SATISFACTORY","SATISFACTORY",,"MODEST",
"P070544","TZ-Accountability,Transparency&Integrity","AFE","TZ","Tanzania","2006","Public Sector Governance","IDA","145600000.00","27984920.00","2012","IPF","SIL","PE","IBRD/IDA","2013","ES",,,"Moderately Unsatisfactory","SIGNIFICANT",,"MODERATELY UNSATISFACTORY","MODERATELY SATISFACTORY","MODERATELY UNSATISFACTORY",,"MODERATELY UNSATISFACTORY","MODERATELY UNSATISFACTORY","MODERATELY UNSATISFACTORY","SATISFACTORY",,"MODEST","http://lnweb90.worldbank.org/oed/oeddoclib.nsf/DocUNIDViewForJavaSearch/1EAC194CE2C2A6D285257B95001B8DFD?OpenDocument"
"P070736","TZ-Loc Govt Supt SIL (FY05)","AFE","TZ","Tanzania","2005","Urban Development","IDA","60800000.00","52000000.00","2012","IPF","SIL","PE","IBRD/IDA","2014","ES","20","15","Moderately Satisfactory","MODERATE",,"SATISFACTORY","MODERATELY SATISFACTORY","MODERATELY SATISFACTORY",,"MODERATELY SATISFACTORY","MODERATELY SATISFACTORY","MODERATELY SATISFACTORY","SATISFACTORY",,"MODEST","http://lnweb90.worldbank.org/oed/oeddoclib.nsf/DocUNIDViewForJavaSearch/8525682E0068603785257B5D007A75D9?OpenDocument"
"P071012","Primary Educ. Dev. Program","AFE","TZ","Tanzania","2002","Education","IDA","694050000.00","150000000.00","2005","DPF","SAD","PE","IBRD/IDA","2006","ES",,,"Satisfactory",,"SUBSTANTIAL","HIGHLY SATISFACTORY","SATISFACTORY","SATISFACTORY",,"SATISFACTORY","SATISFACTORY","SATISFACTORY","SATISFACTORY","LIKELY",,"http://lnweb90.worldbank.org/oed/oeddoclib.nsf/DocUNIDViewForJavaSearch/8525682E00686037852570450067C214?OpenDocument"
"P071012","Primary Educ. Dev. Program","AFE","TZ","Tanzania","2002","Education","IDA","694050000.00","150000000.00","2005","DPF","SAD","PE","IBRD/IDA","2010","PAR",,,"Satisfactory","MODERATE",,"SATISFACTORY","SATISFACTORY","SATISFACTORY",,"MODERATELY SATISFACTORY","SATISFACTORY","MODERATELY SATISFACTORY","NOT RATED",,,
"P071014","TZ-HIV/AIDS APL (FY04)","AFE","TZ","Tanzania","2004","Health, Nutrition and Population","IDA","82000000.00","70000000.00","2010","IPF","APL","PE","IBRD/IDA","2011","ES",,,"Moderately Unsatisfactory","SIGNIFICANT",,"MODERATELY UNSATISFACTORY","MODERATELY UNSATISFACTORY","MODERATELY UNSATISFACTORY",,"MODERATELY UNSATISFACTORY","MODERATELY SATISFACTORY","MODERATELY UNSATISFACTORY","SATISFACTORY",,"MODEST",
"P073397","TZ-Lower Kihansi Env Mgmt TAL (FY02)","AFE","TZ","Tanzania","2002","Environment","IDA","6400000.00","6300000.00","2011","IPF","TAL","PE","IBRD/IDA","2014","ES",,,"Moderately Satisfactory","MODERATE",,"MODERATELY SATISFACTORY","SATISFACTORY","MODERATELY SATISFACTORY",,"SATISFACTORY","SATISFACTORY","SATISFACTORY","SATISFACTORY",,"SUBSTANTIAL",
"P074072","TZ-PRSC 1 (first)","AFE","TZ","Tanzania","2003","Financial and Private Sector Development","IDA","132000000.00","132000000.00","2006","DPF","PRC","PE","IBRD/IDA","2005","ES",,,"Satisfactory",,"SUBSTANTIAL","SATISFACTORY","SATISFACTORY","SATISFACTORY",,"SATISFACTORY","SATISFACTORY","SATISFACTORY","SATISFACTORY","LIKELY",,"http://lnweb90.worldbank.org/oed/oeddoclib.nsf/DocUNIDViewForJavaSearch/8525682E0068603785256FA8005B536C?OpenDocument"
"P074072","TZ-PRSC 1 (first)","AFE","TZ","Tanzania","2003","Financial and Private Sector Development","IDA","132000000.00","132000000.00","2006","DPF","PRC","PE","IBRD/IDA","2013","PAR",,,"Moderately Satisfactory","SIGNIFICANT",,"MODERATELY SATISFACTORY","MODERATELY SATISFACTORY","MODERATELY SATISFACTORY",,"MODERATELY SATISFACTORY","SATISFACTORY","MODERATELY SATISFACTORY","NOT RATED",,"NEGLIGIBLE","http://lnweb90.worldbank.org/oed/oeddoclib.nsf/DocUNIDViewForJavaSearch/22E6E2DFB8E9CC9B85257BB1006D737F/$FILE/PPAR-78188-P074072_Tanzania_PRSCs_1-8.pdf"
"P074073","TZ-PRSC2 (intermediate)","AFE","TZ","Tanzania","2005","Public Sector Governance","IDA","150000000.00","150000000.00","2005","DPF","PRC","PE","IBRD/IDA","2006","ES",,,"Satisfactory",,"SUBSTANTIAL","SATISFACTORY","SATISFACTORY","SATISFACTORY",,"SATISFACTORY","SATISFACTORY","SATISFACTORY","SATISFACTORY","LIKELY",,"http://lnweb90.worldbank.org/oed/oeddoclib.nsf/DocUNIDViewForJavaSearch/8525682E00686037852570F2004923DB?OpenDocument"
"P074073","TZ-PRSC2 (intermediate)","AFE","TZ","Tanzania","2005","Public Sector Governance","IDA","150000000.00","150000000.00","2005","DPF","PRC","PE","IBRD/IDA","2013","PAR",,,"Moderately Satisfactory","SIGNIFICANT",,"MODERATELY SATISFACTORY","MODERATELY SATISFACTORY","MODERATELY SATISFACTORY",,"MODERATELY SATISFACTORY","SATISFACTORY","MODERATELY SATISFACTORY","NOT RATED",,"NEGLIGIBLE","http://lnweb90.worldbank.org/oed/oeddoclib.nsf/DocUNIDViewForJavaSearch/22E6E2DFB8E9CC9B85257BB1006D737F/$FILE/PPAR-78188-P074072_Tanzania_PRSCs_1-8.pdf"
"P074624","TZ-Emergency Power Supply (FY04)","AFE","TZ","Tanzania","2004","Energy and Mining","IDA","110800000.00","43797438.56","2007","IPF","ERL","PE","IBRD/IDA","2008","ES",,,"Moderately Satisfactory","HIGH",,"SATISFACTORY","MODERATELY SATISFACTORY","SATISFACTORY",,"MODERATELY SATISFACTORY","MODERATELY SATISFACTORY","MODERATELY SATISFACTORY","UNSATISFACTORY",,"NEGLIGIBLE",
"P078387","TZ-Central Transp Corridor Prj (FY04)","AFE","TZ","Tanzania","2004","Transport","IDA","138070000.00","119802912.33","2010","IPF","SIL","PE","IBRD/IDA","2011","ES","32.9","24.2","Moderately Satisfactory","SIGNIFICANT",,"MODERATELY UNSATISFACTORY","MODERATELY SATISFACTORY","MODERATELY SATISFACTORY",,"MODERATELY SATISFACTORY","MODERATELY UNSATISFACTORY","MODERATELY SATISFACTORY","SATISFACTORY",,"MODEST",
"P078387","TZ-Central Transp Corridor Prj (FY04)","AFE","TZ","Tanzania","2004","Transport","IDA","138070000.00","119802912.33","2010","IPF","SIL","PE","IBRD/IDA","2011","PAR",,,"Moderately Satisfactory","SIGNIFICANT",,"MODERATELY UNSATISFACTORY","MODERATELY SATISFACTORY","MODERATELY SATISFACTORY",,"MODERATELY SATISFACTORY","MODERATELY UNSATISFACTORY","MODERATELY SATISFACTORY","NOT RATED",,"SUBSTANTIAL",
"P082335","TZ-Health Sector Development II (FY04)","AFE","TZ","Tanzania","2004","Health, Nutrition and Population","IDA","963000000.00","64938949.42","2011","IPF","APL","PE","IBRD/IDA","2013","ES",,,"Moderately Satisfactory","NEGLIGIBLE TO LOW",,"SATISFACTORY","SATISFACTORY","SATISFACTORY",,"MODERATELY SATISFACTORY","MODERATELY SATISFACTORY","MODERATELY SATISFACTORY","SATISFACTORY",,"MODEST","http://lnweb90.worldbank.org/oed/oeddoclib.nsf/DocUNIDViewForJavaSearch/8525682E00686037852579740079E8E9?OpenDocument"
"P082492","TZ-Marine & Coastal Env Mgmt SIL (FY06)","AFE","TZ","Tanzania","2006","Environment","IDA","62750000.00","51000000.00","2013","IPF","SIL","PE","IBRD/IDA","2014","ES",,,"Moderately Unsatisfactory","SIGNIFICANT",,"MODERATELY UNSATISFACTORY","MODERATELY UNSATISFACTORY","MODERATELY UNSATISFACTORY",,"MODERATELY SATISFACTORY","MODERATELY UNSATISFACTORY","MODERATELY UNSATISFACTORY","SATISFACTORY",,"NEGLIGIBLE",
"P083080","TZ-Education Dev. Program II (FY04)","AFE","TZ","Tanzania","2004","Education","IDA","250000000.00","150000000.00","2008","DPF","SAD","PE","IBRD/IDA","2009","ES",,,"Satisfactory","MODERATE",,"SATISFACTORY","SATISFACTORY","SATISFACTORY",,"SATISFACTORY","SATISFACTORY","SATISFACTORY","SATISFACTORY",,"MODEST",
"P083080","TZ-Education Dev. Program II (FY04)","AFE","TZ","Tanzania","2004","Education","IDA","250000000.00","150000000.00","2008","DPF","SAD","PE","IBRD/IDA","2010","PAR",,,"Moderately Unsatisfactory","SIGNIFICANT",,"SATISFACTORY","MODERATELY SATISFACTORY","MODERATELY SATISFACTORY",,"MODERATELY SATISFACTORY","MODERATELY SATISFACTORY","MODERATELY SATISFACTORY","NOT RATED",,,
"P085009","TZ-Private Sector/MSME Competitiveness","AFE","TZ","Tanzania","2006",,"IDA","157000000.00","95000000.00","2019","IPF","IPF","PE","IBRD/IDA","2020","ES",,,"Moderately Satisfactory",,,"MODERATELY SATISFACTORY","MODERATELY SATISFACTORY","MODERATELY SATISFACTORY",,,,,"SUBSTANTIAL",,"MODEST",
"P085752","TZ-Agr Sec Dev (FY06)","AFE","TZ","Tanzania","2006",,"IDA","151500000.00","71777516.55","2017","IPF","SIL","PE","IBRD/IDA","2017","ES",,,"Unsatisfactory","HIGH",,"UNSATISFACTORY","UNSATISFACTORY","UNSATISFACTORY",,"UNSATISFACTORY","MODERATELY UNSATISFACTORY","UNSATISFACTORY","SUBSTANTIAL",,"LOW",
"P085786","TZ-Soc Action Fund 2 SIL (FY05)","AFE","TZ","Tanzania","2005","Social Protection","IDA","178500000.00","150000000.00","2013","IPF","SIL","PE","IBRD/IDA","2014","ES",,,"Satisfactory","MODERATE",,"SATISFACTORY","SATISFACTORY","SATISFACTORY",,"SATISFACTORY","SATISFACTORY","SATISFACTORY","SATISFACTORY",,"SUBSTANTIAL",
"P085786","TZ-Soc Action Fund 2 SIL (FY05)","AFE","TZ","Tanzania","2005","Social Protection","IDA","178500000.00","150000000.00","2013","IPF","SIL","PE","IBRD/IDA","2016","PAR",,,"Moderately Unsatisfactory","SIGNIFICANT",,"MODERATELY UNSATISFACTORY","MODERATELY SATISFACTORY","MODERATELY UNSATISFACTORY","SATISFACTORY","SATISFACTORY",,"SATISFACTORY","NOT RATED",,"MODEST",
"P087154","TZ-Water Sector Support SIL","AFE","TZ","Tanzania","2007","Water","IDA","951000000.00","199910032.05","2016","IPF","SIL","PE","IBRD/IDA","2017","ES",,,"Moderately Satisfactory","SIGNIFICANT",,"MODERATELY SATISFACTORY","MODERATELY SATISFACTORY","MODERATELY SATISFACTORY",,"MODERATELY SATISFACTORY","MODERATELY SATISFACTORY","MODERATELY SATISFACTORY","SUBSTANTIAL",,"MODEST",
"P087256","TZ-PRSC 3 (last)","AFE","TZ","Tanzania","2006","Public Sector Governance","IDA","150000000.00","150000000.00","2006","DPF","DPL","PE","IBRD/IDA","2008","ES",,,"Satisfactory","MODERATE",,"SATISFACTORY","SATISFACTORY","SATISFACTORY",,"SATISFACTORY","SATISFACTORY","SATISFACTORY","SATISFACTORY",,"MODEST",
"P087256","TZ-PRSC 3 (last)","AFE","TZ","Tanzania","2006","Public Sector Governance","IDA","150000000.00","150000000.00","2006","DPF","DPL","PE","IBRD/IDA","2013","PAR",,,"Moderately Satisfactory","SIGNIFICANT",,"MODERATELY SATISFACTORY","MODERATELY SATISFACTORY","MODERATELY SATISFACTORY",,"MODERATELY SATISFACTORY","SATISFACTORY","MODERATELY SATISFACTORY","NOT RATED",,"NEGLIGIBLE","http://lnweb90.worldbank.org/oed/oeddoclib.nsf/DocUNIDViewForJavaSearch/22E6E2DFB8E9CC9B85257BB1006D737F/$FILE/PPAR-78188-P074072_Tanzania_PRSCs_1-8.pdf"
"P090392","TZ-FY04 IDA Reflow","AFE","TZ","Tanzania","2004","Public Sector Governance","IDA","190000.00",,"2006","DPF","SAL","PE","IBRD/IDA","2005","ES",,,"Satisfactory","NULL",,"SATISFACTORY","SATISFACTORY","SATISFACTORY",,"SATISFACTORY","SATISFACTORY","SATISFACTORY","SATISFACTORY",,"NULL",
"P090392","TZ-FY04 IDA Reflow","AFE","TZ","Tanzania","2004","Public Sector Governance","IDA","190000.00",,"2006","DPF","SAL","PE","IBRD/IDA","2013","PAR",,,"Moderately Satisfactory","SIGNIFICANT",,"MODERATELY SATISFACTORY","MODERATELY SATISFACTORY","MODERATELY SATISFACTORY",,"MODERATELY SATISFACTORY","SATISFACTORY","MODERATELY SATISFACTORY","NOT RATED",,"NEGLIGIBLE",
"P092898","TZ-Performance Results  & Accountability","AFE","TZ","Tanzania","2008","Public Sector Governance","IDA","103800000.00","29952560.00","2013","IPF","APL","PE","IBRD/IDA","2014","ES",,,"Moderately Unsatisfactory","SIGNIFICANT",,"MODERATELY UNSATISFACTORY","MODERATELY UNSATISFACTORY","MODERATELY UNSATISFACTORY",,"MODERATELY SATISFACTORY","MODERATELY SATISFACTORY","MODERATELY SATISFACTORY","SATISFACTORY",,"MODEST","http://lnweb90.worldbank.org/oed/oeddoclib.nsf/DocUNIDViewForJavaSearch/8525682E0068603785257B970081E8C5?OpenDocument"
"P095509","TZ-PRSC 4 DPL (1st of 2nd series)","AFE","TZ","Tanzania","2006","Public Sector Governance","IDA","200000000.00","200000000.00","2007","DPF","DPL","PE","IBRD/IDA","2012","ES",,,"Moderately Unsatisfactory","SIGNIFICANT",,"MODERATELY SATISFACTORY","SATISFACTORY","MODERATELY SATISFACTORY",,"MODERATELY SATISFACTORY","MODERATELY UNSATISFACTORY","MODERATELY UNSATISFACTORY","SATISFACTORY",,"MODEST",
"P095509","TZ-PRSC 4 DPL (1st of 2nd series)","AFE","TZ","Tanzania","2006","Public Sector Governance","IDA","200000000.00","200000000.00","2007","DPF","DPL","PE","IBRD/IDA","2013","PAR",,,"Moderately Unsatisfactory","SIGNIFICANT",,"MODERATELY SATISFACTORY","MODERATELY SATISFACTORY","MODERATELY SATISFACTORY",,"NOT AVAILABLE","NOT AVAILABLE","MODERATELY UNSATISFACTORY","NOT RATED",,"MODEST","http://lnweb90.worldbank.org/oed/oeddoclib.nsf/DocUNIDViewForJavaSearch/22E6E2DFB8E9CC9B85257BB1006D737F/$FILE/PPAR-78188-P074072_Tanzania_PRSCs_1-8.pdf"
"P095657","TZ-PRSC 5 (2nd of 2nd series)","AFE","TZ","Tanzania","2007","Public Sector Governance","IDA","190000000.00","190000000.00","2008","DPF","DPL","PE","IBRD/IDA","2012","ES",,,"Moderately Unsatisfactory","SIGNIFICANT",,"MODERATELY SATISFACTORY","SATISFACTORY","MODERATELY SATISFACTORY",,"MODERATELY SATISFACTORY","MODERATELY UNSATISFACTORY","MODERATELY UNSATISFACTORY","SATISFACTORY",,"MODEST",
"P095657","TZ-PRSC 5 (2nd of 2nd series)","AFE","TZ","Tanzania","2007","Public Sector Governance","IDA","190000000.00","190000000.00","2008","DPF","DPL","PE","IBRD/IDA","2013","PAR",,,"Moderately Unsatisfactory","SIGNIFICANT",,"MODERATELY SATISFACTORY","MODERATELY SATISFACTORY","MODERATELY SATISFACTORY",,"NOT AVAILABLE","NOT AVAILABLE","MODERATELY UNSATISFACTORY","NOT RATED",,"MODEST","http://lnweb90.worldbank.org/oed/oeddoclib.nsf/DocUNIDViewForJavaSearch/22E6E2DFB8E9CC9B85257BB1006D737F/$FILE/PPAR-78188-P074072_Tanzania_PRSCs_1-8.pdf"
"P098496","TZ-Sci.&Tech. High Educ. Prog-Ph.1 (FY08","AFE","TZ","Tanzania","2008","Education","IDA","100000000.00","99997935.13","2016","IPF","APL","PE","IBRD/IDA","2017","ES",,,"Moderately Satisfactory","MODERATE",,"MODERATELY SATISFACTORY","MODERATELY SATISFACTORY","MODERATELY SATISFACTORY",,"MODERATELY SATISFACTORY","SATISFACTORY","MODERATELY SATISFACTORY","SUBSTANTIAL",,"SUBSTANTIAL",
"P099231","TZ-Financial Sector  Support","AFE","TZ","Tanzania","2006","Financial and Private Sector Development","IDA","22000000.00","15000000.00","2013","IPF","SIL","PE","IBRD/IDA","2015","ES",,,"Moderately Satisfactory","MODERATE",,"MODERATELY UNSATISFACTORY","MODERATELY SATISFACTORY","MODERATELY SATISFACTORY",,"MODERATELY SATISFACTORY","SATISFACTORY","SATISFACTORY","UNSATISFACTORY",,"MODEST",
"P099738","TZ-Loc Govt Supt SIL-Supplemental (FY06)","AFE","TZ","Tanzania","2006","Urban Development","IDA","100300000.00",,"2012","IPF","SIL","PE","IBRD/IDA","2016","PAR","20","15","Moderately Satisfactory","SIGNIFICANT",,"MODERATELY SATISFACTORY","MODERATELY SATISFACTORY","MODERATELY SATISFACTORY","MODERATELY UNSATISFACTORY","MODERATELY SATISFACTORY",,"MODERATELY UNSATISFACTORY","NOT RATED",,"MODEST",
