"as_of_date","fiscal_year","region","borrower_country","borrower_country_code","project_name","procurement_category","procurement_method","major_sector","wb_contract_number","contract_description","contract_signing_date","supplier_country","supplier_country_code","supplier_contract_amount_usd"
"2022-09-12T00:00:00.000","2022","LATIN AMERICA AND CARIBBEAN","Colombia","CO","Colombia FCPF REDD Readiness","Goods","Request for Quotations","Agriculture, Fishing and Forestry","1710848","Adquirir bienes (equipos tecnol&#243;gicos) para el procesamiento de informaci&#243;n de las actividades en campo de monitoreo comunitario.","2021-11-24T00:00:00.000","Republic of Colombia","CO","6738.0"
"2022-09-12T00:00:00.000","2022","LATIN AMERICA AND CARIBBEAN","Colombia","CO","Sustainable Low-Carbon Development in Orinoquia region Project","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry","1709299","Liderar, implementar, validar y documentar los algoritmos para la interpretaci&#243;n digital de im&#225;genes de sensores remotos para la identificaci&#243;n de los cultivos definidos, de manera que puedan brindar","2022-05-12T00:00:00.000","Republic of Colombia","CO","25813.0"
"2022-09-12T00:00:00.000","2022","LATIN AMERICA AND CARIBBEAN","Colombia","CO","Sustainable Low-Carbon Development in Orinoquia region Project","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry","1709297","Prestar sus servicios profesionales con autonom&#237;a t&#233;cnica y administrativa para apoyar al Ministerio de Agricultura y Desarrollo Rural (MADR), en particular a la Unidad de Planificaci&#243;n Rural Agropecu","2022-05-18T00:00:00.000","Republic of Colombia","CO","9596.0"
"2022-09-12T00:00:00.000","2021","LATIN AMERICA AND CARIBBEAN","Colombia","CO","Colombia FCPF REDD Readiness","Consultant Services","Consultant Qualification  Selection","Agriculture, Fishing and Forestry","1709623","Regi&#243;n Piedemonte Amaz&#243;nico ID POA 89 Construir una propuesta de Monitoreo Comunitario Participativo-MCP de bosques articulada con el Sistema de Monitoreo de Bosque y Carbono SMByC","2021-06-23T00:00:00.000","Republic of Colombia","CO","10326.0"
"2022-09-12T00:00:00.000","2022","LATIN AMERICA AND CARIBBEAN","Colombia","CO","Colombia FCPF REDD Readiness","Consultant Services","Consultant Qualification  Selection","Agriculture, Fishing and Forestry","1709724","ID POA 81 - Plan de manejo forestal para censo de primera y segunda corta anual y su correspondiente plan de corta para los n&#250;cleos de forester&#237;a comunitaria de los municipios de Segovia y Remedios","2021-10-28T00:00:00.000","Republic of Colombia","CO","69079.0"
"2022-09-12T00:00:00.000","2022","LATIN AMERICA AND CARIBBEAN","Colombia","CO","Sustainable Low-Carbon Development in Orinoquia region Project","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry","1711008","Prestar los servicios con autonom&#237;a administrativa, asistiendo a la UPRA como Apoyo Administrativo y operativo en el desarrollo de las actividades propias de la formulaci&#243;n de los proyectos: regulariz","2022-06-07T00:00:00.000","Republic of Colombia","CO","5869.0"
"2022-09-12T00:00:00.000","2021","LATIN AMERICA AND CARIBBEAN","Colombia","CO","Colombia FCPF REDD Readiness","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry","1709727","ID 5 Experto en Forester&#237;a- MinAmbiente Bosques","2021-05-04T00:00:00.000","Republic of Colombia","CO","12616.0"
"2022-09-12T00:00:00.000","2021","LATIN AMERICA AND CARIBBEAN","Colombia","CO","Colombia FCPF REDD Readiness","Consultant Services","Consultant Qualification  Selection","Agriculture, Fishing and Forestry","1709958","Regi&#243;n Amazonia ID POA 89 Construir una propuesta de Monitoreo Comunitario Participativo-MCP de bosques articulada con el Sistema de Monitoreo de Bosque y Carbono SMByC que incluya el fortalecimiento","2021-06-22T00:00:00.000","Republic of Colombia","CO","10238.0"
"2022-09-12T00:00:00.000","2022","LATIN AMERICA AND CARIBBEAN","Colombia","CO","Sustainable Low-Carbon Development in Orinoquia region Project","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry","1711079","Prestar sus servicios profesionales con autonom&#237;a t&#233;cnica y administrativa, como Apoyo Administrativo a la UIP del Proyecto: Desarrollo Sostenible bajo en carbono en la regi&#243;n de la Orinoquia","2022-06-22T00:00:00.000","Republic of Colombia","CO","16347.0"
"2022-09-12T00:00:00.000","2023","LATIN AMERICA AND CARIBBEAN","Colombia","CO","Sustainable Low-Carbon Development in Orinoquia region Project","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry","1711130","Profesional apoyo t&#233;cnico componente de monitoreo de cultivos para la Infraestructura de Datos para la regi&#243;n de la Orinoqu&#237;a colombiana y el monitoreo de cultivos y pastos para ganader&#237;a como contrib","2022-07-13T00:00:00.000","Republic of Colombia","CO","20629.0"
"2022-09-12T00:00:00.000","2021","LATIN AMERICA AND CARIBBEAN","Colombia","CO","Colombia FCPF REDD Readiness","Consultant Services","Consultant Qualification  Selection","Agriculture, Fishing and Forestry","1709959","Regi&#242;n Andina Centro ID POA 89 Construir una propuesta de Monitoreo Comunitario Participativo-MCP de bosques articulada con el Sistema de Monitoreo de Bosque y Carbono SMByC","2021-06-21T00:00:00.000","Republic of Colombia","CO","10238.0"
"2022-09-12T00:00:00.000","2022","LATIN AMERICA AND CARIBBEAN","Colombia","CO","Sustainable Low-Carbon Development in Orinoquia region Project","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry","1709276","Elaborar el mapa de precios comerciales de la tierra rural en Arauca, a partir de la recolecci&#243;n en campo, tratamiento y an&#225;lisis de informaci&#243;n requerida a escala 1:100.000, de acuerdo con el m&#233;todo","2022-06-01T00:00:00.000","Republic of Colombia","CO","10831.0"
"2022-09-12T00:00:00.000","2022","LATIN AMERICA AND CARIBBEAN","Colombia","CO","Sustainable Low-Carbon Development in Orinoquia region Project","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry","1709261","Especialista para la recolecci&#243;n, tratamiento y an&#225;lisis de informaci&#243;n requerida para la elaboraci&#243;n de los mapas de precios comerciales de la tierra rural de la Orinoquia, a escala 1:100.000, con &#233;n","2022-06-01T00:00:00.000","Republic of Colombia","CO","10831.0"
"2022-09-12T00:00:00.000","2022","LATIN AMERICA AND CARIBBEAN","Colombia","CO","Colombia FCPF REDD Readiness","Goods","Request for Quotations","Agriculture, Fishing and Forestry","1709169","Adquirir bienes (equipo para acampar) para el desarrollo de las actividades en campo de monitoreo comunitario.","2021-11-24T00:00:00.000","Republic of Colombia","CO","760.0"
"2022-09-12T00:00:00.000","2022","LATIN AMERICA AND CARIBBEAN","Colombia","CO","Colombia FCPF REDD Readiness","Consultant Services","Consultant Qualification  Selection","Agriculture, Fishing and Forestry","1709168","Realizar la identificaci&#243;n y mapeo de las iniciativas REDD+ tanto p&#250;blicas como privadas se adelantan en el pa&#237;s.","2022-01-25T00:00:00.000","Republic of Colombia","CO","53587.0"
"2022-09-12T00:00:00.000","2022","LATIN AMERICA AND CARIBBEAN","Colombia","CO","Colombia FCPF REDD Readiness","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry","1709167","Profesional para la realizaci&#243;n de un video documental para la Asociaci&#243;n de Autoridades Arahuacas de la Sierra Nevada &#8211; ASOCIT","2022-01-20T00:00:00.000","Republic of Colombia","CO","1822.0"
"2022-09-12T00:00:00.000","2022","LATIN AMERICA AND CARIBBEAN","Colombia","CO","Colombia FCPF REDD Readiness","Consultant Services","Direct Selection","Agriculture, Fishing and Forestry","1709162","Sistemas Productivos Agroforestales Cacao - Resguardo Motil&#243;n Bar&#237;"", Norte de Santander","2022-02-24T00:00:00.000","Republic of Colombia","CO","91154.0"
"2022-09-12T00:00:00.000","2021","LATIN AMERICA AND CARIBBEAN","Colombia","CO","Colombia FCPF REDD Readiness","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry","1709156","El Coordinador de Proyecto actual solicit&#243; la terminaci&#243;n del contrato en curso. El segundo candidato de lista de elegibles de proceso de 6 de octubre de 2020, Andres Monta&#241;a, confirm&#243; disponibilidad.","2021-05-14T00:00:00.000","Republic of Colombia","CO","50179.0"
"2022-09-12T00:00:00.000","2021","LATIN AMERICA AND CARIBBEAN","Colombia","CO","Colombia FCPF REDD Readiness","Consultant Services","Direct Selection","Agriculture, Fishing and Forestry","1709154","ACAPA Consejo Comunitario del Rio Pat&#237;a Grande, sus Brazos y la Ensenada de Tumaco &#8211; ACAPA Implementar un modelo piloto de estrategia ambiental sostenible y culturalmente apropiada.","2021-04-27T00:00:00.000","Republic of Colombia","CO","115495.0"
"2022-09-12T00:00:00.000","2022","LATIN AMERICA AND CARIBBEAN","Colombia","CO","Colombia FCPF REDD Readiness","Consultant Services","Direct Selection","Agriculture, Fishing and Forestry","1709149","Estrategia de conservaci&#243;n de bosques de tierra firme y de manglar en zonas degradadas por la extracci&#243;n no planificada de recursos maderables de los Consejos Comunitarios Yurumangui","2021-12-10T00:00:00.000","Republic of Colombia","CO","69933.0"
"2022-09-12T00:00:00.000","2022","LATIN AMERICA AND CARIBBEAN","Colombia","CO","Colombia FCPF REDD Readiness","Consultant Services","Direct Selection","Agriculture, Fishing and Forestry","1709146","Aportar al dise&#241;o del modelo de manejo sostenible del bosque que permita el fortalecimiento del sector forestal y la creaci&#243;n de un valor agregado a favor de la poblaci&#243;n en Vig&#237;a del Fuerte.","2021-12-07T00:00:00.000","Republic of Colombia","CO","58602.0"
"2022-09-12T00:00:00.000","2022","LATIN AMERICA AND CARIBBEAN","Colombia","CO","Colombia FCPF REDD Readiness","Consultant Services","Direct Selection","Agriculture, Fishing and Forestry","1709109","Realizar la auditoria de los estados financieros de prop&#243;sito especial del Proyecto &#8220;Financiamiento adicional para el apoyo a la preparaci&#243;n para REDD+ del Fondo Cooperativo para el Carbono","2022-04-25T00:00:00.000","Republic of Colombia","CO","17085.0"
"2022-09-12T00:00:00.000","2023","LATIN AMERICA AND CARIBBEAN","Colombia","CO","Forest Conservation and Sustainability in the Heart of the Colombian Amazon","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry;Public Administration","1709099","Prestar sus servicios profesionales para apoyar a la Corporaci&#243;n para el Desarrollo Sostenible del Norte y Oriente Amaz&#243;nico &#8211; CDA, en la generaci&#243;n de insumos, soportes y conceptos t&#233;cnicos","2022-09-01T00:00:00.000","Republic of Colombia","CO","16583.0"
"2022-09-12T00:00:00.000","2021","LATIN AMERICA AND CARIBBEAN","Colombia","CO","Colombia FCPF REDD Readiness","Consultant Services","Direct Selection","Agriculture, Fishing and Forestry","1708997","Construir e implementar las estrategias de regeneraci&#243;n natural comunitaria y de incentivos de retribuci&#243;n ambiental y territorial del Pueblo Ind&#237;gena Arhuaco de La Sierra","2021-05-05T00:00:00.000","Republic of Colombia","CO","149612.0"
"2022-09-12T00:00:00.000","2022","LATIN AMERICA AND CARIBBEAN","Colombia","CO","Colombia FCPF REDD Readiness","Non-consulting Services","Request for Quotations","Agriculture, Fishing and Forestry","1708905","Prestar los servicios de alquiler de una carpa y otros elementos para la feria de Biosin&#250; 2022 &#8220;Educaci&#243;n, negocios verdes, y sostenibilidad para la regi&#243;n&#8221; en Monter&#237;a, C&#243;rdoba.
Observaciones","2022-04-25T00:00:00.000","Republic of Colombia","CO","5811.0"
"2022-09-12T00:00:00.000","2022","LATIN AMERICA AND CARIBBEAN","Colombia","CO","Colombia FCPF REDD Readiness","Goods","Request for Quotations","Agriculture, Fishing and Forestry","1708898","Compra de T&#233;cnicos de campo para trabajo en campo en marco de los contratos de MCP","2021-11-25T00:00:00.000","Republic of Colombia","CO","3995.0"
"2022-09-12T00:00:00.000","2022","LATIN AMERICA AND CARIBBEAN","Colombia","CO","Colombia FCPF REDD Readiness","Goods","Request for Quotations","Agriculture, Fishing and Forestry","1708897","Compra de equipos Tecnol&#243;gicos para el procesamiento del trabajo en campo, en marco de
los contratos de MCP","2021-11-25T00:00:00.000","Republic of Colombia","CO","7083.0"
"2022-09-12T00:00:00.000","2021","LATIN AMERICA AND CARIBBEAN","Colombia","CO","Colombia FCPF REDD Readiness","Non-consulting Services","Request for Quotations","Agriculture, Fishing and Forestry","1708895","Diagramaci&#243;n del documento Modelo de intervenci&#243;n para n&#250;cleos
activos de deforestaci&#243;n y zonas de frontera agr&#237;cola en el marco de la
EICDGB de acuerdo a la imagen del proyecto.","2021-05-13T00:00:00.000","Republic of Colombia","CO","913.0"
"2022-09-12T00:00:00.000","2021","LATIN AMERICA AND CARIBBEAN","Colombia","CO","Colombia FCPF REDD Readiness","Non-consulting Services","Request for Quotations","Agriculture, Fishing and Forestry","1708864","procesos de producci&#243;n, pre-producci&#243;n y post-producci&#243;n de programas de radio y videos para el magaz&#237;n &#8220;Uni&#243;n Natural&#8221;","2021-04-23T00:00:00.000","Republic of Colombia","CO","2825.0"
"2022-09-12T00:00:00.000","2022","LATIN AMERICA AND CARIBBEAN","Colombia","CO","Colombia FCPF REDD Readiness","Non-consulting Services","Request for Quotations","Agriculture, Fishing and Forestry","1708849","Prestar los servicios de almuerzos, refrigerios, estaci&#243;n de agua y caf&#233;; mobiliario, menaje,
elementos audiovisuales y personal de servicios. EVENTO DE CIERRE FCPF","2022-06-06T00:00:00.000","Republic of Colombia","CO","6780.0"
"2022-09-12T00:00:00.000","2022","LATIN AMERICA AND CARIBBEAN","Colombia","CO","Forest Conservation and Sustainability in the Heart of the Colombian Amazon","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry;Public Administration","1709437","Prestar el servicio de asesor&#237;a profesional para contribuir al desarrollo de la piscicultura con arawana plateada (Osteoglossum bicirrhosum) en el municipio de Puerto Legu&#237;zamo (Putumayo).","2021-09-06T00:00:00.000","Republic of Colombia","CO","2159.0"
"2022-09-12T00:00:00.000","2022","LATIN AMERICA AND CARIBBEAN","Colombia","CO","Colombia FCPF REDD Readiness","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry","1708692","Profesional inter&#233;tnico &#8211; etnoeducador para elaborar un instrumento para la articulaci&#243;n entre las comunidades ind&#237;gena","2022-04-20T00:00:00.000","Republic of Colombia","CO","961.0"
"2022-09-12T00:00:00.000","2022","LATIN AMERICA AND CARIBBEAN","Colombia","CO","Colombia FCPF REDD Readiness","Non-consulting Services","Request for Quotations","Agriculture, Fishing and Forestry","1708543","Servicios de alojamiento, sal&#243;n, alimentaci&#243;n (refrigerios, almuerzos, estaci&#243;n de agua y caf&#233;) para los participantes en el espacio de di&#225;logo e interlocuci&#243;n con representantes de comunidades NARP","2022-06-07T00:00:00.000","Republic of Colombia","CO","3793.0"
"2022-09-12T00:00:00.000","2022","LATIN AMERICA AND CARIBBEAN","Colombia","CO","Colombia FCPF REDD Readiness","Non-consulting Services","Request for Quotations","Agriculture, Fishing and Forestry","1708542","Prestar los servicios de alimentaci&#243;n (refrigerios, almuerzos, estaci&#243;n de agua y caf&#233;) para los participantes en la feria de Biosin&#250; 2022 &#8220;Educaci&#243;n, negocios verdes, y sostenibilidad para la regi&#243;n&#8221;","2022-04-21T00:00:00.000","Republic of Colombia","CO","5077.0"
"2022-09-12T00:00:00.000","2022","LATIN AMERICA AND CARIBBEAN","Colombia","CO","Colombia FCPF REDD Readiness","Goods","Request for Quotations","Agriculture, Fishing and Forestry","1708529","Adquirir materiales y elementos para la implementaci&#243;n y dotaci&#243;n de las aulas agroecol&#243;gicas,
en el marco del modelo al manejo forestal sostenible comunitario vigia del Fuerte.","2021-12-07T00:00:00.000","Republic of Colombia","CO","8000.0"
