"fiscal_year","region","borrower_country","major_sector","supplier_contract_amount_usd"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","663.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","663.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","663.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","663.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","663.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","663.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","663.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","663.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","663.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","663.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","663.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","663.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","663.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","663.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","663.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","663.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","663.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","663.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","663.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","663.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","663.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","663.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","663.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","663.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","663.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","663.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","663.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","663.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","663.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","663.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","663.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","663.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","663.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","663.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","663.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","663.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","663.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","663.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","663.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","663.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","663.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","663.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","663.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","663.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","663.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","663.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","663.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","663.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","663.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","663.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","663.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","663.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","663.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","663.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","663.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","663.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","663.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","663.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","663.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","663.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","663.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","663.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","663.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","663.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","663.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","663.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","663.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","663.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","663.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","663.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","663.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","663.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","663.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","663.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","663.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","663.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","663.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","663.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","663.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","663.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","663.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","663.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","663.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","662.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","662.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","662.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","663.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","662.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","662.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","138.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","64.0"
"2022","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","210113.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","25501.0"
"2022","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","1593020.0"
"2022","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","38381.0"
"2022","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","41650.0"
"2022","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","227440.0"
"2022","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","44370.0"
"2022","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","6827.0"
"2022","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","568.0"
"2022","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","1020.0"
"2022","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","958.0"
"2022","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","958.0"
"2022","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","1168.0"
"2022","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","1168.0"
"2022","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","1168.0"
"2022","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","1168.0"
"2022","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","1102.0"
"2022","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","6058.0"
"2022","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","333.0"
"2022","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","2133.0"
"2022","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","7236.0"
"2022","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","7687.0"
"2022","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","895.0"
"2022","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","2854.0"
"2022","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","1685.0"
"2022","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","2849.0"
"2022","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","49460.0"
"2022","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","15292.0"
"2022","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","40097.0"
"2022","LATIN AMERICA AND CARIBBEAN","Paraguay","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","5624.0"
"2021","LATIN AMERICA AND CARIBBEAN","Paraguay","Transportation","184575.0"
