"fiscal_year","borrower_country","project_name","procurement_category","procurement_method","major_sector","contract_description","supplier","supplier_contract_amount_usd"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education","""Construcci&#243;n de Sanitario E.E..S. No 168 Anexo 1 - E.E.P. No 961 - Pje. Central Norte - Miraflores - Chaco""","ROTH JUAN JOSE","21228.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education","CONSTRUCCION DE MODULO SANITARIO Y CISTERNA - EEP N&#176; 101 - EES N&#176; 155 ANEXO 2 - CAMPO ROSSI, COLONIA BENITEZ, CHACO","BERNAL CONSTRUCCIONES S.A.S.","21759.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education","Refacci&#243;n de Sanitarios. EES 125 - EEP 744 Colonia &#209;andubay - Santa Silvina -
Chaco","BERNAL CONSTRUCCIONES S.A.S.","7526.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Consultant Services","Individual Consultant Selection","Education","Asistente en infraestructura","Individual Consultant","3398.0"
"2021","Argentina","Metropolitan Buenos Aires Urban Transformation Project","Consultant Services","Individual Consultant Selection","Social Protection;Water, Sanitation and Waste Management;Public Administration;Industry, Trade and Services","Especialista senior para el Dise&#241;o de un Programa para la Reactivaci&#243;n 
Econ&#243;mica y Cultural en Barrios del AMBA","Individual Consultant","5727.0"
"2021","Argentina","Metropolitan Buenos Aires Urban Transformation Project","Consultant Services","Individual Consultant Selection","Social Protection;Water, Sanitation and Waste Management;Public Administration;Industry, Trade and Services","Analista de indicadores 1","Individual Consultant","6772.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education","EES 124- villa &#193;ngela","NORDESTE CONSTRUCTORA SRL","8541.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education","Construcci&#243;n de Sanitarios. EES 132 - EEP 774. Pje. La Geronima J.J.castelli- chaco","HERMANN CONSTRUCCIONES","19426.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education","REFACCION SANITARIA EN E.E.S. N&#176; 120 - E.E.P. N&#176; 186 - PAMPA DOROTIER - GRAL. PINEDO","PRODECO CONSTRUCCIONES SRL","18554.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education","Construcci&#243;n de Sanitario E.E.S. No 122 - E.E.P. No 296 - Pje. La Tolosa -Juan J. Castelli - Chaco","ROTH JUAN JOSE","21937.0"
"2021","Argentina","Metropolitan Buenos Aires Urban Transformation Project","Consultant Services","Individual Consultant Selection","Social Protection;Water, Sanitation and Waste Management;Public Administration;Industry, Trade and Services","Experto en Sistemas Inform&#225;ticos","Individual Consultant","11474.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education","Refacci&#243;n Sanitaria E.E.S. N&#176;110 - ITIN HERMOSO CAMPO - Chaco","ROGER-CER SOC. RESP. LTDA.","20492.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education","REFACCIONES DE SANITARIOS EES N&#176; 101- CHOROTIS-","PRODECO CONSTRUCCIONES SRL","9052.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education","Refacci&#243;n sanitaria"" E.E.P. No 857 - E.E.S. No 78 Anexo 4 - Pampa del Indio","ROTH JUAN JOSE","14286.0"
"2021","Argentina","Metropolitan Buenos Aires Urban Transformation Project","Consultant Services","Individual Consultant Selection","Social Protection;Water, Sanitation and Waste Management;Public Administration;Industry, Trade and Services","Experto en Sistemas Inform&#225;ticos 1","Individual Consultant","1846.0"
"2021","Argentina","Modernization and Innovation for Better Public Services in Argentina","Goods","Request for Bids","Information and Communications Technologies;Public Administration","Lote 2 - 5 Notebooks","DATASTAR ARGENTINA S. A.","7055.0"
"2021","Argentina","Rural Corridors and Biodiversity","Consultant Services","Direct Selection","Agriculture, Fishing and Forestry","Auditor&#237;a de los Recursos administrados durante los ejercicios 2020 y 2021","ESTUDIO VILLARES Y ASOCIADOS S.R.L","12546.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education","Refacci&#243;n de sanitarios. E.E.S. No 97 -Misi&#243;n Nueva Pompeya","ROTH JUAN JOSE","17236.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education","CONSTRUCCION DE SANITARIO E.E.S. No 168 E.E.P. No 366 ANEXO I PARAJE CAMPO LA CHINA - MIRAFLORES -","RUIZ HUGO RUBEN","21427.0"
"2021","Argentina","Metropolitan Buenos Aires Urban Transformation Project","Consultant Services","Individual Consultant Selection","Social Protection;Water, Sanitation and Waste Management;Public Administration;Industry, Trade and Services","Experto en Sistemas Inform&#225;ticos 2","Individual Consultant","1846.0"
"2021","Argentina","Integrated Habitat and Housing Project","Civil Works","Request for Bids","Financial Sector;Public Administration","LOTE 4 - STORNINI S.A.","STORNINI S.A","700868.0"
"2021","Argentina","Forests and Community","Goods","Request for Quotations","Agriculture, Fishing and Forestry","LOTE &#218;NICO: Adquisici&#243;n de 8 (ocho) Cubiertas para Pick Up Ford Ranger 2.2.","LA CASA DE LAS BATERÍAS DE PACIOS RICARDO G.","2069.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Bids","Education","OBRA ESCUELA DE EDUCACI&#211;N SECUNDARIA N&#186; 119, EL SAUZALITO","RUIZ CONSTRUCCIONES DE HUGO RUBEN RUIZ","871804.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Bids","Education","OBRA ESCUELA DE EDUCACI&#211;N SECUNDARIA N&#186; 132","NOVA S.R.L","552988.0"
"2021","Argentina","Salado Integrated River Basin Management Support Project","Consultant Services","Individual Consultant Selection","Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry","Contrato 2022","Individual Consultant","11904.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Bids","Education","ampliaci&#243;n y refacci&#243;n EES 186","ROTH CONSTRUCCIONES","938742.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education","REFACCIONES EDILICIAS","PROSOLUTIONS MULTISERVICIOS","37345.0"
"2021","Argentina","Metropolitan Buenos Aires Urban Transformation Project","Consultant Services","Individual Consultant Selection","Social Protection;Water, Sanitation and Waste Management;Public Administration;Industry, Trade and Services","Referente en Desarrollo Econ&#243;mico Territorial","Individual Consultant","14454.0"
"2021","Argentina","Forests and Community","Goods","Request for Quotations","Agriculture, Fishing and Forestry","LOTE &#218;NICO: &#8220;Adquisici&#243;n de kits de electricidad Fotovoltaicos para la Provincia de Salta, en el marco de los PIC&#180;s del Proyecto Bosques Nativos y Comunidad&#8221;. Cantidad: 32 kits.","SUSTENTATOR S.A.","66302.0"
"2021","Argentina","Modernization and Innovation for Better Public Services in Argentina","Goods","Request for Bids","Information and Communications Technologies;Public Administration","Lote 1- 126 Notebooks","DATASTAR ARGENTINA S. A.","133972.0"
"2021","Argentina","Social Safety Nets for Vulnerable Populations in the Province of Buenos Aires","Consultant Services","Individual Consultant Selection","Energy and Extractives;Social Protection","ESPECIALISTA EN GESTI&#211;N INTEGRAL DE PROYECTOS DE COMUNICACIONES Y TRANFORMACI&#211;N DIGITAL","Individual Consultant","9620.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education",,"ARANEDA DANIEL ALEJANDRO","14731.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Bids","Education","REFACCION DE ESCUELA, CONSTRUCCION DE NUEVO ACCESO, DEPOSITO Y PLAY&#211;N DEPORTIVO ESCUELA 6","REJ CONTRUCCIONES SRL","202348.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Goods","Direct Selection","Education","IF-2021-49063968-APN-SSESYCME ASUNTO IMPRESO","EDITORIAL ASUNTO IMPRESO S.R.L.","8652.0"
"2021","Argentina","Salado Integrated River Basin Management Support Project","Consultant Services","Individual Consultant Selection","Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry","2 parte del contrato 2021","Individual Consultant","1985.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Goods","Direct Selection","Education","IF-2021-48590309-APN-SSESYCME DABALE ARROZ","DÁBALE ARROZ DE GIMENEZ EDUARDO ABEL","27935.0"
"2021","Argentina","Salado Integrated River Basin Management Support Project","Consultant Services","Individual Consultant Selection","Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry","Contrato 2021","Individual Consultant","741.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Consultant Services","Individual Consultant Selection","Education","ASISTENTE TECNICO PEDAGOGICO","Individual Consultant","936.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Goods","Request for Bids","Education","adquisici&#243;n de mobiliario 2","RAUL E. MONACO  S.A.","275922.0"
"2021","Argentina","Improving Inclusion in Secondary and Higher Education","Consultant Services","Individual Consultant Selection","Education","CONTRATO NIEVA JULIETA","Individual Consultant","2160.0"
"2021","Argentina","Protecting Vulnerable People Against Noncommunicable Diseases Project","Consultant Services","Individual Consultant Selection","Health","AR-MSAL-160491-CS-INDV - Consultor de Gesti&#243;n y Seguimiento de RRHH - Delgado, Rodrigo","Individual Consultant","4287.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Goods","Request for Bids","Education","adquisici&#243;n de mobiliario","EDUCANDO SRL","52631.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education","314 TOMAS M.DE ANCHORENA	EL BARREAL	CAPITAL	REFACCIONES (SIN M&#178;)","AVILA FACUNDO NICOLAS","43058.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Consultant Services","Individual Consultant Selection","Education",,"Individual Consultant","1979.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education","122 LEOPOLDO CAMA&#209;O	BARRIO DE GALLI	FAMATINA	REFACCIONES (SIN M&#178;)","ACIAR GONZALO EDUARDO","14038.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Consultant Services","Individual Consultant Selection","Education",,"Individual Consultant","2133.0"
"2021","Argentina","Metropolitan Buenos Aires Urban Transformation Project","Consultant Services","Individual Consultant Selection","Social Protection;Water, Sanitation and Waste Management;Public Administration;Industry, Trade and Services","Experto en Ingenier&#237;a Hidr&#225;ulica","Individual Consultant","13350.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Consultant Services","Individual Consultant Selection","Education","ASISTENTE TECNICO DE INFRAESTRUCTURA","Individual Consultant","6279.0"
"2021","Argentina","Matanza-Riachuelo Basin Sustainable Development Project","Goods","Request for Quotations","Water, Sanitation and Waste Management","&#205;tem 1	Tipo Notebook de Trabajo. Cantidad: 8 (Ocho).
&#205;tem 2	Tipo Notebook de Trabajo. Cantidad: 8 (Ocho).","QUICK SUPPLIES S.R.L","18444.0"
"2021","Argentina","Plan Belgrano Water Supply and Sanitation Services Development Project","Goods","Request for Quotations","Water, Sanitation and Waste Management","ADQUISICI&#211;N EQUIPAMIENTO OFICINA","ACSYS S.A","97051.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Goods","Direct Selection","Education","IF-2021-52258032-APN-SSESYC CABALLO NEGRO","CABALLO NEGRO EDITORA","24583.0"
"2021","Argentina","Metropolitan Buenos Aires Urban Transformation Project","Consultant Services","Individual Consultant Selection","Social Protection;Water, Sanitation and Waste Management;Public Administration;Industry, Trade and Services","Analista en indicadores 3","Individual Consultant","11475.0"
"2021","Argentina","Supporting Effective Universal Health Coverage in Argentina","Non-consulting Services","Request for Bids","Health","Servicios Profesionales de RedHat para la Red Nacional de Salud","DATACO","914880.0"
"2021","Argentina","Argentina Renewable Energy for Rural Areas Project","Consultant Services","Individual Consultant Selection","Energy and Extractives","Brindar soporte al &#225;rea de adquisiciones de la (DGPPSE) de la Subsecretar&#237;a de Administraci&#243;n y Normalizaci&#243;n Patrimonial del Ministerio de Econom&#237;a en la verificaci&#243;n del cumplimiento de los pr","Individual Consultant","16843.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education","323	COLONIA EL CHAJA	PIRANE	AMPLIACION Y REFACCION","MANTENIMIENTO Y CONSTRUCCIONES SRL","26718.0"
"2021","Argentina","Integrated Habitat and Housing Project","Civil Works","Request for Bids","Financial Sector;Public Administration","LOTE 3-A.R.C. S.R.L.","A.R.C. S.R.L.","209484.0"
"2021","Argentina","Rural Corridors and Biodiversity","Goods","Request for Bids","Agriculture, Fishing and Forestry","Conectores U &#189;","JUAN IGNACIO BACIGALUPO","128.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education","94 EGB	COLONIA ITUZAINGO	LAISHI	REFACCIONES (SIN M&#178;)","MANTENIMIENTO Y CONSTRUCCIONES SRL","36543.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Bids","Education","9 EPES EIB	LAISHI	LAGUNA GOBERNADOR	SECUNDARIA ; SUSTITUCION","EDIFIKAR SRL","1208183.0"
"2021","Argentina","Metropolitan Buenos Aires Urban Transformation Project","Consultant Services","Individual Consultant Selection","Social Protection;Water, Sanitation and Waste Management;Public Administration;Industry, Trade and Services","Comunicaci&#243;n Institucional","Individual Consultant","14467.0"
"2021","Argentina","Rural Corridors and Biodiversity","Goods","Request for Bids","Agriculture, Fishing and Forestry","Bater&#237;as de AGM 6V","JUAN IGNACIO BACIGALUPO","3183.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education","ARREGLOS GENERALES, ADECUACIONES SANITARIAS, CARPINTERIAS","VIRGEN DE GUADALUPE DE ROMERO GERARDO ISMAEL","3678.0"
"2021","Argentina","Rural Corridors and Biodiversity","Goods","Request for Bids","Agriculture, Fishing and Forestry","Fuentes de alimentaci&#243;n 15A","JUAN IGNACIO BACIGALUPO","1095.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Consultant Services","Individual Consultant Selection","Education","AAI","Individual Consultant","3342.0"
"2021","Argentina","Rural Corridors and Biodiversity","Goods","Request for Bids","Agriculture, Fishing and Forestry","KITs Antena VHF 5/8","JUAN IGNACIO BACIGALUPO","802.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education","3247 N.R.E.S.ORIENTADA	SUNCHALES	CASTELLANOS	AGUA","FA TRATAMIENTO EN AGUAS DE FERREYRA DIEGO ALBERTO","4380.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education","003 ESCUELA ESPECIAL	SAN BLAS	SAN BLAS DE LOS SAUCES	REFACCIONES (SIN M&#178;)","GARCIA RODRIGO GONZALO","35284.0"
"2021","Argentina","Metropolitan Buenos Aires Urban Transformation Project","Consultant Services","Individual Consultant Selection","Social Protection;Water, Sanitation and Waste Management;Public Administration;Industry, Trade and Services","Referente En Desarrollo Laboral Y Comercial","Individual Consultant","11926.0"
"2021","Argentina","Rural Corridors and Biodiversity","Goods","Request for Bids","Agriculture, Fishing and Forestry","Duplexores VHF","JUAN IGNACIO BACIGALUPO","2451.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education","ARREGLOS GENERALES, ADECUACIONES SANITARIAS","VIRGEN DE GUADALUPE DE ROMERO GERARDO ISMAEL","1939.0"
"2021","Argentina","Rural Corridors and Biodiversity","Goods","Request for Bids","Agriculture, Fishing and Forestry","Reguladores de carga solar 20A","JUAN IGNACIO BACIGALUPO","1195.0"
"2021","Argentina","Plan Belgrano Water Supply and Sanitation Services Development Project","Goods","Request for Bids","Water, Sanitation and Waste Management","Adquisici&#243;n de Equipamiento Fijo para Laboratorios I. Lote 1 - Lobov - La
Qu&#237;mica Quir&#250;rgica.","LA QUÍMICA QUIRÚRGICA SACI","104230.0"
"2021","Argentina","Rural Corridors and Biodiversity","Goods","Request for Bids","Agriculture, Fishing and Forestry","Handys VHF Digital","JUAN IGNACIO BACIGALUPO","12028.0"
"2021","Argentina","Plan Belgrano Water Supply and Sanitation Services Development Project","Goods","Request for Bids","Water, Sanitation and Waste Management","Adquisici&#243;n de Equipamiento Fijo para Laboratorios I. Lote 2 - Meditecnia S.A.","MEDITECNA SRL","111989.0"
"2021","Argentina","Metropolitan Buenos Aires Urban Transformation Project","Consultant Services","Direct Selection","Social Protection;Water, Sanitation and Waste Management;Public Administration;Industry, Trade and Services","Coordinador del Equipo Territorial Social y Urbano","TURUELO LAUTARO NAHUEL","1076.0"
"2021","Argentina","Plan Belgrano Water Supply and Sanitation Services Development Project","Goods","Request for Bids","Water, Sanitation and Waste Management","Adquisici&#243;n de Equipamiento Fijo para Laboratorios I. Lote 4 - Lobov - La
Qu&#237;mica Quir&#250;rgica.","LA QUÍMICA QUIRÚRGICA SACI","304333.0"
"2021","Argentina","Argentina Renewable Energy for Rural Areas Project","Consultant Services","Individual Consultant Selection","Energy and Extractives","Incorporar un/a asistente administrativa para la DGPyPSE, asistiendo en procedimientos y gestiones que requieran las &#225;reas de seguimiento, adquisiciones y financiera para llevar adelante.","Individual Consultant","20560.0"
"2021","Argentina","Access to Longer Term Finance for Micro, Small and Medium Enterprises Project","Consultant Services","Individual Consultant Selection","Financial Sector;Industry, Trade and Services","CONSULTOR SENIOR EN DESARROLLO E INGENIERIA DE DATOS","Individual Consultant","24825.0"
"2021","Argentina","Metropolitan Buenos Aires Urban Transformation Project","Consultant Services","Individual Consultant Selection","Social Protection;Water, Sanitation and Waste Management;Public Administration;Industry, Trade and Services","Asesor Econ&#243;mico-Financiero en Contrataciones","Individual Consultant","4610.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education","EXT.AULICA FUNCIONA EN ESC.825	MONTE FLORIDO	LAVALLE	REFACCIONES (SIN M&#178;)","CONCRET LIBRES SA","5087.0"
"2021","Argentina","Rural Corridors and Biodiversity","Goods","Request for Bids","Agriculture, Fishing and Forestry","Repetidora VHF Digital","JUAN IGNACIO BACIGALUPO","18492.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Goods","Direct Selection","Education","IF-2021-48590309-APN-SSESYCME LONGSELLER","EDITORIAL LONGSELLER SA","32236.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Goods","Direct Selection","Education","IF-2021-49063968-APN-SSESYCME EDITORA LA MARCA","EDITORA LA MARCA DE INDIJ, GUIDO JULIÁN","65421.0"
"2021","Argentina","Improving Inclusion in Secondary and Higher Education","Consultant Services","Individual Consultant Selection","Education","CONTRATO PIETRAFESSA EDUARDO","Individual Consultant","6469.0"
"2021","Argentina","Metropolitan Buenos Aires Urban Transformation Project","Consultant Services","Individual Consultant Selection","Social Protection;Water, Sanitation and Waste Management;Public Administration;Industry, Trade and Services","Consultor Territorial","Individual Consultant","1660.0"
"2021","Argentina","Salado Integrated River Basin Management Support Project","Consultant Services","Individual Consultant Selection","Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry","Contrato 2021","Individual Consultant","2178.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Goods","Direct Selection","Education","IF-2021-49063968-APN-SSESYCME LIMONERO TEXTOS","LIMONERO TEXTOS S.R.L.","126575.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Goods","Direct Selection","Education","IF-2021-48590309-APN-SSESYCME HOMO SAPIENS","HOMO SAPIENS EDICIONES","33592.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education","ARREGLOS GENERALES, PINTURA EXTERIOR E INTERIOR.","VIRGEN DE GUADALUPE DE ROMERO GERARDO ISMAEL","1149.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education","EXT.AULICA FUNCIONA EN ESC.268	COLONIA IMPARCIALES	EMPEDRADO	REFACCIONES (SIN M&#178;)","ING QUIJANO LUIS WALTER","13630.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education","642 EJERCITO ARGENTINO	GUAVIRAVY	SAN MARTIN	AMPLIACION Y REFACCION","GEC SA","36629.0"
"2021","Argentina","Access to Longer Term Finance for Micro, Small and Medium Enterprises Project","Consultant Services","Individual Consultant Selection","Financial Sector;Industry, Trade and Services","Asistente en Investigaci&#243;n","Individual Consultant","7642.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education","EXTENSION AULICA EN ESC.224	DESMOCHADO	BELLA VISTA	AMPLIACION","MECAR SA","40953.0"
"2021","Argentina","Metropolitan Buenos Aires Urban Transformation Project","Consultant Services","Individual Consultant Selection","Social Protection;Water, Sanitation and Waste Management;Public Administration;Industry, Trade and Services","Asistente T&#233;cnico De Proyectos Urbanos","Individual Consultant","2146.0"
"2021","Argentina","Metropolitan Buenos Aires Urban Transformation Project","Consultant Services","Individual Consultant Selection","Social Protection;Water, Sanitation and Waste Management;Public Administration;Industry, Trade and Services","Abogado Asistente de Regularizaci&#243;n Dominial 3","Individual Consultant","10661.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education","EXT.AULICA FUNCIONA EN ESC.686	ESTACION TORRENT	ALVEAR	REFACCIONES (SIN M&#178;)","GEC SA","4032.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education","EX-ESC.DE ALTERNANCIA-LA ELISA	COLONIA LA ELISA	SAN ROQUE	REFACCIONES (SIN M&#178;)","ING JOSE ANGEL IFRAN","10127.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education","CICLO BASICO PROFESIONAL	COLONIA PANDO	SAN ROQUE	REFACCIONES (SIN M&#178;)","ING JOSE ANGEL IFRAN","3244.0"
"2021","Argentina","Access to Longer Term Finance for Micro, Small and Medium Enterprises Project","Consultant Services","Individual Consultant Selection","Financial Sector;Industry, Trade and Services","Asistente en Investigaci&#243;n","Individual Consultant","7642.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education","ANEXO FUNCIONA EN ESC.487	MANANTIALES	MBURUCUYA	REFACCIONES (SIN M&#178;)","DARSENIC DE GUSTAVO DANIEL CARDOZO","1017.0"
"2021","Argentina","Improving Inclusion in Secondary and Higher Education","Consultant Services","Individual Consultant Selection","Education","CONTRATO JAUREGUIZAHAR MARIANO","Individual Consultant","1525.0"
"2021","Argentina","Salado Integrated River Basin Management Support Project","Consultant Services","Individual Consultant Selection","Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry","Especialista en ecolog&#237;a, contaminaci&#243;n, y calidad ambiental","Individual Consultant","6502.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education","EXT.AULICA FUNCIONA EN ESC.33	CURUZU CUATIA	CURUZU CUATIA	REFACCIONES (SIN M&#178;)","CONCRET LIBRES SA","3746.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education","EXT.AULICA FUNCIONA EN ESC.585	BAIBIENE	CURUZU CUATIA	REFACCIONES (SIN M&#178;)","CONCRET LIBRES SA","2777.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education","EXT.AULICA FUNCIONA EN ESC.864	ARROYO PORTILLO	CURUZU CUATIA	REFACCIONES (SIN M&#178;)","CONCRET LIBRES SA","1887.0"
"2021","Argentina","Metropolitan Buenos Aires Urban Transformation Project","Consultant Services","Individual Consultant Selection","Social Protection;Water, Sanitation and Waste Management;Public Administration;Industry, Trade and Services","Analista En Indicadores 3","Individual Consultant","3065.0"
"2021","Argentina","Access to Longer Term Finance for Micro, Small and Medium Enterprises Project","Consultant Services","Individual Consultant Selection","Financial Sector;Industry, Trade and Services","CONTRATO DE PRESTACI&#211;N DE SERVICIOS","Individual Consultant","15285.0"
"2021","Argentina","Salado Integrated River Basin Management Support Project","Consultant Services","Individual Consultant Selection","Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry","Asistente monitoreo de peces de agua dulce y monitoreos ambientales.","Individual Consultant","1948.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Goods","Direct Selection","Education","IF-2021-50959994-APN-SSESYC ALFAOMEGA","ALFAOMEGA GRUPO EDITORIAL ARGENTINO S.A.","93865.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education","JIN 2 JIN ""SEMILLITA""EXTENSION 3	BARRIO DE GALLI	FAMATINA	REFACCIONES (SIN M&#178;)","DIAZ VICTOR HUGO","44593.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education","4 PROVINCIA DE CORDOBA	FAMATINA	FAMATINA	REFACCIONES (SIN M&#178;)","ESPINOSA SERGIO ANTONIO","7437.0"
"2021","Argentina","Argentina Renewable Energy for Rural Areas Project","Consultant Services","Individual Consultant Selection","Energy and Extractives","Analista de Tesorer&#237;a que re&#250;na el perfil para gestionar todo lo relacionado al movimiento de fondos, incluidas las actividades como: gestiones bancarias, pago a proveedores y honorarios a consultores","Individual Consultant","18646.0"
"2021","Argentina","Argentina Renewable Energy for Rural Areas Project","Consultant Services","Individual Consultant Selection","Energy and Extractives","El Especialista en Presupuesto, deber&#225; colaborar activamente, realizando todas las tareas tendientes a lograr una correcta gesti&#243;n presupuestaria de los programas y proyectos con financiamiento extern","Individual Consultant","21448.0"
"2021","Argentina","Salado Integrated River Basin Management Support Project","Consultant Services","Individual Consultant Selection","Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry","Especialista en las tareas de campo para el monitoreo de peces de agua dulce y monitoreos ambientales","Individual Consultant","5011.0"
"2021","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Goods","Direct Selection","Education","IF-2021-52261549-APN-SSESYC%ME MARIA ROSA MO","EDICIONES DEL CRONOPIO AZUL DE MO MARIA ROSA","24583.0"
"2021","Argentina","Argentina Renewable Energy for Rural Areas Project","Consultant Services","Direct Selection","Energy and Extractives","Asegurar la coordinaci&#243;n y ejecuci&#243;n t&#233;cnica del Proyecto PERMER, cuyo objetivo principal es el abastecimiento de energ&#237;a el&#233;ctrica a usuarios rurales de la Rep&#250;blica Argentina, perteneciente al merca","LUCIANO GILARDON","39730.0"
"2021","Argentina","Metropolitan Buenos Aires Urban Transformation Project","Consultant Services","Individual Consultant Selection","Social Protection;Water, Sanitation and Waste Management;Public Administration;Industry, Trade and Services","Asistente T&#233;cnico Del Equipo De Gesti&#243;n Ambiental Y Social","Individual Consultant","1430.0"
