"as_of_date","fiscal_year","region","borrower_country","borrower_country_code","project_id","project_name","procurement_category","procurement_method","major_sector","wb_contract_number","contract_description","contract_signing_date","supplier","supplier_country","supplier_country_code","supplier_contract_amount_usd"
"2022-09-12T00:00:00.000","2022","LATIN AMERICA AND CARIBBEAN","Mexico","MX","P164661","Strengthening Entrepreneurship in Productive Forest Landscapes","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry;Industry, Trade and Services","1695329","Consultor individual para integrar los aspectos de restauraci&#243;n forestal en el marco del proyecto PFEPPF.","2022-02-28T00:00:00.000","Individual Consultant","United Mexican States","MX","19111.0"
"2022-09-12T00:00:00.000","2021","LATIN AMERICA AND CARIBBEAN","Mexico","MX","P164661","Strengthening Entrepreneurship in Productive Forest Landscapes","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry;Industry, Trade and Services","1695313","Contrataci&#243;n de una consultor&#237;a l&#237;der para la elaboraci&#243;n del Programa de Reducci&#243;n de Emisiones en los estados de Coahuila, Chihuahua, Durango y Nuevo Le&#243;n.","2021-06-14T00:00:00.000","Individual Consultant","United Mexican States","MX","59797.0"
"2022-09-12T00:00:00.000","2021","LATIN AMERICA AND CARIBBEAN","Mexico","MX","P164661","Strengthening Entrepreneurship in Productive Forest Landscapes","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry;Industry, Trade and Services","1695310","Consultor individual para la interpretaci&#243;n visual de im&#225;genes satelitales para el post-procesamiento de productos del Sistema SAMOF en la Regi&#243;n Sureste de M&#233;xico.","2021-04-21T00:00:00.000","Individual Consultant","United Mexican States","MX","11542.0"
"2022-09-12T00:00:00.000","2022","LATIN AMERICA AND CARIBBEAN","Mexico","MX","P164661","Strengthening Entrepreneurship in Productive Forest Landscapes","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry;Industry, Trade and Services","1695306","Contrataci&#243;n de una consultor&#237;a para la identificaci&#243;n de causas subyacentes/directas relacionadas con la p&#233;rdida de la cobertura forestal, la degradaci&#243;n del ecosistema forestal y las emisiones de...","2021-09-22T00:00:00.000","Individual Consultant","United Mexican States","MX","20117.0"
"2022-09-12T00:00:00.000","2021","LATIN AMERICA AND CARIBBEAN","Mexico","MX","P164661","Strengthening Entrepreneurship in Productive Forest Landscapes","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry;Industry, Trade and Services","1695301","Consultor individual para la interpretaci&#243;n visual de im&#225;genes satelitales para el post-procesamiento de productos del Sistema SAMOF en la Regi&#243;n Sur de M&#233;xico.","2021-04-21T00:00:00.000","Individual Consultant","United Mexican States","MX","11542.0"
"2022-09-12T00:00:00.000","2021","LATIN AMERICA AND CARIBBEAN","Mexico","MX","P164661","Strengthening Entrepreneurship in Productive Forest Landscapes","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry;Industry, Trade and Services","1695298","Consultor individual para la interpretaci&#243;n visual de im&#225;genes satelitales para el post-procesamiento de productos del Sistema SAMOF en la Regi&#243;n Centro de M&#233;xico.","2021-04-21T00:00:00.000","Individual Consultant","United Mexican States","MX","11542.0"
"2022-09-12T00:00:00.000","2021","LATIN AMERICA AND CARIBBEAN","Mexico","MX","P164661","Strengthening Entrepreneurship in Productive Forest Landscapes","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry;Industry, Trade and Services","1694877","Consultor individual para la interpretaci&#243;n visual de im&#225;genes satelitales para el post-procesamiento de productos del Sistema SAMOF en la Regi&#243;n Noroeste de M&#233;xico.","2021-04-21T00:00:00.000","Individual Consultant","United Mexican States","MX","11621.0"
"2022-09-12T00:00:00.000","2021","LATIN AMERICA AND CARIBBEAN","Mexico","MX","P164661","Strengthening Entrepreneurship in Productive Forest Landscapes","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry;Industry, Trade and Services","1694857","Consultor individual para la interpretaci&#243;n visual de im&#225;genes satelitales para el post-procesamiento de productos del Sistema SAMOF en la Regi&#243;n Noreste de M&#233;xico.","2021-04-21T00:00:00.000","Individual Consultant","United Mexican States","MX","11621.0"
"2022-09-12T00:00:00.000","2021","LATIN AMERICA AND CARIBBEAN","Mexico","MX","P164661","Strengthening Entrepreneurship in Productive Forest Landscapes","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry;Industry, Trade and Services","1694852","Consultor individual para la interpretaci&#243;n visual de im&#225;genes satelitales para el post-procesamiento de productos del Sistema SAMOF en la Regi&#243;n Norte de M&#233;xico.","2021-04-21T00:00:00.000","Individual Consultant","United Mexican States","MX","11621.0"
"2022-09-12T00:00:00.000","2021","LATIN AMERICA AND CARIBBEAN","Mexico","MX","P164661","Strengthening Entrepreneurship in Productive Forest Landscapes","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry;Industry, Trade and Services","1694845","Contrataci&#243;n de un especialista para Asistencia especializada en Bases de Datos del Sistema de Estimaci&#243;n de Biomasa y Carbono de la Unidad T&#233;cnica Especializada en Monitoreo, Reporte y Verificaci&#243;n.","2021-04-21T00:00:00.000","Individual Consultant","United Mexican States","MX","12310.0"
"2022-09-12T00:00:00.000","2021","LATIN AMERICA AND CARIBBEAN","Mexico","MX","P164661","Strengthening Entrepreneurship in Productive Forest Landscapes","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry;Industry, Trade and Services","1694692","Contrataci&#243;n de un especialista para Asistencia especializada en Programaci&#243;n y Redes de la Unidad T&#233;cnica Especializada en Monitoreo, Reporte y Verificaci&#243;n (FASE V).","2021-02-16T00:00:00.000","Individual Consultant","United Mexican States","MX","14913.0"
"2022-09-12T00:00:00.000","2021","LATIN AMERICA AND CARIBBEAN","Mexico","MX","P164661","Strengthening Entrepreneurship in Productive Forest Landscapes","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry;Industry, Trade and Services","1694689","Contrataci&#243;n de un especialista para Asistencia especializada en M&#233;todos Estad&#237;sticos de la Unidad T&#233;cnica Especializada en Monitoreo, Reporte y Verificaci&#243;n (FASE V).","2021-02-16T00:00:00.000","Individual Consultant","United Mexican States","MX","15965.0"
"2022-09-12T00:00:00.000","2021","LATIN AMERICA AND CARIBBEAN","Mexico","MX","P164661","Strengthening Entrepreneurship in Productive Forest Landscapes","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry;Industry, Trade and Services","1694687","Contrataci&#243;n de un especialista para Asistencia en el tema de Factores de Emisi&#243;n de la Unidad T&#233;cnica Especializada en Monitoreo, Reporte y Verificaci&#243;n (FASE V).","2021-02-16T00:00:00.000","Individual Consultant","United Mexican States","MX","23613.0"
"2022-09-12T00:00:00.000","2021","LATIN AMERICA AND CARIBBEAN","Mexico","MX","P164661","Strengthening Entrepreneurship in Productive Forest Landscapes","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry;Industry, Trade and Services","1694681","Contrataci&#243;n de un especialista para Asistencia especializada en SIG e IEGEi en el Sector Uso del Suelo, Cambio de Uso del Suelo y Silvicultura de la Unidad T&#233;cnica Especializada en Monitoreo, Reporte","2021-02-16T00:00:00.000","Individual Consultant","United Mexican States","MX","15965.0"
"2022-09-12T00:00:00.000","2021","LATIN AMERICA AND CARIBBEAN","Mexico","MX","P164661","Strengthening Entrepreneurship in Productive Forest Landscapes","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry;Industry, Trade and Services","1694680","Contrataci&#243;n de un especialista para Asistencia en el tema de Datos de Actividad de la Unidad T&#233;cnica Especializada en Monitoreo, Reporte y Verificaci&#243;n (FASE V).","2021-02-16T00:00:00.000","Individual Consultant","United Mexican States","MX","23613.0"
"2022-09-12T00:00:00.000","2021","LATIN AMERICA AND CARIBBEAN","Mexico","MX","P164661","Strengthening Entrepreneurship in Productive Forest Landscapes","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry;Industry, Trade and Services","1694641","Especialista para el seguimiento y monitoreo de aspectos fiduciarios del financiamiento internacional, el control, organizaci&#243;n y sistematizaci&#243;n de la informaci&#243;n del Proyecto (gestiones administrati","2021-02-16T00:00:00.000","Individual Consultant","United Mexican States","MX","11206.0"
"2022-09-12T00:00:00.000","2021","LATIN AMERICA AND CARIBBEAN","Mexico","MX","P164661","Strengthening Entrepreneurship in Productive Forest Landscapes","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry;Industry, Trade and Services","1694634","Contrataci&#243;n de un especialista para asistencia en el seguimiento del financiamiento externo de la CONAFOR (informes de avances, marco de resultados, misiones, compromisos contractuales y acuerdos)","2021-02-16T00:00:00.000","Individual Consultant","United Mexican States","MX","11584.0"
"2022-09-12T00:00:00.000","2021","LATIN AMERICA AND CARIBBEAN","Mexico","MX","P164661","Strengthening Entrepreneurship in Productive Forest Landscapes","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry;Industry, Trade and Services","1694626","Contrataci&#243;n de un especialista para asistencia en el seguimiento al manejo financiero de los proyectos de la CONAFOR financiados mediante cr&#233;dito externo (IFR, EFA, desembolsos, conciliaciones, segui","2021-02-16T00:00:00.000","Individual Consultant","United Mexican States","MX","12969.0"
"2022-09-12T00:00:00.000","2022","LATIN AMERICA AND CARIBBEAN","Mexico","MX","P164661","Strengthening Entrepreneurship in Productive Forest Landscapes","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry;Industry, Trade and Services","1694243","Contrataci&#243;n de un especialista para la gesti&#243;n y control de calidad de bases de datos geoespaciales del Sistema Satelital de Monitoreo Forestal (SAMOF)","2021-11-08T00:00:00.000","Individual Consultant","United Mexican States","MX","1154.0"
"2022-09-12T00:00:00.000","2022","LATIN AMERICA AND CARIBBEAN","Mexico","MX","P172079","Connecting Watershed Health with Sustainable Livestock and Agroforestry Production Project","Goods","Direct Selection","Agriculture, Fishing and Forestry;Industry, Trade and Services","1693929","DOS LICENCIAS DE SISTEMAS DE INFORMACI&#211;N GEOGR&#193;FICA (SIG)","2021-12-10T00:00:00.000","SISTEMAS DE INFORMACION GEOGRAFICA SA DE CV","United Mexican States","MX","1228.0"
"2022-09-12T00:00:00.000","2018","LATIN AMERICA AND CARIBBEAN","Mexico","MX","P149872","Energy Efficiency in Public Facilities Project (PRESEMEH)","Consultant Services","Individual Consultant Selection","Energy and Extractives","1690547","Especialista en Comunicaci&#243;n del PRESEM","2017-10-09T00:00:00.000","Individual Consultant","United Mexican States","MX","28602.0"
"2022-09-12T00:00:00.000","2019","LATIN AMERICA AND CARIBBEAN","Mexico","MX","P149872","Energy Efficiency in Public Facilities Project (PRESEMEH)","Consultant Services","Individual Consultant Selection","Energy and Extractives","1688810","Coordinador General de la Unidad Responsable Ejecutora del Proyecto UREP/PRESEM","2018-08-13T00:00:00.000","Individual Consultant","United Mexican States","MX","140981.0"
"2022-09-12T00:00:00.000","2017","LATIN AMERICA AND CARIBBEAN","Mexico","MX","P149872","Energy Efficiency in Public Facilities Project (PRESEMEH)","Consultant Services","Individual Consultant Selection","Energy and Extractives","1688606","Coordinador General de la Unidad Responsable Ejecutora del Proyecto UREP/PRESEM","2017-06-01T00:00:00.000","Individual Consultant","United Mexican States","MX","29416.0"
"2022-09-12T00:00:00.000","2022","LATIN AMERICA AND CARIBBEAN","Mexico","MX","P149872","Energy Efficiency in Public Facilities Project (PRESEMEH)","Consultant Services","Individual Consultant Selection","Energy and Extractives","1685178","Ejecutivo de Gesti&#243;n Financiera de la UREP/PRESEM","2021-11-01T00:00:00.000","Individual Consultant","United Mexican States","MX","40430.0"
"2022-09-12T00:00:00.000","2017","LATIN AMERICA AND CARIBBEAN","Mexico","MX","P149872","Energy Efficiency in Public Facilities Project (PRESEMEH)","Non-consulting Services","Request for Quotations","Energy and Extractives","1684864","Dise&#241;o, edici&#243;n e impresi&#243;n de los Informes de resultados de 7 estudios (Leds; Hospitales; Centros de Acopio; Escuelas Impacto del Proyecto, Hoteles e Importaciones)","2017-02-28T00:00:00.000","ADRIANA JUÁREZ MANRÍQUEZ","United Mexican States","MX","39550.0"
"2022-09-12T00:00:00.000","2022","LATIN AMERICA AND CARIBBEAN","Mexico","MX","P149872","Energy Efficiency in Public Facilities Project (PRESEMEH)","Consultant Services","Individual Consultant Selection","Energy and Extractives","1684201","Coordinador General de la Unidad Responsable Ejecutora del Proyecto (UREP/PRESEM)","2021-12-31T00:00:00.000","Individual Consultant","United Mexican States","MX","58631.0"
"2022-09-12T00:00:00.000","2022","LATIN AMERICA AND CARIBBEAN","Mexico","MX","P149872","Energy Efficiency in Public Facilities Project (PRESEMEH)","Consultant Services","Individual Consultant Selection","Energy and Extractives","1684174","Ejecutivo en Normatividad y Seguimiento de Acuerdos de la Unidad Responsable Ejecutora del Proyecto (UREP-PRESEM)","2021-11-04T00:00:00.000","Individual Consultant","United Mexican States","MX","25623.0"
"2022-09-12T00:00:00.000","2022","LATIN AMERICA AND CARIBBEAN","Mexico","MX","P149872","Energy Efficiency in Public Facilities Project (PRESEMEH)","Consultant Services","Individual Consultant Selection","Energy and Extractives","1684116","Gestor Municipal PRESEMH-UREP","2021-11-01T00:00:00.000","Individual Consultant","United Mexican States","MX","58509.0"
"2022-09-12T00:00:00.000","2022","LATIN AMERICA AND CARIBBEAN","Mexico","MX","P149872","Energy Efficiency in Public Facilities Project (PRESEMEH)","Consultant Services","Individual Consultant Selection","Energy and Extractives","1684115","Gestor Municipal PRESEMH-UREP","2021-10-01T00:00:00.000","Individual Consultant","United Mexican States","MX","4179.0"
"2022-09-12T00:00:00.000","2022","LATIN AMERICA AND CARIBBEAN","Mexico","MX","P149872","Energy Efficiency in Public Facilities Project (PRESEMEH)","Consultant Services","Individual Consultant Selection","Energy and Extractives","1684112","Coordinador T&#233;cnico de la Unidad Responsable Ejecutora del Proyecto (UREP/PRESEMEH)","2021-11-01T00:00:00.000","Individual Consultant","United Mexican States","MX","40801.0"
"2022-09-12T00:00:00.000","2022","LATIN AMERICA AND CARIBBEAN","Mexico","MX","P149872","Energy Efficiency in Public Facilities Project (PRESEMEH)","Consultant Services","Individual Consultant Selection","Energy and Extractives","1680467","Ejecutivo de Gesti&#243;n Financiera de la UREP/PRESEMEH","2021-07-01T00:00:00.000","Individual Consultant","United Mexican States","MX","11340.0"
"2022-09-12T00:00:00.000","2022","LATIN AMERICA AND CARIBBEAN","Mexico","MX","P149872","Energy Efficiency in Public Facilities Project (PRESEMEH)","Consultant Services","Individual Consultant Selection","Energy and Extractives","1680459","GESTOR MUNICIPAL PRESEMH-UREP","2021-08-05T00:00:00.000","Individual Consultant","United Mexican States","MX","7589.0"
"2022-09-12T00:00:00.000","2022","LATIN AMERICA AND CARIBBEAN","Mexico","MX","P151604","Mexico Dedicated Grant Mechanism for IP and LC","Consultant Services","Consultant Qualification  Selection","Agriculture, Fishing and Forestry","1678760","Contrato Desarrollo de Contenidos de redes sociales (communuty management), blog en p&#225;gina web y dise&#241;o gr&#225;fico de materiales de comunicaci&#243;n","2021-10-15T00:00:00.000","CC2 MÉXICO S.C.","United Mexican States","MX","17647.0"
"2022-09-12T00:00:00.000","2021","LATIN AMERICA AND CARIBBEAN","Mexico","MX","P151604","Mexico Dedicated Grant Mechanism for IP and LC","Consultant Services","Direct Selection","Agriculture, Fishing and Forestry","1676772","Contrato firmado MDE-SD-226-2021 RSM M&#233;xico Bogar&#237;n, S.C.","2021-03-25T00:00:00.000","RSM MÉXICO BOGARIN S.C.","United Mexican States","MX","13593.0"
"2022-09-12T00:00:00.000","2021","LATIN AMERICA AND CARIBBEAN","Mexico","MX","P151604","Mexico Dedicated Grant Mechanism for IP and LC","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry","1676559","Coordinador de Adquisiciones y Contrataciones","2021-04-05T00:00:00.000","Individual Consultant","United Mexican States","MX","16390.0"
"2022-09-12T00:00:00.000","2021","LATIN AMERICA AND CARIBBEAN","Mexico","MX","P159835","Mexico: Sustainable Productive Landscapes Project","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry;Industry, Trade and Services","1668473","Coordinadora Administrativa y Financiera de la UCP","2020-08-04T00:00:00.000","Individual Consultant","United Mexican States","MX","2488.0"
"2022-09-12T00:00:00.000","2021","LATIN AMERICA AND CARIBBEAN","Mexico","MX","P159835","Mexico: Sustainable Productive Landscapes Project","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry;Industry, Trade and Services","1668090","Especialista en Adquisiciones UCP TPS","2020-08-04T00:00:00.000","Individual Consultant","United Mexican States","MX","19868.0"
"2022-09-12T00:00:00.000","2021","LATIN AMERICA AND CARIBBEAN","Mexico","MX","P159835","Mexico: Sustainable Productive Landscapes Project","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry;Industry, Trade and Services","1668077","Coordinaci&#243;n General de la Unidad Coordinador Proyecto TPS","2020-08-04T00:00:00.000","Individual Consultant","United Mexican States","MX","51198.0"
"2022-09-12T00:00:00.000","2019","LATIN AMERICA AND CARIBBEAN","Mexico","MX","P149872","Energy Efficiency in Public Facilities Project (PRESEMEH)","Consultant Services","Individual Consultant Selection","Energy and Extractives","1667956","Coordinador T&#233;cnico de la Unidad Responsable Ejecutora del Proyecto","2018-09-06T00:00:00.000","Individual Consultant","United Mexican States","MX","35842.0"
"2022-09-12T00:00:00.000","2020","LATIN AMERICA AND CARIBBEAN","Mexico","MX","P149872","Energy Efficiency in Public Facilities Project (PRESEMEH)","Consultant Services","Individual Consultant Selection","Energy and Extractives","1667946","Coordinador T&#233;cnico de la Unidad Responsable Ejecutora del Proyecto","2020-03-01T00:00:00.000","Individual Consultant","United Mexican States","MX","29868.0"
"2022-09-12T00:00:00.000","2018","LATIN AMERICA AND CARIBBEAN","Mexico","MX","P149872","Energy Efficiency in Public Facilities Project (PRESEMEH)","Consultant Services","Individual Consultant Selection","Energy and Extractives","1667940","Ejecutivo en normatividad y seguimiento de acuerdos de la Unidad Responsable Ejecutora del Proyecto","2018-06-01T00:00:00.000","Individual Consultant","United Mexican States","MX","5654.0"
"2022-09-12T00:00:00.000","2021","LATIN AMERICA AND CARIBBEAN","Mexico","MX","P159835","Mexico: Sustainable Productive Landscapes Project","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry;Industry, Trade and Services","1667792","Especialista en Biodiversidad y Cambio Clim&#225;tico","2021-05-24T00:00:00.000","Individual Consultant","United Mexican States","MX","1814.0"
"2022-09-12T00:00:00.000","2018","LATIN AMERICA AND CARIBBEAN","Mexico","MX","P149872","Energy Efficiency in Public Facilities Project (PRESEMEH)","Consultant Services","Individual Consultant Selection","Energy and Extractives","1667768","Asistente Administrativo del a Unidad Responsable Ejecutora del Proyecto","2017-08-01T00:00:00.000","Individual Consultant","United Mexican States","MX","13221.0"
"2022-09-12T00:00:00.000","2021","LATIN AMERICA AND CARIBBEAN","Mexico","MX","P159835","Mexico: Sustainable Productive Landscapes Project","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry;Industry, Trade and Services","1667457","Contrataci&#243;n del Coordinador T&#233;cnico de la UCP-TPS","2021-05-24T00:00:00.000","Individual Consultant","United Mexican States","MX","2544.0"
"2022-09-12T00:00:00.000","2021","LATIN AMERICA AND CARIBBEAN","Mexico","MX","P149872","Energy Efficiency in Public Facilities Project (PRESEMEH)","Civil Works","Request for Bids","Energy and Extractives","1663487","LICITACI&#211;N P&#218;BLICA NACIONAL PARA LA CONTRATACI&#211;N DE OBRAS MENORES, PARA EL SUB-PROYECTO DE ALUMBRADO P&#218;BLICO EN EL MUNICIPIO DE XALAPA, VERACRUZ; NO. LPNO/PRESEM/FIDE/15/2021,","2021-06-22T00:00:00.000","SEA DESARROLLO DE INFRAESTRUCTURA, S.A. DE C.V.","United Mexican States","MX","2078669.0"
"2022-09-12T00:00:00.000","2018","LATIN AMERICA AND CARIBBEAN","Mexico","MX","P149872","Energy Efficiency in Public Facilities Project (PRESEMEH)","Consultant Services","Individual Consultant Selection","Energy and Extractives","1662855","ESPECIALISTA TECNICO DE LA UNIDAD RESPONSABLE EJECUTORA DEL PROYECTO","2018-03-06T00:00:00.000","Individual Consultant","United Mexican States","MX","20358.0"
