"as_of_date","fiscal_year","region","borrower_country","borrower_country_code","project_id","project_name","procurement_category","procurement_method","major_sector","wb_contract_number","contract_description","contract_signing_date","supplier","supplier_country","supplier_country_code","supplier_contract_amount_usd","borrower_contract_reference_number"
"2022-09-12T00:00:00.000","2017","SOUTH ASIA","Afghanistan","AF","P122235","AF Irrigation Restoration and Development Project","Consultant Services","Direct Selection","Agriculture, Fishing and Forestry","1552378","FAO TA for IRDP Project","2017-04-26T00:00:00.000","FOOD AND AGRICULTURE ORGANIZATION OF UNITED NATIONS (FAO)","World","1W","32494453.0","MEW-REF-C957"
"2022-09-12T00:00:00.000","2017","SOUTH ASIA","Afghanistan","AF","P160567","Citizens' Charter Afghanistan Project","Consultant Services","Fixed Budget Selection","Education;Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Social Protection","1546243","Contract for Consultant's Services (as Facilitating Partner for the CCAP in select rural communities in the provinces of Bamyan and Daikundi)","2017-05-06T00:00:00.000","AGA KHAN DEVELOPMENT NETWORK","Switzerland","CH","3450000.0","CCEP-I/MRRD/CS/FP-7"
"2022-09-12T00:00:00.000","2017","SOUTH ASIA","Afghanistan","AF","P119047","Financial Sector Rapid Response Project","Consultant Services","Single Source Selection","Financial Sector;Industry, Trade and Services","1549923","Risk Management Consultant for DAB","2017-04-09T00:00:00.000","GIANFRANCO ANTONIO VENTO","Islamic  Republic of Afghanistan","AF","213020.0","DAB/FSRRP/C-15"
"2022-09-12T00:00:00.000","2017","SOUTH ASIA","Afghanistan","AF","P143841","Afghanistan: National Horticulture and Livestock Productivity Project","Consultant Services","Quality And Cost-Based Selection","Agriculture, Fishing and Forestry;Industry, Trade and Services","1541642","Implementing Partner for Commercial Broiler Poultry Production (CBPP) of NHLP/MAIL for Kunduz Province","2016-07-13T00:00:00.000","AFGHANISTAN SOCIAL IMPROVEMENT ORGANIZATION (ASIO)","Islamic  Republic of Afghanistan","AF","111170.0","MAIL/ARTF/NHLP/RFP-4246/S.248"
"2022-09-12T00:00:00.000","2017","SOUTH ASIA","Afghanistan","AF","P147147","URBAN DEVELOPMENT SUPPORT PROJECT","Consultant Services","Direct Selection","Information and Communications Technologies;Public Administration","1606315","Financial Management Specialist","2017-01-01T00:00:00.000","MUHAMMAD AZIM ROHANI","Islamic  Republic of Afghanistan","AF","34231.0","MUDH/UDSP/C-2-IC-2"
"2022-09-12T00:00:00.000","2017","SOUTH ASIA","Afghanistan","AF","P160567","Citizens' Charter Afghanistan Project","Consultant Services","Fixed Budget Selection","Education;Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Social Protection","1546238","Contract for Consultant's Services (as Facilitating Partner for the CCAP in select rural communities in the provinces of Kapisa, Panjshir and Parwan)","2017-05-06T00:00:00.000","COORDINATION FOR HUMANITARIAN ASSISTANCE (CHA)","Islamic  Republic of Afghanistan","AF","3300500.0","CCEP-I/MRRD/CS/FP-10"
"2022-09-12T00:00:00.000","2017","SOUTH ASIA","Afghanistan","AF","P160567","Citizens' Charter Afghanistan Project","Consultant Services","Fixed Budget Selection","Education;Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Social Protection","1546146","Contract for Consultant's Services (as Facilitating Partner for the CCAP in select rural communities in the provinces of Ghazni and Paktika)","2017-05-06T00:00:00.000","COOPERATIVE FOR ASSISTANCE AND RELIEF EVERYWHERE (CARE)","Islamic  Republic of Afghanistan","AF","6307750.0","CCEP-I/MRRD/CS/FP-13"
"2022-09-12T00:00:00.000","2017","SOUTH ASIA","Afghanistan","AF","P129663","Afghanistan: System Enhancement for Health Action in Transition Project","Consultant Services","Single Source Selection","Health","1546112","Senior Finance Consultant MoPH","2016-07-01T00:00:00.000","MOHAMMAD BAQER HASSANZADA","Islamic  Republic of Afghanistan","AF","61373.0","IC#19"
"2022-09-12T00:00:00.000","2017","SOUTH ASIA","Afghanistan","AF","P128048","Afghanistan Access to Finance","Consultant Services","Direct Selection","Financial Sector","1659436","Technical Assistance for SME Capacity Building (FINCA-AF & OXUS-AF); CS-6","2016-11-09T00:00:00.000","SME CLINT SUPPORT AFGHANISTAN LLC","Islamic  Republic of Afghanistan","AF","188010.0","CS-6"
"2022-09-12T00:00:00.000","2017","SOUTH ASIA","Afghanistan","AF","P132742","Afghanistan - Second Skills Development Project","Consultant Services","Individual Consultant Selection","Education","1545700","Consultancy Services as ""ANIM Faculty for Oboe and Piano""","2016-08-11T00:00:00.000","Individual Consultant","World","1W","66000.0","DMTVET/C-7.1"
"2022-09-12T00:00:00.000","2017","SOUTH ASIA","Afghanistan","AF","P129663","Afghanistan: System Enhancement for Health Action in Transition Project","Consultant Services","Single Source Selection","Health","1545190","Consultant Services for Implementing Essential Package of Hospital Services in Farah Province","2017-01-01T00:00:00.000","MRCA  OHPM","Islamic  Republic of Afghanistan","AF","423768.0","AFG/MOPH/GCMU/SEHAT/120"
"2022-09-12T00:00:00.000","2017","SOUTH ASIA","Afghanistan","AF","P129663","Afghanistan: System Enhancement for Health Action in Transition Project","Consultant Services","Single Source Selection","Health","1546006","Consultant Services for Implementing Essential Package of Hospital Services in Daikundi Province","2017-01-01T00:00:00.000","CAF/SHDP","Islamic  Republic of Afghanistan","AF","543777.0","AFG/MOPH/GCMU/SEHAT/115"
"2022-09-12T00:00:00.000","2017","SOUTH ASIA","Afghanistan","AF","P160567","Citizens' Charter Afghanistan Project","Consultant Services","Direct Selection","Education;Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Social Protection","1583215","Consultancy Services to IDLG as Oversight Consultant (OC) for the Citizens' Charter Afghanistan Project (CCAP","2017-06-14T00:00:00.000","UN HABITAT","Islamic  Republic of Afghanistan","AF","3870864.0","CCEP-IDLG/CS-OC-1"
"2022-09-12T00:00:00.000","2017","SOUTH ASIA","Afghanistan","AF","P120427","Public Financial Management Reform II","Consultant Services","Quality And Cost-Based Selection","Financial Sector","1543249","Consultancy Service for Procurement facilitation, Strenghtening and support for the National Procurement Autnority (NPA)","2016-11-20T00:00:00.000","LINPICO SARL","French Republic","FR","2483266.0","PP REF. NO. NPA/AF/C-1"
"2022-09-12T00:00:00.000","2017","SOUTH ASIA","Afghanistan","AF","P160567","Citizens' Charter Afghanistan Project","Consultant Services","Fixed Budget Selection","Education;Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Social Protection","1546141","Contract for Consultant's Services (as Facilitating Partner for the CCAP in select rural communities in the provinces of LOGAR, Kabul AND Wardak)","2017-05-06T00:00:00.000","ACTION AID","Kingdom of Sweden","GB","5474000.0","CCEP-I/MRRD/CS/FP-12"
"2022-09-12T00:00:00.000","2017","SOUTH ASIA","Afghanistan","AF","P129663","Afghanistan: System Enhancement for Health Action in Transition Project","Consultant Services","Single Source Selection","Health","1546011","Director of GCMU/MoPH","2016-07-01T00:00:00.000","KHAWAJA MIR ISLAM SAEED","Islamic  Republic of Afghanistan","AF","95895.0","IC#01"
"2022-09-12T00:00:00.000","2017","SOUTH ASIA","Afghanistan","AF","P123845","Afghanistan Capacity Building for Results Facility (CBR)","Consultant Services","Single Source Selection","Public Administration","1542958","Technical Advisor on Regional cooperation International","2016-09-18T00:00:00.000","MR. ENAYATULLAH NABIEL","Islamic  Republic of Afghanistan","AF","10120.0","CBR-CONT/MOF/02/06-2016"
"2022-09-12T00:00:00.000","2017","SOUTH ASIA","Afghanistan","AF","P129663","Afghanistan: System Enhancement for Health Action in Transition Project","Consultant Services","Single Source Selection","Health","1546008","Consultant Services for Implementing Basic Package of Health Services in HELMAND Province","2017-01-01T00:00:00.000","(ACTD)","Islamic  Republic of Afghanistan","AF","1872394.0","AFG/MOPH/GCMU/SEHAT/99"
"2022-09-12T00:00:00.000","2017","SOUTH ASIA","Afghanistan","AF","P143841","Afghanistan: National Horticulture and Livestock Productivity Project","Consultant Services","Quality And Cost-Based Selection","Agriculture, Fishing and Forestry;Industry, Trade and Services","1546185","Consultancy Services ( Hiring of Implementation Partner for the NHLP/MAIL 30 Layer Improved Backyard Poultry Production (IBPP) model for Nangarhar & Laghman Provinces of Afghanistan)","2017-04-22T00:00:00.000","BASIC VOCATIONAL EDUCATIONAL & SOCIAL ORGANIZATION (BESO)","Islamic  Republic of Afghanistan","AF","549531.0","MAIL/ARTF/NHLP/REOI NO. 4423/S.2"
"2022-09-12T00:00:00.000","2017","SOUTH ASIA","Afghanistan","AF","P143841","Afghanistan: National Horticulture and Livestock Productivity Project","Consultant Services","Quality And Cost-Based Selection","Agriculture, Fishing and Forestry;Industry, Trade and Services","1541636","Implementing Partner for Commercial Broiler Poultry Production (CBPP) of NHLP/MAIL for Kabul Province","2016-07-20T00:00:00.000","LIVELIHOOD ECONOMIC AND AGRICULTURE DEVELOPMENT ORGANIZATION (LEADO)","Islamic  Republic of Afghanistan","AF","121802.0","MAIL/ARTF/NHLP/RFP-4243/S.245"
"2022-09-12T00:00:00.000","2017","SOUTH ASIA","Afghanistan","AF","P143841","Afghanistan: National Horticulture and Livestock Productivity Project","Consultant Services","Quality And Cost-Based Selection","Agriculture, Fishing and Forestry;Industry, Trade and Services","1541644","Implementing Partner for Commercial Broiler Poultry Production (CBPP) of NHLP/MAIL for Parwan Province","2016-07-20T00:00:00.000","BASIC VOCATIONAL, EDUCATIONAL & SOCIAL ORGANIZATION","Islamic  Republic of Afghanistan","AF","131961.0","MAIL/ARTF/NHLP/RFP-4244/S.246"
"2022-09-12T00:00:00.000","2017","SOUTH ASIA","Afghanistan","AF","P129663","Afghanistan: System Enhancement for Health Action in Transition Project","Consultant Services","Single Source Selection","Health","1546021","Snr. Financial Management Specialist","2016-07-01T00:00:00.000","AHMAD SHAFIQ AKBARI","Islamic  Republic of Afghanistan","AF","92059.0","IC# 07"
"2022-09-12T00:00:00.000","2017","SOUTH ASIA","Afghanistan","AF","P131864","Kabul Urban Transport Efficiency Improvement Project","Consultant Services","Individual Consultant Selection","Transportation;Water, Sanitation and Waste Management;Public Administration","1544569","International Road Design &Supervision Engineer","2016-10-28T00:00:00.000","Individual Consultant","World","1W","24694.0","KUTEL/LC-MT39"
"2022-09-12T00:00:00.000","2017","SOUTH ASIA","Afghanistan","AF","P123845","Afghanistan Capacity Building for Results Facility (CBR)","Consultant Services","Single Source Selection","Public Administration","1542959","Aid Management consultant","2016-07-01T00:00:00.000","KHWAGA KAKAR","Islamic  Republic of Afghanistan","AF","76956.0","AID MANAGEMENT CONSULTANT"
"2022-09-12T00:00:00.000","2017","SOUTH ASIA","Afghanistan","AF","P160567","Citizens' Charter Afghanistan Project","Consultant Services","Fixed Budget Selection","Education;Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Social Protection","1546701","Contract for Consultant's Services (as Facilitating Partner for the CCAP in select rural communities in the provinces  of Balkh, Sarepul and Jawzjan)","2017-05-29T00:00:00.000","AGENCE D’AIDE A LA COOPERATION TECHNIQUE ET AU DEVELOPMENT","French Republic","FR","4473500.0","CCEP-I/MRRD/CS/FP-6"
"2022-09-12T00:00:00.000","2017","SOUTH ASIA","Afghanistan","AF","P128048","Afghanistan Access to Finance","Consultant Services","Fixed Budget Selection","Financial Sector","1543699","Targeting the Ultra Poor Program in Five Districts of Kabul Province","2016-10-30T00:00:00.000","WADAN","Islamic  Republic of Afghanistan","AF","3100742.0","NPA/MISFA/94/CS-027/FBS"
"2022-09-12T00:00:00.000","2017","SOUTH ASIA","Afghanistan","AF","P129663","Afghanistan: System Enhancement for Health Action in Transition Project","Consultant Services","Single Source Selection","Health","1546013","Sr. Grant Management Specialist GCMU/MoPH","2016-07-01T00:00:00.000","DR. AERAJ FEROZ","Islamic  Republic of Afghanistan","AF","92059.0","IC#06"
"2022-09-12T00:00:00.000","2017","SOUTH ASIA","Afghanistan","AF","P129663","Afghanistan: System Enhancement for Health Action in Transition Project","Consultant Services","Single Source Selection","Health","1545194","Consultant Services for implementing Essential Package of Health Services in Wardak Province","2017-01-01T00:00:00.000","SWEDISH COMMITTEE FOR AFGHANISTAN","Islamic  Republic of Afghanistan","AF","304093.0","AFG/MOPH/GCMU/SEHAT/113"
"2022-09-12T00:00:00.000","2017","SOUTH ASIA","Afghanistan","AF","P129663","Afghanistan: System Enhancement for Health Action in Transition Project","Consultant Services","Single Source Selection","Health","1546005","Consultant Services for implementing Basic Package of Health Services in Nagarhar Provinces","2017-01-01T00:00:00.000"," AADA","Islamic  Republic of Afghanistan","AF","3638606.0","AFG/MOPH/GCMU/SEHAT/95"
"2022-09-12T00:00:00.000","2017","SOUTH ASIA","Afghanistan","AF","P120397","Afghanistan Agricultural Inputs Project (AAIP)","Consultant Services","Direct Selection","Agriculture, Fishing and Forestry;Industry, Trade and Services","1542111","Procurement Specialist","2016-07-25T00:00:00.000","MIRWAIS SAJJAD","Islamic  Republic of Afghanistan","AF","8530.0","MAIL/WB/AAIP/IC-S.020"
"2022-09-12T00:00:00.000","2017","SOUTH ASIA","Afghanistan","AF","P112872","Second Customs Reform and Trade Facilitation Project","Consultant Services","Single Source Selection","Information and Communications Technologies;Transportation;Industry, Trade and Services","1544007","Provision of Technical Assistance for ACD","2016-11-14T00:00:00.000","UNITED NATIONS CONFERENCE ON TRADE AND DEVELOPMENT (UNCTAD)","World","1W","4192840.0","SCRTFP/IDA/SSS/2016/001"
"2022-09-12T00:00:00.000","2017","SOUTH ASIA","Afghanistan","AF","P143841","Afghanistan: National Horticulture and Livestock Productivity Project","Consultant Services","Quality And Cost-Based Selection","Agriculture, Fishing and Forestry;Industry, Trade and Services","1541690","Implementing Partner for Commercial Broiler Poultry Production (CBPP) of NHLP/MAIL for Nangarhar Province","2016-07-20T00:00:00.000","SALAAM ORGANIZATION FOR AFGHANISTAN REHABILITATION (SOFAR)","Islamic  Republic of Afghanistan","AF","111300.0","MAIL/ARTF/NHLP/RFP-4249/S.242"
"2022-09-12T00:00:00.000","2017","SOUTH ASIA","Afghanistan","AF","P118028","AF: ARTF-2nd Judicial Reform Project","Consultant Services","Quality And Cost-Based Selection","Public Administration","1552868","Consultancy Services for Conducting Training Needs Assessment for Supreme Court & Attorney General' Offices","2016-10-15T00:00:00.000","ADAM SMITH INTERNATIONAL (ASI)","United Kingdom of Great Britain and Nort","GB","383448.0","SC/1855/QCBS"
"2022-09-12T00:00:00.000","2017","SOUTH ASIA","Afghanistan","AF","P118053","Afghanistan New Market Development","Consultant Services","Individual Consultant Selection","Industry, Trade and Services","1543577","Procurement Specialist for Project Implementation Unit of ANMDP","2016-10-07T00:00:00.000","Individual Consultant","World","1W","26464.0","PSD/MOCI/C-43"
"2022-09-12T00:00:00.000","2017","SOUTH ASIA","Afghanistan","AF","P129663","Afghanistan: System Enhancement for Health Action in Transition Project","Consultant Services","Least Cost Selection","Health","1544841","External Auditing of Consultants Contract under SEHAT project","2016-11-01T00:00:00.000","AVAIS HYDER LIAQUAT NAUMAN CHARTERED","Islamic  Republic of Afghanistan","AF","144284.0","AFG/MOPH/GCMU/SEHAT/87"
"2022-09-12T00:00:00.000","2017","SOUTH ASIA","Afghanistan","AF","P143841","Afghanistan: National Horticulture and Livestock Productivity Project","Consultant Services","Quality And Cost-Based Selection","Agriculture, Fishing and Forestry;Industry, Trade and Services","1541618","Implementing Partner for Commercial Broiler Poultry Production (CBPP) of NHLP/MAIL for Kapisa Province","2016-07-20T00:00:00.000","BESO (JV) HAM","Islamic  Republic of Afghanistan","AF","125309.0","MAIL/ARTF/NHLP/RFP-4245/S.247"
"2022-09-12T00:00:00.000","2017","SOUTH ASIA","Afghanistan","AF","P160567","Citizens' Charter Afghanistan Project","Consultant Services","Fixed Budget Selection","Education;Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Social Protection","1546148","Contract for Consultant's Services (as Facilitating Partner for the CCAP in select rural communities in the provinces of Badghis and Faryab)","2017-05-06T00:00:00.000","ACTED","French Republic","AF","4145750.0","CCEP-I/MRRD/CS/FP-5"
"2022-09-12T00:00:00.000","2017","SOUTH ASIA","Afghanistan","AF","P160567","Citizens' Charter Afghanistan Project","Consultant Services","Fixed Budget Selection","Education;Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Social Protection","1546384","Contract for Consultant's Services (as Facilitating Partner for the CCAP in select rural communities in the provinces of Uruzgan and Zabul)","2017-05-16T00:00:00.000","AFGHAN HEALTH AND DEVELOPMENT SERVICES (AHDS)","Islamic  Republic of Afghanistan","AF","4210585.0","CCEP-I/MRRD/CS/FP-1"
"2022-09-12T00:00:00.000","2017","SOUTH ASIA","Afghanistan","AF","P123845","Afghanistan Capacity Building for Results Facility (CBR)","Consultant Services","Individual Consultant Selection","Public Administration","1545238","International Procurement Advisor","2016-09-01T00:00:00.000","Individual Consultant","World","1W","118800.0","CBR-CONT/MOF/05/03-2016"
"2022-09-12T00:00:00.000","2017","SOUTH ASIA","Afghanistan","AF","P160567","Citizens' Charter Afghanistan Project","Consultant Services","Fixed Budget Selection","Education;Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Social Protection","1546189","Selection of Consulting Services as the Facilitating Partner for the CCAP for Selected Urban Communities in the Kandahar City","2017-05-03T00:00:00.000","HUMAN RESOURCE DEVELOPMENT AGENCY (HRDA)","Islamic  Republic of Afghanistan","AF","1715199.0","CCEP-IDLG/CS-FP-2"
"2022-09-12T00:00:00.000","2017","SOUTH ASIA","Afghanistan","AF","P119047","Financial Sector Rapid Response Project","Consultant Services","Single Source Selection","Financial Sector;Industry, Trade and Services","1549937","Procurement and Contract Management Consultant to FSRRO and DAB","2016-11-20T00:00:00.000","PAVANENDRA VERMA","Republic of India","IN","206224.0","DAB/FSRRP/C-16"
"2022-09-12T00:00:00.000","2017","SOUTH ASIA","Afghanistan","AF","P128048","Afghanistan Access to Finance","Consultant Services","Individual Consultant Selection","Financial Sector","1546730","Assessment of Technology Consultant in the Afghanistan Microfinance Sector","2017-04-16T00:00:00.000","Individual Consultant","World","1W","25660.0","MISFA/AFP/IC.7"
"2022-09-12T00:00:00.000","2017","SOUTH ASIA","Afghanistan","AF","P118925","Afghanistan: Sustainable Development of Natural Resources Project II","Consultant Services","Consultant Qualification  Selection","Education;Energy and Extractives","1549847","The client has requested the consultant to provide certain consulting services as defined in this contract.","2016-09-15T00:00:00.000","HART NURSE LTD","United Kingdom of Great Britain and Nort","GB","223826.0","MOMP/PMU/SDNRP-II/CT-253"
"2022-09-12T00:00:00.000","2017","SOUTH ASIA","Afghanistan","AF","P128048","Afghanistan Access to Finance","Consultant Services","Fixed Budget Selection","Financial Sector","1543722","Targeting the Ultra Poor Program in Three Districts of Kandahar Province","2016-10-30T00:00:00.000","WADAN","Islamic  Republic of Afghanistan","AF","2067319.0","NPA/MISFA/94/CS-027/FBS"
"2022-09-12T00:00:00.000","2017","SOUTH ASIA","Afghanistan","AF","P160567","Citizens' Charter Afghanistan Project","Consultant Services","Fixed Budget Selection","Education;Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Social Protection","1546195","Selection of Consulting Services as the Facilitating Partner for the CCAP for Selected Urban Communities in theJalalabad City","2017-05-03T00:00:00.000","FUTURE GENERATION OF AFGHANISTAN","Islamic  Republic of Afghanistan","AF","1145000.0","CCEP-IDLG/CS-FP-4"
