"as_of_date","country_code","beneficiary_name","trustee_fund","fund_name","grant_fund_number","grant_name","program_code","program_name","fiscal_year","grant_commitments_usd","disbursements_usd","grant_agreement_date","status","project_id","project_description"
"2013-03-14T00:00:00.000","BD","Bangladesh","TF070533","Avian and Human Infl","TF090662","BANGLADESH: AVIAN INFLUENZA PREPAREDNESS AND RESPONSE PROJECT","AHI","AVIAN AND HUMAN INFLUENZA TRUST FUNDS","2010","0","469867.73","2007-10-08T00:00:00.000","LCLS","P102305","BD: Avian Flu Preparedness"
"2013-03-14T00:00:00.000","BD","Bangladesh","TF050998","CDCF Multi donor TF","TF094974","Improving Kiln Efficiency in the Brick Making Industry in Bangladesh","CARBON","CARBON FUND","2010","2872800","0","2009-08-25T00:00:00.000","ACTN","P105226","BD:  Brick Kiln Project"
"2013-03-14T00:00:00.000","BD","Bangladesh","TF071187","Bangladesh: SPEMP","TF095283","Deepening Medium Term Budget Framework and Strengthening Financial Accountability Project","BD-SPE","STRENGTHENING PUBLIC EXPENDITURE MGMT","2010","50000000","7366996.34","2009-10-29T00:00:00.000","ACTN","P117248","BD: Deepening MTBF and FM Accountability"
"2013-03-14T00:00:00.000","BD","Bangladesh","TF071249","GPOBA - DFID Phase 2","TF096552","Rural Electrification and Renewable Energy Development Project in Bangladesh (Mini Grids)","GPOBA","GLOBAL PARTNERSHIP ON OUTPUT-BASED AID","2010","1100000","0","2010-05-12T00:00:00.000","ACTN","P119547","GPOBA W3: Bangladesh Renewable Mini-grid"
"2013-03-14T00:00:00.000","BD","Bangladesh","TF071249","GPOBA - DFID Phase 2","TF096551","GPOBA (W3): Bangladesh Solar Home Systems","GPOBA","GLOBAL PARTNERSHIP ON OUTPUT-BASED AID","2010","7200000","0","2010-05-12T00:00:00.000","ACTN","P119549","BD: GPOBA W3: Bangladesh Solar Home Syst"
"2013-03-14T00:00:00.000","BD","Bangladesh","TF050551","GEf/IBRD as IA Prj","TF051301","GEF2 FSP - BANGLADESH : RURAL ELECTRIFICATION AND RENEWABLE ENERGY DEVELOPMENT PROJECT","GEFIA","GEF-IBRD AS IMPLEMENTING AGENCY","2010","0","28037.97","2002-07-16T00:00:00.000","ACTN","P074040","Renewable Energy Development"
"2013-03-14T00:00:00.000","BD","Bangladesh","TFM53677","REACHING OUT OF SCHO","TF053677","REACHING OUT OF SCHOOL GRANT","SPTF","SINGLE PURPOSE TRUST FUNDS","2010","0","386286.76","2005-07-04T00:00:00.000","LCLS","P086791","BD: Reaching Out of School Children"
"2013-03-14T00:00:00.000","BD","Bangladesh","TFM54660","BANGLADESH-ENTERPRIS","TF054660","BANGLADESH ENTERPRISE GROWTH AND BANK MODERNIZATION PROJECT","SPTF","SINGLE PURPOSE TRUST FUNDS","2010","0","-6454311.99","2005-03-20T00:00:00.000","LCLS","P081969","Enterprise Growth & Bank Modernization"
"2013-03-14T00:00:00.000","BD","Bangladesh","TF070396","MDTF FOR HEALTH, NUT","TF056510","BANGLADESH, HNPSP,  MULTI-DONOR TRUST FUND, GOVERNMENT EX","FS-CO","FREE STANDING - COFINANCING","2010","35000000","47762618.27","2006-10-15T00:00:00.000","LCLS","P074841","BD: HNP Sector Program"
"2013-03-14T00:00:00.000","BD","Bangladesh","TF021330","POLICY & HUMAN RESOU","TF056967","PHRD BANGLADESH -  SOCIAL INVESTMENT PROGRAM II (RURAL LIVELIHOODS)","PHRD","PHRD FUND-TECHNICAL ASSISTANCE TF","2010","0","138981.49","2007-05-03T00:00:00.000","ACTN","P073886","BD: Social Investment Program Project II"
"2013-03-14T00:00:00.000","BD","Bangladesh","TF021330","POLICY & HUMAN RESOU","TF057773","BANGLADESH DHAKA ENVIRONMENT AND WATER RESOURCES MANAGEMENT PROJECT","PHRD","PHRD FUND-TECHNICAL ASSISTANCE TF","2010","0","365607.9","2007-08-07T00:00:00.000","ACTN","P096555","BD: Dhaka Environment & Water Proj(DEW)"
"2013-03-14T00:00:00.000","BD","Bangladesh","TF021330","POLICY & HUMAN RESOU","TF058153","CHITTAGONG WATER SUPPLY IMPROVEMENT AND SANITATION PROJECT","PHRD","PHRD FUND-TECHNICAL ASSISTANCE TF","2010","0","0","2007-09-02T00:00:00.000","ACTN","P103999","BD: Chittagong Water Supply Improvement"
"2013-03-14T00:00:00.000","BD","Bangladesh","TF021330","POLICY & HUMAN RESOU","TF090407","CLEAN AIR AND SUSTAINABLE ENVIRONMENT PROJECT","PHRD","PHRD FUND-TECHNICAL ASSISTANCE TF","2010","0","104483.31","2007-08-07T00:00:00.000","ACTN","P098151","BD: Clean Air & Sustainable Environment"
"2013-03-14T00:00:00.000","BD","Bangladesh","TF070868","Callable Funds for t","TF093588","BANGLADESH: EMERGENCY 2007 CYCLONE RECOVERY AND RESTORATION PROJECT (GFDRR: CALLABLE FUND)","GFDRR","GLOBALFACILITYFORDISASTERREDUCTION&RECOV","2010","0","1032668.37","2009-04-16T00:00:00.000","ACTN","P111272","BD:Emergency 2007 Cyclone Recovery &Rest"
"2013-03-14T00:00:00.000","BD","Bangladesh","TF071187","Bangladesh: SPEMP","TF097134","Strengthening Parliamentary Oversight- Recipient Executed","BD-SPE","STRENGTHENING PUBLIC EXPENDITURE MGMT","2010","5000000","0","2010-08-29T00:00:00.000","ACTN","P119139","BD: Strength. of Legislative Oversight"
"2013-03-14T00:00:00.000","BD","Bangladesh","TF022120","IDF TRUST FUND (MAIN","TF093756","IDF: BANGLADESH CAPACITY BUILDING OF THE BUREAU OF STATISTICS","IDF","INSTITUTIONAL DEVELOMENT FUND","2010","0","309349.96","2009-04-12T00:00:00.000","ACTN","P113101","Capacity Building of BBS, Bangladesh"
"2013-03-14T00:00:00.000","BD","Bangladesh","TF054004","Danish Carbon Fund","TF097112","Bangladesh Efficient Lighting Initiative","CARBON","CARBON FUND","2010","7981065.61","0","2010-06-28T00:00:00.000","ACTN","P118605","BD: Efficient Lighting Initiative"
"2013-03-14T00:00:00.000","BD","Bangladesh","TFM53529","WATER MANAGEMENT IMP","TF094800","Water Management Improvement Project","SPTF","SINGLE PURPOSE TRUST FUNDS","2010","20000000","495292.63","2007-10-08T00:00:00.000","ACTN","P040712","BD: Water Management Improvement Project"
"2013-03-14T00:00:00.000","BD","Bangladesh","TF021330","POLICY & HUMAN RESOU","TF056967","PHRD BANGLADESH -  SOCIAL INVESTMENT PROGRAM II (RURAL LIVELIHOODS)","PHRD","PHRD FUND-TECHNICAL ASSISTANCE TF","2011","0","156796.54","2007-05-03T00:00:00.000","ACTN","P073886","BD: Social Investment Program Project II"
"2013-03-14T00:00:00.000","BD","Bangladesh","TF070868","Callable Funds for t","TF093588","BANGLADESH: EMERGENCY 2007 CYCLONE RECOVERY AND RESTORATION PROJECT (GFDRR: CALLABLE FUND)","GFDRR","GLOBALFACILITYFORDISASTERREDUCTION&RECOV","2011","1288031.84","1407475.43","2009-04-16T00:00:00.000","ACTN","P111272","BD:Emergency 2007 Cyclone Recovery &Rest"
"2013-03-14T00:00:00.000","BD","Bangladesh","TF021330","POLICY & HUMAN RESOU","TF057773","BANGLADESH DHAKA ENVIRONMENT AND WATER RESOURCES MANAGEMENT PROJECT","PHRD","PHRD FUND-TECHNICAL ASSISTANCE TF","2011","0","314053.81","2007-08-07T00:00:00.000","ACTN","P096555","BD: Dhaka Environment & Water Proj(DEW)"
"2013-03-14T00:00:00.000","BD","Bangladesh","TF071208","Bangladesh MDTF for","TF099305","Cyclone Shelters- Emergency 2007 Cyclone Recovery and Restoration project","BD-CC","BANGLADESH MDTF FOR CLIMATE CHANGE","2011","25000000","0","2011-08-08T00:00:00.000","ACTN","P111272","BD:Emergency 2007 Cyclone Recovery &Rest"
"2013-03-14T00:00:00.000","BD","Bangladesh","TF071249","GPOBA - DFID Phase 2","TF096551","GPOBA (W3): Bangladesh Solar Home Systems","GPOBA","GLOBAL PARTNERSHIP ON OUTPUT-BASED AID","2011","0","7200000","2010-05-12T00:00:00.000","ACTN","P119549","BD: GPOBA W3: Bangladesh Solar Home Syst"
"2013-03-14T00:00:00.000","BD","Bangladesh","TF022120","IDF TRUST FUND (MAIN","TF093756","IDF: BANGLADESH CAPACITY BUILDING OF THE BUREAU OF STATISTICS","IDF","INSTITUTIONAL DEVELOMENT FUND","2011","0","190650.04","2009-04-12T00:00:00.000","ACTN","P113101","Capacity Building of BBS, Bangladesh"
"2013-03-14T00:00:00.000","BD","Bangladesh","TF071249","GPOBA - DFID Phase 2","TF096552","Rural Electrification and Renewable Energy Development Project in Bangladesh (Mini Grids)","GPOBA","GLOBAL PARTNERSHIP ON OUTPUT-BASED AID","2011","0","170116.25","2010-05-12T00:00:00.000","ACTN","P119547","GPOBA W3: Bangladesh Renewable Mini-grid"
"2013-03-14T00:00:00.000","BD","Bangladesh","TF071187","Bangladesh: SPEMP","TF097134","Strengthening Parliamentary Oversight- Recipient Executed","BD-SPE","STRENGTHENING PUBLIC EXPENDITURE MGMT","2011","0","150998.03","2010-08-29T00:00:00.000","ACTN","P119139","BD: Strength. of Legislative Oversight"
"2013-03-14T00:00:00.000","BD","Bangladesh","TF070734","GPOBA Core Operation","TF098472","GPOBA (W3): Bangladesh Solar Home Systems (Sida)","GPOBA","GLOBAL PARTNERSHIP ON OUTPUT-BASED AID","2011","6750000","0","2011-03-02T00:00:00.000","ACTN","P119549","BD: GPOBA W3: Bangladesh Solar Home Syst"
"2013-03-14T00:00:00.000","BD","Bangladesh","TF070561","TRUST FUND FOR STATI","TF098635","Bangladesh national Strategy for the Development of Statistics","TFSCB","STATISTICAL CAPACITY BUILDING PROGRAM","2011","139061","0","2011-03-27T00:00:00.000","ACTN","P125392","BD Natl Strategy for Dev. of Statistics"
"2013-03-14T00:00:00.000","BD","Bangladesh","TFM53529","WATER MANAGEMENT IMP","TF094800","Water Management Improvement Project","SPTF","SINGLE PURPOSE TRUST FUNDS","2011","0","2154463.88","2007-10-08T00:00:00.000","ACTN","P040712","BD: Water Management Improvement Project"
"2013-03-14T00:00:00.000","BD","Bangladesh","TF071187","Bangladesh: SPEMP","TF098656","Strengthening the Office of Comptroller and Auditor General Project","BD-SPE","STRENGTHENING PUBLIC EXPENDITURE MGMT","2011","9975000","0","2011-05-29T00:00:00.000","ACTN","P120125","BD: Strengthening Auditor Gen.'s Office"
"2013-03-14T00:00:00.000","BD","Bangladesh","TF070533","Avian and Human Infl","TF090662","BANGLADESH: AVIAN INFLUENZA PREPAREDNESS AND RESPONSE PROJECT","AHI","AVIAN AND HUMAN INFLUENZA TRUST FUNDS","2011","0","270277.76","2007-10-08T00:00:00.000","LCLS","P102305","BD: Avian Flu Preparedness"
"2013-03-14T00:00:00.000","BD","Bangladesh","TFM53677","REACHING OUT OF SCHO","TF053677","REACHING OUT OF SCHOOL GRANT","SPTF","SINGLE PURPOSE TRUST FUNDS","2011","0","1497076.3","2005-07-04T00:00:00.000","LCLS","P086791","BD: Reaching Out of School Children"
"2013-03-14T00:00:00.000","BD","Bangladesh","TF050998","CDCF Multi donor TF","TF099954","Installation of Solar Home Systems in Bangladesh","CARBON","CARBON FUND","2011","4818773.43","0","2007-12-19T00:00:00.000","ACTN","P106135","BD: Grameen Shakti Solar Homes"
"2013-03-14T00:00:00.000","BD","Bangladesh","TF071370","Rapid Social Respons","TF098858","Piloting Cash Transfers for Human Development through Local Governments","RSR","RAPID SOCIAL RESPONSE PROGRAM","2011","2100000","0","2011-10-13T00:00:00.000","ACTN","P123629","BD: SP Pilot with Local Govt - RE"
"2013-03-14T00:00:00.000","BD","Bangladesh","TF023779","JAPAN SOCIAL DEV.","TF098993","ROUND 31: BANGLADESH - SAFE MIGRATION FOR BANGLADESHI WORKERS","JSDF","JAPANESE SOCIAL DEVELOPMENT FUND","2011","2582460","0","2011-02-04T00:00:00.000","ACTN","P125302","BD: Safe Migration for Workers - RE"
"2013-03-14T00:00:00.000","BD","Bangladesh","TF070396","MDTF FOR HEALTH, NUT","TF056510","BANGLADESH, HNPSP,  MULTI-DONOR TRUST FUND, GOVERNMENT EX","FS-CO","FREE STANDING - COFINANCING","2011","52983352","52926682.52","2006-10-15T00:00:00.000","LCLS","P074841","BD: HNP Sector Program"
"2013-03-14T00:00:00.000","BD","Bangladesh","TF050998","CDCF Multi donor TF","TF099955","Installation of Solar Home Systems in Bangladesh (IDCOL)","CARBON","CARBON FUND","2011","2482437.62","0","2007-12-19T00:00:00.000","ACTN","P107906","BD: Home Solar Energy IDCOL"
"2013-03-14T00:00:00.000","BD","Bangladesh","TF071187","Bangladesh: SPEMP","TF095283","Deepening Medium Term Budget Framework and Strengthening Financial Accountability Project","BD-SPE","STRENGTHENING PUBLIC EXPENDITURE MGMT","2011","0","6782690.53","2009-10-29T00:00:00.000","ACTN","P117248","BD: Deepening MTBF and FM Accountability"
"2013-03-14T00:00:00.000","BD","Bangladesh","TF050998","CDCF Multi donor TF","TF099955","Installation of Solar Home Systems in Bangladesh (IDCOL)","CARBON","CARBON FUND","2012","2883521.91","0","2007-12-19T00:00:00.000","ACTN","P107906","BD: Home Solar Energy IDCOL"
"2013-03-14T00:00:00.000","BD","Bangladesh","TF071564","GAFSP WB Supervising","TF010378","Bangladesh Integraded Agricultural Productivity Project","GAFSP","GLOBAL AGRICULTURE AND FOOD SECURITY PRO","2012","46310000","4049210.43","2011-09-12T00:00:00.000","ACTN","P123457","BD Integrated Agricultural Productivity"
"2013-03-14T00:00:00.000","BD","Bangladesh","TF071208","Bangladesh MDTF for","TF010526","Secretariat for the Bangladesh Climate Change Resilience Fund","BD-CC","BANGLADESH MDTF FOR CLIMATE CHANGE","2012","200000","0","2011-11-01T00:00:00.000","ACTN","P128445","Capacity Building & Secretariat BCCRF"
"2013-03-14T00:00:00.000","BD","Bangladesh","TF071508","UCF-Tranche 2","TF010685","Efficient Lighting Initiative of Bangladesh (ELIB) Program","CARBON","CARBON FUND","2012","5133751.33","0","2011-09-30T00:00:00.000","ACTN","P118605","BD: Efficient Lighting Initiative"
"2013-03-14T00:00:00.000","BD","Bangladesh","TF071778","BD:Health Sector De","TF011556","Health Sector Development Program","FS-SAR","FREE-STANDING TFS FOR SAR","2012","48764515","40112397.75","2012-03-28T00:00:00.000","ACTN","P118708","BD: Health Sector Development Program"
"2013-03-14T00:00:00.000","BD","Bangladesh","TF070396","MDTF FOR HEALTH, NUT","TF056510","BANGLADESH, HNPSP,  MULTI-DONOR TRUST FUND, GOVERNMENT EX","FS-CO","FREE STANDING - COFINANCING","2012","0","36560950.79","2006-10-15T00:00:00.000","LCLS","P074841","BD: HNP Sector Program"
"2013-03-14T00:00:00.000","BD","Bangladesh","TF070533","Avian and Human Infl","TF090662","BANGLADESH: AVIAN INFLUENZA PREPAREDNESS AND RESPONSE PROJECT","AHI","AVIAN AND HUMAN INFLUENZA TRUST FUNDS","2012","0","103461.65","2007-10-08T00:00:00.000","LCLS","P102305","BD: Avian Flu Preparedness"
"2013-03-14T00:00:00.000","BD","Bangladesh","TF070868","Callable Funds for t","TF093588","BANGLADESH: EMERGENCY 2007 CYCLONE RECOVERY AND RESTORATION PROJECT (GFDRR: CALLABLE FUND)","GFDRR","GLOBALFACILITYFORDISASTERREDUCTION&RECOV","2012","0","518025.53","2009-04-16T00:00:00.000","ACTN","P111272","BD:Emergency 2007 Cyclone Recovery &Rest"
"2013-03-14T00:00:00.000","BD","Bangladesh","TF071187","Bangladesh: SPEMP","TF095283","Deepening Medium Term Budget Framework and Strengthening Financial Accountability Project","BD-SPE","STRENGTHENING PUBLIC EXPENDITURE MGMT","2012","0","11400643.81","2009-10-29T00:00:00.000","ACTN","P117248","BD: Deepening MTBF and FM Accountability"
"2013-03-14T00:00:00.000","BD","Bangladesh","TF071249","GPOBA - DFID Phase 2","TF096552","Rural Electrification and Renewable Energy Development Project in Bangladesh (Mini Grids)","GPOBA","GLOBAL PARTNERSHIP ON OUTPUT-BASED AID","2012","0","-146564.88","2010-05-12T00:00:00.000","ACTN","P119547","GPOBA W3: Bangladesh Renewable Mini-grid"
"2013-03-14T00:00:00.000","BD","Bangladesh","TF071187","Bangladesh: SPEMP","TF097134","Strengthening Parliamentary Oversight- Recipient Executed","BD-SPE","STRENGTHENING PUBLIC EXPENDITURE MGMT","2012","0","507498.4","2010-08-29T00:00:00.000","ACTN","P119139","BD: Strength. of Legislative Oversight"
"2013-03-14T00:00:00.000","BD","Bangladesh","TF070734","GPOBA Core Operation","TF098472","GPOBA (W3): Bangladesh Solar Home Systems (Sida)","GPOBA","GLOBAL PARTNERSHIP ON OUTPUT-BASED AID","2012","0","2933998.59","2011-03-02T00:00:00.000","ACTN","P119549","BD: GPOBA W3: Bangladesh Solar Home Syst"
"2013-03-14T00:00:00.000","BD","Bangladesh","TF070561","TRUST FUND FOR STATI","TF098635","Bangladesh national Strategy for the Development of Statistics","TFSCB","STATISTICAL CAPACITY BUILDING PROGRAM","2012","0","90713.39","2011-03-27T00:00:00.000","ACTN","P125392","BD Natl Strategy for Dev. of Statistics"
"2013-03-14T00:00:00.000","BD","Bangladesh","TF071187","Bangladesh: SPEMP","TF098656","Strengthening the Office of Comptroller and Auditor General Project","BD-SPE","STRENGTHENING PUBLIC EXPENDITURE MGMT","2012","6625000","2299199.64","2011-05-29T00:00:00.000","ACTN","P120125","BD: Strengthening Auditor Gen.'s Office"
"2013-03-14T00:00:00.000","BD","Bangladesh","TF071370","Rapid Social Respons","TF098858","Piloting Cash Transfers for Human Development through Local Governments","RSR","RAPID SOCIAL RESPONSE PROGRAM","2012","0","1105134.47","2011-10-13T00:00:00.000","ACTN","P123629","BD: SP Pilot with Local Govt - RE"
"2013-03-14T00:00:00.000","BD","Bangladesh","TF071208","Bangladesh MDTF for","TF099305","Cyclone Shelters- Emergency 2007 Cyclone Recovery and Restoration project","BD-CC","BANGLADESH MDTF FOR CLIMATE CHANGE","2012","0","3694371.77","2011-08-08T00:00:00.000","ACTN","P111272","BD:Emergency 2007 Cyclone Recovery &Rest"
"2013-03-14T00:00:00.000","BD","Bangladesh","TF071645","DFID Financing of BD","TF099730","BANGLADESH PRIVATE SECTOR DEVELOPMENT SUPPORT PROJECT TRUST FUND","FS-SAR","FREE-STANDING TFS FOR SAR","2012","17409930","270670.53","2011-07-08T00:00:00.000","ACTN","P120843","BD: Private Sector Development Support"
"2013-03-14T00:00:00.000","BD","Bangladesh","TF050998","CDCF Multi donor TF","TF099954","Installation of Solar Home Systems in Bangladesh","CARBON","CARBON FUND","2012","3658420.39","0","2007-12-19T00:00:00.000","ACTN","P106135","BD: Grameen Shakti Solar Homes"
"2013-03-14T00:00:00.000","BD","Bangladesh","TF071370","Rapid Social Respons","TF010288","Improving  the Payment and Monitoring System for the Employment Generation Program for the Poorest (IDA Co-financing)","RSR","RAPID SOCIAL RESPONSE PROGRAM","2012","600000","0","2012-02-22T00:00:00.000","ACTN","P118701","BD: Employment Generation Program"
"2013-03-14T00:00:00.000","BD","Bangladesh","TF071208","Bangladesh MDTF for","TF010526","Secretariat for the Bangladesh Climate Change Resilience Fund","BD-CC","BANGLADESH MDTF FOR CLIMATE CHANGE","2013","0","30788.18","2011-11-01T00:00:00.000","ACTN","P128445","Capacity Building & Secretariat BCCRF"
"2013-03-14T00:00:00.000","BD","Bangladesh","TF070734","GPOBA Core Operation","TF098472","GPOBA (W3): Bangladesh Solar Home Systems (Sida)","GPOBA","GLOBAL PARTNERSHIP ON OUTPUT-BASED AID","2013","0","2968078.82","2011-03-02T00:00:00.000","ACTN","P119549","BD: GPOBA W3: Bangladesh Solar Home Syst"
"2013-03-14T00:00:00.000","BD","Bangladesh","TF071208","Bangladesh MDTF for","TF012721","Community Climate Change Project","BD-CC","BANGLADESH MDTF FOR CLIMATE CHANGE","2013","12500000","0","2012-08-06T00:00:00.000","ACTN","P125447","BD: Community Climate Change Project"
"2013-03-14T00:00:00.000","BD","Bangladesh","TF071208","Bangladesh MDTF for","TF099305","Cyclone Shelters- Emergency 2007 Cyclone Recovery and Restoration project","BD-CC","BANGLADESH MDTF FOR CLIMATE CHANGE","2013","0","939675.38","2011-08-08T00:00:00.000","ACTN","P111272","BD:Emergency 2007 Cyclone Recovery &Rest"
"2013-03-14T00:00:00.000","BD","Bangladesh","TF070561","TRUST FUND FOR STATI","TF098635","Bangladesh national Strategy for the Development of Statistics","TFSCB","STATISTICAL CAPACITY BUILDING PROGRAM","2013","0","12077.79","2011-03-27T00:00:00.000","ACTN","P125392","BD Natl Strategy for Dev. of Statistics"
"2013-03-14T00:00:00.000","BD","Bangladesh","TF070561","TRUST FUND FOR STATI","TF098635","Bangladesh national Strategy for the Development of Statistics","TFSCB","STATISTICAL CAPACITY BUILDING PROGRAM","2013","0","26089.43","2011-03-27T00:00:00.000","ACTN","P125392","BD Natl Strategy for Dev. of Statistics"
"2013-03-14T00:00:00.000","BD","Bangladesh","TF071781","BD:Health Sector Dev","TF012281","USAID: Health Sector Development Program","FS-SAR","FREE-STANDING TFS FOR SAR","2013","0","6800000","2012-09-12T00:00:00.000","ACTN","P118708","BD: Health Sector Development Program"
"2013-03-14T00:00:00.000","BD","Bangladesh","TF071208","Bangladesh MDTF for","TF099305","Cyclone Shelters- Emergency 2007 Cyclone Recovery and Restoration project","BD-CC","BANGLADESH MDTF FOR CLIMATE CHANGE","2013","0","698555.54","2011-08-08T00:00:00.000","ACTN","P111272","BD:Emergency 2007 Cyclone Recovery &Rest"
"2013-03-14T00:00:00.000","BD","Bangladesh","TF071781","BD:Health Sector Dev","TF012281","USAID: Health Sector Development Program","FS-SAR","FREE-STANDING TFS FOR SAR","2013","7600000","0","2012-09-12T00:00:00.000","ACTN","P118708","BD: Health Sector Development Program"
"2013-03-14T00:00:00.000","BD","Bangladesh","TF071564","GAFSP WB Supervising","TF010378","Bangladesh Integraded Agricultural Productivity Project","GAFSP","GLOBAL AGRICULTURE AND FOOD SECURITY PRO","2013","0","4742546.97","2011-09-12T00:00:00.000","ACTN","P123457","BD Integrated Agricultural Productivity"
"2013-03-14T00:00:00.000","BD","Bangladesh","TF071370","Rapid Social Respons","TF098858","Piloting Cash Transfers for Human Development through Local Governments","RSR","RAPID SOCIAL RESPONSE PROGRAM","2013","0","884236.45","2011-10-13T00:00:00.000","ACTN","P123629","BD: SP Pilot with Local Govt - RE"
"2013-03-14T00:00:00.000","BD","Bangladesh","TF071187","Bangladesh: SPEMP","TF095283","Deepening Medium Term Budget Framework and Strengthening Financial Accountability Project","BD-SPE","STRENGTHENING PUBLIC EXPENDITURE MGMT","2013","0","4013978.81","2009-10-29T00:00:00.000","ACTN","P117248","BD: Deepening MTBF and FM Accountability"
"2013-03-14T00:00:00.000","BD","Bangladesh","TF071187","Bangladesh: SPEMP","TF095283","Deepening Medium Term Budget Framework and Strengthening Financial Accountability Project","BD-SPE","STRENGTHENING PUBLIC EXPENDITURE MGMT","2013","0","2756967.86","2009-10-29T00:00:00.000","ACTN","P117248","BD: Deepening MTBF and FM Accountability"
"2013-03-14T00:00:00.000","BD","Bangladesh","TF071778","BD:Health Sector De","TF011556","Health Sector Development Program","FS-SAR","FREE-STANDING TFS FOR SAR","2013","0","27188697.23","2012-03-28T00:00:00.000","ACTN","P118708","BD: Health Sector Development Program"
"2013-03-14T00:00:00.000","BD","Bangladesh","TF022120","IDF TRUST FUND (MAIN","TF093756","IDF: BANGLADESH CAPACITY BUILDING OF THE BUREAU OF STATISTICS","IDF","INSTITUTIONAL DEVELOMENT FUND","2013","0","-4125.22","2009-04-12T00:00:00.000","ACTN","P113101","Capacity Building of BBS, Bangladesh"
"2013-03-14T00:00:00.000","BD","Bangladesh","TF054004","Danish Carbon Fund","TF097112","Bangladesh Efficient Lighting Initiative","CARBON","CARBON FUND","2013","0","0","2010-06-28T00:00:00.000","ACTN","P118605","BD: Efficient Lighting Initiative"
"2013-03-14T00:00:00.000","BD","Bangladesh","TF070868","Callable Funds for t","TF093588","BANGLADESH: EMERGENCY 2007 CYCLONE RECOVERY AND RESTORATION PROJECT (GFDRR: CALLABLE FUND)","GFDRR","GLOBALFACILITYFORDISASTERREDUCTION&RECOV","2013","0","61894.54","2009-04-16T00:00:00.000","ACTN","P111272","BD:Emergency 2007 Cyclone Recovery &Rest"
