"financier","fiscal_year","region","country","gross_disbursement","repayments","net_disbursement","interest","fees","ibrd_commitments_us","ida_grant_commitments_us","ida_non_concessional","ida_concessional_commitments","ida_other_commitments_us"
"IDA","2011","EASTERN AND SOUTHERN AFRICA","Burundi","109855623.8","156304.3","109699319.5","896865.12","0","0","82400000","0","0","0"
"IDA","2011","EASTERN AND SOUTHERN AFRICA","Comoros","6252726.16","648118.92","5604607.24","755129.53","0","0","1800000","0","0","0"
"IDA","2011","EASTERN AND SOUTHERN AFRICA","Congo, Democratic Republic of","316861275.5","371341.36","316489934.2","7610111.93","0","0","543000000","0","0","0"
"IDA","2011","EASTERN AND SOUTHERN AFRICA","Eritrea","6856824.78","3506138.6","3350686.18","2414173.19","0","0","0","0","0","0"
"IBRD","2011","EASTERN AND SOUTHERN AFRICA","Eswatini","0","2940795.26","-2940795.26","160747.02","0","46900000","0","0","0","0"
"IDA","2011","EASTERN AND SOUTHERN AFRICA","Eswatini","0","250374.36","-250374.36","19608.43","0","0","0","0","0","0"
"IDA","2011","EASTERN AND SOUTHERN AFRICA","Ethiopia","736171795.4","5900028.21","730271767.1","13335098.87","0","0","288200000","0","341800000","0"
"IDA","2011","EASTERN AND SOUTHERN AFRICA","Kenya","229580337.3","94729446","134850891.3","23751544.82","0","0","0","0","520000000","0"
"IBRD","2011","EASTERN AND SOUTHERN AFRICA","Lesotho","0","725188.75","-725188.75","14939.21","0","0","0","0","0","0"
"IDA","2011","EASTERN AND SOUTHERN AFRICA","Lesotho","38241675.96","7839708.05","30401967.91","2325150","0","0","22900000","0","10100000","0"
"IDA","2011","EASTERN AND SOUTHERN AFRICA","Madagascar","87647578.84","2361160.08","85286418.76","8566406.39","0","0","0","0","42000000","0"
"IDA","2011","EASTERN AND SOUTHERN AFRICA","Malawi","68265494.26","255849.65","68009644.61","1349486.84","0","0","90400000","0","180200000","0"
"IBRD","2011","EASTERN AND SOUTHERN AFRICA","Mauritius","55005900.96","5081889.05","49924011.91","1817219.87","50000","0","0","0","0","0"
"IDA","2011","EASTERN AND SOUTHERN AFRICA","Mauritius","0","612580.64","-612580.64","56283.56","0","0","0","0","0","0"
"IBRD","2011","EASTERN AND SOUTHERN AFRICA","Mozambique","0","0","0","0","261610.67","0","0","0","0","0"
"IDA","2011","EASTERN AND SOUTHERN AFRICA","Mozambique","174273399.7","5081300.38","169192099.3","10388041.46","0","0","0","0","413000000","0"
"IBRD","2011","EASTERN AND SOUTHERN AFRICA","Namibia","7578401.18","7487998.48","90402.7","18771.28","18750","0","0","0","0","0"
"IDA","2011","EASTERN AND SOUTHERN AFRICA","Rwanda","166292020.4","1445094.21","164846926.2","1945784.82","0","0","70000000","0","96400000","0"
"IDA","2011","EASTERN AND SOUTHERN AFRICA","Sao Tome and Principe","357382.41","2572.01","354810.4","76076.88","0","0","19100000","0","0","0"
"IBRD","2011","EASTERN AND SOUTHERN AFRICA","Seychelles","8663055.23","0","8663055.23","185612.85","22211.48","9000000","0","0","0","0"
"IBRD","2011","EASTERN AND SOUTHERN AFRICA","South Africa","532104961.5","12754121.44","519350840.1","2135487.96","0","0","0","0","0","0"
"IDA","2011","EASTERN AND SOUTHERN AFRICA","Sudan","-102962.18","0","-102962.18","0","0","0","0","0","0","0"
"IDA","2011","EASTERN AND SOUTHERN AFRICA","Tanzania","503264078","3477908.09","499786169.9","22664138.36","0","0","0","0","419880000","0"
"IDA","2011","EASTERN AND SOUTHERN AFRICA","Uganda","243264529.6","4116041.15","239148488.4","11814802","857750","0","0","0","345000000","0"
"IDA","2011","EASTERN AND SOUTHERN AFRICA","Zambia","89985602.89","2749543.89","87236059","3138251.03","0","0","0","0","210000000","0"
"IBRD","2011","EASTERN AND SOUTHERN AFRICA","Zimbabwe","0","99925","-99925","0","0","0","0","0","0","0"
"IDA","2011","WESTERN AND CENTRAL AFRICA","Benin","87338694.88","378977.23","86959717.65","2745475.46","0","0","88300000","0","56000000","0"
"IDA","2011","WESTERN AND CENTRAL AFRICA","Burkina Faso","168577241.3","1850056.97","166727184.3","5969174.55","0","0","274000000","0","0","0"
"IDA","2011","WESTERN AND CENTRAL AFRICA","Cabo Verde","10859341.94","3819006.33","7040335.61","2210447.48","0","0","0","0","20000000","0"
"IBRD","2011","WESTERN AND CENTRAL AFRICA","Cameroon","0","5448117.7","-5448117.7","1156386.18","0","0","0","0","0","0"
"IDA","2011","WESTERN AND CENTRAL AFRICA","Cameroon","78010087.2","2251295.5","75758791.7","2563906.47","0","0","0","0","170700000","0"
"IDA","2011","WESTERN AND CENTRAL AFRICA","Central Africa","-1329.76","0","-1329.76","173947.82","0","0","0","0","0","0"
"IDA","2011","WESTERN AND CENTRAL AFRICA","Central African Republic","43460199.72","0","43460199.72","140444.24","0","0","44910000","0","31590000","0"
"IDA","2011","WESTERN AND CENTRAL AFRICA","Chad","18887935.15","20649588.37","-1761653.22","7002340.47","0","0","37050000","0","45350000","0"
"IDA","2011","WESTERN AND CENTRAL AFRICA","Congo, Republic of","23797471.56","0","23797471.56","511051.59","0","0","0","0","25000000","0"
"IBRD","2011","WESTERN AND CENTRAL AFRICA","Cote d'Ivoire","0","13566512.49","-13566512.49","490229.56","0","0","0","0","0","0"
"IDA","2011","WESTERN AND CENTRAL AFRICA","Cote d'Ivoire","80220876.33","45887810.81","34333065.52","15597579.89","11832.51","0","30000000","0","0","0"
"IDA","2011","WESTERN AND CENTRAL AFRICA","Equatorial Guinea","0","1584574.08","-1584574.08","341622.73","0","0","0","0","0","0"
"IBRD","2011","WESTERN AND CENTRAL AFRICA","Gabon","7870866.91","2940956.11","4929910.8","442137.57","0","0","0","0","0","0"
"IDA","2011","WESTERN AND CENTRAL AFRICA","Gambia, The","8952588.2","396884.62","8555703.58","433223.51","0","0","54000000","0","0","0"
"IDA","2011","WESTERN AND CENTRAL AFRICA","Ghana","417628013.5","3533734.62","414094278.8","12870404.73","374972","0","0","0","650900000","0"
"IDA","2011","WESTERN AND CENTRAL AFRICA","Guinea","89483281.94","70621134.3","18862147.64","17344839.96","0","0","112000000","0","0","0"
"IDA","2011","WESTERN AND CENTRAL AFRICA","Guinea-Bissau","10667310.07","838571.11","9828738.96","1041160.41","0","0","29250000","0","0","0"
"IDA","2011","WESTERN AND CENTRAL AFRICA","Liberia","61825481.21","332988.84","61492492.37","52665.05","0","0","11000000","0","120300000","0"
"IDA","2011","WESTERN AND CENTRAL AFRICA","Mali","158437388.5","3525823.6","154911564.9","6084492.45","0","0","0","0","163200000","0"
"IDA","2011","WESTERN AND CENTRAL AFRICA","Mauritania","37110893.07","607123.91","36503769.16","2353217.41","0","0","0","0","23100000","0"
"IDA","2011","WESTERN AND CENTRAL AFRICA","Niger","43460335.44","717108.47","42743226.97","2525042.72","0","0","0","0","262000000","0"
"IBRD","2011","WESTERN AND CENTRAL AFRICA","Nigeria","0","56926611.36","-56926611.36","966730.79","0","0","0","0","0","0"
"IDA","2011","WESTERN AND CENTRAL AFRICA","Nigeria","434156557.2","28470998.5","405685558.7","26744662.75","0","0","0","0","580000000","0"
"IDA","2011","WESTERN AND CENTRAL AFRICA","Senegal","173718866.9","5530004.41","168188862.5","7559728.86","0","0","0","0","158300000","0"
"IDA","2011","WESTERN AND CENTRAL AFRICA","Sierra Leone","77844148.84","36405.62","77807743.22","1026771.54","0","0","49500000","0","41000000","0"
"IDA","2011","WESTERN AND CENTRAL AFRICA","Togo","64156366.49","11205830.66","52950535.83","2360601.68","0","0","77000000","0","0","0"
"IBRD","2011","WESTERN AND CENTRAL AFRICA","Western Africa","0","20573.94","-20573.94","762.56","0","0","0","0","0","0"
"IDA","2011","WESTERN AND CENTRAL AFRICA","Western Africa","41367017.13","2761659.05","38605358.08","793732.12","0","0","0","0","0","0"
"IDA","2011","EAST ASIA AND PACIFIC","Cambodia","46406734.54","8597792.04","37808942.5","4170456.58","0","0","34000000","0","34000000","0"
"IBRD","2011","EAST ASIA AND PACIFIC","China","1185296436","1143105995","42190441.1","132556126.6","4685000","1740000000","0","0","0","0"
"IDA","2011","EAST ASIA AND PACIFIC","China","0","372855191.9","-372855191.9","65635211.99","0","0","0","0","0","0"
"IBRD","2011","EAST ASIA AND PACIFIC","Indonesia","2100799227","768362444.2","1332436783","271805774.6","7731575","2242650000","0","0","0","0"
"IDA","2011","EAST ASIA AND PACIFIC","Indonesia","85259581.78","34697837.72","50561744.06","17137730.91","0","0","0","0","0","0"
"IDA","2011","EAST ASIA AND PACIFIC","Kiribati","0","0","0","0","0","0","20000000","0","0","0"
"IBRD","2011","EAST ASIA AND PACIFIC","Korea, Republic of","0","402603620","-402603620","12369413.25","0","0","0","0","0","0"
"IDA","2011","EAST ASIA AND PACIFIC","Lao People's Democratic Republic","56303261.2","15588925.48","40714335.72","4833212.42","282059.07","0","45000000","0","0","0"
"IBRD","2011","EAST ASIA AND PACIFIC","Malaysia","0","16733334.29","-16733334.29","491850.06","0","0","0","0","0","0"
"IDA","2011","EAST ASIA AND PACIFIC","Mongolia","59761592.98","5010887.44","54750705.54","2982580.82","0","0","0","0","65700000","0"
"IBRD","2011","EAST ASIA AND PACIFIC","Papua New Guinea","0","11713057.57","-11713057.57","1159257.45","0","0","0","0","0","0"
"IDA","2011","EAST ASIA AND PACIFIC","Papua New Guinea","11129653.72","3686827.6","7442826.12","626997.02","0","0","0","0","100710000","0"
"IBRD","2011","EAST ASIA AND PACIFIC","Philippines","477877096.1","289090801.3","188786294.7","73491060.28","847810","319124000","0","0","0","0"
"IDA","2011","EAST ASIA AND PACIFIC","Philippines","0","7016244.89","-7016244.89","1276820.9","0","0","0","0","0","0"
"IDA","2011","EAST ASIA AND PACIFIC","Samoa","3057288.54","2243185.68","814102.86","688355.01","0","0","0","0","10000000","0"
"IDA","2011","EAST ASIA AND PACIFIC","Solomon Islands","3694787.19","1234459.66","2460327.53","304060.1","0","0","3000000","0","0","0"
"IDA","2011","EAST ASIA AND PACIFIC","Taiwan, China","0","474695.76","-474695.76","4450.3","0","0","0","0","0","0"
"IBRD","2011","EAST ASIA AND PACIFIC","Thailand","214122.88","7020000","-6805877.12","561551.57","198250","1000000000","0","0","0","0"
"IDA","2011","EAST ASIA AND PACIFIC","Thailand","0","3376667.2","-3376667.2","424344.92","0","0","0","0","0","0"
"IDA","2011","EAST ASIA AND PACIFIC","Timor-Leste","3600923.04","0","3600923.04","0","0","0","25000000","0","0","0"
"IDA","2011","EAST ASIA AND PACIFIC","Tonga","7806295.37","173638.84","7632656.53","175585.11","0","0","10000000","0","0","0"
"IDA","2011","EAST ASIA AND PACIFIC","Vanuatu","0","559778.03","-559778.03","82930.6","0","0","0","0","0","0"
"IBRD","2011","EAST ASIA AND PACIFIC","Vietnam","200000000","0","200000000","4721223.88","500000","1067790000","0","0","0","0"
"IDA","2011","EAST ASIA AND PACIFIC","Vietnam","961180716.4","54265542.87","906915173.5","51446130.14","303779.94","0","0","0","1280010000","0"
"IBRD","2011","EUROPE AND CENTRAL ASIA","Albania","3564996.22","192861","3372135.22","408982.35","248599.36","25000000","0","0","0","0"
"IDA","2011","EUROPE AND CENTRAL ASIA","Albania","29541651.08","11633459.98","17908191.1","6306072.89","0","0","0","0","0","0"
"IBRD","2011","EUROPE AND CENTRAL ASIA","Armenia","44441376.26","1063375.23","43378001.03","612996.97","222500","126000000","0","0","0","0"
"IDA","2011","EUROPE AND CENTRAL ASIA","Armenia","52612584.68","16855041.55","35757543.13","8622615.1","0","0","0","0","37000000","0"
"IBRD","2011","EUROPE AND CENTRAL ASIA","Azerbaijan","111643735.9","0","111643735.9","3152427.36","429000","39400000","0","0","0","0"
"IDA","2011","EUROPE AND CENTRAL ASIA","Azerbaijan","49255402.6","10778473.63","38476928.97","5819760.03","0","0","0","0","86000000","0"
"IBRD","2011","EUROPE AND CENTRAL ASIA","Belarus","36936557.51","1509242.34","35427315.17","2041005.34","181265","180000000","0","0","0","0"
"IBRD","2011","EUROPE AND CENTRAL ASIA","Bosnia and Herzegovina","61544569.79","25253675.05","36290894.74","7408926.07","335509.51","0","0","0","0","0"
"IDA","2011","EUROPE AND CENTRAL ASIA","Bosnia and Herzegovina","110289145.7","19497141.6","90792004.14","8508539.48","0","0","0","0","10000000","0"
"IBRD","2011","EUROPE AND CENTRAL ASIA","Bulgaria","22043424.87","95935238.4","-73891813.53","18520124.09","0","0","0","0","0","0"
"IDA","2011","EUROPE AND CENTRAL ASIA","Central Asia","5228348.53","0","5228348.53","0","0","0","8700000","0","0","0"
"IBRD","2011","EUROPE AND CENTRAL ASIA","Croatia","386406923.5","157277256.8","229129666.7","22169467.12","687935.35","241800000","0","0","0","0"
"IBRD","2011","EUROPE AND CENTRAL ASIA","Estonia","0","3426221.65","-3426221.65","517380.14","0","0","0","0","0","0"
"IBRD","2011","EUROPE AND CENTRAL ASIA","Georgia","88690367.13","0","88690367.13","976073.81","108750","43500000","0","0","0","0"
"IDA","2011","EUROPE AND CENTRAL ASIA","Georgia","64234882.26","16180870.45","48054011.81","8649053.09","0","0","0","0","51500000","0"
"IBRD","2011","EUROPE AND CENTRAL ASIA","Hungary","0","17785714.58","-17785714.58","551651.8","0","0","0","0","0","0"
"IBRD","2011","EUROPE AND CENTRAL ASIA","Kazakhstan","1307989009","42416074.65","1265572934","10361693.65","2737500","127230000","0","0","0","0"
"IBRD","2011","EUROPE AND CENTRAL ASIA","Kosovo","0","14434804.49","-14434804.49","11068747.14","0","0","0","0","0","0"
"IDA","2011","EUROPE AND CENTRAL ASIA","Kosovo","6274418","0","6274418","0","0","0","0","0","33300000","0"
"IDA","2011","EUROPE AND CENTRAL ASIA","Kyrgyz Republic","70008233.98","14658999.24","55349234.74","4726197.07","0","0","63000000","0","79000000","0"
"IBRD","2011","EUROPE AND CENTRAL ASIA","Latvia","133293600","12994754.62","120298845.4","12621749.77","0","142085000","0","0","0","0"
"IBRD","2011","EUROPE AND CENTRAL ASIA","Lithuania","0","3132149.56","-3132149.56","169544","0","0","0","0","0","0"
"IBRD","2011","EUROPE AND CENTRAL ASIA","Moldova","0","17393671.92","-17393671.92","1187752.56","0","0","0","0","0","0"
"IDA","2011","EUROPE AND CENTRAL ASIA","Moldova","74545324.52","4479105.34","70066219.18","2680366.05","0","0","0","0","67000000","0"
"IBRD","2011","EUROPE AND CENTRAL ASIA","Montenegro","5317959.57","11257735.26","-5939775.69","5685344.94","16023.94","5500000","0","0","0","0"
"IDA","2011","EUROPE AND CENTRAL ASIA","Montenegro","3113061.03","0","3113061.03","617112.26","0","0","0","0","0","0"
"IBRD","2011","EUROPE AND CENTRAL ASIA","North Macedonia","62146285.83","15752113.74","46394172.09","3981034.07","30848.63","24100000","0","0","0","0"
"IDA","2011","EUROPE AND CENTRAL ASIA","North Macedonia","0","8792573.64","-8792573.64","2713363.93","0","0","0","0","0","0"
"IBRD","2011","EUROPE AND CENTRAL ASIA","Poland","1285938340","382066022.1","903872317.8","75697987.58","3148125","1114500000","0","0","0","0"
"IBRD","2011","EUROPE AND CENTRAL ASIA","Romania","575312289.4","272457783.8","302854505.5","50838942.47","1478831.58","1090900000","0","0","0","0"
"IBRD","2011","EUROPE AND CENTRAL ASIA","Russian Federation","127976047.7","724712546.8","-596736499.1","24804756.15","250000","125000000","0","0","0","0"
"IBRD","2011","EUROPE AND CENTRAL ASIA","Serbia","51067105.06","74605336.81","-23538231.75","47455484.56","11814794.92","505000000","0","0","0","0"
"IDA","2011","EUROPE AND CENTRAL ASIA","Serbia","18472477.32","0","18472477.32","5175778.42","0","0","0","0","0","0"
"IBRD","2011","EUROPE AND CENTRAL ASIA","Slovak Republic","0","28948911.27","-28948911.27","2402812.03","0","0","0","0","0","0"
"IBRD","2011","EUROPE AND CENTRAL ASIA","Slovenia","0","5155339.05","-5155339.05","234764.28","0","0","0","0","0","0"
"IDA","2011","EUROPE AND CENTRAL ASIA","Tajikistan","69468706.46","4683310.92","64785395.54","2772810.78","0","0","38200000","0","0","0"
"IBRD","2011","EUROPE AND CENTRAL ASIA","Turkey","2380799369","712619786.8","1668179583","174649489.3","6072283.31","1370000000","0","0","0","0"
"IDA","2011","EUROPE AND CENTRAL ASIA","Turkey","0","5884982.14","-5884982.14","324314.98","0","0","0","0","0","0"
"IBRD","2011","EUROPE AND CENTRAL ASIA","Turkmenistan","0","1446600","-1446600","87656.81","0","0","0","0","0","0"
"IBRD","2011","EUROPE AND CENTRAL ASIA","Ukraine","181977223.6","255665797.1","-73688573.47","32139054.3","150000","200000000","0","0","0","0"
"IBRD","2011","EUROPE AND CENTRAL ASIA","Uzbekistan","5997790.76","35672716.31","-29674925.55","10080601.66","0","110000000","0","0","0","0"
"IDA","2011","EUROPE AND CENTRAL ASIA","Uzbekistan","32302962.66","0","32302962.66","803044.06","0","0","0","0","181000000","0"
"IBRD","2011","LATIN AMERICA AND CARIBBEAN","Argentina","748046939.9","670181817.3","77865122.53","138316161.8","2550000","2221000000","0","0","0","0"
"IBRD","2011","LATIN AMERICA AND CARIBBEAN","Barbados","1606882.09","1709595.21","-102713.12","634545.64","0","0","0","0","0","0"
"IBRD","2011","LATIN AMERICA AND CARIBBEAN","Belize","1130931.58","4473294.58","-3342363","194420.89","37500","15000000","0","0","0","0"
"IBRD","2011","LATIN AMERICA AND CARIBBEAN","Bolivia","0","8340","-8340","1014.78","0","0","0","0","0","0"
"IDA","2011","LATIN AMERICA AND CARIBBEAN","Bolivia","48569853.1","2205633.21","46364219.89","2470727.05","0","0","0","0","159500000","0"
"IBRD","2011","LATIN AMERICA AND CARIBBEAN","Brazil","3065686657","4169491749","-1103805092","174661547.8","36814859.84","2538358000","0","0","0","0"
"IDA","2011","LATIN AMERICA AND CARIBBEAN","Caribbean","629185.13","1019822.08","-390636.95","157740.99","0","0","0","0","0","0"
"IDA","2011","LATIN AMERICA AND CARIBBEAN","Central America","1088091.81","0","1088091.81","0","0","0","0","0","0","0"
"IBRD","2011","LATIN AMERICA AND CARIBBEAN","Chile","23242219.15","65904615.68","-42662396.53","1462834.5","8141","0","0","0","0","0"
"IDA","2011","LATIN AMERICA AND CARIBBEAN","Chile","0","688241.67","-688241.67","3871.38","0","0","0","0","0","0"
"IBRD","2011","LATIN AMERICA AND CARIBBEAN","Colombia","486416271.3","339668533.1","146747738.2","252719098.9","62500","315000000","0","0","0","0"
"IDA","2011","LATIN AMERICA AND CARIBBEAN","Colombia","0","706353.06","-706353.06","3973.26","0","0","0","0","0","0"
"IBRD","2011","LATIN AMERICA AND CARIBBEAN","Costa Rica","512041309.3","8230984.71","503810324.6","6098911.38","1250000","0","0","0","0","0"
"IDA","2011","LATIN AMERICA AND CARIBBEAN","Costa Rica","0","164815.79","-164815.79","927.06","0","0","0","0","0","0"
"IBRD","2011","LATIN AMERICA AND CARIBBEAN","Dominica","0","396742.55","-396742.55","27768.49","0","0","0","0","0","0"
"IDA","2011","LATIN AMERICA AND CARIBBEAN","Dominica","731863.38","543770.56","188092.82","196832","0","0","0","0","0","0"
"IBRD","2011","LATIN AMERICA AND CARIBBEAN","Dominican Republic","181200319.9","64697381.31","116502938.6","30629263.67","450000","150000000","0","0","0","0"
"IDA","2011","LATIN AMERICA AND CARIBBEAN","Dominican Republic","0","662448.1","-662448.1","56775.68","0","0","0","0","0","0"
"IBRD","2011","LATIN AMERICA AND CARIBBEAN","Ecuador","4825282.38","88024655.31","-83199372.93","15732650.41","0","0","0","0","0","0"
"IDA","2011","LATIN AMERICA AND CARIBBEAN","Ecuador","0","1125960.9","-1125960.9","74017.68","0","0","0","0","0","0"
"IBRD","2011","LATIN AMERICA AND CARIBBEAN","El Salvador","410337821.6","64603701.22","345734120.4","15077709.18","875000","150000000","0","0","0","0"
"IDA","2011","LATIN AMERICA AND CARIBBEAN","El Salvador","0","839983.2","-839983.2","59607.3","0","0","0","0","0","0"
"IBRD","2011","LATIN AMERICA AND CARIBBEAN","Grenada","5145020.29","1592714.02","3552306.27","365069.12","11250","0","0","0","0","0"
"IDA","2011","LATIN AMERICA AND CARIBBEAN","Grenada","5324478.07","426304.65","4898173.42","316368.36","0","0","0","0","12800000","0"
"IBRD","2011","LATIN AMERICA AND CARIBBEAN","Guatemala","58756020.53","78044163.65","-19288143.12","53992002.28","0","132000000","0","0","0","0"
"IDA","2011","LATIN AMERICA AND CARIBBEAN","Guyana","415643.84","130801.6","284842.24","71240.83","0","0","0","0","14200000","0"
"IDA","2011","LATIN AMERICA AND CARIBBEAN","Haiti","92800469.17","0","92800469.17","0","0","0","78000000","0","0","0"
"IDA","2011","LATIN AMERICA AND CARIBBEAN","Honduras","118584340.3","1105404.96","117478935.3","4103991.95","0","0","0","0","111100000","0"
"IBRD","2011","LATIN AMERICA AND CARIBBEAN","Jamaica","22242671.23","36244941.44","-14002270.21","10873893.97","0","15000000","0","0","0","0"
"IBRD","2011","LATIN AMERICA AND CARIBBEAN","Mexico","2407319163","743516019.1","1663803144","246664651.9","10093107.5","2753507207","0","0","0","0"
"IDA","2011","LATIN AMERICA AND CARIBBEAN","Nicaragua","41671657.11","633252.3","41038404.81","3252883.5","0","0","11000000","0","39500000","0"
"IBRD","2011","LATIN AMERICA AND CARIBBEAN","Panama","23084036.82","42226111.18","-19142074.36","16251640.18","0","155000000","0","0","0","0"
"IBRD","2011","LATIN AMERICA AND CARIBBEAN","Paraguay","12205961.72","34827067.55","-22621105.83","5216115.1","0","100000000","0","0","0","0"
"IDA","2011","LATIN AMERICA AND CARIBBEAN","Paraguay","0","1493031.6","-1493031.6","102484.05","0","0","0","0","0","0"
"IBRD","2011","LATIN AMERICA AND CARIBBEAN","Peru","262985499.5","266194235.8","-3208736.35","60959648.89","1262500","524500000","0","0","0","0"
"IBRD","2011","LATIN AMERICA AND CARIBBEAN","St. Kitts and Nevis","34780.4","2335392.6","-2300612.2","144396.76","0","0","0","0","0","0"
"IDA","2011","LATIN AMERICA AND CARIBBEAN","St. Kitts and Nevis","0","41964.17","-41964.17","9691.9","0","0","0","0","0","0"
"IBRD","2011","LATIN AMERICA AND CARIBBEAN","St. Lucia","4314049.45","2878718.67","1435330.78","631581.95","10000","0","0","0","0","0"
"IDA","2011","LATIN AMERICA AND CARIBBEAN","St. Lucia","10879457.03","675828.9","10203628.13","399458.45","0","0","0","0","17800000","0"
"IBRD","2011","LATIN AMERICA AND CARIBBEAN","St. Vincent and the Grenadines","3487184.84","534466.7","2952718.14","164023.93","0","0","0","0","0","0"
"IDA","2011","LATIN AMERICA AND CARIBBEAN","St. Vincent and the Grenadines","820825.07","355441.9","465383.17","151467.08","0","0","0","0","15920000","0"
"IBRD","2011","LATIN AMERICA AND CARIBBEAN","Trinidad and Tobago","1948899.73","3640275.04","-1691375.31","731311.74","0","0","0","0","0","0"
"IBRD","2011","LATIN AMERICA AND CARIBBEAN","Uruguay","140928205.8","90102002.47","50826203.36","13804525.87","250000","100000000","0","0","0","0"
"IBRD","2011","MIDDLE EAST AND NORTH AFRICA","Algeria","-30555.39","679773.45","-710328.84","511600.14","0","0","0","0","0","0"
"IDA","2011","MIDDLE EAST AND NORTH AFRICA","Djibouti","3081870.07","2745613.36","336256.71","1142552.05","0","0","5830000","0","0","0"
"IBRD","2011","MIDDLE EAST AND NORTH AFRICA","Egypt, Arab Republic of","177950759.7","92080448.86","85870310.79","37450438.73","1637500","630000000","0","0","0","0"
"IDA","2011","MIDDLE EAST AND NORTH AFRICA","Egypt, Arab Republic of","3353729.21","54286639.38","-50932910.17","9845535.4","0","0","0","0","0","0"
"IBRD","2011","MIDDLE EAST AND NORTH AFRICA","Iran, Islamic Republic of","27398788.44","85063902.71","-57665114.27","6999788.56","0","0","0","0","0","0"
"IBRD","2011","MIDDLE EAST AND NORTH AFRICA","Iraq","0","0","0","2400577.42","0","0","0","0","0","0"
"IDA","2011","MIDDLE EAST AND NORTH AFRICA","Iraq","33801325.13","0","33801325.13","711836.63","0","0","0","0","0","0"
"IBRD","2011","MIDDLE EAST AND NORTH AFRICA","Jordan","28768900.55","104272206.6","-75503306.05","13013688.75","214407.87","0","0","0","0","0"
"IDA","2011","MIDDLE EAST AND NORTH AFRICA","Jordan","0","2555426.81","-2555426.81","256564.23","0","0","0","0","0","0"
"IBRD","2011","MIDDLE EAST AND NORTH AFRICA","Lebanon","41791087.02","35525999.46","6265087.56","3796467.31","0","240000000","0","0","0","0"
"IBRD","2011","MIDDLE EAST AND NORTH AFRICA","Morocco","242192897","198553729.9","43639167.1","54272234.03","1662427.9","480300000","0","0","0","0"
"IDA","2011","MIDDLE EAST AND NORTH AFRICA","Morocco","0","1355647.36","-1355647.36","114472.07","0","0","0","0","0","0"
"IDA","2011","MIDDLE EAST AND NORTH AFRICA","Syrian Arab Republic","0","1458639.5","-1458639.5","114717.3","0","0","0","0","0","0"
"IBRD","2011","MIDDLE EAST AND NORTH AFRICA","Tunisia","249714323.9","160454293.2","89260030.74","41685039.08","452142.63","591600000","0","0","0","0"
"IDA","2011","MIDDLE EAST AND NORTH AFRICA","Tunisia","0","2114567.96","-2114567.96","138343.27","0","0","0","0","0","0"
"IDA","2011","MIDDLE EAST AND NORTH AFRICA","Yemen, Republic of","144337981.8","49285926.46","95052055.32","16124528.93","0","0","117000000","0","0","0"
"IBRD","2011","OTHER","World","0","0","0","2007392.86","0","0","0","0","0","0"
"IDA","2011","SOUTH ASIA","Afghanistan","137660423.5","0","137660423.5","1810720.02","0","0","261800000","0","0","0"
"IDA","2011","SOUTH ASIA","Bangladesh","435858148.8","253717341.5","182140807.3","79451522.16","151517.99","0","0","0","2174900000","0"
"IDA","2011","SOUTH ASIA","Bhutan","36265626.15","1713527.11","34552099.04","839368.16","0","0","0","0","27000000","0"
"IBRD","2011","SOUTH ASIA","India","1198233854","597156263","601077590.7","87396902.48","4521275","3469000000","0","0","0","0"
"IDA","2011","SOUTH ASIA","India","1189302207","870877935.4","318424271.6","191314629.6","0","0","0","0","2072040000","0"
"IDA","2011","SOUTH ASIA","Maldives","9136909.54","1872625.86","7264283.68","730186.58","0","0","12000000","0","0","0"
"IDA","2011","SOUTH ASIA","Nepal","237711491","44940491.55","192770999.5","10543068.51","0","0","131340000","0","223660000","0"
"IBRD","2011","SOUTH ASIA","Pakistan","34521552.83","172087102.7","-137565549.9","15536465.33","364000","261400000","0","0","0","0"
"IDA","2011","SOUTH ASIA","Pakistan","772203347.2","169272093.9","602931253.3","83257369.21","0","0","0","0","1291500000","0"
"IDA","2011","SOUTH ASIA","Sri Lanka","209338369.3","63708261.1","145630108.2","18295111.56","0","0","0","0","205400000","0"
"IDA","2012","AFRICA","Africa","42867177.78","151583.25","42715594.53","84654.1","0","0","76500000","0","0","0"
"IDA","2012","EASTERN AND SOUTHERN AFRICA","Angola","47059290.71","8548409.33","38510881.38","4158556.77","0","0","0","0","0","0"
"IBRD","2012","EASTERN AND SOUTHERN AFRICA","Botswana","20360824.69","0","20360824.69","473569.5","360062.36","0","0","0","0","0"
"IDA","2012","EASTERN AND SOUTHERN AFRICA","Botswana","0","477444.22","-477444.22","29979.66","0","0","0","0","0","0"
"IDA","2012","EASTERN AND SOUTHERN AFRICA","Burundi","100292316.1","285862.96","100006453.1","1299194.01","0","0","65000000","0","0","0"
"IDA","2012","EASTERN AND SOUTHERN AFRICA","Comoros","2978791.07","679940.24","2298850.83","856138.23","0","0","0","0","0","0"
"IDA","2012","EASTERN AND SOUTHERN AFRICA","Congo, Democratic Republic of","465160537.1","0","465160537.1","6787629.84","0","0","201500000","0","0","0"
"IDA","2012","EASTERN AND SOUTHERN AFRICA","Eritrea","13974023.34","2955304.69","11018718.65","1257519.46","0","0","0","0","0","0"
"IBRD","2012","EASTERN AND SOUTHERN AFRICA","Eswatini","785000","535973.07","249026.93","82333.77","117250","0","0","0","0","0"
