"financier","fiscal_year","region","country","gross_disbursement","repayments","net_disbursement","interest","fees","ibrd_commitments_us","ida_grant_commitments_us","ida_non_concessional","ida_concessional_commitments","ida_other_commitments_us"
"IDA","2012","EASTERN AND SOUTHERN AFRICA","Eswatini","0","199682.27","-199682.27","14995.08","0","0","0","0","0","0"
"IDA","2012","EASTERN AND SOUTHERN AFRICA","Ethiopia","725434337.8","7827648.32","717606689.5","16451108.33","0","0","0","0","920000000","0"
"IDA","2012","EASTERN AND SOUTHERN AFRICA","Kenya","266319618.7","106438854.2","159880764.5","26205702.31","547397.26","0","0","0","711900000","166000000"
"IBRD","2012","EASTERN AND SOUTHERN AFRICA","Lesotho","0","725188.73","-725188.73","9642.14","0","0","0","0","0","0"
"IDA","2012","EASTERN AND SOUTHERN AFRICA","Lesotho","25520378.92","8899815.44","16620563.48","2507825.32","0","0","13000000","0","10000000","0"
"IDA","2012","EASTERN AND SOUTHERN AFRICA","Madagascar","58135377.69","5040277.46","53095100.23","9133898.23","0","0","0","0","6000000","0"
"IDA","2012","EASTERN AND SOUTHERN AFRICA","Malawi","91510761.23","502118.93","91008642.3","2107703.38","0","0","79250000","0","155750000","0"
"IBRD","2012","EASTERN AND SOUTHERN AFRICA","Mauritius","15126909.89","6310021.62","8816888.27","2408955.25","87431.6","35000000","0","0","0","0"
"IDA","2012","EASTERN AND SOUTHERN AFRICA","Mauritius","0","612580.64","-612580.64","52313.68","0","0","0","0","0","0"
"IBRD","2012","EASTERN AND SOUTHERN AFRICA","Mozambique","0","0","0","0","163091.55","0","0","0","0","0"
"IDA","2012","EASTERN AND SOUTHERN AFRICA","Mozambique","248163205.2","9867859.23","238295346","12095761.06","0","0","0","0","377000000","0"
"IDA","2012","EASTERN AND SOUTHERN AFRICA","Rwanda","215876084.4","2761510.64","213114573.7","2528909.55","0","0","100000000","0","150000000","0"
"IDA","2012","EASTERN AND SOUTHERN AFRICA","Sao Tome and Principe","19150595.73","7001.09","19143594.64","109076.19","0","0","4200000","0","0","0"
"IBRD","2012","EASTERN AND SOUTHERN AFRICA","Seychelles","0","0","0","503384.81","0","0","0","0","0","0"
"IBRD","2012","EASTERN AND SOUTHERN AFRICA","South Africa","436503059.2","2679327.75","433823731.4","5102961.59","0","0","0","0","0","0"
"IDA","2012","EASTERN AND SOUTHERN AFRICA","Tanzania","503699883.7","7721611.97","495978271.7","26523538.74","0","0","0","0","420000000","0"
"IDA","2012","EASTERN AND SOUTHERN AFRICA","Uganda","250516978.9","9030330.37","241486648.5","13749523.93","1025704.87","0","0","0","235000000","0"
"IDA","2012","EASTERN AND SOUTHERN AFRICA","Zambia","68863073.04","3576741.07","65286331.97","3698267.68","0","0","0","0","140000000","0"
"IDA","2012","WESTERN AND CENTRAL AFRICA","Benin","92310849.59","791862.38","91518987.21","2996840.2","0","0","40000000","0","46000000","0"
"IDA","2012","WESTERN AND CENTRAL AFRICA","Burkina Faso","249498709","3982478.14","245516230.8","6168879.64","0","0","303900000","0","0","0"
"IBRD","2012","WESTERN AND CENTRAL AFRICA","Cabo Verde","0","0","0","0","129157.58","53500000","0","0","0","0"
"IDA","2012","WESTERN AND CENTRAL AFRICA","Cabo Verde","3603446.42","3982361.33","-378914.91","2369786.89","0","0","0","0","12000000","0"
"IBRD","2012","WESTERN AND CENTRAL AFRICA","Cameroon","0","5396477.7","-5396477.7","912352.82","0","0","0","0","0","0"
"IDA","2012","WESTERN AND CENTRAL AFRICA","Cameroon","78464458.41","2693442.84","75771015.57","2956638.16","0","0","0","0","162000000","82000000"
"IDA","2012","WESTERN AND CENTRAL AFRICA","Central Africa","3525536.9","0","3525536.9","180727.01","0","0","0","0","0","0"
"IDA","2012","WESTERN AND CENTRAL AFRICA","Central African Republic","43521298.17","203290.5","43318007.67","48953.96","0","0","7650000","0","9350000","0"
"IDA","2012","WESTERN AND CENTRAL AFRICA","Chad","26381703.83","22599289.98","3782413.85","6246471.5","0","0","0","0","25000000","0"
"IDA","2012","WESTERN AND CENTRAL AFRICA","Congo, Republic of","32124969.73","30143.86","32094825.87","642769.28","0","0","0","0","15000000","0"
"IBRD","2012","WESTERN AND CENTRAL AFRICA","Cote d'Ivoire","0","6262282.51","-6262282.51","126612.86","0","0","0","0","0","0"
"IDA","2012","WESTERN AND CENTRAL AFRICA","Cote d'Ivoire","264209426.2","50627610.03","213581816.1","12577780.38","0","0","390000000","0","0","0"
"IDA","2012","WESTERN AND CENTRAL AFRICA","Equatorial Guinea","0","2376734.58","-2376734.58","376331.59","0","0","0","0","0","0"
"IBRD","2012","WESTERN AND CENTRAL AFRICA","Gabon","15797289.2","3183519.75","12613769.45","673934.46","0","58000000","0","0","0","0"
"IDA","2012","WESTERN AND CENTRAL AFRICA","Gambia, The","29002905.08","996576.46","28006328.62","456463.98","0","0","6000000","0","0","0"
"IDA","2012","WESTERN AND CENTRAL AFRICA","Ghana","342943907.3","8348978.69","334594928.6","16819058.91","376027.4","0","150000000","0","320300000","0"
"IDA","2012","WESTERN AND CENTRAL AFRICA","Guinea","59761449.96","41847072.04","17914377.92","9094018.89","0","0","53300000","0","0","0"
"IDA","2012","WESTERN AND CENTRAL AFRICA","Guinea-Bissau","20243047.27","22124.2","20220923.07","432382.75","0","0","0","0","0","0"
"IDA","2012","WESTERN AND CENTRAL AFRICA","Liberia","55266432","0","55266432","117182.09","0","0","0","0","191500000","0"
"IDA","2012","WESTERN AND CENTRAL AFRICA","Mali","134530033.5","4318612.59","130211420.9","7138932.01","0","0","30000000","0","23000000","0"
"IDA","2012","WESTERN AND CENTRAL AFRICA","Mauritania","39801789.45","2694533.89","37107255.56","2601243.16","0","0","0","0","0","0"
"IDA","2012","WESTERN AND CENTRAL AFRICA","Niger","131458698.9","1520931.78","129937767.1","2252841.15","0","0","0","0","115000000","0"
"IBRD","2012","WESTERN AND CENTRAL AFRICA","Nigeria","0","15586196.64","-15586196.64","217450.54","0","0","0","0","0","0"
"IDA","2012","WESTERN AND CENTRAL AFRICA","Nigeria","736279141.8","82617091.77","653662050","30065716.64","0","0","0","0","1145000000","200000000"
"IDA","2012","WESTERN AND CENTRAL AFRICA","Senegal","137192439.7","8955305.52","128237134.2","8593424.26","0","0","0","0","125600000","0"
"IDA","2012","WESTERN AND CENTRAL AFRICA","Sierra Leone","62914543.16","190573.24","62723969.92","1376503.17","0","0","26000000","0","41000000","0"
"IDA","2012","WESTERN AND CENTRAL AFRICA","Togo","30677777.58","0","30677777.58","0","0","0","14000000","0","14000000","0"
"IDA","2012","WESTERN AND CENTRAL AFRICA","Western Africa","27242680","2350744.7","24891935.3","859892.53","0","0","0","0","0","0"
"IDA","2012","EAST ASIA AND PACIFIC","Cambodia","43479711.09","9207416.45","34272294.64","4465125.57","0","0","0","0","0","0"
"IBRD","2012","EAST ASIA AND PACIFIC","China","1362024361","1266902118","95122242.99","125231019.6","3200000","1260000000","0","0","0","0"
"IDA","2012","EAST ASIA AND PACIFIC","China","0","1704372644","-1704372644","62980059.44","0","0","0","0","0","0"
"IBRD","2012","EAST ASIA AND PACIFIC","Indonesia","1521545545","549465361.4","972080183.2","256165873.4","5165475","3245830000","0","0","0","0"
"IDA","2012","EAST ASIA AND PACIFIC","Indonesia","21651650.07","93527673.19","-71876023.12","17488347.54","0","0","0","0","0","0"
"IDA","2012","EAST ASIA AND PACIFIC","Kiribati","694503.28","0","694503.28","0","0","0","22910000","0","0","0"
"IBRD","2012","EAST ASIA AND PACIFIC","Korea, Republic of","0","371460067.7","-371460067.7","7064433.28","0","0","0","0","0","0"
"IDA","2012","EAST ASIA AND PACIFIC","Lao People's Democratic Republic","48550475.11","18192573.84","30357901.27","4990305.52","266263.06","0","26600000","0","0","0"
"IBRD","2012","EAST ASIA AND PACIFIC","Malaysia","0","33333.39","-33333.39","1203.36","0","0","0","0","0","0"
"IDA","2012","EAST ASIA AND PACIFIC","Mekong","0","0","0","0","0","0","8000000","0","0","0"
"IDA","2012","EAST ASIA AND PACIFIC","Mongolia","31047731.4","6539576.59","24508154.81","3443771.07","0","0","0","0","15000000","0"
"IBRD","2012","EAST ASIA AND PACIFIC","Papua New Guinea","0","12504447.76","-12504447.76","1045235.28","0","0","0","0","0","0"
"IDA","2012","EAST ASIA AND PACIFIC","Papua New Guinea","25988671.27","3665586.9","22323084.37","728834.35","0","0","0","0","0","0"
"IBRD","2012","EAST ASIA AND PACIFIC","Philippines","960273672.1","251372215.9","708901456.2","72401591.5","3150000","825000000","0","0","0","0"
"IDA","2012","EAST ASIA AND PACIFIC","Philippines","0","8993876.82","-8993876.82","1266499.16","0","0","0","0","0","0"
"IDA","2012","EAST ASIA AND PACIFIC","Samoa","3568538.01","2266680.61","1301857.4","773447.46","0","0","0","0","8000000","0"
"IDA","2012","EAST ASIA AND PACIFIC","Solomon Islands","6940915.71","1246517.28","5694398.43","321943","0","0","2000000","0","0","0"
"IDA","2012","EAST ASIA AND PACIFIC","Taiwan, China","0","237348.27","-237348.27","890.06","0","0","0","0","0","0"
"IBRD","2012","EAST ASIA AND PACIFIC","Thailand","1268825.38","7020000","-5751174.62","508420.51","0","0","0","0","0","0"
"IDA","2012","EAST ASIA AND PACIFIC","Thailand","0","54046816.34","-54046816.34","131459.17","0","0","0","0","0","0"
"IDA","2012","EAST ASIA AND PACIFIC","Timor-Leste","6310415.44","0","6310415.44","0","0","0","0","0","0","0"
"IDA","2012","EAST ASIA AND PACIFIC","Tonga","14492860.19","174192.32","14318667.87","179979.13","0","0","53410000","0","0","0"
"IDA","2012","EAST ASIA AND PACIFIC","Tuvalu","200839.99","0","200839.99","0","0","0","11850000","0","0","0"
"IDA","2012","EAST ASIA AND PACIFIC","Vanuatu","0","599397.12","-599397.12","89966.77","0","0","0","0","0","0"
"IBRD","2012","EAST ASIA AND PACIFIC","Vietnam","124962475.6","0","124962475.6","6229416.48","2669475","100000000","0","0","0","0"
"IDA","2012","EAST ASIA AND PACIFIC","Vietnam","1280804516","69323489.78","1211481026","62197264.28","246518.11","0","0","0","1049000000","0"
"IBRD","2012","EUROPE AND CENTRAL ASIA","Albania","32161076.72","2800551.35","29360525.37","926164.94","345248.09","71600000","0","0","0","0"
"IDA","2012","EUROPE AND CENTRAL ASIA","Albania","20335507.98","12273690.3","8061817.68","6664373.54","0","0","0","0","0","0"
"IBRD","2012","EUROPE AND CENTRAL ASIA","Armenia","92086965.75","1146650.93","90940314.82","926997.45","265000","63000000","0","0","0","0"
"IDA","2012","EUROPE AND CENTRAL ASIA","Armenia","72990144.54","18203891.22","54786253.32","9060281.78","0","0","0","0","61000000","0"
"IBRD","2012","EUROPE AND CENTRAL ASIA","Azerbaijan","204360206.6","3531771.81","200828434.8","4276531.6","223500","50000000","0","0","0","0"
"IDA","2012","EUROPE AND CENTRAL ASIA","Azerbaijan","53144502.5","12176958.43","40967544.07","6419888.63","0","0","0","0","0","0"
"IBRD","2012","EUROPE AND CENTRAL ASIA","Belarus","64891489.56","6386387.54","58505102.02","2423700.51","375000","0","0","0","0","0"
"IBRD","2012","EUROPE AND CENTRAL ASIA","Bosnia and Herzegovina","50917717.65","25238389.2","25679328.45","8196537.09","0","120000000","0","0","0","0"
"IDA","2012","EUROPE AND CENTRAL ASIA","Bosnia and Herzegovina","29727269.29","22555939.26","7171330.03","9156006.58","0","0","0","0","40000000","0"
"IBRD","2012","EUROPE AND CENTRAL ASIA","Bulgaria","61841151.14","94812603.83","-32971452.69","24539055.57","0","0","0","0","0","0"
"IDA","2012","EUROPE AND CENTRAL ASIA","Central Asia","405041.36","0","405041.36","0","0","0","0","0","0","0"
"IBRD","2012","EUROPE AND CENTRAL ASIA","Croatia","127096232.8","151159937.6","-24063704.81","32333289.92","223190.19","90720000","0","0","0","0"
"IBRD","2012","EUROPE AND CENTRAL ASIA","Estonia","0","3333536.89","-3333536.89","409810.3","0","0","0","0","0","0"
"IBRD","2012","EUROPE AND CENTRAL ASIA","Georgia","114812704.2","0","114812704.2","1460665.14","225000","90000000","0","0","0","0"
"IDA","2012","EUROPE AND CENTRAL ASIA","Georgia","48892040.17","17614588.09","31277452.08","9369704.55","0","0","0","0","123000000","0"
"IBRD","2012","EUROPE AND CENTRAL ASIA","Hungary","0","9184105.72","-9184105.72","274700.58","0","0","0","0","0","0"
"IBRD","2012","EUROPE AND CENTRAL ASIA","Kazakhstan","485842179","48951196.37","436890982.6","15993503.8","123075","1068000000","0","0","0","0"
"IBRD","2012","EUROPE AND CENTRAL ASIA","Kosovo","0","16057613.96","-16057613.96","11432418.75","0","0","0","0","0","0"
"IDA","2012","EUROPE AND CENTRAL ASIA","Kosovo","15681622.05","0","15681622.05","14632.22","0","0","0","0","0","0"
"IDA","2012","EUROPE AND CENTRAL ASIA","Kyrgyz Republic","92967006.68","15067117.64","77899889.04","5068460.05","0","0","26450000","0","32350000","0"
"IBRD","2012","EUROPE AND CENTRAL ASIA","Latvia","130725000","6662055.89","124062944.1","19353078.22","1381450","0","0","0","0","0"
"IBRD","2012","EUROPE AND CENTRAL ASIA","Lithuania","0","3132149.56","-3132149.56","149994.11","0","0","0","0","0","0"
"IBRD","2012","EUROPE AND CENTRAL ASIA","Moldova","0","18902011.3","-18902011.3","1057912.66","0","0","0","0","0","0"
"IDA","2012","EUROPE AND CENTRAL ASIA","Moldova","51089030.25","4516718.6","46572311.65","3238360.58","0","0","0","0","29200000","0"
"IBRD","2012","EUROPE AND CENTRAL ASIA","Montenegro","89852543.98","10509341.18","79343202.8","6128335.31","230392.39","180180000","0","0","0","0"
"IDA","2012","EUROPE AND CENTRAL ASIA","Montenegro","4057892.33","0","4057892.33","621301.17","0","0","0","0","0","0"
"IBRD","2012","EUROPE AND CENTRAL ASIA","North Macedonia","38620101.48","20107183.85","18512917.63","6142520.89","3451914.52","184900000","0","0","0","0"
"IDA","2012","EUROPE AND CENTRAL ASIA","North Macedonia","0","10135564.74","-10135564.74","2821691.99","0","0","0","0","0","0"
"IBRD","2012","EUROPE AND CENTRAL ASIA","Poland","1094354174","198047062","896307112.3","117340296.5","2611031.25","991400000","0","0","0","0"
"IBRD","2012","EUROPE AND CENTRAL ASIA","Romania","835056081.6","313850900","521205181.7","62057337.23","2860612.5","1893900000","0","0","0","0"
"IBRD","2012","EUROPE AND CENTRAL ASIA","Russian Federation","106595977.6","617408350","-510812372.4","18624826.13","62500","0","0","0","0","0"
"IBRD","2012","EUROPE AND CENTRAL ASIA","Serbia","217388893.5","71021400.56","146367493","52210151.93","262500","0","0","0","0","0"
"IDA","2012","EUROPE AND CENTRAL ASIA","Serbia","26064515.44","4254408","21810107.44","5237444.84","0","0","0","0","0","0"
"IBRD","2012","EUROPE AND CENTRAL ASIA","Slovak Republic","0","31849784.63","-31849784.63","2823749.84","0","0","0","0","0","0"
"IBRD","2012","EUROPE AND CENTRAL ASIA","Slovenia","0","2089072.18","-2089072.18","127235.63","0","0","0","0","0","0"
"IDA","2012","EUROPE AND CENTRAL ASIA","Tajikistan","24254572.37","5938554.48","18316017.89","2897822.43","0","0","49850000","0","0","0"
"IBRD","2012","EUROPE AND CENTRAL ASIA","Turkey","1595230882","770322656.5","824908225.7","219900785.1","3566781.94","1100000000","0","0","0","0"
"IDA","2012","EUROPE AND CENTRAL ASIA","Turkey","0","5884982.14","-5884982.14","280177.64","0","0","0","0","0","0"
"IBRD","2012","EUROPE AND CENTRAL ASIA","Turkmenistan","0","1532900","-1532900","79859.16","0","0","0","0","0","0"
"IBRD","2012","EUROPE AND CENTRAL ASIA","Ukraine","293123266.7","280645463.5","12477803.19","27509642.82","875000","150000000","0","0","0","0"
"IBRD","2012","EUROPE AND CENTRAL ASIA","Uzbekistan","18555521.34","38654185.28","-20098663.94","8801333.5","275000","180000000","0","0","0","0"
"IDA","2012","EUROPE AND CENTRAL ASIA","Uzbekistan","42440645.41","0","42440645.41","1064725.87","0","0","0","0","0","0"
"IBRD","2012","LATIN AMERICA AND CARIBBEAN","Argentina","867983485.2","648926418.9","219057066.2","131134020","5115000","0","0","0","0","0"
"IBRD","2012","LATIN AMERICA AND CARIBBEAN","Barbados","3242073","2021010.02","1221062.98","556246.32","0","0","0","0","0","0"
"IBRD","2012","LATIN AMERICA AND CARIBBEAN","Belize","665402.62","1968674.54","-1303271.92","101047.05","0","0","0","0","0","0"
"IBRD","2012","LATIN AMERICA AND CARIBBEAN","Bolivia","0","8340","-8340","914.68","0","0","0","0","0","0"
"IDA","2012","LATIN AMERICA AND CARIBBEAN","Bolivia","45304521.7","3012427.67","42292094.03","2917179.25","0","0","0","0","79000000","0"
"IBRD","2012","LATIN AMERICA AND CARIBBEAN","Brazil","2771712347","3063161024","-291448677.2","152919996.2","4696841.57","3208031627","0","0","0","0"
"IDA","2012","LATIN AMERICA AND CARIBBEAN","Caribbean","0","1010116.48","-1010116.48","167703.96","0","0","3000000","0","0","0"
"IBRD","2012","LATIN AMERICA AND CARIBBEAN","Chile","12441337.95","49190425.25","-36749087.3","963859.38","0","40000000","0","0","0","0"
"IBRD","2012","LATIN AMERICA AND CARIBBEAN","Colombia","344211352.1","314795569.2","29415782.96","243817628.7","1475000","660000000","0","0","0","0"
"IBRD","2012","LATIN AMERICA AND CARIBBEAN","Costa Rica","21887076.44","7127425.89","14759650.55","9800839.64","0","0","0","0","0","0"
"IBRD","2012","LATIN AMERICA AND CARIBBEAN","Dominica","0","291681.65","-291681.65","13295.79","0","0","0","0","0","0"
"IDA","2012","LATIN AMERICA AND CARIBBEAN","Dominica","557438.68","587098.8","-29660.12","214596.02","0","0","0","0","0","0"
"IBRD","2012","LATIN AMERICA AND CARIBBEAN","Dominican Republic","137417534.9","58762690.03","78654844.9","34681148.44","175000","90000000","0","0","0","0"
"IDA","2012","LATIN AMERICA AND CARIBBEAN","Dominican Republic","0","662448.1","-662448.1","51807.28","0","0","0","0","0","0"
"IBRD","2012","LATIN AMERICA AND CARIBBEAN","Ecuador","4009161.03","76517126.77","-72507965.74","13388284.54","0","0","0","0","0","0"
"IDA","2012","LATIN AMERICA AND CARIBBEAN","Ecuador","0","1125960.9","-1125960.9","65573.02","0","0","0","0","0","0"
"IBRD","2012","LATIN AMERICA AND CARIBBEAN","El Salvador","168047203.7","56195957.69","111851246","30174265.64","400000","140000000","0","0","0","0"
"IDA","2012","LATIN AMERICA AND CARIBBEAN","El Salvador","0","839983.34","-839983.34","53307.42","0","0","0","0","0","0"
"IBRD","2012","LATIN AMERICA AND CARIBBEAN","Grenada","-97505.35","1435308.79","-1532814.14","337951.78","0","0","0","0","0","0"
"IDA","2012","LATIN AMERICA AND CARIBBEAN","Grenada","3068819.57","541162.63","2527656.94","350469.66","0","0","0","0","15000000","0"
"IBRD","2012","LATIN AMERICA AND CARIBBEAN","Guatemala","111414379.8","82729798.6","28684581.16","52462095.03","250000","0","0","0","0","0"
"IDA","2012","LATIN AMERICA AND CARIBBEAN","Guyana","1195109.99","128875.58","1066234.41","75530.23","0","0","0","0","0","0"
"IDA","2012","LATIN AMERICA AND CARIBBEAN","Haiti","73764129.87","0","73764129.87","0","0","0","170000000","0","0","0"
"IDA","2012","LATIN AMERICA AND CARIBBEAN","Honduras","147730043.8","2635298.73","145094745.1","4855712.31","0","0","0","0","104200000","0"
"IBRD","2012","LATIN AMERICA AND CARIBBEAN","Jamaica","129943216.8","35809548.88","94133667.96","10740441.95","287500","100000000","0","0","0","0"
"IBRD","2012","LATIN AMERICA AND CARIBBEAN","Mexico","1907047572","349912052.8","1557135519","239791865.2","4258768.02","1457518797","0","0","0","0"
"IDA","2012","LATIN AMERICA AND CARIBBEAN","Nicaragua","64004140.51","2839586.74","61164553.77","3562728.82","0","0","29000000","0","36000000","0"
"IBRD","2012","LATIN AMERICA AND CARIBBEAN","Panama","126101747.5","37162372.85","88939374.66","15245405.82","817500","66000000","0","0","0","0"
"IBRD","2012","LATIN AMERICA AND CARIBBEAN","Paraguay","21482630.8","33453857.12","-11971226.32","4498682.35","250000","100000000","0","0","0","0"
"IDA","2012","LATIN AMERICA AND CARIBBEAN","Paraguay","0","1384407.87","-1384407.87","91281.84","0","0","0","0","0","0"
"IBRD","2012","LATIN AMERICA AND CARIBBEAN","Peru","50138861.52","314387190.3","-264248328.8","58473336.57","323750","0","0","0","0","0"
"IBRD","2012","LATIN AMERICA AND CARIBBEAN","St. Kitts and Nevis","195331.73","1957962.6","-1762630.87","96746.87","0","0","0","0","0","0"
"IDA","2012","LATIN AMERICA AND CARIBBEAN","St. Kitts and Nevis","0","85825.35","-85825.35","9502.95","0","0","0","0","0","0"
"IBRD","2012","LATIN AMERICA AND CARIBBEAN","St. Lucia","151067.48","2730467.43","-2579399.95","696754.94","0","0","0","0","0","0"
"IDA","2012","LATIN AMERICA AND CARIBBEAN","St. Lucia","4859557.41","703410.62","4156146.79","483052.89","0","0","0","0","6000000","0"
"IBRD","2012","LATIN AMERICA AND CARIBBEAN","St. Vincent and the Grenadines","645631.08","806197.8","-160566.72","195603.9","0","0","0","0","0","0"
"IDA","2012","LATIN AMERICA AND CARIBBEAN","St. Vincent and the Grenadines","1200543.98","362477.86","838066.12","170132.7","0","0","0","0","6000000","0"
"IBRD","2012","LATIN AMERICA AND CARIBBEAN","Trinidad and Tobago","0","3277955.62","-3277955.62","645707.46","0","0","0","0","0","0"
"IBRD","2012","LATIN AMERICA AND CARIBBEAN","Uruguay","46943741.92","86660028.38","-39716286.46","18944122.45","2097500","319000000","0","0","0","0"
"IBRD","2012","MIDDLE EAST AND NORTH AFRICA","Algeria","0","1017714.22","-1017714.22","455447.12","0","0","0","0","0","0"
"IDA","2012","MIDDLE EAST AND NORTH AFRICA","Djibouti","5734645.78","3089917.84","2644727.94","1194503.4","0","0","19200000","0","0","0"
"IBRD","2012","MIDDLE EAST AND NORTH AFRICA","Egypt, Arab Republic of","401162175.3","79346570.32","321815605","38353872.97","2575000","440000000","0","0","0","0"
"IDA","2012","MIDDLE EAST AND NORTH AFRICA","Egypt, Arab Republic of","2869598.55","59590155.38","-56720556.83","10158576.62","0","0","0","0","0","0"
"IBRD","2012","MIDDLE EAST AND NORTH AFRICA","Iran, Islamic Republic of","38543396.96","89487468.45","-50944071.49","7472748.19","0","0","0","0","0","0"
"IBRD","2012","MIDDLE EAST AND NORTH AFRICA","Iraq","0","0","0","2833958.35","0","0","0","0","0","0"
"IDA","2012","MIDDLE EAST AND NORTH AFRICA","Iraq","50316324.67","0","50316324.67","1013581.35","0","0","0","0","0","0"
"IBRD","2012","MIDDLE EAST AND NORTH AFRICA","Jordan","281055801","111491084.8","169564716.2","12616597.78","817929.45","250000000","0","0","0","0"
"IDA","2012","MIDDLE EAST AND NORTH AFRICA","Jordan","0","2499703.04","-2499703.04","223882.77","0","0","0","0","0","0"
"IBRD","2012","MIDDLE EAST AND NORTH AFRICA","Lebanon","16051678.55","58128841.09","-42077162.54","3357634.89","0","27000000","0","0","0","0"
"IBRD","2012","MIDDLE EAST AND NORTH AFRICA","Morocco","638435409.3","200836686.2","437598723.1","69648503.67","901218.75","665800000","0","0","0","0"
"IDA","2012","MIDDLE EAST AND NORTH AFRICA","Morocco","0","1354831.1","-1354831.1","89701.09","0","0","0","0","0","0"
"IDA","2012","MIDDLE EAST AND NORTH AFRICA","Syrian Arab Republic","0","150000","-150000","14625","0","0","0","0","0","0"
"IBRD","2012","MIDDLE EAST AND NORTH AFRICA","Tunisia","525398840.2","138705744.3","386693095.9","43185380.02","1348002.4","50000000","0","0","0","0"
"IDA","2012","MIDDLE EAST AND NORTH AFRICA","Tunisia","0","2114568.44","-2114568.44","121414.88","0","0","0","0","0","0"
"IDA","2012","MIDDLE EAST AND NORTH AFRICA","Yemen, Republic of","43195872.27","53900227.43","-10704355.16","16728581.67","0","0","61000000","0","0","0"
"IBRD","2012","OTHER","World","0","8332222.35","-8332222.35","1928868.93","0","0","0","0","0","0"
"IDA","2012","SOUTH ASIA","Afghanistan","145676716.7","0","145676716.7","3108103.99","0","0","144000000","0","0","0"
"IDA","2012","SOUTH ASIA","Bangladesh","493631948.9","264305275.1","229326673.8","82795695.75","116139.38","0","0","0","866290000","0"
"IDA","2012","SOUTH ASIA","Bhutan","4521767.52","1701790.2","2819977.32","1013991.94","0","0","0","0","0","0"
"IBRD","2012","SOUTH ASIA","India","944447428.8","658088821.1","286358607.8","91077339.25","8060000","445000000","0","0","0","0"
"IDA","2012","SOUTH ASIA","India","1333113523","905560111.7","427553411.5","205711989.5","0","0","0","0","2733300000","0"
"IDA","2012","SOUTH ASIA","Maldives","2954042.13","1992397.3","961644.83","798031.9","0","0","0","0","0","0"
"IDA","2012","SOUTH ASIA","Nepal","192267863.2","45572988.75","146694874.5","11261795.6","0","0","37400000","0","105600000","0"
"IBRD","2012","SOUTH ASIA","Pakistan","92171758.99","156753709.3","-64581950.3","13914035.12","1289500","500000000","0","0","0","0"
"IDA","2012","SOUTH ASIA","Pakistan","565406223.7","190036165.1","375370058.6","92509436.61","0","0","0","0","1290000000","0"
"IBRD","2012","SOUTH ASIA","Sri Lanka","0","0","0","0","0","213000000","0","0","0","0"
"IDA","2012","SOUTH ASIA","Sri Lanka","166673076.6","70721442.87","95951633.69","20431838.68","0","0","0","0","111000000","0"
"IDA","2013","AFRICA","Africa","7918646.74","148984.39","7769662.35","81236.72","0","0","6600000","0","0","0"
"IDA","2013","EASTERN AND SOUTHERN AFRICA","Angola","44032106.46","11281083.28","32751023.18","5579221.94","0","0","0","0","0","0"
"IBRD","2013","EASTERN AND SOUTHERN AFRICA","Botswana","30314848.51","0","30314848.51","704119.52","393393.57","0","0","0","0","0"
"IDA","2013","EASTERN AND SOUTHERN AFRICA","Botswana","0","477444.22","-477444.22","26393.11","0","0","0","0","0","0"
"IDA","2013","EASTERN AND SOUTHERN AFRICA","Burundi","86170945.7","900088.88","85270856.82","1130108.33","0","0","50000000","0","0","0"
"IDA","2013","EASTERN AND SOUTHERN AFRICA","Comoros","6288184.57","329801.83","5958382.74","391676.65","0","0","8000000","0","0","0"
"IDA","2013","EASTERN AND SOUTHERN AFRICA","Congo, Democratic Republic of","451514083","9343356.18","442170726.8","7097363.27","0","0","531950000","0","0","0"
"IBRD","2013","EASTERN AND SOUTHERN AFRICA","Eswatini","2081815.46","332782.65","1749032.81","53236.85","0","0","0","0","0","0"
"IDA","2013","EASTERN AND SOUTHERN AFRICA","Eswatini","0","148990","-148990","10528.97","0","0","0","0","0","0"
"IDA","2013","EASTERN AND SOUTHERN AFRICA","Ethiopia","889748726.5","12034096.73","877714629.7","19872509.36","0","0","0","0","1358000000","0"
"IDA","2013","EASTERN AND SOUTHERN AFRICA","Kenya","444044332.2","106465049.6","337579282.6","26307590.26","337500","0","0","0","1056000000","0"
"IBRD","2013","EASTERN AND SOUTHERN AFRICA","Lesotho","0","725645.65","-725645.65","4855.56","0","0","0","0","0","0"
"IDA","2013","EASTERN AND SOUTHERN AFRICA","Lesotho","10559337.56","8954998.08","1604339.48","2345700.16","0","0","20000000","0","12000000","0"
"IDA","2013","EASTERN AND SOUTHERN AFRICA","Madagascar","68699731.01","7067878.94","61631852.07","9119435.63","0","0","0","0","167000000","0"
"IDA","2013","EASTERN AND SOUTHERN AFRICA","Malawi","262248623.5","463617.91","261785005.6","1948708.46","0","0","150000000","0","79800000","0"
"IBRD","2013","EASTERN AND SOUTHERN AFRICA","Mauritius","50019585.04","7810021.67","42209563.37","2281840.91","0","35000000","0","0","0","0"
"IDA","2013","EASTERN AND SOUTHERN AFRICA","Mauritius","0","612580.64","-612580.64","51773.65","0","0","0","0","0","0"
"IBRD","2013","EASTERN AND SOUTHERN AFRICA","Mozambique","0","0","0","0","103064.19","0","0","0","0","0"
"IDA","2013","EASTERN AND SOUTHERN AFRICA","Mozambique","202448465.6","10851191.41","191597274.2","13007871.17","0","0","0","0","366800000","0"
