"cd","group_1","group_2","group_3","group_4","seifa_2006_irsd_score","seifa_2006_irsd_decile","usual_resident_population_all_ages","state_suburb_code","suburb"
"8023702","19.92","17.63","34.99","27.46","1037","6","1052","81191","Gilmore"
"8024411","19.80","14.21","34.01","31.98","1021","6","554","81201","Gordon"
"8021005","19.55","9.94","24.68","45.83","1023","6","389","81411","Phillip"
"8013506","19.35","4.89","25.25","50.51","1019","6","694","81011","Ainslie"
"8021411","19.22","20.37","34.55","25.86","1036","6","656","81026","Banks"
"8010802","19.12","16.91","29.04","34.93","1031","6","386","81136","Evatt"
"8010518","18.84","10.93","32.79","37.44","1024","6","600","81361","Ngunnawal"
"8013102","18.83","7.58","27.06","46.54","1037","6","719","81121","Downer"
"8022302","18.73","13.67","33.71","33.90","1033","6","756","81286","Kambah"
"8011601","18.67","13.67","30.33","37.33","1033","6","476","81446","Scullin"
"8021202","18.66","11.75","27.42","42.17","1024","6","637","81311","Lyons"
"8021410","18.37","15.51","37.55","28.57","1027","6","700","81026","Banks"
"8013204","18.28","8.19","27.94","45.59","1038","6","682","81496","Watson"
"8022004","18.11","11.73","30.61","39.54","1037","6","564","81491","Waramanga"
"8022407","18.09","17.05","32.43","32.43","1027","6","644","81286","Kambah"
"8024408","18.03","18.45","33.12","30.40","1021","6","708","81201","Gordon"
"8023701","17.86","18.85","34.04","29.25","1023","6","1021","81191","Gilmore"
"8012906","17.70","6.94","22.01","53.35","1028","6","621","81371","O'Connor"
"8011303","17.68","18.23","31.68","32.41","1035","6","775","81296","Latham"
"8023801","17.37","14.95","29.49","38.18","1017","6","719","81061","Calwell"
"8023601","17.28","19.30","35.07","28.36","1020","6","858","81276","Isabella Plains"
"8023604","17.18","20.86","33.54","28.43","1017","6","677","81276","Isabella Plains"
"8011502","17.11","16.05","29.98","36.86","1018","6","835","81246","Higgins"
"8010508","17.09","11.39","32.38","39.13","1037","6","899","81396","Palmerston"
"8023203","17.02","13.07","36.17","33.74","1037","6","446","81386","Oxley"
"8010905","16.99","15.03","30.07","37.91","1030","6","464","81341","Melba"
"8010703","16.98","12.13","29.66","41.23","1035","6","744","81336","McKellar"
"8021405","16.00","18.80","36.40","28.80","1030","6","372","81096","Conder"
"8021203","15.97","8.68","26.61","48.74","1033","6","542","81311","Lyons"
"8021206","15.71","9.29","35.71","39.29","1031","6","211","81311","Lyons"
"8023903","14.57","16.21","38.80","30.42","1036","6","839","81471","Theodore"
"8020605","14.41","10.17","29.10","46.33","1035","6","593","81146","Farrer"
"8011604","14.14","14.35","32.91","38.61","1031","6","674","81446","Scullin"
"8022604","12.95","11.87","35.25","39.93","1020","6","537","81351","Monash"
"8010105","9.80","41.18","33.33","15.69","1025","6","54","81181","Fyshwick"
"8020804","23.50","6.53","27.94","42.04","1038","7","424","81331","Mawson"
"8013005","22.70","8.59","27.61","41.10","1059","7","179","81306","Lyneham"
"8024001","22.50","27.50","32.50","17.50","1042","7","56","89999","Unclassified ACT"
"8011803","21.21","10.17","32.25","36.36","1051","7","617","81391","Page"
"8013101","20.38","9.24","26.30","44.08","1048","7","619","81121","Downer"
"8010505","19.95","10.37","34.31","35.37","1044","7","514","81396","Palmerston"
"8011304","19.22","13.59","33.40","33.79","1039","7","727","81296","Latham"
"8023103","19.10","20.74","33.68","26.49","1038","7","660","81431","Richardson"
"8011504","19.07","13.73","32.26","34.94","1048","7","759","81246","Higgins"
"8013201","18.69","6.23","30.45","44.64","1056","7","450","81496","Watson"
"8020903","18.36","9.32","33.05","39.27","1053","7","494","81406","Pearce"
"8010804","18.31","14.54","28.01","39.14","1040","7","752","81136","Evatt"
"8011503","18.07","11.98","32.42","37.52","1047","7","732","81246","Higgins"
"8012907","17.91","6.15","23.53","52.41","1058","7","451","81371","O'Connor"
"8011204","17.86","15.27","34.05","32.82","1058","7","890","81321","Macgregor"
"8010803","17.85","19.26","35.41","27.48","1048","7","495","81136","Evatt"
"8010511","17.74","11.53","32.15","38.58","1050","7","646","81361","Ngunnawal"
"8021413","17.54","14.40","34.29","33.77","1042","7","595","81096","Conder"
"8022502","17.33","15.45","31.52","35.70","1045","7","668","81486","Wanniassa"
"8011801","17.19","13.13","26.56","43.13","1046","7","462","81391","Page"
"8021804","17.14","9.89","32.75","40.22","1057","7","614","81436","Rivett"
"8021801","17.05","12.64","29.31","41.00","1046","7","734","81436","Rivett"
"8010303","16.87","12.61","31.97","38.54","1045","7","774","81451","Spence"
"8021408","16.78","15.59","35.08","32.54","1049","7","886","81096","Conder"
"8010301","16.67","13.00","30.00","40.33","1042","7","866","81451","Spence"
"8022402","16.61","14.01","31.11","38.27","1040","7","822","81286","Kambah"
"8013607","16.48","4.40","29.67","49.45","1047","7","541","81051","Braddon"
"8011406","16.39","17.65","32.35","33.61","1041","7","639","81256","Holt"
"8010118","16.08","10.29","28.62","45.02","1051","7","425","81221","Gungahlin"
"8012904","16.06","4.71","25.05","54.18","1047","7","710","81371","O'Connor"
"8021402","16.03","17.16","37.92","28.89","1043","7","664","81026","Banks"
"8013605","16.01","6.18","21.63","56.18","1039","7","464","81051","Braddon"
"8021403","15.98","16.72","35.95","31.36","1038","7","962","81026","Banks"
"8023605","15.94","20.83","38.04","25.18","1057","7","783","81276","Isabella Plains"
"8023202","15.94","15.24","32.33","36.49","1052","7","605","81386","Oxley"
"8012303","15.65","4.47","31.95","47.92","1058","7","369","81036","Belconnen"
"8022602","15.64","17.18","33.80","33.38","1056","7","1000","81351","Monash"
"8010904","15.46","12.89","34.02","37.63","1042","7","536","81341","Melba"
"8010302","15.45","15.76","33.94","34.85","1052","7","955","81451","Spence"
"8022506","15.38","15.18","35.83","33.60","1045","7","679","81486","Wanniassa"
"8010515","15.35","15.35","31.98","37.31","1051","7","709","81361","Ngunnawal"
"8013303","15.31","7.49","29.97","47.23","1058","7","874","81226","Hackett"
"8010522","14.98","16.15","29.96","38.91","1041","7","730","81361","Ngunnawal"
"8013502","14.76","6.30","25.39","53.54","1059","7","738","81011","Ainslie"
"8012908","14.67","2.99","28.14","54.19","1043","7","449","81371","O'Connor"
"8020801","14.59","10.33","28.27","46.81","1051","7","499","81331","Mawson"
"8012903","14.56","6.85","25.05","53.53","1047","7","676","81371","O'Connor"
"8012101","14.46","9.30","29.96","46.28","1039","7","717","81101","Cook"
"8013503","14.24","8.81","24.07","52.88","1040","7","400","81011","Ainslie"
"8022703","14.18","18.91","33.57","33.33","1054","7","557","81206","Gowrie"
"8012803","14.16","6.16","27.85","51.83","1051","7","499","81481","Turner"
"8010602","13.97","17.32","31.28","37.43","1058","7","490","81281","Kaleen"
"8012201","13.94","8.37","32.67","45.02","1059","7","708","81326","Macquarie"
"8011003","13.92","14.77","38.19","33.12","1057","7","641","81161","Flynn"
"8022410","13.92","19.09","32.04","34.95","1054","7","437","81286","Kambah"
"8011501","13.86","12.08","33.66","40.40","1056","7","698","81246","Higgins"
"8011106","13.86","17.78","37.88","30.48","1045","7","590","81076","Charnwood"
"8024202","13.67","15.49","27.33","43.51","1052","7","588","81211","Greenway"
"8021601","13.33","9.90","31.43","45.33","1051","7","791","81126","Duffy"
"8023005","12.88","17.69","37.99","31.44","1044","7","612","81086","Chisholm"
"8011210","12.81","16.53","35.95","34.71","1038","7","672","81131","Dunlop"
"8023003","12.75","19.58","41.12","26.56","1049","7","915","81086","Chisholm"
"8020308","12.70","11.11","26.19","50.00","1043","7","198","81106","Curtin"
"8021401","12.38","14.29","36.43","36.90","1050","7","593","81096","Conder"
"8013205","12.32","10.64","31.09","45.94","1056","7","568","81496","Watson"
"8010609","12.10","14.59","31.85","41.46","1049","7","738","81281","Kaleen"
"8023002","11.99","15.87","39.51","32.63","1057","7","775","81086","Chisholm"
"8024405","11.87","19.06","29.50","39.57","1051","7","433","81201","Gordon"
"8014601","10.62","6.95","38.61","43.82","1038","7","851","81261","Hughes"
"8014701","10.03","7.77","29.45","52.75","1040","7","586","81111","Deakin"
"8022509","9.52","15.71","38.81","35.95","1057","7","603","81486","Wanniassa"
"8010808","6.71","11.41","42.95","38.93","1056","7","207","81136","Evatt"
"8020805","5.93","10.57","30.93","52.58","1040","7","627","81331","Mawson"
"8011904","5.38","10.77","40.00","43.85","1042","7","192","81241","Hawker"
"8022401","25.57","8.52","23.86","42.05","1068","8","229","81286","Kambah"
"8021004","17.89","4.47","25.56","52.08","1065","8","360","81411","Phillip"
"8010809","16.71","13.67","31.65","37.97","1067","8","552","81136","Evatt"
"8021803","16.55","17.27","29.50","36.69","1073","8","385","81436","Rivett"
"8023904","16.27","15.21","37.80","30.72","1066","8","968","81471","Theodore"
"8020704","16.23","9.43","31.70","42.64","1067","8","412","81476","Torrens"
"8011201","15.78","17.11","33.06","34.05","1064","8","850","81321","Macgregor"
"8021404","15.46","16.85","39.26","28.44","1062","8","1010","81026","Banks"
"8020803","15.44","11.11","28.63","44.82","1064","8","783","81331","Mawson"
"8021104","15.40","9.66","26.11","48.83","1060","8","508","81081","Chifley"
"8021502","15.38","9.40","32.14","43.08","1064","8","843","81251","Holder"
"8011407","15.30","12.37","33.75","38.57","1059","8","657","81256","Holt"
"8013004","15.28","4.32","27.91","52.49","1073","8","384","81306","Lyneham"
"8010608","15.23","11.69","35.23","37.85","1063","8","841","81281","Kaleen"
"8023201","15.19","13.02","33.27","38.52","1061","8","739","81386","Oxley"
"8010404","15.14","12.24","33.33","39.29","1060","8","778","81196","Giralang"
"8010201","15.12","13.57","31.10","40.21","1069","8","806","81176","Fraser"
"8021102","15.03","12.30","31.44","41.23","1059","8","637","81081","Chifley"
"8010902","14.62","11.37","34.66","39.35","1071","8","809","81341","Melba"
"8011206","14.43","14.57","35.50","35.50","1075","8","990","81131","Dunlop"
"8022505","14.39","13.25","34.19","38.18","1060","8","947","81486","Wanniassa"
"8011603","14.19","13.35","32.42","40.04","1063","8","677","81446","Scullin"
"8014408","14.17","3.64","27.53","54.66","1071","8","284","81216","Griffith"
"8011301","14.02","12.85","35.28","37.85","1063","8","605","81296","Latham"
"8024302","14.00","12.62","38.26","35.11","1066","8","733","81046","Bonython"
"8020505","13.96","14.86","18.92","52.25","1065","8","314","81271","Isaacs"
"8020311","13.81","8.21","27.99","50.00","1075","8","431","81106","Curtin"
"8024406","13.72","18.71","34.72","32.85","1066","8","657","81201","Gordon"
"8022303","13.67","15.01","34.18","37.15","1065","8","910","81286","Kambah"
"8010403","13.67","11.75","35.97","38.61","1066","8","572","81196","Giralang"
"8024304","13.55","14.41","40.66","31.38","1072","8","987","81046","Bonython"
"8013501","13.47","5.52","22.96","58.06","1069","8","654","81011","Ainslie"
"8014605","13.43","9.35","29.74","47.48","1059","8","659","81261","Hughes"
"8023703","13.41","16.30","39.39","30.90","1061","8","832","81191","Gilmore"
"8010402","13.41","11.92","35.20","39.48","1068","8","694","81196","Giralang"
"8021301","13.33","11.28","31.54","43.85","1078","8","546","81506","Weston"
"8022206","13.19","12.27","28.22","46.32","1072","8","488","81151","Fisher"
"8021902","13.16","9.31","35.47","42.05","1071","8","847","81456","Stirling"
"8021901","13.12","14.54","33.57","38.77","1062","8","1195","81456","Stirling"
"8022201","13.05","8.36","34.20","44.39","1070","8","531","81151","Fisher"
"8022305","12.87","12.87","34.01","40.26","1076","8","740","81286","Kambah"
"8022704","12.79","14.51","34.34","38.36","1079","8","940","81206","Gowrie"
"8010903","12.75","12.99","37.01","37.25","1075","8","590","81341","Melba"
"8011205","12.72","20.07","38.40","28.80","1061","8","1178","81131","Dunlop"
"8010527","12.71","10.43","31.29","45.57","1067","8","977","81361","Ngunnawal"
"8022504","12.52","12.83","36.15","38.50","1073","8","858","81486","Wanniassa"
"8010702","12.46","14.16","35.84","37.54","1074","8","976","81336","McKellar"
"8020310","12.43","9.52","26.72","51.32","1074","8","583","81106","Curtin"
"8021806","12.43","15.41","34.32","37.84","1080","8","490","81436","Rivett"
"8021101","12.35","7.00","34.57","46.09","1063","8","739","81081","Chifley"
"8013002","12.34","5.04","29.47","53.15","1080","8","561","81306","Lyneham"
"8013301","12.33","8.22","26.03","53.42","1073","8","739","81226","Hackett"
"8021201","12.31","8.70","36.31","42.68","1080","8","675","81311","Lyons"
"8022605","12.23","11.70","39.89","36.17","1079","8","520","81351","Monash"
"8013103","12.13","7.84","29.85","50.19","1064","8","783","81121","Downer"
"8012304","12.12","6.06","34.09","47.73","1060","8","150","81036","Belconnen"
"8022501","11.95","17.00","39.23","31.82","1079","8","824","81486","Wanniassa"
"8014103","11.92","7.54","27.49","53.04","1072","8","636","81511","Yarralumla"
"8020304","11.89","8.74","32.87","46.50","1061","8","387","81106","Curtin"
"8022408","11.88","12.10","31.53","44.49","1065","8","658","81286","Kambah"
"8013302","11.86","8.09","28.84","51.21","1061","8","575","81226","Hackett"
"8010520","11.76","15.34","31.09","41.81","1078","8","671","81361","Ngunnawal"
"8022308","11.72","17.01","30.43","40.83","1063","8","686","81286","Kambah"
"8014905","11.71","3.43","27.43","57.43","1076","8","525","81421","Red Hill"
"8013202","11.71","9.27","26.59","52.44","1063","8","659","81496","Watson"
"8010516","11.69","13.60","33.41","41.29","1079","8","599","81361","Ngunnawal"
"8022406","11.49","12.30","35.44","40.78","1072","8","877","81286","Kambah"
"8023603","11.45","15.96","40.36","32.23","1061","8","480","81276","Isabella Plains"
"8020901","11.42","7.82","27.91","52.85","1060","8","775","81406","Pearce"
"8022701","11.32","13.51","39.02","36.15","1079","8","817","81206","Gowrie"
"8024201","11.31","13.82","30.65","44.22","1060","8","542","81211","Greenway"
"8011707","11.28","14.79","29.96","43.97","1062","8","372","81156","Florey"
"8010531","11.22","12.83","32.26","43.69","1066","8","700","81361","Ngunnawal"
"8011705","11.08","9.47","31.78","47.67","1076","8","802","81156","Florey"
"8010606","11.00","13.90","39.77","35.33","1078","8","721","81281","Kaleen"
"8022310","10.93","15.89","36.75","36.42","1073","8","789","81286","Kambah"
"8024403","10.80","14.60","37.40","37.20","1063","8","753","81201","Gordon"
"8022405","10.71","16.47","36.90","35.91","1060","8","661","81286","Kambah"
"8011004","10.64","11.91","34.26","43.19","1080","8","645","81161","Flynn"
"8024410","10.63","15.68","38.38","35.32","1077","8","775","81201","Gordon"
"8020904","10.60","8.48","28.27","52.65","1060","8","443","81406","Pearce"
"8021103","10.53","8.88","32.89","47.70","1078","8","440","81081","Chifley"
"8024303","10.03","16.16","32.59","41.23","1081","8","505","81046","Bonython"
"8010507","9.41","14.11","35.19","41.29","1080","8","806","81396","Palmerston"
"8010517","9.14","13.21","34.09","43.56","1065","8","885","81361","Ngunnawal"
"8010501","8.47","11.65","36.76","43.12","1074","8","919","81396","Palmerston"
"8010504","8.01","16.02","34.53","41.44","1078","8","525","81396","Palmerston"
"8013508","7.92","6.93","34.65","50.50","1081","8","154","81011","Ainslie"
"8013001","7.24","6.86","33.90","52.00","1065","8","851","81306","Lyneham"
"8013603","5.30","9.27","23.18","62.25","1074","8","243","81051","Braddon"
"8013901","1.54","12.62","36.62","49.23","1070","8","445","81066","Campbell"
"8010104","21.82","12.73","27.27","38.18","1087","9","65","89999","Unclassified ACT"
"8021702","20.93","9.30","25.58","44.19","1105","9","65","89999","Unclassified ACT"
"8010106","18.18","18.18","33.33","30.30","1091","9","49","89999","Unclassified ACT"
"8024104","14.81","18.52","25.93","40.74","1095","9","76","89999","Unclassified ACT"
"8013905","14.74","5.20","24.57","55.49","1094","9","546","81066","Campbell"
"8011901","14.72","7.36","35.45","42.47","1098","9","441","81241","Hawker"
"8013606","13.48","2.39","27.17","56.96","1104","9","492","81051","Braddon"
"8010526","13.04","11.32","33.28","42.37","1094","9","847","81361","Ngunnawal"
"8011211","12.88","11.81","36.35","38.96","1086","9","954","81131","Dunlop"
"8014105","12.87","5.94","26.24","54.95","1105","9","299","81511","Yarralumla"
"8010510","12.67","11.15","34.03","42.16","1083","9","797","81366","Nicholls"
"8022301","12.56","12.10","31.55","43.80","1097","9","851","81286","Kambah"
"8013402","12.53","8.05","27.07","52.35","1084","9","637","81116","Dickson"
"8011306","12.44","14.52","35.25","37.79","1096","9","620","81296","Latham"
"8022601","11.95","14.63","39.19","34.23","1089","9","978","81351","Monash"
"8011403","11.87","13.67","34.71","39.75","1087","9","757","81256","Holt"
"8015006","11.79","8.72","27.69","51.79","1090","9","294","81356","Narrabundah"
"8011208","11.79","15.40","37.45","35.36","1086","9","764","81131","Dunlop"
"8022404","11.77","12.42","32.26","43.55","1088","9","869","81286","Kambah"
"8013507","11.74","5.87","29.00","53.38","1095","9","795","81011","Ainslie"
"8011703","11.72","12.41","35.84","40.03","1084","9","988","81156","Florey"
"8012801","11.68","3.72","32.57","52.04","1098","9","756","81481","Turner"
"8012102","11.63","6.93","30.20","51.24","1088","9","637","81101","Cook"
"8010701","11.63","13.90","36.10","38.37","1083","9","884","81336","McKellar"
"8022307","11.57","11.05","36.50","40.87","1104","9","556","81286","Kambah"
"8013701","11.48","5.44","23.41","59.67","1093","9","722","81091","City"
"8021602","11.45","11.82","33.64","43.09","1095","9","793","81126","Duffy"
"8010529","11.15","15.26","33.08","40.51","1084","9","1116","81016","Amaroo"
"8011002","11.13","13.87","36.55","38.45","1091","9","685","81161","Flynn"
"8010601","11.03","13.48","34.80","40.69","1084","9","585","81281","Kaleen"
"8012202","10.96","8.17","33.74","47.13","1092","9","819","81326","Macquarie"
"8012806","10.60","3.97","27.59","57.84","1090","9","524","81481","Turner"
"8011005","10.54","13.34","38.22","37.89","1082","9","863","81161","Flynn"
"8022003","10.39","8.45","32.04","49.12","1105","9","869","81491","Waramanga"
"8010116","10.34","8.51","33.33","47.82","1105","9","555","81221","Gungahlin"
"8012306","10.34","3.74","22.99","62.92","1093","9","649","81036","Belconnen"
"8011209","10.16","15.46","36.57","37.81","1099","9","1291","81131","Dunlop"
"8022203","10.16","9.81","37.48","42.56","1094","9","810","81151","Fisher"
"8023007","10.08","15.13","43.98","30.81","1084","9","496","81086","Chisholm"
"8010536","9.87","12.85","35.01","42.27","1105","9","814","81016","Amaroo"
"8021604","9.86","12.02","29.57","48.56","1092","9","617","81126","Duffy"
"8020303","9.78","8.80","32.76","48.66","1100","9","588","81106","Curtin"
"8010806","9.77","13.64","38.76","37.83","1091","9","841","81136","Evatt"
"8024402","9.38","20.09","40.18","30.36","1088","9","708","81201","Gordon"
"8012909","9.24","8.70","26.63","55.43","1101","9","280","81371","O'Connor"
"8014703","8.98","6.19","27.55","57.28","1086","9","500","81111","Deakin"
"8023606","8.93","17.03","36.68","37.36","1089","9","1025","81276","Isabella Plains"
"8013003","8.82","9.56","26.47","55.15","1095","9","213","81306","Lyneham"
"8014101","8.75","4.37","24.65","62.23","1108","9","752","81511","Yarralumla"
"8023806","8.64","13.99","38.51","38.86","1085","9","799","81061","Calwell"
"8021407","8.61","16.62","40.95","33.83","1086","9","495","81096","Conder"
"8010114","8.57","13.47","34.08","43.88","1096","9","691","81221","Gungahlin"
"8010610","8.37","13.31","33.84","44.49","1100","9","721","81281","Kaleen"
"8022702","8.32","12.18","37.15","42.35","1082","9","911","81206","Gowrie"
"8010514","8.29","14.82","29.90","46.98","1100","9","622","81366","Nicholls"
"8023807","8.25","16.75","36.00","39.00","1102","9","576","81061","Calwell"
"8021303","8.23","10.80","35.22","45.76","1099","9","580","81506","Weston"
"8024404","8.17","13.69","40.30","37.83","1090","9","753","81201","Gordon"
"8020703","8.12","8.32","35.01","48.55","1106","9","789","81476","Torrens"
"8014502","8.12","8.12","25.63","58.12","1093","9","625","81186","Garran"
"8010805","8.01","14.23","38.79","38.97","1093","9","770","81136","Evatt"
"8010405","7.97","17.15","38.16","36.71","1090","9","561","81196","Giralang"
"8022603","7.93","18.60","37.84","35.63","1104","9","996","81351","Monash"
"8023905","7.90","18.67","38.60","34.83","1094","9","849","81471","Theodore"
"8010603","7.88","13.13","38.53","40.46","1094","9","788","81281","Kaleen"
"8011305","7.82","17.88","33.80","40.50","1104","9","496","81296","Latham"
"8020309","7.81","6.30","27.20","58.69","1091","9","632","81106","Curtin"
"8014602","7.80","3.90","27.80","60.49","1105","9","347","81261","Hughes"
"8011203","7.73","15.75","37.15","39.36","1107","9","970","81321","Macgregor"
"8022002","7.66","9.32","29.61","53.42","1107","9","676","81491","Waramanga"
"8023006","7.65","17.47","43.76","31.11","1084","9","854","81086","Chisholm"
"8022607","7.58","14.26","33.94","44.22","1088","9","784","81351","Monash"
"8022205","7.53","11.29","36.02","45.16","1107","9","246","81151","Fisher"
"8023004","7.42","17.79","43.42","31.37","1087","9","966","81086","Chisholm"
"8012105","7.41","9.26","29.63","53.70","1082","9","278","81101","Cook"
"8014505","7.23","4.68","36.60","51.49","1093","9","401","81186","Garran"
"8013206","7.07","8.48","26.50","57.95","1100","9","372","81496","Watson"
"8011302","7.04","16.13","36.95","39.88","1096","9","464","81296","Latham"
"8023805","6.95","17.37","41.68","34.01","1107","9","1204","81061","Calwell"
"8021805","6.93","17.82","38.12","37.13","1106","9","293","81436","Rivett"
"8012601","6.67","5.63","27.92","59.79","1087","9","799","81021","Aranda"
"8023804","6.48","16.27","37.35","39.91","1099","9","966","81061","Calwell"
"8022508","6.44","13.37","40.76","39.44","1105","9","786","81486","Wanniassa"
"8012804","6.39","4.60","29.92","59.08","1107","9","504","81481","Turner"
"8014403","6.32","6.32","30.30","57.06","1099","9","772","81216","Griffith"
"8021414","6.25","18.26","37.83","37.66","1105","9","912","81026","Banks"
"8021412","6.21","18.85","41.38","33.56","1093","9","661","81096","Conder"
