"the_geom","path_type","path_surf","ave_width","seg_length","suburb","owner"
"MULTILINESTRING ((149.1344404354287 -35.16534535929681, 149.13445970197677 -35.16538418449185))","FOOTPATH","CONCRETE","1.2","4.64957","AMAROO","ROADS_ACT"
"MULTILINESTRING ((149.134568595252 -35.16525176430324, 149.13454380635562 -35.16526197437409, 149.13451279010414 -35.165290892400556, 149.13448178950142 -35.165330039911666, 149.1344404354287 -35.16534535929681))","FOOTPATH","CONCRETE","1.2","16.11858","AMAROO","ROADS_ACT"
"MULTILINESTRING ((149.13539517308055 -35.170347183058105, 149.1354128433938 -35.170310798117534))","FOOTPATH","CONCRETE","1.2","4.34541","AMAROO","ROADS_ACT"
"MULTILINESTRING ((149.13524335418123 -35.170299392993364, 149.1352822286263 -35.17031165501828))","FOOTPATH","CONCRETE","1.2","3.79316","AMAROO","ROADS_ACT"
"MULTILINESTRING ((149.13533521303594 -35.17032755252852, 149.13539517308055 -35.170347183058105))","FOOTPATH","CONCRETE","1.2","5.88258","AMAROO","ROADS_ACT"
"MULTILINESTRING ((149.1354316655954 -35.1701673852619, 149.13543261151557 -35.17021132155968))","FOOTPATH","CONCRETE","1.2","4.87394","AMAROO","ROADS_ACT"
"MULTILINESTRING ((149.13418997411077 -35.16979684941002, 149.13388941302316 -35.169701127704315))","FOOTPATH","CONCRETE","1.2","29.37391","AMAROO","ROADS_ACT"
"MULTILINESTRING ((149.13400734618975 -35.16991384309731, 149.13401887704964 -35.169917751786485))","FOOTPATH","CONCRETE","1.2","1.1347","AMAROO","ROADS_ACT"
"MULTILINESTRING ((149.1340688955613 -35.169932436179764, 149.13423224114976 -35.1699822887736))","FOOTPATH","CONCRETE","1.2","15.87781","AMAROO","ROADS_ACT"
"MULTILINESTRING ((149.13424965716092 -35.16981521900526, 149.13423724642826 -35.16981013958433))","FOOTPATH","CONCRETE","1.2","1.26206","AMAROO","ROADS_ACT"
"MULTILINESTRING ((149.13447005531518 -35.16988592207242, 149.13430121622932 -35.16983247035547))","FOOTPATH","CONCRETE","1.2","16.48787","AMAROO","ROADS_ACT"
"MULTILINESTRING ((149.13428786381465 -35.17000106811093, 149.13464288954535 -35.17011083748695, 149.134654377406 -35.17012245208346, 149.13466499824548 -35.17014127779671, 149.13467560574324 -35.170151406194, 149.13469767435052 -35.170155709488874))","FOOTPATH","CONCRETE","1.2","42.07119","AMAROO","ROADS_ACT"
"MULTILINESTRING ((149.13447011019554 -35.16988592201573, 149.13445145702204 -35.169925777755466))","FOOTPATH","CONCRETE","1.2","4.737","AMAROO","ROADS_ACT"
"MULTILINESTRING ((149.13463790629075 -35.16993905912851, 149.13447005531518 -35.16988592207242))","FOOTPATH","CONCRETE","1.2","16.38788","AMAROO","ROADS_ACT"
"MULTILINESTRING ((149.1347150499468 -35.169962908224264, 149.13468792464934 -35.16995356301075))","FOOTPATH","CONCRETE","1.2","2.67977","AMAROO","ROADS_ACT"
"MULTILINESTRING ((149.13488388998712 -35.17001662974546, 149.13477028460133 -35.169979119100525))","FOOTPATH","CONCRETE","1.2","11.15771","AMAROO","ROADS_ACT"
"MULTILINESTRING ((149.13474890575955 -35.17017381720032, 149.1347692170923 -35.17017740127947, 149.1347877085096 -35.17017521906348, 149.13481947540637 -35.17016937291853, 149.13483275538618 -35.170168638138435, 149.135189491718 -35.170283496355175))","FOOTPATH","CONCRETE","1.2","42.68616","AMAROO","ROADS_ACT"
"MULTILINESTRING ((149.13508243251093 -35.17007807118736, 149.13492550584039 -35.170027311808205))","FOOTPATH","CONCRETE","1.2","15.36777","AMAROO","ROADS_ACT"
"MULTILINESTRING ((149.13517017134558 -35.17010384674006, 149.1351344257585 -35.17009194194038))","FOOTPATH","CONCRETE","1.2","3.51528","AMAROO","ROADS_ACT"
"MULTILINESTRING ((149.1354316655954 -35.1701673852619, 149.13540290882628 -35.17016782076907, 149.13535152848735 -35.17015998805373, 149.13522617527602 -35.170120552311566))","FOOTPATH","CONCRETE","1.2","19.61085","AMAROO","ROADS_ACT"
"MULTILINESTRING ((149.13075121828948 -35.17027211884674, 149.1307177760687 -35.170074096610826, 149.13070401319985 -35.17000840726316))","FOOTPATH","CONCRETE","1.2","29.57248","AMAROO","ROADS_ACT"
"MULTILINESTRING ((149.13080588573865 -35.17057155857184, 149.13075121828948 -35.17027211884674))","FOOTPATH","CONCRETE","1.2","33.59502","AMAROO","ROADS_ACT"
"MULTILINESTRING ((149.1308010906955 -35.16989357731337, 149.1307629538764 -35.16989699534088))","FOOTPATH","CONCRETE","1.2","3.4937","AMAROO","ROADS_ACT"
"MULTILINESTRING ((149.13079568249833 -35.16939368907258, 149.13076785149718 -35.1693891204598))","FOOTPATH","CONCRETE","1.2","2.58443","AMAROO","ROADS_ACT"
"MULTILINESTRING ((149.13105564481006 -35.16961149226271, 149.1310537321452 -35.16958012972125))","FOOTPATH","CONCRETE","1.2","3.48728","AMAROO","ROADS_ACT"
"MULTILINESTRING ((149.1310937826315 -35.16968247461411, 149.13107316097813 -35.16965460079691))","FOOTPATH","CONCRETE","1.2","3.61729","AMAROO","ROADS_ACT"
"MULTILINESTRING ((149.1310937826315 -35.16968247461411, 149.1311200027391 -35.16967397624514, 149.13114468559087 -35.169665073841394, 149.13116470933437 -35.16966000654881, 149.13119971597226 -35.16965532975513, 149.13123828981824 -35.16965064936144, 149.13128043147717 -35.16964637093864, 149.13135143573098 -35.16963913427859, 149.1313946793587 -35.16963778385848, 149.1314677160478 -35.16963180687096, 149.13150217257368 -35.169626274330724, 149.13152943163567 -35.169615296311584))","FOOTPATH","CONCRETE","1.2","40.69982","AMAROO","ROADS_ACT"
"MULTILINESTRING ((149.13159939298208 -35.16960797043045, 149.1316205227871 -35.16960857999544, 149.13169613765274 -35.16960183418137, 149.1317846971947 -35.16959038859122, 149.1318822032558 -35.16957965490766, 149.1319464069961 -35.16957557925052))","FOOTPATH","CONCRETE","1.2","31.85124","AMAROO","ROADS_ACT"
"MULTILINESTRING ((149.1319464069961 -35.16957557925052, 149.1320565409992 -35.169568527882184, 149.1321420930233 -35.16956438542693, 149.13223358429687 -35.16956834838468, 149.13233102204094 -35.16958519350632, 149.13239990868306 -35.16962955652907, 149.1324491592243 -35.16968119475676, 149.13246491106577 -35.1696819898959, 149.1324964001404 -35.169673891447914))","FOOTPATH","CONCRETE","1.2","54.9884","AMAROO","ROADS_ACT"
"MULTILINESTRING ((149.13226711892634 -35.169497293673906, 149.13226588104436 -35.16947701618196))","FOOTPATH","CONCRETE","1.2","2.25204","AMAROO","ROADS_ACT"
"MULTILINESTRING ((149.13245292696743 -35.16930450191351, 149.1324774559279 -35.169302899743684))","FOOTPATH","CONCRETE","1.2","2.2422","AMAROO","ROADS_ACT"
"MULTILINESTRING ((149.13273699776408 -35.16942124376142, 149.1327312883348 -35.16941998778896, 149.13268785420868 -35.16940412447602, 149.1326491378751 -35.16938699455593, 149.13261347660966 -35.1693577843928, 149.1325840100743 -35.16932410659143, 149.13255839766816 -35.16929871661714, 149.13254137237718 -35.16929044218024, 149.13250960552125 -35.16929619760077))","FOOTPATH","CONCRETE","1.2","26.48905","AMAROO","ROADS_ACT"
"MULTILINESTRING ((149.1328498079795 -35.169442128554195, 149.1327886022918 -35.169432637405265, 149.13273699776408 -35.16942124376142))","FOOTPATH","CONCRETE","1.2","10.54146","AMAROO","ROADS_ACT"
"MULTILINESTRING ((149.13273694288407 -35.16942124381733, 149.13272197144744 -35.169464745717775))","FOOTPATH","CONCRETE","1.2","5.01409","AMAROO","ROADS_ACT"
"MULTILINESTRING ((149.13272251159052 -35.169495343545464, 149.1327172243008 -35.16951923279006))","FOOTPATH","CONCRETE","1.2","2.69275","AMAROO","ROADS_ACT"
"MULTILINESTRING ((149.13253464790105 -35.16967137403939, 149.1325550053952 -35.16966932545774))","FOOTPATH","CONCRETE","1.2","1.8692","AMAROO","ROADS_ACT"
"MULTILINESTRING ((149.13263840316475 -35.1698013228342, 149.13263825690305 -35.16970443563478, 149.13264193358523 -35.16966788508264))","FOOTPATH","CONCRETE","1.2","14.82137","AMAROO","ROADS_ACT"
"MULTILINESTRING ((149.13264193351722 -35.16966784001883, 149.13259769450332 -35.169664189806035))","FOOTPATH","CONCRETE","1.2","4.05303","AMAROO","ROADS_ACT"
"MULTILINESTRING ((149.13264193358523 -35.16966788508264, 149.13264360976768 -35.16965125480328, 149.13265744852797 -35.16962082259338, 149.1326736161968 -35.16960625049758, 149.1326913310528 -35.16959866172605, 149.13271832800157 -35.16959593039706))","FOOTPATH","CONCRETE","1.2","11.94222","AMAROO","ROADS_ACT"
"MULTILINESTRING ((149.1327183828817 -35.16959593034115, 149.13271426538876 -35.16955862163901))","FOOTPATH","CONCRETE","1.2","4.15815","AMAROO","ROADS_ACT"
"MULTILINESTRING ((149.13271832800157 -35.16959593039706, 149.13272990601058 -35.16959479200611, 149.1327992803049 -35.169598551745466, 149.13290494565643 -35.16961236873875, 149.13306463326498 -35.16963942431635))","FOOTPATH","CONCRETE","1.2","32.00016","AMAROO","ROADS_ACT"
"MULTILINESTRING ((149.13333778144113 -35.16953698517489, 149.1332572405338 -35.1695161128922, 149.13316116662412 -35.16949394958283, 149.13305269178338 -35.169473060652344, 149.13296442063185 -35.16945728828882))","FOOTPATH","CONCRETE","1.2","35.16996","AMAROO","ROADS_ACT"
"MULTILINESTRING ((149.1331209047036 -35.16965207483981, 149.13327110933108 -35.169686485248484, 149.13340139454635 -35.16972222272706, 149.13348803918223 -35.16975083964517))","FOOTPATH","CONCRETE","1.2","35.22755","AMAROO","ROADS_ACT"
"MULTILINESTRING ((149.13373134123228 -35.16965424344622, 149.13340519933266 -35.16955345458543))","FOOTPATH","CONCRETE","1.2","31.74989","AMAROO","ROADS_ACT"
"MULTILINESTRING ((149.1335396484077 -35.16976511705208, 149.1335635342055 -35.16977356456776))","FOOTPATH","CONCRETE","1.2","2.36597","AMAROO","ROADS_ACT"
"MULTILINESTRING ((149.13361756120753 -35.16978982227263, 149.13395446677185 -35.169894474978186))","FOOTPATH","CONCRETE","1.2","32.81966","AMAROO","ROADS_ACT"
"MULTILINESTRING ((149.13383670569254 -35.16968653612776, 149.13378405140708 -35.16967072774888))","FOOTPATH","CONCRETE","1.2","5.11145","AMAROO","ROADS_ACT"
"MULTILINESTRING ((149.12547056031337 -35.17402760185575, 149.12542658008562 -35.174014395242104, 149.12538129042548 -35.17400664259299, 149.12532492078427 -35.17400340692238, 149.12529078348214 -35.17400343960616))","FOOTPATH","CONCRETE","1.2","16.73875","AMAROO","ROADS_ACT"
"MULTILINESTRING ((149.12532093191007 -35.17447951031609, 149.12532700317513 -35.174542143251095, 149.12531377810436 -35.174620747264235, 149.12529156679875 -35.17467105978201, 149.12526155290996 -35.174714980696734, 149.12518370769703 -35.17477814455727, 149.12510469945695 -35.174834009135736, 149.12500119611957 -35.17487800019964, 149.1249477652877 -35.17489634712955, 149.12489885167008 -35.1749265415175, 149.12486548051322 -35.174964066469265, 149.1248543895324 -35.174999722547916, 149.12484232375837 -35.1751222626455, 149.12480684762463 -35.17522378024398, 149.12473793156474 -35.17531437918019, 149.12467786004183 -35.17537202798618, 149.12466901528853 -35.175404933012224, 149.124602305091 -35.17546430052665))","FOOTPATH","CONCRETE","1.2","135.80391","AMAROO","ROADS_ACT"
"MULTILINESTRING ((149.12583708947452 -35.174618036949916, 149.12586012525517 -35.174607289596516, 149.1259038050809 -35.17460202016318))","FOOTPATH","CONCRETE","1.2","6.43492","AMAROO","ROADS_ACT"
"MULTILINESTRING ((149.12586161517882 -35.174651405669415, 149.1258851181816 -35.17469883528791, 149.12590969545752 -35.17476830008832, 149.12591534711277 -35.17480578776881))","FOOTPATH","CONCRETE","1.2","17.90199","AMAROO","ROADS_ACT"
"MULTILINESTRING ((149.12765768503579 -35.17533531093476, 149.127651020239 -35.17531886914268, 149.12764096451943 -35.1753106322813, 149.12758972734107 -35.1752896825627, 149.12753842865163 -35.17526413637047, 149.12750502216127 -35.17523857270277, 149.1272897201962 -35.17497817834575, 149.12722274243276 -35.174888656625946, 149.12720712638287 -35.17486852828421, 149.12718598692362 -35.17486214978722, 149.12715816088988 -35.174862176856735, 149.12710470287033 -35.174861327566546, 149.12704680057172 -35.17486138384861, 149.12700892160092 -35.17485502158664, 149.12696658517837 -35.174840416957906, 149.1269275796086 -35.17481395728944, 149.12686397265165 -35.17473997912329, 149.1267245341328 -35.174563644311924, 149.12669892558824 -35.174540821756224, 149.12666102704634 -35.174520714930516, 149.12661754885565 -35.17451345669206, 149.1265719367519 -35.17451075195197, 149.12653292114314 -35.174515341155875, 149.12641608888273 -35.17456394283898, 149.12630201937768 -35.17462561025691))","FOOTPATH","CONCRETE","1.2","171.43182","AMAROO","ROADS_ACT"
"MULTILINESTRING ((149.12772564869115 -35.17534714138144, 149.1277278763959 -35.17533159217874, 149.12774344620442 -35.17531968010557, 149.12779129845194 -35.175315081871055, 149.12785587435408 -35.175299471677974, 149.1279126421145 -35.17527381985751, 149.12795601016856 -35.17524268334444, 149.12799382031065 -35.17520150302345, 149.12802602826213 -35.17515757928547, 149.128059336917 -35.175078008959616, 149.12820245556472 -35.1747258749069, 149.12823352289843 -35.17465266072933, 149.12824127778126 -35.174626155575154, 149.12824123250687 -35.174595061565164, 149.12824345477844 -35.17457586218476, 149.1282567648261 -35.1745575531961, 149.12842596287723 -35.174514441118, 149.12846158086205 -35.17451345975362, 149.12850505395383 -35.17451711222734, 149.1286153093097 -35.17455080159168, 149.1286409545779 -35.17456082557332, 149.12865990946509 -35.17457455137585, 149.12866882462757 -35.17459099089747, 149.12867329824545 -35.174610183688955, 149.12867331563078 -35.17462208052742))","FOOTPATH","CONCRETE","1.2","151.32561","AMAROO","ROADS_ACT"
"MULTILINESTRING ((149.12625548484803 -35.17589532893897, 149.1262751450453 -35.17594172571292, 149.12628533277868 -35.176003858908324, 149.12628376785923 -35.176099170433176, 149.12628723001285 -35.176140580755636, 149.12630579537156 -35.17618891632471))","FOOTPATH","CONCRETE","1.2","33.21104","AMAROO","ROADS_ACT"
"MULTILINESTRING ((149.12752645545976 -35.170555830926006, 149.12753264078177 -35.17058254776976, 149.12751568975978 -35.170663363840184, 149.127487010344 -35.17071742340538))","FOOTPATH","CONCRETE","1.2","18.66158","AMAROO","ROADS_ACT"
"MULTILINESTRING ((149.1275125519774 -35.170315383637444, 149.12752645545976 -35.170555830926006))","FOOTPATH","CONCRETE","1.2","26.70684","AMAROO","ROADS_ACT"
"MULTILINESTRING ((149.12762014903402 -35.16980614688888, 149.12761883314326 -35.169769105662034))","FOOTPATH","CONCRETE","1.2","4.11343","AMAROO","ROADS_ACT"
"MULTILINESTRING ((149.1275347971063 -35.170100587481215, 149.12752871807075 -35.16999559457017, 149.12762014903402 -35.16980614688888))","FOOTPATH","CONCRETE","1.2","34.27107","AMAROO","ROADS_ACT"
"MULTILINESTRING ((149.12818598737508 -35.170688484549736, 149.1281818595602 -35.17056726677147, 149.12817532093962 -35.170335599789794, 149.12816722531386 -35.17008991945946, 149.12816396869664 -35.169963924042484, 149.12815851881933 -35.16995243809883, 149.12814533736403 -35.16994546612682, 149.12812437030215 -35.16994359400737, 149.12810499654165 -35.16994293704686, 149.1280724478851 -35.16993981448506, 149.12803989549795 -35.16993412327688, 149.12799103807794 -35.169924617603, 149.12770333389423 -35.169834500939686, 149.12762009415368 -35.16980614694247))","FOOTPATH","CONCRETE","1.2","133.75579","AMAROO","ROADS_ACT"
"MULTILINESTRING ((149.12831257478032 -35.1718029250269, 149.12831151220453 -35.171751643388646, 149.12830503987058 -35.171565806349925, 149.12829956118134 -35.171534627532864, 149.12828481494986 -35.17150855003376, 149.12823741444763 -35.171444921322774, 149.12821253301902 -35.17139339267575, 149.1282054778876 -35.17133486163075, 149.12820614987774 -35.17126866214382, 149.12819735242024 -35.17106881250158, 149.12819653594713 -35.17103573641959, 149.1281907423625 -35.170788116113705, 149.12818598737508 -35.170688484549736))","FOOTPATH","CONCRETE","1.2","125.70554","AMAROO","ROADS_ACT"
"MULTILINESTRING ((149.12744034598745 -35.17112417038105, 149.1274682953712 -35.171134417689544, 149.1274904410454 -35.17115413406616, 149.12750201062917 -35.17118490140525, 149.1275058945653 -35.17121409900563, 149.12749150310856 -35.17124335949768, 149.12747328813788 -35.17128519653725, 149.12746373305615 -35.171319184015175, 149.1274686208185 -35.171359421285636, 149.12747274832932 -35.171405247217095))","FOOTPATH","CONCRETE","1.2","34.47674","AMAROO","ROADS_ACT"
"MULTILINESTRING ((149.12668189264008 -35.171280918643546, 149.1267384568823 -35.171191727493714, 149.12676312953087 -35.171136905908455, 149.12676626845268 -35.17106800020327, 149.12674785302485 -35.17100880412483, 149.12672523335007 -35.17096461838764, 149.12669667213683 -35.17094860332428))","FOOTPATH","CONCRETE","1.2","40.54118","AMAROO","ROADS_ACT"
"MULTILINESTRING ((149.12787874501777 -35.17203682626412, 149.12803499963832 -35.17192761868842, 149.12811016468817 -35.171874054197914, 149.12814267806223 -35.171852391655996, 149.12828678822075 -35.17180831295265, 149.1283126853314 -35.17180346568472))","FOOTPATH","CONCRETE","1.2","48.00945","AMAROO","ROADS_ACT"
"MULTILINESTRING ((149.1283126853314 -35.17180346568472, 149.1283580600343 -35.171794904036936))","FOOTPATH","CONCRETE","1.2","4.24269","AMAROO","ROADS_ACT"
"MULTILINESTRING ((149.12832654875146 -35.17197694795594, 149.1283148202035 -35.17191269840265, 149.12831257478032 -35.1718029250269))","FOOTPATH","CONCRETE","1.2","19.39045","AMAROO","ROADS_ACT"
"MULTILINESTRING ((149.13043222487227 -35.16955069503924, 149.1304539633656 -35.16951768654122))","FOOTPATH","CONCRETE","1.2","4.16358","AMAROO","ROADS_ACT"
"MULTILINESTRING ((149.13046644413038 -35.16975520579335, 149.13044403503318 -35.16970610856774, 149.13042421595443 -35.169664173906, 149.1304057863343 -35.169633999525686, 149.13038842269282 -35.16961950630883))","FOOTPATH","CONCRETE","1.2","16.80956","AMAROO","ROADS_ACT"
"MULTILINESTRING ((149.15202199909402 -35.184262424371155, 149.1519587001438 -35.18450746585959, 149.15189823640637 -35.18477323328947))","FOOTPATH","CONCRETE","1.2","57.79087","GUNGAHLIN","ROADS_ACT"
"MULTILINESTRING ((149.15303243678042 -35.230502503149545, 149.15307986629418 -35.230458645278475))","FOOTPATH","CONCRETE","1.2","6.51","WATSON","ROADS_ACT"
"MULTILINESTRING ((149.1185803785399 -35.17827537558015, 149.1184632465033 -35.17827178595075, 149.1184475040522 -35.17827919060092, 149.1183078211987 -35.17828116398588, 149.11792487295355 -35.178275965111766, 149.1176005128118 -35.178289188829055, 149.11755994211975 -35.178281834625686, 149.11748560174496 -35.17826342487216, 149.11734583806938 -35.17820433575146, 149.1172895077905 -35.17819145266288, 149.11722415660418 -35.17816375158985, 149.11688388118785 -35.17805310714039, 149.11673064314866 -35.17801439811974, 149.11669233028618 -35.17801258447301, 149.11664053247767 -35.17802371607816, 149.11658200801963 -35.178053374846, 149.11629842027958 -35.17822748184265, 149.11627366023458 -35.17826450109885, 149.116235441739 -35.1783347893235, 149.11619948000055 -35.17836812321835, 149.11615445958094 -35.17839961747633, 149.11597209740472 -35.17846079458715, 149.11582796662145 -35.17850346164809, 149.11579190630283 -35.17850349335154, 149.11564319756562 -35.17848699543387, 149.11552385108678 -35.17851111914822, 149.1150554326856 -35.178624368735434, 149.11488208253456 -35.178694774412236, 149.1148393046135 -35.17872072337512, 149.11478532270763 -35.178783634399934, 149.11474935302863 -35.17881142501832, 149.11470431510992 -35.17882998543569, 149.11465701483493 -35.17883926465971, 149.1146209758341 -35.178855924539846, 149.11453683663183 -35.17890002499474))","FOOTPATH","CONCRETE","1.2","407.05853","NGUNNAWAL","ROADS_ACT"
"MULTILINESTRING ((149.12590120420447 -35.176547969402314, 149.1259139682377 -35.176569497630524, 149.1259195972459 -35.17659103272479, 149.12591414058755 -35.17672866291904))","FOOTPATH","CONCRETE","1.2","20.38134","AMAROO","ROADS_ACT"
"MULTILINESTRING ((149.12482362501234 -35.17695800091904, 149.12481244481404 -35.177008392939385, 149.12480556675655 -35.17703489702785, 149.12481021458206 -35.17706139012856, 149.12483798252785 -35.17709736965295, 149.12489568437493 -35.17714846206322))","CYCLEPATH","BITUMEN","2.5","24.11545","AMAROO","ROADS_ACT"
"MULTILINESTRING ((149.12486664334014 -35.176523048860815, 149.12482411891455 -35.17695795538432))","CYCLEPATH","BITUMEN","2.5","48.4071","AMAROO","ROADS_ACT"
"MULTILINESTRING ((149.12611041077446 -35.17327532161052, 149.12611037527003 -35.17325049145945, 149.12610058838163 -35.17323806326946, 149.12608274000308 -35.17323001404289, 149.12605337362507 -35.17322711319244, 149.12600972734407 -35.17321692574544, 149.1259838661857 -35.1732089292859, 149.12571088231232 -35.17309513523767))","FOOTPATH","CONCRETE","1.2","43.49203","AMAROO","ROADS_ACT"
"MULTILINESTRING ((149.12301392298156 -35.17409942073941, 149.12309441517243 -35.174044547529, 149.12318248257017 -35.173990703613676, 149.12325295834447 -35.173955487550245, 149.1233272397347 -35.17393369689229, 149.1234015370099 -35.17392330732842, 149.1234682748256 -35.173923244464156, 149.12354254460433 -35.17393245761543, 149.12360052717577 -35.17395101430381, 149.1236332895947 -35.173988206135476, 149.12366990692334 -35.17403472253673, 149.1237363201776 -35.17407715504294))","FOOTPATH","CONCRETE","1.2","78.59942","AMAROO","ROADS_ACT"
"MULTILINESTRING ((149.1233180549516 -35.17474562090715, 149.12325784007112 -35.1747402698925, 149.12317473470927 -35.17473205627664, 149.12310544854472 -35.17471558294111, 149.1230512510665 -35.17469598599629, 149.1229982986878 -35.17466399530096, 149.1229630187907 -35.17463194294185, 149.12295042600638 -35.17461437985363, 149.12292013058337 -35.174575157654665, 149.122869655485 -35.17450900618278, 149.1228443863659 -35.174453195756776, 149.1228317246787 -35.17438601742283, 149.12283669634778 -35.17433017865533, 149.12285295668272 -35.17426189168587, 149.12290948412732 -35.17418121946987, 149.12295853986402 -35.17413462250658, 149.12301392298156 -35.17409942073941))","FOOTPATH","CONCRETE","1.2","103.58907","AMAROO","ROADS_ACT"
"MULTILINESTRING ((149.12385358806196 -35.174808205174, 149.12353164261359 -35.174770790679425))","FOOTPATH","CONCRETE","1.2","29.62551","AMAROO","ROADS_ACT"
"MULTILINESTRING ((149.13361314809825 -35.1656267788306, 149.13366204740586 -35.16548477732173, 149.13376421341033 -35.165438346713145))","FOOTPATH","CONCRETE","1.2","27.01145","AMAROO","ROADS_ACT"
"MULTILINESTRING ((149.13376421341033 -35.165438346713145, 149.13377224441206 -35.165414724971754))","FOOTPATH","CONCRETE","1.8","2.72058","AMAROO","ROADS_ACT"
"MULTILINESTRING ((149.13376421341033 -35.165438346713145, 149.13376755784 -35.16543631540146, 149.1339189118742 -35.165473653005634))","FOOTPATH","CONCRETE","1.2","14.78037","AMAROO","ROADS_ACT"
"MULTILINESTRING ((149.13397139176476 -35.165484819933475, 149.1340777268266 -35.16550931537251))","FOOTPATH","CONCRETE","1.2","10.06444","AMAROO","ROADS_ACT"
"MULTILINESTRING ((149.1341315795229 -35.16552102158412, 149.13417181320122 -35.16552656805185, 149.13421813655577 -35.165530981630255))","FOOTPATH","CONCRETE","1.2","7.96718","AMAROO","ROADS_ACT"
"MULTILINESTRING ((149.13427406180907 -35.165534303753674, 149.1343319540348 -35.16553199083227, 149.1343851156937 -35.16552242747668, 149.13444299334589 -35.165510606031326, 149.1344975123444 -35.165491532738514))","FOOTPATH","CONCRETE","1.2","21.07475","AMAROO","ROADS_ACT"
"MULTILINESTRING ((149.1344975123444 -35.165491532738514, 149.13448313018318 -35.16545292782352))","FOOTPATH","CONCRETE","1.2","4.47845","AMAROO","ROADS_ACT"
"MULTILINESTRING ((149.1344975123444 -35.165491532738514, 149.13453160238942 -35.16549879786344, 149.1345786683086 -35.16552222750838, 149.13459773481512 -35.1655378900353, 149.13462788062603 -35.16562122709833))","FOOTPATH","CONCRETE","1.2","20.32918","AMAROO","ROADS_ACT"
"MULTILINESTRING ((149.12525300994562 -35.17414831097769, 149.12522432628614 -35.174355992643655, 149.12521518745731 -35.17445216763983, 149.1252183452753 -35.17451160383449, 149.12521229712064 -35.1745812332651, 149.12520307564392 -35.17461918584569, 149.125190823032 -35.174648308810546, 149.12514777965305 -35.17471540497575, 149.12510929979183 -35.1747496001557, 149.1250554012334 -35.1747863786935, 149.1249968761861 -35.17481171540801, 149.12493219519934 -35.174830749030676, 149.12485821741862 -35.17483465003349, 149.12478269027343 -35.17482962982638, 149.12425551413708 -35.17473905709097, 149.12419693905446 -35.174728973283564, 149.12415220713655 -35.17472775390467, 149.1240958561699 -35.174738126926364))","FOOTPATH","CONCRETE","1.2","165.71967","AMAROO","ROADS_ACT"
