"month","number_of_unique_clients","number_of_sessions","number_of_unique_users","number_of_unique_aps","average_users_per_ap","average_clients_per_ap","client_user_total_session_time_hours","average_session_time_minutes","average_session_time_per_user_minutes","average_session_time_per_client_minutes","total_traffic_mb","total_throughput_mbps","total_sessions","total_clients","total_unique_users","client_traffic_total_session_time_hours","average_traffic_per_session_kb","average_traffic_per_user_kb","average_traffic_per_client_kb","average_throughput_per_session_kbps","average_throughput_per_user_kbps","average_throughput_per_client_kbps"
"Aug-16","45219","1002063","45245","317","142.73","142.65","265076.55","15.87","351.52","351.72","4843916.37","38813.66","1002063","45219","45245","265076.68","4833.94","107059.71","107121.26","38.73","857.86","858.35"
"Sep-16","47423","884219","47447","335","141.63","141.56","1415380.55","96.04","1789.85","1790.75","4465326.18","35492.13","884219","47423","47447","1415382.87","5050.02","94111.88","94159.5","40.14","748.04","748.42"
"Oct-16","48753","1013100","48785","334","146.06","145.97","272255.64","16.12","334.84","335.06","5138699.22","41442.34","1013100","48753","48785","272255.64","5072.25","105333.59","105402.73","40.91","849.49","850.05"
"Nov-16","47306","985535","47338","331","143.02","142.92","247838.69","15.09","314.13","314.34","4952293.75","38898.52","985535","47306","47338","277364.57","5145.58","107126.38","107198.85","40.42","841.44","842.01"
"Feb-17","52629","1060130","52648","358","147.06","147.01","332571.95","18.82","379.01","379.15","5587888.90","39728.92","1060130","52629","52648","332571.95","5270.95","106136.77","106175.09","37.48","754.61","754.89"
"Mar-17","51599","940346","51621","367","140.66","140.6","299509.28","19.11","348.12","348.27","5312781.33","37140.12","940346","51599","51621","299509.28","5649.82","102918.99","102962.87","39.5","719.48","719.78"
"Apr-17","52646","880234","52672","365","144.31","144.24","285419.94","19.46","325.13","325.29","5087457.64","35911.36","880234","52646","52672","285421.66","5779.66","96587.52","96635.22","40.8","681.79","682.13"
"May-17","48857","903507","48875","367","133.17","133.13","368337.23","24.46","452.18","452.35","5077228.41","35576.29","903507","48857","48875","368337.23","5619.47","103881.91","103920.18","39.38","727.9","728.17"
"Jun-17","47731","839974","47746","366","130.45","130.41","278677.01","19.91","350.2","350.31","4747738.52","33273.97","839974","47731","47746","278679.97","5652.24","99437.41","99468.66","39.61","696.9","697.11"
"Jul-17","49254","894864","49273","370","133.17","133.12","361428.68","24.23","440.11","440.28","4997496.53","34755.03","894864","49254","49273","361430.75","5584.64","101424.64","101463.77","38.84","705.36","705.63"
"Aug-17","48457","909072","48484","375","129.29","129.22","282084.58","18.62","349.09","349.28","4883601.85","34223.16","909072","48457","48484","282085.65","5372.07","100726.05","100782.17","37.65","705.87","706.26"
"Sep-17","48707","771780","48730","377","129.26","129.2","267470.79","20.79","329.33","329.49","4374082.90","28597.66","771780","48707","48730","267470.79","5667.53","89761.60","89803.99","37.05","586.86","587.14"
"Oct-17","48764","844637","48794","375","130.12","130.04","1188493.42","84.43","1461.44","1462.34","5093901.34","32866.12","844637","48764","48794","1188493.42","6030.88","104396.06","104460.28","38.91","673.57","673.98"
"Nov-17","47245","872850","47270","372","127.07","127","278516.81","19.15","353.52","353.71","5258953.05","35087.36","872850","47245","47270","278519.81","6025.04","111253.50","111312.37","40.2","742.28","742.67"
"Dec-17","45273","767674","45292","369","122.74","122.69","258618.87","20.21","342.6","342.75","4716814.38","29878.98","767674","45273","45292","258618.59","6144.29","104142.33","104186.04","38.92","659.7","659.97"
"Jan-18","42447","722872","42466","369","115.08","115.03","235130.30","19.52","332.21","332.36","4727890.06","30930.01","722872","42447","42466","235130.30","6540.42","111333.54","111383.37","42.79","728.35","728.67"
"Feb-18","47428","872288","47448","367","129.29","129.23","286234.95","19.69","361.96","362.11","5192315.89","33734.69","872288","47428","47448","286245.42","5952.52","109431.71","109477.86","38.67","710.98","711.28"
"Mar-18","46920","838345","46938","367","127.9","127.85","272403.54","19.5","348.21","348.34","5050928.26","32730.04","838345","46920","46938","272403.54","6024.88","107608.51","107649.79","39.04","697.3","697.57"
"Apr-18","46523","783433","46544","364","127.87","127.81","251470.39","19.26","324.17","324.32","5220018.95","34682.13","783433","46523","46544","251498.31","6663.01","112152.35","112202.97","44.27","745.15","745.48"
"May-18","42745","782796","42761","363","117.8","117.75","2584500.78","198.1","3626.44","3627.79","4610719.26","31768.39","782796","42745","42761","2584500.78","5890.06","107825.34","107865.7","40.58","742.93","743.21"
"Jun-18","39614","711258","39627","349","113.54","113.51","222073.06","18.73","336.25","336.36","4263556.20","29819.42","711258","39614","39627","222076.59","5994.39","107592.20","107627.51","41.92","752.5","752.75"
"Jul-18","40239","690437","40251","365","110.28","110.24","224414.85","19.5","334.52","334.62","4426618.23","28761.93","690437","40239","40251","224414.85","6411.33","109975.36","110008.16","41.66","714.56","714.78"
"Aug-18","39863","690701","39873","367","108.65","108.62","273376.25","23.75","411.37","411.47","4164040.43","26842.46","690701","39863","39873","273376.25","6028.72","104432.58","104458.78","38.86","673.2","673.37"
"Sep-18","40318","672007","40329","369","109.29","109.26","278757.66","24.89","414.73","414.84","4093293.16","26100.97","672007","40318","40329","278757.66","6091.15","101497.51","101525.2","38.84","647.2","647.38"
"Oct-18","40307","648016","40315","371","108.67","108.64","218332.17","20.22","324.94","325","4134155.31","26118.59","648016","40307","40315","218332.17","6379.71","102546.33","102566.68","40.31","647.86","647.99"
"Nov-18","38576","656064","38587","362","106.59","106.56","213362.20","19.51","331.76","331.86","3966178.90","25279.14","656064","38576","38587","213362.20","6045.41","102785.37","102814.67","38.53","655.12","655.31"
"Dec-18","36410","589159","36417","351","103.75","103.73","194438.89","19.8","320.35","320.42","3666024.59","23469.76","589159","36410","36417","194438.89","6222.47","100667.95","100687.3","39.84","644.47","644.6"
"Jan-19","32908","532268","32913","352","93.5","93.49","169811.79","19.14","309.56","309.61","3437116.55","22060.64","532268","32908","32913","169811.79","6457.49","104430.36","104446.23","41.45","670.27","670.37"
"Feb-19","36926","667959","36930","350","105.51","105.5","208516.44","18.73","338.78","338.81","3932151.19","25291.15","667959","36926","36930","208517.80","5886.82","106475.80","106487.33","37.86","684.84","684.91"
"Mar-19","36042","621577","36048","347","103.88","103.87","202230.06","19.52","336.6","336.66","3810932.64","24765.63","621577","36042","36048","202230.06","6131.07","105718.28","105735.88","39.84","687.02","687.13"
"Apr-19","34683","576144","34689","348","99.68","99.66","175701.24","18.3","303.9","303.96","3635260.30","24290.99","576144","34683","34689","175702.99","6309.64","104795.77","104813.89","42.16","700.25","700.37"
"May-19","31630","554570","31636","346","91.43","91.42","169014.21","18.29","320.55","320.61","3193680.18","21506.91","554570","31630","31636","169014.21","5758.84","100950.82","100969.97","38.78","679.82","679.95"
"Jun-19","29978","491419","29983","335","89.5","89.49","152424.38","18.61","305.02","305.07","3061636.59","20506.44","491419","29978","29983","152424.38","6230.20","102112.42","102129.45","41.73","683.94","684.05"
"Jul-19","29642","452558","29643","335","88.49","88.48","139759.61","18.53","282.89","282.9","2920146.65","19244.54","452558","29642","29643","139760.57","6452.54","98510.50","98513.82","42.52","649.21","649.23"
"Aug-19","28987","444882","28988","340","85.26","85.26","143570.65","19.36","297.17","297.18","2788451.38","18293.75","444882","28987","28988","143570.65","6267.84","96193.30","96196.62","41.12","631.08","631.1"
"Sep-19","29500","452753","29503","346","85.27","85.26","386061.12","51.16","785.13","785.21","2929673.67","20840.51","452753","29500","29503","386061.12","6470.80","99300.87","99310.97","46.03","706.39","706.46"
"Oct-19","31519","468434","31522","342","92.17","92.16","145931.80","18.69","277.77","277.8","3520666.43","23844.28","468434","31519","31522","145932.84","7515.82","111689.18","111699.81","50.9","756.43","756.51"
"Nov-19","30637","459609","30641","335","91.47","91.45","145118.76","18.94","284.17","284.2","3241292.95","20797.65","459609","30637","30641","145118.76","7052.28","105782.87","105796.68","45.25","678.75","678.84"
"Dec-19","28175","389397","28179","337","83.62","83.61","123168.60","18.98","262.26","262.29","3224779.37","18521.72","389397","28175","28179","123168.60","8281.47","114439.10","114455.35","47.57","657.29","657.38"
"Jan-20","34379","382322","34384","336","102.33","102.32","120074.16","18.84","209.53","209.56","2625490.14","16165.70","382322","34379","34384","120076.89","6867.22","76357.90","76369.01","42.28","470.15","470.22"
"Feb-20","71925","1294445","71940","337","213.47","213.43","415284.92","19.25","346.36","346.43","4272199.59","17132.36","1294445","71925","71940","415284.92","3300.41","59385.59","59397.98","13.24","238.15","238.2"
"Mar-20","53828","569489","53834","340","158.34","158.32","182724.05","19.25","203.65","203.68","2921516.05","15529.26","569489","53828","53834","182724.05","5130.07","54268.98","54275.03","27.27","288.47","288.5"
"Apr-20","11121","133639","11122","332","33.5","33.5","45785.39","20.56","247","247.02","1596541.06","9675.59","133639","11121","11122","45785.39","11946.67","143548.02","143560.93","72.4","869.95","870.03"
"May-20","12259","176161","12259","328","37.38","37.38","62074.59","21.14","303.82","303.82","2445789.99","13463.95","176161","12259","12259","62074.59","13883.83","199509.75","199509.75","76.43","1098.29","1098.29"
"Jun-20","15289","227524","15290","326","46.9","46.9","75564.58","19.93","296.53","296.54","2620267.74","15879.2","227524","15289","15290","75565.69","11516.45","171371.34","171382.55","69.79","1038.54","1038.6"
"Jul-20","16291","246618","16292","328","49.67","49.67","82337.24","20.03","303.23","303.25","2916095.72","17212.19","246618","16291","16292","82347.15","11824.34","178989.43","179000.41","69.79","1056.48","1056.55"
"Aug-20","16406","251946","16408","328","50.02","50.02","85788.07","20.43","313.71","313.74","3153651.53","17819.58","251946","16406","16408","85788.07","12517.17","192202.07","192225.5","70.73","1086.03","1086.16"
"Sep-20","18053","271121","18056","337","53.58","53.57","91918.96","20.34","305.45","305.5","3294546.43","18641.86","271121","18053","18056","91918.96","12151.57","182462.70","182493.02","68.76","1032.45","1032.62"
"Oct-20","18631","291866","18632","349","53.39","53.38","98276.96","20.2","316.48","316.49","3486436.21","19778.45","291866","18631","18632","98277.06","11945.33","187120.88","187130.92","67.77","1061.53","1061.59"
"Nov-20","20886","328563","20889","363","57.55","57.54","107164.53","19.57","307.81","307.86","3774198.55","22353.83","328563","20886","20889","107164.53","11486.99","180678.76","180704.71","68.04","1070.12","1070.28"
"Dec-20","20637","319019","20640","373","55.34","55.33","107440.90","20.21","312.33","312.37","3377549.90","19855.22","319019","20637","20640","107440.90","10587.30","163640.98","163664.77","62.24","961.98","962.12"
"Jan-21","19343","321131","19344","367","52.71","52.71","107034.87","20","331.99","332.01","3647675.30","21697.13","321131","19343","19344","107034.87","11358.84","188568.82","188578.57","67.56","1121.65","1121.7"
"Feb-21","21772","385637","21772","375","58.06","58.06","124718.44","19.4","343.7","343.7","4092263.54","24573.09","385637","21772","21772","124718.44","10611.70","187959.93","187959.93","63.72","1128.66","1128.66"
"Mar-21","22053","374426","22054","384","57.43","57.43","123759.87","19.83","336.7","336.72","4022130.04","23492.13","374426","22053","22054","123759.87","10742.12","182376.44","182384.71","62.74","1065.21","1065.26"
"Apr-21","24005","377204","24006","386","62.19","62.19","124896.25","19.87","312.16","312.18","3997154.72","24039.39","377204","24005","24006","124896.25","10596.80","166506.49","166513.42","63.73","1001.39","1001.43"
"May-21","20713","343221","20714","392","52.84","52.84","115884.75","20.26","335.67","335.69","4183181.94","22993.28","343221","20713","20714","115884.75","12188.01","201949.50","201959.25","66.99","1110.04","1110.09"
"Jun-21","19456","315243","19457","392","49.64","49.63","110391.19","21.01","340.42","340.43","3822410.31","20291.13","315243","19456","19457","110391.19","12125.28","196454.25","196464.35","64.37","1042.87","1042.92"
"Jul-21","18707","321026","18709","394","47.48","47.48","110384.85","20.63","354.01","354.04","3571338.18","19766.82","321026","18707","18709","110384.85","11124.76","190888.78","190909.19","61.57","1056.54","1056.65"
"Aug-21","14408","213159","14409","390","36.95","36.94","76060.35","21.41","316.72","316.74","2855244.48","15750.02","213159","14408","14409","76060.35","13394.90","198157.02","198170.77","73.89","1093.07","1093.14"
"Sep-21","9703","148025","9704","385","25.21","25.2","57992.28","23.51","358.57","358.6","2423366.87","13510.61","148025","9703","9704","57992.28","16371.34","249728.66","249754.39","91.27","1392.27","1392.42"
"Oct-21","13207","209405","13207","392","33.69","33.69","74281.86","21.28","337.47","337.47","2868445.53","16022.58","209405","13207","13207","74281.86","13698.08","217191.30","217191.3","76.51","1213.19","1213.19"
"Nov-21","18951","310243","18952","412","46","46","105589.54","20.42","334.29","334.3","3524723.85","20016.68","310243","18951","18952","105589.54","11361.17","185981.63","185991.44","64.52","1056.18","1056.23"
"Dec-21","18113","158980","18114","801","22.615","22.61","56604.86","21.365","187.5","187.51","1594080.06","9561.42","158980","18113","18114","56604.86","10024.20","87977.41","87982.13","60.125","527.7","527.73"
"Jan-22","13145","174205","13146","400","32.86","32.86","72308.26","24.9045","330.024","330.0491","2103832.25","11675.75","174205","13145","13146","7230826.33","12076.76","160035.92","160048.1","67.02","888.16","888.23"
"Feb-22","19187","327157","19188","395","48.58","48.57","105927.81","19.43","331.23","331.25","3634258.94","20690.40","327157","19187","19188","105927.81","11108.61","189402.70","189412.57","63.24","1078.3","1078.36"
"Mar-22","20064","325180","20065","398","50.41","50.41","107704.22","19.87","322.07","322.08","3841847.14","21332.71","325180","20064","20065","107704.22","11814.52","191470.08","191479.62","65.6","1063.18","1063.23"
"Apr-22","20319","311353","20320","391","51.97","51.97","103453.05","19.94","305.47","305.49","3686791.79","20679.92","311353","20319","20320","103453.60","11841.20","181436.60","181445.53","66.42","1017.71","1017.76"
