"name","location","point","ap_type"
"CIVC_WEST_AP15-1","-35.282057,149.124347","POINT (149.124347 -35.282057)","outdoor-mesh"
"EPIC_CONF_AP10","-35.232756,149.146585","POINT (149.146585 -35.232756)","indoor"
"KING_AP11-2","-35.317137,149.141361","POINT (149.141361 -35.317137)","outdoor-mesh"
"TUGG_AP06-1","-35.414578,149.068405","POINT (149.068405 -35.414578)","outdoor-mesh"
"TUGG_AP02","-35.419301,149.066837","POINT (149.066837 -35.419301)","outdoor"
"CHIS_AP02","-35.414383,149.127991","POINT (149.127991 -35.414383)","outdoor"
"ANBG_AP04-2","-35.274324,149.10861","POINT (149.10861 -35.274324)","outdoor-mesh"
"CIVC_EAST_AP15-1","-35.283507,149.137093","POINT (149.137093 -35.283507)","outdoor-mesh"
"AMAR_AP01","-35.165224,149.133396","POINT (149.133396 -35.165224)","outdoor"
"DICK_AP03-1","-35.247509,149.134367","POINT (149.134367 -35.247509)","outdoor-mesh"
"TUGG_AP23","-35.413113,149.063052","POINT (149.063052 -35.413113)","outdoor"
"CBR-Buzz_Cafe","-35.324057,149.172701","POINT (149.172701 -35.324057)","indoor"
"CBR-Airport_AP01","-35.307953,149.190635","POINT (149.190635 -35.307953)","indoor"
"CIVC_WEST_AP16","-35.280304,149.124652","POINT (149.124652 -35.280304)","outdoor"
"CBR-Theatre_AP04","-35.281509,149.130366","POINT (149.130366 -35.281509)","indoor"
"CBR_On_The_Grind","-35.393219,149.068568","POINT (149.068568 -35.393219)","indoor"
"CIVC_EAST_AP01-2","-35.270804,149.131772","POINT (149.131772 -35.270804)","outdoor-mesh"
"LANY_AP02-2","-35.457382,149.093174","POINT (149.093174 -35.457382)","outdoor-mesh"
"BELC_AP09","-35.236144,149.067561","POINT (149.067561 -35.236144)","outdoor"
"DICK_AP10-1","-35.249675,149.141062","POINT (149.141062 -35.249675)","outdoor-mesh"
"DICK_AP03","-35.248271,149.133611","POINT (149.133611 -35.248271)","outdoor"
"AMAR_AP02","-35.165389,149.130628","POINT (149.130628 -35.165389)","outdoor"
"GUNG_AP06-1","-35.184943,149.138447","POINT (149.138447 -35.184943)","outdoor-mesh"
"KING_AP07","-35.312085,149.145714","POINT (149.145714 -35.312085)","outdoor"
"WODN_AP02","-35.347397,149.084523","POINT (149.084523 -35.347397)","outdoor"
"HAWK_AP01-1","-35.243727,149.04337","POINT (149.04337 -35.243727)","outdoor-mesh"
"BELC_ART_AP02","-35.235986,149.06807","POINT (149.06807 -35.235986)","indoor"
"CBR_Smoque","-35.279464,149.130718","POINT (149.130718 -35.279464)","indoor"
"CIVC_WEST_AP11-1","-35.278977,149.125787","POINT (149.125787 -35.278977)","outdoor-mesh"
"JAMI_AP01-2","-35.252164,149.070486","POINT (149.070486 -35.252164)","outdoor-mesh"
"BELC_AP04-2","-35.239883,149.069631","POINT (149.069631 -35.239883)","outdoor-mesh"
"WANN_AP02-1","-35.3905983226,149.084662022","POINT (149.084662022 -35.3905983226)","outdoor-mesh"
"GUNG_AP05","-35.184661,149.137555","POINT (149.137555 -35.184661)","outdoor"
"CS-meessushi","-35.320206,149.133418","POINT (149.133418 -35.320206)","indoor"
"CS-greasemonkey","-35.278020,149.134902","POINT (149.134902 -35.27802)","indoor"
"CIVC_WEST_AP06","-35.277033,149.127889","POINT (149.127889 -35.277033)","outdoor"
"DICK_AP04-1","-35.249399,149.135665","POINT (149.135665 -35.249399)","outdoor-mesh"
"MANU_AP11","-35.319182,149.1311","POINT (149.1311 -35.319182)","indoor"
"CIVC_WEST_AP07","-35.278240,149.126829","POINT (149.126829 -35.27824)","outdoor"
"SCCTUGG_AP08","-35.415702,149.063963","POINT (149.063963 -35.415702)","indoor"
"WODN_AP06","-35.343076,149.085896","POINT (149.085896 -35.343076)","outdoor"
"BELC_ART_AP01","-35.235701,149.068014","POINT (149.068014 -35.235701)","indoor"
"WODN_AP13-1","-35.347922,149.088274","POINT (149.088274 -35.347922)","outdoor-mesh"
"WANN_AP02","-35.390206214,149.086250393","POINT (149.086250393 -35.390206214)","outdoor"
"WODN_AP03-1","-35.346280,149.084388","POINT (149.084388 -35.34628)","outdoor-mesh"
"TUGG_AP05","-35.415660,149.06779","POINT (149.06779 -35.41566)","outdoor"
"BELC_AP05","-35.240923,149.067188","POINT (149.067188 -35.240923)","outdoor"
"CIVC_WEST_AP04-1","-35.275798,149.128858","POINT (149.128858 -35.275798)","outdoor-mesh"
"GUNG_AP07","-35.185232,149.140194","POINT (149.140194 -35.185232)","outdoor"
"CBR-IN_AP02","-35.277859,149.127163","POINT (149.127163 -35.277859)","indoor"
"Lutons_Properties_Tuggeranong","-35.416496,149.068606","POINT (149.068606 -35.416496)","indoor"
"ERIN_AP01-1","-35.403038,149.098637","POINT (149.098637 -35.403038)","outdoor-mesh"
"BELC_AP08-1","-35.237943,149.067258","POINT (149.067258 -35.237943)","outdoor-mesh"
"KING_AP09-2","-35.315043,149.141037","POINT (149.141037 -35.315043)","outdoor-mesh"
"DICK_AP01-2","-35.251597,149.133859","POINT (149.133859 -35.251597)","outdoor-mesh"
"BELC_AP04-1","-35.239861,149.06858","POINT (149.06858 -35.239861)","outdoor-mesh"
"ANBG_AP03","-35.277293,149.11018","POINT (149.11018 -35.277293)","outdoor"
"KALE_AP02-1","-35.219936,149.103359","POINT (149.103359 -35.219936)","outdoor-mesh"
"KING_AP10","-35.315907,149.14225","POINT (149.14225 -35.315907)","outdoor"
"CBR-IN_AP01","-35.277868,149.127339","POINT (149.127339 -35.277868)","indoor"
"BELC_STAD_AP06","-35.242128,149.057281","POINT (149.057281 -35.242128)","outdoor"
"WODN_AP11","-35.344222,149.088311","POINT (149.088311 -35.344222)","outdoor"
"Cafe_Garema","-35.27804,149.13183","POINT (149.13183 -35.27804)","indoor"
"CBR-Viizar_Cafe","-35.344941,149.085158","POINT (149.085158 -35.344941)","indoor"
"KAMB_AP01","-35.3801471,149.0581947","POINT (149.0581947 -35.3801471)","outdoor"
"CBR_Merchant_Deli_Cafe","-35.311542,149.145912","POINT (149.145912 -35.311542)","indoor"
"CBR-IN_AP04","-35.277868,149.127339","POINT (149.127339 -35.277868)","indoor"
"1MooreSt-L4-AP08","-35.277868,149.127339","POINT (149.127339 -35.277868)","indoor"
"BELC_AP13-2","-35.236273,149.070852","POINT (149.070852 -35.236273)","outdoor-mesh"
"GUNG_AP10","-35.189093,149.143508","POINT (149.143508 -35.189093)","outdoor"
"CIVC_EAST_AP08-1","-35.278234,149.132794","POINT (149.132794 -35.278234)","outdoor-mesh"
"Floriade-FL05","-35.290289,149.132541","POINT (149.132541 -35.290289)","outdoor"
"EPIC_BUDA_AP08","-35.232966,149.146274","POINT (149.146274 -35.232966)","indoor"
"CIVC_EAST_AP25","-35.26973,149.13203","POINT (149.13203 -35.26973)","outdoor"
"TUGG_AP19","-35.423330,149.073674","POINT (149.073674 -35.42333)","outdoor"
"LANY_AP01","-35.456686,149.090903","POINT (149.090903 -35.456686)","outdoor"
"CBR-Chong_Co_Thai","-35.346435,149.085002","POINT (149.085002 -35.346435)","indoor"
"GUNG_AP05-1","-35.184757,149.136635","POINT (149.136635 -35.184757)","outdoor-mesh"
"EPIC_COOR_AP20","-35.232531,149.14697","POINT (149.14697 -35.232531)","outdoor"
"TUGG_AP04-1","-35.416227,149.06997","POINT (149.06997 -35.416227)","outdoor-mesh"
"CBR-HVLCK_AP06","-35.273702,149.129162","POINT (149.129162 -35.273702)","indoor"
"ANBG_AP06","-35.277320,149.110295","POINT (149.110295 -35.27732)","indoor"
"BELC_AP07-2","-35.238153,149.070219","POINT (149.070219 -35.238153)","outdoor-mesh"
"CIVC_WEST_AP13-1","-35.279868,149.126668","POINT (149.126668 -35.279868)","outdoor-mesh"
"BELC_ART_AP03","-35.235873,149.068127","POINT (149.068127 -35.235873)","indoor"
"CIVC_EAST_AP14","-35.281020,149.134291","POINT (149.134291 -35.28102)","outdoor"
"STRO_AP01","-35.320032,149.025652","POINT (149.025652 -35.320032)","outdoor"
"Axis_Hairdressing","-35.272960,149.133233","POINT (149.133233 -35.27296)","indoor"
"CIVC_EAST_AP01","-35.272670,149.131481","POINT (149.131481 -35.27267)","outdoor"
"KING_AP04","-35.310903,149.144911","POINT (149.144911 -35.310903)","outdoor"
"MAWS_AP02-2","-35.366233,149.094284","POINT (149.094284 -35.366233)","outdoor-mesh"
"CIVC_WEST_AP06-1","-35.277010,149.128634","POINT (149.128634 -35.27701)","outdoor-mesh"
"CBR-HVLCK_AP05","-35.273702,149.129162","POINT (149.129162 -35.273702)","indoor"
"EPIC_CONF_AP12","-35.233051,149.146618","POINT (149.146618 -35.233051)","indoor"
"MANU_AP12","-35.319500,149.131473","POINT (149.131473 -35.3195)","indoor"
"DICK_AP12","-35.248407,149.147924","POINT (149.147924 -35.248407)","outdoor"
"KING_AP05","-35.310553,149.147712","POINT (149.147712 -35.310553)","outdoor"
"TUGG_AP17","-35.421735,149.074041","POINT (149.074041 -35.421735)","outdoor"
"TUGG_AP08-1","-35.413979,149.065034","POINT (149.065034 -35.413979)","outdoor-mesh"
"Curlewis_Administration","-35.321443,149.095961","POINT (149.095961 -35.321443)","indoor"
"GUNG_AP11","-35.188472,149.140753","POINT (149.140753 -35.188472)","outdoor"
"CIVC_WEST_AP18","-35.283786,149.124548","POINT (149.124548 -35.283786)","outdoor"
"ANBG_AP01","-35.277690,149.109726","POINT (149.109726 -35.27769)","outdoor"
"CBR-HVLCK_AP02","-35.273702,149.129162","POINT (149.129162 -35.273702)","indoor"
"KING_AP09-1","-35.314908,149.141386","POINT (149.141386 -35.314908)","outdoor-mesh"
"CIVC_EAST_AP02-1","-35.274914,149.131126","POINT (149.131126 -35.274914)","outdoor-mesh"
"TUGG_AP19-1","-35.422549,149.074276","POINT (149.074276 -35.422549)","outdoor-mesh"
"DICK_AP06-2","-35.250711,149.137834","POINT (149.137834 -35.250711)","outdoor-mesh"
"HAWK_AP01","-35.243934,149.04394","POINT (149.04394 -35.243934)","outdoor"
"1MooreSt-L4-AP07","-35.277868,149.127339","POINT (149.127339 -35.277868)","indoor"
"BELC_AP06-1","-35.239158,149.068746","POINT (149.068746 -35.239158)","outdoor-mesh"
"CBR-HVLCK_AP15","-35.273702,149.129162","POINT (149.129162 -35.273702)","indoor"
"CIVC_WEST_AP21","-35.284125,149.123678","POINT (149.123678 -35.284125)","outdoor"
"CIVC_EAST_AP05-2","-35.274099,149.132538","POINT (149.132538 -35.274099)","outdoor-mesh"
"GUNG_AP08","-35.185565,149.142129","POINT (149.142129 -35.185565)","outdoor"
"EPIC_COOR_AP23","-35.232526,149.147173","POINT (149.147173 -35.232526)","indoor"
"MANU_AP05","-35.321119,149.134649","POINT (149.134649 -35.321119)","outdoor"
"CIVC_EAST_AP23","-35.275092,149.134432","POINT (149.134432 -35.275092)","outdoor"
"TUGG_AP07","-35.414535,149.066935","POINT (149.066935 -35.414535)","outdoor"
"TUGG_AP21","-35.414915,149.062937","POINT (149.062937 -35.414915)","outdoor"
"EPIC_BUDA_AP03","-35.233159,149.145707","POINT (149.145707 -35.233159)","indoor"
"CIVC_EAST_AP06","-35.27855,149.13176","POINT (149.13176 -35.27855)","outdoor"
"CIVC_EAST_AP02","-35.274077,149.131254","POINT (149.131254 -35.274077)","outdoor"
"MAWS_AP02","-35.366701,149.094331","POINT (149.094331 -35.366701)","outdoor"
"CBR-Mingle_Espresso_Bar","-35.282223,149.132191","POINT (149.132191 -35.282223)","indoor"
"WODN_AP11-1","-35.343699,149.087709","POINT (149.087709 -35.343699)","outdoor-mesh"
"WODN_AP10-2","-35.339390,149.091185","POINT (149.091185 -35.33939)","outdoor-mesh"
"CBR-NCM_BELC_USEDCARS","-35.240195,149.060304","POINT (149.060304 -35.240195)","indoor"
"WEST_AP01","-35.342476,149.053246","POINT (149.053246 -35.342476)","outdoor"
"STRO_AP02","-35.320038,149.025547","POINT (149.025547 -35.320038)","outdoor"
"DICK_AP06-1","-35.249627,149.137252","POINT (149.137252 -35.249627)","outdoor-mesh"
"CIVC_EAST_AP04-1","-35.275798,149.128858","POINT (149.128858 -35.275798)","outdoor-mesh"
"CBR-HVLCK_AP04","-35.273702,149.129162","POINT (149.129162 -35.273702)","indoor"
"GUNG_AP04","-35.184410,149.135286","POINT (149.135286 -35.18441)","outdoor"
"Floriade-FL02","-35.287945,149.130067","POINT (149.130067 -35.287945)","outdoor"
"LANY_AP02-1","-35.457831,149.093545","POINT (149.093545 -35.457831)","outdoor-mesh"
"DICK_AP01-1","-35.252755,149.133078","POINT (149.133078 -35.252755)","outdoor-mesh"
"TUGG_AP10","-35.417918,149.069273","POINT (149.069273 -35.417918)","outdoor"
"CIVC_EAST_AP06-1","-35.277947,149.13066","POINT (149.13066 -35.277947)","outdoor-mesh"
"EPIC_COOR_AP22","-35.232426,149.147178","POINT (149.147178 -35.232426)","outdoor"
"DICK_AP02","-35.248749,149.133762","POINT (149.133762 -35.248749)","outdoor"
"TUGG_AP09","-35.415671,149.064739","POINT (149.064739 -35.415671)","outdoor"
"WODN_AP14","-35.341223,149.087951","POINT (149.087951 -35.341223)","outdoor"
"DICK_AP10","-35.250336,149.140812","POINT (149.140812 -35.250336)","outdoor"
"BELC_AP02","-35.239009,149.063451","POINT (149.063451 -35.239009)","outdoor"
"CBR-Maple&Clove","-35.312656,149.133486","POINT (149.133486 -35.312656)","indoor"
"SCCTUGG_AP01","-35.415501,149.06373","POINT (149.06373 -35.415501)","indoor"
"MANU_AP03-2","-35.320159,149.133563","POINT (149.133563 -35.320159)","outdoor-mesh"
"ANBG_AP04","-35.274365,149.106947","POINT (149.106947 -35.274365)","outdoor"
"WODN_AP09","-35.340258,149.082751","POINT (149.082751 -35.340258)","outdoor"
"DICK_AP05","-35.251142,149.136477","POINT (149.136477 -35.251142)","outdoor"
"CBR-Torrens_Take-away","-35.373047,149.087372","POINT (149.087372 -35.373047)","indoor"
"EPIC_BUDA_AP09","-35.233165,149.146269","POINT (149.146269 -35.233165)","indoor"
"EPIC_COOR_AP18","-35.232794,149.146896","POINT (149.146896 -35.232794)","indoor"
"TUGG_AP09-1","-35.414815,149.065612","POINT (149.065612 -35.414815)","outdoor-mesh"
"DICK_AP03-2","-35.246142,149.134472","POINT (149.134472 -35.246142)","outdoor-mesh"
"CBR-HVLCK_AP14","-35.273702,149.129162","POINT (149.129162 -35.273702)","indoor"
"Floriade-FL04-MAP02","-35.288012,149.13164","POINT (149.13164 -35.288012)","outdoor"
"WODN_AP13-2","-35.347264,149.088743","POINT (149.088743 -35.347264)","outdoor-mesh"
"1MooreSt-L4-AP01","-35.277868,149.127339","POINT (149.127339 -35.277868)","indoor"
"CBR-Beautify_Macquarie","-35.253126,149.073647","POINT (149.073647 -35.253126)","indoor"
"BELC_AP08","-35.237208,149.067521","POINT (149.067521 -35.237208)","outdoor"
"MANU_AP05-1","-35.322211,149.134434","POINT (149.134434 -35.322211)","outdoor-mesh"
"MANU_AP01-1","-35.319650,149.131847","POINT (149.131847 -35.31965)","outdoor-mesh"
"CIVC_EAST_AP03","-35.271039,149.133034","POINT (149.133034 -35.271039)","outdoor"
"CIVC_WEST_AP09-1","-35.279393,149.128211","POINT (149.128211 -35.279393)","outdoor-mesh"
"CBR-Polit_Bar","-35.320309,149.133466","POINT (149.133466 -35.320309)","indoor"
"CBR_TwoBefore10_Cafe","-35.256408,149.078689","POINT (149.078689 -35.256408)","indoor"
"EPIC_BUDA_AP05","-35.232963,149.145993","POINT (149.145993 -35.232963)","indoor"
"CIVC_EAST_AP15","-35.284416,149.136508","POINT (149.136508 -35.284416)","outdoor"
"BELC_AP11","-35.236452,149.070232","POINT (149.070232 -35.236452)","outdoor"
"DICK_AP09","-35.250141,149.13969","POINT (149.13969 -35.250141)","outdoor"
"TUGG_AP13","-35.419925,149.072475","POINT (149.072475 -35.419925)","outdoor"
"CBR-Theatre_AP08","-35.281520,149.130536","POINT (149.130536 -35.28152)","indoor"
"GUNG_AP02","-35.184418,149.128491","POINT (149.128491 -35.184418)","outdoor"
"CIVC_WEST_AP12","-35.278948,149.127617","POINT (149.127617 -35.278948)","outdoor"
"TUGG_AP18","-35.419322,149.070379","POINT (149.070379 -35.419322)","outdoor"
"DICK_AP08","-35.249216,149.139546","POINT (149.139546 -35.249216)","outdoor"
"CBR-Brindabella_Orthodontics","-35.347189,149.084093","POINT (149.084093 -35.347189)","indoor"
"CBR-Battery_Factory_Fyshwick","-35.327575,149.175393","POINT (149.175393 -35.327575)","indoor"
"MANU_AP01-2","-35.319300,149.132504","POINT (149.132504 -35.3193)","outdoor-mesh"
"CIVC_EAST_AP13","-35.281791,149.132009","POINT (149.132009 -35.281791)","outdoor"
"CBR-Marko_Body_Repairs","-35.211694,149.138797","POINT (149.138797 -35.211694)","indoor"
"CBR-HVLCK_AP12","-35.273702,149.129162","POINT (149.129162 -35.273702)","indoor"
"TUGG_AP12","-35.418341,149.066337","POINT (149.066337 -35.418341)","outdoor"
"BRUC_AP01-1","-35.249140,149.100899","POINT (149.100899 -35.24914)","outdoor-mesh"
"DICK_AP04","-35.250270,149.135371","POINT (149.135371 -35.25027)","outdoor"
"GUNG_AP02-2","-35.184676,149.129433","POINT (149.129433 -35.184676)","outdoor-mesh"
"TUGG_AP15","-35.421351,149.072738","POINT (149.072738 -35.421351)","outdoor"
"LANY_AP01-2","-35.456381,149.092083","POINT (149.092083 -35.456381)","outdoor-mesh"
"WODN_AP10","-35.341283,149.089169","POINT (149.089169 -35.341283)","outdoor"
"KING_AP03-1","-35.310821,149.147036","POINT (149.147036 -35.310821)","outdoor-mesh"
"CBR-NCM_BELC_Showroom","-35.2400508,149.060637","POINT (149.060637 -35.2400508)","indoor"
"CBR-Bertram_Ellis","-35.355249,149.041639","POINT (149.041639 -35.355249)","indoor"
"CIVC_EAST_AP22","-35.278608,149.130047","POINT (149.130047 -35.278608)","outdoor"
"BELC_AP10-1","-35.236107,149.068519","POINT (149.068519 -35.236107)","outdoor-mesh"
"CIVC_EAST_AP10","-35.279918,149.131111","POINT (149.131111 -35.279918)","outdoor"
"WODN_AP08","-35.342429,149.083885","POINT (149.083885 -35.342429)","outdoor"
"CBR-HVLCK_AP11","-35.273702,149.129162","POINT (149.129162 -35.273702)","indoor"
"SCCTUGG_AP03","-35.415658,149.063841","POINT (149.063841 -35.415658)","indoor"
"CIVC_WEST_AP14-1","-35.280928,149.125753","POINT (149.125753 -35.280928)","outdoor-mesh"
"KING_AP02","-35.312725,149.143639","POINT (149.143639 -35.312725)","outdoor"
"BELC_AP10","-35.236168,149.06923","POINT (149.06923 -35.236168)","outdoor"
"BELC_AP16","-35.240104,149.059742","POINT (149.059742 -35.240104)","outdoor"
"DICK_AP08-1","-35.249711,149.139038","POINT (149.139038 -35.249711)","outdoor-mesh"
"CHIS_AP02-1","-35.414630,149.126925","POINT (149.126925 -35.41463)","outdoor-mesh"
"CIVC_EAST_AP13-1","-35.281144,149.131406","POINT (149.131406 -35.281144)","outdoor-mesh"
"WODN_AP10-1","-35.340467,149.090241","POINT (149.090241 -35.340467)","outdoor-mesh"
"CBR_Indoor_Rockclimbing","-35.210882,149.142084","POINT (149.142084 -35.210882)","indoor"
"EPIC_COOR_AP25","-35.232669,149.147287","POINT (149.147287 -35.232669)","indoor"
"GUNG_AP10-1","-35.188487,149.142126","POINT (149.142126 -35.188487)","outdoor-mesh"
"MAWS_AP01","-35.364540,149.095113","POINT (149.095113 -35.36454)","outdoor"
"CS-onestopautoandtyres","-35.337883,149.181825","POINT (149.181825 -35.337883)","indoor"
"Floriade-FL04-RAP","-35.289394,149.130726","POINT (149.130726 -35.289394)","outdoor"
"CIVC_WEST_AP22","-35.282087,149.125158","POINT (149.125158 -35.282087)","outdoor"
"GUNG_AP01","-35.184043,149.126519","POINT (149.126519 -35.184043)","outdoor"
"BELC_AP15","-35.238059,149.072059","POINT (149.072059 -35.238059)","outdoor"
"WODN_AP11-2","-35.344940,149.088011","POINT (149.088011 -35.34494)","outdoor-mesh"
"WEST_AP01-1","-35.341875,149.053425","POINT (149.053425 -35.341875)","outdoor-mesh"
"CIVC_EAST_AP02-2","-35.275717,149.131176","POINT (149.131176 -35.275717)","outdoor-mesh"
"CBR_Capital_Coast_Surgery","-35.320560,149.097346","POINT (149.097346 -35.32056)","indoor"
"EPIC_BUDA_AP06","-35.233156,149.145986","POINT (149.145986 -35.233156)","indoor"
"CBR-HVLCK_AP07","-35.273702,149.129162","POINT (149.129162 -35.273702)","indoor"
"AMAR_AP01-2","-35.165089,149.131793","POINT (149.131793 -35.165089)","outdoor-mesh"
"CIVC_EAST_AP09-1","-35.280069,149.132221","POINT (149.132221 -35.280069)","outdoor-mesh"
"TUGG_AP04","-35.417082,149.068814","POINT (149.068814 -35.417082)","outdoor"
"EPIC_COOR_AP17","-35.232728,149.146837","POINT (149.146837 -35.232728)","indoor"
"EPIC_COOR_AP24","-35.232540,149.147166","POINT (149.147166 -35.23254)","indoor"
"CBR-IN_AP06","-35.277868,149.127339","POINT (149.127339 -35.277868)","indoor"
"DICK_AP02-1","-35.249399,149.134214","POINT (149.134214 -35.249399)","outdoor-mesh"
"CIVC_EAST_AP01-1","-35.271746,149.131602","POINT (149.131602 -35.271746)","outdoor-mesh"
"CBR-Discount_Tobacconist","-35.416572,149.066203","POINT (149.066203 -35.416572)","indoor"
"BELC_AP14-2","-35.237579,149.071941","POINT (149.071941 -35.237579)","outdoor-mesh"
"TUGG_AP13-1","-35.419311,149.072123","POINT (149.072123 -35.419311)","outdoor-mesh"
"ANBG_AP04-1","-35.274863,149.107988","POINT (149.107988 -35.274863)","outdoor-mesh"
"ANBG_AP05","-35.277802,149.109568","POINT (149.109568 -35.277802)","indoor"
"WODN_AP07","-35.341376,149.085979","POINT (149.085979 -35.341376)","outdoor"
"CIVC_EAST_AP08-2","-35.278992,149.13315","POINT (149.13315 -35.278992)","outdoor-mesh"
"WODN_AP01","-35.348113,149.084951","POINT (149.084951 -35.348113)","outdoor"
"Floriade-FL03","-35.288187,149.129411","POINT (149.129411 -35.288187)","outdoor"
"GUNG_AP06","-35.185072,149.139331","POINT (149.139331 -35.185072)","outdoor"
"CIVC_EAST_AP07","-35.278772,149.131477","POINT (149.131477 -35.278772)","outdoor"
"DICK_AP02-2","-35.249959,149.133566","POINT (149.133566 -35.249959)","outdoor-mesh"
"DICK_AP01","-35.253761,149.13352","POINT (149.13352 -35.253761)","outdoor"
"KAMB_AP02-1","-35.3794951,149.0576657","POINT (149.0576657 -35.3794951)","outdoor-mesh"
"CHIS_AP01-1","-35.413660,149.129001","POINT (149.129001 -35.41366)","outdoor-mesh"
