"row_id","date","site","name","location_1","micro_result","micro_compliance","algee_result","final_compliance","comments"
"20190429LT/5","2019-04-29T00:00:00.000","LT/5","Nguru Beach","POINT (149.069938 -35.407572)","NR","No",,,"Monitoring of faecal enterococci levels for ACT Recreational water swimming season has ceased (29/04/19) and will recommence 27/09/19."
"20190429PR/1","2019-04-29T00:00:00.000","PR/1","Murray's Corner","POINT (148.952825 -35.363614)","NR","No",,,"Monitoring of faecal enterococci levels for ACT Recreational water swimming season has ceased (29/04/19) and will recommence 27/09/19."
"20190429MR/3","2019-04-29T00:00:00.000","MR/3","Kambah Pool","POINT (149.0090686 -35.3948892)","NR","No",,,"Monitoring of faecal enterococci levels for ACT Recreational water swimming season has ceased (29/04/19) and will recommence 27/09/19."
"20190429MR/10","2019-04-29T00:00:00.000","MR/10","Tharwa Bridge","POINT (149.07113 -35.507393)","NR","No",,,"Monitoring of faecal enterococci levels for ACT Recreational water swimming season has ceased (29/04/19) and will recommence 27/09/19."
"20190429MR/6","2019-04-29T00:00:00.000","MR/6","Point Hut Crossing","POINT (149.07449 -35.451071)","NR","No",,,"Monitoring of faecal enterococci levels for ACT Recreational water swimming season has ceased (29/04/19) and will recommence 27/09/19."
"20190429LT/7","2019-04-29T00:00:00.000","LT/7","Ngadyung Beach","POINT (149.066867 -35.405739)","NR","No",,,"Monitoring of faecal enterococci levels for ACT Recreational water swimming season has ceased (29/04/19) and will recommence 27/09/19."
"20190429MR/4","2019-04-29T00:00:00.000","MR/4","Casuarina Sands","POINT (148.9554338 -35.3196656)","NR","No",,,"Monitoring of faecal enterococci levels for ACT Recreational water swimming season has ceased (29/04/19) and will recommence 27/09/19."
"20190424MR/8","2019-04-24T00:00:00.000","MR/8","Uriarra East & West","POINT (148.95221 -35.244733)","NS","Yes",,,
"20190424MR/10","2019-04-24T00:00:00.000","MR/10","Tharwa Bridge","POINT (149.07113 -35.507393)","NS","Yes",,,
"20190424MOL/SKI","2019-04-24T00:00:00.000","MOL/SKI","Water Ski Boat Ramp","POINT (149.175036 -35.30442)","180","Yes",,,
"20190424MR/5","2019-04-24T00:00:00.000","MR/5","Cotter Campground","POINT (148.9470014 -35.3264263)","NS","Yes",,,
"20190424LT/3","2019-04-24T00:00:00.000","LT/3","Tuggeranong Town Park","POINT (149.06529 -35.410376)","6100","No",,,
"20190424LG/2","2019-04-24T00:00:00.000","LG/2","Dulwa & Nengi Bamir Beaches","POINT (149.069692 -35.225486)","600","No",,,
"20190424LT/5","2019-04-24T00:00:00.000","LT/5","Nguru Beach","POINT (149.069938 -35.407572)","50","Yes",,,
"20190424MR/3","2019-04-24T00:00:00.000","MR/3","Kambah Pool","POINT (149.0090686 -35.3948892)","NS","Yes",,,
"20190424LT/7","2019-04-24T00:00:00.000","LT/7","Ngadyung Beach","POINT (149.066867 -35.405739)","90","Yes",,,
"20190424MR/1","2019-04-24T00:00:00.000","MR/1","Pine Island","POINT (149.0627416 -35.429116)","NS","Yes",,,
"20190424LG/7","2019-04-24T00:00:00.000","LG/7","Yerra Beach","POINT (149.063622 -35.226007)","350","No",,,
"20190424PR/1","2019-04-24T00:00:00.000","PR/1","Murray's Corner","POINT (148.952825 -35.363614)","140","Yes",,,
"20190424MR/11","2019-04-24T00:00:00.000","MR/11","Swamp Creek Beach","POINT (148.951514 -35.242859)","320","No",,,
"20190424MR/4","2019-04-24T00:00:00.000","MR/4","Casuarina Sands","POINT (148.9554338 -35.3196656)","NS","Yes",,,
"20190424LG/6","2019-04-24T00:00:00.000","LG/6","Bargang Beach","POINT (149.064357 -35.227708)","1600","No",,,
"20190424MR/6","2019-04-24T00:00:00.000","MR/6","Point Hut Crossing","POINT (149.07449 -35.451071)","NS","Yes",,,
"20190424LG/1","2019-04-24T00:00:00.000","LG/1","Bimbi Beach","POINT (149.074859 -35.229443)","300","No",,,
"20190423PR/1","2019-04-23T00:00:00.000","PR/1","Murray's Corner","POINT (148.952825 -35.363614)","220","Yes",,,
"20190423MR/6","2019-04-23T00:00:00.000","MR/6","Point Hut Crossing","POINT (149.07449 -35.451071)","30","Yes",,,
"20190423MR/11","2019-04-23T00:00:00.000","MR/11","Swamp Creek Beach","POINT (148.951514 -35.242859)","940","Yes",,,
"20190423LT/7","2019-04-23T00:00:00.000","LT/7","Ngadyung Beach","POINT (149.066867 -35.405739)","360","Yes",,,
"20190423MR/1","2019-04-23T00:00:00.000","MR/1","Pine Island","POINT (149.0627416 -35.429116)","40","Yes",,,
"20190423MR/4","2019-04-23T00:00:00.000","MR/4","Casuarina Sands","POINT (148.9554338 -35.3196656)","140","Yes",,,
"20190423LT/3","2019-04-23T00:00:00.000","LT/3","Tuggeranong Town Park","POINT (149.06529 -35.410376)","2100","No",,,
"20190423MR/8","2019-04-23T00:00:00.000","MR/8","Uriarra East & West","POINT (148.95221 -35.244733)","140","Yes",,,
"20190423MOL/SKI","2019-04-23T00:00:00.000","MOL/SKI","Water Ski Boat Ramp","POINT (149.175036 -35.30442)","270","Yes",,,
"20190423LG/6","2019-04-23T00:00:00.000","LG/6","Bargang Beach","POINT (149.064357 -35.227708)","3800","No",,,
"20190423MR/5","2019-04-23T00:00:00.000","MR/5","Cotter Campground","POINT (148.9470014 -35.3264263)","80","Yes",,,
"20190423LG/7","2019-04-23T00:00:00.000","LG/7","Yerra Beach","POINT (149.063622 -35.226007)","560","Yes",,,
"20190423LT/5","2019-04-23T00:00:00.000","LT/5","Nguru Beach","POINT (149.069938 -35.407572)","50","Yes",,,
"20190423LG/2","2019-04-23T00:00:00.000","LG/2","Dulwa & Nengi Bamir Beaches","POINT (149.069692 -35.225486)","1300","Yes",,,
"20190423MR/3","2019-04-23T00:00:00.000","MR/3","Kambah Pool","POINT (149.0090686 -35.3948892)","70","Yes",,,
"20190423MR/10","2019-04-23T00:00:00.000","MR/10","Tharwa Bridge","POINT (149.07113 -35.507393)","30","Yes",,,
"20190423LG/1","2019-04-23T00:00:00.000","LG/1","Bimbi Beach","POINT (149.074859 -35.229443)","710","Yes",,,
"20190416LG/6","2019-04-16T00:00:00.000","LG/6","Bargang Beach","POINT (149.064357 -35.227708)","320","No",,,
"20190416MR/11","2019-04-16T00:00:00.000","MR/11","Swamp Creek Beach","POINT (148.951514 -35.242859)","NS","Yes",,,
"20190416MR/5","2019-04-16T00:00:00.000","MR/5","Cotter Campground","POINT (148.9470014 -35.3264263)","NS","Yes",,,
"20190416MR/3","2019-04-16T00:00:00.000","MR/3","Kambah Pool","POINT (149.0090686 -35.3948892)","NS","Yes",,,
"20190416MR/1","2019-04-16T00:00:00.000","MR/1","Pine Island","POINT (149.0627416 -35.429116)","NS","Yes",,,
"20190416PR/1","2019-04-16T00:00:00.000","PR/1","Murray's Corner","POINT (148.952825 -35.363614)","120","Yes",,,
"20190416LT/7","2019-04-16T00:00:00.000","LT/7","Ngadyung Beach","POINT (149.066867 -35.405739)","NS","Yes",,,
"20190416MR/4","2019-04-16T00:00:00.000","MR/4","Casuarina Sands","POINT (148.9554338 -35.3196656)","NS","Yes",,,
"20190416MR/10","2019-04-16T00:00:00.000","MR/10","Tharwa Bridge","POINT (149.07113 -35.507393)","NS","Yes",,,
"20190416LT/3","2019-04-16T00:00:00.000","LT/3","Tuggeranong Town Park","POINT (149.06529 -35.410376)","240","No",,,
"20190416MOL/SKI","2019-04-16T00:00:00.000","MOL/SKI","Water Ski Boat Ramp","POINT (149.175036 -35.30442)","NS","Yes",,,
"20190416MR/6","2019-04-16T00:00:00.000","MR/6","Point Hut Crossing","POINT (149.07449 -35.451071)","NS","Yes",,,
"20190416LG/1","2019-04-16T00:00:00.000","LG/1","Bimbi Beach","POINT (149.074859 -35.229443)","4","Yes",,,
"20190416LG/7","2019-04-16T00:00:00.000","LG/7","Yerra Beach","POINT (149.063622 -35.226007)","NS","Yes",,,
"20190416LG/2","2019-04-16T00:00:00.000","LG/2","Dulwa & Nengi Bamir Beaches","POINT (149.069692 -35.225486)","NS","Yes",,,
"20190416MR/8","2019-04-16T00:00:00.000","MR/8","Uriarra East & West","POINT (148.95221 -35.244733)","NS","Yes",,,
"20190416LT/5","2019-04-16T00:00:00.000","LT/5","Nguru Beach","POINT (149.069938 -35.407572)","NS","Yes",,,
"20190415LG/6","2019-04-15T00:00:00.000","LG/6","Bargang Beach","POINT (149.064357 -35.227708)","380","No",,,
"20190415MR/10","2019-04-15T00:00:00.000","MR/10","Tharwa Bridge","POINT (149.07113 -35.507393)","82","Yes",,,
"20190415MR/4","2019-04-15T00:00:00.000","MR/4","Casuarina Sands","POINT (148.9554338 -35.3196656)","22","Yes",,,
"20190415LG/2","2019-04-15T00:00:00.000","LG/2","Dulwa & Nengi Bamir Beaches","POINT (149.069692 -35.225486)","64","Yes",,,
"20190415LT/3","2019-04-15T00:00:00.000","LT/3","Tuggeranong Town Park","POINT (149.06529 -35.410376)","230","Yes",,,
"20190415MR/8","2019-04-15T00:00:00.000","MR/8","Uriarra East & West","POINT (148.95221 -35.244733)","20","Yes",,,
"20190415MR/11","2019-04-15T00:00:00.000","MR/11","Swamp Creek Beach","POINT (148.951514 -35.242859)","20","Yes",,,
"20190415LG/7","2019-04-15T00:00:00.000","LG/7","Yerra Beach","POINT (149.063622 -35.226007)","46","Yes",,,
"20190415MR/3","2019-04-15T00:00:00.000","MR/3","Kambah Pool","POINT (149.0090686 -35.3948892)","44","Yes",,,
"20190415MR/6","2019-04-15T00:00:00.000","MR/6","Point Hut Crossing","POINT (149.07449 -35.451071)","100","Yes",,,
"20190415MR/1","2019-04-15T00:00:00.000","MR/1","Pine Island","POINT (149.0627416 -35.429116)","6","Yes",,,
"20190415LT/5","2019-04-15T00:00:00.000","LT/5","Nguru Beach","POINT (149.069938 -35.407572)","26","Yes",,,
"20190415MOL/SKI","2019-04-15T00:00:00.000","MOL/SKI","Water Ski Boat Ramp","POINT (149.175036 -35.30442)","8","Yes",,,
"20190415LT/7","2019-04-15T00:00:00.000","LT/7","Ngadyung Beach","POINT (149.066867 -35.405739)","58","Yes",,,
"20190415LG/1","2019-04-15T00:00:00.000","LG/1","Bimbi Beach","POINT (149.074859 -35.229443)","370","Yes",,,
"20190415PR/1","2019-04-15T00:00:00.000","PR/1","Murray's Corner","POINT (148.952825 -35.363614)","110","No",,,
"20190415MR/5","2019-04-15T00:00:00.000","MR/5","Cotter Campground","POINT (148.9470014 -35.3264263)","36","Yes",,,
"20190409LT/5","2019-04-09T00:00:00.000","LT/5","Nguru Beach","POINT (149.069938 -35.407572)","NS","Yes",,,
"20190409MR/10","2019-04-09T00:00:00.000","MR/10","Tharwa Bridge","POINT (149.07113 -35.507393)","50","Yes",,,
"20190409LG/2","2019-04-09T00:00:00.000","LG/2","Dulwa & Nengi Bamir Beaches","POINT (149.069692 -35.225486)","NS","Yes",,,
"20190409MR/1","2019-04-09T00:00:00.000","MR/1","Pine Island","POINT (149.0627416 -35.429116)","26","Yes",,,
"20190409MR/6","2019-04-09T00:00:00.000","MR/6","Point Hut Crossing","POINT (149.07449 -35.451071)","26","Yes",,,
"20190409MR/5","2019-04-09T00:00:00.000","MR/5","Cotter Campground","POINT (148.9470014 -35.3264263)","NS","Yes",,,
"20190409MR/4","2019-04-09T00:00:00.000","MR/4","Casuarina Sands","POINT (148.9554338 -35.3196656)","NS","Yes",,,
"20190409MR/11","2019-04-09T00:00:00.000","MR/11","Swamp Creek Beach","POINT (148.951514 -35.242859)","42","Yes",,,
"20190409MOL/SKI","2019-04-09T00:00:00.000","MOL/SKI","Water Ski Boat Ramp","POINT (149.175036 -35.30442)","NS","Yes",,,
"20190409LG/6","2019-04-09T00:00:00.000","LG/6","Bargang Beach","POINT (149.064357 -35.227708)","110","No",,,
"20190409MR/8","2019-04-09T00:00:00.000","MR/8","Uriarra East & West","POINT (148.95221 -35.244733)","36","Yes",,,
"20190409LG/7","2019-04-09T00:00:00.000","LG/7","Yerra Beach","POINT (149.063622 -35.226007)","NS","Yes",,,
"20190409PR/1","2019-04-09T00:00:00.000","PR/1","Murray's Corner","POINT (148.952825 -35.363614)","450","No",,,
"20190409LT/3","2019-04-09T00:00:00.000","LT/3","Tuggeranong Town Park","POINT (149.06529 -35.410376)","32","Yes",,,
"20190409MR/3","2019-04-09T00:00:00.000","MR/3","Kambah Pool","POINT (149.0090686 -35.3948892)","68","Yes",,,
"20190409LG/1","2019-04-09T00:00:00.000","LG/1","Bimbi Beach","POINT (149.074859 -35.229443)","120","Yes",,,
"20190409LT/7","2019-04-09T00:00:00.000","LT/7","Ngadyung Beach","POINT (149.066867 -35.405739)","NS","Yes",,,
"20190408LT/3","2019-04-08T00:00:00.000","LT/3","Tuggeranong Town Park","POINT (149.06529 -35.410376)","94","No",,,
"20190408MR/11","2019-04-08T00:00:00.000","MR/11","Swamp Creek Beach","POINT (148.951514 -35.242859)","46","No",,,
"20190408MOL/SKI","2019-04-08T00:00:00.000","MOL/SKI","Water Ski Boat Ramp","POINT (149.175036 -35.30442)","18","Yes",,,
"20190408LT/7","2019-04-08T00:00:00.000","LT/7","Ngadyung Beach","POINT (149.066867 -35.405739)","8","Yes",,,
"20190408MR/6","2019-04-08T00:00:00.000","MR/6","Point Hut Crossing","POINT (149.07449 -35.451071)","42","Yes",,,
"20190408MR/8","2019-04-08T00:00:00.000","MR/8","Uriarra East & West","POINT (148.95221 -35.244733)","30","Yes",,,
"20190408MR/4","2019-04-08T00:00:00.000","MR/4","Casuarina Sands","POINT (148.9554338 -35.3196656)","24","Yes",,,
"20190408MR/5","2019-04-08T00:00:00.000","MR/5","Cotter Campground","POINT (148.9470014 -35.3264263)","28","Yes",,,
"20190408LG/6","2019-04-08T00:00:00.000","LG/6","Bargang Beach","POINT (149.064357 -35.227708)","580","No",,,
"20190408MR/3","2019-04-08T00:00:00.000","MR/3","Kambah Pool","POINT (149.0090686 -35.3948892)","54","Yes",,,
"20190408MR/1","2019-04-08T00:00:00.000","MR/1","Pine Island","POINT (149.0627416 -35.429116)","32","Yes",,,
"20190408MR/10","2019-04-08T00:00:00.000","MR/10","Tharwa Bridge","POINT (149.07113 -35.507393)","32","Yes",,,
"20190408LG/1","2019-04-08T00:00:00.000","LG/1","Bimbi Beach","POINT (149.074859 -35.229443)","570","Yes",,,
"20190408LG/7","2019-04-08T00:00:00.000","LG/7","Yerra Beach","POINT (149.063622 -35.226007)","72","Yes",,,
"20190408LT/5","2019-04-08T00:00:00.000","LT/5","Nguru Beach","POINT (149.069938 -35.407572)","120","Yes",,,
"20190408LG/2","2019-04-08T00:00:00.000","LG/2","Dulwa & Nengi Bamir Beaches","POINT (149.069692 -35.225486)","20","Yes",,,
"20190408PR/1","2019-04-08T00:00:00.000","PR/1","Murray's Corner","POINT (148.952825 -35.363614)","220","No",,,
"20190402LT/5","2019-04-02T00:00:00.000","LT/5","Nguru Beach","POINT (149.069938 -35.407572)","NS","Yes",,,
"20190402MR/4","2019-04-02T00:00:00.000","MR/4","Casuarina Sands","POINT (148.9554338 -35.3196656)","50","Yes",,,
"20190402PR/1","2019-04-02T00:00:00.000","PR/1","Murray's Corner","POINT (148.952825 -35.363614)","500","No",,,
"20190402LG/2","2019-04-02T00:00:00.000","LG/2","Dulwa & Nengi Bamir Beaches","POINT (149.069692 -35.225486)","90","Yes",,,
"20190402MR/1","2019-04-02T00:00:00.000","MR/1","Pine Island","POINT (149.0627416 -35.429116)","120","No",,,
"20190402MR/10","2019-04-02T00:00:00.000","MR/10","Tharwa Bridge","POINT (149.07113 -35.507393)","110","No",,,
"20190402LT/7","2019-04-02T00:00:00.000","LT/7","Ngadyung Beach","POINT (149.066867 -35.405739)","NS","Yes",,,
"20190402MOL/SKI","2019-04-02T00:00:00.000","MOL/SKI","Water Ski Boat Ramp","POINT (149.175036 -35.30442)","NS","Yes",,,
"20190402MR/5","2019-04-02T00:00:00.000","MR/5","Cotter Campground","POINT (148.9470014 -35.3264263)","60","Yes",,,
"20190402LG/6","2019-04-02T00:00:00.000","LG/6","Bargang Beach","POINT (149.064357 -35.227708)","1400","No",,,
"20190402MR/6","2019-04-02T00:00:00.000","MR/6","Point Hut Crossing","POINT (149.07449 -35.451071)","50","No",,,
"20190402MR/8","2019-04-02T00:00:00.000","MR/8","Uriarra East & West","POINT (148.95221 -35.244733)","130","No",,,
"20190402LG/1","2019-04-02T00:00:00.000","LG/1","Bimbi Beach","POINT (149.074859 -35.229443)","160","Yes",,,
"20190402MR/3","2019-04-02T00:00:00.000","MR/3","Kambah Pool","POINT (149.0090686 -35.3948892)","170","No",,,
"20190402LG/7","2019-04-02T00:00:00.000","LG/7","Yerra Beach","POINT (149.063622 -35.226007)","120","Yes",,,
"20190402LT/3","2019-04-02T00:00:00.000","LT/3","Tuggeranong Town Park","POINT (149.06529 -35.410376)","1000","No",,,
"20190402MR/11","2019-04-02T00:00:00.000","MR/11","Swamp Creek Beach","POINT (148.951514 -35.242859)","260","No",,,
"20190401MR/6","2019-04-01T00:00:00.000","MR/6","Point Hut Crossing","POINT (149.07449 -35.451071)","250","No",,,
"20190401LT/3","2019-04-01T00:00:00.000","LT/3","Tuggeranong Town Park","POINT (149.06529 -35.410376)","460","No",,,
"20190401MR/10","2019-04-01T00:00:00.000","MR/10","Tharwa Bridge","POINT (149.07113 -35.507393)","1300","No",,,
"20190401LG/2","2019-04-01T00:00:00.000","LG/2","Dulwa & Nengi Bamir Beaches","POINT (149.069692 -35.225486)","220","Yes",,,
"20190401LG/1","2019-04-01T00:00:00.000","LG/1","Bimbi Beach","POINT (149.074859 -35.229443)","550","Yes",,,
"20190401PR/1","2019-04-01T00:00:00.000","PR/1","Murray's Corner","POINT (148.952825 -35.363614)","1400","No",,,
"20190401LT/7","2019-04-01T00:00:00.000","LT/7","Ngadyung Beach","POINT (149.066867 -35.405739)","110","Yes",,,
"20190401MR/11","2019-04-01T00:00:00.000","MR/11","Swamp Creek Beach","POINT (148.951514 -35.242859)","430","No",,,
"20190401MR/8","2019-04-01T00:00:00.000","MR/8","Uriarra East & West","POINT (148.95221 -35.244733)","350","No",,,
"20190401LG/7","2019-04-01T00:00:00.000","LG/7","Yerra Beach","POINT (149.063622 -35.226007)","290","Yes",,,
"20190401LT/5","2019-04-01T00:00:00.000","LT/5","Nguru Beach","POINT (149.069938 -35.407572)","10","Yes",,,
"20190401MOL/SKI","2019-04-01T00:00:00.000","MOL/SKI","Water Ski Boat Ramp","POINT (149.175036 -35.30442)","70","Yes",,,
"20190401LG/6","2019-04-01T00:00:00.000","LG/6","Bargang Beach","POINT (149.064357 -35.227708)","440","No",,,
"20190401MR/4","2019-04-01T00:00:00.000","MR/4","Casuarina Sands","POINT (148.9554338 -35.3196656)","120","Yes",,,
"20190401MR/1","2019-04-01T00:00:00.000","MR/1","Pine Island","POINT (149.0627416 -35.429116)","380","No",,,
"20190401MR/5","2019-04-01T00:00:00.000","MR/5","Cotter Campground","POINT (148.9470014 -35.3264263)","350","Yes",,,
"20190401MR/3","2019-04-01T00:00:00.000","MR/3","Kambah Pool","POINT (149.0090686 -35.3948892)","430","No",,,
"20190326LT/3","2019-03-26T00:00:00.000","LT/3","Tuggeranong Town Park","POINT (149.06529 -35.410376)","1500","No",,,
"20190326MR/3","2019-03-26T00:00:00.000","MR/3","Kambah Pool","POINT (149.0090686 -35.3948892)","240","No",,,
"20190326MR/8","2019-03-26T00:00:00.000","MR/8","Uriarra East & West","POINT (148.95221 -35.244733)","300","No",,,
"20190326MR/5","2019-03-26T00:00:00.000","MR/5","Cotter Campground","POINT (148.9470014 -35.3264263)","70","Yes",,,
"20190326MR/4","2019-03-26T00:00:00.000","MR/4","Casuarina Sands","POINT (148.9554338 -35.3196656)","120","No",,,
"20190326PR/1","2019-03-26T00:00:00.000","PR/1","Murray's Corner","POINT (148.952825 -35.363614)","950","No",,,
"20190326MR/6","2019-03-26T00:00:00.000","MR/6","Point Hut Crossing","POINT (149.07449 -35.451071)","160","No",,,
"20190326LG/2","2019-03-26T00:00:00.000","LG/2","Dulwa & Nengi Bamir Beaches","POINT (149.069692 -35.225486)","<10","Yes",,,
"20190326LG/6","2019-03-26T00:00:00.000","LG/6","Bargang Beach","POINT (149.064357 -35.227708)","210","No",,,
"20190326LT/5","2019-03-26T00:00:00.000","LT/5","Nguru Beach","POINT (149.069938 -35.407572)","<10","Yes",,,
"20190326MOL/SKI","2019-03-26T00:00:00.000","MOL/SKI","Water Ski Boat Ramp","POINT (149.175036 -35.30442)","NS","Yes",,,
"20190326LG/7","2019-03-26T00:00:00.000","LG/7","Yerra Beach","POINT (149.063622 -35.226007)","NS","Yes",,,
"20190326LT/7","2019-03-26T00:00:00.000","LT/7","Ngadyung Beach","POINT (149.066867 -35.405739)","NS","Yes",,,
"20190326LG/1","2019-03-26T00:00:00.000","LG/1","Bimbi Beach","POINT (149.074859 -35.229443)","60","Yes",,,
"20190326MR/11","2019-03-26T00:00:00.000","MR/11","Swamp Creek Beach","POINT (148.951514 -35.242859)","200","No",,,
"20190326MR/1","2019-03-26T00:00:00.000","MR/1","Pine Island","POINT (149.0627416 -35.429116)","180","No",,,
"20190326MR/10","2019-03-26T00:00:00.000","MR/10","Tharwa Bridge","POINT (149.07113 -35.507393)","170","No",,,
"20190325MR/6","2019-03-25T00:00:00.000","MR/6","Point Hut Crossing","POINT (149.07449 -35.451071)","620","No",,,
"20190325MOL/SKI","2019-03-25T00:00:00.000","MOL/SKI","Water Ski Boat Ramp","POINT (149.175036 -35.30442)","40","Yes",,,
"20190325LT/3","2019-03-25T00:00:00.000","LT/3","Tuggeranong Town Park","POINT (149.06529 -35.410376)","1500","No",,,
"20190325LT/7","2019-03-25T00:00:00.000","LT/7","Ngadyung Beach","POINT (149.066867 -35.405739)","20","Yes",,,
"20190325LG/7","2019-03-25T00:00:00.000","LG/7","Yerra Beach","POINT (149.063622 -35.226007)","90","Yes",,,
"20190325MR/10","2019-03-25T00:00:00.000","MR/10","Tharwa Bridge","POINT (149.07113 -35.507393)","260","No",,,
"20190325MR/11","2019-03-25T00:00:00.000","MR/11","Swamp Creek Beach","POINT (148.951514 -35.242859)","1400","No",,,
"20190325MR/4","2019-03-25T00:00:00.000","MR/4","Casuarina Sands","POINT (148.9554338 -35.3196656)","450","No",,,
"20190325MR/8","2019-03-25T00:00:00.000","MR/8","Uriarra East & West","POINT (148.95221 -35.244733)","730","No",,,
"20190325MR/3","2019-03-25T00:00:00.000","MR/3","Kambah Pool","POINT (149.0090686 -35.3948892)","460","No",,,
"20190325LG/1","2019-03-25T00:00:00.000","LG/1","Bimbi Beach","POINT (149.074859 -35.229443)","180","Yes",,,
"20190325MR/5","2019-03-25T00:00:00.000","MR/5","Cotter Campground","POINT (148.9470014 -35.3264263)","80","Yes",,,
"20190325LT/5","2019-03-25T00:00:00.000","LT/5","Nguru Beach","POINT (149.069938 -35.407572)","290","Yes",,,
"20190325MR/1","2019-03-25T00:00:00.000","MR/1","Pine Island","POINT (149.0627416 -35.429116)","660","No",,,
"20190325LG/2","2019-03-25T00:00:00.000","LG/2","Dulwa & Nengi Bamir Beaches","POINT (149.069692 -35.225486)","550","Yes",,,
"20190325LG/6","2019-03-25T00:00:00.000","LG/6","Bargang Beach","POINT (149.064357 -35.227708)","1200","No",,,
"20190325PR/1","2019-03-25T00:00:00.000","PR/1","Murray's Corner","POINT (148.952825 -35.363614)","1400","No",,,
"20190319LT/7","2019-03-19T00:00:00.000","LT/7","Ngadyung Beach","POINT (149.066867 -35.405739)","20","Yes",,,
"20190319MR/3","2019-03-19T00:00:00.000","MR/3","Kambah Pool","POINT (149.0090686 -35.3948892)","390","No",,,
"20190319LT/3","2019-03-19T00:00:00.000","LT/3","Tuggeranong Town Park","POINT (149.06529 -35.410376)","180","No",,,
"20190319MR/1","2019-03-19T00:00:00.000","MR/1","Pine Island","POINT (149.0627416 -35.429116)","1100","No",,,
"20190319MR/8","2019-03-19T00:00:00.000","MR/8","Uriarra East & West","POINT (148.95221 -35.244733)","2300","Yes",,,
"20190319PR/1","2019-03-19T00:00:00.000","PR/1","Murray's Corner","POINT (148.952825 -35.363614)","500","No",,,
"20190319MR/5","2019-03-19T00:00:00.000","MR/5","Cotter Campground","POINT (148.9470014 -35.3264263)","130","No",,,
"20190319MR/4","2019-03-19T00:00:00.000","MR/4","Casuarina Sands","POINT (148.9554338 -35.3196656)","1300","No",,,
"20190319MOL/SKI","2019-03-19T00:00:00.000","MOL/SKI","Water Ski Boat Ramp","POINT (149.175036 -35.30442)","NS","Yes",,,
"20190319MR/10","2019-03-19T00:00:00.000","MR/10","Tharwa Bridge","POINT (149.07113 -35.507393)","670","No",,,
"20190319LG/1","2019-03-19T00:00:00.000","LG/1","Bimbi Beach","POINT (149.074859 -35.229443)","570","Yes",,,
"20190319LG/2","2019-03-19T00:00:00.000","LG/2","Dulwa & Nengi Bamir Beaches","POINT (149.069692 -35.225486)","60","Yes",,,
"20190319LT/5","2019-03-19T00:00:00.000","LT/5","Nguru Beach","POINT (149.069938 -35.407572)","NS","Yes",,,
"20190319LG/6","2019-03-19T00:00:00.000","LG/6","Bargang Beach","POINT (149.064357 -35.227708)","2400","No",,,
"20190319MR/11","2019-03-19T00:00:00.000","MR/11","Swamp Creek Beach","POINT (148.951514 -35.242859)","3400","No",,,
"20190319LG/7","2019-03-19T00:00:00.000","LG/7","Yerra Beach","POINT (149.063622 -35.226007)","NS","Yes",,,
