"the_geom","asset_cate","external_i","asset_id","asset_name","asset_clas","asset_sub_","asset_type","asset_su00","region","suburb","signal_loc","fixed_sign","status","commission","connection","modificati","latest_rep","service_pr","cctv_camer","bluetooth_","constructi","ownership","maintained","asset_hand","latitude","longitude"
"POINT (149.08416547002048 -35.348766095355465)","Signals","740471","TSSI16","Site 16 HINDMARSH DR / MELROSE DR, CHIFLEY CROSS","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","CROSS","WODEN","CHIFLEY","HINDMARSH DR / MELROSE DR, CHIFLEY","YES","ACTIVE/IN SERVICE","19701123000000","19850614000000","20090506000000","20090506000000","TELSTRA","NO","YES","19701123000000","ROADS_ACT","ROADS_ACT","GIFTED","-35.3487745364","149.084159849"
"POINT (149.12507524318644 -35.27527855942929)","Signals","9416851","TSSI268","Site 268 BARRY DR / KINGLEY ST, TURNER TEE","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","TEE","CITY","ACTON","BARRY DR / KINGLEY ST, TURNER","YES","ACTIVE/IN SERVICE","20130316000000","20130316000000",,,"TELSTRA","NO","NO","20130316000000","ROADS_ACT","ROADS_ACT","CAPITAL WORKS","-35.2752869014","149.125069652"
"POINT (149.13245642964276 -35.20685956979672)","Signals","740727","TSSI157","Site 157 GUNGAHLIN DR / WELLS STATION RD, MITCHELL TEE","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","TEE","BELCONNEN","GUNGAHLIN (RURAL DIST.)","GUNGAHLIN DR / WELLS STATION RD, MITCHELL","YES","ACTIVE/IN SERVICE","19971211000000","19971107000000",,"19971211000000","TELSTRA","YES","YES","19971211000000","ROADS_ACT","ROADS_ACT","CAPITAL WORKS","-35.2068679088","149.132450999"
"POINT (149.12788303645382 -35.260046306018545)","Signals","740826","TSSI1012","Site 1012 MACARTHUR AV, OCONNOR PEDESTRIAN","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","PEDESTRIAN","CITY","O""CONNOR","MACARTHUR AV, OCONNOR","YES","ACTIVE/IN SERVICE","19731219000000","19891121000000","20040817000000","20080916000000","TELSTRA","NO","NO","19731219000000","ROADS_ACT","ROADS_ACT","CAPITAL WORKS","-35.2600546234","149.127877477"
"POINT (149.13244954772904 -35.28406331032255)","Signals","740608","TSSI98","Site 98 CONSTITUTION AV / ALLARA ST, CITY CROSS","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","CROSS","CITY","CITY","CONSTITUTION AV / ALLARA ST, CITY","YES","ACTIVE/IN SERVICE","19861002000000","19870911000000",,"19861002000000","TELSTRA","NO","NO","19861002000000","NCA","NCA","GIFTED","-35.2840716652","149.132443962"
"POINT (149.22135979528952 -35.341168044569294)","Signals","2981610","TSSI195","Site 195 OAKS ESTATE RD / RAILWAY ST, OAKS ESTATE TEE","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","TEE","WODEN","JERRABOMBERRA (RURAL DIST.)","OAKS ESTATE RD / RAILWAY ST, OAKS ESTATE","YES","ACTIVE/IN SERVICE","20051214000000","20051118000000",,,"TELSTRA","NO","NO","20051214000000","ROADS_ACT","ROADS_ACT","GIFTED","-35.3411764683","149.221354585"
"POINT (149.15090567449468 -35.19387128792301)","Signals","9084211","TSSI230","Site 230 FLEMMINGTON RD / MANNING CLARK CR SOUTH, FRANKLIN CROSS","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","CROSS","BELCONNEN","FRANKLIN","FLEMMINGTON RD / MANNING CLARK CR SOUTH, FRANKLIN","YES","ACTIVE/IN SERVICE","20100831000000","20100831000000",,,"TELSTRA","NO","YES","20100831000000","ROADS_ACT","ROADS_ACT","CAPITAL WORKS","-35.1938796143","149.150900347"
"POINT (149.12568640749896 -35.1579994120446)","Signals","9465082","TSSI274","Site 274 HORSE PARK DR / APPLEFORD AVE / MONCRIEF AVE, JACKA CROSS","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","CROSS","BELCONNEN","JACKA","HORSE PARK DR / APPLEFORD AVE / MONCRIEF AVE, JACKA","YES","ACTIVE/IN SERVICE","20130828000000","20140708000000",,,"TELSTRA","NO","NO","20140715000000","ROADS_ACT","ROADS_ACT","CAPITAL WORKS","-35.15800767","149.12568101"
"POINT (149.14524362235744 -35.27863179601419)","Signals","740840","TSSI1018","Site 1018 LIMESTONE AV, CAMPBELL PEDESTRIAN","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","PEDESTRIAN","CITY","REID","LIMESTONE AV, CAMPBELL","YES","ACTIVE/IN SERVICE","19850805000000","19850802000000","20020722000000","19850805000000","TELSTRA","NO","NO","19850805000000","ROADS_ACT","ROADS_ACT","GIFTED","-35.2786401251","149.145238049"
"POINT (149.1128718521005 -35.277406693290686)","Signals","4287193","TSSI218","Site 218 CLUNIES ROSS ST / DICKSON RD, ACTON TEE","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","TEE","CITY","ACTON","CLUNIES ROSS ST / DICKSON RD, ACTON","YES","ACTIVE/IN SERVICE","20070504000000","20070504000000",,,"TELSTRA","NO","NO","20070504000000","ROADS_ACT","ROADS_ACT","GIFTED","-35.2774150526","149.112866242"
"POINT (149.05791993770563 -35.32209268501743)","Signals","9277356","TSSI253","Site 253 COTTER RD / KIRKPATRICK ST CROSS","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","CROSS","WODEN","WESTON","COTTER RD / KIRKPATRICK ST","YES","ACTIVE/IN SERVICE","20121213000000","20121205000000",,,"TELSTRA","NO","NO","20121213000000","ROADS_ACT","ROADS_ACT","CAPITAL WORKS","-35.3221012197","149.057914308"
"POINT (149.08848493435912 -35.34576331111914)","Signals","740648","TSSI116","Site 116 CALLAM ST / NEPTUNE ST, PHILLIP CROSS","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","CROSS","WODEN","PHILLIP","CALLAM ST / NEPTUNE ST, PHILLIP","YES","ACTIVE/IN SERVICE","19871217000000","19800812000000",,"19871217000000","TELSTRA","NO","NO","19871217000000","ROADS_ACT","ROADS_ACT","GIFTED","-35.3457717391","149.088479316"
"POINT (149.11471294056315 -35.15272605147361)","Signals","9810454","TSSI273","Site 273 HORSE PARK DR / MIRRABEI DR, CASEY TEE","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","TEE","BELCONNEN","TAYLOR","HORSE PARK DR / MIRRABEI DR, CASEY","YES","ACTIVE/IN SERVICE","20140715000000","20140521000000","20170711000000",,"TELSTRA","NO","NO","20140715000000","ROADS_ACT","ROADS_ACT","CAPITAL WORKS","-35.1527343109","149.114707443"
"POINT (149.1345099012132 -35.277388590190796)","Signals","740564","TSSI65","Site 65 SCOTTS / COOYONG  TEE","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","TEE","CITY","CITY","SCOTTS / COOYONG","YES","ACTIVE/IN SERVICE","19780202000000","19840110000000",,"19780202000000","TELSTRA","NO","NO","19780202000000","ROADS_ACT","ROADS_ACT","GIFTED","-35.277396927","149.134504317"
"POINT (149.14686762589142 -35.254193203610086)","Signals","740812","TSSI1003","Site 1003 MAJURA AV, AINSLIE PEDESTRIAN","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","PEDESTRIAN","CITY","DICKSON","MAJURA AV, AINSLIE","YES","ACTIVE/IN SERVICE","19670913000000","20050727000000","20050727000000","20050412000000","TELSTRA","NO","NO","19670913000000","ROADS_ACT","ROADS_ACT","GIFTED","-35.2542015023","149.146862093"
"POINT (149.15693993732256 -35.246191930443665)","Signals","9085553","TSSI1039","Site 1039 ANTILL ST (WEST OF FLEMMING ST), WATSON PEDESTRIAN","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","PEDESTRIAN","CITY","WATSON","ANTILL ST (WEST OF FLEMMING ST), WATSON","YES","ACTIVE/IN SERVICE","20111118000000","20111117000000",,,"TELSTRA","NO","NO","20111118000000","ROADS_ACT","ROADS_ACT","GIFTED","-35.2462002155","149.15693444"
"POINT (149.08791451227927 -35.326601392703175)","Signals","740761","TSSI176","Site 176 YARRA GLEN / CARRUTHERS ST, CURTIN (SOUTHBOUND) CROSS","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","CROSS","WODEN","HUGHES","YARRA GLEN / CARRUTHERS ST, CURTIN (SOUTHBOUND)","YES","ACTIVE/IN SERVICE","20010530000000","20011215000000","20010530000000","20010530000000","TELSTRA","NO","NO","20010530000000","ROADS_ACT","ROADS_ACT","CAPITAL WORKS","-35.3266098403","149.087908895"
"POINT (149.14678929949343 -35.29262897122634)","Signals","740734","TSSI161","Site 161 CONSTITUTION AVE / RUSSELL DR, RUSSELL CROSS","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","CROSS","CITY","CAMPBELL","CONSTITUTION AVE / RUSSELL DR, RUSSELL","YES","ACTIVE/IN SERVICE","19971219000000","19971218000000",,"19971219000000","TELSTRA","NO","NO","19971219000000","NCA","NCA","GIFTED","-35.2926373338","149.146783736"
"POINT (149.17810188029497 -35.330937131165115)","Signals","740688","TSSI135","Site 135 NEWCASTLE ST / BARRIER ST / COLLIE ST, FYSHWICK CROSS","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","CROSS","WODEN","FYSHWICK","NEWCASTLE ST / BARRIER ST / COLLIE ST, FYSHWICK","YES","ACTIVE/IN SERVICE","19890727000000","19900101000000","20021217000000","19890727000000","TELSTRA","NO","NO","19890727000000","ROADS_ACT","ROADS_ACT","GIFTED","-35.3309454615","149.17809639"
"POINT (149.0899251129687 -35.34895897940633)","Signals","740602","TSSI93","Site 93 HINDMARSH DR / ATHLLON DR, PHILLIP CROSS","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","CROSS","WODEN","PHILLIP","HINDMARSH DR / ATHLLON DR, PHILLIP","YES","ACTIVE/IN SERVICE","19790823000000","19800614000000","20020818000000","20020818000000","TELSTRA","NO","NO","19790823000000","ROADS_ACT","ROADS_ACT","GIFTED","-35.3489674059","149.089919492"
"POINT (149.14682953973835 -35.21242953573948)","Signals","11165029","TSSI86","Site 86  CROSS","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","CROSS","BELCONNEN","KENNY",,"YES","ACTIVE/IN SERVICE",,,,,,,,,,,,"-35.2124378752","149.146824121"
"POINT (149.12979665225316 -35.28259385273945)","Signals","10449597","TSSI302","Site 302 CONSTITUTION AV / VERNON CIR TEE","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","TEE","CITY","CITY","CONSTITUTION AV / VERNON CIR","YES","ACTIVE/IN SERVICE","20160929000000","20160929000000",,,"TELSTRA","YES","NO","20160929000000","NCA","NCA","CAPITAL WORKS","-35.2826022062","149.129791062"
"POINT (149.1474385008391 -35.20861521191282)","Signals","9084198","TSSI221","Site 221 FLEMINGTON RD / WELL STATION DR, KENNY CROSS","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","CROSS","BELCONNEN","HARRISON","FLEMINGTON RD / WELL STATION DR, KENNY","YES","ACTIVE/IN SERVICE","20080708000000","20080101000000",,"20100702000000","TELSTRA","YES","YES","20080708000000","ROADS_ACT","ROADS_ACT","GIFTED","-35.2086235487","149.1474331"
"POINT (149.209828351966 -35.344201203689835)","Signals","9084224","TSSI243","Site 243 NORSE RD / COOPER ST, BEARD TEE","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","TEE","WODEN","BEARD","NORSE RD / COOPER ST, BEARD","YES","ACTIVE/IN SERVICE","20101104000000","20101014000000",,,"TELSTRA","NO","NO","20101104000000","ROADS_ACT","ROADS_ACT","GIFTED","-35.3442096367","149.209823055"
"POINT (149.161858058915 -35.33051371709797)","Signals","740458","TSSI8","Site 8 CANBERRA AV / IPSWICH ST, FYSHWICK CROSS","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","CROSS","WODEN","SYMONSTON","CANBERRA AV / IPSWICH ST, FYSHWICK","YES","ACTIVE/IN SERVICE","19680920000000","19890725000000",,"19881111000000","TELSTRA","NO","YES","19680920000000","ROADS_ACT","ROADS_ACT","CAPITAL WORKS","-35.3305220527","149.161852531"
"POINT (149.13714148768383 -35.18589933461971)","Signals","11165030","TSSI275","Site 275  CROSS","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","CROSS","BELCONNEN","GUNGAHLIN",,"YES","ACTIVE/IN SERVICE",,,,,,,,,,,,"-35.1859076533","149.13713614"
"POINT (149.132833947806 -35.318090796718)","Signals","740818","TSSI1005","Site 1005 CANBERRA AV, KINGSTON PEDESTRIAN","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","PEDESTRIAN","CITY","GRIFFITH","CANBERRA AV, KINGSTON","YES","ACTIVE/IN SERVICE","19910704000000","19910913000000","20010507000000","20140121000000","TELSTRA","NO","NO","19910704000000","ROADS_ACT","ROADS_ACT","GIFTED","-35.3180991853","149.132828364"
"POINT (149.09261586571301 -35.364349910908324)","Signals","740552","TSSI61","Site 61 ATHLLON DR / MAWSON DR, TORRENS CROSS","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","CROSS","WODEN","TORRENS","ATHLLON DR / MAWSON DR, TORRENS","YES","ACTIVE/IN SERVICE","19770928000000","19800611000000",,"19930217000000","TELSTRA","NO","NO","19770928000000","ROADS_ACT","ROADS_ACT","GIFTED","-35.3643583455","149.092610234"
"POINT (149.1380744759978 -35.248642265242225)","Signals","10073556","TSSI298","Site 298 ANTILL ST / BADHAM ST TEE","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","TEE","CITY","DICKSON","ANTILL ST / BADHAM ST","YES","ACTIVE/IN SERVICE","20151029000000","20151113000000",,,"TELSTRA","NO","NO","20151029000000","ROADS_ACT","ROADS_ACT","CAPITAL WORKS","-35.2486505614","149.138068945"
"POINT (149.16368128127098 -35.340686093651314)","Signals","740684","TSSI134","Site 134 HINDMARSH DR / MONARO HWY (STHRAMP), SYMONSTON CROSS","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","CROSS","WODEN","SYMONSTON","HINDMARSH DR / MONARO HWY (STHRAMP), SYMONSTON","YES","ACTIVE/IN SERVICE","19890802000000","19900101000000","20021216000000","19890802000000","TELSTRA","NO","YES","19890802000000","ROADS_ACT","ROADS_ACT","GIFTED","-35.340694425","149.163675762"
"POINT (149.1512122306201 -35.30103486748279)","Signals","740883","TSSI2006","Site 2006 RUSSELL DR FLASHING LIGHTS, RUSSELL PEDESTRIAN","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","PEDESTRIAN","CITY","RUSSELL","RUSSELL DR FLASHING LIGHTS, RUSSELL","YES","ACTIVE/IN SERVICE","20010907000000",,,,,"NO","NO","20010907000000","NCA","NCA","GIFTED","-35.3010432461","149.151206679"
"POINT (149.0807812594357 -35.313871665472064)","Signals","740783","TSSI186","Site 186 COTTOR RD / MCCULLOCH ST, CURTIN TEE","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","TEE","WODEN","WESTON CREEK (RURAL DIST.)","COTTOR RD / MCCULLOCH ST, CURTIN","YES","ACTIVE/IN SERVICE","20031104000000","20031016000000",,,"TELSTRA","NO","NO","20031104000000","ROADS_ACT","ROADS_ACT","CAPITAL WORKS","-35.3138801567","149.080775631"
"POINT (149.07552844902457 -35.18400770712208)","Signals","9151718","TSSI245","Site 245 BARTON HWY / KURINGA DR / CLARRIE HERMES DR, NICHOLLS CROSS","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","CROSS","BELCONNEN","BELCONNEN (RURAL DIST.)","BARTON HWY / KURINGA DR / CLARRIE HERMES DR, NICHOLLS","YES","ACTIVE/IN SERVICE","20111220000000","20121212000000",,,,"NO","YES","20111220000000","ROADS_ACT","ROADS_ACT","CAPITAL WORKS","-35.1840160348","149.075522869"
"POINT (149.1616389023133 -35.19425392666107)","Signals","10768580","TSSI276","Site 276 HORSE PARK DR / MAPLETON AV CROSS","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","CROSS","GUNGAHLIN","HARRISON","HORSE PARK DR / MAPLETON AV","YES","ACTIVE/IN SERVICE","20170523000000",,,,,"NO","NO","20170523000000","ROADS_ACT","ROADS_ACT","GIFTED","-35.1942622098","149.16163355"
"POINT (149.1297420554685 -35.31434543076147)","Signals","740707","TSSI146","Site 146 CANBERRA AV / NATIONAL CIRCUIT, FORREST CROSS","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","CROSS","CITY","FORREST","CANBERRA AV / NATIONAL CIRCUIT, FORREST","YES","ACTIVE/IN SERVICE","19901221000000","19910913000000",,"19901221000000","TELSTRA","NO","NO","19901221000000","ROADS_ACT","ROADS_ACT","GIFTED","-35.314353834","149.129736471"
"POINT (149.13468497182114 -35.322416203465785)","Signals","740769","TSSI180","Site 180 CAPTAIN COOK CRES / STUART ST, GRIFFITH CROSS","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","CROSS","CITY","GRIFFITH","CAPTAIN COOK CRES / STUART ST, GRIFFITH","YES","ACTIVE/IN SERVICE","20011003000000","20011003000000",,,"TELSTRA","NO","NO","20011003000000","ROADS_ACT","ROADS_ACT","GIFTED","-35.3224245772","149.134679387"
"POINT (149.16802410461884 -35.3226525004746)","Signals","740696","TSSI139","Site 139 NEWCASTLE ST / MONARO HWY (STH RAMP) TEE","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","TEE","WODEN","FYSHWICK","NEWCASTLE ST / MONARO HWY (STH RAMP)","YES","ACTIVE/IN SERVICE","19900704000000","19900704000000","20030305000000","19900704000000","TELSTRA","NO","NO","19900704000000","ROADS_ACT","ROADS_ACT","CAPITAL WORKS","-35.3226608395","149.168018588"
"POINT (149.14496099438378 -35.23227467071052)","Signals","11165018","TSSI73","Site 73  CROSS","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","CROSS","BELCONNEN","LYNEHAM",,"YES","ACTIVE/IN SERVICE",,,,,,,,,,,,"-35.2322829911","149.144955511"
"POINT (149.06172536559802 -35.38625905686624)","Signals","740532","TSSI55","Site 55 DRAKEFORD DR / OHALLORAN CIR (NTH), KAMBAH CROSS","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","CROSS","WODEN","KAMBAH","DRAKEFORD DR / OHALLORAN CIR (NTH), KAMBAH","YES","ACTIVE/IN SERVICE","19770421000000","19801212000000","20020722000000","19890922000000","TELSTRA","NO","NO","19770421000000","ROADS_ACT","ROADS_ACT","GIFTED","-35.3862675292","149.061719701"
"POINT (149.126295729062 -35.31213735943318)","Signals","740477","TSSI21","Site 21 STATE CIRCLE / CANBERRA AV, FORREST CROSS","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","CROSS","CITY","FORREST","STATE CIRCLE / CANBERRA AV, FORREST","YES","ACTIVE/IN SERVICE","19710803000000","19850212000000",,"19840703000000","TELSTRA","NO","YES","19710803000000","ROADS_ACT","ROADS_ACT","GIFTED","-35.3121457734","149.126290142"
"POINT (149.13386497504365 -35.28493272088092)","Signals","10351660","TSSI1044","Site 1044 CONSTITUTION AV PEDS (AT CONVENTION CENTRE) PEDESTRIAN","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","PEDESTRIAN","CITY","CITY","CONSTITUTION AV PEDS (AT CONVENTION CENTRE)","YES","ACTIVE/IN SERVICE","20160202000000",,,,"TELSTRA","NO","NO","20160217000000","NCA","NCA","GIFTED","-35.2849410767","149.133859391"
"POINT (149.071394613133 -35.23961388417272)","Signals","9084232","TSSI249","Site 249 EMU BANK / COHEN ST, BELCONNEN TEE","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","TEE","BELCONNEN","BELCONNEN","EMU BANK / COHEN ST, BELCONNEN","YES","ACTIVE/IN SERVICE","20101115000000","20101115000000",,,"TELSTRA","NO","NO","20101115000000","ROADS_ACT","ROADS_ACT","CAPITAL WORKS","-35.2396222526","149.071388998"
"POINT (149.12590741726055 -35.24041491769725)","Signals","740759","TSSI175","Site 175 ELLENBOROUGH ST / CROSSINGTON SMITH CRES, LYNEHAM TEE","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","TEE","CITY","LYNEHAM","ELLENBOROUGH ST / CROSSINGTON SMITH CRES, LYNEHAM","YES","ACTIVE/IN SERVICE","20000411000000","20000502000000",,,"TELSTRA","NO","NO","20000411000000","ROADS_ACT","ROADS_ACT","GIFTED","-35.2404232318","149.125901892"
"POINT (149.07720079436203 -35.424144960762526)","Signals","740638","TSSI109","Site 109 ATHLLON DR / DRAKEFORD DR , GREENWAY PART TIME","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","PART TIME","WODEN","BONYTHON","ATHLLON DR / DRAKEFORD DR , GREENWAY","YES","ACTIVE/IN SERVICE","20050919000000","20050912000000",,,"TELSTRA","NO","NO","20050919000000","ROADS_ACT","ROADS_ACT","GIFTED","-35.4241533895","149.077195142"
