"year","quarter","light_desc","light_code","county_desc","county_no","muni_desc","muni_code","junction_desc","junction_code","collision_type_desc","collision_type_code","surf_cond_desc","surf_cond_code","lane_desc","lane_code","rd_cond_desc","rd_cond_code","rd_div_desc","rd_div_code","fix_obj_desc","fix_obj_code","report_no","report_type","weather_desc","weather_code","acc_date","acc_time","loc_code","signal_flag_desc","signal_flag","c_m_zone_flag","agency_code","area_code","harm_event_desc1","harm_event_code1","harm_event_desc2","harm_event_code2","rte_no","route_type_code","rte_suffix","log_mile","logmile_dir_flag_desc","logmile_dir_flag","mainroad_name","distance","feet_miles_flag_desc","feet_miles_flag","distance_dir_flag","reference_no","reference_type_code","reference_suffix","reference_road_name","latitude","longitude","geocoded_column"
"2021","Q4","Dark Lights On","3","Montgomery","15",,,,,"Single Vehicle","17",,,,,,,,,"Curb","4","MCP29320051","Property Damage Crash",,"6.01","20211112","22:20:00","45212","No","N","N","MONTGOMERY","UNK","Fixed Object","9","Not Applicable","0",,,,,,,,,,,,,,,,"39.0405502591975","-76.989970680595","POINT (-76.989970680595 39.040550259198)"
"2022","Q2","Daylight","1","Cecil","7",,"0",,"88","Single Vehicle","17","Dry","2",,,"No Defects","1","Two-way, Not Divided","1","Not Applicable","0","MSP72170051","Injury Crash",,"6.01","20220416","14:56:00",,"No","N","N","MSP","UNK","Other","88","Not Applicable","0","144","CO",,"2.95","North","N","APPLETON RD","2.95","Miles","M","N","273","MD",,"TELEGRAPH RD","39.6990097","-75.8143603833333","POINT (-75.814360383333 39.6990097)"
"2017","Q2","Daylight","1","Baltimore City","24",,,,,"Single Vehicle","17",,,,,,,,,"Not Applicable","0","ADI7910042","Injury Crash","Other","88","20170507","10:39:00","CAD#0830","Yes","Y","N","BALTIMORE","UNK",,"3","Not Applicable","0",,,,,,,,,,,,,,,,"39.2829284750108","-76.6352150952347","POINT (-76.6352150952347 39.2829284750108)"
"2021","Q1","Not Applicable","0","Baltimore","3",,,,,"Unknown","99",,,,,,,,,"Not Applicable","0","AE5912009Z","Property Damage Crash",,"6.01","20210208","09:00:00",,"No","N","N","BACOPD","UNK","Parked Vehicle","2","Not Applicable","0",,,,,,,,,,,,,,,,"39.4204695766672","-76.6698107404395","POINT (-76.669810740439 39.420469576667)"
"2022","Q1","Daylight","1","Anne Arundel","2",,"0","Not Applicable","0","Same Direction Rear End","3","Wet","1","Right Turn Lane","1","No Defects","1","Two-way, Divided, Unprotected (painted >4 feet) Median","3","Curb","4","AC2362003F","Property Damage Crash","Raining","3","20220204","09:55:00","5A2","No","N","N","AACOPD","UNK","Other Vehicle","1","Other Vehicle","1","175","MD",,"9.806","North","N","JESSUP RD","0","Feet","F","N","0","UU",,"BEGIN BRIDGE","39.1509766833333","-76.7770782833333","POINT (-76.777078283333 39.150976683333)"
"2022","Q2","Dark Lights On","3","Worcester","23",,,,,"Other","88",,,,,,,,,"Not Applicable","0","CTX339008V","Property Damage Crash",,"6.01","20220619","02:36:00","71","No","N","N","OCEANCITY","UNK","Parked Vehicle","2","Other Vehicle","1",,,,,,,,,,,,,,,,"38.375328133","-75.0697077651262","POINT (-75.069707765126 38.375328133)"
"2021","Q4","Dark Lights On","3","Dorchester","9",,,,,"Single Vehicle","17",,,,,,,,,,"88","AS03360045","Property Damage Crash","Not Applicable","0","20211022","00:48:00",,"No","N","N","CAMBRIDGE","UNK","Fixed Object","9","Not Applicable","0",,,,,,,,,,,,,,,,"38.5714538207285","-76.0645181829683","POINT (-76.064518182968 38.571453820729)"
"2021","Q4","Daylight","1","Baltimore","3",,,"Not Applicable","0","Same Direction Rear End","3","Not Applicable","0","Right Turn Lane","1","No Defects","1","Not Applicable","0","Not Applicable","0","AE6492000W","Property Damage Crash",,"6.01","20211201","16:00:00",,"No","N","N","BACOPD","UNK","Other Vehicle","1","Other Vehicle","1",,,,"0","North","N","STEMMERS RUN RD","0","Feet","F","N",,,,"EASTERN BLVD","39.3224877313603","-76.4566021284261","POINT (-76.456602128426 39.32248773136)"
"2020","Q4","Dark Lights On","3","Baltimore","3",,,,,"Single Vehicle","17",,,,,,,,,"Curb","4","AE5739006G","Property Damage Crash","Raining","3","20201204","21:45:00",,"No","N","N","BACOPD","UNK","Fixed Object","9","Fixed Object","9",,,,,,,,,,,,,,,,"39.316200405914","-76.7384463514511","POINT (-76.738446351451 39.316200405914)"
"2022","Q1","Daylight","1","Montgomery","15",,,,,"Other","88",,,,,,,,,"Not Applicable","0","MCP2877009N","Property Damage Crash","Raining","3","20220331","14:00:00","55214","No","N","N","MONTGOMERY","UNK","Parked Vehicle","2","Not Applicable","0",,,,,,,,,,,,,,,,"38.9644871","-77.1027954","POINT (-77.1027954 38.9644871)"
"2021","Q3",,"7.88","Baltimore","3",,,,,"Other","88",,,,,,,,,"Not Applicable","0","AE6455000K","Property Damage Crash",,"6.01","20210927","19:00:00",,"No","N","N","BACOPD","UNK","Other Vehicle","1","Not Applicable","0",,,,,,,,,,,,,,,,"39.2822043","-76.5043775","POINT (-76.5043775 39.2822043)"
"2020","Q2","Daylight","1","Cecil","7",,,,,"Same Direction Rear End","3",,,,,,,,,"Not Applicable","0","MSP6709008R","Property Damage Crash",,"6.01","20200414","17:32:00",,"No","N","N","MSP","UNK","Other Vehicle","1","Not Applicable","0",,,,,,,,,,,,,,,,"39.6110278333333","-75.951314","POINT (-75.951314 39.611027833333)"
"2022","Q1","Daylight","1","Frederick","10",,,,,"Head On","1",,,,,,,,,"Not Applicable","0","ZJ028900HK","Property Damage Crash",,"8.04","20220312","11:44:00",,"No","N","N","FREDERICK","UNK","Parked Vehicle","2","Not Applicable","0",,,,,,,,,,,,,,,,"39.3837524833333","-77.3988644166667","POINT (-77.398864416667 39.383752483333)"
"2020","Q4","Dark Lights On","3","Anne Arundel","2",,,,,"Same Direction Rear End","3",,,,,,,,,"Curb","4","AB6321001J","Property Damage Crash",,"6.01","20201004","02:29:00",,"No","N","N","ANNAPOLIS","UNK","Parked Vehicle","2","Not Applicable","0",,,,,,,,,,,,,,,,"38.9804207410476","-76.5251839315826","POINT (-76.525183931583 38.980420741048)"
"2021","Q4","Dark Lights On","3","Baltimore","3",,"0","Intersection","2","Same Direction Sideswipe","7","Dry","2","Right Turn Lane","1","No Defects","1","Two-way, Not Divided","1","Not Applicable","0","AE50570065","Property Damage Crash",,"6.01","20211119","15:05:00",,"Yes","Y","N","BACOPD","UNK","Other Vehicle","1","Not Applicable","0","3058","CO",,"0.23","North","N","EAST DR","0","Feet","F","N","3033","CO",,"LINDEN AVE","39.25067135","-76.6934563666667","POINT (-76.693456366667 39.25067135)"
"2022","Q1","Unknown","99","Baltimore City","24",,,,,"Unknown","99",,,,,,,,,,"99","ADK511000Z","Property Damage Crash","Not Applicable","0","20220119","17:57:00","CAD#2951","No","N","N","BALTIMORE","UNK","Parked Vehicle","2","Other Vehicle","1",,,,,,,,,,,,,,,,"39.335309","-76.5921235","POINT (-76.5921235 39.335309)"
"2020","Q2","Daylight","1","Anne Arundel","2",,,,,"Other","88",,,,,,,,,"Not Applicable","0","AC2358001F","Property Damage Crash",,"6.01","20200616","17:10:00","5B1","No","N","N","AACOPD","UNK","Other Vehicle","1","Not Applicable","0",,,,,,,,,,,,,,,,"39.09574595","-76.6941214833333","POINT (-76.694121483333 39.09574595)"
"2021","Q3","Daylight","1","Anne Arundel","2",,,,,"Other","88",,,,,,,,,"Not Applicable","0","AB6321001T","Property Damage Crash",,"6.01","20210706","18:46:00",,"No","N","N","ANNAPOLIS","UNK","Other Vehicle","1","Not Applicable","0",,,,,,,,,,,,,,,,"38.9546593796729","-76.5084140190611","POINT (-76.508414019061 38.954659379673)"
"2021","Q4","Daylight","1","Baltimore City","24",,"999","Non Intersection","1","Other","88","Not Applicable","0","Right Turn Lane","1","No Defects","1","One-way Trafficway","2","Not Applicable","0","BSPDA321000F","Property Damage Crash",,"6.01","20211101","08:00:00","CAD0858","No","N","N","BALTIMORESCHOOL","UNK","Other","88","Other","88","2300","MU",,"0","South","S","OLD FREDERICK RD","0",,"U","N","40","US",,"EDMONDSON AVE","39.31624205","-76.6006023373223","POINT (-76.600602337322 39.31624205)"
"2022","Q1","Dark Lights On","3","Montgomery","15",,,,,"Single Vehicle","17",,,,,,,,,"Light Support Pole","8","MCP003600G8","Injury Crash","Raining","3","20220203","20:32:00","44212","No","N","N","MONTGOMERY","UNK","Fixed Object","9","Not Applicable","0",,,,,,,,,,,,,,,,"39.1506146666667","-77.0598125","POINT (-77.0598125 39.150614666667)"
"2022","Q2","Dark Lights On","3","Baltimore","3",,,,,"Other","88",,,,,,,,,"Not Applicable","0","AE54730016","Property Damage Crash",,"6.01","20220621","11:50:00",,"No","N","N","BACOPD","UNK","Parked Vehicle","2","Not Applicable","0",,,,,,,,,,,,,,,,"39.2562028923057","-76.6888825328999","POINT (-76.6888825329 39.256202892306)"
"2021","Q4","Daylight","1","Baltimore","3",,"0","Intersection","2","Same Movement Angle","11","Dry","2",,,"Not Applicable","0","Two-way, Not Divided","1","Not Applicable","0","AE6230004S","Property Damage Crash","Not Applicable","0","20211002","15:19:00",,"No","N","N","BACOPD","UNK","Other Vehicle","1","Other Vehicle","1","6079","CO",,"0","North","N","DUNFIELD RD","0","Feet","F","N","1","US",,"BELAIR RD","39.3834219356549","-76.4990012768783","POINT (-76.499001276878 39.383421935655)"
"2021","Q3","Daylight","1","Baltimore","3",,,,,"Other","88",,,,,,,,,"Not Applicable","0","AE58650073","Property Damage Crash",,"6.01","20210912","14:55:00","03","No","N","N","BACOPD","UNK","Parked Vehicle","2","Not Applicable","0",,,,,,,,,,,,,,,,"39.4491938333333","-76.8114563333333","POINT (-76.811456333333 39.449193833333)"
"2022","Q2","Dark Lights On","3","Anne Arundel","2",,"0","Intersection Related","3","Same Direction Rear End","3","Dry","2",,,"No Defects","1",,"5.01","Not Applicable","0","AC2343002Q","Property Damage Crash",,"6.01","20220604","20:56:00","3C2","Yes","Y","N","AACOPD","UNK","Other Vehicle","1","Not Applicable","0","1476","CO",,"1.11","East","E","BENFIELD BLVD","0","Feet","F","E","3878","CO",,"GOVERNOR STONE PKWY","39.0919956803944","-76.6145723910917","POINT (-76.614572391092 39.091995680394)"
"2021","Q1","Daylight","1","Anne Arundel","2",,,,,"Other","88",,,,,,,,,"Building","2","AC2146008R","Property Damage Crash",,"8.04","20210201","13:42:00","5A1","No","N","N","AACOPD","UNK","Fixed Object","9","Not Applicable","0",,,,,,,,,,,,,,,,"39.08941185","-76.8131970666667","POINT (-76.813197066667 39.08941185)"
"2020","Q2","Daylight","1","Frederick","10",,,,,"Same Movement Angle","11",,,,,,,,,"Not Applicable","0","ZJ0461001F","Property Damage Crash",,"6.01","20200606","11:35:00",,"No","N","N","FREDERICK","UNK","Other Vehicle","1","Not Applicable","0",,,,,,,,,,,,,,,,"39.3944782720434","-77.4089614179891","POINT (-77.408961417989 39.394478272043)"
"2022","Q1","Daylight","1","Montgomery","15",,,,,"Other","88",,,,,,,,,"Building","2","MCP2730002R","Property Damage Crash",,"6.01","20220226","12:15:00","55212","No","N","N","MONTGOMERY","UNK","Fixed Object","9","Not Applicable","0",,,,,,,,,,,,,,,,"39.1970266666667","-77.270685","POINT (-77.270685 39.197026666667)"
"2021","Q4","Daylight","1","Baltimore","3",,,,,"Unknown","99",,,,,,,,,"Not Applicable","0","AE4908005T","Property Damage Crash",,"6.01","20211206","11:30:00",,"No","N","N","BACOPD","UNK","Other Vehicle","1","Not Applicable","0",,,,,,,,,,,,,,,,"39.4656707","-76.64019005","POINT (-76.64019005 39.4656707)"
"2020","Q2","Daylight","1","Montgomery","15",,,,,"Other","88",,,,,,,,,"Not Applicable","0","MCP23720030","Property Damage Crash",,"6.01","20200630","11:05:00","55212","No","N","N","MONTGOMERY","UNK","Parked Vehicle","2","Not Applicable","0",,,,,,,,,,,,,,,,"39.0518715","-77.1115981666667","POINT (-77.111598166667 39.0518715)"
"2020","Q4","Dark Lights On","3","Baltimore","3",,,,,"Same Movement Angle","11",,,,,,,,,"Not Applicable","0","AE57320058","Property Damage Crash",,"6.01","20201205","21:09:00","230, PC2","No","N","N","BACOPD","UNK","Other Vehicle","1","Not Applicable","0",,,,,,,,,,,,,,,,"39.3118762333333","-76.7486461833333","POINT (-76.748646183333 39.311876233333)"
"2022","Q2","Unknown","99","Baltimore","3",,,,,"Unknown","99",,,,,,,,,"Not Applicable","0","AE5853003K","Property Damage Crash","Not Applicable","0","20220420","00:00:00",,"No","N","N","BACOPD","UNK","Parked Vehicle","2","Not Applicable","0",,,,,,,,,,,,,,,,"39.2561063508986","-76.4870110668648","POINT (-76.487011066865 39.256106350899)"
"2022","Q1","Daylight","1","Charles","8",,,,,"Angle Meets Right Turn","12",,,,,,,,,"Not Applicable","0","ZH0742000F","Property Damage Crash",,"6.01","20220330","09:05:00",,"Yes","Y","N","CHARLES","UNK","Other Vehicle","1","Not Applicable","0",,,,,,,,,,,,,,,,"38.6102419","-76.9255549666667","POINT (-76.925554966667 38.6102419)"
"2020","Q2","Daylight","1","Baltimore","3",,,,,"Same Movement Angle","11",,,,,,,,,"Not Applicable","0","AE6265000T","Property Damage Crash",,"6.01","20200621","17:47:00",,"No","N","N","BACOPD","UNK","Other Vehicle","1","Other Vehicle","1",,,,,,,,,,,,,,,,"39.3789357666667","-76.724744","POINT (-76.724744 39.378935766667)"
"2021","Q1","Daylight","1","Baltimore City","24",,,,,"Single Vehicle","17",,,,,,,,,"Light Support Pole","8","ADK2840019","Property Damage Crash",,"7.01","20210317","10:25:00","1719","No","N","N","BALTIMORE","UNK","Fixed Object","9","Not Applicable","0",,,,,,,,,,,,,,,,"39.3398576858012","-76.6686217192709","POINT (-76.668621719271 39.339857685801)"
"2022","Q2","Unknown","99","Prince George's","16",,,,,"Same Direction Right Turn","8",,,,,,,,,"Not Applicable","0","AM0352002K","Property Damage Crash",,"6.01","20220605","11:30:00",,"No","N","N","BLADENSBURG","UNK","Other Vehicle","1","Other Vehicle","1",,,,,,,,,,,,,,,,"38.9447757989708","-76.9158070490768","POINT (-76.915807049077 38.944775798971)"
"2017","Q2","Daylight","1","Montgomery","15",,,,,"Same Direction Sideswipe","7",,,,,,,,,"Not Applicable","0","MCP3048000X","Property Damage Crash","Clear","6.01","20170602","12:05:00","55212","No","N","N","MONTGOMERY","UNK",,"1","Not Applicable","0",,,,,,,,,,,,,,,,"38.9909283333333","-77.103005","POINT (-77.103005 38.99092833333331)"
"2020","Q2","Daylight","1","Baltimore City","24",,,"Intersection","2","Other","88","Wet","1","Right Turn Lane","1","Not Applicable","0","Two-way, Not Divided","1",,"88","ADJ9740010","Property Damage Crash","Raining","3","20200426","15:14:00",,"No","N","N","BALTIMORE","UNK","Other Vehicle","1","Parked Vehicle","2",,,,"0",,,"PULASKI ST","0","Feet","F","S",,,,"WINDSOR AVE","39.3129034045288","-76.6514719129389","POINT (-76.651471912939 39.312903404529)"
"2020","Q4","Daylight","1","Anne Arundel","2",,,,,"Same Direction Rear End","3",,,,,,,,,"Not Applicable","0","AC2228005P","Property Damage Crash",,"6.01","20201205","12:43:00","5C2","No","N","N","AACOPD","UNK","Other Vehicle","1","Not Applicable","0",,,,,,,,,,,,,,,,"39.0556058862903","-76.6575682634368","POINT (-76.657568263437 39.05560588629)"
"2021","Q1","Daylight","1","Baltimore","3",,"0","Not Applicable","0","Same Direction Sideswipe","7","Not Applicable","0","Right Turn Lane","1","Not Applicable","0","One-way Trafficway","2","Not Applicable","0","AE6081005Y","Property Damage Crash",,"6.01","20210304","15:30:00",,"No","N","N","BACOPD","UNK","Other Vehicle","1","Not Applicable","0","811","CO",,"1.64","North","N","POT SPRING RD","100","Feet","F","S","810","CO",,"TIMONIUM RD","39.4460984953526","-76.6069481793335","POINT (-76.606948179333 39.446098495353)"
"2020","Q2","Daylight","1","Anne Arundel","2",,,,,"Single Vehicle","17",,,,,,,,,"Building","2","AC1395000G","Property Damage Crash",,"6.01","20200601","08:48:00","4C1","No","N","N","AACOPD","UNK","Fixed Object","9","Not Applicable","0",,,,,,,,,,,,,,,,"38.8068631097954","-76.6779162690229","POINT (-76.677916269023 38.806863109795)"
"2022","Q1","Dark No Lights","4","Baltimore","3",,,,,"Unknown","99",,,,,,,,,"Not Applicable","0","AE63700024","Property Damage Crash",,"6.01","20220311","21:00:00",,"No","N","N","BACOPD","UNK","Parked Vehicle","2","Not Applicable","0",,,,,,,,,,,,,,,,"39.3937977062348","-76.493077395609","POINT (-76.493077395609 39.393797706235)"
"2020","Q4","Daylight","1","Washington","21",,,,,"Same Direction Sideswipe","7",,,,,,,,,"Not Applicable","0","BX51580038","Injury Crash",,"7.01","20201127","15:14:00",,"Yes","Y","N","HAGERSTOWN","UNK","Other Vehicle","1","Not Applicable","0",,,,,,,,,,,,,,,,"39.6561657719168","-77.7492777580798","POINT (-77.74927775808 39.656165771917)"
"2022","Q1","Daylight","1","Prince George's","16",,,,,"Same Movement Angle","11",,,,,,,,,"Not Applicable","0","CC0275002R","Property Damage Crash",,"6.01","20220126","08:32:00",,"No","N","N","HYATTSVILLE","UNK","Other Vehicle","1","Not Applicable","0",,,,,,,,,,,,,,,,"38.9662039864724","-76.9633566207729","POINT (-76.963356620773 38.966203986472)"
"2020","Q4","Unknown","99","Anne Arundel","2",,,,,"Unknown","99",,,,,,,,,"Not Applicable","0","AC20000069","Property Damage Crash",,"6.01","20201124","13:25:00","3B1","No","N","N","AACOPD","UNK","Parked Vehicle","2","Other Vehicle","1",,,,,,,,,,,,,,,,"39.1210857858393","-76.6353610547199","POINT (-76.63536105472 39.121085785839)"
"2021","Q3","Dark Lights On","3","Prince George's","16",,,,,"Other","88",,,,,,,,,"Curb","4","DA389000DZ","Property Damage Crash","Raining","3","20210810","01:00:00","0905","No","N","N","PGCOPD","UNK","Other Vehicle","1","Parked Vehicle","2",,,,,,,,,,,,,,,,"39.0766639689229","-76.8536123202999","POINT (-76.8536123203 39.076663968923)"
"2021","Q3","Daylight","1","Baltimore City","24",,,,,"Unknown","99",,,,,,,,,"Not Applicable","0","MTA0178001L","Property Damage Crash",,"7.01","20210917","13:00:00","9N99","No","N","N","MTA","UNK","Parked Vehicle","2","Not Applicable","0",,,,,,,,,,,,,,,,"39.343771633519","-76.6908493495293","POINT (-76.690849349529 39.343771633519)"
"2022","Q2","Daylight","1","Harford","12",,,,,"Single Vehicle","17",,,,,,,,,"Curb","4","ZL0772003V","Injury Crash",,"6.01","20220521","13:15:00","1050 PI","No","N","N","HARFORD","UNK","Fixed Object","9","Fixed Object","9",,,,,,,,,,,,,,,,"39.5367885166667","-76.31539845","POINT (-76.31539845 39.536788516667)"
"2017","Q4","Dark Lights On","3","Prince George's","16",,,,,"Single Vehicle","17",,,,,,,,,,"88","CE3909001P","Injury Crash","Cloudy","7.01","20171223","19:25:00","B5","No","N","N","LAUREL","UNK",,"3","Fixed Object","9",,,,,,,,,,,,,,,,"39.0936210548313","-76.8425872921944","POINT (-76.8425872921944 39.0936210548313)"
"2021","Q4","Dark Lights On","3","Baltimore City","24",,,,,"Single Vehicle","17",,,,,,,,,"Not Applicable","0","ADK6910004","Injury Crash",,"6.01","20211111","18:09:00","CAD#3013","No","N","N","BALTIMORE","UNK","Pedestrian","3","Not Applicable","0",,,,,,,,,,,,,,,,"39.3286471055153","-76.6091627639161","POINT (-76.609162763916 39.328647105515)"
"2017","Q4","Daylight","1","Montgomery","15",,,,,"Other","88",,,,,,,,,"Not Applicable","0","MCP1433001D","Property Damage Crash","Cloudy","7.01","20171012","14:57:00","55222","No","N","N","MONTGOMERY","UNK",,"1","Not Applicable","0",,,,,,,,,,,,,,,,"39.0894633333333","-77.15851","POINT (-77.15851 39.0894633333333)"
"2021","Q1","Daylight","1","Prince George's","16",,,,,"Other","88",,,,,,,,,"Not Applicable","0","DA3476001Y","Property Damage Crash","Raining","3","20210228","14:00:00",,"No","N","N","PGCOPD","UNK","Parked Vehicle","2","Not Applicable","0",,,,,,,,,,,,,,,,"39.0212323388599","-76.9261619219063","POINT (-76.926161921906 39.02123233886)"
"2021","Q3","Daylight","1","Montgomery","15",,,,,"Other","88",,,,,,,,,"Not Applicable","0","MSP691200JV","Property Damage Crash",,"6.01","20210714","19:14:00",,"No","N","N","MSP","UNK","Parked Vehicle","2","Not Applicable","0",,,,,,,,,,,,,,,,"39.0835699","-76.9400353","POINT (-76.9400353 39.0835699)"
"2020","Q2","Daylight","1","Anne Arundel","2",,,,,"Other","88",,,,,,,,,"Not Applicable","0","AC21960074","Property Damage Crash",,"6.01","20200612","17:44:00","5C3","No","N","N","AACOPD","UNK","Parked Vehicle","2","Not Applicable","0",,,,,,,,,,,,,,,,"39.0874483833333","-76.7120824666667","POINT (-76.712082466667 39.087448383333)"
"2021","Q1","Daylight","1","Prince George's","16",,,,,"Single Vehicle","17",,,,,,,,,,"88","DA31730031","Property Damage Crash",,"6.01","20210130","12:48:00",,"No","N","N","PGCOPD","UNK","Fixed Object","9","Not Applicable","0",,,,,,,,,,,,,,,,"38.8526014408693","-76.8933445402544","POINT (-76.893344540254 38.852601440869)"
"2021","Q3","Daylight","1","Anne Arundel","2",,,,,"Other","88",,,,,,,,,"Not Applicable","0","AC25170011","Property Damage Crash",,"6.01","20210713","10:47:00","5C2","No","N","N","AACOPD","UNK","Other Vehicle","1","Not Applicable","0",,,,,,,,,,,,,,,,"39.0951118468698","-76.6659436953559","POINT (-76.665943695356 39.09511184687)"
"2020","Q2","Daylight","1","Baltimore","3",,,,,"Head On","1",,,,,,,,,"Not Applicable","0","AE6145002Q","Property Damage Crash",,"6.01","20200422","11:30:00",,"No","N","N","BACOPD","UNK","Other Vehicle","1","Parked Vehicle","2",,,,,,,,,,,,,,,,"39.366933","-76.5183608666667","POINT (-76.518360866667 39.366933)"
"2022","Q1","Daylight","1","Howard","13",,,,,"Other","88",,,,,,,,,"Not Applicable","0","CB5874003C","Property Damage Crash",,"6.01","20220126","10:45:00",,"No","N","N","HOCPD","UNK","Parked Vehicle","2","Not Applicable","0",,,,,,,,,,,,,,,,"39.1748482553883","-76.8309901930837","POINT (-76.830990193084 39.174848255388)"
"2020","Q2","Daylight","1","Talbot","20",,,,,"Other","88",,,,,,,,,"Not Applicable","0","ZT0117000Z","Property Damage Crash",,"6.01","20200608","11:29:00","20","No","N","N","TALBOT","UNK","Other Vehicle","1","Not Applicable","0",,,,,,,,,,,,,,,,"38.7699298217645","-76.207645753691","POINT (-76.207645753691 38.769929821765)"
"2022","Q2","Daylight","1","Wicomico","22",,,,,"Other","88",,,,,,,,,"Not Applicable","0","DE3135000S","Property Damage Crash",,"6.01","20220514","17:41:00",,"No","N","N","SALISBURY","UNK","Parked Vehicle","2","Not Applicable","0",,,,,,,,,,,,,,,,"38.3731061402621","-75.5763135681311","POINT (-75.576313568131 38.373106140262)"
"2022","Q2","Unknown","99","Baltimore","3",,,,,"Unknown","99",,,,,,,,,"Not Applicable","0","AE6024003R","Property Damage Crash","Not Applicable","0","20220611","21:00:00",,"No","N","N","BACOPD","UNK","Parked Vehicle","2","Not Applicable","0",,,,,,,,,,,,,,,,"39.31147155","-76.4331511","POINT (-76.4331511 39.31147155)"
