"year","month","airtran","american","american_eagle","cape_air","delta","delta_asa","delta_chautaqua","delta_comair","delta_compass","delta_freedom","delta_gojet","delta_mesaba","delta_northwest","northwest_pinnacle","delta_skywest","delta_pinnacle","jetblue","spirit","midwest_connect_skyway","southwest","continental_chautaqua","continental_expressjet","united","united_chautauqua","united_colgan","united_commutair","united_continental","united_expressjet","united_gojet","united_shuttle_america","united_republic","us_airways","us_airways_air_wisconsin","us_airways_chautaqua","us_airways_mesa","us_airways_piedmont","us_airways_psa","us_airways_republic","air_canada","air_jamaica","bahamasair","british_airways","condor","frontier","usa_3000","vision_airlines","air_canada_jetz","aero_mexico","allegiant_air","ameristar","ati","atlas_air","capital_airlines","falcon_air_express","hawaiian","lan_airlines","miami_air","midwest_airlines","north_american","northrop_grumman","omni","other","republic","ryan","sas","saudi_arabian","sierra_pacific","sky_king","sun_county","swift_air","team_jet","titan_airways","usa_jet","world","world_atlantic"
"2012","Jan","199079","60085","10505","1374","123111","2355","3069","3410","4805","0","0","480","0","0",,"5638","15648","0","0","875519","0","10860","43475","2941","3220","0","20452","1495","4370","0",,"93834","3993","3244","0","7941","4386","1102","3683","0","0","7866","0","0","0","758","0","0","0","0","346","134","0","0","0","0","58","0","218","0","103","32","0","142","0","0","0","0","0","0","0","0","0","2738","0"
"2012","Feb","186814","49906","10434","1529","118340","4670","3822","3528","5736","0","0","0","0","0",,"7299","15798","0","0","887581","0","13249","42339","2771","1484","0","18479","751","4194","0",,"90228","4707","3419","0","8947","4153","1496","3434","0","0","5790","0","0","0","874","0","0","0","0","347","298","0","0","0","0","0","0","331","54","165","93","0","1534","0","0","0","0","0","0","0","0","0","3098","0"
"2012","Mar","247137","54915","12546","1520","154535","1282","5088","486","5089","0","0","0","0","0",,"15858","22232","0","0","1124314","0","1225","63468","187","4279","147","22428","15565","351","0",,"101747","6668","2803","0","7252","5184","1316","4458","0","0","8746","0","0","0","1167","0","0","0","0","470","3685","0","0","0","0","401","0","518","76","341","52","0","1360","0","0","0","0","0","0","0","0","0","3533","0"
"2012","Apr","261739","63459","14551","1491","160048","1741","1725","2220","1380","0","0","0","0","0",,"19644","25639","0","0","1149702","0","0","44461","0","2403","3423","38462","13964","3636","0",,"94893","2536","0","0","6558","5941","1375","4362","0","0","9235","0","1233","0","1243","130","0","260","0","418","6697","0","0","0","0","334","0","2544","0","1573","0","0","160","0","0","0","0","322","0","195","0","0","3830","0"
"2012","May","257359","69127","14952","1579","163527","3448","941","8590","4267","0","0","0","0","0",,"16110","26938","0","0","1208085","0","0","55856","2036","3486","2160","49454","13902","4810","0",,"101777","2857","1663","0","5114","6721","1918","5152","0","283","10172","0","0","0","0","0","0","0","0","444","6490","0","0","0","0","670","0","3377","0","890","82","0","640","0","0","0","0","280","110","0","0","0","3459","0"
"2012","Jun","306270","69825","15106","1663","173737","1033","174","11043","9192","0","0","0","0","0",,"16910","25663","0","0","1263110","0","0","64718","608","3347","9250","48719","10154","7400","0",,"99443","2571","1796","0","5062","6057","1952","6026","0","960","10345","0","0","0","0","0","0","0","0","513","529","0","0","0","0","1098","0","3064","0","7553","14","0","509","0","0","110","0","110","0","0","0","0","3514","0"
"2012","Jul","312937","62743","14151","1460","172627","1756","0","4806","11193","0","0","0","0","0",,"20040","26458","0","0","1294533","0","0","75954","2480","0","10374","41574","8742","6457","0",,"102418","2373","2945","0","3977","5037","1408","5674","0","937","10244","4651","0","0","0","0","0","0","0","501","450","0","0","0","0","0","0","965","0","8767","144","0","860","0","0","0","0","0","220","0","68","0","2415","0"
"2012","Aug","295832","62865","14338","1429","182708","1459","0","2876","5522","0","0","0","0","0",,"22420","26409","0","0","1224041","0","0","70717","1648","203","11112","52064","7920","8066","0",,"100968","1271","4274","0","3110","4722","3008","5853","0","973","10174","3949","635","0","0","58","0","123","0","493","232","0","0","0","0","428","0","352","60","3087","31","0","763","0","0","0","0","0","0","0","0","0","4698","0"
"2012","Sep","237782","52717","13240","1376","156127","1950","0","1901","269","0","189","0","0","0",,"17799","24085","19595","0","1005417","0","0","53518","0","204","8646","31674","14845","3736","0",,"92322","1697","3929","0","2924","5184","400","5964","0","76","10116","1802","340","0","0","120","0","546","0","521","227","0","0","0","0","2454","0","352","0","2497","123","0","0","266","0","0","0","0","0","0","0","0","3407","0"
"2012","Oct","253934","56146","13123","1647","168217","10200","1254","0","134","0","0","0","0","0",,"11041","24725","24632","0","1056730","0","0","57341","4256","0","4829","17916","13157","3771","0",,"91957","1720","4007","0","2583","4589","0","5290","0","0","9420","1121","1678","0","292","0","0","0","0","339","6573","0","0","0","0","1019","0","201","0","471","171","0","173","0","0","0","0","0","0","0","0","0","3125","0"
"2012","Nov","260330","58585","12841","0","162277","6617","4187","0","816","0","67","0","0","0",,"10414","20422","26717","0","1023471","0","0","45314","2606","0","3643","29277","16615","3359","0",,"102182","1693","3788","0","2870","4994","0","4268","0","0","8748","0","1739","0","0","0","0","0","120","371","2704","0","0","336","0","647","0","513","30","1371","121","0","0","0","36","0","0","130","110","0","0","0","3555","270"
"2012","Dec","244330","57215","10657","0","134531","6296","1390","0","1170","0","0","0","0","0",,"13885","18741","27571","0","977816","0","0","48582","1533","0","3966","22548","15459","4123","0",,"92276","1905","3473","271","2236","4447","580","3714","0","0","8678","0","252","0","0","0","0","0","0","208","2567","0","0","0","0","389","0","129","30","1398","271","0","455","0","0","0","0","0","110","0","0","0","3191","0"
"2013","Jan","205758","57270","10256","0","131038","1052","0","0","509","0","0","0","0","0",,"19869","18699","27118","0","863744","0","0","31539","0","0","3341","31189","14341","3772","0",,"93860","2376","2748","185","2757","4800","841","3554","0","0","7611","0","0","0","0","0","0","0","0","361","2929","0","0","0","0","0","0","196","44","308","35","0","0","0","0","0","0","0","0","0","0","0","3484","0"
"2013","Feb","195418","50366","8488","0","113680","554","2849","0","635","0","0","0","0","0",,"14472","16020","23733","0","838814","0","0","28545","316","0","2826","26855","16268","1528","134",,"83399","3009","1605","147","2577","5150","739","3100","0","0","5950","0","0","0","140","80","0","0","0","0","5039","0","0","0","229","81","0","288","44","1140","24","94","0","0","0","0","0","322","0","0","0","0","4093","0"
"2013","Mar","257897","59350","10972","0","149335","510","328","0","2968","0","0","0","0","0",,"20585","23410","30236","0","1124850","0","0","50935","0","0","10460","23539","8393","4051","0",,"96889","3076","1725","398","2772","5441","471","4897","0","0","9484","0","0","0","0","0","0","0","0","438","6790","0","0","0","0","342","0","0","46","1774","46","94","0","0","0","0","0","0","280","0","0","0","2823","0"
"2013","Apr","245042","60231","12092","0","149951","2897","1342","0","3254","0","0","0","0","0","0","16433","23384","28982","0","1093212","0","0","30342","444","0","7420","39040","6913","5642","689","2432","88865","2176","1655","728","3246","5042","1109","5013","0","0","9366","0","0","0","0","110","0","0","0","271","1659","0","0","0","0","1077","0","1165","61","9753","0","0","0","0","0","0","0","0","0","0","0","0","3029","0"
"2013","May","258797","62910","14394","0","160926","5891","3866","0","6593","0","0","0","0","0","0","12546","29330","43871","0","1225818","0","0","31433","357","0","10503","49558","5539","4047","0","5436","96228","2752","1855","588","3382","4808","1437","5748","0","0","10587","0","0","0","0","0","0","324","0","348","877","0","0","0","0","1531","0","1495","61","11032","252","0","0","271","0","85","0","75","0","0","0","0","3784","0"
"2013","Jun","266410","65287","13338","0","162666","3256","6282","0","2957","0","0","0","0","0","2744","16495","29215","44079","0","1248484","0","0","61959","2636","0","7259","26177","7832","1988","9468","729","97003","4000","417","752","3682","4989","1783","6007","0","0","10765","1440","0","0","0","0","0","0","0","460","0","0","0","0","0","1408","0","1105","61","3195","264","0","0","0","0","0","0","0","0","0","0","0","4512","0"
"2013","Jul","267728","68600","14298","0","171178","0","6449","0","646","0","0","0","0","0","3767","20456","28269","49098","0","1267677","0","0","64266","440","0","8870","29817","5010","3576","1055","5535","104613","4515","48","0","3616","5080","0","5752","0","0","10749","4776","0","0","0","120","0","0","0","602","0","0","0","0","0","405","0","1920","0","1824","123","0","0","0","0","0","0","0","0","0","0","0","4512","0"
