"overflow_type","municipality_facility","npdes","date_discovered","time_discovered","days","hours","minutes","location","zip_code","collection_system","quantity_in_gallons_estimated","net_in_gallons_estimated","cause","watershed","receiving_waters","county","notes","penalty_collected","penalty_comments","latitude","longitude"
"BYPASS","LA PLATA WWTP (MES)","MD0020524","2016-02-03T00:00:00.000","8:30:00 PM","0","10","30","LA PLATA WWTP, 6505 CURLEY HALL ROAD, LA PLATA","20646","MARYLAND ENVIRONMENTAL SERVICE","100000","100000","HIGH FLOW","PORT TOBACCO RIVER","PORT TABACCO CREEK, UNNAMED TRIBUTARY","CHARLES COUNTY","BLANK=DATA NOT SUBMITTED",,,"38.529444","-76.986111"
"BYPASS","POOLESVILLE, TOWN OF","N/A","2016-02-04T00:00:00.000",,,,,"POOLESVILLE WWTP, 18901 FISHER AVE, POOLESVILLE","20837","POOLESVILLE, TOWN OF","1000000","1000000","MECHANICAL FAILURE",,"DRY SENECA CREEK","MONTGOMERY COUNTY","BLANK=DATA NOT SUBMITTED","0","FORCE MAJEURE",,
"BYPASS","LA PLATA WWTP (MES)","MD0020524","2016-02-13T00:00:00.000","2:00:00 PM","0","0","1","LA PLATA WWTP, 6505 CURLEY HALL ROAD, LA PLATA","20646","MARYLAND ENVIRONMENTAL SERVICE","5000","5000","HIGH FLOW","PORT TABACCO RIER","PORT TABACCO CREEK, UNNAMED TRIBUTARY","CHARLES COUNTY","BLANK=DATA NOT SUBMITTED",,,"38.529444","-76.986111"
"BYPASS","LA PLATA WWTP (MES)","MD0020524","2016-02-13T00:00:00.000","10:00:00 PM","0","1","30","LA PLATA WWTP, 6505 CURLEY HALL ROAD, LA PLATA","20646","MARYLAND ENVIRONMENTAL SERVICE","5000","5000","HIGH FLOW","PORT TOBACCO RIVER","PORT TABACCO CREEK, UNNAMED TRIBUTARY","CHARLES COUNTY","BLANK=DATA NOT SUBMITTED",,,"38.529444","-76.986111"
"BYPASS","NEW WINDSOR WASTEWATER SYSTEM (MES)","MD0022586","2016-02-24T00:00:00.000","8:45:00 PM","0","10","0","NEW WINDSOR WWTP, 1027 WATER STREET, NEW WINDSOR","21776","MARYLAND ENVIRONMENTAL SERVICE","79000","79000","PRECIPATION","DICKERSON RUN","DICKERSON RUN","CARROLL COUNTY","BLANK=DATA NOT SUBMITTED",,,,
"BYPASS","GREENBRIER STATE PARK WWTP, BOONSBORO (MES)","MD0023868","2016-02-25T00:00:00.000","8:15:00 AM","0","3","15","GREENBRIER STATE PARK WWTP, 21843 NATIONAL PIKE, BOONSBORO","21713","MARYLAND ENVIRONMENTAL SERVICE","10700","10700","SURGE FLOW/ESCESSIVE PRECIPITATION","BEAVER CREEK","BEAVER CREEK TRIBUTARY OF ","WASHINGTON COUNTY","BLANK=DATA NOT SUBMITTED",,,,
"BYPASS","WSSC","N/A","2016-03-02T00:00:00.000","5:36:00 AM","0","5","25","11 W FARMINGTON RD, ACCOKEEN, FACILITY","20607","WASHINGTON SUBURBAN SANITARY COMMISSION","625200","625200","INSTRUMENTATION/MECHANICAL FAILURE","PISCATAWAY CREEK","UNKNOWN","PRINCE GEORGE'S COUNTY","BLANK=DATA NOT SUBMITTED",,,,
"BYPASS","TOWN OF SUDLERSVILLE WWTP (MES)","MD0020559","2016-03-05T00:00:00.000","12:30:00 PM",,,,"416 SOUTH CHURCH STREET, SUDLERSVILLE","21668","MARYLAND ENVIRONMENTAL SERVICE","250000","250000","SINGLE PUMP",,"UNKNOWN","QUEEN ANNE'S COUNTY","BLANK=DATA NOT SUBMITTED",,,,
"BYPASS","MARYLAND CORRECTIONAL INSTITUTION","MD0023957","2016-04-19T00:00:00.000","12:10:00 PM",,,,"MARYLAND CORRECTIONAL INSTITUTION ,18901 ROXBURY ROAD, HAGERSTON","21740","MARYLAND CORRECTIONAL INSTITUTION","0","0",,"UPPER POTOMAC RIVER","UNKNOWN","WASHINGTON COUNTY","BLANK=DATA NOT SUBMITTED",,,"39.555791","-77.710952"
"BYPASS","LA PLATA WWTP (MES)","MD0020524","2016-05-23T00:00:00.000","3:30:00 PM","0","7","30","LA PLATA WWTP, 6505 CURLEY HALL ROAD, LA PLATA","20646","MARYLAND ENVIRONMENTAL SERVICE","600000","600000","PREVENT A SAND FILTER WASHOUT","PORT TOBACCO RIVER","PORT TAOBACCO CREEK","CHARLES COUNTY","BLANK=DATA NOT SUBMITTED",,,"38.529444","-76.986111"
"BYPASS","DELMAR, TOWN OF","MD0020532","2016-06-08T00:00:00.000",,"8","0","0","30055 CONNELLY MILL ROAD, DELMAR","21875","DELMAR, TOWN OF","10770000","10770000","REPAIR WORK",,"UNKNOWN","WICOMICO COUNTY","BLANK=DATA NOT SUBMITTED",,,,
"BYPASS","DELMAR, TOWN OF","MD0020532","2016-06-17T00:00:00.000","7:00:00 AM","0","8","30","30055 CONNELLY MILL ROAD, DELMAR","21875","DELMAR, TOWN OF","0","0","REPAIR WORK",,"UNKNOWN","WICOMICO COUNTY","BLANK=DATA NOT SUBMITTED",,,,
"BYPASS","AMERICAN WATER MILITARY SERVICES","MD0021717","2016-07-31T00:00:00.000","6:55:00 AM","1","5","55","FORT GEORGE MEADE, DENITRIFICATION FILTERS, 220 LAUREL - FT. MEADE, (TERTIARY TREATMENT)","20724","AMERICAN WATER MILITARY SERVICE","3300000","3300000","HIGH RIVER LEVEL","LITTLE PATUXENT","LITTLE PATUXENT RIVER","ANNE ARUNDEL COUNTY","BLANK=DATA NOT SUBMITTED",,,,
"BYPASS","POCOMOKE CITY COLLECTION SYSTEM","N/A","2016-09-16T00:00:00.000","2:00:00 PM","0","6","30","5TH & WALNUT, 4TH ST, MARKET & 10 TH ST, HOMEWOOD & ADKINS PLACE, HOMEWOOD & HAMPSHIRE TERRACE, CEDAR ST & OLD VA RD","21851","POCOMOKE CITY COLLECTION SYSTEM","1282.5","1282.5","HEAVY RAIN WITH FLOODING",,"UNKNOWN","WORCESTER COUNTY","BLANK=DATA NOT SUBMITTED",,,,
"BYPASS","LAVALE","MD0067547","2016-09-29T00:00:00.000","3:00:00 AM","3","7","0","LAVALE PS 001","21504","LAVALE PS 001","4455260","4455260","HYDRAULIC BYPASS - OVERLOADING PUMPING CAPACITY","POTOMAC RIVER","BRADOCK RUN","ALLEGANY COUNTY","BLANK=DATA NOT SUBMITTED",,,"37.579150","-81.528286"
"BYPASS","LAPLATA WASTEWATER RECLAMATION FACILITY (MES)","N/A","2016-09-29T00:00:00.000","6:30:00 AM","0","6","30","LAPLATA WWTP 6505 CURLY HALL ROAD LA PLATA","20646","LAPLATA WASTEWATER RECLAMATION FACILITY","620000","620000","HIGH FLOW DUE TO RAIN",,"TOBACCO CREEK","CHARLES COUNTY","BLANK=DATA NOT SUBMITTED",,,,
"BYPASS","DELMAR, TOWN OF","MD0020532","2016-09-29T00:00:00.000","9:00:00 AM","0","0","0","30055 CONNELLY MILL ROAD, DELMAR","21875","DELMAR, TOWN OF","2000","2000","HEAVY RAIN",,"UNKNOWN","WICOMICO COUNTY","BLANK=DATA NOT SUBMITTED",,,,
"CSO","Allegany County DPW","MD0067407","2005-01-05T00:00:00.000","3:00:00 AM",,,,"002 Braddock Estates","21532","Cumberland WWTP","27000","27000","Precipitation",,"Georges Creek","Allegany","Duration not provided",,,"39.3821","78.5555"
"CSO","Allegany County DPW","MD0067407","2005-01-05T00:00:00.000","3:00:00 AM",,,,"003 Grahamtown","21532","Cumberland WWTP","27000","27000","Precipitation",,"Georges Creek","Allegany","Duration not provided",,,"39.3857","78.5525"
"CSO","Frostburg, City of","MD0067423","2005-01-05T00:00:00.000","5:00:00 AM","1","11","0","001/C","21532","Cumberland WWTP","10000","10000","Precipitation",,"Sand Spring Run","Allegany","None",,,"37.57912784","81.52842485"
"CSO","Frostburg, City of","MD0067423","2005-01-05T00:00:00.000","5:00:00 AM","1","11","0","004/F","21532","Cumberland WWTP","10000","10000","Precipitation",,"Jennings Run","Allegany","None",,,"37.57913753","81.52840921"
"CSO","Frostburg, City of","MD0067423","2005-01-05T00:00:00.000","5:00:00 AM","1","11","0","005/G","21532","Cumberland WWTP","10000","10000","Precipitation",,"Jennings Run","Allegany","None",,,"37.57913834","81.52841652"
"CSO","Frostburg, City of","MD0067423","2005-01-05T00:00:00.000","5:00:00 AM","1","11","0","006/H","21532","Cumberland WWTP","10000","10000","Precipitation",,"Jennings Run","Allegany","None",,,"37.5791357","81.52842084"
"CSO","Frostburg, City of","MD0067423","2005-01-05T00:00:00.000","5:00:00 AM","1","11","0","009/P.1","21532","Cumberland WWTP","20000","20000","Precipitation",,"Jennings Run","Allegany","None",,,"37.57912886","81.52841316"
"CSO","Frostburg, City of","MD0067423","2005-01-05T00:00:00.000","5:00:00 AM","1","11","0","009/P.2","21532","Cumberland WWTP","15000","15000","Precipitation",,"Georges Creek","Allegany","None",,,"37.57912857","81.52841349"
"CSO","Frostburg, City of","MD0067423","2005-01-05T00:00:00.000","5:00:00 AM","1","11","0","010/Q","21532","Cumberland WWTP","10000","10000","Precipitation",,"Georges Creek","Allegany","None",,,"37.5791275","81.52841273"
"CSO","Frostburg, City of","MD0067423","2005-01-05T00:00:00.000","5:00:00 AM","1","11","0","011/R","21532","Cumberland WWTP","10000","10000","Precipitation",,"Georges Creek","Allegany","None",,,"37.5791267","81.52841199"
"CSO","Frostburg, City of","MD0067423","2005-01-05T00:00:00.000","5:00:00 AM","1","11","0","012/U","21532","Cumberland WWTP","10000","10000","Precipitation",,"Georges Creek","Allegany","None",,,"37.57912589","81.5284116"
"CSO","La Vale","MD0067547","2005-01-05T00:00:00.000","5:30:00 AM","15","18","0","001 LA Vale PS","21504","Cumberland WWTP","11460342","11460342","Excessive flow",,"Braddock Run","Allegany","None",,,"37.57914957","81.52828562"
"CSO","Allegany County DPW","MD0067407","2005-01-05T00:00:00.000","6:00:00 AM",,,,"001 Wright's Crossing PS","21532","Cumberland WWTP","18000","18000","Precipitation",,"Georges Creek","Allegany","Duration not provided",,,"39.382","78.5557"
"CSO","Cumberland, City of","MD0021598","2005-01-05T00:00:00.000","7:00:00 AM","0","5","0","003 Mill Race PS","21502","Cumberland WWTP","1583500","1583500","Precipitation",,"North Branch Potomac River","Allegany","None",,,"39.391","78.491"
"CSO","Cumberland, City of","MD0021598","2005-01-05T00:00:00.000","7:00:00 AM","0","3","0","008 Bedford Street","21502","Cumberland WWTP","73319","73319","Precipitation",,"Wills Creek","Allegany","None",,,"39.391","78.491"
"CSO","Cumberland, City of","MD0021598","2005-01-05T00:00:00.000","7:00:00 AM","0","4","0","011 Franklin Street","21502","Cumberland WWTP","48588","48588","Precipitation",,"Wills Creek","Allegany","None",,,"39.391","78.491"
"CSO","Cumberland, City of","MD0021598","2005-01-05T00:00:00.000","7:00:00 AM","0","2","0","012 Valley Street","21502","Cumberland WWTP","32392","32392","Precipitation",,"Wills Creek","Allegany","None",,,"39.391","78.491"
"CSO","La Vale","MD0067547","2005-01-05T00:00:00.000","7:30:00 AM","11","16","0","006 Red Hill","21504","Cumberland WWTP","46218770","46218770","Excessive flow",,"Braddock Run","Allegany","None",,,"37.57912013","81.52834872"
"CSO","Westernport, Town of","MD0067384","2005-01-05T00:00:00.000","8:00:00 AM","0","14","0","Washington Street","21562","Cumberland WWTP","10000","10000","Precipitation",,"Georges Creek","Allegany","None",,,"39.2907","79.0241"
"CSO","Westernport, Town of","MD0067384","2005-01-05T00:00:00.000","8:00:00 AM","0","14","0","Waverly Street","21562","Cumberland WWTP","10000","10000","Precipitation",,"Georges Creek","Allegany","None",,,"39.2922","79.0232"
"CSO","Frostburg, City of","MD0067423","2005-01-08T00:00:00.000","3:00:00 AM","0","9","30","001/C","21532","Cumberland WWTP","4000","4000","Precipitation",,"Sand Spring Run","Allegany","None",,,"37.57912784","81.52842485"
"CSO","Frostburg, City of","MD0067423","2005-01-08T00:00:00.000","3:00:00 AM","0","9","30","004/F","21532","Cumberland WWTP","4000","4000","Precipitation",,"Jennings Run","Allegany","None",,,"37.57913753","81.52840921"
"CSO","Frostburg, City of","MD0067423","2005-01-08T00:00:00.000","3:00:00 AM","0","9","30","005/G","21532","Cumberland WWTP","4000","4000","Precipitation",,"Jennings Run","Allegany","None",,,"37.57913834","81.52841652"
"CSO","Frostburg, City of","MD0067423","2005-01-08T00:00:00.000","3:00:00 AM","0","9","30","006/H","21532","Cumberland WWTP","4000","4000","Precipitation",,"Jennings Run","Allegany","None",,,"37.5791357","81.52842084"
"CSO","Frostburg, City of","MD0067423","2005-01-08T00:00:00.000","3:00:00 AM","0","9","30","010/Q","21532","Cumberland WWTP","4000","4000","Precipitation",,"Georges Creek","Allegany","None",,,"37.5791275","81.52841273"
"CSO","Frostburg, City of","MD0067423","2005-01-08T00:00:00.000","3:00:00 AM","0","9","30","011/R","21532","Cumberland WWTP","4000","4000","Precipitation",,"Georges Creek","Allegany","None",,,"37.5791267","81.52841199"
"CSO","Frostburg, City of","MD0067423","2005-01-08T00:00:00.000","3:00:00 AM","0","9","30","012/U","21532","Cumberland WWTP","4000","4000","Precipitation",,"Georges Creek","Allegany","None",,,"37.57912589","81.5284116"
"CSO","Cumberland, City of","MD0021598","2005-01-08T00:00:00.000","8:18:00 AM","0","2","30","003 Mill Race PS","21502","Cumberland WWTP","754000","754000","Precipitation",,"Potomac River","Allegany","None",,,"39.391","78.491"
"CSO","Cambridge, City of","MD0021636","2005-01-08T00:00:00.000",,,,,"Vue de Leau Street, Mills Street, Oakley Street, Maryland Ave., Glenburn Ave and Choptank Ave","21614","Cambridge WWTP","430000","430000","Precipitation",,"Choptank River","Dorchester","Time discovered and duration not provided",,,"38.3431","76.3465"
"CSO","Cumberland, City of","MD0021598","2005-01-11T00:00:00.000","8:20:00 AM","0","4","35","003 Mill Race PS","21502","Cumberland WWTP","2470000","2470000","Precipitation",,"Potomac River","Allegany","None",,,"39.391","78.491"
"CSO","Frostburg, City of","MD0067423","2005-01-11T00:00:00.000","6:00:00 PM","0","20","0","001/C","21532","Cumberland WWTP","8000","8000","Precipitation",,"Sand Spring Run","Allegany","None",,,"37.57912784","81.52842485"
"CSO","Frostburg, City of","MD0067423","2005-01-11T00:00:00.000","6:00:00 PM","0","20","0","004/F","21532","Cumberland WWTP","8000","8000","Precipitation",,"Jennings Run","Allegany","None",,,"37.57913753","81.52840921"
"CSO","Frostburg, City of","MD0067423","2005-01-11T00:00:00.000","6:00:00 PM","0","20","0","005/G","21532","Cumberland WWTP","8000","8000","Precipitation",,"Jennings Run","Allegany","None",,,"37.57913834","81.52841652"
"CSO","Frostburg, City of","MD0067423","2005-01-11T00:00:00.000","6:00:00 PM","0","20","0","006/H","21532","Cumberland WWTP","8000","8000","Precipitation",,"Jennings Run","Allegany","None",,,"37.5791357","81.52842084"
"CSO","Frostburg, City of","MD0067423","2005-01-11T00:00:00.000","6:00:00 PM","0","20","0","010/Q","21532","Cumberland WWTP","8000","8000","Precipitation",,"Georges Creek","Allegany","None",,,"37.5791275","81.52841273"
"CSO","Frostburg, City of","MD0067423","2005-01-11T00:00:00.000","6:00:00 PM","0","20","0","011/R","21532","Cumberland WWTP","8000","8000","Precipitation",,"Georges Creek","Allegany","None",,,"37.5791267","81.52841199"
"CSO","Frostburg, City of","MD0067423","2005-01-11T00:00:00.000","6:00:00 PM","0","20","0","012/U","21532","Cumberland WWTP","8000","8000","Precipitation",,"Georges Creek","Allegany","None",,,"37.57912589","81.5284116"
"CSO","Cumberland, City of","MD0021598","2005-01-11T00:00:00.000","7:30:00 PM","0","17","0","001 Cumberland WWTP","21502","Cumberland WWTP","421300","421300","Precipitation",,"Potomac River","Allegany","None",,,"39.391","78.491"
"CSO","La Vale","MD0067547","2005-01-11T00:00:00.000","7:30:00 PM","0","3","30","003 Arlington Ave","21504","Cumberland WWTP","17000","17000","Excessive flow",,"Braddock Run","Allegany","None",,,"37.57913276","81.52830046"
"CSO","Cambridge, City of","MD0021636","2005-01-11T00:00:00.000",,,,,"Vue de Leau Street, Mills Street, Oakley Street, Maryland Ave., Glenburn Ave and Choptank Ave","21614","Cambridge WWTP","20000","20000","Precipitation",,"Choptank River","Dorchester","Time discovered and duration not provided",,,"38.3431","76.3465"
"CSO","Westernport, Town of","MD0067384","2005-01-12T00:00:00.000","7:00:00 AM","0","3","0","Washington Street","21562","Cumberland WWTP","10000","10000","Precipitation",,"Georges Creek","Allegany","None",,,"39.2907","79.0241"
"CSO","Cumberland, City of","MD0021598","2005-01-14T00:00:00.000","4:30:00 AM","0","0","30","003 Mill Race PS","21502","Cumberland WWTP","100100","100100","Precipitation",,"North Branch Potomac River","Allegany","None",,,"39.391","78.491"
"CSO","Cambridge, City of","MD0021636","2005-01-14T00:00:00.000",,,,,"Vue de Leau Street, Mills Street, Oakley Street, Maryland Ave., Glenburn Ave and Choptank Ave","21614","Cambridge WWTP","1070000","1070000","Precipitation",,"Choptank River","Dorchester","Time discovered and duration not provided",,,"38.3431","76.3465"
"CSO","Cambridge, City of","MD0021636","2005-01-20T00:00:00.000",,,,,"Vue de Leau Street, Mills Street, Oakley Street, Maryland Ave., Glenburn Ave and Choptank Ave","21614","Cambridge WWTP","40000","40000","Precipitation",,"Choptank River","Dorchester","Time discovered and duration not provided",,,"38.3431","76.3465"
"CSO","Cambridge, City of","MD0021636","2005-01-24T00:00:00.000",,,,,"Vue de Leau Street, Mills Street, Oakley Street, Maryland Ave., Glenburn Ave and Choptank Ave","21614","Cambridge WWTP","50000","50000","Precipitation",,"Choptank River","Dorchester","Time discovered and duration not provided",,,"38.3431","76.3465"
"CSO","Cambridge, City of","MD0021636","2005-01-26T00:00:00.000",,,,,"Vue de Leau Street, Mills Street, Oakley Street, Maryland Ave., Glenburn Ave and Choptank Ave","21614","Cambridge WWTP","130000","130000","Precipitation",,"Choptank River","Dorchester","Time discovered and duration not provided",,,"38.3431","76.3465"
"CSO","Cambridge, City of","MD0021636","2005-01-30T00:00:00.000",,,,,"Vue de Leau Street, Mills Street, Oakley Street, Maryland Ave., Glenburn Ave and Choptank Ave","21614","Cambridge WWTP","210000","210000","Precipitation",,"Choptank River","Dorchester","Time discovered and duration not provided",,,"38.3431","76.3465"
"CSO","Cambridge, City of","MD0021636","2005-01-31T00:00:00.000",,,,,"Vue de Leau Street, Mills Street, Oakley Street, Maryland Ave., Glenburn Ave and Choptank Ave","21614","Cambridge WWTP","80000","80000","Precipitation",,"Choptank River","Dorchester","Time discovered and duration not provided",,,"38.3431","76.3465"
"CSO","Cambridge, City of","MD0021636","2005-02-01T00:00:00.000",,,,,"Vue de Leau Street, Mills Street, Oakley Street, Maryland Ave., Glenburn Ave and Choptank Ave","21614","Cambridge WWTP","40000","40000","Precipitation",,"Choptank River","Dorchester","Time discovered and duration not provided",,,"38.3431","76.3465"
"CSO","Allegany County DPW","MD0067407","2005-02-09T00:00:00.000","6:00:00 PM","0","8","0","002 Braddock Estates","21532","Cumberland WWTP","24000","24000","Precipitation",,"Georges Creek","Allegany","None",,,"39.3821","78.5555"
"CSO","Allegany County DPW","MD0067407","2005-02-09T00:00:00.000","6:00:00 PM","0","8","0","003 Grahamtown","21532","Cumberland WWTP","24000","24000","Precipitation",,"Georges Creek","Allegany","None",,,"39.3857","78.5525"
"CSO","Cambridge, City of","MD0021636","2005-02-10T00:00:00.000",,,,,"Vue de Leau Street, Mills Street, Oakley Street, Maryland Ave., Glenburn Ave and Choptank Ave","21614","Cambridge WWTP","130000","130000","Precipitation",,"Choptank River","Dorchester","Time discovered and duration not provided",,,"38.3431","76.3465"
