"id","program_name","link","program_type","project_name","recipient_region_s_if_applicable","mea_award","total_project_cost","sector","electricity_savings_kwh","natural_gas_savings_therms","gasoline_savings_gallons","propane_savings_gallons","fuel_oil_savings_gallons","co2_emissions_reductions_metric_tons","award_date","notes","legislative_district","congressional_district","county"
"EECBG020","EECBG Building Retrofit","http://energy.maryland.gov/Govt/EECBG.html","Grant","Chesapeake Beach","Chesapeake Beach","13800.00",,"Local Government","25150","0",,"0","0","12.45","2010-03-18T00:00:00.000",,"27B",,"Calvert"
"EECBG021","EECBG Building Retrofit","http://energy.maryland.gov/Govt/EECBG.html","Grant","Chestertown","Chestertown","28000.00",,"Local Government","14280","0",,"290","0","8.73","2010-03-18T00:00:00.000",,"36",,"Kent"
"EECBG022","EECBG Building Retrofit","http://energy.maryland.gov/Govt/EECBG.html","Grant","Chevy Chase","Chevy Chase","3162.02",,"Local Government","210","0",,"0","0","0.10","2010-03-09T00:00:00.000",,"18",,"Montgomery"
"EECBG023","EECBG Building Retrofit","http://energy.maryland.gov/Govt/EECBG.html","Grant","Colmar Manor","Colmar Manor","7000.00",,"Local Government","2180","0",,"0","0","1.08","2010-03-09T00:00:00.000",,"47",,"Prince George's"
"EECBG024","EECBG Building Retrofit","http://energy.maryland.gov/Govt/EECBG.html","Grant","Cottage City","Cottage City","7000.00",,"Local Government","7740","0",,"0","0","3.83","2010-03-29T00:00:00.000",,"47",,"Prince George's"
"EECBG025","EECBG Building Retrofit","http://energy.maryland.gov/Govt/EECBG.html","Grant","Crisfield City","Crisfield City","14008.10",,"Local Government","4970","0",,"393","1020","15.07","2010-02-25T00:00:00.000",,"38A",,"Somerset"
"EECBG026","EECBG Building Retrofit","http://energy.maryland.gov/Govt/EECBG.html","Grant","Cumberland","Cumberland","89470.20",,"Local Government","195730","0",,"0","0","96.89","2010-03-18T00:00:00.000",,"1C",,"Allegany"
"EECBG027","EECBG Building Retrofit","http://energy.maryland.gov/Govt/EECBG.html","Grant","Deer Park","Deer Park","5000.00",,"Local Government","0","1.018",,"0","0","0.01","2010-03-24T00:00:00.000",,"1A",,"Garrett"
"EECBG028","EECBG Building Retrofit","http://energy.maryland.gov/Govt/EECBG.html","Grant","Delmar","Delmar","16456.96",,"Local Government","1970","0",,"0","111","2.10","2010-03-18T00:00:00.000",,"38B",,"Wicomico"
"EECBG030","EECBG Building Retrofit","http://energy.maryland.gov/Govt/EECBG.html","Grant","Maryland Department of General Services - 5th Regiment Armory",,"9121.49",,"State Government","15790",,,,,"7.82","2012-11-27T00:00:00.000","Property was retrofited as part of a $369,735 grant to the Maryland Department of General Services, which saved 640,041 kWh per year.","40",,"Baltimore City"
"EECBG031","EECBG Building Retrofit","http://energy.maryland.gov/Govt/EECBG.html","Grant","Maryland Department of General Services - Cade Armory",,"9121.49",,"State Government","15790",,,,,"7.82","2012-11-27T00:00:00.000","Property was retrofited as part of a $369,735 grant to the Maryland Department of General Services, which saved 640,041 kWh per year.","40",,"Baltimore City"
"EECBG073","EECBG Building Retrofit","http://energy.maryland.gov/Govt/EECBG.html","Grant","Garrett County","Garrett County","186692.00",,"Local Government","115640","-7.597",,"0","7414","132.45","2010-03-03T00:00:00.000",,,,
"EECBG032","EECBG Building Retrofit","http://energy.maryland.gov/Govt/EECBG.html","Grant","Maryland Department of General Services - Camp Fretterd",,"9121.49",,"State Government","15790",,,,,"7.82","2012-11-27T00:00:00.000","Property was retrofited as part of a $369,735 grant to the Maryland Department of General Services, which saved 640,041 kWh per year.","5B",,"Baltimore County"
"EECBG033","EECBG Building Retrofit","http://energy.maryland.gov/Govt/EECBG.html","Grant","Maryland Department of General Services - Gunpowder Military Reservation",,"9121.49",,"State Government","15790",,,,,"7.82","2012-11-27T00:00:00.000","Property was retrofited as part of a $369,735 grant to the Maryland Department of General Services, which saved 640,041 kWh per year.","7",,"Baltimore County"
"EECBG034","EECBG Building Retrofit","http://energy.maryland.gov/Govt/EECBG.html","Grant","Maryland Department of General Services - Library for the Blind and Physically Handicapped",,"72093.88",,"State Government","124800",,,,,"61.78","2012-11-27T00:00:00.000","Property was retrofited as part of a $369,735 grant to the Maryland Department of General Services, which saved 640,041 kWh per year.","44",,"Baltimore City"
"EECBG035","EECBG Building Retrofit","http://energy.maryland.gov/Govt/EECBG.html","Grant","Maryland Department of General Services - Prince Frederick Multi-Service Center",,"91734.84",,"State Government","158800",,,,,"78.61","2012-11-27T00:00:00.000","Property was retrofited as part of a $369,735 grant to the Maryland Department of General Services, which saved 640,041 kWh per year.","27B",,"Calvert"
"EECBG036","EECBG Building Retrofit","http://energy.maryland.gov/Govt/EECBG.html","Grant","Maryland Department of General Services - State Government Facilities",,"169420.61",,"State Government","293280",,,,,"145.17","2012-11-27T00:00:00.000","Property was retrofited as part of a $369,735 grant to the Maryland Department of General Services, which saved 640,041 kWh per year.","30",,"Anne Arundel"
"EECBG037","EECBG Building Retrofit","http://energy.maryland.gov/Govt/EECBG.html","Grant","Maryland Department of Natural Resources - Assateague State Park",,"3999.76",,"State Government","3290",,,,,"1.63","2012-11-05T00:00:00.000","Property was retrofited as part of a $231,968 grant to the Maryland Department of Natural Resources, which saved 194,168 kWh per year.","38B",,"Worcester"
"EECBG038","EECBG Building Retrofit","http://energy.maryland.gov/Govt/EECBG.html","Grant","Maryland Department of Natural Resources - Calvert Cliff State Park",,"7999.53",,"State Government","6580",,,,,"3.26","2012-11-05T00:00:00.000","Property was retrofited as part of a $231,968 grant to the Maryland Department of Natural Resources, which saved 194,168 kWh per year.","29C",,"Calvert"
"EECBG039","EECBG Building Retrofit","http://energy.maryland.gov/Govt/EECBG.html","Grant","Maryland Department of Natural Resources - Cedarville State Park",,"7999.53",,"State Government","6580",,,,,"3.26","2012-11-05T00:00:00.000","Property was retrofited as part of a $231,968 grant to the Maryland Department of Natural Resources, which saved 194,168 kWh per year.","27A",,"Prince George's"
"EECBG040","EECBG Building Retrofit","http://energy.maryland.gov/Govt/EECBG.html","Grant","Maryland Department of Natural Resources - Cunningham Falls State Park",,"15999.06",,"State Government","13160",,,,,"6.51","2012-11-05T00:00:00.000","Property was retrofited as part of a $231,968 grant to the Maryland Department of Natural Resources, which saved 194,168 kWh per year.","4A",,"Frederick"
"EECBG041","EECBG Building Retrofit","http://energy.maryland.gov/Govt/EECBG.html","Grant","Maryland Department of Natural Resources - Dan's Mountain State Park",,"3999.76",,"State Government","3290",,,,,"1.63","2012-11-05T00:00:00.000","Property was retrofited as part of a $231,968 grant to the Maryland Department of Natural Resources, which saved 194,168 kWh per year.","1A",,"Allegany"
"EECBG042","EECBG Building Retrofit","http://energy.maryland.gov/Govt/EECBG.html","Grant","Maryland Department of Natural Resources - Deep Creek State Park",,"7999.53",,"State Government","6580",,,,,"3.26","2012-11-05T00:00:00.000","Property was retrofited as part of a $231,968 grant to the Maryland Department of Natural Resources, which saved 194,168 kWh per year.","1A",,"Garrett"
"EECBG043","EECBG Building Retrofit","http://energy.maryland.gov/Govt/EECBG.html","Grant","Maryland Department of Natural Resources - Elk Neck State Park",,"7999.53",,"State Government","6580",,,,,"3.26","2012-11-05T00:00:00.000","Property was retrofited as part of a $231,968 grant to the Maryland Department of Natural Resources, which saved 194,168 kWh per year.","36",,"Cecil"
"EECBG044","EECBG Building Retrofit","http://energy.maryland.gov/Govt/EECBG.html","Grant","Maryland Department of Natural Resources - Fort Frederick State Park",,"15999.06",,"State Government","13160",,,,,"6.51","2012-11-05T00:00:00.000","Property was retrofited as part of a $231,968 grant to the Maryland Department of Natural Resources, which saved 194,168 kWh per year.","1C",,"Washington"
"EECBG088","EECBG Building Retrofit","http://energy.maryland.gov/Govt/EECBG.html","Grant","Kitzmiller","Kitzmiller","3479.86",,"Local Government","150","0.092",,"0","0","0.07","2010-03-18T00:00:00.000",,,,
"EECBG045","EECBG Building Retrofit","http://energy.maryland.gov/Govt/EECBG.html","Grant","Maryland Department of Natural Resources - Greenbrier State Park",,"3999.76",,"State Government","3290",,,,,"1.63","2012-11-05T00:00:00.000","Property was retrofited as part of a $231,968 grant to the Maryland Department of Natural Resources, which saved 194,168 kWh per year.","2B",,"Washington"
"EECBG046","EECBG Building Retrofit","http://energy.maryland.gov/Govt/EECBG.html","Grant","Maryland Department of Natural Resources - Gunpowder State Park",,"11999.29",,"State Government","9870",,,,,"4.89","2012-11-05T00:00:00.000","Property was retrofited as part of a $231,968 grant to the Maryland Department of Natural Resources, which saved 194,168 kWh per year.","8",,"Baltimore County"
"EECBG047","EECBG Building Retrofit","http://energy.maryland.gov/Govt/EECBG.html","Grant","Maryland Department of Natural Resources - Herrington Manor State Park",,"7999.53",,"State Government","6580",,,,,"3.26","2012-11-05T00:00:00.000","Property was retrofited as part of a $369,735 grant to the Maryland Department of General Services, which saved 640,041 kWh per year.","1A",,"Garrett"
"EECBG048","EECBG Building Retrofit","http://energy.maryland.gov/Govt/EECBG.html","Grant","Maryland Department of Natural Resources - Janes Island State Park",,"11999.29",,"State Government","9870",,,,,"4.89","2012-11-05T00:00:00.000","Property was retrofited as part of a $231,968 grant to the Maryland Department of Natural Resources, which saved 194,168 kWh per year.","38A",,"Somerset"
"EECBG049","EECBG Building Retrofit","http://energy.maryland.gov/Govt/EECBG.html","Grant","Maryland Department of Natural Resources - Merkle State Park",,"7999.53",,"State Government","6580",,,,,"3.26","2012-11-05T00:00:00.000","Property was retrofited as part of a $231,968 grant to the Maryland Department of Natural Resources, which saved 194,168 kWh per year.","27A",,"Prince George's"
"EECBG075","EECBG Building Retrofit","http://energy.maryland.gov/Govt/EECBG.html","Grant","Glen Echo","Glen Echo","3490.79",,"Local Government","4310","0",,"0","0","2.13","2010-03-05T00:00:00.000",,,,
"EECBG050","EECBG Building Retrofit","http://energy.maryland.gov/Govt/EECBG.html","Grant","Maryland Department of Natural Resources - New Germany State Park",,"11999.29",,"State Government","9870",,,,,"4.89","2012-11-05T00:00:00.000","Property was retrofited as part of a $231,968 grant to the Maryland Department of Natural Resources, which saved 194,168 kWh per year.","1A",,"Garrett"
"EECBG051","EECBG Building Retrofit","http://energy.maryland.gov/Govt/EECBG.html","Grant","Maryland Department of Natural Resources - Patapsco State Park",,"15999.06",,"State Government","13160",,,,,"6.51","2012-11-05T00:00:00.000","Property was retrofited as part of a $231,968 grant to the Maryland Department of Natural Resources, which saved 194,168 kWh per year.","9A",,"Howard"
"EECBG052","EECBG Building Retrofit","http://energy.maryland.gov/Govt/EECBG.html","Grant","Maryland Department of Natural Resources - Pocomoke State Park",,"11999.29",,"State Government","9870",,,,,"4.89","2012-11-05T00:00:00.000","Property was retrofited as part of a $231,968 grant to the Maryland Department of Natural Resources, which saved 194,168 kWh per year.","38B",,"Worcester"
"EECBG053","EECBG Building Retrofit","http://energy.maryland.gov/Govt/EECBG.html","Grant","Maryland Department of Natural Resources - Point Lookout State Park",,"15999.06",,"State Government","13160",,,,,"6.51","2012-11-05T00:00:00.000","Property was retrofited as part of a $231,968 grant to the Maryland Department of Natural Resources, which saved 194,168 kWh per year.","29B",,"St. Mary's"
"EECBG054","EECBG Building Retrofit","http://energy.maryland.gov/Govt/EECBG.html","Grant","Maryland Department of Natural Resources - Rocks State Park State Park",,"7999.53",,"State Government","6580",,,,,"3.26","2012-11-05T00:00:00.000","Property was retrofited as part of a $231,968 grant to the Maryland Department of Natural Resources, which saved 194,168 kWh per year.","35A",,"Harford"
"EECBG055","EECBG Building Retrofit","http://energy.maryland.gov/Govt/EECBG.html","Grant","Maryland Department of Natural Resources - Rocky Gap State Park",,"7999.53",,"State Government","6580",,,,,"3.26","2012-11-05T00:00:00.000","Property was retrofited as part of a $231,968 grant to the Maryland Department of Natural Resources, which saved 194,168 kWh per year.","1B",,"Allegany"
"EECBG056","EECBG Building Retrofit","http://energy.maryland.gov/Govt/EECBG.html","Grant","Maryland Department of Natural Resources - Sandy Point State Park",,"7999.53",,"State Government","6580",,,,,"3.26","2012-11-05T00:00:00.000","Property was retrofited as part of a $231,968 grant to the Maryland Department of Natural Resources, which saved 194,168 kWh per year.","30",,"Anne Arundel"
"EECBG057","EECBG Building Retrofit","http://energy.maryland.gov/Govt/EECBG.html","Grant","Maryland Department of Natural Resources - Seneca Creek State Park",,"3999.76",,"State Government","3290",,,,,"1.63","2012-11-05T00:00:00.000","Property was retrofited as part of a $231,968 grant to the Maryland Department of Natural Resources, which saved 194,168 kWh per year.","39",,"Montgomery"
"EECBG058","EECBG Building Retrofit","http://energy.maryland.gov/Govt/EECBG.html","Grant","Maryland Department of Natural Resources - Smallwood State Park",,"7999.53",,"State Government","6580",,,,,"3.26","2012-11-05T00:00:00.000","Property was retrofited as part of a $231,968 grant to the Maryland Department of Natural Resources, which saved 194,168 kWh per year.","28",,"Charles"
"EECBG059","EECBG Building Retrofit","http://energy.maryland.gov/Govt/EECBG.html","Grant","Maryland Department of Natural Resources - Susquehanna State Park",,"11999.29",,"State Government","9870",,,,,"4.89","2012-11-05T00:00:00.000","Property was retrofited as part of a $231,968 grant to the Maryland Department of Natural Resources, which saved 194,168 kWh per year.","35A",,"Harford"
"EECBG060","EECBG Building Retrofit","http://energy.maryland.gov/Govt/EECBG.html","Grant","Maryland Department of Natural Resources - Tuckahoe State Park",,"7999.53",,"State Government","6580",,,,,"3.26","2012-11-05T00:00:00.000","Property was retrofited as part of a $231,968 grant to the Maryland Department of Natural Resources, which saved 194,168 kWh per year.","36",,"Queen Anne's"
"EECBG089","EECBG Building Retrofit","http://energy.maryland.gov/Govt/EECBG.html","Grant","Landover Hills","Landover Hills","8719.92",,"Local Government","4160","0",,"0","0","2.06","2010-02-24T00:00:00.000",,,,
"EECBG061","EECBG Building Retrofit","http://energy.maryland.gov/Govt/EECBG.html","Grant","Maryland Department of Natural Resources - Wye Island State Park",,"3999.76",,"State Government","3290",,,,,"1.63","2012-11-05T00:00:00.000","Property was retrofited as part of a $231,968 grant to the Maryland Department of Natural Resources, which saved 194,168 kWh per year.","36",,"Queen Anne's"
"EECBG062","EECBG Building Retrofit","http://energy.maryland.gov/Govt/EECBG.html","Grant","District Heights","District Heights","35000.00",,"Local Government","94620","0",,"0","0","46.84","2010-03-03T00:00:00.000",,"25",,"Prince George's"
"EECBG063","EECBG Building Retrofit","http://energy.maryland.gov/Govt/EECBG.html","Grant","Dorchester County","Dorchester County","164086.63",,"Local Government","278140","0",,"0","0","137.68","2010-03-09T00:00:00.000",,"37B",,"Dorchester"
"EECBG064","EECBG Building Retrofit","http://energy.maryland.gov/Govt/EECBG.html","Grant","Easton","Easton","75388.98",,"Local Government","22040","0.726",,"0","0","10.91","2010-03-24T00:00:00.000",,"37B",,"Talbot"
"EECBG065","EECBG Building Retrofit","http://energy.maryland.gov/Govt/EECBG.html","Grant","Edmonston","Edmonston","8000.00",,"Local Government","4290","0",,"0","0","2.12","2010-03-10T00:00:00.000",,"22",,"Prince George's"
"EECBG066","EECBG Building Retrofit","http://energy.maryland.gov/Govt/EECBG.html","Grant","Elkton","Elkton","70122.00",,"Local Government","275620","0",,"0","0","136.43","2010-03-09T00:00:00.000",,"36",,"Cecil"
"EECBG067","EECBG Building Retrofit","http://energy.maryland.gov/Govt/EECBG.html","Grant","Emmitsburg","Emmitsburg","7342.00",,"Local Government","2250","0.27",,"0","131","2.44","2010-03-02T00:00:00.000",,"4A",,"Frederick"
"EECBG068","EECBG Building Retrofit","http://energy.maryland.gov/Govt/EECBG.html","Grant","Fairmount Heights","Fairmount Heights","9000.00",,"Local Government","28930","0",,"0","0","14.32","2010-03-29T00:00:00.000",,"24",,"Prince George's"
"EECBG069","EECBG Building Retrofit","http://energy.maryland.gov/Govt/EECBG.html","Grant","Forest Heights","Forest Heights","15000.00",,"Local Government","3760","0.414",,"0","0","1.86","2010-03-18T00:00:00.000",,"26",,"Prince George's"
"EECBG070","EECBG Building Retrofit","http://energy.maryland.gov/Govt/EECBG.html","Grant","Frostburg","Frostburg","45000.00",,"Local Government","36030","0",,"0","0","17.83","2010-02-25T00:00:00.000",,"1B",,"Allegany"
"EECBG071","EECBG Building Retrofit","http://energy.maryland.gov/Govt/EECBG.html","Grant","Fruitland City","Fruitland City","17306.00",,"Local Government","11870","0.288",,"0","0","5.88","2010-04-01T00:00:00.000",,"38A",,"Wicomico"
"EECBG072","EECBG Building Retrofit","http://energy.maryland.gov/Govt/EECBG.html","Grant","Galestown","Galestown","3670.00",,"Local Government","210","0",,"0","0","0.10","2010-03-29T00:00:00.000",,,,
"EECBG076","EECBG Building Retrofit","http://energy.maryland.gov/Govt/EECBG.html","Grant","Goldsboro","Goldsboro","4100.00",,"Local Government","0","0",,"0","91","0.92","2010-03-10T00:00:00.000",,,,
"EECBG077","EECBG Building Retrofit","http://energy.maryland.gov/Govt/EECBG.html","Grant","Grantsville","Grantsville","4950.00",,"Local Government","0","0.337",,"0","0","0.00","2010-04-13T00:00:00.000",,,,
"EECBG078","EECBG Building Retrofit","http://energy.maryland.gov/Govt/EECBG.html","Grant","Greenbelt","Greenbelt","93000.00",,"Local Government","85500","0",,"0","0","42.32","2010-02-25T00:00:00.000",,,,
"EECBG079","EECBG Building Retrofit","http://energy.maryland.gov/Govt/EECBG.html","Grant","Hancock","Hancock","10000.00",,"Local Government","15730","0",,"0","0","7.79","2010-03-18T00:00:00.000",,,,
"EECBG080","EECBG Building Retrofit","http://energy.maryland.gov/Govt/EECBG.html","Grant","Havre de Grace","Havre de Grace","49140.00",,"Local Government","50030","0",,"0","0","24.76","2010-03-08T00:00:00.000",,,,
"EECBG081","EECBG Building Retrofit","http://energy.maryland.gov/Govt/EECBG.html","Grant","Henderson","Henderson","1491.65",,"Local Government","1990","0",,"0","0","0.99","2010-03-10T00:00:00.000",,,,
"EECBG082","EECBG Building Retrofit","http://energy.maryland.gov/Govt/EECBG.html","Grant","Highland Beach","Highland Beach","939.99",,"Local Government","940","0",,"0","0","0.47","2010-03-18T00:00:00.000",,,,
"EECBG083","EECBG Building Retrofit","http://energy.maryland.gov/Govt/EECBG.html","Grant","Hurlock","Hurlock","11000.00",,"Local Government","5270","0",,"0","0","2.61","2010-03-18T00:00:00.000",,,,
"EECBG084","EECBG Building Retrofit","http://energy.maryland.gov/Govt/EECBG.html","Grant","Hyattsville","Hyattsville","89000.00",,"Local Government","15270","0",,"0","0","7.56","2010-03-04T00:00:00.000",,,,
"EECBG085","EECBG Building Retrofit","http://energy.maryland.gov/Govt/EECBG.html","Grant","Indian Head","Indian Head","18968.72",,"Local Government","30580","0",,"0","0","15.14","2010-03-02T00:00:00.000",,,,
"EECBG086","EECBG Building Retrofit","http://energy.maryland.gov/Govt/EECBG.html","Grant","Kensington","Kensington","10945.00",,"Local Government","1770","0",,"0","0","0.88","2010-03-24T00:00:00.000",,,,
"EECBG087","EECBG Building Retrofit","http://energy.maryland.gov/Govt/EECBG.html","Grant","Kent County","Kent County","130692.00",,"Local Government","105530","0",,"0","0","52.24","2010-03-09T00:00:00.000",,,,
"EECBG090","EECBG Building Retrofit","http://energy.maryland.gov/Govt/EECBG.html","Grant","La Plata","La Plata","45994.00",,"Local Government","105430","0",,"-4470","0","26.53","2010-02-25T00:00:00.000",,,,
"EECBG091","EECBG Building Retrofit","http://energy.maryland.gov/Govt/EECBG.html","Grant","Leonardtown","Leonardtown","13000.00",,"Local Government","7570","0",,"0","0","3.75","2010-03-18T00:00:00.000",,,,
"EECBG092","EECBG Building Retrofit","http://energy.maryland.gov/Govt/EECBG.html","Grant","Loch Lynn Heights","Loch Lynn Heights","5000.00",,"Local Government","0","-0.767",,"0","687","6.97","2010-03-04T00:00:00.000",,,,
"EECBG093","EECBG Building Retrofit","http://energy.maryland.gov/Govt/EECBG.html","Grant","Luke","Luke","5000.00",,"Local Government","0","0.076",,"0","0","0.00","2010-03-10T00:00:00.000",,,,
"EECBG094","EECBG Building Retrofit","http://energy.maryland.gov/Govt/EECBG.html","Grant","Machester","Machester","19270.00",,"Local Government","16600","0",,"0","0","8.22","2010-03-04T00:00:00.000",,,,
"EECBG096","EECBG Building Retrofit","http://energy.maryland.gov/Govt/EECBG.html","Grant","Marydel","Marydel","5000.00",,"Local Government","130","0",,"156","0","0.96","2010-03-10T00:00:00.000",,,,
"EECBG097","EECBG Building Retrofit","http://energy.maryland.gov/Govt/EECBG.html","Grant","Middletown","Middletown","14894.00",,"Local Government","7410","0",,"0","0","3.67","2010-03-02T00:00:00.000",,,,
"EECBG098","EECBG Building Retrofit","http://energy.maryland.gov/Govt/EECBG.html","Grant","Midland","Midland","5000.00",,"Local Government","8540","0",,"0","0","4.23","2010-03-18T00:00:00.000",,,,
"EECBG101","EECBG Building Retrofit","http://energy.maryland.gov/Govt/EECBG.html","Grant","Mount Airy","Mount Airy","49932.00",,"Local Government","18470","0",,"0","0","9.14","2010-03-04T00:00:00.000",,,,
"EECBG102","EECBG Building Retrofit","http://energy.maryland.gov/Govt/EECBG.html","Grant","Myersville","Myersville","9000.00",,"Local Government","9200","0",,"0","0","4.55","2010-04-13T00:00:00.000",,,,
"EECBG103","EECBG Building Retrofit","http://energy.maryland.gov/Govt/EECBG.html","Grant","New Carrollton","New Carrollton","71609.00",,"Local Government","54680","0",,"0","0","27.07","2010-03-03T00:00:00.000",,,,
"EECBG104","EECBG Building Retrofit","http://energy.maryland.gov/Govt/EECBG.html","Grant","New Market","New Market","5000.00",,"Local Government","1540","0.493",,"0","0","0.76","2010-04-13T00:00:00.000",,,,
"EECBG105","EECBG Building Retrofit","http://energy.maryland.gov/Govt/EECBG.html","Grant","New Windsor","New Windsor","6779.60",,"Local Government","3650","0",,"0","0","1.81","2010-02-24T00:00:00.000",,,,
"EECBG106","EECBG Building Retrofit","http://energy.maryland.gov/Govt/EECBG.html","Grant","North Beach","North Beach","2629.95",,"Local Government","4070","0",,"0","0","2.01","2010-03-24T00:00:00.000",,,,
"EECBG107","EECBG Building Retrofit","http://energy.maryland.gov/Govt/EECBG.html","Grant","North Brentwood","North Brentwood","5000.00",,"Local Government","5240","0",,"0","0","2.59","2010-03-24T00:00:00.000",,,,
"EECBG108","EECBG Building Retrofit","http://energy.maryland.gov/Govt/EECBG.html","Grant","North East","North East","11182.59",,"Local Government","16020","0",,"0","0","7.93","2010-04-13T00:00:00.000",,,,
"EECBG109","EECBG Building Retrofit","http://energy.maryland.gov/Govt/EECBG.html","Grant","Oakland","Oakland","10996.00",,"Local Government","50710","0",,"0","0","25.10","2010-03-09T00:00:00.000",,,,
"EECBG110","EECBG Building Retrofit","http://energy.maryland.gov/Govt/EECBG.html","Grant","Ocean City","Ocean City","32678.00",,"Local Government","16570","0",,"0","0","8.20","2010-03-09T00:00:00.000",,,,
"EECBG112","EECBG Building Retrofit","http://energy.maryland.gov/Govt/EECBG.html","Grant","Pittsville","Pittsville","6500.00",,"Local Government","5980","0",,"0","0","2.96","2010-02-26T00:00:00.000",,,,
"EECBG113","EECBG Building Retrofit","http://energy.maryland.gov/Govt/EECBG.html","Grant","Pocomoke City","Pocomoke City","22000.00",,"Local Government","0","0",,"412","377","6.19","2010-03-24T00:00:00.000",,,,
