"fiscal_year","age","baltimore_city","allegany","anne_arundel","baltimore","calvert","caroline","carroll","cecil","charles","dorchester","frederick","garrett","harford","howard","kent","montgomery","prince_george_s","queen_anne_s","st_mary_s","somerset","talbot","washington","wicomico","worcester"
"2012","35 - 39","29953","3252","33176","49094","4539","1854","8873","5874","9036","1527","15166","1517","14574","19862","803","70256","56830","2384","5855","891","1760","8381","5710","2511"
"2012","40 - 44","27855","3987","37897","52643","6381","2169","12543","7215","11991","1828","18701","1961","18015","23266","1013","74451","59716","3447","7222","1039","2185","10255","5872","3089"
"2012","45 - 49","27210","4263","42068","56043","8320","2355","15297","8025","13273","2178","20435","1997","20158","25681","1261","75123","60326","4092","8639","1244","2449","10842","6395","3648"
"2012","50 - 54","27894","4673","41623","58963","8043","2579","15120","7868","11863","2326","19680","2313","20702","24800","1447","74868","58629","3931","8233","1462","2712","10562","6639","3796"
"2012","55 - 59","25925","4480","36526","54640","6552","2238","12415","7066","9367","2285","16292","2080","17586","20419","1461","67035","50750","3475","6690","1382","2727","9543","6222","3783"
"2012","60 - 64","22599","4201","29939","46416","4945","1954","9978","5716","7266","2086","12876","1975","14401","15973","1409","53822","42925","2854","5272","1410","2648","8263","5215","3823"
"2012","65 - 69","15896","3655","23941","34448","3820","1537","7909","4468","5528","1778","9430","1703","11280","12280","1464","39122","29743","2636","3869","1103","2826","6326","4247","3739"
"2012","70 - 74","10687","2883","15311","22919","2365","1080","5150","2839","3456","1339","6069","1236","7404","6988","1005","24724","19307","1823","2588","795","2130","4626","2903","2953"
"2012","75 - 79","7644","2209","9959","17189","1518","744","3517","1924","2130","950","4056","864","5079","4515","724","16823","12296","1174","1613","566","1520","3478","2030","2266"
"2012","80 - 84","5258","1492","6916","13951","1033","523","2539","1314","1340","703","2947","533","3404","2756","583","12942","7196","784","1049","414","1161","2565","1567","1528"
"2012","85 - 89","3084","960","3603","8606","523","269","1525","688","603","358","1629","307","1825","1325","348","8210","3468","399","543","211","634","1484","877","742"
"2012","90 - 94","868","275","1131","2873","167","104","448","187","157","120","515","94","434","356","139","2982","1087","120","184","65","261","452","276","216"
"2012","95 - 99","132","42","140","327","30","11","51","25","30","19","92","7","67","41","23","455","140","24","25","9","32","69","34","27"
"2012","100 - OVER","12","1","7","20","2","2","0","2","0","0","2",,"3","2","3","30","5","1","3","0","0","3","4","1"
"2013","16","95","93","793","776","202","74","416","165","182","50","471","75","476","591","29","1076","207","113","197","28","81","248","181","98"
"2013","17","602","384","3200","3713","777","213","1596","674","902","156","1932","233","1819","2364","78","4982","1691","398","736","96","229","960","515","320"
"2013","18","1192","519","4592","5585","1125","296","2084","891","1429","218","2578","323","2524","3290","122","7377","3416","530","1083","113","312","1215","687","438"
"2013","19","1746","555","5024","6489","1186","345","2168","1078","1666","232","2666","364","2857","3613","139","8535","4848","534","1126","163","337","1335","819","493"
"2013","20","2472","659","5453","7621","1273","356","2375","1175","1842","249","2904","367","2920","3842","174","9579","6124","573","1258","180","349","1523","955","495"
"2013","21","3206","708","5981","8557","1315","350","2443","1234","1924","321","3034","359","3273","3933","192","10387","7400","601","1317","212","387","1628","1035","601"
"2013","22","3967","707","6247","9058","1287","396","2418","1215","1981","353","3050","370","3222","3950","208","10888","8119","603","1253","170","397","1703","1065","624"
"2013","23","4950","736","6757","10123","1280","413","2378","1265","2037","345","3107","384","3377","4095","209","11869","9245","609","1376","234","417","1745","1122","645"
"2013","24","6059","784","6701","10487","1242","405","2389","1277","2004","366","3110","351","3260","3993","244","12519","9756","540","1398","223","388","1779","1188","618"
"2013","25 - 29","39502","3783","36297","55491","5373","1905","9982","6055","9264","1818","15358","1579","15847","19474","1002","68615","56600","2451","7169","994","1991","8976","6177","3028"
"2013","30 - 34","39934","3617","37386","55523","4940","1967","8733","5767","8951","1608","15521","1581","15479","20409","917","75107","62715","2405","6724","1020","1744","8878","6446","2717"
"2013","35 - 39","30592","3199","33726","49651","4495","1813","8671","5926","8991","1507","15001","1507","14544","20095","776","70671","57130","2396","5888","907","1726","8322","5587","2471"
"2013","40 - 44","27027","3933","37105","51591","6102","2106","11909","6958","11622","1752","18115","1876","17342","22922","941","73344","59312","3237","6942","989","2122","9985","5802","2988"
"2013","45 - 49","26348","4094","40679","54747","7869","2226","14735","7748","13037","2067","19835","1984","19647","24885","1174","73948","59388","4019","8463","1168","2369","10677","6046","3419"
"2013","50 - 54","27412","4573","42272","58471","8319","2540","15347","7905","12349","2329","20161","2257","20821","25457","1404","75290","59316","4060","8413","1468","2656","10776","6552","3870"
"2013","55 - 59","26014","4537","37577","56169","6749","2342","12901","7264","9705","2361","16873","2164","18297","21081","1447","68243","52282","3610","6946","1411","2736","9778","6368","3813"
"2013","60 - 64","22815","4154","30445","46908","5114","1923","10133","5907","7495","2088","13252","1994","14759","16407","1363","55572","43444","2872","5432","1387","2724","8431","5317","3794"
"2013","65 - 69","16619","3795","24983","36283","3995","1587","8262","4611","5697","1846","10210","1749","11658","12753","1453","41107","31941","2677","4087","1140","2778","6607","4431","3779"
"2013","70 - 74","11295","2988","16719","24542","2615","1128","5684","3137","3860","1435","6583","1350","8234","7922","1121","26765","20763","2054","2797","834","2300","4971","3177","3056"
"2013","75 - 79","7714","2308","10352","17635","1605","763","3649","2020","2230","988","4273","933","5281","4862","725","17615","13022","1222","1752","608","1591","3524","2072","2328"
"2013","80 - 84","5352","1507","7146","13842","1097","540","2618","1326","1432","710","3012","569","3463","2908","575","13148","7641","793","1070","403","1185","2624","1573","1563"
"2013","85 - 89","3136","996","3892","8923","583","290","1635","721","659","370","1727","310","1966","1446","362","8454","3607","436","577","233","681","1599","916","826"
"2013","90 - 94","1027","315","1321","3294","188","109","515","235","177","151","604","107","558","429","151","3435","1306","143","215","74","274","522","319","250"
"2013","95 - 99","145","50","175","422","31","14","68","26","41","23","93","10","73","49","26","549","168","27","23","9","36","84","44","30"
"2013","100 - OVER","15","5","15","24","0","2","2","1","0","1","4","2","5","3","4","38","9","1","3","0","2","4","2","2"
"2014","16","83","102","729","681","176","42","364","130","167","37","449","56","415","469","24","890","208","113","149","15","62","207","144","106"
"2014","17","563","337","3090","3340","770","239","1508","573","797","169","1832","226","1742","2249","96","4868","1651","421","768","91","226","876","563","295"
"2014","18","1108","486","4319","5358","1038","260","1974","895","1364","203","2538","281","2431","3153","103","7461","3299","486","987","127","290","1258","652","380"
"2014","19","1641","572","5142","6541","1205","326","2233","981","1688","234","2810","350","2846","3672","139","8680","4717","552","1187","123","338","1361","751","461"
"2014","20","2180","585","5360","7176","1238","351","2230","1138","1815","249","2810","370","3009","3817","166","9534","6035","559","1178","178","355","1447","890","497"
"2014","21","2920","682","5656","8308","1284","360","2394","1183","1901","262","2942","375","2968","3825","170","10158","7073","566","1269","209","355","1592","1036","587"
"2014","22","3594","703","5992","8776","1233","340","2340","1161","1874","304","2926","339","3182","3914","177","10598","7900","574","1269","216","385","1601","1057","611"
"2014","23","4768","716","6456","9442","1251","409","2382","1217","1987","359","3047","380","3249","4014","214","11332","8857","579","1304","197","410","1739","1089","634"
"2014","24","5788","756","7003","10532","1279","409","2366","1296","2064","347","3138","381","3363","4110","216","12448","9950","604","1400","247","435","1784","1154","660"
"2014","25 - 29","39251","3784","36204","55478","5486","1927","10355","6101","9388","1826","15554","1566","15865","19547","1010","67865","56321","2500","7045","1138","1983","8878","6065","2996"
"2014","30 - 34","40043","3614","37798","56243","4958","1974","9131","5789","9222","1636","15858","1609","15657","20759","952","74023","62370","2460","6841","1078","1816","8761","6228","2761"
"2014","35 - 39","30924","3224","34334","50292","4644","1785","8587","5778","9085","1553","15187","1469","14494","20302","780","70938","58307","2477","5884","1010","1687","8421","5684","2460"
"2014","40 - 44","26242","3697","35854","50643","5684","1932","11063","6560","11070","1645","17208","1758","16660","22531","914","71831","58181","3011","6656","965","2036","9497","5558","2838"
"2014","45 - 49","25342","4027","39319","52970","7419","2210","14077","7444","12672","1939","19178","1956","18866","24066","1058","72560","58048","3810","8035","1123","2262","10316","5811","3263"
"2014","50 - 54","26869","4475","42586","57584","8427","2479","15469","7925","12765","2289","20421","2209","20775","25775","1369","75099","59493","4163","8657","1429","2629","10927","6480","3847"
"2014","55 - 59","26083","4492","38285","56732","6919","2363","13259","7336","10159","2363","17339","2185","18917","21615","1426","68971","53198","3757","7188","1442","2717","9958","6298","3787"
"2014","60 - 64","22822","4122","31142","47674","5289","1935","10442","6052","7690","2102","13646","2011","14917","16878","1360","56959","44094","2979","5485","1380","2714","8418","5486","3805"
"2014","65 - 69","17432","3910","25782","38384","4091","1644","8627","4855","5943","1867","10667","1802","12202","13147","1424","42988","33670","2673","4234","1171","2788","7004","4617","3832"
"2014","70 - 74","11653","2995","17618","25413","2810","1181","5973","3255","4077","1453","7023","1387","8537","8588","1211","28365","21908","2175","2954","862","2400","5079","3298","3131"
"2014","75 - 79","7737","2353","10910","17943","1679","765","3765","2110","2366","1044","4422","951","5543","5133","724","18351","13520","1292","1869","618","1659","3693","2126","2345"
"2014","80 - 84","5240","1498","7115","13363","1099","540","2609","1344","1444","702","3022","585","3514","2977","549","13069","8011","833","1067","412","1144","2583","1604","1536"
"2014","85 - 89","3058","949","3916","8737","580","288","1628","700","698","379","1770","311","1972","1498","380","8430","3654","433","563","242","686","1579","896","830"
"2014","90 - 94","1047","313","1338","3361","207","106","535","264","201","149","599","119","595","471","160","3519","1324","157","218","75","280","531","318","273"
"2014","95 - 99","146","43","185","445","29","19","70","24","39","24","90","9","81","56","27","591","179","27","26","9","41","73","42","23"
"2014","100 - OVER","18","3","14","20","1","2","1","1","3","4","2","1","6","2","2","42","12","2","1",,"4","3","1","3"
"2015","16","93","98","691","670","182","50","396","154","130","45","456","55","393","455","23","878","176","106","170","15","67","229","136","95"
"2015","17","537","375","3134","3278","750","185","1520","605","841","143","1805","227","1696","2131","109","4707","1609","388","730","76","208","856","489","349"
"2015","18","1098","462","4329","5064","1045","303","1899","828","1315","238","2463","276","2433","3121","122","7271","3272","520","1048","148","302","1180","723","382"
"2015","19","1588","550","4917","6394","1121","295","2110","1020","1644","226","2779","299","2780","3509","118","8797","4588","526","1086","156","315","1407","740","412"
"2015","20","2104","621","5484","7256","1238","346","2306","1046","1822","242","2986","359","2995","3883","157","9611","5860","564","1239","144","349","1454","820","483"
"2015","21","2737","614","5600","7772","1250","346","2236","1153","1897","269","2913","369","3045","3910","170","10212","7093","551","1141","232","358","1519","990","554"
"2015","22","3453","676","5720","8634","1211","348","2291","1139","1882","279","2890","363","2923","3847","169","10479","7788","542","1225","247","355","1572","1042","582"
"2015","23","4512","725","6283","9269","1210","352","2297","1173","1935","309","2990","337","3180","3947","183","11409","8760","577","1275","252","387","1657","1118","608"
"2015","24","5782","729","6732","10004","1224","421","2401","1250","2065","388","3113","378","3273","4114","216","12094","9763","570","1346","235","410","1771","1128","634"
"2015","25 - 29","39807","3780","37057","56209","5586","1995","10802","6294","9680","1814","15980","1595","15955","19936","1051","68721","58859","2680","6824","1484","2053","8875","6019","3059"
"2015","30 - 34","40606","3599","38682","57358","5074","1995","9660","5776","9596","1701","16472","1588","15932","21063","945","75407","64771","2594","6764","1348","1876","8749","6186","2765"
"2015","35 - 39","31822","3257","35429","51405","4795","1862","8783","5763","9258","1565","15485","1469","14729","21119","822","73207","60990","2445","5920","1209","1728","8578","5841","2483"
"2015","40 - 44","25730","3549","34854","49729","5370","1916","10327","6321","10639","1620","16588","1700","15848","22430","838","70694","57260","2905","6301","1052","1958","9076","5433","2726"
"2015","45 - 49","25037","3894","38559","52020","7069","2105","13433","7208","12567","1821","18940","1923","18300","23753","1012","72426","58071","3682","7608","1171","2204","10120","5623","3236"
"2015","50 - 54","26337","4411","42724","56817","8425","2459","15387","7992","13071","2285","20515","2134","20623","25645","1317","74682","59639","4217","8689","1451","2561","10903","6462","3824"
"2015","55 - 59","25880","4536","38722","56810","7163","2401","13537","7382","10610","2354","17795","2211","19300","22221","1406","69515","54060","3867","7409","1506","2739","9986","6338","3775"
"2015","60 - 64","22950","4158","32155","49218","5520","2000","10825","6270","8078","2157","14238","2035","15504","17530","1360","58553","45130","3088","5729","1423","2763","8716","5618","3869"
"2015","65 - 69","18291","3941","26492","40253","4218","1703","8918","5059","6184","1937","11188","1826","12763","13632","1435","44938","35562","2737","4394","1253","2811","7363","4747","3906"
"2015","70 - 74","12013","3086","18391","26551","2975","1214","6297","3465","4298","1462","7311","1429","8815","9169","1243","30062","22950","2215","3048","891","2454","5226","3467","3249"
"2015","75 - 79","7871","2316","11465","17961","1764","800","4000","2140","2568","1070","4631","991","5664","5417","760","19001","14261","1410","1982","635","1731","3756","2171","2408"
"2015","80 - 84","5209","1557","7253","13286","1103","542","2667","1412","1465","704","3059","618","3683","3132","536","13079","8353","889","1110","408","1155","2652","1594","1566"
"2015","85 - 89","2984","942","4007","8821","622","278","1597","716","692","384","1872","328","2022","1540","378","8564","3884","445","568","241","703","1544","933","874"
"2015","90 - 94","1125","327","1408","3386","221","114","584","263","254","147","635","110","638","526","153","3665","1362","162","220","78","285","560","338","280"
"2015","95 - 99","139","43","204","500","35","19","78","29","30","28","97","15","85","68","28","631","191","25","28","14","48","80","41","29"
"2015","100 - OVER","15","2","15","25","3","1","2","1","2","3","6","1","6","4","4","46","13","2","0",,"5","3","3","3"
"2016","16","133","101","897","878","214","53","445","188","180","45","552","72","450","599","36","1295","319","139","211","28","83","275","175","100"
"2016","17","749","367","3495","3686","878","223","1631","685","913","175","2076","234","1864","2365","95","5482","2138","424","804","85","245","1023","563","352"
"2016","18","1250","512","4706","5603","1067","258","2090","908","1482","202","2590","278","2472","3328","133","7975","3927","504","1016","122","291","1207","701","442"
"2016","19","1776","540","5166","6624","1172","340","2123","1000","1678","270","2830","296","2821","3713","141","9231","5208","562","1208","181","335","1397","836","417"
"2016","20","2321","609","5554","7529","1183","313","2233","1090","1865","249","2970","310","2974","3858","134","10267","6358","546","1142","204","333","1551","830","449"
"2016","21","2896","671","5899","8172","1243","365","2362","1080","1884","260","3100","361","3108","4052","167","10669","7480","579","1253","191","365","1536","887","538"
"2016","22","3489","622","5759","8322","1200","344","2178","1127","1933","278","2934","353","3058","3949","172","11020","8311","533","1121","252","345","1539","1007","550"
"2016","23","4629","698","6034","9291","1209","355","2286","1158","1963","295","2991","369","2994","3999","180","11558","9173","527","1266","281","366","1618","1078","578"
"2016","24","5689","759","6641","9902","1209","372","2303","1251","1964","321","3117","348","3223","4083","183","12521","10168","575","1317","299","404","1739","1210","607"
"2016","25 - 29","41094","3787","37506","56786","5662","2048","11109","6364","10089","1859","16391","1657","15998","20518","1071","70694","61571","2775","6682","1676","2065","9054","6029","3068"
"2016","30 - 34","42086","3603","39958","58707","5248","2012","10112","5951","9881","1768","17183","1550","16246","21623","956","78085","68397","2721","6687","1592","1936","8832","6173","2830"
"2016","35 - 39","32966","3330","37215","53470","4994","1968","9248","5946","9660","1536","16238","1555","15279","22382","831","76816","64932","2546","6041","1312","1792","8804","5926","2557"
"2016","40 - 44","25401","3368","34080","48727","5117","1815","9536","5905","10205","1506","16003","1621","15105","22151","807","71042","56796","2741","5842","1093","1817","8655","5264","2528"
"2016","45 - 49","24884","3916","38330","52050","6738","2072","13094","7095","12576","1798","19032","1875","18125","23918","973","73516","59122","3631","7437","1240","2193","10159","5536","3213"
"2016","50 - 54","25601","4228","42125","55450","8218","2415","15040","7902","13144","2213","20284","2093","20099","25361","1233","73903","59485","4224","8553","1421","2485","10799","6239","3803"
"2016","55 - 59","25753","4585","39556","57051","7437","2489","14037","7523","11063","2406","18333","2267","19784","22958","1366","70110","55192","3934","7641","1568","2759","10154","6452","3853"
"2016","60 - 64","22879","4179","33031","49864","5704","2001","11106","6410","8386","2148","14673","1980","15976","17865","1382","60142","45844","3243","5878","1447","2806","8918","5719","3956"
"2016","65 - 69","19337","4053","27319","42204","4410","1711","9190","5273","6578","2020","11764","1936","13375","14298","1434","47043","37670","2841","4613","1322","2867","7770","4881","4078"
"2016","70 - 74","12087","3007","18781","27462","3130","1244","6480","3554","4383","1496","7650","1429","8991","9729","1247","31172","23588","2262","3148","899","2510","5382","3623","3243"
"2016","75 - 79","8003","2357","12052","18338","1902","850","4215","2245","2731","1056","4878","1030","5963","5582","809","19905","14863","1451","2042","644","1788","3860","2255","2454"
"2016","80 - 84","5181","1557","7411","13096","1117","532","2686","1423","1533","710","3107","626","3738","3311","542","12950","8735","903","1148","418","1163","2654","1587","1631"
"2016","85 - 89","2881","870","4000","8554","638","280","1534","727","727","393","1843","326","1998","1646","379","8426","4007","471","592","237","709","1569","904","883"
"2016","90 - 94","1104","349","1420","3393","201","118","597","273","233","152","650","104","658","524","148","3602","1357","161","179","77","280","574","344","290"
"2016","95 - 99","164","46","204","522","34","18","75","40","30","25","87","15","89","68","31","635","226","21","40","15","46","88","46","28"
"2016","100 - OVER","10","3","11","19","5","0","2","1","4","3","7","2","5","3","2","36","11","2","1","0","6","2","3","2"
"2017","16","165","120","866","933","232","70","452","179","193","60","589","61","495","630","37","1298","268","131","257","29","72","273","149","113"
"2017","17","846","364","3637","3884","833","230","1646","700","902","153","2060","226","1843","2458","108","5688","2173","439","797","96","278","1011","615","319"
"2017","18","1409","453","4710","5593","1118","283","2011","930","1389","201","2672","296","2548","3304","125","8041","4147","526","1041","127","296","1322","752","437"
"2017","19","1820","568","5369","6714","1154","318","2204","1010","1782","227","2856","301","2770","3719","150","9452","5478","525","1118","153","317","1373","811","471"
"2017","20","2366","578","5541","7483","1211","371","2186","1059","1876","286","2972","313","3004","3960","159","10338","6538","589","1260","198","340","1504","917","439"
"2017","21","2992","621","5812","8194","1036","493","2235","1116","1934","257","3098","324","3076","3935","148","10993","7553","532","1151","231","324","1628","922","502"
"2017","22","3547","666","6038","8664","1176","394","2250","1079","1893","268","3118","345","3120","4049","169","11147","8377","559","1219","222","360","1529","917","541"
"2017","23","4634","643","6137","8924","1181","376","2144","1135","1957","271","2990","359","3092","4049","177","11926","9467","532","1160","262","345","1601","1090","567"
"2017","24","5692","709","6386","9795","1137","410","2251","1194","1991","305","3158","369","3106","4124","192","12445","10262","536","1281","312","358","1683","1122","577"
"2017","25 - 29","41988","3759","37559","56463","5234","2509","11169","6356","10072","1815","16603","1696","16138","20728","1044","70586","62486","2795","6450","1807","2102","9156","6058","3049"
"2017","30 - 34","44294","3557","40663","59885","4945","2507","10524","6120","10013","1757","17797","1498","16476","21633","982","78536","70194","2761","6509","1756","1914","9001","6162","2889"
"2017","35 - 39","35620","3411","38785","55319","4930","2321","9664","5930","9814","1553","16932","1573","15954","23446","862","79272","67873","2696","6195","1465","1884","8967","6020","2604"
