"com_id","common_name","scientific_name","genus","family","diametre_at_breast_height","year_planted","date_planted","age_description","useful_life_expectency","useful_life_expectency_value","precinct","located_in","uploaddate","location","latitude","longitude","easting","northing"
"1013504","London Plane","Platanus x acerifolia","Platanus","Platanaceae",,"1900","2000-01-01T00:00:00.000",,,,,"Street","2021-10-01T02:04:10.000","
,  
(-37.81286682563654, 144.95293185356167)","-37.81286682563654","144.95293185356167","319807.53","5812973.49"
"1013505","London Plane","Platanus x acerifolia","Platanus","Platanaceae","33","1997","1997-03-07T00:00:00.000","Semi-Mature","21-30 years","30",,"Street","2021-10-01T02:03:56.000","
,  
(-37.8128318268503, 144.9530388019809)","-37.8128318268503","144.9530388019809","319816.86","5812977.58"
"1013507","London Plane","Platanus x acerifolia","Platanus","Platanaceae","27","1900","2000-01-01T00:00:00.000","Semi-Mature","11-20 years","20",,"Street","2021-10-01T02:03:53.000","
,  
(-37.81275275195591, 144.95333189582908)","-37.81275275195591","144.95333189582908","319842.47","5812986.92"
"1013508","London Plane","Platanus x acerifolia","Platanus","Platanaceae","34","1997","1997-03-07T00:00:00.000","Semi-Mature","21-30 years","30",,"Street","2021-10-01T02:04:18.000","
,  
(-37.812711387952085, 144.95346151092872)","-37.812711387952085","144.95346151092872","319853.78","5812991.76"
"1013509","London Plane","Platanus x acerifolia","Platanus","Platanaceae","29","1997","1997-03-07T00:00:00.000","Semi-Mature","21-30 years","30",,"Street","2021-10-01T02:04:19.000","
,  
(-37.81267340587848, 144.9535938723032)","-37.81267340587848","144.9535938723032","319865.34","5812996.23"
"1013510","London Plane","Platanus x acerifolia","Platanus","Platanaceae","37","1997","1997-03-07T00:00:00.000","Semi-Mature","21-30 years","30",,"Street","2021-10-01T02:03:56.000","
,  
(-37.812631854821674, 144.9537179262738)","-37.812631854821674","144.9537179262738","319876.16","5813001.08"
"1013511","London Plane","Platanus x acerifolia","Platanus","Platanaceae","27","1997","1997-03-07T00:00:00.000","Semi-Mature","21-30 years","30",,"Street","2021-10-01T02:03:59.000","
,  
(-37.812473702473916, 144.9535625829268)","-37.812473702473916","144.9535625829268","319862.1","5813018.33"
"1013512","London Plane","Platanus x acerifolia","Platanus","Platanaceae","32","1997","1997-03-07T00:00:00.000","Semi-Mature","21-30 years","30",,"Street","2021-10-01T02:04:03.000","
,  
(-37.81254491983855, 144.95334104317095)","-37.81254491983855","144.95334104317095","319842.77","5813010"
"1013513","London Plane","Platanus x acerifolia","Platanus","Platanaceae","19","1997","1997-03-07T00:00:00.000","Semi-Mature","11-20 years","20",,"Street","2021-10-01T02:04:10.000","
,  
(-37.81257456546341, 144.953206072342)","-37.81257456546341","144.953206072342","319830.96","5813006.45"
"1013514","London Plane","Platanus x acerifolia","Platanus","Platanaceae",,"1997","1997-03-07T00:00:00.000",,,,,"Street","2021-10-01T02:04:19.000","
,  
(-37.81261212453669, 144.95309087503588)","-37.81261212453669","144.95309087503588","319820.91","5813002.06"
"1013515","London Plane","Platanus x acerifolia","Platanus","Platanaceae","27","1997","1997-03-07T00:00:00.000","Semi-Mature","11-20 years","20",,"Street","2021-10-01T02:04:09.000","
,  
(-37.812639382540425, 144.95295335732035)","-37.812639382540425","144.95295335732035","319808.87","5812998.77"
"1013516","London Plane","Platanus x acerifolia","Platanus","Platanaceae","34","1997","1997-03-07T00:00:00.000","Semi-Mature","21-30 years","30",,"Street","2021-10-01T02:03:54.000","
,  
(-37.812684436838126, 144.95280796442134)","-37.812684436838126","144.95280796442134","319796.18","5812993.49"
"1013517","London Plane","Platanus x acerifolia","Platanus","Platanaceae","32","1997","1997-03-07T00:00:00.000","Semi-Mature","11-20 years","20",,"Street","2021-10-01T02:04:17.000","
,  
(-37.81273084951698, 144.9525904027696)","-37.81273084951698","144.9525904027696","319777.14","5812987.92"
"1013518","London Plane","Platanus x acerifolia","Platanus","Platanaceae","28","1997","1997-03-07T00:00:00.000","Semi-Mature","11-20 years","20",,"Street","2021-10-01T02:04:03.000","
,  
(-37.81276857329726, 144.95245361783492)","-37.81276857329726","144.95245361783492","319765.19","5812983.47"
"1013519","London Plane","Platanus x acerifolia","Platanus","Platanaceae","32","1997","1997-03-07T00:00:00.000","Semi-Mature","21-30 years","30",,"Street","2021-10-01T02:04:15.000","
,  
(-37.81280275938022, 144.9523362412037)","-37.81280275938022","144.9523362412037","319754.94","5812979.45"
"1013520","London Plane","Platanus x acerifolia","Platanus","Platanaceae","30","1997","1997-03-07T00:00:00.000","Semi-Mature","21-30 years","30",,"Street","2021-10-01T02:04:08.000","
,  
(-37.812837628419686, 144.95221668733936)","-37.812837628419686","144.95221668733936","319744.5","5812975.35"
"1013521","London Plane","Platanus x acerifolia","Platanus","Platanaceae","28","1997","1997-03-07T00:00:00.000","Semi-Mature","21-30 years","30",,"Street","2021-10-01T02:03:57.000","
,  
(-37.81288162670142, 144.95204690042323)","-37.81288162670142","144.95204690042323","319729.66","5812970.14"
"1013522","London Plane","Platanus x acerifolia","Platanus","Platanaceae","24","1997","1997-03-07T00:00:00.000","Semi-Mature","11-20 years","20",,"Street","2021-10-01T02:04:17.000","
,  
(-37.81292316290054, 144.9519272756396)","-37.81292316290054","144.9519272756396","319719.23","5812965.3"
"1013523","London Plane","Platanus x acerifolia","Platanus","Platanaceae","24","1997","1997-03-07T00:00:00.000","Semi-Mature","21-30 years","30",,"Street","2021-10-01T02:03:57.000","
,  
(-37.8129638986089, 144.95179790388704)","-37.8129638986089","144.95179790388704","319707.94","5812960.53"
"1013524","London Plane","Platanus x acerifolia","Platanus","Platanaceae",,"1997","1997-03-07T00:00:00.000",,,,,"Street","2021-10-01T02:04:18.000","
,  
(-37.813001496181364, 144.95167463913765)","-37.813001496181364","144.95167463913765","319697.18","5812956.12"
"1013525","London Plane","Platanus x acerifolia","Platanus","Platanaceae","56","1997","1997-03-07T00:00:00.000","Mature","11-20 years","20",,"Street","2021-10-01T02:04:01.000","
,  
(-37.81269947907599, 144.95136708685033)","-37.81269947907599","144.95136708685033","319669.37","5812989.04"
"1013526","London Plane","Platanus x acerifolia","Platanus","Platanaceae","38","1997","1997-03-07T00:00:00.000","Semi-Mature","11-20 years","20",,"Street","2021-10-01T02:04:18.000","
,  
(-37.81250258961938, 144.9512748404749)","-37.81250258961938","144.9512748404749","319660.77","5813010.71"
"1013531","London Plane","Platanus x acerifolia","Platanus","Platanaceae","43","1997","1997-03-07T00:00:00.000","Mature","21-30 years","30",,"Street","2021-10-01T02:03:56.000","
,  
(-37.80945439167682, 144.95204300714755)","-37.80945439167682","144.95204300714755","319720.98","5813350.44"
"1013532","London Plane","Platanus x acerifolia","Platanus","Platanaceae","58","1997","1997-03-07T00:00:00.000","Mature","21-30 years","30",,"Street","2021-10-01T02:04:17.000","
,  
(-37.80952547553254, 144.9518502164224)","-37.80952547553254","144.9518502164224","319704.18","5813342.18"
"1013533","London Plane","Platanus x acerifolia","Platanus","Platanaceae","52","1997","1997-03-07T00:00:00.000","Mature","11-20 years","20",,"Street","2021-10-01T02:04:00.000","
,  
(-37.809673792982345, 144.9514659405359)","-37.809673792982345","144.9514659405359","319670.71","5813324.98"
"1013535","London Plane","Platanus x acerifolia","Platanus","Platanaceae",,"1997","1997-03-07T00:00:00.000",,,,,"Street","2021-10-01T02:04:18.000","
,  
(-37.80973364621734, 144.95130106090582)","-37.80973364621734","144.95130106090582","319656.34","5813318.02"
"1013536","London Plane","Platanus x acerifolia","Platanus","Platanaceae","57","1997","1997-03-07T00:00:00.000","Mature","21-30 years","30",,"Street","2021-10-01T02:03:56.000","
,  
(-37.8098557946536, 144.95097702631836)","-37.8098557946536","144.95097702631836","319628.11","5813303.84"
"1013538","London Plane","Platanus x acerifolia","Platanus","Platanaceae","40","1997","1997-03-07T00:00:00.000","Mature","21-30 years","30",,"Street","2021-10-01T02:04:15.000","
,  
(-37.810050026009485, 144.95047118767863)","-37.810050026009485","144.95047118767863","319584.05","5813281.31"
"1013539","London Plane","Platanus x acerifolia","Platanus","Platanaceae","62","1997","1997-03-07T00:00:00.000","Mature","11-20 years","20",,"Street","2021-10-01T02:03:54.000","
,  
(-37.810100894630885, 144.95032347951704)","-37.810100894630885","144.95032347951704","319571.17","5813275.38"
"1013540","London Plane","Platanus x acerifolia","Platanus","Platanaceae","72","1997","1997-03-07T00:00:00.000","Mature","21-30 years","30",,"Street","2021-10-01T02:04:19.000","
,  
(-37.81034561183934, 144.9497464976521)","-37.81034561183934","144.9497464976521","319520.97","5813247.11"
"1013541","London Plane","Platanus x acerifolia","Platanus","Platanaceae","70","1997","1997-03-07T00:00:00.000","Mature","11-20 years","20",,"Street","2021-10-01T02:04:15.000","
,  
(-37.81042041250658, 144.94955518984432)","-37.81042041250658","144.94955518984432","319504.31","5813238.44"
"1013542","London Plane","Platanus x acerifolia","Platanus","Platanaceae","59","1997","1997-03-07T00:00:00.000","Mature","11-20 years","20",,"Street","2021-10-01T02:04:09.000","
,  
(-37.81050221907646, 144.94935221535175)","-37.81050221907646","144.94935221535175","319486.64","5813228.97"
"1013543","London Plane","Platanus x acerifolia","Platanus","Platanaceae","38","1900","2000-01-01T00:00:00.000","Semi-Mature","6-10 years (<50% canopy)","10",,"Street","2021-10-01T02:04:08.000","
,  
(-37.81053919334195, 144.94923987533437)","-37.81053919334195","144.94923987533437","319476.84","5813224.65"
"1013545","London Plane","Platanus x acerifolia","Platanus","Platanaceae",,"1900","2000-01-01T00:00:00.000",,,,,"Street","2021-10-01T02:03:58.000","
,  
(-37.810683978089216, 144.9488602303461)","-37.810683978089216","144.9488602303461","319443.77","5813207.85"
"1013546","London Plane","Platanus x acerifolia","Platanus","Platanaceae","36","1900","2000-01-01T00:00:00.000","Semi-Mature","1-5 years (<50% canopy)","5",,"Street","2021-10-01T02:04:10.000","
,  
(-37.810640380250895, 144.94897513943357)","-37.810640380250895","144.94897513943357","319453.78","5813212.91"
"1013548","London Plane","Platanus x acerifolia","Platanus","Platanaceae","71","1997","1997-03-07T00:00:00.000","Mature","21-30 years","30",,"Street","2021-10-01T02:03:58.000","
,  
(-37.8108321796472, 144.9484647004027)","-37.8108321796472","144.9484647004027","319409.31","5813190.64"
"1013549","London Plane","Platanus x acerifolia","Platanus","Platanaceae","65","1997","1997-03-07T00:00:00.000","Mature","11-20 years","20",,"Street","2021-10-01T02:04:02.000","
,  
(-37.810766553839, 144.9480084120462)","-37.810766553839","144.9480084120462","319368.98","5813197.04"
"1013550","London Plane","Platanus x acerifolia","Platanus","Platanaceae","58","1997","1997-03-07T00:00:00.000","Mature","11-20 years","20",,"Street","2021-10-01T02:04:09.000","
,  
(-37.81071527764146, 144.9481377329543)","-37.81071527764146","144.9481377329543","319380.24","5813202.98"
"1013551","London Plane","Platanus x acerifolia","Platanus","Platanaceae","52","1997","1997-03-07T00:00:00.000","Mature","11-20 years","20",,"Street","2021-10-01T02:04:15.000","
,  
(-37.81063952202835, 144.94834133696614)","-37.81063952202835","144.94834133696614","319397.98","5813211.78"
"1013552","London Plane","Platanus x acerifolia","Platanus","Platanaceae","49","1997","1997-03-07T00:00:00.000","Mature","11-20 years","20",,"Street","2021-10-01T02:04:03.000","
,  
(-37.81059065173371, 144.94846911417378)","-37.81059065173371","144.94846911417378","319409.11","5813217.45"
"1013553","London Plane","Platanus x acerifolia","Platanus","Platanaceae","47","1997","1997-03-07T00:00:00.000","Mature","6-10 years (<50% canopy)","10",,"Street","2021-10-01T02:04:03.000","
,  
(-37.8105482113953, 144.94858319617776)","-37.8105482113953","144.94858319617776","319419.05","5813222.38"
"1013554","London Plane","Platanus x acerifolia","Platanus","Platanaceae","55","1997","1997-03-07T00:00:00.000","Mature","1-5 years (<50% canopy)","5",,"Street","2021-10-01T02:04:02.000","
,  
(-37.81050002186369, 144.94870868245462)","-37.81050002186369","144.94870868245462","319429.98","5813227.97"
