"branch","asset_type","asset_name","address","suburb","postcode","category","nger_entity","latitude","longitude","geocode"
"Park Services including Waterways","Community Facilities","Toilets - Carlton Gardens North","Opp 199 Rathdowne Street","Carlton","3053","Building","Community Facilities Aggregated","-37.80265","144.96985","(-37.80265, 144.96985)"
"Park Services including Waterways","Community Facilities","Toilets - Lincoln Square","Opp 165 Bouverie Street","Carlton","3053","Building",,"-37.80269","144.96232","(-37.80269, 144.96232)"
"Park Services including Waterways","Community Facilities","Toilets - Carlton Gardens South","Opp 199 Rathdowne Street","Carlton","3053","Building","Community Facilities Aggregated","-37.80627","144.96921","(-37.80627, 144.96921)"
"Park Services including Waterways","Community Facilities","Toilets - Princes Park North","Opp 551 Royal Parade","Carlton North","3054","Building","Community Facilities Aggregated","-37.77896","144.96048","(-37.77896, 144.96048)"
"Park Services including Waterways","Community Facilities","Toilets - Princes Park South","Princes Park Drive","Carlton North","3054","Building","Community Facilities Aggregated","-37.78561","144.96301","(-37.78561, 144.96301)"
"Park Services including Waterways","Community Facilities","Toilets - Fawkner Park Central","Opp Armadale Street","South Yarra","3141","Building","Community Facilities Aggregated","-37.84015","144.98139","(-37.84015, 144.98139)"
"Park Services including Waterways","Community Facilities","Toilets - Fawkner Park South","24 Commercial Road - Opp Alfred Hospital","South Yarra","3141","Building","Community Facilities Aggregated","-37.84514","144.98274","(-37.84514, 144.98274)"
"Park Services including Waterways","Community Facilities","Toilets - Powlett Reserve","Opp 150 Powlett Reserve","East Melbourne","3002","Building","Community Facilities Aggregated","-37.81094","144.98687","(-37.81094, 144.98687)"
"Park Services including Waterways","Community Facilities","Toilets - Fitzroy Gardens East","Opp 150 Clarendon Street","East Melbourne","3002","Building","Community Facilities Aggregated","-37.81203","144.98305","(-37.81203, 144.98305)"
"Park Services including Waterways","Community Facilities","Toilets - Fitzroy Gardens West","2 Lansdowne Street","East Melbourne","3002","Building","Community Facilities Aggregated","-37.81528","144.97759","(-37.81528, 144.97759)"
"Park Services including Waterways","Community Facilities","Toilets - Flagstaff Gardens","311 William Street","West Melbourne","3003","Building","Community Facilities Aggregated","-37.80892","144.95504","(-37.80892, 144.95504)"
"Park Services including Waterways","Community Facilities","Toilets - Sturt Street Reserve","276 Sturt Street","Southbank","3006","Building",,"-37.83013","144.96501","(-37.83013, 144.96501)"
"Park Services including Waterways","Community Facilities","Toilets - JJ Holland Park","Opp 50 Altona Street","Kensington","3031","Building","Community Facilities Aggregated","-37.79813","144.92642","(-37.79813, 144.92642)"
"Community Services","Community Facilities","Health Centre - North Melbourne","505 Abbotsford Street","North Melbourne","3051","Building","Community Facilities Aggregated","-37.79435","144.94671","(-37.79435, 144.94671)"
"Community Services","Community Facilities","Community Centre - Carlton Senior Citizens - Church Of All Nations","180 Palmerston Street","Carlton","3053","Building","Community Facilities Aggregated","-37.79587","144.96873","(-37.79587, 144.96873)"
"Community Services","Community Facilities","Community Centre - South Yarra Senior Citizens","65W Toorak Road","South Yarra","3141","Building","Community Facilities Aggregated","-37.83825","144.98009","(-37.83825, 144.98009)"
"Community Services","Community Facilities","Health Centre - Powlett Reserve","153 Simpson Street","East Melbourne","3002","Building","Community Facilities Aggregated","-37.81153","144.98847","(-37.81153, 144.98847)"
"Community Services","Community Facilities","Community Centre - Southbank","207 City Road","Southbank","3006","Building","Community Facilities Aggregated","-37.82581","144.96116","(-37.82581, 144.96116)"
"Community Services","Community Facilities","Health Centre - Kensington","81A Altona Street","Kensington","3031","Building","Community Facilities Aggregated","-37.79707","144.92515","(-37.79707, 144.92515)"
"Community Strengthening","Community Facilities","Community Centre - Nth Melb Primary Care","115 Melrose Street","North Melbourne","3051","Building","Community Facilities Aggregated","-37.79292","144.94175","(-37.79292, 144.94175)"
"Community Strengthening","Community Facilities","Community Centre - Jean Mckendry","111 Melrose Street","North Melbourne","3051","Building","Community Facilities Aggregated","-37.79302","144.94172","(-37.79302, 144.94172)"
"Community Strengthening","Community Facilities","Community Centre - North Melbourne","49 Buncle Street","North Melbourne","3051","Building","Community Facilities Aggregated","-37.79318","144.94002","(-37.79318, 144.94002)"
"Community Strengthening","Community Facilities","Community Centre - Carlton","216 Rathdowne Street","Carlton","3053","Building",,"-37.79374","144.97147","(-37.79374, 144.97147)"
"Community Strengthening","Community Facilities","Community Centre - Kathleen Syme","251 Faraday Street","Carlton","3053","Building","Community Facilities Aggregated","-37.79868","144.96547","(-37.79868, 144.96547)"
"Community Strengthening","Community Facilities","Community Centre - Docklands Hub","68 Harbour Esplanade","Docklands","3008","Building","Community Facilities Aggregated","-37.81991","144.94751","(-37.81991, 144.94751)"
"Community Strengthening","Community Facilities","Community Centre - Kensington","18 Anthony Street","Kensington","3031","Building","Community Facilities Aggregated","-37.78956","144.92825","(-37.78956, 144.92825)"
"Community Strengthening","Community Facilities","Community Centre - Carlton Family Resource Centre",,"Melbourne","3053","Building","Community Facilities Aggregated",,,
"Property Services","Community Facilities","Decoupled Green Power Buildings","None","Melbourne","3000",,,,,
"Arts and Culture","Cultural Facilities","Arts Centre - Meat Market","54 Courtney Street","North Melbourne","3051","Building","Cultural Facilities Aggregated","-37.80144","144.95402","(-37.80144, 144.95402)"
"Arts and Culture","Cultural Facilities","Arts Centre - Nth Melb Town Hall","521 Queensberry Street","North Melbourne","3051","Building","Cultural Facilities Aggregated","-37.80333","144.94999","(-37.80333, 144.94999)"
"Arts and Culture","Cultural Facilities","Arts Centre - Nth Melb Warehouse","33 Little Errol Street","North Melbourne","3051","Building","Cultural Facilities Aggregated","-37.80376","144.95005","(-37.80376, 144.95005)"
"Arts and Culture","Cultural Facilities","Arts Centre - Signal Box","Flinders Walk","Melbourne","3000","Building","Cultural Facilities Aggregated","-37.81949","144.96333","(-37.81949, 144.96333)"
"Property Services","Information Facilities","Information - Argyle Place Centre","Opp 2 Argyle Place South","Carlton","3053","Building","Information Facilities Aggregated","-37.80351","144.96617","(-37.80351, 144.96617)"
"Engineering Services","Information Facilities","Information - Queen Street Pillar","Queen Street","Melbourne","3001","Open Space","Information Facilities Aggregated","-37.81505","144.96091","(-37.81505, 144.96091)"
"Engineering Services","Information Facilities","Information - Elizabeth Street Pillar","Opp 491 Elizabeth Street","Melbourne","3000","Open Space","Information Facilities Aggregated","-37.80745","144.95992","(-37.80745, 144.95992)"
"Engineering Services","Information Facilities","Information - Exhibition Street Pillar","Opp 156 Exhibition Street","Melbourne","3000","Open Space","Information Facilities Aggregated","-37.81197","144.97038","(-37.81197, 144.97038)"
"Engineering Services","Information Facilities","Information - King Street Pillar","Opp 335 King Street","Melbourne","3000","Open Space","Information Facilities Aggregated","-37.81264","144.95383","(-37.81264, 144.95383)"
"Engineering Services","Information Facilities","Information - La Trobe Street Pillar","Opp 530 La Trabe Street","Melbourne","3000","Open Space","Information Facilities Aggregated","-37.81302","144.95157","(-37.81302, 144.95157)"
"Engineering Services","Information Facilities","Information Pillar - Creative Spaces Kiosk","60 Swanston Street","Melbourne","3000","Open Space","Information Facilities Aggregated","-37.8159539","144.966864","(-37.8159539, 144.966864)"
"Engineering Services","Leased Facilities","Lease - Event Supply - Cohen Place","Cohen Place","Melbourne","3000","Open Space","Recreation Facilities Aggregated","-37.8110774","144.9691966","(-37.8110774, 144.9691966)"
"Engineering Services","Information Facilities","Information - Princes Bridge Pillar","Swanston Street Cnr Princes Bridge","Melbourne","3000","Open Space","Information Facilities Aggregated","-37.81872","144.96783","(-37.81872, 144.96783)"
"Park Services including Waterways","Information Facilities","Information - Boathouse Drive Pillar","Boathouse Drive","Melbourne","3000","Open Space",,"-37.82196","144.97477","(-37.82196, 144.97477)"
"Recreation Services","Information Facilities","Information - Sinclairs Cottage Centre","Wellington Parade","East Melbourne","3002","Building","Information Facilities Aggregated","-37.81446","144.98055","(-37.81446, 144.98055)"
"Tourism Melbourne","Information Facilities","Information - Bourke Street Centre","Bourke Street","Melbourne","3000","Building","Information Facilities Aggregated","-37.81394","144.96443","(-37.81394, 144.96443)"
"Tourism Melbourne","Information Facilities","Information - Federation Square Centre","2 Swanston Street","Melbourne","3000","Building","Information Facilities Aggregated","-37.81767","144.96782","(-37.81767, 144.96782)"
"Customer Relations","Information Facilities","Information - Collins Street Pillar","Collins Street","Melbourne","3000","Open Space","Information Facilities Aggregated","-37.81551","144.96685","(-37.81551, 144.96685)"
"Customer Relations","Information Facilities","Information - Flinders Street Pillar","Opp 207 Flinders Street","Melbourne","3000","Open Space","Information Facilities Aggregated","-37.81768","144.96712","(-37.81768, 144.96712)"
"Customer Relations","Information Facilities","Information - Swan Street Bridge Pillar","Swan Street Bridge","Melbourne","3000","Open Space","Information Facilities Aggregated","-37.82316","144.97794","(-37.82316, 144.97794)"
"Property Services","Leased Facilities","Lease - Kiosk Fruit 01 - Bourke Street","Opp 225 Bourke Street","Melbourne","3000","Open Space",,,,
"Property Services","Leased Facilities","Lease - Kiosk Fruit 02 - Swanston Street","NW Cnr Swanston and Collins Streets","Melbourne","3000","Open Space",,,,
"Property Services","Leased Facilities","Lease - Kiosk Fruit 04 - Collins Street","SW Cnr Collins and Queens Street","Melbourne","3000","Open Space",,,,
"Property Services","Leased Facilities","Lease - Aged Care Facility - Melrose St","117 Melrose Street","North Melbourne","3051","Building",,"-37.79293","144.94174","(-37.79293, 144.94174)"
"Property Services","Leased Facilities","Lease - Kiosk Fruit 05 - Collins Street","SE Cnr Collins and King Streets","Melbourne","3000","Open Space",,,,
"Property Services","Leased Facilities","Lease - North Melbourne Town Hall - Ground Floor","70 Errol Street","North Melbourne","3051","Building",,"-37.80343","144.94978","(-37.80343, 144.94978)"
"Property Services","Leased Facilities","Lease - Kiosk Fruit 06 - Elizabeth Street","SE Cnr Elizabeth and Collins Streets","Melbourne","3000","Open Space",,,,
"Property Services","Leased Facilities","Lease - 43 Little Errol Street - Residence","43 Little Errol Street","North Melbourne","3051","Building",,,,
"Property Services","Leased Facilities","Lease - Kiosk Fruit 07 - Bourke Street","Cnr Bourke and Queen Streets","Melbourne","3000","Open Space",,,,
"Property Services","Leased Facilities","Lease - Kiosk Fruit 08 - Swanston Street","Swanston Street - Opp Melbourne Central","Melbourne","3000","Open Space",,,,
"Property Services","Leased Facilities","Lease - Kiosk Newspaper 01 - Collins Street","NW Cnr Collins and Elizabeth Streets","Melbourne","3000","Open Space",,,,
"Property Services","Leased Facilities","Lease - Kiosk Newspaper 02 - Elizabeth Street","SE Cnr Elizabeth and Bourke Streets","Melbourne","3000","Open Space",,,,
"Property Services","Leased Facilities","Lease - Kiosk Newspaper 03 - Elizabeth Street","SE Cnr Elizabeth and Latrobe Streets","Melbourne","3000","Open Space",,,,
"Property Services","Leased Facilities","Lease - Kiosk Newspaper 04 - Bourke Street","NE Cnr Bourke and Queen Streets","Melbourne","3000","Open Space",,,,
"Property Services","Leased Facilities","Lease - Kiosk Newspaper 05 - Collins Street","NE Cnr Collins and King Streets","Melbourne","3000","Open Space",,,,
"Property Services","Leased Facilities","Lease - Kiosk Newspaper 06 - Bourke Street","NE Cnr Bourke and Williams Streets","Melbourne","3000","Open Space",,,,
"Property Services","Leased Facilities","Lease - Kiosk Newspaper 07 - Swanston Street","NW Cnr Swanston and Bourke Streets","Melbourne","3000","Open Space",,,,
"Property Services","Leased Facilities","Lease - Kiosk Newspaper 08 - Bourke Street","Opp 206 Bourke Street","Melbourne","3000","Open Space",,,,
"Property Services","Leased Facilities","Lease - Kiosk Newspaper 09 - Latrobe Street","SW Cnr Latrobe and Swanston Streets","Melbourne","3000","Open Space",,,,
"Property Services","Leased Facilities","Lease - Kiosk Newspaper 11 - Swanston Street","Opp 21 Swanston Street","Melbourne","3000","Open Space",,,,
"Property Services","Leased Facilities","Lease - Kiosk Newspaper 12 - Collins Street","SE Cnr Collins and Queen Streets","Melbourne","3000","Open Space",,,,
"Property Services","Leased Facilities","Lease - Kiosk Newspaper 14 - Franklin Street","NE Cnr Franklin and Elizabeth Streets","Melbourne","3000","Open Space",,,,
"Supply Chain","Supply Chain","Employee commuting","Unknown","Melbourne","3000",,,,,
"Property Services","Leased Facilities","Lease - Pillar Newspaper 01 - Swanston Street","NE Cnr Swanston and Lonsdale Streets","Melbourne","3000","Open Space",,,,
"Property Services","Leased Facilities","Lease - 829 Bourke Street - The Harbour Family and Childrens Centre","829 Bourke Street","Docklands","3008","Building",,"-37.82078","144.94327","(-37.82078, 144.94327)"
"Property Services","Leased Facilities","Lease - Pillar Newspaper 02 - Swanston Street","NW Cnr Swanston and Collins Streets","Melbourne","3000","Open Space",,,,
"Property Services","Leased Facilities","Lease - Pillar Newspaper 05 - Swanston Street","SW Cnr Swanston and Collins Streets","Melbourne","3000","Open Space",,,,
"Property Services","Leased Facilities","Lease - Pillar Newspaper 06 - Swanston Street","SW Cnr Swanston and Collins Streets","Melbourne","3000","Open Space",,,,
"Property Services","Leased Facilities","Lease - Pillar Newspaper 09 - Bourke Street","Opp 461 Bourke Street","Melbourne","3000","Open Space",,,,
"Property Services","Leased Facilities","Lease - Pillar Newspaper 10 - Spencer Street","Cnr Spencer and Bourke Streets","Melbourne","3000","Open Space",,,,
"Property Services","Leased Facilities","Lease - Pillar Newspaper 11 - Collins Street","Opp 260 Collins Street","Melbourne","3000","Open Space",,,,
"Property Services","Leased Facilities","Lease - Pillar Newspaper 12 - Williams Street","Opp 205 Williams Street","Melbourne","3000","Open Space",,,,
"Property Services","Leased Facilities","Lease - Pillar Newspaper 13 - Collins Street","Cnr Collins and Exhibition Streets","Melbourne","3000","Open Space",,,,
"Property Services","Leased Facilities","Lease - Kiosk Fruit 03 - Elizabeth Street - GPO","Opp 200 Elizabeth Street","Melbourne","3000","Open Space",,,,
"Property Services","Leased Facilities","Lease - Pillar Newspaper 08 - Collins Street","SW Cnr Collins and Williams Streets","Melbourne","3000","Open Space",,,,
"Property Services","Leased Facilities","Lease - 52 Errol Street - Shop","52 Errol Street","North Melbourne","3052","Building",,"-37.80392","144.94982","(-37.80392, 144.94982)"
"Property Services","Leased Facilities","Mens' Shed - Federation Square","2 Swanston Street","Melbourne","3000","Building",,"-37.81781","144.97109","(-37.81781, 144.97109)"
"Property Services","Leased Facilities","Lease - Car Park Elgin Street","6 Tyne Street","Carlton","3053","Building","Leased Facilities Aggregated","-37.79766","144.96672","(-37.79766, 144.96672)"
"Property Services","Leased Facilities","Lease - Lawn Bowls - Princes Park","109 Bowen Crescent","Carlton North","3054","Building",,"-37.77939","144.96154","(-37.77939, 144.96154)"
"Property Services","Leased Facilities","Lease - Car Park University Square","-","Melbourne","3000",,,,,
"Property Services","Leased Facilities","Lease - 218 Little Collins Street - Ch2 Shop 3 Calibre Clothing","218 Little collins Street","Melbourne","3001","Building",,,,
"Property Services","Leased Facilities","Lease - 220 Little Collins Street - Ch2 Shop","220 Little Collins Street","Melbourne","3001","Building",,,,
"Property Services","Leased Facilities","Lease - 224 Little Collins Street - Ch2 Shop","224 Little Collins Street","Melbourne","3001","Building",,,,
"Property Services","Leased Facilities","Lease - 230 Little Collins Street - Ch2 Shop","230 Little Collins Street","Melbourne","3001","Building",,,,
"Property Services","Leased Facilities","Lease - 236 Little Collins Street - Ch2 Shop","236 Little Collins Street","Melbourne","3001","Building",,,,
"Property Services","Leased Facilities","Tennis Court - Powlett Reserve","72 Grey Street","East Melbourne","3002","Building",,"-37.81129","144.98803","(-37.81129, 144.98803)"
"Property Services","Leased Facilities","Lease - Car Park - Victoria Street","325 Victoria Street nr Roden Street","West Melbourne","3003","Open Space",,"-37.80549","144.95026","(-37.80549, 144.95026)"
"Property Services","Leased Facilities","Lease - 207 City Road","207 City Road","Southbank","3006","Building","Leased Facilities Aggregated","-37.82581","144.96116","(-37.82581, 144.96116)"
"Property Services","Leased Facilities","Lease - Kiosk Newspaper 16 - Bourke Street","791 Bourke Street","Docklands","3008","Open Space","Leased Facilities Aggregated","-37.81942","144.94574","(-37.81942, 144.94574)"
"Property Services","Leased Facilities","Lease - 53 Victoria St - Drill Hall","49 Victoria Street","Melbourne","3000","Building","Leased Facilities Aggregated","-37.80658","144.96087","(-37.80658, 144.96087)"
"Property Services","Leased Facilities","Lease - Multicultural Hub","506 Elizabeth Street","Melbourne","3000","Building","Leased Facilities Aggregated","-37.80674","144.96022","(-37.80674, 144.96022)"
"Property Services","Leased Facilities","Lease - Lawn Bowls - Flagstaff Gardens","Flagstaff Gardens","Melbourne","3000","Building",,"-37.80932","144.95396","(-37.80932, 144.95396)"
"Property Services","Leased Facilities","Lease - Lawn Bowls Newmarket Reserve","Smithsfield Road","Kensington","3031","Building",,"-37.78798","144.92377","(-37.78798, 144.92377)"
"Property Services","Leased Facilities","Market Building - Building on Queen Victoria Market Car Park","172 Lonsdale Street","Melbourne","3000","Building",,"-37.81057","144.96569","(-37.81057, 144.96569)"
"Property Services","Leased Facilities","Lease - 405 Racecourse Road - Kensington Community High School","405 Racecourse Road","Kensington","3031","Building",,"-37.78801","144.92589","(-37.78801, 144.92589)"
"Property Services","Leased Facilities","Lease - 22 Bellair Street - Legal Centre","22 Bellair Street","Kensington","3031","Building","Leased Facilities Aggregated","-37.78891","144.92892","(-37.78891, 144.92892)"
"Property Services","Leased Facilities","Lease - Kensington Town Hall","30 Bellair Street","Kensington","3031","Building","Leased Facilities Aggregated","-37.78926","144.92901","(-37.78926, 144.92901)"
"Property Services","Leased Facilities","Lease - 30 Gatehouse Drive","30 Gatehouse Drive","Kensington","3031","Building","Leased Facilities Aggregated","-37.79236","144.91927","(-37.79236, 144.91927)"
"Property Services","Leased Facilities","Lease - 211 Bourke Street - Retail","211 Bourke Street","Melbourne","3000","Building",,"-37.81318","144.96732","(-37.81318, 144.96732)"
"Property Services","Leased Facilities","Lease - 225 Bourke St - City Village","225 Bourke Street","Melbourne","3000","Building","Leased Facilities Aggregated","-37.81335","144.96704","(-37.81335, 144.96704)"
"Property Services","Leased Facilities","Lease - 225 Bourke St - Ground Floor","225 Bourke Street","Melbourne","3000","Building","Leased Facilities Aggregated","-37.81335","144.96704","(-37.81335, 144.96704)"
"Property Services","Leased Facilities","Lease - Car Park - Russell Place","Russell Place","Melbourne","3000","Open Space",,"-37.81358","144.96739","(-37.81358, 144.96739)"
"Property Services","Leased Facilities","Lease - 198 Lt Collins St Stellini Bar","198 Little Collins Street","Melbourne","3000","Building","Leased Facilities Aggregated","-37.81407","144.96736","(-37.81407, 144.96736)"
"Property Services","Leased Facilities","Lease - Melbourne Town Hall - Shop","130 Swanston Street","Melbourne","3000","Building",,"-37.81455","144.96637","(-37.81455, 144.96637)"
"Property Services","Leased Facilities","Lease - Melbourne Town Hall","100 Swanston Street","Melbourne","3000","Building","Leased Facilities Aggregated","-37.81505","144.96664","(-37.81505, 144.96664)"
"Property Services","Leased Facilities","Lease - 179 Collins Street - Page One Bookshop","179 Collins Street","Melbourne","3000","Building",,"-37.81536","144.96789","(-37.81536, 144.96789)"
