"branch","asset_type","asset_name","address","suburb","postcode","category","nger_entity","latitude","longitude","geocode"
"Park Services including Waterways","Park Facilities","Street Reserve - Lothian Street","Lothian Street","Docklands","3008","Open Space",,,,
"Park Services including Waterways","Park Facilities","Street Reserve - Merchant Street","Merchant Street","Docklands","3008","Open Space",,,,
"Park Services including Waterways","Park Facilities","Street Reserve - Pearl River Road","Pearl River Road","Docklands","3008","Open Space",,,,
"Park Services including Waterways","Park Facilities","Reserve - Newmarket","407 Racecourse Road","Kensington","3031","Open Space",,"-37.78807","144.92312","(-37.78807, 144.92312)"
"Park Services including Waterways","Park Facilities","Reserve - Kensington Cattle Yard Display","Cnr Serong and Bluestone Streets","Kensington","3031","Open Space",,"-37.78868","144.92471","(-37.78868, 144.92471)"
"Park Services including Waterways","Park Facilities","Reserve - Liddy Street","1 Export Lane","Kensington","3031","Open Space",,"-37.78999","144.92561","(-37.78999, 144.92561)"
"Park Services including Waterways","Park Facilities","Reserve - Robertson Street","10 Robertson Street","Kensington","3031","Open Space",,"-37.79316","144.93235","(-37.79316, 144.93235)"
"Park Services including Waterways","Park Facilities","Reserve - Bayswater Road","41 Bayswater Road","Kensington","3031","Open Space","Park Facilities Aggregated","-37.79373","144.92377","(-37.79373, 144.92377)"
"Park Services including Waterways","Park Facilities","Street Reserve - Newton Street","Newton Street","Kensington","3031","Open Space","Park Facilities Aggregated","-37.79601","144.92261","(-37.79601, 144.92261)"
"Park Services including Waterways","Park Facilities","Park - JJ Holland","67 Kensington Road","Kensington","3031","Open Space","Park Facilities Aggregated","-37.79788","144.92412","(-37.79788, 144.92412)"
"Park Services including Waterways","Park Facilities","Depot - JJ Holland Park","67 Kensington Road","Kensington","3031","Building",,"-37.79889","144.92362","(-37.79889, 144.92362)"
"Park Services including Waterways","Park Facilities","Reserve - Womens Peace Gardens","Epson Road","Kensington","3031","Open Space",,,,
"Park Services including Waterways","Park Facilities","Street Reserve - Bellair Street","Bellair Street","Kensington","3031","Open Space",,,,
"Park Services including Waterways","Park Facilities","Street Reserve - Lambeth Street","Lambeth Street","Flemington","3031","Open Space",,,,
"Park Services including Waterways","Park Facilities","Street Reserve - Mccracken Street","McCracken Street","Flemington","3031","Open Space",,,,
"Park Services including Waterways","Park Facilities","Street Reserve - Melrose Street","Melrose Street","Flemington","3031","Open Space",,,,
"Park Services including Waterways","Park Facilities","Street Reserve - Parsons Street","Parsons Street","Flemington","3031","Open Space",,,,
"Park Services including Waterways","Park Facilities","Street Reserve - Racecourse Road","Racecource Road","Flemington","3031","Open Space",,,,
"Park Services including Waterways","Park Facilities","Street Reserve - Rankins Road","Rankins Road","Flemington","3031","Open Space",,,,
"Park Services including Waterways","Park Facilities","Street Reserve - Robertson Street","Robertson Street","Flemington","3031","Open Space",,,,
"Park Services including Waterways","Park Facilities","Street Reserve - Youlden Street","Youlden Street","Flemington","3031","Open Space",,,,
"Park Services including Waterways","Park Facilities","Reserve - Bellair Street","Bellair Street","Kensington","3031","Open Space",,,,
"Park Services including Waterways","Park Facilities","Reserve - Kensington Hall","2 Bellair Street","Kensington","3031","Open Space",,,,
"Park Services including Waterways","Park Facilities","Garden Alexandra","Alexandra Parade","Melbourne","3000","Open Space","Park Facilities Aggregated",,,
"Park Services including Waterways","Park Facilities","Public Lighting - Sports Lighting - Docklands Hub","Unknown","Melbourne","3000",,"Park Facilities Aggregated",,,
"Engineering Services","Recreation Facilities","Parking Meters - Melbourne Network","Swanston Street","Melbourne","3000","Open Space","Parking Facilities Network","-37.81459","144.96658","(-37.81459, 144.96658)"
"Park Services including Waterways","Recreation Facilities","Public Barbecue - Bellair Street Reserve","Bellair Street Reserve","Kensington","3031","Open Space","Recreation Facilities Aggregated","-37.79557","144.93079","(-37.79557, 144.93079)"
"Park Services including Waterways","Recreation Facilities","Public Barbecue - JJ Holland Park","JJ Holland Park - Opp Altona Street","Kensington","3031","Open Space","Recreation Facilities Aggregated","-37.79783","144.92607","(-37.79783, 144.92607)"
"Park Services including Waterways","Recreation Facilities","Public Barbecue - Royal Park North","Royal Park - Opp Galanda Avenue","Parkville","3052","Open Space","Recreation Facilities Aggregated","-37.78293","144.94362","(-37.78293, 144.94362)"
"Park Services including Waterways","Recreation Facilities","Public Barbecue - Royal Park East","Royal Park - Opp Brens Drive","Parkville","3052","Open Space","Recreation Facilities Aggregated","-37.78546","144.94617","(-37.78546, 144.94617)"
"Park Services including Waterways","Recreation Facilities","Public Barbecue - Royal Park South","Royal Park - Opp Elliot Avenue","Parkville","3052","Open Space","Recreation Facilities Aggregated","-37.79001","144.94501","(-37.79001, 144.94501)"
"Park Services including Waterways","Recreation Facilities","Public Barbecue - Alexandra Park","Alexandra Park","Melbourne","3000","Open Space","Recreation Facilities Aggregated","-37.82431","144.97761","(-37.82431, 144.97761)"
"Park Services including Waterways","Recreation Facilities","Public Barbecue - Fawkner Park","Fawkner Park","South Yarra","3141","Open Space","Recreation Facilities Aggregated","-37.83918","144.98069","(-37.83918, 144.98069)"
"Recreation Services","Recreation Facilities","Tourist Centre - Cooks Cottage","Fitzroy Gardens - Lansdowne Street","East Melbourne","3002","Building","Recreation Facilities Aggregated","-37.81451","144.97944","(-37.81451, 144.97944)"
"Engineering Services","Security Camera Facilities","Security Cameras - Melbourne Network","Swanston Street","Melbourne","3000","Open Space","Security Camera Facilities Network","-37.81459","144.96658","(-37.81459, 144.96658)"
"Property Services","Sports Facilities","Tennis Court - Princes Hill","121 Princes Park Drive","Carlton North","3054","Building",,"-37.78588","144.96252","(-37.78588, 144.96252)"
"Park Services including Waterways","Sports Facilities","Sports Facility - Royal Park Baseball Field","Royal Park - Opp Poplar Road","Parkville","3052","Open Space","Sports Facilities Aggregated","-37.78046","144.94945","(-37.78046, 144.94945)"
"Recreation Services","Sports Facilities","Sports Facility -  North Melbourne Stadium","204 Arden Street","North Melbourne","3051","Building",,"-37.79973","144.94094","(-37.79973, 144.94094)"
"Recreation Services","Sports Facilities","Recreation Centre - North Melbourne","1 Macaulay Road","North Melbourne","3051","Building","Sports Facilities Aggregated","-37.79978","144.94297","(-37.79978, 144.94297)"
"Recreation Services","Sports Facilities","Sports Pavilion - Royal Park Western","Royal Park - Off Park Street","Parkville","3052","Building","Sports Facilities Aggregated","-37.77768","144.95451","(-37.77768, 144.95451)"
"Recreation Services","Sports Facilities","Tennis Court - Royal Park","The Avenue","Parkville","3052","Building","Sports Facilities Aggregated","-37.77887","144.95829","(-37.77887, 144.95829)"
"Recreation Services","Sports Facilities","Sports Pavilion - Royal Park Mcallister","Royal Park - Off Parks Street","Parkville","3052","Building","Sports Facilities Aggregated","-37.77941","144.95588","(-37.77941, 144.95588)"
"Recreation Services","Sports Facilities","Sports Pavilion - Royal Park Ryder","Royal Park - Off Parks Street","Parkville","3052","Building","Sports Facilities Aggregated","-37.77941","144.95555","(-37.77941, 144.95555)"
"Recreation Services","Sports Facilities","Sports Pavilion - Royal Park Athletics","Poplar Road","Parkville","3052","Building",,"-37.78138","144.95588","(-37.78138, 144.95588)"
"Recreation Services","Sports Facilities","Sports Pavilion - Royal Park Northern","Royal Park - Old Poplar Avenue","Parkville","3052","Building","Sports Facilities Aggregated","-37.78138","144.95588","(-37.78138, 144.95588)"
"Recreation Services","Sports Facilities","Golf Course - Royal Park","11 Old Poplar Road","Parkville","3052","Open Space","Sports Facilities Aggregated","-37.78192","144.95633","(-37.78192, 144.95633)"
"Recreation Services","Sports Facilities","Sports Pavilion - Manningham Street Reserve","Manningham Street Reserve","Parkville","3052","Building",,"-37.78299","144.94182","(-37.78299, 144.94182)"
"Recreation Services","Sports Facilities","Sports Pavilion - Royal Park Brens","Brens Drive","Parkville","3052","Building","Sports Facilities Aggregated","-37.78631","144.95495","(-37.78631, 144.95495)"
"Recreation Services","Sports Facilities","Recreation Centre - Carlton Baths","216 Rathdowne Street","Carlton","3053","Building",,"-37.79338","144.97171","(-37.79338, 144.97171)"
"Recreation Services","Sports Facilities","Tennis Court - Carlton Gardens","Nicholson Street","Carlton","3053","Building",,"-37.80233","144.97337","(-37.80233, 144.97337)"
"Recreation Services","Sports Facilities","Sports Pavilion - Princes Park North","Princes Park - Opp 361 Royal Parade","Carlton North","3054","Building","Sports Facilities Aggregated","-37.78527","144.95989","(-37.78527, 144.95989)"
"Recreation Services","Sports Facilities","Sports Pavilion - Princes Park South","Princes Park - Opp 241 Royal Parade","Carlton North","3054","Building","Sports Facilities Aggregated","-37.78831","144.95947","(-37.78831, 144.95947)"
"Recreation Services","Sports Facilities","Recreation Centre - City Baths","420 Swanston Street","Melbourne","3000","Building","Sports Facilities Aggregated","-37.80701","144.96331","(-37.80701, 144.96331)"
"Recreation Services","Sports Facilities","Skate Park - Alexandra Gardens","Alexandra Avenue","Melbourne","3000","Open Space",,"-37.82096","144.97282","(-37.82096, 144.97282)"
"Recreation Services","Sports Facilities","Skate Park - Alexandra Gardens Residence","Alexandra Parade","Melbourne","3000","Building",,"-37.82096","144.97282","(-37.82096, 144.97282)"
"Recreation Services","Sports Facilities","Sports Pavilion - Kings Domain","Alexandra Avenue","Melbourne","3000","Building",,"-37.82699","144.97476","(-37.82699, 144.97476)"
"Recreation Services","Sports Facilities","Sports Pavilion - Fawkner Park North","Fawkner Park - Off Toorak Road","South Yarra","3141","Building","Sports Facilities Aggregated","-37.83983","144.98181","(-37.83983, 144.98181)"
"Recreation Services","Sports Facilities","Sports Pavilion - Fawkner Park South","Fawkner Park - opp Commercial Road","South Yarra","3141","Building","Sports Facilities Aggregated","-37.84316","144.98172","(-37.84316, 144.98172)"
"Recreation Services","Sports Facilities","Tennis Court - Flagstaff Gardens","Williams Street","West Melbourne","3003","Building",,"-37.80999","144.95504","(-37.80999, 144.95504)"
"Recreation Services","Sports Facilities","Sports Pavllion - Newmarket Reserve","26 Smithfield Road","Kensington","3031","Building","Sports Facilities Aggregated","-37.78849","144.92354","(-37.78849, 144.92354)"
"Recreation Services","Sports Facilities","Recreation Centre - Kensington","111 Altona Street","Kensington","3031","Building",,"-37.79667","144.92438","(-37.79667, 144.92438)"
"Recreation Services","Sports Facilities","Sports Pavilion - JJ Holland Park","JJ Holland Park - Opp Childers Street","Kensington","3031","Building","Sports Facilities Aggregated","-37.79873","144.92394","(-37.79873, 144.92394)"
"Supply Chain","Supply Chain","Air Travel",,,"3000",,,,,
"Supply Chain","Supply Chain","Couriers","Unknown","Melbourne","3000",,,,,
"Supply Chain","Supply Chain","Office paper",,,"3000",,,,,
"Park Services including Waterways","Supply Chain","Parks Contractors","Unknown","Melbourne","3000",,,,,
"Supply Chain","Supply Chain","Security","Unknown","Melbourne","3000",,,,,
"Supply Chain","Supply Chain","Coin collection","Unknown","Melbourne","3000",,,,,
"Supply Chain","Supply Chain","Hire Cars","Unknown","Melbourne","3000",,,,,
"Supply Chain","Supply Chain","Vehicle towing services","Unknown","Melbourne","3000",,,,,
"Tourism Melbourne","Supply Chain","Tourist Shuttle Bus","Unknown","Melbourne","3000",,,,,
"Engineering Services","Supply Chain","Street Cleaning","Unknown","Melbourne","3000",,,,,
"Supply Chain","Supply Chain","Taxis","Various","Various","3000",,,,,
"Supply Chain","Supply Chain","Public Transport","None","Melbourne","3000",,,,,
"Supply Chain","Supply Chain","Civil Design and Traffic Engineering Services","Unknown","Melbourne","3000",,,,,
"Property Services","Supply Chain","Property Services Waste","Unknown","Melbourne","3000",,,,,
"Supply Chain","Supply Chain","Promotion and Marketing Services","Unknown","Melbourne","3000",,,,,
"Park Services including Waterways","Undefined","Event Supply Alexandra Gardens Pillar 109 Meter 6",,,"3000","Open Space",,,,
"Park Services including Waterways","Undefined","Event Supply Alexandra Gardens Pillar 175 Meter 1",,,"3000","Open Space",,,,
"Park Services including Waterways","Undefined","Event Supply Alexandra Gardens Pillar 175 Meter 4",,,"3000","Open Space",,,,
"Park Services including Waterways","Undefined","Event Supply Alexandra Gardens Pillar R/O S/S Meter 5",,,"3000","Open Space",,,,
"Park Services including Waterways","Undefined","Irrigation Controller Sturt Street","Sturt Street",,"3000",,"Park Facilities Aggregated",,,
"Park Services including Waterways","Undefined","Street Reserve Kirks Lane","Kirks Lane",,"3000",,"Park Facilities Aggregated",,,
"Property Services","Undefined","Decoupled Green Power Council Buildings",,"Melbourne","3000",,"Administration Facilities Aggregated",,,
"Property Services","Undefined","Depot Sub Station Powlett Street Median",,"Melbourne","3000","Building","Park Facilities Aggregated",,,
"Property Services","Undefined","Building and Property Maintenance",,"Melbourne","3000",,,,,
"Park Services including Waterways","Undefined","Irrigation Controller - Lansdowne Street","Lansdowne Street","Melbourne","3000",,"Park Facilities Aggregated",,,
"Events Melbourne","Undefined","Events Supply - Bourke Street","Event pillar o/s 56 Bourke Street","Melbourne","3000",,"Recreation Facilities Aggregated",,,
"Park Services including Waterways","Community Facilities","Toilets - Treasury Gardens","Lansdown Street","East Melbourne","3002","Building",,,,
"Property Services","Leased Facilities","Lease - Kiosk Flower 02 - Collins Street","Collins Street (Opp AXA)","Melbourne","3000","Open Space",,,,
