"date","gender","white_alone","black_or_african_american","american_indian_and_alaska","asian_alone","native_hawaiian_and_other","some_other_race_alone","two_or_more_races","hispanic_or_latino_of_any","white_alone_not_hispanic","all_veterans"
"2026-09-30T00:00:00.000","All","14519000","2619000","171000","304000","45000","351000","448000","1663000","13374000","18457000"
"2027-09-30T00:00:00.000","All","14252000","2610000","170000","305000","45000","360000","452000","1683000","13100000","18194000"
"2028-09-30T00:00:00.000","All","13988000","2599000","169000","307000","45000","369000","456000","1703000","12829000","17934000"
"2029-09-30T00:00:00.000","All","13728000","2587000","168000","309000","45000","379000","461000","1723000","12561000","17676000"
"2030-09-30T00:00:00.000","All","13471000","2575000","166000","311000","45000","388000","466000","1744000","12297000","17421000"
"2031-09-30T00:00:00.000","All","13217000","2561000","165000","313000","45000","398000","471000","1765000","12037000","17169000"
"2032-09-30T00:00:00.000","All","12967000","2545000","163000","315000","45000","409000","476000","1787000","11779000","16920000"
"2033-09-30T00:00:00.000","All","12720000","2529000","162000","317000","45000","419000","481000","1809000","11525000","16672000"
"2034-09-30T00:00:00.000","All","12476000","2511000","160000","319000","45000","430000","486000","1832000","11275000","16427000"
"2035-09-30T00:00:00.000","All","12238000","2492000","158000","321000","44000","441000","492000","1855000","11029000","16187000"
"2036-09-30T00:00:00.000","All","12005000","2472000","156000","323000","44000","453000","497000","1878000","10789000","15951000"
"2037-09-30T00:00:00.000","All","11776000","2451000","154000","326000","44000","464000","503000","1902000","10553000","15719000"
"2038-09-30T00:00:00.000","All","11554000","2429000","153000","328000","44000","476000","509000","1926000","10324000","15493000"
"2039-09-30T00:00:00.000","All","11342000","2407000","151000","331000","44000","488000","515000","1951000","10105000","15277000"
"2040-09-30T00:00:00.000","All","11143000","2383000","149000","334000","43000","500000","521000","1976000","9897000","15073000"
"2041-09-30T00:00:00.000","All","10956000","2360000","147000","337000","43000","512000","528000","2002000","9702000","14882000"
"2042-09-30T00:00:00.000","All","10782000","2337000","145000","340000","43000","524000","534000","2028000","9520000","14705000"
"2043-09-30T00:00:00.000","All","10619000","2313000","143000","343000","43000","537000","541000","2055000","9350000","14540000"
