"inventory_item_id","inventory_description","location_description","signals_location_number","signals_location_id","signal_type","latitude","longitude","location"
"1675","SIGNAL - Equipment #: 6","INT - ACADEMY & KENASTON","1312","653","VEHICLE","49.87463549446025","-97.20373950468745","POINT (-97.20373950468745 49.87463549446025)"
"1793","SIGNAL - Equipment #: 7","INT - KING & NOTRE DAME","1010","998","VEHICLE","49.8960317020417","-97.1427119538735","POINT (-97.1427119538735 49.8960317020417)"
"561","SIGNAL - Equipment #: 1","INT - ARLINGTON & LOGAN","1182","519","VEHICLE","49.91112852249135","-97.16278724769255","POINT (-97.16278724769255 49.91112852249135)"
"1107","SIGNAL - Equipment #: 2","INT - LEILA & MCPHILLIPS","1139","481","VEHICLE","49.9534742129657","-97.1472944938578","POINT (-97.1472944938578 49.9534742129657)"
"1822","SIGNAL - Equipment #: 6","INT - CARLTON & CUMBERLAND","1885","1007","VEHICLE","49.896988532437","-97.1482035645656","POINT (-97.1482035645656 49.896988532437)"
"1940","SIGNAL - Equipment #: 2","INT - BURROWS & SHEPPARD","1829","811","VEHICLE","49.9314639736644","-97.1829101638355","POINT (-97.1829101638355 49.9314639736644)"
"1769","SIGNAL - Equipment #: 1","INT - MAIN & MARKET","1688","969","VEHICLE","49.8995118038832","-97.1386588125858","POINT (-97.1386588125858 49.8995118038832)"
"1839","CABINET - Equipment #: 8","INT - DONALD & ELLICE","1211","1003","VEHICLE","49.8952089972642","-97.14420327324605","POINT (-97.14420327324605 49.8952089972642)"
"663","SIGNAL - Equipment #: 1","INT - NOTRE DAME & WESTON","1404","525","VEHICLE","49.9091136112845","-97.1837022643195","POINT (-97.1837022643195 49.9091136112845)"
"882","SIGNAL - Equipment #: 3","INT - DUFFERIN & SALTER","1527","189","VEHICLE","49.9117287093106","-97.1429845082585","POINT (-97.1429845082585 49.9117287093106)"
"2468","SIGNAL - Equipment #: 2","INT - KING EDWARD & WELLINGTON","1435","604","VEHICLE","49.9015802677338","-97.2072255324968","POINT (-97.2072255324968 49.9015802677338)"
"2152","SIGNAL - Equipment #: 9","INT - SARGENT & ST. JAMES","1285","612","VEHICLE","49.897707862444","-97.2002056738227","POINT (-97.2002056738227 49.897707862444)"
"1341","SIGNAL - Equipment #: 6","INT - LEILA & WATSON","1906","479","VEHICLE","49.954678288916","-97.1515145574206","POINT (-97.1515145574206 49.954678288916)"
"809","SIGNAL - Equipment #: 1","INT - ISABEL & LOGAN","1494","185","VEHICLE","49.9062450393912","-97.1468149265175","POINT (-97.1468149265175 49.9062450393912)"
"1813","SIGNAL - Equipment #: 6","INT - KING EDWARD & NOTRE DAME","1781","591","VEHICLE","49.9164695249224","-97.2069783428671","POINT (-97.2069783428671 49.9164695249224)"
"1444","SIGNAL - Equipment #: 7","INT - CARLTON & NOTRE DAME","1281","995","VEHICLE","49.8977807500756","-97.1475302796725","POINT (-97.1475302796725 49.8977807500756)"
"1322","SIGNAL - Equipment #: 2","INT - KING & RUPERT","1347","966","VEHICLE","49.9010907981007","-97.1386938647571","POINT (-97.1386938647571 49.9010907981007)"
"438","SIGNAL - Equipment #: 9","INT - ARLINGTON & PORTAGE","1122","742","VEHICLE","49.8857227624654","-97.1695172401257","POINT (-97.1695172401257 49.8857227624654)"
"482","SIGNAL - Equipment #: 5","INT - MCPHILLIPS & WILLIAM","1172","523","VEHICLE","49.9089131870451","-97.1708745998186","POINT (-97.1708745998186 49.9089131870451)"
"1064","SIGNAL - Equipment #: 6","INT - PARTRIDGE & SALTER","1220","220","VEHICLE","49.9435202313055","-97.1199212385479","POINT (-97.1199212385479 49.9435202313055)"
"1788","SIGNAL - Equipment #: 2","INT - KING & NOTRE DAME","1010","998","VEHICLE","49.8962580903676","-97.1428045783643","POINT (-97.1428045783643 49.8962580903676)"
"2058","SIGNAL - Equipment #: 7","INT - BROADWAY & DONALD","1274","1071","VEHICLE","49.8874288091808","-97.1402005468102","POINT (-97.1402005468102 49.8874288091808)"
"1933","SIGNAL - Equipment #: 11","INT - INKSTER & KING EDWARD","1050","574","VEHICLE","49.9461122825224","-97.2066315897916","POINT (-97.2066315897916 49.9461122825224)"
"1037","SIGNAL - Equipment #: 3","INT - DUFFERIN & KING","1401","955","VEHICLE","49.9090790240338","-97.134745409807","POINT (-97.134745409807 49.9090790240338)"
"1725","SIGNAL - Equipment #: 5","INT - KEEWATIN & NOTRE DAME","1391","587","VEHICLE","49.91658608512265","-97.1953196737442","POINT (-97.1953196737442 49.91658608512265)"
"716","SIGNAL - Equipment #: 7","INT - MOUNTAIN & PARR","1184","929","VEHICLE","49.9258196440929","-97.1490769591186","POINT (-97.1490769591186 49.9258196440929)"
"514","CABINET - Equipment #: 10","INT - MCPHILLIPS & PACIFIC","1823","521","VEHICLE","49.9120067264949","-97.1709604900235","POINT (-97.1709604900235 49.9120067264949)"
"639","SIGNAL - Equipment #: 6","INT - SHERBROOK & WILLIAM","1166","975","VEHICLE","49.904158928493","-97.155837582242","POINT (-97.155837582242 49.904158928493)"
"1158","SIGNAL - Equipment #: 1","INT - MACHRAY & SALTER","1259","925","VEHICLE","49.9252515191811","-97.1329873712199","POINT (-97.1329873712199 49.9252515191811)"
"1685","SIGNAL - Equipment #: 6","INT - JAMES & MAIN","1684","968","VEHICLE","49.8999451358199","-97.1378025208629","POINT (-97.1378025208629 49.8999451358199)"
"1648","SIGNAL - Equipment #: 9","INT - INKSTER & KEEWATIN","1144","572","VEHICLE","49.9459808752106","-97.1955715259621","POINT (-97.1955715259621 49.9459808752106)"
"1398","SIGNAL - Equipment #: 1","INT - MACHRAY & MCPHILLIPS","1143","497","VEHICLE","49.9350488645082","-97.1634688529117","POINT (-97.1634688529117 49.9350488645082)"
"1154","SIGNAL - Equipment #: 9","INT - LEILA & PIPELINE","1825","477","VEHICLE","49.9576554900903","-97.1607451296514","POINT (-97.1607451296514 49.9576554900903)"
"2210","SIGNAL - Equipment #: 2","INT - KING EDWARD & SKINNER (30m N OF LISMORE)","1594","590","VEHICLE","49.919111218648","-97.2065995069196","POINT (-97.2065995069196 49.919111218648)"
"2022","SIGNAL - Equipment #: 4","INT - KINGSWAY & OAK","1097","861","VEHICLE","49.8701589568713","-97.1811591784323","POINT (-97.1811591784323 49.8701589568713)"
"2525","SIGNAL - Equipment #: 4","INT - KING EDWARD & SARGENT","1367","610","VEHICLE","49.8979318307818","-97.2074953277364","POINT (-97.2074953277364 49.8979318307818)"
"2363","SIGNAL - Equipment #: 4","INT - MEMORIAL & YORK","1750","1053","VEHICLE","49.8875678324637","-97.1490238263326","POINT (-97.1490238263326 49.8875678324637)"
"1956","SIGNAL - Equipment #: 5","INT - ACADEMY & OAK","1032","722","VEHICLE","49.8737547894233","-97.1808702313269","POINT (-97.1808702313269 49.8737547894233)"
"790","SIGNAL - Equipment #: 2","INT - ELLEN & LOGAN","1110","959","VEHICLE","49.9050415554824","-97.1431256336643","POINT (-97.1431256336643 49.9050415554824)"
"564","SIGNAL - Equipment #: 3","INT - JARVIS & MCPHILLIPS","1610","512","VEHICLE","49.9188913946915","-97.1700237818258","POINT (-97.1700237818258 49.9188913946915)"
"1241","SIGNAL - Equipment #: 6","INT - BANNATYNE & MAIN","1690","986","VEHICLE","49.89788084375005","-97.1388135900319","POINT (-97.1388135900319 49.89788084375005)"
"1639","SIGNAL - Equipment #: 5","INT - INKSTER & KEEWATIN","1144","572","VEHICLE","49.9457401291152","-97.1951370219703","POINT (-97.1951370219703 49.9457401291152)"
"2498","SIGNAL - Equipment #: 7","INT - MEMORIAL & ST. MARY","1585","1050","VEHICLE","49.8889496655897","-97.1497300797571","POINT (-97.1497300797571 49.8889496655897)"
"1393","CABINET - Equipment #: 6","INT - LOGAN & WESTON","1824","517","VEHICLE","49.9164472863314","-97.1796976127871","POINT (-97.1796976127871 49.9164472863314)"
"2508","SIGNAL - Equipment #: 8","INT - CATHEDRAL & MAIN","1112","926","VEHICLE","49.9239355829017","-97.1263146545019","POINT (-97.1263146545019 49.9239355829017)"
"410","SIGNAL - Equipment #: 3","INT - ACADEMY & HARROW","1954","863","VEHICLE","49.8740950417595","-97.1691580266835","POINT (-97.1691580266835 49.8740950417595)"
"968","SIGNAL - Equipment #: 1","INT - KING & MCDERMOT","1663","991","VEHICLE","49.8974730879379","-97.1414572169671","POINT (-97.1414572169671 49.8974730879379)"
"2049","SIGNAL - Equipment #: 9","INT - BROADWAY & HARGRAVE","1789","1070","VEHICLE","49.8875203317945","-97.1415388718439","POINT (-97.1415388718439 49.8875203317945)"
"2074","SIGNAL - Equipment #: 8","INT - BROADWAY & EDMONTON","1371","1068","VEHICLE","49.8867280669827","-97.14397829041344","POINT (-97.14397829041344 49.8867280669827)"
"1088","SIGNAL - Equipment #: 2","INT - LEILA & SALTER","1226","221","VEHICLE","49.944456133574","-97.1203062689815","POINT (-97.1203062689815 49.944456133574)"
"1111","SIGNAL - Equipment #: 4","INT - REDWOOD & SALTER","1171","939","VEHICLE","49.9192906877037","-97.1376336045267","POINT (-97.1376336045267 49.9192906877037)"
"1069","SIGNAL - Equipment #: 3","INT - LEILA & MAIN","1289","219","VEHICLE","49.9422267848902","-97.1135300466753","POINT (-97.1135300466753 49.9422267848902)"
"1530","SIGNAL - Equipment #: 1","INT - CHIEF PEGUIS & HENDERSON","1783","313","VEHICLE","49.947879421281","-97.0838038759094","POINT (-97.0838038759094 49.947879421281)"
"2530","CABINET - Equipment #: 9","INT - KING EDWARD & SARGENT","1367","610","VEHICLE","49.8981973790539","-97.2072364346976","POINT (-97.2072364346976 49.8981973790539)"
"682","SIGNAL - Equipment #: 7","INT - ARLINGTON & REDWOOD","1168","933","VEHICLE","49.9241691614099","-97.1525431202744","POINT (-97.1525431202744 49.9241691614099)"
"1459","SIGNAL - Equipment #: 3","INT - HARGRAVE & NOTRE DAME","1269","996","VEHICLE","49.8970980119703","-97.1458838975638","POINT (-97.1458838975638 49.8970980119703)"
"873","SIGNAL - Equipment #: 3","INT - PRINCESS & WILLIAM","1116","971","VEHICLE","49.8995077127423","-97.1414632584977","POINT (-97.1414632584977 49.8995077127423)"
"1598","CABINET - Equipment #: 10","INT - KINGSBURY & MCPHILLIPS","1365","484","VEHICLE","49.9504394790677","-97.1499012807023","POINT (-97.1499012807023 49.9504394790677)"
"332","CABINET - Equipment #: 7","INT - SHERBROOK & WESTMINSTER","1970","1086","VEHICLE","49.8818776513294","-97.1597167273141","POINT (-97.1597167273141 49.8818776513294)"
"1660","SIGNAL - Equipment #: 5","INT - ALEXANDER & WESTON","1186","518","VEHICLE","49.916123836452","-97.1808241203918","POINT (-97.1808241203918 49.916123836452)"
"1987","SIGNAL - Equipment #: 2","INT - ACADEMY & LANARK","1562","655","VEHICLE","49.8743440357033","-97.197077111174","POINT (-97.197077111174 49.8743440357033)"
"1167","CABINET - Equipment #: 9","INT - MACHRAY & SALTER","1259","925","VEHICLE","49.9252411449808","-97.1329343192318","POINT (-97.1329343192318 49.9252411449808)"
"279","SIGNAL - Equipment #: 2","INT - MARYLAND & SARGENT","1780","893","VEHICLE","49.89666257667265","-97.16011465527374","POINT (-97.16011465527374 49.89666257667265)"
"2432","SIGNAL - Equipment #: 5","INT - AIRLIES & INKSTER","1471","492","VEHICLE","49.9364333609036","-97.1526258397477","POINT (-97.1526258397477 49.9364333609036)"
"1647","CABINET - Equipment #: 11","INT - INKSTER & KEEWATIN","1144","572","VEHICLE","49.9461955836374","-97.195410371864","POINT (-97.195410371864 49.9461955836374)"
"1260","SIGNAL - Equipment #: 10","INT - KING EDWARD & LOGAN","1216","584","VEHICLE","49.9252507097586","-97.2061163125076","POINT (-97.2061163125076 49.9252507097586)"
"834","SIGNAL - Equipment #: 5","INT - ISABEL & WILLIAM","1550","973","VEHICLE","49.9020689160051","-97.1495500880127","POINT (-97.1495500880127 49.9020689160051)"
"2118","SIGNAL - Equipment #: 7","INT - ST. JAMES & SASKATCHEWAN","1779","602","VEHICLE","49.9064046274","-97.1994587012218","POINT (-97.1994587012218 49.9064046274)"
"503","SIGNAL - Equipment #: 6","INT - ARLINGTON & SARGENT","1123","552","VEHICLE","49.8967623074034","-97.1687483022276","POINT (-97.1687483022276 49.8967623074034)"
"1139","SIGNAL - Equipment #: 3","INT - LEILA & PIPELINE","1825","477","VEHICLE","49.957692496684","-97.1612029917907","POINT (-97.1612029917907 49.957692496684)"
"2328","SIGNAL - Equipment #: 8","INT - MAIN & YORK","1263","285","VEHICLE","49.8905949034229","-97.135529168033","POINT (-97.135529168033 49.8905949034229)"
"580","SIGNAL - Equipment #: 6","INT - ARLINGTON & LOGAN","1182","519","VEHICLE","49.9110356900365","-97.16253060544325","POINT (-97.16253060544325 49.9110356900365)"
"450","SIGNAL - Equipment #: 3","INT - EMILY & NOTRE DAME","1332","536","VEHICLE","49.9021076029557","-97.1618006235139","POINT (-97.1618006235139 49.9021076029557)"
"767","SIGNAL - Equipment #: 6","INT - BURROWS & MCGREGOR","1083","937","VEHICLE","49.9197731438527","-97.14659877046945","POINT (-97.14659877046945 49.9197731438527)"
"342","SIGNAL - Equipment #: 4","INT - SHERBROOK & WOLSELEY","1552","1088","VEHICLE","49.8803287646766","-97.1594341230391","POINT (-97.1594341230391 49.8803287646766)"
"1392","SIGNAL - Equipment #: 1","INT - ALEXANDER & KING","1348","963","VEHICLE","49.9021659481535","-97.1380273658851","POINT (-97.1380273658851 49.9021659481535)"
"827","SIGNAL - Equipment #: 7","INT - DUFFERIN & MCGREGOR","1740","946","VEHICLE","49.9143763632147","-97.1510945271906","POINT (-97.1510945271906 49.9143763632147)"
"2195","SIGNAL - Equipment #: 1","INT - FORT & YORK","1162","282","VEHICLE","49.8900990989405","-97.1373210059066","POINT (-97.1373210059066 49.8900990989405)"
"1209","SIGNAL - Equipment #: 7","INT - BANNATYNE & RORIE","1890","987","VEHICLE","49.8974947304055","-97.1365628844431","POINT (-97.1365628844431 49.8974947304055)"
"704","SIGNAL - Equipment #: 1","INT - FLINT & NOTRE DAME","1794","599","VEHICLE","49.9107574761317","-97.1880659239995","POINT (-97.1880659239995 49.9107574761317)"
"1084","CABINET - Equipment #: 10","INT - LEILA & MAIN","1289","219","VEHICLE","49.9423362975775","-97.113101829752","POINT (-97.113101829752 49.9423362975775)"
"1013","SIGNAL - Equipment #: 4","INT - MCGREGOR & PARTRIDGE","1784","918","VEHICLE","49.9460319100745","-97.126773737124","POINT (-97.126773737124 49.9460319100745)"
"1220","SIGNAL - Equipment #: 2","INT - MCPHILLIPS & MOUNTAIN","1329","501","VEHICLE","49.9316384855994","-97.1669419964479","POINT (-97.1669419964479 49.9316384855994)"
"1360","SIGNAL - Equipment #: 8","INT - LEILA & 157m E OF MCPHILLIPS (GARDEN CITY)","1147","476","VEHICLE","49.9528018571823","-97.1455690098734","POINT (-97.1455690098734 49.9528018571823)"
"1775","SIGNAL - Equipment #: 5","INT - MAIN & MARKET","1688","969","VEHICLE","49.8992296261316","-97.1383528045736","POINT (-97.1383528045736 49.8992296261316)"
"263","SIGNAL - Equipment #: 2","INT - CUMBERLAND & SHERBROOK","1539","544","VEHICLE","49.90027743000575","-97.15839268721855","POINT (-97.15839268721855 49.90027743000575)"
"813","SIGNAL - Equipment #: 5","INT - ISABEL & LOGAN","1494","185","VEHICLE","49.9059480835828","-97.1466269560197","POINT (-97.1466269560197 49.9059480835828)"
"1806","SIGNAL - Equipment #: 1","INT - OAK POINT & SELKIRK","1478","583","VEHICLE","49.9309643393885","-97.2111564827288","POINT (-97.2111564827288 49.9309643393885)"
"913","SIGNAL - Equipment #: 3","INT - BALMORAL & CUMBERLAND","1685","981","VEHICLE","49.8981385782275","-97.1523058624966","POINT (-97.1523058624966 49.8981385782275)"
"323","SIGNAL - Equipment #: 2","INT - BROADWAY & MARYLAND","1696","737","VEHICLE","49.8859100220217","-97.160843840027","POINT (-97.160843840027 49.8859100220217)"
"1593","SIGNAL - Equipment #: 5","INT - KINGSBURY & MCPHILLIPS","1365","484","VEHICLE","49.9508378576864","-97.1501087936479","POINT (-97.1501087936479 49.9508378576864)"
"2443","CABINET - Equipment #: 10","INT - INKSTER & SINCLAIR","1964","493","VEHICLE","49.9348504166284","-97.147805718644","POINT (-97.147805718644 49.9348504166284)"
"1363","SIGNAL - Equipment #: 2","PC - DEE & LOGAN","1214","846","CORRIDOR","49.9230105477894","-97.1993499882431","POINT (-97.1993499882431 49.9230105477894)"
"2051","CABINET - Equipment #: 10","INT - BROADWAY & HARGRAVE","1789","1070","VEHICLE","49.8875314865491","-97.1414923957511","POINT (-97.1414923957511 49.8875314865491)"
"1492","SIGNAL - Equipment #: 7","INT - PRINCESS & RUPERT","1325","965","VEHICLE","49.9014270227227","-97.1401505235581","POINT (-97.1401505235581 49.9014270227227)"
"1473","SIGNAL - Equipment #: 5","INT - ALEXANDER & PRINCESS","1316","962","VEHICLE","49.9024691755476","-97.1390295043478","POINT (-97.1390295043478 49.9024691755476)"
"1143","SIGNAL - Equipment #: 4","INT - INKSTER & SALTER","1198","923","VEHICLE","49.9294863259711","-97.1297752081966","POINT (-97.1297752081966 49.9294863259711)"
"998","SIGNAL - Equipment #: 8","INT - JEFFERSON & MCGREGOR","1701","916","VEHICLE","49.9379094067762","-97.1328850453551","POINT (-97.1328850453551 49.9379094067762)"
"2059","SIGNAL - Equipment #: 10","INT - BROADWAY & DONALD","1274","1071","VEHICLE","49.8876342855751","-97.1403989304479","POINT (-97.1403989304479 49.8876342855751)"
"265","SIGNAL - Equipment #: 6","INT - CUMBERLAND & MARYLAND","1545","898","VEHICLE","49.9014547452996","-97.1594788475576","POINT (-97.1594788475576 49.9014547452996)"
"483","SIGNAL - Equipment #: 6","INT - MCPHILLIPS & WILLIAM","1172","523","VEHICLE","49.9089211328656","-97.171074622426","POINT (-97.171074622426 49.9089211328656)"
"2368","SIGNAL - Equipment #: 7","INT - BERRY & SARGENT","1514","609","VEHICLE","49.8982142807469","-97.2097019565084","POINT (-97.2097019565084 49.8982142807469)"
"846","SIGNAL - Equipment #: 6","INT - ARLINGTON & INKSTER","1196","920","VEHICLE","49.9343369680829","-97.1448497702395","POINT (-97.1448497702395 49.9343369680829)"
"1840","SIGNAL - Equipment #: 7","INT - DONALD & ELLICE","1211","1003","VEHICLE","49.895161954298","-97.1441636332367","POINT (-97.1441636332367 49.895161954298)"
"1439","SIGNAL - Equipment #: 2","INT - CARLTON & NOTRE DAME","1281","995","VEHICLE","49.8976789371691","-97.1478908272763","POINT (-97.1478908272763 49.8976789371691)"
"223","SIGNAL - Equipment #: 4","INT - CUMBERLAND & SHERBROOK","1539","544","VEHICLE","49.9000083788763","-97.15807120288915","POINT (-97.15807120288915 49.9000083788763)"
"592","SIGNAL - Equipment #: 3","INT - MCPHILLIPS & SELKIRK","1361","508","VEHICLE","49.9233877223413","-97.1693083193161","POINT (-97.1693083193161 49.9233877223413)"
"754","SIGNAL - Equipment #: 4","INT - LOGAN & MAIN","1464","806","VEHICLE","49.9026283248902","-97.1355213253669","POINT (-97.1355213253669 49.9026283248902)"
"1572","SIGNAL - Equipment #: 12","INT - MAPLEGLEN & MCPHILLIPS","1156","489","VEHICLE","49.9418008688809","-97.1579945784811","POINT (-97.1579945784811 49.9418008688809)"
"2467","SIGNAL - Equipment #: 3","INT - KING EDWARD & WELLINGTON","1435","604","VEHICLE","49.901574703225","-97.2069362638096","POINT (-97.2069362638096 49.901574703225)"
"285","SIGNAL - Equipment #: 7","INT - MARYLAND & SARGENT","1780","893","VEHICLE","49.8964621671319","-97.1598401739281","POINT (-97.1598401739281 49.8964621671319)"
"1519","SIGNAL - Equipment #: 4","INT - ALEXANDER & MAIN","1484","297","VEHICLE","49.9016882958934","-97.1362586932127","POINT (-97.1362586932127 49.9016882958934)"
"547","SIGNAL - Equipment #: 7","INT - ARLINGTON & NOTRE DAME","1134","895","VEHICLE","49.9040945744843","-97.1681360037612","POINT (-97.1681360037612 49.9040945744843)"
"926","SIGNAL - Equipment #: 8","INT - MAIN & MCDERMOT","1686","994","VEHICLE","49.8969414535599","-97.1388095733793","POINT (-97.1388095733793 49.8969414535599)"
"1386","SIGNAL - Equipment #: 7","INT - LOGAN & WESTON","1824","517","VEHICLE","49.9162650024375","-97.179910879745","POINT (-97.179910879745 49.9162650024375)"
"943","SIGNAL - Equipment #: 5","INT - ISABEL & MCDERMOT","1158","978","VEHICLE","49.9004983129576","-97.1507650181115","POINT (-97.1507650181115 49.9004983129576)"
"1130","SIGNAL - Equipment #: 5","INT - MOUNTAIN & SALTER","1188","1146","VEHICLE","49.9216586223911","-97.1361232349165","POINT (-97.1361232349165 49.9216586223911)"
"986","SIGNAL - Equipment #: 3","INT - KING & WILLIAM","1248","970","VEHICLE","49.8993793104494","-97.140381083929","POINT (-97.140381083929 49.8993793104494)"
"1985","SIGNAL - Equipment #: 7","INT - ACADEMY & QUEENSTON","1105","652","VEHICLE","49.8737828865833","-97.1863111032975","POINT (-97.1863111032975 49.8737828865833)"
"535","SIGNAL - Equipment #: 6","INT - LOGAN & MCPHILLIPS","1129","516","VEHICLE","49.9138407301134","-97.1703578907669","POINT (-97.1703578907669 49.9138407301134)"
"1803","SIGNAL - Equipment #: 10","INT - DUBLIN & ST. JAMES","1288","597","VEHICLE","49.9115922572845","-97.1993189325774","POINT (-97.1993189325774 49.9115922572845)"
"523","CABINET - Equipment #: 9","INT - ARLINGTON & WELLINGTON AVE","1120","890","VEHICLE","49.9003448358405","-97.1682006556194","POINT (-97.1682006556194 49.9003448358405)"
"2318","SIGNAL - Equipment #: 3","INT - KING EDWARD & SASKATCHEWAN","1945","600","VEHICLE","49.9057497555331","-97.2069251912994","POINT (-97.2069251912994 49.9057497555331)"
"528","SIGNAL - Equipment #: 1","INT - LOGAN & MCPHILLIPS","1129","516","VEHICLE","49.9136249297446","-97.1707455396186","POINT (-97.1707455396186 49.9136249297446)"
"1655","SIGNAL - Equipment #: 2","INT - ALEXANDER & WESTON","1186","518","VEHICLE","49.9162731387555","-97.1810201987486","POINT (-97.1810201987486 49.9162731387555)"
"2271","SIGNAL - Equipment #: 6","INT - SMITH & YORK","1580","1059","VEHICLE","49.8893749576881","-97.139851945414","POINT (-97.139851945414 49.8893749576881)"
"999","SIGNAL - Equipment #: 10","INT - JEFFERSON & MCGREGOR","1701","916","VEHICLE","49.9378729568867","-97.1329122668792","POINT (-97.1329122668792 49.9378729568867)"
"2514","SIGNAL - Equipment #: 1","INT - MAIN & MOUNTAIN","1699","201","VEHICLE","49.9196686593732","-97.1294124517301","POINT (-97.1294124517301 49.9196686593732)"
"2495","SIGNAL - Equipment #: 4","INT - MEMORIAL & ST. MARY","1585","1050","VEHICLE","49.8886565840012","-97.1499340068656","POINT (-97.1499340068656 49.8886565840012)"
"1735","SIGNAL - Equipment #: 12","INT - BROOKSIDE & INKSTER","1130","576","VEHICLE","49.9464701667501","-97.2299863299078","POINT (-97.2299863299078 49.9464701667501)"
"2010","SIGNAL - Equipment #: 1","INT - KINGSWAY & STAFFORD","1512","721","VEHICLE","49.873514885038","-97.165638778145","POINT (-97.165638778145 49.873514885038)"
"1328","CABINET - Equipment #: 6","INT - KING & RUPERT","1347","966","VEHICLE","49.9013484846891","-97.1386923284799","POINT (-97.1386923284799 49.9013484846891)"
"1722","SIGNAL - Equipment #: 1","INT - BROOKSIDE & INKSTER","1130","576","VEHICLE","49.946098868189","-97.22982844174","POINT (-97.22982844174 49.946098868189)"
"764","SIGNAL - Equipment #: 3","INT - BURROWS & MCGREGOR","1083","937","VEHICLE","49.91975156282225","-97.14696082919025","POINT (-97.14696082919025 49.91975156282225)"
"2130","SIGNAL - Equipment #: 7","INT - ST. JAMES & WELLINGTON","1434","606","VEHICLE","49.9011218992252","-97.1998799963646","POINT (-97.1998799963646 49.9011218992252)"
"2346","SIGNAL - Equipment #: 5","INT - CENTURY & WELLINGTON","1353","605","VEHICLE","49.9014327872874","-97.2024111003109","POINT (-97.2024111003109 49.9014327872874)"
"1862","CABINET - Equipment #: 10","INT - BROADWAY & KENNEDY","1271","1067","VEHICLE","49.8862224498009","-97.1454622554222","POINT (-97.1454622554222 49.8862224498009)"
"936","SIGNAL - Equipment #: 1","INT - ISABEL & MCDERMOT","1158","978","VEHICLE","49.9002205135685","-97.150731424299","POINT (-97.150731424299 49.9002205135685)"
"1488","SIGNAL - Equipment #: 4","INT - PRINCESS & RUPERT","1325","965","VEHICLE","49.9016151721135","-97.1397140266338","POINT (-97.1397140266338 49.9016151721135)"
"1440","SIGNAL - Equipment #: 3","INT - CARLTON & NOTRE DAME","1281","995","VEHICLE","49.8977373040336","-97.1479386998572","POINT (-97.1479386998572 49.8977373040336)"
"1264","SIGNAL - Equipment #: 1","INT - LEILA & WATSON","1906","479","VEHICLE","49.9549124821879","-97.1517988446511","POINT (-97.1517988446511 49.9549124821879)"
"557","SIGNAL - Equipment #: 6","INT - ARLINGTON & WILLIAM","1526","902","VEHICLE","49.9072439136479","-97.1655458447011","POINT (-97.1655458447011 49.9072439136479)"
"2472","SIGNAL - Equipment #: 8","INT - CARLTON & YORK","1967","1056","VEHICLE","49.8884670569974","-97.143734030865","POINT (-97.143734030865 49.8884670569974)"
"387","SIGNAL - Equipment #: 5","INT - MARYLAND & WOLSELEY","1706","1089","VEHICLE","49.8804023613809","-97.161246442823","POINT (-97.161246442823 49.8804023613809)"
"656","SIGNAL - Equipment #: 5","INT - NOTRE DAME & WALL","1414","526","VEHICLE","49.9080941280959","-97.1801601147835","POINT (-97.1801601147835 49.9080941280959)"
"246","SIGNAL - Equipment #: 6","INT - ELLICE & SHERBROOK","1675","565","VEHICLE","49.8928305398075","-97.1586391603528","POINT (-97.1586391603528 49.8928305398075)"
"1896","CABINET - Equipment #: 9","INT - MARYLAND & WOLSELEY","1706","1089","VEHICLE","49.8803799090605","-97.1608612221586","POINT (-97.1608612221586 49.8803799090605)"
"975","SIGNAL - Equipment #: 8","INT - KING & MCDERMOT","1663","991","VEHICLE","49.8975113599778","-97.1414968041285","POINT (-97.1414968041285 49.8975113599778)"
"1332","SIGNAL - Equipment #: 3","INT - KEEWATIN & LOGAN","1255","589","VEHICLE","49.921502312401","-97.1952754298271","POINT (-97.1952754298271 49.921502312401)"
"2102","SIGNAL - Equipment #: 5","INT - BURROWS & KEEWATIN","1142","581","VEHICLE","49.9383604667149","-97.1951270270284","POINT (-97.1951270270284 49.9383604667149)"
"2044","SIGNAL - Equipment #: 4","INT - BROADWAY & HARGRAVE","1789","1070","VEHICLE","49.8871328818321","-97.1415316473593","POINT (-97.1415316473593 49.8871328818321)"
"849","SIGNAL - Equipment #: 1","INT - ELLEN & WILLIAM","1426","972","VEHICLE","49.9007536602977","-97.1453130944206","POINT (-97.1453130944206 49.9007536602977)"
"1072","SIGNAL - Equipment #: 6","INT - LEILA & MAIN","1289","219","VEHICLE","49.9424611279069","-97.1135983373546","POINT (-97.1135983373546 49.9424611279069)"
"543","CABINET - Equipment #: 12","INT - LOGAN & MCPHILLIPS","1129","516","VEHICLE","49.9134871773242","-97.170777661613","POINT (-97.170777661613 49.9134871773242)"
"2374","CABINET - Equipment #: 8","INT - MEMORIAL & YORK","1750","1053","VEHICLE","49.8878647215547","-97.148556898708","POINT (-97.148556898708 49.8878647215547)"
"1960","CABINET - Equipment #: 9","INT - KEEWATIN & LOGAN","1255","589","VEHICLE","49.9213209850454","-97.1946505134224","POINT (-97.1946505134224 49.9213209850454)"
"1248","SIGNAL - Equipment #: 1","INT - KING EDWARD & LOGAN","1216","584","VEHICLE","49.9253022093732","-97.2065104246002","POINT (-97.2065104246002 49.9253022093732)"
"1661","SIGNAL - Equipment #: 6","INT - ALEXANDER & WESTON","1186","518","VEHICLE","49.9161070065873","-97.1808948038372","POINT (-97.1808948038372 49.9161070065873)"
