"start_date","end_date","archive_type","rows","size","url","added"
"2019-11-01T00:00:00.000","2019-11-30T00:00:00.000","Monthly","8162506","212 MB","http://wpgopendata.blob.core.windows.net/transit-on-time-archive/on_time_performance_2019_11.zip","2020-01-01T07:36:10.000"
"2019-12-01T00:00:00.000","2019-12-31T00:00:00.000","Monthly","8203020","212 MB","http://wpgopendata.blob.core.windows.net/transit-on-time-archive/on_time_performance_2019_12.zip","2020-02-01T07:39:12.000"
"2020-01-01T00:00:00.000","2020-01-31T00:00:00.000","Monthly","8713595","226 MB","http://wpgopendata.blob.core.windows.net/transit-on-time-archive/on_time_performance_2020_01.zip","2020-03-01T07:48:37.000"
"2020-02-01T00:00:00.000","2020-02-29T00:00:00.000","Monthly","7967095","205 MB","http://wpgopendata.blob.core.windows.net/transit-on-time-archive/on_time_performance_2020_02.zip","2020-04-01T07:36:53.000"
"2020-03-01T00:00:00.000","2020-03-31T00:00:00.000","Monthly","8765329","227 MB","http://wpgopendata.blob.core.windows.net/transit-on-time-archive/on_time_performance_2020_03.zip","2020-05-01T07:42:57.000"
"2020-04-01T00:00:00.000","2020-04-30T00:00:00.000","Monthly","8339754","214 MB","http://wpgopendata.blob.core.windows.net/transit-on-time-archive/on_time_performance_2020_04.zip","2020-06-01T07:39:17.000"
"2020-05-01T00:00:00.000","2020-05-31T00:00:00.000","Monthly","6618082","165 MB","http://wpgopendata.blob.core.windows.net/transit-on-time-archive/on_time_performance_2020_05.zip","2020-07-01T07:28:19.000"
"2020-06-01T00:00:00.000","2020-06-30T00:00:00.000","Monthly","6377475","160 MB","http://wpgopendata.blob.core.windows.net/transit-on-time-archive/on_time_performance_2020_06.zip","2020-08-01T07:25:12.000"
"2020-07-01T00:00:00.000","2020-07-31T00:00:00.000","Monthly","6546062","163 MB","http://wpgopendata.blob.core.windows.net/transit-on-time-archive/on_time_performance_2020_07.zip","2020-09-01T07:27:03.000"
"2020-08-01T00:00:00.000","2020-08-31T00:00:00.000","Monthly","7927309","203 MB","http://wpgopendata.blob.core.windows.net/transit-on-time-archive/on_time_performance_2020_08.zip","2020-10-01T07:38:52.000"
"2020-09-01T00:00:00.000","2020-09-30T00:00:00.000","Monthly","7639212","196 MB","http://wpgopendata.blob.core.windows.net/transit-on-time-archive/on_time_performance_2020_09.zip","2020-11-01T07:38:20.000"
"2020-10-01T00:00:00.000","2020-10-31T00:00:00.000","Monthly","7386097","189 MB","http://wpgopendata.blob.core.windows.net/transit-on-time-archive/on_time_performance_2020_10.zip","2020-12-01T07:33:34.000"
"2020-11-01T00:00:00.000","2020-11-30T00:00:00.000","Monthly","7272107","187 MB","http://wpgopendata.blob.core.windows.net/transit-on-time-archive/on_time_performance_2020_11.zip","2021-01-01T07:34:11.000"
"2020-12-01T00:00:00.000","2020-12-31T00:00:00.000","Monthly","7764950","199 MB","http://wpgopendata.blob.core.windows.net/transit-on-time-archive/on_time_performance_2020_12.zip","2021-02-01T07:34:04.000"
"2021-01-01T00:00:00.000","2021-01-31T00:00:00.000","Monthly","7574936","194 MB","http://wpgopendata.blob.core.windows.net/transit-on-time-archive/on_time_performance_2021_01.zip","2021-03-01T07:32:23.000"
"2021-02-01T00:00:00.000","2021-02-28T00:00:00.000","Monthly","6631586","170 MB","http://wpgopendata.blob.core.windows.net/transit-on-time-archive/on_time_performance_2021_02.zip","2021-04-01T07:28:40.000"
"2021-03-01T00:00:00.000","2021-03-31T00:00:00.000","Monthly","8005068","205 MB","http://wpgopendata.blob.core.windows.net/transit-on-time-archive/on_time_performance_2021_03.zip","2021-05-01T07:33:28.000"
"2021-04-01T00:00:00.000","2021-04-30T00:00:00.000","Monthly","7361358","189 MB","http://wpgopendata.blob.core.windows.net/transit-on-time-archive/on_time_performance_2021_04.zip","2021-06-01T07:29:42.000"
"2021-05-01T00:00:00.000","2021-05-31T00:00:00.000","Monthly","7133881","181 MB","http://wpgopendata.blob.core.windows.net/transit-on-time-archive/on_time_performance_2021_05.zip","2021-07-01T07:26:43.000"
"2021-06-01T00:00:00.000","2021-06-30T00:00:00.000","Monthly","7043696","181 MB","http://wpgopendata.blob.core.windows.net/transit-on-time-archive/on_time_performance_2021_06.zip","2021-08-01T07:26:39.000"
"2021-07-01T00:00:00.000","2021-07-31T00:00:00.000","Monthly","5149186","132 MB","http://wpgopendata.blob.core.windows.net/transit-on-time-archive/on_time_performance_2021_07.zip","2021-09-01T07:13:38.000"
"2021-08-01T00:00:00.000","2021-08-31T00:00:00.000","Monthly","4264668","110 MB","http://wpgopendata.blob.core.windows.net/transit-on-time-archive/on_time_performance_2021_08.zip","2021-10-01T07:05:44.000"
"2021-09-01T00:00:00.000","2021-09-30T00:00:00.000","Monthly","4325887","111 MB","http://wpgopendata.blob.core.windows.net/transit-on-time-archive/on_time_performance_2021_09.zip","2021-11-01T07:06:21.000"
"2021-10-01T00:00:00.000","2021-10-31T00:00:00.000","Monthly","4468752","114 MB","http://wpgopendata.blob.core.windows.net/transit-on-time-archive/on_time_performance_2021_10.zip","2022-07-19T16:11:14.000"
"2021-11-01T00:00:00.000","2021-11-30T00:00:00.000","Monthly","4374815","111 MB","http://wpgopendata.blob.core.windows.net/transit-on-time-archive/on_time_performance_2021_11.zip","2022-07-19T12:00:35.000"
"2021-12-01T00:00:00.000","2021-12-31T00:00:00.000","Monthly","4956458","126 MB","http://wpgopendata.blob.core.windows.net/transit-on-time-archive/on_time_performance_2021_12.zip","2022-07-19T12:45:41.000"
"2022-01-01T00:00:00.000","2022-01-31T00:00:00.000","Monthly","4631805","117 MB","http://wpgopendata.blob.core.windows.net/transit-on-time-archive/on_time_performance_2022_01.zip","2022-07-19T13:28:45.000"
"2022-02-01T00:00:00.000","2022-02-28T00:00:00.000","Monthly","3897802","99 MB","http://wpgopendata.blob.core.windows.net/transit-on-time-archive/on_time_performance_2022_02.zip","2022-07-19T14:05:42.000"
"2022-03-01T00:00:00.000","2022-03-31T00:00:00.000","Monthly","4745488","121 MB","http://wpgopendata.blob.core.windows.net/transit-on-time-archive/on_time_performance_2022_03.zip","2022-07-19T14:48:47.000"
"2022-04-01T00:00:00.000","2022-04-30T00:00:00.000","Monthly","4251223","107 MB","http://wpgopendata.blob.core.windows.net/transit-on-time-archive/on_time_performance_2022_04.zip","2022-07-19T15:29:00.000"
"2022-05-01T00:00:00.000","2022-05-31T00:00:00.000","Monthly","4379103","110 MB","http://wpgopendata.blob.core.windows.net/transit-on-time-archive/on_time_performance_2022_05.zip","2022-07-19T10:59:17.000"
"2022-06-01T00:00:00.000","2022-06-30T00:00:00.000","Monthly","4143230","106 MB","http://wpgopendata.blob.core.windows.net/transit-on-time-archive/on_time_performance_2022_06.zip","2022-08-01T07:07:36.000"
"2022-07-01T00:00:00.000","2022-07-31T00:00:00.000","Monthly","4195271","106 MB","http://wpgopendata.blob.core.windows.net/transit-on-time-archive/on_time_performance_2022_07.zip","2022-09-01T07:07:36.000"
