"the_geom","objectid","asset_id","bmp","emp","b_lat","b_lon","b_ele","e_lat","e_lon","e_ele","beg_frame","end_frame","comments","prefix","route","session_nm","island","lane_id","direction","surveyed","source","type","length","obstructed","damaged","condition","deliveryid","lrm_name","nhs","pfes_id","shape_length","weathered","height","vegetation"
"MULTILINESTRING ((-159.342784101181 22.179817818682, -159.342774100362 22.17981781894))","9703","-LfMJ2z0GP1UmOUh_WPPpV","17.40175","17.40175","22.1798212","-159.34279843","381.700012207031","22.1798212","-159.34279843","381.700012207031","5393","5393",,"SR","56","Kauai_SR_56_CTR_-_2019","Kauai","CTR","-MP","09-APR-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","YES","NA","1.11328605605696","NO","37","NO"
"MULTILINESTRING ((-156.917177295843 20.818600101635, -156.91714590274 20.818636852497))","4761","-La_KU3WGhXaSBuYV2Vpr-","0.08323","0.08643","20.81860354","-156.91719174","1607.69995117188","20.81864029","-156.91716034","1609.90002441406","86","88",,"CR","442","Lanai_CR_442_CTR_+_2019","Lanai","CTR","+MP","01-FEB-2019","MS2019","Ground-Mounted Delineator","17","NO","NO","GOOD","MARCH_2020_1","CDS","NO","NA","5.60084826486088","NO","42","NO"
"MULTILINESTRING ((-155.467409543638 19.208181626936, -155.467399543263 19.208181627086))","13772","-LdJk67yFgauf2W2Jxlbh-","50.63948","50.63948","19.20818512","-155.46742406","1001.70001220703","19.20818512","-155.46742406","1001.70001220703","35681","35681",,"SR","11","Hawaii_SR_11_CTR_-_2019","Hawaii","CTR","-MP","22-MAR-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","NO","NA","1.11323662488917","NO","27","NO"
"MULTILINESTRING ((-157.940151158627 21.344701957993, -157.940141158774 21.344701957245))","634","-L_PBULeIhHq9nCRoWkW4F","0.05258","0.05258","21.34470538","-157.94016556","86.9000015258789","21.34470538","-157.94016556","86.9000015258789","79","79",,"RMP","92","Oahu_RMP_92_WB_1_CTR_+_2019","Oahu","WB","+MP","14-FEB-2019","MS2019","Tubular Marker White","0","NO","YES","POOR","MARCH_2020_1","CDS","YES","Oahu_92_+MP_0","1.11317846910212","NO","14","YES"
"MULTILINESTRING ((-156.133295731055 20.820680209898, -156.13328573207 20.820680209572))","8219","-Lff6Fo3IMeVPRCLIjmJCk","21.42305","21.42305","20.82068364","-156.1333102","1308.30004882813","20.82068364","-156.1333102","1308.30004882813","6697","6697",,"SR","360","Maui_SR_360_CTR_-_2019","Maui","CTR","-MP","21-MAR-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","NO","NA","1.11308195509603","NO","41","NO"
"MULTILINESTRING ((-156.369684802076 20.924621569393, -156.369674802373 20.924621569634))","7757","-LcHQM8zFcu9V53UBoxvgV","7.64302","7.64302","20.924625","-156.36969926","80.4000015258789","20.924625","-156.36969926","80.4000015258789","4326","4326",,"SR","36","Maui_SR_36_CTR_-_2019","Maui","CTR","-MP","21-MAR-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","YES","NA","1.11316182501406","NO","48","NO"
"MULTILINESTRING ((-155.489383457505 19.177219756169, -155.489403342137 19.177199591715))","14399","-LchtE97Fju4S2dYPK--TV","53.25117","53.25307","19.17722325","-155.48939797","531","19.17720309","-155.48941786","531.200012207031","26614","26615",,"SR","11","Hawaii_SR_11_CTR_+_2019","Hawaii","CTR","+MP","19-MAR-2019","MS2019","Ground-Mounted Delineator","10","NO","NO","GOOD","MARCH_2020_1","CDS","NO","Hawaii_11_+MP_51.43","3.24775675014027","NO","31","NO"
"MULTILINESTRING ((-156.129198180895 20.818088442501, -156.129138584707 20.818068535235))","8476","-LfR_xd0I8XTQB8Is8lyv-","22.02363","22.02768","20.81809187","-156.12921265","1314.40002441406","20.81807196","-156.12915305","1314.40002441406","11057","11059",,"SR","360","Maui_SR_360_CTR_+_2019","Maui","CTR","+MP","21-MAR-2019","MS2019","Ground-Mounted Delineator","22","NO","NO","GOOD","MARCH_2020_1","CDS","NO","Maui_360_+MP_19.46","7.045124106297","NO","45","NO"
"MULTILINESTRING ((-157.984030275364 21.69697016968, -157.984042237504 21.696979276832, -157.984053960956 21.696985755475, -157.984066875557 21.696993991273))","2521","-LaJK5YxHLmxQNsKMZa99k","12.91816","12.91539","21.69697357","-157.98404467","62.7999992370605","21.69699739","-157.98408127","62.7999992370605","15311","15313",,"SR","83","Oahu_SR_83_CTR_-_2019","Oahu","CTR","-MP","24-DEC-2019","MS2019","Ground-Mounted Delineator","15","NO","NO","GOOD","MARCH_2020_1","CDS","YES","NA","4.98365698989497","NO","48","NO"
"MULTILINESTRING ((-157.84468328817 21.480572655614, -157.844673287985 21.480572655149))","2283","-M0zpV-kIF1cnRMhsFeFBV","34.44752","34.44752","21.48057607","-157.84469769","72.5999984741211","21.48057607","-157.84469769","72.5999984741211","4562","4562",,"SR","83","Oahu_SR_83_CTR_-_2019","Oahu","CTR","-MP","24-DEC-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","YES","NA","1.11321550373935","NO","35","NO"
"MULTILINESTRING ((-158.076529544622 21.564728123021, -158.076519545857 21.564728122716))","997","-Lb-0UhNHv9WJcemoWWcQ-","1.82661","1.82661","21.56473153","-158.07654394","563.599975585938","21.56473153","-158.07654394","563.599975585938","963","963",,"SR","99","Oahu_SR_99_CTR_+_2019","Oahu","CTR","+MP","07-MAR-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","YES","Oahu_99_+MP_0","1.113057420256","NO","42","NO"
"MULTILINESTRING ((-157.929608426905 21.653669163846, -157.929598427182 21.653669163536))","2824","-M17brpmFULmkbDA14Ns9F","17.71386","17.71386","21.65367257","-157.92962282","63.2000007629395","21.65367257","-157.92962282","63.2000007629395","12916","12916",,"SR","83","Oahu_SR_83_CTR_-_2019","Oahu","CTR","-MP","24-DEC-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","YES","NA","1.11316407533712","NO","52","NO"
"MULTILINESTRING ((-155.835938617559 19.121807431083, -155.835928617553 19.121807431368))","13567","-LdB3i0hGMyRP2KgZKnAzF","81.94985","81.94985","19.12181094","-155.83595313","1719.5","19.12181094","-155.83595313","1719.5","20045","20045",,"SR","11","Hawaii_SR_11_CTR_-_2019","Hawaii","CTR","-MP","22-MAR-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","NO","NA","1.11319555765406","NO","39","NO"
"MULTILINESTRING ((-156.056429327471 20.796240452219, -156.056419327716 20.796240452958))","8466","-LfSeYnZF-Pmyqz2LmQthF","28.21102","28.21102","20.79624388","-156.05644379","606.400024414063","20.79624388","-156.05644379","606.400024414063","14150","14150",,"SR","360","Maui_SR_360_CTR_+_2019","Maui","CTR","+MP","21-MAR-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","NO","Maui_360_+MP_23.3","1.11316765074918","NO","53","NO"
"MULTILINESTRING ((-158.088420476305 21.332536515766, -158.088410475015 21.332536515733))","358","-LbORw3XGe9OmhLYBMGf0F","0.10052","0.10052","21.33253994","-158.08843487","130.5","21.33253994","-158.08843487","130.5","103","103",,"RMP","H-1","Oahu_RMP_H-1_WB_1_CTR_+_2019","Oahu","WB","+MP","12-FEB-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","YES","Oahu_H-1_+MP_0.096","1.1133385635981","NO","40","NO"
"MULTILINESTRING ((-157.936811185753 21.365618279597, -157.936801186413 21.365618279506))","1763","-M1i5JWfHZ1SzhoHm-tPJk","22.00428","22.00428","21.3656217","-157.93682559","74.6999969482422","21.3656217","-157.93682559","74.6999969482422","943","943",,"SR","99","Oahu_SR_99_CTR_-_2019","Oahu","CTR","-MP","23-DEC-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","YES","NA","1.1131214537247","NO","54","NO"
"MULTILINESTRING ((-155.76523030008 20.084732236121, -155.765051884902 20.084520173368))","10606","-Ld7HxYIHi5TB5skAyeR7k","6.38623","6.36747","20.0847357","-155.76524479","3631.10009765625","20.08452363","-155.76506637","3633.60009765625","6490","6500",,"SR","250","Hawaii_SR_250_CTR_-_2019","Hawaii","CTR","-MP","26-MAR-2019","MS2019","Ground-Mounted Delineator","98","NO","NO","GOOD","MARCH_2020_1","CDS","NO","NA","32.0350632209602","NO","31","NO"
"MULTILINESTRING ((-158.105291420522 21.579974730924, -158.105281420653 21.579974730503))","3972","-LcDIvogHAaZRZbkEODf2V","0.38166","0.38166","21.57997814","-158.10530581","70.9000015258789","21.57997814","-158.10530581","70.9000015258789","863","863",,"CR","8300","Oahu_CR_8300_CTR_-_2019","Oahu","CTR","-MP","03-FEB-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","FAIR","MARCH_2020_1","CDS","NO","NA","1.11318034420641","YES","43","NO"
"MULTILINESTRING ((-155.86339960175 19.168273648668, -155.863389601567 19.168273649197))","13527","-LdAz06eG2q_q0DVAbgkMF","85.66446","85.66446","19.16827715","-155.86341411","1708.90002441406","19.16827715","-155.86341411","1708.90002441406","18190","18190",,"SR","11","Hawaii_SR_11_CTR_-_2019","Hawaii","CTR","-MP","22-MAR-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","NO","NA","1.11321531038189","NO","36","NO"
"MULTILINESTRING ((-156.499903274989 20.821410553823, -156.499893275608 20.821410554186))","6897","-LdCkBB7GlL5fGVKchrcu-","5.63764","5.63764","20.82141399","-156.49991773","232.399993896484","20.82141399","-156.49991773","232.399993896484","333","333",,"SR","380","Maui_SR_380_CTR_-_2019","Maui","CTR","-MP","18-MAR-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","NO","NA","1.11312590995977","NO","22","NO"
"MULTILINESTRING ((-155.741705905984 20.211629497513, -155.741799475099 20.211715033596, -155.741873748364 20.211783060654, -155.741928926431 20.21183853821, -155.742000781101 20.211911926464))","10246","-LdzCVk5G2TS2pleJ0Jxzk","26.17994","26.15226","20.21163295","-155.74172039","457.899993896484","20.21191538","-155.74201527","453.299987792969","422","436",,"SR","270","Hawaii_SR_270_CTR_-_2019","Hawaii","CTR","-MP","26-MAR-2019","MS2019","Ground-Mounted Delineator","144","NO","NO","GOOD","MARCH_2020_1","CDS","YES","NA","46.9191558331965","NO","37","NO"
"MULTILINESTRING ((-157.922391890797 21.370214109371, -157.922381890215 21.370214109306))","590","-Lc8nZKCH2yYGzuL9DHN6V","0.81489","0.81489","21.37021753","-157.92240629","94.6999969482422","21.37021753","-157.92240629","94.6999969482422","459","459",,"RMP","H-1","Oahu_RMP_H-1_EB_13A_CTR_+_2019","Oahu","EB","+MP","18-FEB-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","YES","Oahu_H-1_+MP_0.096","1.11325971784925","NO","20","NO"
"MULTILINESTRING ((-158.028197853633 21.489358780566, -158.028187853367 21.489358781129))","1882","-M0RK7UfFZHX_G5ZWcmckk","9.90746","9.90746","21.4893622","-158.02821225","924.5","21.4893622","-158.02821225","924.5","6980","6980",,"SR","99","Oahu_SR_99_CTR_-_2019","Oahu","CTR","-MP","23-DEC-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","YES","NA","1.11322448233794","NO","49","NO"
"MULTILINESTRING ((-156.839101007721 21.056349971027, -156.839091007237 21.056349971095))","6257","-LaL2y-vGQTfH05uM6whmF","12.98378","12.98378","21.0563534","-156.83911545","64","21.0563534","-156.83911545","64","7273","7273",,"SR","450","Molokai_SR_450_CTR_-_2019","Molokai","CTR","-MP","24-JAN-2019","MS2019","Ground-Mounted Delineator","0","NO","YES","POOR","MARCH_2020_1","CDS","NO","NA","1.11324880275114","NO","24","NO"
"MULTILINESTRING ((-155.876486361373 19.353094829054, -155.876408316689 19.352835966847))","13396","-LdA3Pq1IAT0_LNwUxHUkk","98.86662","98.84785","19.35309833","-155.87650086","976.200012207031","19.35283946","-155.87642282","981.599975585938","11597","11605",,"SR","11","Hawaii_SR_11_CTR_-_2019","Hawaii","CTR","-MP","22-MAR-2019","MS2019","Ground-Mounted Delineator","98","NO","NO","GOOD","MARCH_2020_1","CDS","NO","NA","31.7538220264638","NO","25","NO"
"MULTILINESTRING ((-156.126000178934 20.817720254998, -156.125850335092 20.817683723693))","8490","-LfRmo2KHkDay0yfkgAFWV","22.31148","22.32218","20.81772368","-156.12601464","1287.5","20.81768715","-156.1258648","1285.30004882813","11202","11207",,"SR","360","Maui_SR_360_CTR_+_2019","Maui","CTR","+MP","21-MAR-2019","MS2019","Ground-Mounted Delineator","53","NO","NO","GOOD","MARCH_2020_1","CDS","NO","Maui_360_+MP_19.46","17.2385847011525","NO","47","NO"
"MULTILINESTRING ((-156.30796487166 20.79958629541, -156.30795487199 20.799586295503))","7643","-LcHgDQvG7XrLI75V0NyuV","3.58664","3.58664","20.79958973","-156.30797933","2814.5","20.79958973","-156.30797933","2814.5","1844","1844",,"SR","377","Maui_SR_377_CTR_+_2019","Maui","CTR","+MP","20-MAR-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","NO","Maui_377_+MP_0","1.11315813293522","NO","37","NO"
"MULTILINESTRING ((-157.993102217238 21.400127515958, -157.992991333646 21.40002993031, -157.992959429709 21.399967955673, -157.992925576711 21.399899705919))","988","-Lb3iJoOFKqHp7tobgbKrk","16.71058","16.72973","21.40013094","-157.99311661","192","21.39990313","-157.99293997","185.399993896484","8385","8395",,"SR","99","Oahu_SR_99_CTR_+_2019","Oahu","CTR","+MP","07-MAR-2019","MS2019","Ground-Mounted Delineator","104","NO","NO","GOOD","MARCH_2020_1","CDS","YES","Oahu_99_+MP_15.21","34.1904289693274","NO","49","NO"
"MULTILINESTRING ((-155.56388797635 20.050987384877, -155.563877976024 20.050987384351))","12369","-LfRVecYHeeHi_usHhIzMF","49.52501","49.52501","20.05099084","-155.56390247","2745","20.05099084","-155.56390247","2745","24775","24775",,"SR","19","Hawaii_SR_19_CTR_+_2019","Hawaii","CTR","+MP","22-MAR-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","YES","Hawaii_19_+MP_42.74","1.11323120247456","NO","34","NO"
"MULTILINESTRING ((-155.490764222463 19.175838551576, -155.490939425907 19.175661766917, -155.490999651005 19.175600839816, -155.491059614485 19.175519725198, -155.491169613687 19.175407285172, -155.491282585543 19.175295507466))","14401","-LdMDgouHlyo3hM8yJZb8-","53.38239","53.43271","19.17584205","-155.49077874","517.200012207031","19.175299","-155.4912971","512.799987792969","26679","26705",,"SR","11","Hawaii_SR_11_CTR_+_2019","Hawaii","CTR","+MP","19-MAR-2019","MS2019","Tubular Marker White","267","NO","NO","GOOD","MARCH_2020_1","CDS","NO","Hawaii_11_+MP_51.43","86.279546200199","NO","37","NO"
"MULTILINESTRING ((-155.120699537327 19.885009810874, -155.120689537979 19.885009810999))","11216","-Lg_KQLMGP9tVGjsPGSOrV","14.23612","14.23612","19.88501327","-155.12071404","178.100006103516","19.88501327","-155.12071404","178.100006103516","42610","42610",,"SR","19","Hawaii_SR_19_CTR_-_2019","Hawaii","CTR","-MP","13-MAR-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","YES","NA","1.11312228451146","NO","49","NO"
"MULTILINESTRING ((-156.451602620435 20.767455914548, -156.451652108527 20.767437030534))","8831","-Lc1B81TI-iZoCfc3qkVDF","1.47455","1.47512","20.76745935","-156.45161708","108.300003051758","20.76744047","-156.45166656","108.599998474121","788","788",,"SR","31","Maui_SR_31_CTR_+_2019","Maui","CTR","+MP","16-MAR-2019","MS2019","Tubular Marker Yellow","18","NO","NO","GOOD","MARCH_2020_1","CDS","YES","Maui_31_+MP_0","5.95008495907636","NO","37","NO"
"MULTILINESTRING ((-156.493649616376 20.828067190336, -156.493639615637 20.828067190275))","6879","-Lc7eeoMGTPFn5HPOrlUsV","5.0247","5.0247","20.82807062","-156.49366407","232.100006103516","20.82807062","-156.49366407","232.100006103516","640","640",,"SR","380","Maui_SR_380_CTR_-_2019","Maui","CTR","-MP","18-MAR-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","NO","NA","1.11327711867677","NO","18","NO"
"MULTILINESTRING ((-157.856179594235 21.313048430169, -157.856171756681 21.313042277129))","3789","-M0ZvpwCF7qjFIJGChyH2k","0.00916","0.00916","21.31305185","-157.856194","90.1999969482422","21.31305185","-157.856194","90.1999969482422","5337","5337",,"SR","61","Oahu_SR_61_CTR_-_2019","Oahu","CTR","-MP","28-DEC-2019","MS2019","Ground-Mounted Delineator","3","NO","NO","GOOD","MARCH_2020_1","CDS","YES","NA","1.14095660962606","NO","59","NO"
"MULTILINESTRING ((-155.834350958909 20.043877087667, -155.834311996704 20.04386266743))","10375","-LeTF54YIXaF2dSiAu05g-","2.03317","2.03081","20.04388055","-155.83436545","123.599998474121","20.04386613","-155.83432648","125.199996948242","12495","12497",,"SR","270","Hawaii_SR_270_CTR_-_2019","Hawaii","CTR","-MP","26-MAR-2019","MS2019","Tubular Marker Yellow","14","NO","NO","GOOD","MARCH_2020_1","CDS","YES","NA","4.66171585063803","NO","25","NO"
"MULTILINESTRING ((-157.729472853674 21.353185719815, -157.729462853792 21.353185720047))","3370","-M0Zb675Gg1pNieKP1fhiV","2.61734","2.61734","21.35318914","-157.72948726","98.5","21.35318914","-157.72948726","98.5","7950","7950",,"SR","72","Oahu_SR_72_CTR_-_2019","Oahu","CTR","-MP","23-DEC-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","FAIR","MARCH_2020_1","CDS","YES","NA","1.11318178881742","NO","33","YES"
"MULTILINESTRING ((-156.326611486594 20.792432558332, -156.326601486319 20.792432558647))","7032","-LeFFLSaIkeGvx-kMnnb0V","10.35817","10.35817","20.79243599","-156.32662595","2372.10009765625","20.79243599","-156.32662595","2372.10009765625","5542","5542",,"SR","37","Maui_SR_37_CTR_-_2019","Maui","CTR","-MP","27-MAR-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","YES","NA","1.11322553891478","NO","45","NO"
"MULTILINESTRING ((-155.996265729751 20.705505272691, -155.996255729704 20.705505272334))","4253","-LdfiwzdFhyyfN2O0wdFmV","34.7517","34.7517","20.7055087","-155.9962802","136.399993896484","20.7055087","-155.9962802","136.399993896484","1932","1932",,"CR","3700","Maui_CR_3700_CTR_-_2019","Maui","CTR","-MP","27-MAR-2019","MS2019","Tubular Marker Yellow","0","NO","NO","GOOD","MARCH_2020_1","CDS","NO","NA","1.11320011771443","NO","42","NO"
"MULTILINESTRING ((-156.250845330981 20.915279022778, -156.25083533072 20.915279022402))","8322","-LhIVH1ZHWPlmyN3vj2aY-","1.52786","1.52786","20.91528245","-156.25085979","623.5","20.91528245","-156.25085979","623.5","16654","16654",,"SR","360","Maui_SR_360_CTR_-_2019","Maui","CTR","-MP","21-MAR-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","NO","NA","1.11322395593784","NO","43","NO"
"MULTILINESTRING ((-158.072483657551 21.629625267835, -158.072473656263 21.629625268042))","2609","-M19OWaIHtTusku4w4ovN-","4.50349","4.50349","21.62962867","-158.07249805","72.8000030517578","21.62962867","-158.07249805","72.8000030517578","19513","19513",,"SR","83","Oahu_SR_83_CTR_-_2019","Oahu","CTR","-MP","24-DEC-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","YES","NA","1.11333826584401","NO","46","NO"
"MULTILINESTRING ((-154.856884222108 19.44420520197, -154.856962826058 19.4441272644, -154.857042766253 19.444048669218))","5993","-Lexj37MFOPMLbYtU_pSc-","5.105","5.12019","19.44420867","-154.85689874","82.0999984741211","19.44405214","-154.85705729","78.6999969482422","867","875",,"CR","137","Hawaii_CR_137_CTR_+_2019","Hawaii","CTR","+MP","29-MAR-2019","MS2019","Ground-Mounted Delineator","79","NO","NO","GOOD","MARCH_2020_1","CDS","NO","NA","25.5532399476906","NO","41","NO"
"MULTILINESTRING ((-157.761589711298 21.421757731012, -157.761513472189 21.422084745139, -157.761413712502 21.422573061554, -157.761257409448 21.423102783638))","743","-LdLRf-qH9mVTrB1Qy_AE-","14.25719","14.35333","21.42176115","-157.76160412","167.899993896484","21.4231062","-157.76127181","155.899993896484","7161","7211",,"SR","H-3","Oahu_SR_H-3_CTR_+_2019","Oahu","CTR","+MP","14-FEB-2019","MS2019","Ground-Mounted Delineator","502","NO","NO","GOOD","MARCH_2020_1","CDS","YES","Oahu_H-3_+MP_13.2","165.145912568958","NO","28","NO"
"MULTILINESTRING ((-158.03649656307 21.508294072962, -158.036527280256 21.50832132649))","1310","-LZrQKgkHCXK4L0y3Jmjh-","1.39032","1.39305","21.50829749","-158.03651096","1012.40002441406","21.50832474","-158.03654167","1012.5","730","732",,"SR","80","Oahu_SR_80_CTR_+_2019","Oahu","CTR","+MP","24-JAN-2019","MS2019","Ground-Mounted Delineator","14","NO","NO","FAIR","MARCH_2020_1","CDS","YES","Oahu_80_+MP_0.54","4.72504782778985","NO","16","YES"
"MULTILINESTRING ((-158.05465491854 21.660823492482, -158.05464491804 21.660823492458))","1157","-LhcqjpBI7aezhvzsCoWaV","7.35593","7.35593","21.6608269","-158.05466931","67.5","21.6608269","-158.05466931","67.5","3719","3719",,"SR","83","Oahu_SR_83_CTR_+_2019","Oahu","CTR","+MP","23-JAN-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","YES","Oahu_83_+MP_7.22","1.11325052380934","NO","36","NO"
"MULTILINESTRING ((-158.008197326583 21.31153706676, -158.008187326889 21.311537066526))","3161","-M0_0LYjH99jEsiP5e2jt-","1.1295","1.1295","21.31154049","-158.00821172","61.9000015258789","21.31154049","-158.00821172","61.9000015258789","2788","2788",,"SR","76","Oahu_SR_76_CTR_-_2019","Oahu","CTR","-MP","23-DEC-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","NO","NA","1.11316082289256","NO","46","NO"
"MULTILINESTRING ((-159.672834381376 22.031561633235, -159.672808867528 22.031580686105))","4928","-LeKBRSzFBq11bpzLFR_FV","7.15351","7.15554","22.03156503","-159.6728487","2276.89990234375","22.03158408","-159.67282319","2278","3634","3635",,"CR","552","Kauai_CR_552_CTR_+_2019","Kauai","CTR","+MP","10-APR-2019","MS2019","Ground-Mounted Delineator","11","NO","NO","GOOD","MARCH_2020_1","CDS","NO","NA","3.64715949812578","NO","55","NO"
"MULTILINESTRING ((-156.763272062093 21.094000437549, -156.763262062353 21.094000437476))","6391","-LaH7kVKFyP-vskPFftLA-","18.73345","18.73345","21.09400386","-156.7632865","63.5","21.09400386","-156.7632865","63.5","4407","4407",,"SR","450","Molokai_SR_450_CTR_-_2019","Molokai","CTR","-MP","24-JAN-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","NO","NA","1.11316602680577","NO","42","NO"
"MULTILINESTRING ((-158.194923748872 21.452580069916, -158.19491374886 21.452580069687))","2078","-M0VvM0AF1yBhumaTxFE2V","11.6909","11.6909","21.45258349","-158.19493814","64.1999969482422","21.45258349","-158.19493814","64.1999969482422","3965","3965",,"SR","93","Oahu_SR_93_CTR_-_2019","Oahu","CTR","-MP","23-DEC-2019","MS2019","Ground-Mounted Delineator","0","NO","YES","POOR","MARCH_2020_1","CDS","YES","NA","1.11319628764232","NO","49","NO"
"MULTILINESTRING ((-155.064176870587 19.702889666745, -155.064166870832 19.70288966716))","14146","-LdQFnUvFDLaFGETbmVMyF","1.34893","1.34893","19.70289313","-155.06419138","124.199996948242","19.70289313","-155.06419138","124.199996948242","60280","60280",,"SR","11","Hawaii_SR_11_CTR_-_2019","Hawaii","CTR","-MP","22-MAR-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","NO","NA","1.1131676669796","NO","38","NO"
"MULTILINESTRING ((-156.216832222784 20.892624391649, -156.216822222326 20.89262439122))","8358","-LgfOIjoFLPrhqoYCyErkF","5.35711","5.35711","20.89262782","-156.21684668","781.799987792969","20.89262782","-156.21684668","781.799987792969","2704","2704",,"SR","360","Maui_SR_360_CTR_+_2019","Maui","CTR","+MP","21-MAR-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","NO","Maui_360_+MP_3.32","1.11324596522466","NO","45","NO"
"MULTILINESTRING ((-156.307301880866 20.784245059843, -156.306978381074 20.783921572745, -156.306963519366 20.783901915853, -156.306952971572 20.783887529718, -156.306942727768 20.783873108629, -156.30693279592 20.783858582291, -156.306923183691 20.783843951726, -156.306913898358 20.78382923962, -156.306904965387 20.783814417481, -156.30689641234 20.783799446921, -156.306892058931 20.783791425504))","7678","-LcI1ROmIGqyOZO7_i81RV","4.82907","4.87094","20.78424849","-156.30731634","3159.69995117188","20.78379486","-156.30690652","3173.30004882813","2465","2486",,"SR","377","Maui_SR_377_CTR_+_2019","Maui","CTR","+MP","20-MAR-2019","MS2019","Ground-Mounted Delineator","217","NO","NO","GOOD","MARCH_2020_1","CDS","NO","Maui_377_+MP_0","70.9824594056801","NO","34","NO"
"MULTILINESTRING ((-157.849642033641 21.487526138103, -157.849649064232 21.487539168953))","2998","-L_z_CMQI4yzCEK1TyctiV","33.84823","33.84723","21.48752955","-157.84965643","63.0999984741211","21.48754258","-157.84966346","63","4862","4862",,"SR","83","Oahu_SR_83_CTR_-_2019","Oahu","CTR","-MP","24-DEC-2019","MS2019","Ground-Mounted Delineator","5","NO","NO","GOOD","MARCH_2020_1","CDS","YES","NA","1.74436687636075","NO","46","NO"
"MULTILINESTRING ((-155.047917341512 19.644694537472, -155.047907341749 19.644694537518))","14533","-LdIEaYwIpXM1udgeu2CQk","5.6667","5.6667","19.644698","-155.04793185","345.600006103516","19.644698","-155.04793185","345.600006103516","2878","2878",,"SR","11","Hawaii_SR_11_CTR_+_2019","Hawaii","CTR","+MP","19-MAR-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","NO","Hawaii_11_+MP_3.31","1.11316847430038","NO","32","NO"
"MULTILINESTRING ((-155.955377629667 19.588382696774, -155.955376832686 19.588397010291, -155.95536186899 19.588406496782))","5686","-LbRnBHwFJ92qjaEjrn2RV","0.51184","0.50993","19.58838618","-155.95539212","680.099975585938","19.58840998","-155.95537636","680.400024414063","54","55",,"CR","187","Hawaii_CR_187_CTR_-_2019","Hawaii","CTR","-MP","04-MAR-2019","MS2019","Ground-Mounted Delineator","11","NO","NO","GOOD","MARCH_2020_1","CDS","NO","NA","3.70135213149348","NO","29","NO"
"MULTILINESTRING ((-155.863473042699 19.168855457664, -155.863463043429 19.168855458208))","13532","-LdAyvsgHuHu6Brgn3Z1z-","85.70468","85.70468","19.16885896","-155.86348755","1705.40002441406","19.16885896","-155.86348755","1705.40002441406","18170","18170",,"SR","11","Hawaii_SR_11_CTR_-_2019","Hawaii","CTR","-MP","22-MAR-2019","MS2019","Ground-Mounted Delineator","0","NO","YES","POOR","MARCH_2020_1","CDS","NO","NA","1.11311358025675","NO","24","NO"
