"ward","neighbourhood_number","neighbourhood_name","age","female","male"
"Ward 1","3330","PARKVIEW","3","18","18"
"Ward 1","3330","PARKVIEW","4","11","15"
"Ward 1","3330","PARKVIEW","5","16","21"
"Ward 1","3330","PARKVIEW","6","23","14"
"Ward 1","3330","PARKVIEW","7","18","19"
"Ward 1","3330","PARKVIEW","8","12","18"
"Ward 1","3330","PARKVIEW","9","19","14"
"Ward 1","3330","PARKVIEW","10","19","11"
"Ward 1","3330","PARKVIEW","11","13","19"
"Ward 1","3330","PARKVIEW","12","15","15"
"Ward 1","3330","PARKVIEW","13","16","27"
"Ward 1","3330","PARKVIEW","14","12","22"
"Ward 1","3330","PARKVIEW","15","19","16"
"Ward 1","3330","PARKVIEW","16","15","23"
"Ward 1","3330","PARKVIEW","17","23","12"
"Ward 1","3330","PARKVIEW","18","22","22"
"Ward 1","3330","PARKVIEW","19","20","23"
"Ward 1","3330","PARKVIEW","20","25","24"
"Ward 1","3330","PARKVIEW","21","22","18"
"Ward 1","3330","PARKVIEW","22","16","18"
"Ward 1","3330","PARKVIEW","23","15","12"
"Ward 1","3330","PARKVIEW","24","15","21"
"Ward 1","3330","PARKVIEW","25","11","5"
"Ward 1","3330","PARKVIEW","26","14","14"
"Ward 1","3330","PARKVIEW","27","18","10"
"Ward 1","3330","PARKVIEW","28","5","11"
"Ward 1","3330","PARKVIEW","29","18","15"
"Ward 1","3330","PARKVIEW","30","17","11"
"Ward 1","3330","PARKVIEW","31","11","12"
"Ward 1","3330","PARKVIEW","32","23","18"
"Ward 1","3330","PARKVIEW","33","21","13"
"Ward 1","3330","PARKVIEW","34","15","9"
"Ward 1","3330","PARKVIEW","35","12","17"
"Ward 1","3330","PARKVIEW","36","17","19"
"Ward 1","3330","PARKVIEW","37","19","26"
"Ward 1","3330","PARKVIEW","38","30","16"
"Ward 1","3330","PARKVIEW","39","18","17"
"Ward 1","3330","PARKVIEW","40","20","13"
"Ward 1","3330","PARKVIEW","41","18","21"
"Ward 1","3330","PARKVIEW","42","21","22"
"Ward 1","3330","PARKVIEW","43","13","17"
"Ward 1","3330","PARKVIEW","44","27","25"
"Ward 1","3330","PARKVIEW","45","20","19"
"Ward 1","3330","PARKVIEW","46","23","8"
"Ward 1","3330","PARKVIEW","47","17","31"
"Ward 1","3330","PARKVIEW","48","18","19"
"Ward 1","3330","PARKVIEW","49","25","26"
"Ward 1","3330","PARKVIEW","50","32","27"
"Ward 1","3330","PARKVIEW","51","39","25"
"Ward 1","3330","PARKVIEW","52","35","28"
"Ward 1","3330","PARKVIEW","53","25","18"
"Ward 1","3330","PARKVIEW","54","35","35"
"Ward 1","3330","PARKVIEW","55","31","31"
"Ward 1","3330","PARKVIEW","56","24","29"
"Ward 1","3330","PARKVIEW","57","32","26"
"Ward 1","3330","PARKVIEW","58","26","25"
"Ward 1","3330","PARKVIEW","59","24","24"
"Ward 1","3330","PARKVIEW","60","24","33"
"Ward 1","3330","PARKVIEW","61","25","23"
"Ward 1","3330","PARKVIEW","62","16","25"
"Ward 1","3330","PARKVIEW","63","22","19"
"Ward 1","3330","PARKVIEW","64","17","17"
"Ward 1","3330","PARKVIEW","65","20","19"
"Ward 1","3330","PARKVIEW","66","16","13"
"Ward 1","3330","PARKVIEW","67","17","16"
"Ward 1","3330","PARKVIEW","68","13","14"
"Ward 1","3330","PARKVIEW","69","11","15"
"Ward 1","3330","PARKVIEW","70","16","11"
"Ward 1","3330","PARKVIEW","71","8","13"
"Ward 1","3330","PARKVIEW","72","7","11"
"Ward 1","3330","PARKVIEW","73","14","10"
"Ward 1","3330","PARKVIEW","74","15","14"
"Ward 1","3330","PARKVIEW","75","9","7"
"Ward 1","3330","PARKVIEW","76","11","11"
"Ward 1","3330","PARKVIEW","77","6","9"
"Ward 1","3330","PARKVIEW","78","10","5"
"Ward 1","3330","PARKVIEW","79","7","7"
"Ward 1","3330","PARKVIEW","80","16","7"
"Ward 1","3330","PARKVIEW","81","12","9"
"Ward 1","3330","PARKVIEW","82","15","8"
"Ward 1","3330","PARKVIEW","83","6","7"
"Ward 1","3330","PARKVIEW","84","14","6"
"Ward 1","3330","PARKVIEW","85+","48","33"
"Ward 1","3330","PARKVIEW","No Response","129","116"
"Ward 1","3380","RIVER VALLEY CAPITOL HILL","0","0","0"
"Ward 1","3380","RIVER VALLEY CAPITOL HILL","1","0","0"
"Ward 1","3380","RIVER VALLEY CAPITOL HILL","2","0","0"
"Ward 1","3380","RIVER VALLEY CAPITOL HILL","3","0","0"
"Ward 1","3380","RIVER VALLEY CAPITOL HILL","4","0","0"
"Ward 1","3380","RIVER VALLEY CAPITOL HILL","5","0","0"
"Ward 1","3380","RIVER VALLEY CAPITOL HILL","6","0","0"
"Ward 1","3380","RIVER VALLEY CAPITOL HILL","7","0","0"
"Ward 1","3380","RIVER VALLEY CAPITOL HILL","8","0","0"
"Ward 1","3380","RIVER VALLEY CAPITOL HILL","9","0","0"
"Ward 1","3380","RIVER VALLEY CAPITOL HILL","10","0","0"
"Ward 1","3380","RIVER VALLEY CAPITOL HILL","11","0","0"
"Ward 1","3380","RIVER VALLEY CAPITOL HILL","12","0","0"
"Ward 1","3380","RIVER VALLEY CAPITOL HILL","13","0","0"
"Ward 1","3380","RIVER VALLEY CAPITOL HILL","14","0","0"
"Ward 1","3380","RIVER VALLEY CAPITOL HILL","15","0","0"
"Ward 1","3380","RIVER VALLEY CAPITOL HILL","16","0","0"
"Ward 1","3380","RIVER VALLEY CAPITOL HILL","17","0","0"
"Ward 1","3380","RIVER VALLEY CAPITOL HILL","18","0","0"
"Ward 1","3380","RIVER VALLEY CAPITOL HILL","19","0","0"
"Ward 1","3380","RIVER VALLEY CAPITOL HILL","20","0","0"
"Ward 1","3380","RIVER VALLEY CAPITOL HILL","21","0","0"
"Ward 1","3380","RIVER VALLEY CAPITOL HILL","22","0","0"
"Ward 1","3380","RIVER VALLEY CAPITOL HILL","23","0","0"
"Ward 1","3380","RIVER VALLEY CAPITOL HILL","24","0","0"
"Ward 1","3380","RIVER VALLEY CAPITOL HILL","25","0","0"
"Ward 1","3380","RIVER VALLEY CAPITOL HILL","26","0","0"
"Ward 1","3380","RIVER VALLEY CAPITOL HILL","27","0","0"
"Ward 1","3380","RIVER VALLEY CAPITOL HILL","28","0","0"
"Ward 1","3380","RIVER VALLEY CAPITOL HILL","29","0","0"
"Ward 1","3380","RIVER VALLEY CAPITOL HILL","30","0","0"
"Ward 1","3380","RIVER VALLEY CAPITOL HILL","31","0","0"
"Ward 1","3380","RIVER VALLEY CAPITOL HILL","32","0","0"
"Ward 1","3380","RIVER VALLEY CAPITOL HILL","33","0","0"
"Ward 1","3380","RIVER VALLEY CAPITOL HILL","34","0","0"
"Ward 1","3380","RIVER VALLEY CAPITOL HILL","35","0","0"
"Ward 1","3380","RIVER VALLEY CAPITOL HILL","36","0","0"
"Ward 1","3380","RIVER VALLEY CAPITOL HILL","37","0","0"
"Ward 1","3380","RIVER VALLEY CAPITOL HILL","38","0","0"
"Ward 1","3380","RIVER VALLEY CAPITOL HILL","39","0","0"
"Ward 1","3380","RIVER VALLEY CAPITOL HILL","40","0","0"
"Ward 1","3380","RIVER VALLEY CAPITOL HILL","41","0","0"
"Ward 1","3380","RIVER VALLEY CAPITOL HILL","42","0","0"
"Ward 1","3380","RIVER VALLEY CAPITOL HILL","43","0","0"
"Ward 1","3380","RIVER VALLEY CAPITOL HILL","44","0","0"
"Ward 1","3380","RIVER VALLEY CAPITOL HILL","45","0","0"
"Ward 1","3380","RIVER VALLEY CAPITOL HILL","46","0","0"
"Ward 1","3380","RIVER VALLEY CAPITOL HILL","47","0","0"
"Ward 1","3380","RIVER VALLEY CAPITOL HILL","48","0","0"
"Ward 1","3380","RIVER VALLEY CAPITOL HILL","49","0","0"
"Ward 1","3380","RIVER VALLEY CAPITOL HILL","50","0","0"
"Ward 1","3380","RIVER VALLEY CAPITOL HILL","51","0","0"
"Ward 1","3380","RIVER VALLEY CAPITOL HILL","52","0","0"
"Ward 1","3380","RIVER VALLEY CAPITOL HILL","53","0","0"
"Ward 1","3380","RIVER VALLEY CAPITOL HILL","54","0","0"
"Ward 1","3380","RIVER VALLEY CAPITOL HILL","55","0","0"
"Ward 1","3380","RIVER VALLEY CAPITOL HILL","56","0","0"
"Ward 1","3380","RIVER VALLEY CAPITOL HILL","57","0","0"
"Ward 1","3380","RIVER VALLEY CAPITOL HILL","58","0","0"
"Ward 1","3380","RIVER VALLEY CAPITOL HILL","59","0","0"
"Ward 1","3380","RIVER VALLEY CAPITOL HILL","60","0","0"
"Ward 1","3380","RIVER VALLEY CAPITOL HILL","61","0","0"
"Ward 1","3380","RIVER VALLEY CAPITOL HILL","62","0","0"
"Ward 1","3380","RIVER VALLEY CAPITOL HILL","63","0","0"
"Ward 1","3380","RIVER VALLEY CAPITOL HILL","64","0","0"
"Ward 1","3380","RIVER VALLEY CAPITOL HILL","65","0","0"
"Ward 1","3380","RIVER VALLEY CAPITOL HILL","66","0","0"
"Ward 1","3380","RIVER VALLEY CAPITOL HILL","67","0","0"
"Ward 1","3380","RIVER VALLEY CAPITOL HILL","68","0","0"
"Ward 1","3380","RIVER VALLEY CAPITOL HILL","69","0","0"
"Ward 1","3380","RIVER VALLEY CAPITOL HILL","70","0","0"
"Ward 1","3380","RIVER VALLEY CAPITOL HILL","71","0","0"
"Ward 1","3380","RIVER VALLEY CAPITOL HILL","72","0","0"
"Ward 1","3380","RIVER VALLEY CAPITOL HILL","73","0","0"
"Ward 1","3380","RIVER VALLEY CAPITOL HILL","74","0","0"
"Ward 1","3380","RIVER VALLEY CAPITOL HILL","75","0","0"
"Ward 1","3380","RIVER VALLEY CAPITOL HILL","76","0","0"
"Ward 1","3380","RIVER VALLEY CAPITOL HILL","77","0","0"
"Ward 1","3380","RIVER VALLEY CAPITOL HILL","78","0","0"
"Ward 1","3380","RIVER VALLEY CAPITOL HILL","79","0","0"
"Ward 1","3380","RIVER VALLEY CAPITOL HILL","80","0","0"
"Ward 1","3380","RIVER VALLEY CAPITOL HILL","81","0","0"
"Ward 1","3380","RIVER VALLEY CAPITOL HILL","82","0","0"
"Ward 1","3380","RIVER VALLEY CAPITOL HILL","83","0","0"
"Ward 1","3380","RIVER VALLEY CAPITOL HILL","84","0","0"
"Ward 1","3380","RIVER VALLEY CAPITOL HILL","85+","0","0"
"Ward 1","3380","RIVER VALLEY CAPITOL HILL","No Response","0","0"
"Ward 1","4010","ALBERTA PARK INDUSTRIAL","0","0","0"
"Ward 1","4010","ALBERTA PARK INDUSTRIAL","1","0","0"
"Ward 1","4010","ALBERTA PARK INDUSTRIAL","2","0","0"
"Ward 1","4010","ALBERTA PARK INDUSTRIAL","3","0","0"
"Ward 1","4010","ALBERTA PARK INDUSTRIAL","4","0","0"
"Ward 1","4010","ALBERTA PARK INDUSTRIAL","5","0","0"
"Ward 1","4010","ALBERTA PARK INDUSTRIAL","6","0","0"
"Ward 1","4010","ALBERTA PARK INDUSTRIAL","7","0","0"
"Ward 1","4010","ALBERTA PARK INDUSTRIAL","8","0","0"
"Ward 1","4010","ALBERTA PARK INDUSTRIAL","9","0","0"
"Ward 1","4010","ALBERTA PARK INDUSTRIAL","10","0","0"
"Ward 1","4010","ALBERTA PARK INDUSTRIAL","11","0","0"
"Ward 1","4010","ALBERTA PARK INDUSTRIAL","12","0","0"
"Ward 1","4010","ALBERTA PARK INDUSTRIAL","13","0","0"
"Ward 1","4010","ALBERTA PARK INDUSTRIAL","14","0","0"
"Ward 1","4010","ALBERTA PARK INDUSTRIAL","15","0","0"
"Ward 1","4010","ALBERTA PARK INDUSTRIAL","16","0","0"
"Ward 1","4010","ALBERTA PARK INDUSTRIAL","17","0","0"
"Ward 1","4010","ALBERTA PARK INDUSTRIAL","18","0","0"
"Ward 1","4010","ALBERTA PARK INDUSTRIAL","19","0","0"
"Ward 1","4010","ALBERTA PARK INDUSTRIAL","20","0","0"
"Ward 1","4010","ALBERTA PARK INDUSTRIAL","21","0","0"
"Ward 1","4010","ALBERTA PARK INDUSTRIAL","22","0","0"
"Ward 1","4010","ALBERTA PARK INDUSTRIAL","23","0","0"
"Ward 1","4010","ALBERTA PARK INDUSTRIAL","24","0","0"
"Ward 1","4010","ALBERTA PARK INDUSTRIAL","25","0","0"
"Ward 1","4010","ALBERTA PARK INDUSTRIAL","26","0","0"
"Ward 1","4010","ALBERTA PARK INDUSTRIAL","27","0","0"
"Ward 1","4010","ALBERTA PARK INDUSTRIAL","28","0","0"
"Ward 1","4010","ALBERTA PARK INDUSTRIAL","29","0","0"
"Ward 1","4010","ALBERTA PARK INDUSTRIAL","30","0","0"
"Ward 1","4010","ALBERTA PARK INDUSTRIAL","31","0","0"
"Ward 1","4010","ALBERTA PARK INDUSTRIAL","32","0","0"
"Ward 1","4010","ALBERTA PARK INDUSTRIAL","33","0","0"
"Ward 1","4010","ALBERTA PARK INDUSTRIAL","34","0","0"
"Ward 1","4010","ALBERTA PARK INDUSTRIAL","35","0","0"
"Ward 1","4010","ALBERTA PARK INDUSTRIAL","36","0","0"
"Ward 1","4010","ALBERTA PARK INDUSTRIAL","37","0","0"
"Ward 1","4010","ALBERTA PARK INDUSTRIAL","38","0","0"
"Ward 1","4010","ALBERTA PARK INDUSTRIAL","39","0","0"
"Ward 1","4010","ALBERTA PARK INDUSTRIAL","40","0","0"
"Ward 1","4010","ALBERTA PARK INDUSTRIAL","41","0","0"
"Ward 1","4010","ALBERTA PARK INDUSTRIAL","42","0","0"
"Ward 1","4010","ALBERTA PARK INDUSTRIAL","43","0","0"
"Ward 1","4010","ALBERTA PARK INDUSTRIAL","44","0","0"
"Ward 1","4010","ALBERTA PARK INDUSTRIAL","45","0","0"
"Ward 1","4010","ALBERTA PARK INDUSTRIAL","46","0","0"
"Ward 1","4010","ALBERTA PARK INDUSTRIAL","47","0","0"
"Ward 1","4010","ALBERTA PARK INDUSTRIAL","48","0","0"
"Ward 1","4010","ALBERTA PARK INDUSTRIAL","49","0","0"
"Ward 1","4010","ALBERTA PARK INDUSTRIAL","50","0","0"
"Ward 1","4010","ALBERTA PARK INDUSTRIAL","51","0","0"
"Ward 1","4010","ALBERTA PARK INDUSTRIAL","52","0","0"
"Ward 1","4010","ALBERTA PARK INDUSTRIAL","53","0","0"
"Ward 1","4010","ALBERTA PARK INDUSTRIAL","54","0","0"
"Ward 1","4010","ALBERTA PARK INDUSTRIAL","55","0","0"
"Ward 1","4010","ALBERTA PARK INDUSTRIAL","56","0","0"
"Ward 1","4010","ALBERTA PARK INDUSTRIAL","57","0","0"
"Ward 1","4010","ALBERTA PARK INDUSTRIAL","58","0","0"
"Ward 1","4010","ALBERTA PARK INDUSTRIAL","59","0","0"
"Ward 1","4010","ALBERTA PARK INDUSTRIAL","60","0","0"
"Ward 1","4010","ALBERTA PARK INDUSTRIAL","61","0","0"
"Ward 1","4010","ALBERTA PARK INDUSTRIAL","62","0","0"
"Ward 1","4010","ALBERTA PARK INDUSTRIAL","63","0","0"
"Ward 1","4010","ALBERTA PARK INDUSTRIAL","64","0","0"
"Ward 1","4010","ALBERTA PARK INDUSTRIAL","65","0","0"
"Ward 1","4010","ALBERTA PARK INDUSTRIAL","66","0","0"
"Ward 1","4010","ALBERTA PARK INDUSTRIAL","67","0","0"
"Ward 1","4010","ALBERTA PARK INDUSTRIAL","68","0","0"
"Ward 1","4010","ALBERTA PARK INDUSTRIAL","69","0","0"
"Ward 1","4010","ALBERTA PARK INDUSTRIAL","70","0","0"
"Ward 1","4010","ALBERTA PARK INDUSTRIAL","71","0","0"
"Ward 1","4010","ALBERTA PARK INDUSTRIAL","72","0","0"
"Ward 1","4010","ALBERTA PARK INDUSTRIAL","73","0","0"
"Ward 1","4010","ALBERTA PARK INDUSTRIAL","74","0","0"
"Ward 1","4010","ALBERTA PARK INDUSTRIAL","75","0","0"
"Ward 1","4010","ALBERTA PARK INDUSTRIAL","76","0","0"
"Ward 1","4010","ALBERTA PARK INDUSTRIAL","77","0","0"
"Ward 1","4010","ALBERTA PARK INDUSTRIAL","78","0","0"
"Ward 1","4010","ALBERTA PARK INDUSTRIAL","79","0","0"
"Ward 1","4010","ALBERTA PARK INDUSTRIAL","80","0","0"
"Ward 1","4010","ALBERTA PARK INDUSTRIAL","81","0","0"
"Ward 1","4010","ALBERTA PARK INDUSTRIAL","82","0","0"
"Ward 1","4010","ALBERTA PARK INDUSTRIAL","83","0","0"
"Ward 1","4010","ALBERTA PARK INDUSTRIAL","84","0","0"
"Ward 1","4010","ALBERTA PARK INDUSTRIAL","85+","0","0"
"Ward 1","4010","ALBERTA PARK INDUSTRIAL","No Response","0","0"
"Ward 1","4011","ANTHONY HENDAY","0","0","0"
"Ward 1","4011","ANTHONY HENDAY","1","0","0"
"Ward 1","4011","ANTHONY HENDAY","2","0","0"
"Ward 1","4011","ANTHONY HENDAY","3","0","0"
"Ward 1","4011","ANTHONY HENDAY","4","0","0"
"Ward 1","4011","ANTHONY HENDAY","5","0","0"
"Ward 1","4011","ANTHONY HENDAY","6","0","0"
"Ward 1","4011","ANTHONY HENDAY","7","0","0"
"Ward 1","4011","ANTHONY HENDAY","8","0","0"
"Ward 1","4011","ANTHONY HENDAY","9","0","0"
"Ward 1","4011","ANTHONY HENDAY","10","0","0"
"Ward 1","4011","ANTHONY HENDAY","11","0","0"
"Ward 1","4011","ANTHONY HENDAY","12","0","0"
"Ward 1","4011","ANTHONY HENDAY","13","0","0"
"Ward 1","4011","ANTHONY HENDAY","14","0","0"
"Ward 1","4011","ANTHONY HENDAY","15","0","0"
"Ward 1","4011","ANTHONY HENDAY","16","0","0"
"Ward 1","4011","ANTHONY HENDAY","17","0","0"
"Ward 1","4011","ANTHONY HENDAY","18","0","0"
"Ward 1","4011","ANTHONY HENDAY","19","0","0"
"Ward 1","4011","ANTHONY HENDAY","20","0","0"
"Ward 1","4011","ANTHONY HENDAY","21","0","0"
"Ward 1","4011","ANTHONY HENDAY","22","0","0"
"Ward 1","4011","ANTHONY HENDAY","23","0","0"
"Ward 1","4011","ANTHONY HENDAY","24","0","0"
"Ward 1","4011","ANTHONY HENDAY","25","0","0"
"Ward 1","4011","ANTHONY HENDAY","26","0","0"
"Ward 1","4011","ANTHONY HENDAY","27","0","0"
"Ward 1","4011","ANTHONY HENDAY","28","0","0"
"Ward 1","4011","ANTHONY HENDAY","29","0","0"
"Ward 1","4011","ANTHONY HENDAY","30","0","0"
"Ward 1","4011","ANTHONY HENDAY","31","0","0"
"Ward 1","4011","ANTHONY HENDAY","32","0","0"
"Ward 1","4011","ANTHONY HENDAY","33","0","0"
"Ward 1","4011","ANTHONY HENDAY","34","0","0"
"Ward 1","4011","ANTHONY HENDAY","35","0","0"
"Ward 1","4011","ANTHONY HENDAY","36","0","0"
"Ward 1","4011","ANTHONY HENDAY","37","0","0"
"Ward 1","4011","ANTHONY HENDAY","38","0","0"
"Ward 1","4011","ANTHONY HENDAY","39","0","0"
"Ward 1","4011","ANTHONY HENDAY","40","0","0"
"Ward 1","4011","ANTHONY HENDAY","41","0","0"
"Ward 1","4011","ANTHONY HENDAY","42","0","0"
"Ward 1","4011","ANTHONY HENDAY","43","0","0"
"Ward 1","4011","ANTHONY HENDAY","44","0","0"
"Ward 1","4011","ANTHONY HENDAY","45","0","0"
"Ward 1","4011","ANTHONY HENDAY","46","0","0"
"Ward 1","4011","ANTHONY HENDAY","47","0","0"
"Ward 1","4011","ANTHONY HENDAY","48","0","0"
"Ward 1","4011","ANTHONY HENDAY","49","0","0"
"Ward 1","4011","ANTHONY HENDAY","50","0","0"
"Ward 1","4011","ANTHONY HENDAY","51","0","0"
"Ward 1","4011","ANTHONY HENDAY","52","0","0"
"Ward 1","4011","ANTHONY HENDAY","53","0","0"
"Ward 1","4011","ANTHONY HENDAY","54","0","0"
"Ward 1","4011","ANTHONY HENDAY","55","0","0"
"Ward 1","4011","ANTHONY HENDAY","56","0","0"
"Ward 1","4011","ANTHONY HENDAY","57","0","0"
"Ward 1","4011","ANTHONY HENDAY","58","0","0"
"Ward 1","4011","ANTHONY HENDAY","59","0","0"
"Ward 1","4011","ANTHONY HENDAY","60","0","0"
"Ward 1","4011","ANTHONY HENDAY","61","0","0"
"Ward 1","4011","ANTHONY HENDAY","62","0","0"
"Ward 1","4011","ANTHONY HENDAY","63","0","0"
"Ward 1","4011","ANTHONY HENDAY","64","0","0"
"Ward 1","4011","ANTHONY HENDAY","65","0","0"
"Ward 1","4011","ANTHONY HENDAY","66","0","0"
"Ward 1","4011","ANTHONY HENDAY","67","0","0"
"Ward 1","4011","ANTHONY HENDAY","68","0","0"
"Ward 1","4011","ANTHONY HENDAY","69","0","0"
"Ward 1","4011","ANTHONY HENDAY","70","0","0"
"Ward 1","4011","ANTHONY HENDAY","71","0","0"
"Ward 1","4011","ANTHONY HENDAY","72","0","0"
"Ward 1","4011","ANTHONY HENDAY","73","0","0"
"Ward 1","4011","ANTHONY HENDAY","74","0","0"
"Ward 1","4011","ANTHONY HENDAY","75","0","0"
"Ward 1","4011","ANTHONY HENDAY","76","0","0"
"Ward 1","4011","ANTHONY HENDAY","77","0","0"
"Ward 1","4011","ANTHONY HENDAY","78","0","0"
"Ward 1","4011","ANTHONY HENDAY","79","0","0"
"Ward 1","4011","ANTHONY HENDAY","80","0","0"
"Ward 1","4011","ANTHONY HENDAY","81","0","0"
"Ward 1","4011","ANTHONY HENDAY","82","0","0"
"Ward 1","4011","ANTHONY HENDAY","83","0","0"
"Ward 1","4011","ANTHONY HENDAY","84","0","0"
"Ward 1","4011","ANTHONY HENDAY","85+","0","0"
"Ward 1","4011","ANTHONY HENDAY","No Response","0","0"
"Ward 1","4018","ANTHONY HENDAY BIG LAKE","0","0","0"
"Ward 1","4018","ANTHONY HENDAY BIG LAKE","1","0","0"
"Ward 1","4018","ANTHONY HENDAY BIG LAKE","2","0","0"
"Ward 1","4018","ANTHONY HENDAY BIG LAKE","3","0","0"
"Ward 1","4018","ANTHONY HENDAY BIG LAKE","4","0","0"
"Ward 1","4018","ANTHONY HENDAY BIG LAKE","5","0","0"
"Ward 1","4018","ANTHONY HENDAY BIG LAKE","6","0","0"
"Ward 1","4018","ANTHONY HENDAY BIG LAKE","7","0","0"
"Ward 1","4018","ANTHONY HENDAY BIG LAKE","8","0","0"
"Ward 1","4018","ANTHONY HENDAY BIG LAKE","9","0","0"
"Ward 1","4018","ANTHONY HENDAY BIG LAKE","10","0","0"
"Ward 1","4018","ANTHONY HENDAY BIG LAKE","11","0","0"
"Ward 1","4018","ANTHONY HENDAY BIG LAKE","12","0","0"
"Ward 1","4018","ANTHONY HENDAY BIG LAKE","13","0","0"
"Ward 1","4018","ANTHONY HENDAY BIG LAKE","14","0","0"
"Ward 1","4018","ANTHONY HENDAY BIG LAKE","15","0","0"
"Ward 1","4018","ANTHONY HENDAY BIG LAKE","16","0","0"
"Ward 1","4018","ANTHONY HENDAY BIG LAKE","17","0","0"
"Ward 1","4018","ANTHONY HENDAY BIG LAKE","18","0","0"
