"remote","label","routes","transfers","color","express","closed","point_x","point_x_city","point_y","point_x_state","full_fare","senior_discount","_7_day_ada_farecard_access_system_unl","_30_day_ada_farecard_access_system_rmf_unl","joint_railroad_tkt","_7_day_unl","_30_day_unl","transitcheck_metrocard","rr_unl_no_trade","transitcheck_metrocard_annual_mc","mail_ride_ezpay_exp","mail_ride_ezpay_unl","airtrain_full_fare"
"226","Gun Hill Rd (5)","5","5","GREEN","","","POINT (-73.845803 40.870182)","Bronx","40.870182","NY","14005","547","80","139","0","6754","5588","89","2","672","39","32","48"
"237","182nd St / 183rd St (B,D)","B,D","B,D","ORANGE","","","POINT (-73.900271 40.856816)","Bronx","40.856816000000002","NY","12405","566","32","114","0","6978","4285","13","0","335","4","16","24"
"243","170th St (4)","4","4","GREEN","","","POINT (-73.917705 40.840203)","Bronx","40.840203000000002","NY","21545","818","66","248","0","15824","8445","23","2","725","16","35","55"
"244","Burnside Ave (4)","4","4","GREEN","","","POINT (-73.907372 40.853798)","Bronx","40.853797999999998","NY","27762","912","138","390","3","19474","12313","39","4","866","68","53","60"
"245","St Lawrence Ave (6)","6","6","GREEN","","","POINT (-73.86728 40.831598)","Bronx","40.831598","NY","11003","373","21","54","0","6155","3574","49","0","237","4","8","20"
"253","174th St / 175th St (B,D)","B,D","B,D","ORANGE","","","POINT (-73.910174 40.845914)","Bronx","40.845914","NY","12673","470","36","114","0","7161","5598","14","4","325","13","46","31"
"275","183rd St (4)","4","4","GREEN","","","POINT (-73.903962 40.858367)","Bronx","40.858367000000001","NY","17325","485","42","123","1","10497","5730","8","7","370","46","21","24"
"292","Baychester Ave (5)","5","5","GREEN","","","POINT (-73.838591 40.878663)","Bronx","40.878663000000003","NY","10369","302","18","44","0","3788","3287","50","2","349","15","10","50"
"306","238th St (1)","1","1","RED","","","POINT (-73.900641 40.885077)","Bronx","40.885077000000003","NY","7739","320","21","62","1","2076","4624","63","6","296","85","29","24"
"307","138th St / Grand Concourse (4,5)","4,5","4,5","GREEN","","","POINT (-73.929918 40.813077)","Bronx","40.813077","NY","8152","213","48","77","1","3471","3669","19","5","233","28","20","20"
"308","Mt Eden Ave (4)","4","4","GREEN","","","POINT (-73.914746 40.844292)","Bronx","40.844292000000003","NY","15089","580","59","222","3","8975","5590","15","4","497","18","20","20"
"309","176th St (4)","4","4","GREEN","","","POINT (-73.911694 40.848646)","Bronx","40.848646000000002","NY","14180","465","69","194","0","9689","5386","21","5","441","14","11","18"
"325","Whitlock Ave (6)","6","6","GREEN","","","POINT (-73.88609 40.827566)","Bronx","40.827565999999997","NY","3909","118","5","25","0","2761","1550","7","2","81","2","1","8"
"326","Zerega Ave (6)","6","6","GREEN","","","POINT (-73.846694 40.836771)","Bronx","40.836770999999999","NY","7799","335","54","64","0","3020","3151","61","8","205","38","8","15"
"329","Morris Park (5)","5","5","GREEN","","","POINT (-73.860359 40.854472)","Bronx","40.854472000000001","NY","6284","209","8","28","0","1248","2566","61","1","234","54","14","10"
"361","Pelham Pky (2,5)","2,5","2,5","RED-GREEN","","","POINT (-73.867607 40.857235)","Bronx","40.857235000000003","NY","19222","1069","107","300","0","12114","11031","71","2","1124","57","61","40"
"362","Allerton Ave (2,5)","2,5","2,5","RED-GREEN","","","POINT (-73.86732 40.865434)","Bronx","40.865434","NY","14161","649","97","228","2","7569","5454","53","0","370","23","20","48"
"363","Burke Ave (2,5)","2,5","2,5","RED-GREEN","","","POINT (-73.867173 40.871435)","Bronx","40.871434999999998","NY","9780","486","28","112","5","4839","3381","40","0","372","24","8","21"
"364","Gun Hill Rd (2,5)","2,5","2,5","RED-GREEN","","","POINT (-73.866518 40.877411)","Bronx","40.877411000000002","NY","13612","672","134","223","1","9663","5981","31","0","588","21","24","72"
"365","219th St (2,5)","2,5","2,5","RED-GREEN","","","POINT (-73.8628 40.883579)","Bronx","40.883578999999997","NY","9199","354","53","87","0","4396","3056","25","1","272","14","7","21"
"366","225th St (2,5)","2,5","2,5","RED-GREEN","","","POINT (-73.860425 40.88781)","Bronx","40.887810000000002","NY","11713","419","52","123","16","5918","3498","38","1","306","14","18","28"
"367","233rd St (2,5)","2,5","2,5","RED-GREEN","","","POINT (-73.857349 40.893393)","Bronx","40.893393000000003","NY","13105","684","64","224","2","7125","4992","31","4","440","11","15","27"
"386","174th St (2,5)","2,5","2,5","RED-GREEN","","","POINT (-73.887682 40.837349)","Bronx","40.837349000000003","NY","15189","544","121","240","0","11400","6343","25","0","651","28","36","54"
"387","E Tremont Ave / West Farms Sq (2,5)","2,5","2,5","RED-GREEN","","","POINT (-73.880427 40.84009)","Bronx","40.840089999999996","NY","14024","486","100","233","1","11459","6651","33","8","638","25","35","60"
"388","E 180th St (2,5)","2,5","2,5","RED-GREEN","express","","POINT (-73.874154 40.841372)","Bronx","40.841372","NY","13569","358","89","140","0","9174","6876","38","6","474","63","48","25"
"389","Bronx Park East (2,5)","2,5","2,5","RED-GREEN","","","POINT (-73.868356 40.848991)","Bronx","40.848990999999998","NY","6681","247","52","54","0","3485","3082","26","1","224","16","2","14"
"405","Jackson Ave (2,5)","2,5","2,5","RED-GREEN","","","POINT (-73.908253 40.816242)","Bronx","40.816242000000003","NY","13875","528","46","64","6","8148","4978","22","0","464","17","13","17"
"406","Prospect Ave (2,5)","2,5","2,5","RED-GREEN","","","POINT (-73.901629 40.819678)","Bronx","40.819678000000003","NY","17527","706","107","246","3","10897","6999","34","7","465","33","45","36"
"407","Intervale Ave (2,5)","2,5","2,5","RED-GREEN","","","POINT (-73.896893 40.822096)","Bronx","40.822096000000002","NY","7450","260","37","80","4","4963","2918","3","0","187","7","15","19"
"408","Simpson St (2,5)","2,5","2,5","RED-GREEN","","","POINT (-73.892955 40.824131)","Bronx","40.824131000000001","NY","17646","729","119","267","2","15762","8466","21","3","654","14","24","50"
"409","Freeman St (2,5)","2,5","2,5","RED-GREEN","","","POINT (-73.891832 40.83017)","Bronx","40.830170000000003","NY","11646","417","70","98","0","6755","4974","17","1","295","11","20","41"
"427","Middletown Rd (6)","6","6","GREEN","","","POINT (-73.836766 40.843473)","Bronx","40.843473000000003","NY","5758","199","18","65","0","1137","1935","89","0","135","43","12","8"
"428","Buhre Ave (6)","6","6","GREEN","","","POINT (-73.83226 40.847026)","Bronx","40.847026","NY","9369","438","32","58","0","2581","3921","74","0","355","84","22","18"
"429","Pelham Bay Park (6)","6","6","GREEN","","","POINT (-73.827095 40.852928)","Bronx","40.852927999999999","NY","7958","418","81","256","0","6096","7653","77","10","767","55","20","67"
"430","Pelham Pky (5)","5","5","GREEN","","","POINT (-73.856079 40.85817)","Bronx","40.858170000000001","NY","8125","375","35","54","2","2500","3354","60","5","411","67","7","18"
"431","Dyre Ave / Eastchester (5)","5","5","GREEN","","","POINT (-73.830596 40.889097)","Bronx","40.889097","NY","11416","291","27","65","1","4826","4255","58","5","389","37","14","52"
"443","170th St (B,D)","B,D","B,D","ORANGE","","","POINT (-73.913686 40.83884)","Bronx","40.838839999999998","NY","13617","603","103","184","4","11290","6594","15","3","486","11","32","37"
"444","Nereid Ave / 238th St (2,5)","2,5","2,5","RED-GREEN","","","POINT (-73.854323 40.898462)","Bronx","40.898462000000002","NY","8454","335","45","77","1","4059","3149","26","0","292","6","7","34"
"445","3rd Ave / 138th St (6)","6","6","GREEN","express","","POINT (-73.927194 40.810995)","Bronx","40.810994999999998","NY","17780","680","90","181","3","12723","8552","34","7","718","54","38","29"
"446","Brook Ave (6)","6","6","GREEN","","","POINT (-73.919237 40.807568)","Bronx","40.807568000000003","NY","15927","637","65","122","3","10490","5456","25","9","473","20","49","34"
"447","Cypress Ave (6)","6","6","GREEN","","","POINT (-73.914465 40.805548)","Bronx","40.805548000000002","NY","9700","301","55","80","0","6310","3283","24","4","228","23","17","16"
"448","E 143rd St / St Mary's St (6)","6","6","GREEN","","","POINT (-73.907838 40.808193)","Bronx","40.808193000000003","NY","2520","93","11","34","0","1285","979","5","1","19","9","10","2"
"449","E 149th St (6)","6","6","GREEN","","","POINT (-73.904147 40.812115)","Bronx","40.812114999999999","NY","10093","478","49","103","0","7648","4452","17","2","439","3","3","10"
"450","Longwood Ave (6)","6","6","GREEN","","","POINT (-73.89621 40.816321)","Bronx","40.816321000000002","NY","8395","341","34","93","2","5265","3396","16","12","222","10","40","7"
