"remote","label","cross_st","routes","transfers","color","express","closed","point_x_city","point_x","point_y","point_x_state","full_fare","senior_discount","day_afas_unlimited","day_afas_unlimites","joint_railroad_ticket","day_unlimited_1","day_unlimited_2","transitcheck_metrocard","railroad_unlimited","annual_transitcheck_metrocard","mail_ride_ezpay_express","mail_ride_ezpay_unlimited","airtrain_full_fare"
"429","Pelham Bay Park (6)","Bruckner Exy","6","6","GREEN"," ",,"Bronx","POINT (-73.827095 40.852928)","40.852927999999999","NY","8587","491","102","315","9","6520","8249","70","4","801","53","12","60"
"430","Pelham Pky (5)","Williamsbridge Rd","5","5","GREEN"," ",,"Bronx","POINT (-73.856079 40.85817)","40.858170000000001","NY","8612","426","37","70","0","2589","3589","60","3","450","67","8","16"
"361","Pelham Pky (2,5)","White Plains Rd","2,5","2,5","RED-GREEN"," ",,"Bronx","POINT (-73.867607 40.857235)","40.857235000000003","NY","19081","1160","159","308","1","12620","11051","70","0","1014","65","47","55"
"406","Prospect Ave (2,5)","Westchester Ave","2,5","2,5","RED-GREEN"," ",,"Bronx","POINT (-73.901629 40.819678)","40.819678000000003","NY","18424","840","108","312","6","11842","6916","43","10","473","29","30","54"
"408","Simpson St (2,5)","Westchester Ave","2,5","2,5","RED-GREEN"," ",,"Bronx","POINT (-73.892955 40.824131)","40.824131000000001","NY","19313","821","161","244","1","16801","8810","17","2","640","25","27","43"
"245","St Lawrence Ave (6)","Westchester Ave","6","6","GREEN"," ",,"Bronx","POINT (-73.86728 40.831598)","40.831598","NY","11277","450","25","72","0","6744","3802","54","0","225","12","8","21"
"154","Tremont Ave (B,D)","Grand Concourse","B,D","B,D","ORANGE","express",,"Bronx","POINT (-73.90593 40.84949)","40.849490000000003","NY","19407","752","156","253","1","16071","10169","42","16","715","132","34","69"
"107","Westchester Sq / E Tremont Ave (6)","Westchester Ave","6","6","GREEN"," ",,"Bronx","POINT (-73.842011 40.84061)","40.840609999999998","NY","12345","721","104","195","9","7252","7536","36","10","400","80","39","69"
"325","Whitlock Ave (6)","Westchester Ave","6","6","GREEN"," ",,"Bronx","POINT (-73.88609 40.827566)","40.827565999999997","NY","4187","130","14","36","0","2968","1578","13","3","62","2","0","12"
"52","Woodlawn (4)","Jerome Ave","4","4","GREEN"," ",,"Bronx","POINT (-73.87877 40.886019)","40.886018999999997","NY","12731","861","171","326","10","9330","7368","46","12","612","41","6","25"
"326","Zerega Ave (6)","Westchester Ave","6","6","GREEN"," ",,"Bronx","POINT (-73.846694 40.836771)","40.836770999999999","NY","8172","395","47","70","0","3298","3226","63","7","188","44","6","30"
"39","225th St / Marble Hill (1)","Broadway","1","1","RED"," ",,"Bronx","POINT (-73.909724 40.874631)","40.874631000000001","NY","14256","844","61","169","36","7773","8360","38","58","595","103","47","36"
