"lastupdatedate","town_no","town","towntotalcases","townconfirmedcases","townprobablecases","towncaserate","towntotaldeaths","townconfirmeddeaths","townprobabledeaths","peopletested","ratetested100k","numberoftests","numberofpositives","numberofnegatives","numberofindeterminates"
"2022-06-24T00:00:00.000","39","Eastford","279","266","13","15587","4","3","1","1222","68268","4467","332","4134","1"
"2022-06-24T00:00:00.000","40","East Granby","885","781","104","17218","4","2","2","4368","84981","18079","1084","16984","11"
"2022-06-24T00:00:00.000","41","East Haddam","1338","1162","176","14872","23","10","13","6801","75592","30531","1571","28933","27"
"2022-06-24T00:00:00.000","42","East Hampton","2350","2025","325","18359","25","18","7","10614","82922","45587","2821","42716","50"
"2022-06-24T00:00:00.000","43","East Hartford","13749","12490","1259","27569","198","155","43","44932","90095","227626","17375","209914","337"
"2022-06-24T00:00:00.000","44","East Haven","7630","6642","988","26707","107","87","20","25870","90553","126811","9380","117307","124"
"2022-06-24T00:00:00.000","45","East Lyme","3736","3454","282","20236","62","49","13","18023","97622","93925","4468","89400","57"
"2022-06-24T00:00:00.000","46","Easton","1410","1232","178","18748","5","4","1","7098","94376","26607","1720","24858","29"
"2022-06-24T00:00:00.000","47","East Windsor","2220","2004","216","19026","61","46","15","9273","79474","46872","2736","44071","65"
"2022-06-24T00:00:00.000","48","Ellington","2381","2163","218","14459","33","21","12","12202","74100","42677","2770","39858","49"
"2022-06-24T00:00:00.000","49","Enfield","9156","8278","878","20972","89","79","10","34820","79754","186929","11198","175453","278"
"2022-06-24T00:00:00.000","50","Essex","1068","984","84","16017","13","12","1","5891","88347","26952","1324","25604","24"
"2022-06-24T00:00:00.000","51","Fairfield","15157","13628","1529","24429","244","185","59","65671","105844","374360","18148","355811","401"
"2022-06-24T00:00:00.000","52","Farmington","4614","4066","548","18096","67","54","13","23477","92077","114227","5479","108602","146"
"2022-06-24T00:00:00.000","53","Franklin","435","409","26","22656","2","2","0","1495","77865","6886","530","6347","9"
"2022-06-24T00:00:00.000","54","Glastonbury","6159","5462","697","17861","119","98","21","30213","87620","126954","7512","119303","139"
"2022-06-24T00:00:00.000","55","Goshen","447","414","33","15613","2","2","0","2471","86308","9660","544","9107","9"
"2022-06-24T00:00:00.000","56","Granby","1559","1353","206","13548","33","28","5","8955","77822","35940","1854","34044","42"
"2022-06-24T00:00:00.000","57","Greenwich","14417","13413","1004","22942","124","100","24","66407","105676","301221","17573","283422","226"
"2022-06-24T00:00:00.000","58","Griswold","2927","2670","257","25377","32","23","9","10222","88625","45075","3540","41501","34"
"2022-06-24T00:00:00.000","59","Groton","7937","7098","839","20650","122","78","44","33380","86846","148959","9568","139244","147"
"2022-06-24T00:00:00.000","60","Guilford","4363","3978","385","19713","45","35","10","20550","92848","100762","5168","95501","93"
"2022-06-24T00:00:00.000","61","Haddam","1426","1328","98","17405","11","6","5","6866","83803","29961","1723","28217","21"
"2022-06-24T00:00:00.000","62","Hamden","14170","12307","1863","23400","234","199","35","58777","97062","411736","17427","393890","419"
"2022-06-24T00:00:00.000","63","Hampton","466","441","25","25299","1","1","0","1888","102497","7835","552","7280","3"
"2022-06-24T00:00:00.000","64","Hartford","33844","31546","2298","27717","417","368","49","114909","94107","678223","42545","634741","937"
"2022-06-24T00:00:00.000","65","Hartland","249","225","24","11745","5","4","1","1328","62642","4991","300","4685","6"
"2022-06-24T00:00:00.000","66","Harwinton","1013","930","83","18690","9","6","3","4379","80793","18676","1221","17431","24"
"2022-06-24T00:00:00.000","67","Hebron","1561","1367","194","16425","15","11","4","7531","79240","30254","1872","28356","26"
"2022-06-24T00:00:00.000","68","Kent","555","504","51","19986","2","2","0","3876","139575","23978","669","23307","2"
"2022-06-24T00:00:00.000","69","Killingly","4550","4317","233","26246","80","57","23","15358","88590","68133","5510","62565","58"
"2022-06-24T00:00:00.000","70","Killingworth","1084","989","95","17033","11","6","5","5399","84837","23739","1270","22440","29"
"2022-06-24T00:00:00.000","71","Lebanon","1426","1308","118","19961","7","6","1","6032","84434","26223","1730","24476","17"
"2022-06-24T00:00:00.000","72","Ledyard","3349","3047","302","22905","14","13","1","13700","93701","57505","3959","53481","65"
"2022-06-24T00:00:00.000","73","Lisbon","900","821","79","21327","13","13","0","3141","74431","14329","1100","13204","25"
"2022-06-24T00:00:00.000","74","Litchfield","1295","1170","125","16000","13","11","2","6901","85261","30029","1526","28471","32"
"2022-06-24T00:00:00.000","75","Lyme","328","303","25","14162","1","0","1","1962","84715","7777","387","7386","4"
"2022-06-24T00:00:00.000","76","Madison","3406","3144","262","18891","46","36","10","17608","97659","83611","4060","79474","77"
"2022-06-24T00:00:00.000","77","Manchester","11838","10341","1497","20558","192","139","53","48821","84782","222298","14519","207511","268"
"2022-06-24T00:00:00.000","78","Mansfield","2969","2687","282","11649","32","27","5","17367","68141","97917","3412","94400","105"
"2022-06-24T00:00:00.000","79","Marlborough","1152","987","165","18185","31","22","9","5300","83662","26138","1422","24689","27"
"2022-06-24T00:00:00.000","80","Meriden","17364","15775","1589","29235","220","195","25","56152","94540","316476","21796","294243","437"
"2022-06-24T00:00:00.000","81","Middlebury","1628","1356","272","20877","23","18","5","7224","92639","35606","2038","33498","70"
"2022-06-24T00:00:00.000","82","Middlefield","714","639","75","16324","5","3","2","3669","83882","17077","922","16141","14"
"2022-06-24T00:00:00.000","83","Middletown","10999","10030","969","23778","184","136","48","43816","94721","464207","13818","449891","498"
"2022-06-24T00:00:00.000","84","Milford","12274","11098","1176","22419","184","160","24","46611","85139","221441","15152","206076","213"
"2022-06-24T00:00:00.000","85","Monroe","4161","3519","642","21411","25","17","8","17318","89112","71035","5022","65948","65"
"2022-06-24T00:00:00.000","86","Montville","4584","4221","363","24768","49","44","5","16980","91744","99668","5490","94067","111"
"2022-06-24T00:00:00.000","87","Morris","336","309","27","14907","3","3","0","1822","80834","7426","392","7028","6"
"2022-06-24T00:00:00.000","88","Naugatuck","8304","6905","1399","26694","141","123","18","27464","88286","151480","10601","140573","306"
"2022-06-24T00:00:00.000","89","New Britain","20438","18802","1636","28192","273","225","48","64298","88693","316164","25454","290220","490"
"2022-06-24T00:00:00.000","90","New Canaan","3642","3233","409","18000","44","38","6","21715","107325","86617","4334","82218","65"
"2022-06-24T00:00:00.000","91","New Fairfield","2591","2163","428","18670","9","6","3","11738","84580","41933","3047","38842","44"
"2022-06-24T00:00:00.000","92","New Hartford","1116","1039","77","16767","6","5","1","5250","78876","20742","1341","19382","19"
"2022-06-24T00:00:00.000","93","New Haven","35872","33235","2637","27541","289","256","33","128564","98706","928333","44649","882389","1295"
"2022-06-24T00:00:00.000","94","Newington","6758","6240","518","22516","138","117","21","26464","88172","129334","8391","120776","167"
"2022-06-24T00:00:00.000","95","New London","8000","7472","528","29786","50","44","6","30824","114767","338067","9808","327960","299"
"2022-06-24T00:00:00.000","96","New Milford","5277","3579","1698","19687","63","45","18","24041","89688","104637","6228","98266","143"
"2022-06-24T00:00:00.000","97","Newtown","5148","4260","888","18458","80","68","12","24660","88416","116768","6169","110507","92"
"2022-06-24T00:00:00.000","98","Norfolk","141","132","9","8650","1","1","0","793","48650","3470","164","3303","3"
"2022-06-24T00:00:00.000","99","North Branford","3212","2768","444","22706","29","15","14","11770","83204","56893","3860","52976","57"
"2022-06-24T00:00:00.000","100","North Canaan","550","531","19","16918","19","18","1","3095","95201","18063","627","17418","18"
"2022-06-24T00:00:00.000","101","North Haven","6038","4935","1103","25495","66","62","4","22286","94101","112875","7353","105422","100"
"2022-06-24T00:00:00.000","102","North Stonington","1015","930","85","19534","9","7","2","4009","77156","15615","1193","14411","11"
"2022-06-24T00:00:00.000","103","Norwalk","23415","21263","2152","26363","271","236","35","89655","100945","381564","29983","351163","418"
"2022-06-24T00:00:00.000","104","Norwich","10662","9520","1142","27502","102","87","15","36704","94676","167559","13264","154145","150"
"2022-06-24T00:00:00.000","105","Old Lyme","1329","1254","75","18191","4","3","1","7210","98686","28323","1615","26684","24"
"2022-06-24T00:00:00.000","106","Old Saybrook","2175","2027","148","21618","66","53","13","10197","101352","47564","2661","44861","42"
"2022-06-24T00:00:00.000","107","Orange","3025","2724","301","21722","24","21","3","12871","92424","55427","3600","51777","50"
"2022-06-24T00:00:00.000","108","Oxford","2537","2250","287","19140","33","32","1","10792","81418","45124","3100","41974","50"
"2022-06-24T00:00:00.000","109","Plainfield","3894","3605","289","25745","55","47","8","12681","83841","56474","4725","51721","28"
"2022-06-24T00:00:00.000","110","Plainville","3946","3373","573","22505","60","57","3","14572","83107","73472","4916","68463","93"
"2022-06-24T00:00:00.000","111","Plymouth","2405","2050","355","20736","19","16","3","9458","81549","45109","2960","42093","56"
"2022-06-24T00:00:00.000","112","Pomfret","821","729","92","19534","7","6","1","4434","105496","21895","992","20893","10"
"2022-06-24T00:00:00.000","113","Portland","1669","1519","150","18010","30","22","8","8051","86878","40007","2033","37938","36"
"2022-06-24T00:00:00.000","114","Preston","1096","994","102","23697","9","9","0","4112","88908","18476","1284","17165","27"
"2022-06-24T00:00:00.000","115","Prospect","2107","1812","295","21717","10","10","0","7915","81581","36845","2614","34180","51"
"2022-06-24T00:00:00.000","116","Putnam","2231","2130","101","23762","36","33","3","8169","87006","32166","2693","29446","27"
"2022-06-24T00:00:00.000","117","Redding","1418","1255","163","15555","22","18","4","8014","87911","32514","1758","30722","34"
"2022-06-24T00:00:00.000","118","Ridgefield","4400","3950","450","17629","69","52","17","23921","95841","99587","5375","94116","96"
"2022-06-24T00:00:00.000","119","Rocky Hill","4338","3857","481","21566","150","126","24","17279","85901","89774","5542","84099","133"
"2022-06-24T00:00:00.000","120","Roxbury","318","227","91","14777","2","0","2","1953","90753","6869","368","6498","3"
"2022-06-24T00:00:00.000","121","Salem","833","781","52","20402","5","5","0","3551","86970","14928","1028","13884","16"
"2022-06-24T00:00:00.000","122","Salisbury","551","491","60","15306","2","1","1","5152","143111","22848","654","22181","13"
"2022-06-24T00:00:00.000","123","Scotland","123","119","4","7356","2","2","0","483","28888","2072","151","1921","0"
"2022-06-24T00:00:00.000","124","Seymour","4017","3552","465","24439","83","68","15","14257","86737","70201","4882","65180","139"
"2022-06-24T00:00:00.000","125","Sharon","295","285","10","10971","4","3","1","2248","83600","9507","362","9142","3"
"2022-06-24T00:00:00.000","126","Shelton","9900","8633","1267","24071","212","169","43","37229","90518","174081","12177","161633","271"
"2022-06-24T00:00:00.000","127","Sherman","520","358","162","14325","3","0","3","3119","85923","10532","581","9932","19"
"2022-06-24T00:00:00.000","128","Simsbury","3694","3353","341","14546","34","29","5","22027","86738","94183","4327","89769","87"
"2022-06-24T00:00:00.000","129","Somers","2111","1946","165","19575","23","20","3","8345","77383","60154","2462","57614","78"
"2022-06-24T00:00:00.000","130","Southbury","3594","2912","682","18364","85","72","13","17174","87752","88372","4533","83743","96"
"2022-06-24T00:00:00.000","131","Southington","9287","7931","1356","21187","135","115","20","36444","83141","182821","11447","171159","215"
"2022-06-24T00:00:00.000","132","South Windsor","4644","4183","461","17751","67","44","23","21422","81882","81071","5456","75502","113"
"2022-06-24T00:00:00.000","133","Sprague","767","698","69","26828","6","5","1","2702","94509","13758","924","12823","11"
"2022-06-24T00:00:00.000","134","Stafford","1718","1557","161","14445","34","26","8","7483","62919","33831","2095","31702","34"
"2022-06-24T00:00:00.000","135","Stamford","31230","28824","2406","24090","385","337","48","130989","101042","495088","39918","454672","498"
"2022-06-24T00:00:00.000","136","Sterling","767","710","57","20280","3","3","0","2760","72977","10505","910","9584","11"
"2022-06-24T00:00:00.000","137","Stonington","3554","3211","343","19150","60","40","20","16616","89531","74837","4376","70400","61"
"2022-06-24T00:00:00.000","138","Stratford","13974","11967","2007","26951","201","166","35","48536","93610","227886","17441","210150","295"
"2022-06-24T00:00:00.000","139","Suffield","3659","3134","525","23138","51","39","12","14585","92228","117510","4488","112942","80"
"2022-06-24T00:00:00.000","140","Thomaston","1874","1578","296","24871","18","18","0","6353","84313","31275","2348","28899","28"
"2022-06-24T00:00:00.000","141","Thompson","1824","1720","104","19448","14","9","5","6595","70317","26528","2173","24313","42"
"2022-06-24T00:00:00.000","142","Tolland","2308","2072","236","15789","25","12","13","11652","79710","45876","2709","43119","48"
"2022-06-24T00:00:00.000","143","Torrington","7985","7554","431","23455","183","163","20","29536","86758","155987","9842","145885","260"
"2022-06-24T00:00:00.000","144","Trumbull","8929","7819","1110","25030","177","123","54","35614","99835","166747","11059","155464","224"
"2022-06-24T00:00:00.000","145","Union","217","200","17","25864","2","2","0","1088","129678","4361","252","4105","4"
"2022-06-24T00:00:00.000","146","Vernon","5058","4538","520","17228","78","52","26","22358","76154","91898","5904","85864","130"
"2022-06-24T00:00:00.000","147","Voluntown","527","492","35","20996","6","6","0","2122","84542","8416","624","7785","7"
"2022-06-24T00:00:00.000","148","Wallingford","10754","9587","1167","24261","217","187","30","40293","90902","234261","13245","220742","274"
"2022-06-24T00:00:00.000","149","Warren","157","115","42","11254","0","0","0","1033","74050","3841","179","3657","5"
"2022-06-24T00:00:00.000","150","Washington","538","444","94","15694","2","2","0","4008","116919","17907","614","17277","16"
"2022-06-24T00:00:00.000","151","Waterbury","33783","29531","4252","31406","503","442","61","106841","99324","545711","43572","501226","913"
"2022-06-24T00:00:00.000","152","Waterford","4483","4184","299","23914","77","57","20","18140","96767","87372","5401","81881","90"
"2022-06-24T00:00:00.000","153","Watertown","5227","4459","768","24224","78","71","7","19443","90106","95655","6663","88841","151"
"2022-06-24T00:00:00.000","154","Westbrook","1324","1242","82","19275","10","6","4","6202","90290","24212","1629","22555","28"
"2022-06-24T00:00:00.000","155","West Hartford","11778","10424","1354","18706","274","207","67","58884","93519","294006","14399","279307","300"
"2022-06-24T00:00:00.000","156","West Haven","13699","11960","1739","25081","164","149","15","49518","90659","242999","17082","225642","275"
"2022-06-24T00:00:00.000","157","Weston","1691","1536","155","16494","5","3","2","10342","100878","41154","2054","39067","33"
"2022-06-24T00:00:00.000","158","Westport","5238","4787","451","18385","37","27","10","30560","107262","144808","6382","138315","111"
"2022-06-24T00:00:00.000","159","Wethersfield","5968","5513","455","22947","55","46","9","22942","88211","108065","7358","100587","120"
"2022-06-24T00:00:00.000","160","Willington","815","732","83","13898","4","4","0","4123","70310","16426","934","15478","14"
"2022-06-24T00:00:00.000","161","Wilton","3255","2989","266","17745","55","29","26","18832","102666","72628","3903","68696","29"
"2022-06-24T00:00:00.000","162","Winchester","1838","1763","75","17333","16","16","0","8298","78253","33990","2166","31799","25"
"2022-06-24T00:00:00.000","163","Windham","6986","6560","426","28443","71","48","23","22379","91116","117233","8998","108089","146"
"2022-06-24T00:00:00.000","164","Windsor","7056","6452","604","24557","164","126","38","27217","94724","152809","8921","143724","164"
"2022-06-24T00:00:00.000","165","Windsor Locks","2702","2507","195","21021","44","40","4","10507","81741","44778","3347","41376","55"
"2022-06-24T00:00:00.000","166","Wolcott","4089","3557","532","24652","64","54","10","14324","86357","71416","5163","66148","105"
"2022-06-24T00:00:00.000","167","Woodbridge","1699","1519","180","19417","48","42","6","8668","99063","50559","2115","48373","71"
"2022-06-24T00:00:00.000","168","Woodbury","1646","1367","279","17323","12","10","2","7918","83330","34243","2023","32192","28"
"2022-06-24T00:00:00.000","169","Woodstock","1440","1391","49","18325","7","7","0","6740","85772","23654","1680","21945","29"
"2022-06-23T00:00:00.000","1","Andover","512","438","74","15822","6","4","2","2439","75371","9373","588","8777","8"
"2022-06-23T00:00:00.000","2","Ansonia","4904","4215","689","26289","49","39","10","16305","87408","76963","6039","70767","157"
"2022-06-23T00:00:00.000","3","Ashford","744","671","73","17485","5","4","1","3397","79835","13160","896","12251","13"
"2022-06-23T00:00:00.000","4","Avon","3020","2768","252","16524","81","65","16","17088","93500","74721","3549","71091","81"
"2022-06-23T00:00:00.000","5","Barkhamsted","526","490","36","14587","8","7","1","2697","74792","11007","620","10373","14"
"2022-06-23T00:00:00.000","6","Beacon Falls","1305","1162","143","20974","11","11","0","4907","78865","23201","1588","21568","45"
"2022-06-23T00:00:00.000","7","Berlin","4096","3750","346","20043","52","45","7","16525","80862","75239","4956","70200","83"
"2022-06-23T00:00:00.000","8","Bethany","991","901","90","17862","4","3","1","4656","83922","23370","1211","22128","31"
"2022-06-23T00:00:00.000","9","Bethel","4087","3342","745","20641","71","56","15","18110","91465","74488","4922","69482","84"
"2022-06-23T00:00:00.000","10","Bethlehem","619","528","91","18195","3","2","1","2785","81864","11841","749","11070","22"
"2022-06-23T00:00:00.000","11","Bloomfield","4960","4529","431","23384","136","116","20","20224","95347","133680","6218","127261","201"
"2022-06-23T00:00:00.000","12","Bolton","753","654","99","15418","5","4","1","3960","81081","14988","891","14086","11"
"2022-06-23T00:00:00.000","13","Bozrah","610","560","50","22377","7","7","0","2229","81768","10035","735","9291","9"
"2022-06-23T00:00:00.000","14","Branford","5940","5346","594","21290","82","73","9","25525","91487","124561","7150","117271","140"
"2022-06-23T00:00:00.000","15","Bridgeport","42725","38520","4205","29588","450","370","80","140119","97036","686908","55010","630819","1079"
"2022-06-23T00:00:00.000","16","Bridgewater","201","134","67","12294","0","0","0","1425","87156","5281","241","5034","6"
"2022-06-23T00:00:00.000","17","Bristol","14441","12415","2026","24090","211","172","39","52449","87492","272946","17885","254710","351"
"2022-06-23T00:00:00.000","18","Brookfield","3720","2983","737","21917","27","20","7","15830","93266","62703","4442","58201","60"
"2022-06-23T00:00:00.000","19","Brooklyn","2118","2007","111","25604","18","18","0","7569","91501","45708","2585","43095","28"
"2022-06-23T00:00:00.000","20","Burlington","1747","1495","252","18003","8","6","2","7898","81389","33569","2098","31433","38"
"2022-06-23T00:00:00.000","21","Canaan","29","28","1","2754","0","0","0","357","33903","1284","36","1248","0"
"2022-06-23T00:00:00.000","22","Canterbury","1133","1048","85","22308","4","4","0","4084","80410","17018","1353","15649","16"
"2022-06-23T00:00:00.000","23","Canton","1462","1316","146","14258","39","32","7","8269","80642","35063","1689","33348","26"
"2022-06-23T00:00:00.000","24","Chaplin","445","415","30","19875","3","3","0","1793","80080","7520","530","6988","2"
"2022-06-23T00:00:00.000","25","Cheshire","6363","5641","722","21989","80","66","14","26357","91084","166480","7637","158695","148"
"2022-06-23T00:00:00.000","26","Chester","613","559","54","14550","19","16","3","3514","83408","17250","765","16460","25"
"2022-06-23T00:00:00.000","27","Clinton","2649","2471","178","20495","15","10","5","11833","91551","49133","3212","45863","58"
"2022-06-23T00:00:00.000","28","Colchester","3143","2819","324","19881","42","29","13","13886","87836","63310","3806","59430","74"
"2022-06-23T00:00:00.000","29","Colebrook","146","137","9","10429","1","1","0","856","61143","3666","169","3493","4"
"2022-06-23T00:00:00.000","30","Columbia","973","859","114","18089","13","10","3","4482","83324","17981","1153","16813","15"
"2022-06-23T00:00:00.000","31","Cornwall","190","181","9","13950","2","0","2","1405","103157","5040","218","4819","3"
"2022-06-23T00:00:00.000","32","Coventry","2115","1827","288","17047","11","10","1","9936","80084","38471","2481","35949","41"
"2022-06-23T00:00:00.000","33","Cromwell","2967","2652","315","21439","66","42","24","12614","91148","66607","3640","62878","89"
"2022-06-23T00:00:00.000","34","Danbury","20996","18819","2177","24790","218","181","37","80828","95435","322764","25772","296498","494"
"2022-06-23T00:00:00.000","35","Darien","3886","3424","462","17885","13","12","1","22642","104207","91923","4721","87123","79"
"2022-06-23T00:00:00.000","36","Deep River","756","707","49","17016","1","1","0","3838","86383","15645","915","14710","20"
"2022-06-23T00:00:00.000","37","Derby","3123","2654","469","25310","30","24","6","10971","88913","50071","3822","46156","93"
"2022-06-23T00:00:00.000","38","Durham","1467","1329","138","20475","9","8","1","6188","86364","29823","1776","28019","28"
"2022-06-23T00:00:00.000","39","Eastford","279","266","13","15587","4","3","1","1222","68268","4468","332","4135","1"
"2022-06-23T00:00:00.000","40","East Granby","883","780","103","17179","4","2","2","4367","84961","18068","1082","16976","10"
"2022-06-23T00:00:00.000","41","East Haddam","1337","1160","177","14861","23","10","13","6796","75536","30496","1570","28899","27"
"2022-06-23T00:00:00.000","42","East Hampton","2347","2022","325","18336","25","18","7","10612","82906","45566","2816","42700","50"
"2022-06-23T00:00:00.000","43","East Hartford","13740","12484","1256","27551","198","155","43","44917","90065","227479","17360","209782","337"
"2022-06-23T00:00:00.000","44","East Haven","7625","6637","988","26690","107","87","20","25866","90539","126781","9376","117281","124"
"2022-06-23T00:00:00.000","45","East Lyme","3734","3452","282","20225","62","49","13","18027","97644","93918","4465","89396","57"
"2022-06-23T00:00:00.000","46","Easton","1408","1230","178","18721","5","4","1","7095","94336","26588","1717","24842","29"
"2022-06-23T00:00:00.000","47","East Windsor","2217","2002","215","19001","61","46","15","9269","79439","46816","2731","44021","64"
"2022-06-23T00:00:00.000","48","Ellington","2378","2160","218","14441","33","21","12","12199","74081","42651","2767","39835","49"
"2022-06-23T00:00:00.000","49","Enfield","9154","8276","878","20967","89","79","10","34814","79741","186761","11192","175291","278"
"2022-06-23T00:00:00.000","50","Essex","1065","981","84","15972","13","12","1","5888","88302","26958","1319","25615","24"
"2022-06-23T00:00:00.000","51","Fairfield","15135","13605","1530","24394","244","185","59","65649","105809","374155","18122","355633","400"
"2022-06-23T00:00:00.000","52","Farmington","4608","4060","548","18073","67","54","13","23471","92054","114221","5472","108603","146"
"2022-06-23T00:00:00.000","53","Franklin","435","409","26","22656","2","2","0","1492","77708","6871","530","6332","9"
"2022-06-23T00:00:00.000","54","Glastonbury","6147","5453","694","17827","119","98","21","30206","87599","126864","7496","119229","139"
"2022-06-23T00:00:00.000","55","Goshen","447","414","33","15613","2","2","0","2471","86308","9656","543","9104","9"
"2022-06-23T00:00:00.000","56","Granby","1554","1348","206","13505","33","28","5","8957","77840","35934","1849","34043","42"
"2022-06-23T00:00:00.000","57","Greenwich","14396","13397","999","22909","124","100","24","66390","105649","300993","17547","283221","225"
"2022-06-23T00:00:00.000","58","Griswold","2923","2666","257","25342","32","23","9","10215","88564","45042","3535","41473","34"
"2022-06-23T00:00:00.000","59","Groton","7931","7092","839","20634","122","78","44","33362","86799","148828","9561","139120","147"
"2022-06-23T00:00:00.000","60","Guilford","4356","3972","384","19681","45","35","10","20542","92812","100675","5160","95422","93"
"2022-06-23T00:00:00.000","61","Haddam","1424","1327","97","17381","11","6","5","6861","83742","29944","1722","28201","21"
"2022-06-23T00:00:00.000","62","Hamden","14162","12301","1861","23387","234","199","35","58758","97031","411440","17414","393607","419"
"2022-06-23T00:00:00.000","63","Hampton","466","441","25","25299","1","1","0","1886","102389","7829","552","7274","3"
"2022-06-23T00:00:00.000","64","Hartford","33822","31528","2294","27699","417","368","49","114906","94104","677855","42519","634399","937"
"2022-06-23T00:00:00.000","65","Hartland","246","223","23","11604","5","4","1","1327","62594","4981","297","4678","6"
"2022-06-23T00:00:00.000","66","Harwinton","1013","930","83","18690","9","6","3","4374","80701","18662","1220","17418","24"
"2022-06-23T00:00:00.000","67","Hebron","1559","1366","193","16404","15","11","4","7521","79135","30220","1869","28325","26"
"2022-06-23T00:00:00.000","68","Kent","556","505","51","20022","2","2","0","3883","139827","23996","670","23324","2"
"2022-06-23T00:00:00.000","69","Killingly","4544","4311","233","26211","80","57","23","15352","88556","68063","5503","62502","58"
