"year_of_birth","gender","first_name","count"
"1901","FEMALE","ADA","1"
"1905","FEMALE","ADA","1"
"1912","FEMALE","ADA","2"
"1916","FEMALE","ADA","1"
"1917","FEMALE","ADA","1"
"1918","FEMALE","ADA","1"
"1923","FEMALE","ADA","1"
"1924","FEMALE","ADA","1"
"1925","FEMALE","ADA","1"
"1928","FEMALE","ADA","1"
"1932","FEMALE","ADA","1"
"1935","FEMALE","ADA","1"
"1916","FEMALE","ADABELLE","1"
"1924","FEMALE","ADAE","1"
"1895","FEMALE","ADAH","1"
"1919","FEMALE","ADAH","1"
"1916","FEMALE","ADALENE","1"
"1909","FEMALE","ADALINA","1"
"1910","MALE","ADAM","1"
"1878","FEMALE","ADDIE","1"
"1913","FEMALE","ADDIE","1"
"1920","FEMALE","ADDIE","1"
"1931","MALE","ADDISON","1"
"1918","FEMALE","ADDORETTA","1"
"1921","FEMALE","ADELA","1"
"1922","FEMALE","ADELADE","1"
"1901","FEMALE","ADELAIDE","1"
"1905","FEMALE","ADELAIDE","2"
"1907","FEMALE","ADELAIDE","1"
"1911","FEMALE","ADELAIDE","1"
"1915","FEMALE","ADELAIDE","1"
"1918","FEMALE","ADELAIDE","1"
"1933","FEMALE","ADELAIDE","1"
"1903","MALE","ADELBERT","1"
"1915","MALE","ADELBERT","1"
"1927","MALE","ADELBERT","1"
"1903","FEMALE","ADELE","1"
"1907","FEMALE","ADELE","1"
"1909","FEMALE","ADELE","1"
"1913","FEMALE","ADELE","1"
"1914","FEMALE","ADELE","1"
"1919","FEMALE","ADELE","1"
"1921","FEMALE","ADELE","1"
"1933","FEMALE","ADELE STAR","1"
"1916","FEMALE","ADELENE","1"
"1915","FEMALE","ADELIA","1"
"1889","FEMALE","ADELINA","1"
"1912","FEMALE","ADELINA","1"
"1914","FEMALE","ADELINA","1"
"1927","FEMALE","ADELINA","1"
"1890","FEMALE","ADELINE","1"
"1892","FEMALE","ADELINE","1"
"1908","FEMALE","ADELINE","1"
"1911","FEMALE","ADELINE","1"
"1913","FEMALE","ADELINE","1"
"1915","FEMALE","ADELINE","1"
"1916","FEMALE","ADELINE","1"
"1917","FEMALE","ADELINE","1"
"1914","FEMALE","ADELL","1"
"1921","FEMALE","ADELL","1"
"1914","FEMALE","ADELLA","1"
"1920","FEMALE","ADELLA","1"
"1906","FEMALE","ADELLE","1"
"1932","FEMALE","ADELLE","1"
"1884","FEMALE","ADELMA","1"
"1913","FEMALE","ADELMA","1"
"1930","FEMALE","ADELMA","1"
"1915","MALE","ADELMO","1"
"1923","FEMALE","ADELYN","1"
"1914","FEMALE","ADILINE","1"
"1925","FEMALE","ADILINE","1"
"1897","MALE","ADOLF","1"
"1934","MALE","ADOLF","1"
"1916","MALE","ADOLFO","1"
"1907","MALE","ADOLPH","1"
"1914","MALE","ADOLPH","2"
"1916","MALE","ADOLPH","1"
"1920","MALE","ADOLPH","1"
"1924","MALE","ADOLPH","1"
"1913","MALE","ADOLPHO","1"
"1927","MALE","ADOLPHO","1"
"1921","MALE","ADOLPHUS","1"
"1915","MALE","ADRIAN","1"
"1935","MALE","ADRIAN","1"
"1915","FEMALE","ADRIANA","1"
"1931","FEMALE","ADRIANA","1"
"1912","FEMALE","ADRIENNE","2"
"1920","FEMALE","ADRIENNE","1"
"1926","FEMALE","ADRIENNE","1"
"1928","FEMALE","ADRIENNE","1"
"1933","FEMALE","ADRIENNE","1"
"1935","FEMALE","ADRIENNE","1"
"1934","FEMALE","ADRON","1"
"1918","FEMALE","AERYAL","1"
"1921","FEMALE","AETHEA","1"
"1886","FEMALE","AGATHA","1"
"1926","FEMALE","AGELEKE","1"
"1890","FEMALE","AGNES","1"
"1897","FEMALE","AGNES","2"
"1899","FEMALE","AGNES","2"
"1900","FEMALE","AGNES","1"
"1903","FEMALE","AGNES","1"
"1906","FEMALE","AGNES","1"
"1907","FEMALE","AGNES","3"
"1908","FEMALE","AGNES","1"
"1909","FEMALE","AGNES","1"
"1910","FEMALE","AGNES","1"
"1912","FEMALE","AGNES","1"
"1916","FEMALE","AGNES","1"
"1917","FEMALE","AGNES","1"
"1918","FEMALE","AGNES","2"
"1920","FEMALE","AGNES","2"
"1921","FEMALE","AGNES","4"
"1922","FEMALE","AGNES","2"
"1924","FEMALE","AGNES","4"
"1925","FEMALE","AGNES","3"
"1929","FEMALE","AGNES","1"
"1931","FEMALE","AGNES","1"
"1933","FEMALE","AGNES","1"
"1934","FEMALE","AGNES","1"
"1921","FEMALE","AIDA","1"
"1912","FEMALE","AIKO","1"
"1923","FEMALE","AIKO","1"
"1928","FEMALE","AIKO","1"
"1898","FEMALE","AILEEN","1"
"1900","FEMALE","AILEEN","1"
"1906","FEMALE","AILEEN","1"
"1915","FEMALE","AILEEN","1"
"1917","FEMALE","AILEEN","1"
"1918","FEMALE","AILEEN","1"
"1921","FEMALE","AILEEN","2"
"1922","FEMALE","AILEEN","1"
"1927","FEMALE","AILEEN","1"
"1928","FEMALE","AILEEN","1"
"1930","FEMALE","AILEEN","1"
"1935","FEMALE","AILEEN","1"
"1902","FEMALE","AILENE","1"
"1925","FEMALE","AILENE","1"
"1926","FEMALE","AILIN","1"
"1899","FEMALE","AIMEE","1"
"1932","FEMALE","AINSKY","1"
"1924","FEMALE","AKI","1"
"1927","FEMALE","AKIKO","1"
"1930","FEMALE","AKIKO","1"
"1926","MALE","AKIO","1"
"1935","MALE","AKIO","1"
"1923","MALE","AKIRA","1"
"1925","MALE","AKIRO","1"
"1918","FEMALE","ALAINE","1"
"1917","FEMALE","ALAIR","1"
"1897","MALE","ALAN","1"
"1907","MALE","ALAN","1"
"1908","MALE","ALAN","1"
"1910","MALE","ALAN","1"
"1911","MALE","ALAN","1"
"1917","MALE","ALAN","1"
"1920","MALE","ALAN","1"
"1925","MALE","ALAN","1"
"1927","MALE","ALAN","1"
"1929","MALE","ALAN","1"
"1930","MALE","ALAN","1"
"1932","MALE","ALAN","2"
"1934","MALE","ALAN","3"
"1914","MALE","ALBA","1"
"1924","FEMALE","ALBA","1"
"1927","FEMALE","ALBA","1"
"1914","MALE","ALBAN","1"
"1879","MALE","ALBERT","1"
"1885","MALE","ALBERT","2"
"1889","MALE","ALBERT","1"
"1892","MALE","ALBERT","1"
"1893","MALE","ALBERT","1"
"1898","MALE","ALBERT","1"
"1899","MALE","ALBERT","2"
"1900","MALE","ALBERT","2"
"1901","MALE","ALBERT","1"
"1903","MALE","ALBERT","1"
"1904","MALE","ALBERT","1"
"1905","MALE","ALBERT","1"
"1906","MALE","ALBERT","2"
"1907","MALE","ALBERT","3"
"1908","MALE","ALBERT","6"
"1909","MALE","ALBERT","4"
"1910","MALE","ALBERT","4"
"1911","MALE","ALBERT","2"
"1912","MALE","ALBERT","4"
"1913","MALE","ALBERT","5"
"1914","MALE","ALBERT","6"
"1915","MALE","ALBERT","7"
"1916","MALE","ALBERT","8"
"1917","MALE","ALBERT","9"
"1918","MALE","ALBERT","7"
"1919","MALE","ALBERT","4"
"1920","MALE","ALBERT","6"
"1921","MALE","ALBERT","7"
"1922","MALE","ALBERT","5"
"1923","MALE","ALBERT","5"
"1924","MALE","ALBERT","8"
"1925","MALE","ALBERT","2"
"1926","MALE","ALBERT","5"
"1927","MALE","ALBERT","6"
"1928","MALE","ALBERT","6"
"1929","MALE","ALBERT","4"
"1930","MALE","ALBERT","1"
"1931","MALE","ALBERT","2"
"1932","MALE","ALBERT","4"
"1933","MALE","ALBERT","3"
"1934","MALE","ALBERT","3"
"1935","MALE","ALBERT","2"
"1891","FEMALE","ALBERTA","2"
"1901","FEMALE","ALBERTA","1"
"1902","FEMALE","ALBERTA","1"
"1903","FEMALE","ALBERTA","1"
"1906","FEMALE","ALBERTA","1"
"1908","FEMALE","ALBERTA","1"
"1914","FEMALE","ALBERTA","2"
"1915","FEMALE","ALBERTA","1"
"1917","FEMALE","ALBERTA","1"
"1919","FEMALE","ALBERTA","2"
"1921","FEMALE","ALBERTA","3"
"1925","FEMALE","ALBERTA","2"
"1926","FEMALE","ALBERTA","2"
"1928","FEMALE","ALBERTA","1"
"1929","FEMALE","ALBERTA","1"
"1930","FEMALE","ALBERTA","2"
"1932","FEMALE","ALBERTA","1"
"1909","MALE","ALBERTO","1"
"1915","MALE","ALBERTO","1"
"1917","MALE","ALBERTO","1"
"1920","MALE","ALBI","1"
"1926","MALE","ALBI","1"
"1918","MALE","ALBIN","1"
"1892","FEMALE","ALBINA","1"
"1918","FEMALE","ALBINA","1"
"1925","FEMALE","ALBINA","1"
"1922","MALE","ALBINO","1"
"1929","MALE","ALBINO","1"
"1908","FEMALE","ALDA","1"
"1910","FEMALE","ALDA","1"
"1912","FEMALE","ALDA","1"
"1923","FEMALE","ALDA","1"
"1930","FEMALE","ALDA","1"
"1908","FEMALE","ALDANITA","1"
"1906","MALE","ALDEN","1"
"1911","MALE","ALDEN","1"
"1912","MALE","ALDEN","1"
"1917","MALE","ALDEN","1"
"1920","MALE","ALDEN","1"
"1933","MALE","ALDEN","1"
"1926","MALE","ALDER","1"
"1923","FEMALE","ALDINA","1"
"1934","FEMALE","ALDINA","1"
"1915","MALE","ALDO","1"
"1916","MALE","ALDO","1"
"1919","MALE","ALDO","1"
"1920","MALE","ALDO","1"
"1921","MALE","ALDO","1"
"1922","MALE","ALDO","1"
"1923","MALE","ALDO","1"
"1924","MALE","ALDO","1"
"1925","MALE","ALDO","1"
"1926","MALE","ALDO","1"
"1931","MALE","ALDO","1"
"1932","MALE","ALDO","1"
"1933","MALE","ALDO","2"
"1935","MALE","ALDRED","1"
"1909","FEMALE","ALEETA","1"
"1910","FEMALE","ALEISA","1"
"1907","FEMALE","ALENA","1"
"1921","FEMALE","ALENE","1"
"1926","FEMALE","ALENE","1"
"1908","MALE","ALERANO","1"
"1933","MALE","ALESANDRO","1"
"1902","FEMALE","ALETA","1"
"1916","FEMALE","ALETA","1"
"1887","FEMALE","ALETHA","1"
"1908","FEMALE","ALETHA","1"
"1909","FEMALE","ALETHA","1"
"1911","FEMALE","ALETHA","1"
"1913","FEMALE","ALETHA","1"
"1914","FEMALE","ALETHA","2"
"1916","FEMALE","ALETHA","1"
"1917","FEMALE","ALETHA","1"
"1919","FEMALE","ALETHA","2"
"1922","FEMALE","ALETHA","1"
"1932","FEMALE","ALETHA","1"
"1934","FEMALE","ALETHA","1"
"1935","FEMALE","ALETHA","1"
"1908","FEMALE","ALETHIA","1"
"1919","MALE","ALEX","1"
"1933","MALE","ALEX","1"
"1913","MALE","ALEXANDER","1"
"1914","MALE","ALEXANDER","1"
"1918","MALE","ALEXANDER","1"
"1919","MALE","ALEXANDER","1"
"1922","MALE","ALEXANDER","2"
"1924","MALE","ALEXANDER","1"
"1926","MALE","ALEXANDER","1"
"1927","MALE","ALEXANDER","1"
"1929","MALE","ALEXANDER","1"
"1932","MALE","ALEXANDER","2"
"1935","MALE","ALEXANDER","1"
"1919","FEMALE","ALEXINE","1"
"1918","MALE","ALFERDO","1"
"1915","MALE","ALFONSO","1"
"1923","MALE","ALFONSO","1"
"1925","MALE","ALFONSO","1"
"1883","MALE","ALFRED","1"
"1889","MALE","ALFRED","2"
"1890","MALE","ALFRED","1"
"1891","MALE","ALFRED","1"
"1892","MALE","ALFRED","1"
"1894","MALE","ALFRED","1"
"1897","MALE","ALFRED","2"
"1902","MALE","ALFRED","1"
"1903","MALE","ALFRED","1"
"1904","MALE","ALFRED","1"
"1907","MALE","ALFRED","1"
"1908","MALE","ALFRED","3"
"1909","MALE","ALFRED","2"
"1910","MALE","ALFRED","2"
"1912","MALE","ALFRED","2"
"1913","MALE","ALFRED","2"
"1914","MALE","ALFRED","2"
"1915","MALE","ALFRED","4"
"1916","MALE","ALFRED","1"
"1917","MALE","ALFRED","3"
"1918","MALE","ALFRED","2"
"1919","MALE","ALFRED","6"
"1920","MALE","ALFRED","7"
"1921","MALE","ALFRED","4"
"1922","MALE","ALFRED","3"
"1923","MALE","ALFRED","9"
"1924","MALE","ALFRED","5"
"1925","MALE","ALFRED","2"
"1926","MALE","ALFRED","1"
"1927","MALE","ALFRED","3"
"1928","MALE","ALFRED","3"
"1929","MALE","ALFRED","3"
"1930","MALE","ALFRED","2"
"1931","MALE","ALFRED","2"
"1932","MALE","ALFRED","6"
"1933","MALE","ALFRED","1"
"1934","MALE","ALFRED","1"
"1935","MALE","ALFRED","2"
"1911","MALE","ALFREDO","1"
"1922","MALE","ALFREDO","1"
"1923","MALE","ALFREDO","1"
"1931","MALE","ALFREDO","1"
"1924","FEMALE","ALGIA","1"
"1916","FEMALE","ALHELEA","1"
"1882","FEMALE","ALICE","2"
"1883","FEMALE","ALICE","1"
"1885","FEMALE","ALICE","1"
"1886","FEMALE","ALICE","2"
"1888","FEMALE","ALICE","2"
"1889","FEMALE","ALICE","1"
"1890","FEMALE","ALICE","1"
"1891","FEMALE","ALICE","1"
"1892","FEMALE","ALICE","1"
"1895","FEMALE","ALICE","2"
"1897","FEMALE","ALICE","1"
"1898","FEMALE","ALICE","1"
"1900","FEMALE","ALICE","3"
"1902","FEMALE","ALICE","4"
"1904","FEMALE","ALICE","4"
"1905","FEMALE","ALICE","4"
"1906","FEMALE","ALICE","9"
"1907","FEMALE","ALICE","3"
"1908","FEMALE","ALICE","4"
"1909","FEMALE","ALICE","3"
"1910","FEMALE","ALICE","7"
"1911","FEMALE","ALICE","3"
"1912","FEMALE","ALICE","6"
"1913","FEMALE","ALICE","9"
"1914","FEMALE","ALICE","6"
"1915","FEMALE","ALICE","7"
"1916","FEMALE","ALICE","11"
"1917","FEMALE","ALICE","6"
"1918","FEMALE","ALICE","9"
"1919","FEMALE","ALICE","2"
"1920","FEMALE","ALICE","7"
"1921","FEMALE","ALICE","14"
"1922","FEMALE","ALICE","11"
"1923","FEMALE","ALICE","5"
"1924","FEMALE","ALICE","8"
"1925","FEMALE","ALICE","4"
"1926","FEMALE","ALICE","6"
"1927","FEMALE","ALICE","5"
"1928","FEMALE","ALICE","5"
"1929","FEMALE","ALICE","3"
"1930","FEMALE","ALICE","7"
"1931","FEMALE","ALICE","1"
"1932","FEMALE","ALICE","3"
"1933","FEMALE","ALICE","2"
"1934","FEMALE","ALICE","5"
"1935","FEMALE","ALICE","1"
"1924","FEMALE","ALICE VICTORIA","1"
"1905","FEMALE","ALICIA","1"
"1924","FEMALE","ALICIA","1"
"1921","FEMALE","ALIDA","1"
"1924","FEMALE","ALIDA","1"
"1929","FEMALE","ALIDA","1"
"1906","FEMALE","ALINA","1"
"1900","FEMALE","ALINE","1"
"1922","FEMALE","ALINE","1"
"1927","FEMALE","ALINE","1"
"1913","MALE","ALISSIO","1"
"1906","FEMALE","ALITA","1"
"1922","FEMALE","ALITA","1"
"1925","FEMALE","ALITA","1"
"1908","MALE","ALLAN","2"
"1910","MALE","ALLAN","1"
"1914","MALE","ALLAN","1"
"1917","MALE","ALLAN","1"
"1918","MALE","ALLAN","1"
"1919","MALE","ALLAN","1"
"1922","MALE","ALLAN","1"
"1923","MALE","ALLAN","1"
"1926","MALE","ALLAN","1"
"1929","MALE","ALLAN","1"
"1931","MALE","ALLAN","1"
"1933","MALE","ALLAN","1"
"1932","FEMALE","ALLANE","1"
"1905","MALE","ALLEN","1"
"1906","MALE","ALLEN","3"
"1910","MALE","ALLEN","1"
"1912","MALE","ALLEN","2"
"1919","MALE","ALLEN","1"
"1921","MALE","ALLEN","1"
"1922","MALE","ALLEN","2"
"1925","MALE","ALLEN","2"
"1926","MALE","ALLEN","2"
"1927","MALE","ALLEN","1"
"1930","MALE","ALLEN","3"
"1931","MALE","ALLEN","1"
"1932","MALE","ALLEN","1"
"1933","MALE","ALLEN","2"
"1935","MALE","ALLEN","1"
"1892","FEMALE","ALLENE","1"
"1930","FEMALE","ALLENE","1"
"1935","MALE","ALLESANDRO","1"
"1927","MALE","ALLESSO","1"
"1917","FEMALE","ALLISON","1"
"1918","MALE","ALLISON","1"
"1923","FEMALE","ALLISON","1"
"1928","FEMALE","ALLYCE","1"
"1933","FEMALE","ALLYN","1"
"1882","FEMALE","ALMA","1"
"1888","FEMALE","ALMA","1"
"1896","FEMALE","ALMA","1"
"1897","FEMALE","ALMA","1"
"1898","FEMALE","ALMA","1"
"1904","FEMALE","ALMA","1"
"1905","FEMALE","ALMA","3"
"1907","FEMALE","ALMA","1"
"1908","FEMALE","ALMA","3"
"1909","FEMALE","ALMA","1"
"1912","FEMALE","ALMA","2"
"1913","FEMALE","ALMA","2"
"1914","FEMALE","ALMA","1"
"1915","FEMALE","ALMA","5"
"1916","FEMALE","ALMA","2"
"1917","FEMALE","ALMA","3"
"1920","FEMALE","ALMA","4"
"1921","FEMALE","ALMA","2"
"1922","FEMALE","ALMA","2"
"1923","FEMALE","ALMA","1"
"1924","FEMALE","ALMA","4"
"1925","FEMALE","ALMA","1"
"1927","FEMALE","ALMA","2"
"1932","FEMALE","ALMA","1"
"1919","MALE","ALMOND","1"
"1920","FEMALE","ALOHA","1"
"1927","FEMALE","ALOHA","1"
"1929","FEMALE","ALOHA","1"
"1915","FEMALE","ALOIS","1"
"1907","FEMALE","ALOISIE","1"
"1913","MALE","ALONZO","1"
"1922","FEMALE","ALOYS","1"
"1904","FEMALE","ALPHA","1"
"1907","FEMALE","ALPHA","1"
"1909","FEMALE","ALPHA","1"
"1904","FEMALE","ALPHARETTA","1"
"1878","MALE","ALPHEUS","1"
"1915","FEMALE","ALPHIA","1"
"1897","MALE","ALPHIE","1"
"1903","FEMALE","ALPHY","1"
"1917","FEMALE","ALSY","1"
"1906","FEMALE","ALTA","2"
"1907","FEMALE","ALTA","2"
"1909","FEMALE","ALTA","2"
"1913","FEMALE","ALTA","3"
"1915","FEMALE","ALTA","1"
"1916","FEMALE","ALTA","1"
"1917","FEMALE","ALTA","1"
"1919","FEMALE","ALTA","1"
"1920","FEMALE","ALTA","2"
"1924","FEMALE","ALTA","1"
"1928","FEMALE","ALTA","2"
"1929","FEMALE","ALTA","1"
"1934","FEMALE","ALTA","1"
"1935","FEMALE","ALTA","1"
"1911","FEMALE","ALTHEA","1"
"1925","MALE","ALTON","1"
"1933","MALE","ALTON","1"
"1919","MALE","ALTURO","1"
"1914","MALE","ALVA","1"
"1931","MALE","ALVAH","1"
"1910","MALE","ALVAN","1"
"1905","FEMALE","ALVERA","1"
"1931","FEMALE","ALVERA","1"
"1931","MALE","ALVERTO","1"
"1893","MALE","ALVIN","1"
"1895","MALE","ALVIN","1"
"1904","MALE","ALVIN","1"
"1905","MALE","ALVIN","1"
"1906","MALE","ALVIN","1"
"1907","MALE","ALVIN","1"
"1908","MALE","ALVIN","2"
"1909","MALE","ALVIN","2"
"1910","MALE","ALVIN","3"
"1911","MALE","ALVIN","3"
"1913","MALE","ALVIN","2"
"1914","MALE","ALVIN","4"
"1915","MALE","ALVIN","2"
"1917","MALE","ALVIN","1"
"1918","MALE","ALVIN","2"
"1919","MALE","ALVIN","2"
"1920","MALE","ALVIN","1"
"1921","MALE","ALVIN","1"
"1922","MALE","ALVIN","2"
"1923","MALE","ALVIN","2"
"1924","MALE","ALVIN","2"
"1925","MALE","ALVIN","2"
"1926","MALE","ALVIN","2"
"1927","MALE","ALVIN","5"
"1928","MALE","ALVIN","2"
"1929","MALE","ALVIN","1"
"1930","MALE","ALVIN","2"
"1932","MALE","ALVIN","1"
"1933","MALE","ALVIN","3"
"1934","MALE","ALVIN","1"
"1904","FEMALE","ALVINA","1"
"1922","MALE","ALVINO","1"
"1928","MALE","ALVINO","1"
"1916","MALE","ALVISE","1"
"1902","MALE","ALVY","1"
"1913","MALE","ALWIN","1"
"1926","MALE","ALWYN","1"
"1901","FEMALE","ALYCE","1"
"1903","FEMALE","ALYCE","1"
"1908","FEMALE","ALYCE","1"
"1911","FEMALE","ALYCE","1"
"1919","FEMALE","ALYCE","1"
"1930","FEMALE","ALYCE","1"
"1932","FEMALE","ALYCE","1"
"1933","FEMALE","ALYCE","1"
"1925","FEMALE","ALYNE","1"
"1898","FEMALE","AMABILE","1"
"1909","MALE","AMADEO","1"
"1908","FEMALE","AMALIA","1"
"1903","FEMALE","AMANDA","1"
"1912","FEMALE","AMANDA","1"
"1903","MALE","AMANDUS","1"
"1891","MALE","AMASA","1"
"1934","MALE","AMASA","1"
"1905","MALE","AMBROSE","1"
"1914","MALE","AMEDEO","1"
"1920","MALE","AMEDEO","1"
"1920","FEMALE","AMELDA","1"
"1911","MALE","AMELETO","1"
"1900","FEMALE","AMELIA","1"
"1902","FEMALE","AMELIA","1"
"1910","FEMALE","AMELIA","1"
"1915","FEMALE","AMELIA","2"
"1920","FEMALE","AMELIA","1"
"1922","FEMALE","AMELIA","1"
"1923","FEMALE","AMELIA","1"
"1924","FEMALE","AMELIA","1"
"1926","FEMALE","AMELIA","1"
"1928","FEMALE","AMELIA","1"
"1930","FEMALE","AMELIA","1"
"1932","FEMALE","AMELIA","1"
"1917","MALE","AMELIO","1"
"1882","MALE","AMERICO","1"
"1902","MALE","AMERICO","1"
"1911","MALE","AMERICO","1"
"1914","MALE","AMERICO","1"
"1918","MALE","AMERICO","1"
"1920","MALE","AMERICO","2"
"1925","MALE","AMERICO","1"
"1913","MALE","AMERIGO","1"
"1916","MALE","AMERIGO","1"
"1934","FEMALE","AMIEE","1"
"1915","MALE","AMIEL","1"
"1922","MALE","AMIEL","1"
"1923","FEMALE","AMINA","1"
"1911","MALE","AMOS","1"
"1921","MALE","AMOS","1"
"1920","FEMALE","AMS","1"
"1884","FEMALE","AMY","1"
"1891","FEMALE","AMY","1"
"1911","FEMALE","AMY","1"
"1913","FEMALE","AMY","1"
"1921","FEMALE","AMY","1"
"1922","FEMALE","AMY","1"
"1924","FEMALE","AMY","1"
"1927","FEMALE","AMY","1"
"1931","FEMALE","AMY","1"
"1900","FEMALE","ANABEL","1"
"1906","FEMALE","ANABEL","1"
"1910","FEMALE","ANABEL","1"
"1928","FEMALE","ANABEL","1"
"1918","FEMALE","ANAGENE","1"
"1906","MALE","ANDERSON","1"
"1913","MALE","ANDREA","1"
"1915","MALE","ANDREAS","1"
"1916","MALE","ANDREAS","1"
"1922","FEMALE","ANDREE","1"
"1917","FEMALE","ANDREINA","1"
"1919","FEMALE","ANDREINA","1"
"1893","MALE","ANDREW","1"
"1900","MALE","ANDREW","1"
"1903","MALE","ANDREW","1"
"1906","MALE","ANDREW","1"
"1907","MALE","ANDREW","1"
"1908","MALE","ANDREW","1"
"1910","MALE","ANDREW","2"
"1911","MALE","ANDREW","1"
"1912","MALE","ANDREW","1"
"1913","MALE","ANDREW","2"
"1914","MALE","ANDREW","1"
"1916","MALE","ANDREW","1"
"1918","MALE","ANDREW","2"
"1919","MALE","ANDREW","2"
"1920","MALE","ANDREW","2"
"1921","MALE","ANDREW","1"
"1923","MALE","ANDREW","1"
"1924","MALE","ANDREW","1"
"1925","MALE","ANDREW","1"
"1926","MALE","ANDREW","2"
"1930","MALE","ANDREW","1"
"1932","MALE","ANDREW","1"
"1923","FEMALE","ANDRINA","1"
"1913","FEMALE","ANDRINI","1"
"1911","MALE","ANGEL","1"
"1916","MALE","ANGEL","1"
"1926","MALE","ANGEL","1"
"1907","FEMALE","ANGELA","1"
"1909","FEMALE","ANGELA","1"
"1914","FEMALE","ANGELA","1"
"1915","FEMALE","ANGELA","1"
"1917","FEMALE","ANGELA","1"
"1927","FEMALE","ANGELA","1"
"1935","FEMALE","ANGELA","1"
"1913","FEMALE","ANGELENA","1"
"1913","FEMALE","ANGELENO","1"
"1921","FEMALE","ANGELICA","1"
"1904","FEMALE","ANGELINA","1"
"1905","FEMALE","ANGELINA","1"
"1907","FEMALE","ANGELINA","1"
"1908","FEMALE","ANGELINA","1"
"1911","FEMALE","ANGELINA","2"
"1912","FEMALE","ANGELINA","1"
"1913","FEMALE","ANGELINA","1"
"1915","FEMALE","ANGELINA","2"
"1916","FEMALE","ANGELINA","2"
"1917","FEMALE","ANGELINA","2"
"1920","FEMALE","ANGELINA","1"
"1921","FEMALE","ANGELINA","1"
"1924","FEMALE","ANGELINA","1"
"1926","FEMALE","ANGELINA","1"
"1927","FEMALE","ANGELINA","1"
"1928","FEMALE","ANGELINA","1"
"1929","FEMALE","ANGELINA","2"
"1930","FEMALE","ANGELINA","1"
"1929","FEMALE","ANGELINE","1"
"1908","FEMALE","ANGELINI","1"
"1912","FEMALE","ANGELITA","1"
"1903","MALE","ANGELO","1"
"1906","MALE","ANGELO","1"
"1907","MALE","ANGELO","1"
"1908","MALE","ANGELO","1"
"1909","MALE","ANGELO","1"
"1911","MALE","ANGELO","2"
"1912","MALE","ANGELO","1"
"1913","MALE","ANGELO","1"
"1914","MALE","ANGELO","2"
"1915","MALE","ANGELO","2"
"1917","MALE","ANGELO","1"
"1918","MALE","ANGELO","2"
"1921","MALE","ANGELO","3"
"1922","MALE","ANGELO","1"
"1923","MALE","ANGELO","1"
"1925","MALE","ANGELO","2"
"1926","MALE","ANGELO","1"
"1928","MALE","ANGELO","2"
"1929","MALE","ANGELO","3"
"1930","MALE","ANGELO","1"
"1931","MALE","ANGELO","1"
"1934","MALE","ANGELO","1"
"1935","MALE","ANGELO","1"
"1906","FEMALE","ANGELYN","1"
"1925","FEMALE","ANGENINA","1"
"1917","FEMALE","ANGIE","1"
"1893","FEMALE","ANITA","1"
"1895","FEMALE","ANITA","1"
"1896","FEMALE","ANITA","2"
"1898","FEMALE","ANITA","1"
"1899","FEMALE","ANITA","1"
