"bond_series","original_loan_amount","loan_purchase_date","purchase_year","original_ltv","loan_type","sonyma_dpal_ccal_amount","original_term","county","fips_code","of_units","property_type","housing_type","household_size"
"Series 195/196","41225","2016-03-10T00:00:00.000","2016","97","Conventional","3000","360","Chenango","36017","1 Family","Detached","Existing","1"
"Series 195/196","146400","2016-03-10T00:00:00.000","2016","79","Conventional","5550","360","Suffolk","36103","1 Family","Condominium","Existing","2"
"Series 195/196","417000","2016-03-10T00:00:00.000","2016","94","Conventional","0","360","Nassau","36059","1 Family","Detached","Existing","1"
"Series 195/196","209000","2016-03-10T00:00:00.000","2016","95","Conventional","0","360","Westchester","36119","1 Family","Condominium","Existing","1"
"Series 195/196","139200","2016-03-10T00:00:00.000","2016","80.00","Conventional","5220","360","Westchester","36119","1 Family","Cooperative","Existing","3"
"Series 195/196","106700","2016-03-10T00:00:00.000","2016","97.00","Conventional","3300","360","Monroe","36055","1 Family","Detached","Existing","1"
"Series 195/196","40900","2016-03-10T00:00:00.000","2016","35","Conventional","0","360","Monroe","36055","1 Family","Detached","Existing","1"
"Series 195/196","219024","2016-03-10T00:00:00.000","2016","82","Conventional","7975","360","Westchester","36119","1 Family","Condominium","New","3"
"Series 195/196","98400","2016-03-10T00:00:00.000","2016","80.00","Conventional","0","360","Steuben","36101","1 Family","Detached","Existing","3"
"Series 195/196","365750","2016-03-10T00:00:00.000","2016","95","Conventional","11550","360","Suffolk","36103","1 Family","Detached","Existing","2"
"Series 195/196","333000","2016-03-10T00:00:00.000","2016","90.00","Conventional","0","360","Nassau","36059","1 Family","Detached","Existing","1"
"Series 195/196","308460","2016-03-10T00:00:00.000","2016","97.00","Conventional","9540","360","Suffolk","36103","1 Family","Not Available","Existing","3"
"Series 195/196","131120","2016-03-10T00:00:00.000","2016","80","Conventional","0","360","Rensselaer","36083","2 Family","Detached","Existing","1"
"Series 195/196","189900","2016-03-10T00:00:00.000","2016","90.00","Conventional","0","360","Saratoga","36091","1 Family","Detached","Existing","1"
"Series 195/196","460000","2016-03-10T00:00:00.000","2016","80","Conventional","15000","360","Nassau","36059","1 Family","Detached","Existing","5"
"Series 195/196","288000","2016-03-10T00:00:00.000","2016","80","Conventional","0","360","Nassau","36059","1 Family","Detached","Existing","1"
"Series 195/196","280000","2016-03-10T00:00:00.000","2016","80","Conventional","0","360","Nassau","36059","1 Family","Detached","Existing","2"
"Series 195/196","300000","2016-03-10T00:00:00.000","2016","58","Conventional","0","360","Queens","36081","1 Family","Cooperative","Existing","1"
"Series 195/196","67900","2016-03-10T00:00:00.000","2016","97","Conventional","0","360","Rensselaer","36083","1 Family","Detached","Existing","1"
"Series 195/196","139600","2016-03-10T00:00:00.000","2016","80.00","Conventional","0","360","Queens","36081","1 Family","Cooperative","Existing","1"
"Series 195/196","135800","2016-03-10T00:00:00.000","2016","97","Conventional","0","360","Erie","36029","2 Family","Detached","Existing","1"
"Series 195/196","70000","2016-03-10T00:00:00.000","2016","33","Conventional","0","360","Kings","36047","1 Family","Cooperative","Existing","1"
"Series 195/196","37548","2016-03-10T00:00:00.000","2016","78","Conventional","1440","360","Dutchess","36027","1 Family","Cooperative","Existing","1"
"Series 195/196","92150","2016-03-10T00:00:00.000","2016","95","Conventional","3000","360","Monroe","36055","1 Family","Detached","Existing","2"
"Series 195/196","87400","2016-03-10T00:00:00.000","2016","95","Conventional","0","360","Niagara","36063","1 Family","Detached","Existing","2"
"Series 195/196","140000","2016-03-10T00:00:00.000","2016","97.00","Conventional","4329","360","Rensselaer","36083","1 Family","Detached","Existing","2"
"Series 195/196","129850","2016-03-10T00:00:00.000","2016","96.19","Conventional","4050","360","Monroe","36055","1 Family","Detached","Existing","2"
"Series 195/196","292800","2016-03-10T00:00:00.000","2016","80","Conventional","0","360","Nassau","36059","1 Family","Condominium","Existing","1"
"Series 195/196","66000","2016-03-10T00:00:00.000","2016","89.80","Conventional","2205","360","Westchester","36119","1 Family","Cooperative","Existing","1"
"Series 195/196","105580","2016-03-10T00:00:00.000","2016","94.10","Conventional","0","360","Albany","36001","1 Family","Detached","Existing","1"
"Series 195/196","64990","2016-03-10T00:00:00.000","2016","97.00","Conventional","3000","360","Broome","36007","1 Family","Detached","Existing","1"
"Series 195/196","224798","2016-03-10T00:00:00.000","2016","97.00","Conventional","6952","360","Suffolk","36103","1 Family","Detached","Existing","4"
"Series 195/196","329800","2016-03-10T00:00:00.000","2016","97.00","Conventional","10200","360","Suffolk","36103","1 Family","Detached","Existing","3"
"Series 195/196","322905","2016-03-10T00:00:00.000","2016","95","Conventional","0","360","Suffolk","36103","1 Family","Detached","Existing","1"
"Series 195/196","150650","2016-03-10T00:00:00.000","2016","76.87","Conventional","5858","360","Westchester","36119","1 Family","Condominium","New","1"
"Series 195/196","271600","2016-03-10T00:00:00.000","2016","97","Conventional","8400","360","Suffolk","36103","1 Family","Detached","Existing","3"
"Series 195/196","56900","2016-03-10T00:00:00.000","2016","88","Conventional","3000","360","Monroe","36055","1 Family","Detached","Existing","3"
"Series 195/196","212000","2016-03-10T00:00:00.000","2016","79","Conventional","7950","360","Westchester","36119","1 Family","Condominium","New","2"
"Series 195/196","61894","2016-03-10T00:00:00.000","2016","77","Conventional","3000","360","Erie","36029","1 Family","Detached","Existing","4"
"Series 195/196","80995","2016-03-10T00:00:00.000","2016","97.00","Conventional","0","360","Erie","36029","1 Family","Detached","Existing","2"
"Series 195/196","203700","2016-03-10T00:00:00.000","2016","97","Conventional","6300","360","Suffolk","36103","1 Family","Detached","Existing","3"
"Series 195/196","158400","2016-03-10T00:00:00.000","2016","99","Conventional","4800","360","Albany","36001","2 Family","Not Available","Existing","5"
"Series 195/196","119310","2016-03-10T00:00:00.000","2016","97.00","Conventional","3690","360","Erie","36029","2 Family","Detached","Existing","1"
"Series 195/196","180000","2016-03-10T00:00:00.000","2016","90","Conventional","6000","360","Westchester","36119","1 Family","Detached","Existing","4"
"Series 195/196","120000","2016-03-10T00:00:00.000","2016","80.00","Conventional","0","360","Monroe","36055","1 Family","Detached","Existing","1"
"Series 195/196","57150","2016-03-10T00:00:00.000","2016","90.00","Conventional","0","360","Westchester","36119","1 Family","Cooperative","Existing","1"
"Series 195/196","95060","2016-03-10T00:00:00.000","2016","97","Conventional","3000","360","Broome","36007","1 Family","Detached","Existing","3"
"Series 195/196","83350","2016-03-10T00:00:00.000","2016","95.80","Conventional","0","360","Orleans","36073","1 Family","Detached","Existing","6"
"Series 195/196","214225","2016-03-10T00:00:00.000","2016","95","Conventional","0","360","Nassau","36059","1 Family","Cooperative","Existing","1"
"Series 195/196","176000","2016-03-10T00:00:00.000","2016","80","Conventional","6600","360","Nassau","36059","1 Family","Cooperative","Existing","1"
"Series 195/196","170000","2016-03-10T00:00:00.000","2016","96","Conventional","5299","360","Schenectady","36093","1 Family","Detached","Rehabilitation","2"
"Series 195/196","54320","2016-03-10T00:00:00.000","2016","97","Conventional","3000","360","Chenango","36017","1 Family","Detached","Existing","1"
"Series 195/196","108000","2016-03-10T00:00:00.000","2016","80","Conventional","0","360","Cortland","36023","1 Family","Detached","Existing","1"
"Series 195/196","218250","2016-03-10T00:00:00.000","2016","97","Conventional","6750","360","Richmond","36085","1 Family","Detached","Existing","5"
"Series 195/196","250000","2016-03-10T00:00:00.000","2016","90.91","Conventional","8250","360","Suffolk","36103","1 Family","Detached","Existing","2"
"Series 195/196","293475","2016-03-10T00:00:00.000","2016","97.00","Conventional","8221","360","Suffolk","36103","1 Family","Detached","Rehabilitation","2"
"Series 195/196","228000","2016-03-10T00:00:00.000","2016","82.75","Conventional","8266","360","Westchester","36119","1 Family","Condominium","New","4"
"Series 195/196","90200","2016-03-10T00:00:00.000","2016","96.99","Conventional","3000","360","Monroe","36055","1 Family","Detached","Existing","2"
"Series 195/196","220400","2016-03-10T00:00:00.000","2016","95.00","Conventional","0","360","Albany","36001","2 Family","Detached","Existing","1"
"Series 195/196","123000","2016-03-03T00:00:00.000","2016","94.98","Conventional","0","360","Erie","36029","1 Family","Detached","Existing","1"
"Series 195/196","440000","2016-03-03T00:00:00.000","2016","80.00","Conventional","0","360","Queens","36081","2 Family","Detached","Existing","4"
"Series 195/196","111550","2016-03-03T00:00:00.000","2016","97.00","Conventional","3450","360","Ulster","36111","1 Family","Detached","Existing","1"
"Series 195/196","139200","2016-03-03T00:00:00.000","2016","80.00","Conventional","0","360","Suffolk","36103","1 Family","Detached","Existing","1"
"Series 195/196","131940","2016-03-03T00:00:00.000","2016","94.92","Conventional","0","360","Orange","36071","1 Family","Condominium","Existing","1"
"Series 195/196","328000","2016-03-03T00:00:00.000","2016","80","Conventional","12300","360","Nassau","36059","1 Family","Detached","Existing","1"
"Series 195/196","248900","2016-03-03T00:00:00.000","2016","95","Conventional","0","360","Suffolk","36103","1 Family","Detached","Existing","1"
"Series 195/196","264800","2016-03-03T00:00:00.000","2016","97","Conventional","7710","360","Suffolk","36103","1 Family","Detached","Rehabilitation","3"
"Series 195/196","123600","2016-03-03T00:00:00.000","2016","88","Conventional","4200","360","Bronx","36005","1 Family","Cooperative","Existing","3"
"Series 195/196","123750","2016-03-03T00:00:00.000","2016","99","Conventional","3750","360","Rensselaer","36083","2 Family","Attached","Rehabilitation","3"
"Series 195/196","80500","2016-03-03T00:00:00.000","2016","96.99","Conventional","0","360","Erie","36029","1 Family","Detached","Existing","2"
"Series 195/196","271600","2016-03-03T00:00:00.000","2016","97","Conventional","8400","360","Suffolk","36103","1 Family","Detached","Existing","1"
"Series 195/196","210000","2016-03-03T00:00:00.000","2016","80","Conventional","0","360","Nassau","36059","1 Family","Detached","Existing","2"
"Series 195/196","314716","2016-03-03T00:00:00.000","2016","97","Conventional","9733","360","Suffolk","36103","1 Family","Detached","Existing","3"
"Series 195/196","145000","2016-03-03T00:00:00.000","2016","78","Conventional","0","360","Saratoga","36091","1 Family","Detached","Existing","2"
"Series 195/196","177260","2016-03-03T00:00:00.000","2016","97","Conventional","5070","360","Columbia","36021","1 Family","Detached","Rehabilitation","1"
"Series 195/196","57230","2016-03-03T00:00:00.000","2016","97","Conventional","0","360","Monroe","36055","2 Family","Detached","Existing","1"
"Series 195/196","270400","2016-03-03T00:00:00.000","2016","80","Conventional","10140","360","Suffolk","36103","1 Family","Detached","Existing","2"
"Series 195/196","395100","2016-03-03T00:00:00.000","2016","90","Conventional","13170","360","Nassau","36059","1 Family","Detached","Existing","1"
"Series 195/196","218250","2016-03-03T00:00:00.000","2016","97","Conventional","6750","360","Suffolk","36103","1 Family","Detached","Existing","4"
"Series 195/196","164000","2016-03-03T00:00:00.000","2016","96","Conventional","5100","360","Albany","36001","1 Family","Detached","Existing","1"
"Series 195/196","351282","2016-03-03T00:00:00.000","2016","95","Conventional","0","360","Suffolk","36103","1 Family","Detached","Existing","2"
"Series 195/196","150350","2016-03-03T00:00:00.000","2016","75","Conventional","5850","360","Westchester","36119","1 Family","Condominium","New","1"
"Series 195/196","202500","2016-03-03T00:00:00.000","2016","90","Conventional","0","360","Rensselaer","36083","1 Family","Detached","Existing","3"
"Series 195/196","236400","2016-03-03T00:00:00.000","2016","94","Conventional","7560","360","Suffolk","36103","1 Family","Detached","Existing","2"
"Series 195/196","77503","2016-03-03T00:00:00.000","2016","97","Conventional","0","360","Monroe","36055","1 Family","Detached","Existing","1"
"Series 195/196","56000","2016-03-03T00:00:00.000","2016","80","Conventional","0","360","Broome","36007","2 Family","Detached","Existing","1"
"Series 195/196","224000","2016-03-03T00:00:00.000","2016","80","Conventional","0","360","Nassau","36059","1 Family","Detached","Existing","3"
"Series 195/196","155200","2016-03-03T00:00:00.000","2016","97","Conventional","4800","360","Dutchess","36027","1 Family","Detached","Existing","1"
"Series 195/196","76700","2016-03-03T00:00:00.000","2016","70","Conventional","3299","360","Nassau","36059","1 Family","Cooperative","Existing","1"
"Series 195/196","198025","2016-03-03T00:00:00.000","2016","97","Conventional","6124","360","Dutchess","36027","1 Family","Detached","Existing","3"
"Series 195/196","283500","2016-03-03T00:00:00.000","2016","90","Conventional","9450","360","Suffolk","36103","1 Family","Detached","Existing","3"
"Series 195/196","234500","2016-03-03T00:00:00.000","2016","67","Conventional","10500","360","Westchester","36119","1 Family","Detached","Existing","1"
"Series 195/196","384000","2016-03-03T00:00:00.000","2016","80","Conventional","14400","360","Queens","36081","1 Family","Detached","Existing","3"
"Series 195/196","170400","2016-03-03T00:00:00.000","2016","80","Conventional","0","360","Westchester","36119","1 Family","Cooperative","Existing","2"
"Series 195/196","212000","2016-02-25T00:00:00.000","2016","80","Conventional","0","360","Suffolk","36103","1 Family","Detached","Existing","1"
"Series 195/196","238000","2016-02-25T00:00:00.000","2016","70.00","Conventional","0","360","Rockland","36087","1 Family","Detached","Existing","1"
"Series 195/196","241000","2016-02-25T00:00:00.000","2016","96","Conventional","0","360","Suffolk","36103","1 Family","Detached","Existing","2"
"Series 195/196","69200","2016-02-25T00:00:00.000","2016","80","Conventional","0","360","Bronx","36005","1 Family","Cooperative","Existing","1"
"Series 195/196","124000","2016-02-25T00:00:00.000","2016","80","Conventional","0","360","Westchester","36119","1 Family","Cooperative","Existing","1"
"Series 195/196","179935","2016-02-25T00:00:00.000","2016","97","Conventional","5565","360","Suffolk","36103","1 Family","Condominium","Existing","1"
"Series 195/196","306000","2016-02-25T00:00:00.000","2016","90","Conventional","0","360","Nassau","36059","1 Family","Detached","Existing","2"
"Series 195/196","308750","2016-02-25T00:00:00.000","2016","95.00","Conventional","9750","360","Suffolk","36103","1 Family","Detached","Existing","5"
"Series 195/196","83905","2016-02-25T00:00:00.000","2016","97.00","Conventional","0","360","Onondaga","36067","1 Family","Detached","Existing","1"
"Series 195/196","99000","2016-02-25T00:00:00.000","2016","90.00","Conventional","3300","360","Westchester","36119","1 Family","Cooperative","Existing","3"
"Series 195/196","104800","2016-02-25T00:00:00.000","2016","80","Conventional","0","360","Rensselaer","36083","1 Family","Condominium","Existing","1"
"Series 195/196","198550","2016-02-25T00:00:00.000","2016","95.00","Conventional","0","360","Albany","36001","1 Family","Detached","Existing","1"
"Series 195/196","184300","2016-02-25T00:00:00.000","2016","97.00","Conventional","5700","360","Rockland","36087","1 Family","Condominium","Existing","2"
"Series 195/196","63600","2016-02-25T00:00:00.000","2016","95","Conventional","0","360","Erie","36029","1 Family","Cooperative","Existing","1"
"Series 195/196","62000","2016-02-25T00:00:00.000","2016","95","Conventional","3000","360","Monroe","36055","1 Family","Detached","Existing","1"
"Series 195/196","225000","2016-02-25T00:00:00.000","2016","90.00","Conventional","7500","360","Suffolk","36103","1 Family","Detached","Existing","1"
"Series 195/196","142500","2016-02-25T00:00:00.000","2016","95.00","Conventional","4500","360","Dutchess","36027","1 Family","Detached","Existing","1"
"Series 195/196","198000","2016-02-25T00:00:00.000","2016","54","Conventional","11571","360","Suffolk","36103","1 Family","Condominium","Existing","1"
"Series 195/196","121153","2016-02-25T00:00:00.000","2016","97.00","Conventional","0","360","Monroe","36055","1 Family","Detached","Existing","1"
"Series 195/196","159565","2016-02-25T00:00:00.000","2016","97.00","Conventional","4935","360","Saratoga","36091","1 Family","Detached","Existing","1"
"Series 195/196","88000","2016-02-25T00:00:00.000","2016","80.00","Conventional","0","360","Niagara","36063","1 Family","Detached","Existing","1"
"Series 195/196","135800","2016-02-25T00:00:00.000","2016","97.00","Conventional","0","360","Schenectady","36093","1 Family","Detached","Existing","1"
"Series 195/196","289500","2016-02-25T00:00:00.000","2016","96.92","Conventional","8961","360","Suffolk","36103","1 Family","Detached","Existing","2"
"Series 195/196","358900","2016-02-25T00:00:00.000","2016","97.00","Conventional","11100","360","Nassau","36059","1 Family","Detached","Existing","3"
"Series 195/196","133950","2016-02-25T00:00:00.000","2016","95.00","Conventional","4230","360","Saratoga","36091","1 Family","Detached","Existing","1"
"Series 195/196","182360","2016-02-25T00:00:00.000","2016","97","Conventional","5640","360","Orange","36071","1 Family","Detached","Existing","4"
"Series 195/196","111550","2016-02-25T00:00:00.000","2016","97.00","Conventional","3450","360","Suffolk","36103","1 Family","Condominium","Existing","2"
"Series 195/196","128040","2016-02-25T00:00:00.000","2016","97","Conventional","3960","360","Erie","36029","1 Family","Detached","Existing","1"
"Series 195/196","316800","2016-02-25T00:00:00.000","2016","80.00","Conventional","0","360","Nassau","36059","1 Family","Detached","Existing","2"
"Series 195/196","258000","2016-02-25T00:00:00.000","2016","80.00","Conventional","0","360","Suffolk","36103","1 Family","Detached","Existing","2"
"Series 195/196","72000","2016-02-25T00:00:00.000","2016","80","Conventional","0","360","Erie","36029","2 Family","Detached","Existing","1"
"Series 195/196","375250","2016-02-25T00:00:00.000","2016","95","Conventional","11850","360","Nassau","36059","1 Family","Detached","Existing","4"
"Series 195/196","350350","2016-02-25T00:00:00.000","2016","67.38","Conventional","0","360","Queens","36081","1 Family","Condominium","Existing","2"
"Series 195/196","56260","2016-02-25T00:00:00.000","2016","97","Conventional","3000","360","Wyoming","36121","1 Family","Detached","Existing","3"
"Series 195/196","158000","2016-02-25T00:00:00.000","2016","69.30","Conventional","0","360","Suffolk","36103","1 Family","Condominium","Existing","1"
"Series 195/196","221250","2016-02-25T00:00:00.000","2016","75.00","Conventional","8850","360","Nassau","36059","1 Family","Cooperative","Existing","3"
"Series 195/196","80000","2016-02-25T00:00:00.000","2016","90.91","Conventional","0","360","Erie","36029","1 Family","Detached","Existing","2"
"Series 195/196","106700","2016-02-25T00:00:00.000","2016","97","Conventional","3300","360","Otsego","36077","1 Family","Detached","Existing","3"
"Series 195/196","205600","2016-02-25T00:00:00.000","2016","80","Conventional","0","360","Suffolk","36103","1 Family","Detached","Existing","3"
"Series 195/196","70579","2016-02-25T00:00:00.000","2016","78.42","Conventional","0","360","Erie","36029","1 Family","Detached","Existing","1"
"Series 195/196","192000","2016-02-25T00:00:00.000","2016","80","Conventional","0","360","Nassau","36059","1 Family","Cooperative","Existing","1"
"Series 195/196","133300","2016-02-25T00:00:00.000","2016","78","Conventional","0","360","Albany","36001","1 Family","Detached","Existing","2"
"Series 195/196","205200","2016-02-25T00:00:00.000","2016","95","Conventional","6480","360","Schenectady","36093","1 Family","Detached","Existing","1"
"Series 195/196","290250","2016-02-25T00:00:00.000","2016","90","Conventional","9675","360","Nassau","36059","1 Family","Detached","Existing","2"
"Series 195/196","207000","2016-02-25T00:00:00.000","2016","90","Conventional","6900","360","Nassau","36059","1 Family","Cooperative","Existing","1"
"Series 195/196","181390","2016-02-25T00:00:00.000","2016","97","Conventional","5610","360","Suffolk","36103","1 Family","Detached","Existing","6"
"Series 195/196","95400","2016-02-25T00:00:00.000","2016","90","Conventional","3180","360","Westchester","36119","1 Family","Cooperative","Existing","1"
"Series 195/196","153000","2016-02-25T00:00:00.000","2016","90","Conventional","5100","360","Richmond","36085","1 Family","Condominium","Existing","1"
"Series 195/196","90400","2016-02-18T00:00:00.000","2016","80","Conventional","0","360","Erie","36029","1 Family","Condominium","Existing","1"
"Series 195/196","175750","2016-02-18T00:00:00.000","2016","95","Conventional","0","360","Monroe","36055","1 Family","Detached","Existing","3"
"Series 195/196","99500","2016-02-18T00:00:00.000","2016","91","Conventional","3000","360","Broome","36007","1 Family","Detached","Existing","2"
"Series 195/196","96500","2016-02-18T00:00:00.000","2016","97","Conventional","3057","360","Orange","36071","1 Family","Detached","Existing","1"
"Series 195/196","175200","2016-02-18T00:00:00.000","2016","80.00","Conventional","6570","360","Suffolk","36103","1 Family","Detached","Existing","2"
"Series 195/196","250000","2016-02-18T00:00:00.000","2016","60","Conventional","0","360","Nassau","36059","1 Family","Detached","Existing","3"
"Series 195/196","360000","2016-02-18T00:00:00.000","2016","80.00","Conventional","13500","360","Queens","36081","2 Family","Detached","Existing","1"
"Series 195/196","293100","2016-02-18T00:00:00.000","2016","95","Conventional","9300","360","Suffolk","36103","1 Family","Detached","Existing","2"
"Series 195/196","332500","2016-02-18T00:00:00.000","2016","96.94","Conventional","10290","360","Suffolk","36103","1 Family","Detached","Existing","5"
"Series 195/196","160000","2016-02-18T00:00:00.000","2016","91","Conventional","0","360","Bronx","36005","1 Family","Cooperative","Rehabilitation","3"
"Series 195/196","117564","2016-02-18T00:00:00.000","2016","97.00","Conventional","3750","360","Monroe","36055","1 Family","Detached","Existing","2"
"Series 195/196","251230","2016-02-18T00:00:00.000","2016","97.00","Conventional","7770","360","Suffolk","36103","1 Family","Detached","Existing","3"
"Series 195/196","312000","2016-02-18T00:00:00.000","2016","80.00","Conventional","11700","360","Nassau","36059","1 Family","Detached","Existing","2"
"Series 195/196","310400","2016-02-18T00:00:00.000","2016","97","Conventional","0","360","Suffolk","36103","1 Family","Detached","Existing","2"
"Series 195/196","57000","2016-02-18T00:00:00.000","2016","90.15","Conventional","0","360","Monroe","36055","1 Family","Detached","Existing","3"
"Series 195/196","89240","2016-02-18T00:00:00.000","2016","97","Conventional","0","360","Erie","36029","1 Family","PUD","Existing","1"
"Series 195/196","121250","2016-02-18T00:00:00.000","2016","97.00","Conventional","0","360","Erie","36029","1 Family","Detached","Existing","1"
"Series 195/196","168000","2016-02-18T00:00:00.000","2016","80","Conventional","0","360","Westchester","36119","1 Family","Cooperative","Existing","1"
"Series 195/196","122800","2016-02-18T00:00:00.000","2016","80","Conventional","0","360","Monroe","36055","1 Family","Detached","Existing","2"
"51st/52nd Series","432000","2016-02-18T00:00:00.000","2016","90","Conventional","0","360","Nassau","36059","1 Family","Detached","Existing","3"
"Series 195/196","91000","2016-02-18T00:00:00.000","2016","96","Conventional","3000","360","Monroe","36055","1 Family","PUD","Existing","1"
"Series 195/196","264000","2016-02-18T00:00:00.000","2016","80","Conventional","0","360","Suffolk","36103","1 Family","Detached","Existing","2"
"Series 195/196","159800","2016-02-18T00:00:00.000","2016","97","Conventional","4300","360","Ulster","36111","1 Family","Detached","Existing","1"
"Series 195/196","351000","2016-02-18T00:00:00.000","2016","90","Conventional","11700","360","Westchester","36119","3 Family","Detached","Existing","4"
"Series 195/196","120280","2016-02-18T00:00:00.000","2016","97","Conventional","0","360","Ulster","36111","1 Family","Detached","Existing","1"
"Series 195/196","247000","2016-02-18T00:00:00.000","2016","95","Conventional","0","360","Suffolk","36103","1 Family","Detached","Existing","3"
"Series 195/196","325000","2016-02-18T00:00:00.000","2016","95.59","Conventional","10200","360","Suffolk","36103","1 Family","Detached","Existing","2"
"Series 195/196","33950","2016-02-18T00:00:00.000","2016","97","Conventional","3000","360","Steuben","36101","1 Family","Detached","Existing","3"
"Series 195/196","149200","2016-02-18T00:00:00.000","2016","94.99","Conventional","4712","360","Albany","36001","1 Family","Attached","Existing","1"
"Series 195/196","279942","2016-02-18T00:00:00.000","2016","96.98","Conventional","8658","360","Orange","36071","1 Family","Condominium","Existing","2"
"Series 195/196","265000","2016-02-18T00:00:00.000","2016","88.33","Conventional","9000","360","Suffolk","36103","1 Family","Detached","Existing","1"
"Series 195/196","210000","2016-02-18T00:00:00.000","2016","91.30","Conventional","5250","360","Westchester","36119","1 Family","Detached","Rehabilitation","4"
"Series 195/196","127020","2016-02-18T00:00:00.000","2016","87.00","Conventional","4380","360","Westchester","36119","1 Family","Cooperative","Existing","3"
"Series 195/196","92020","2016-02-18T00:00:00.000","2016","83.65","Conventional","3300","360","Suffolk","36103","1 Family","Cooperative","Existing","1"
"Series 195/196","198550","2016-02-18T00:00:00.000","2016","96.85","Conventional","6150","360","Suffolk","36103","1 Family","Detached","Existing","3"
"Series 195/196","242000","2016-02-18T00:00:00.000","2016","80.00","Conventional","9075","360","Westchester","36119","1 Family","Detached","Existing","2"
"Series 195/196","177510","2016-02-11T00:00:00.000","2016","97","Conventional","5325","360","Orange","36071","1 Family","Detached","Existing","2"
"Series 195/196","284050","2016-02-11T00:00:00.000","2016","95","Conventional","8970","360","Westchester","36119","1 Family","Condominium","Existing","2"
"Series 195/196","95000","2016-02-11T00:00:00.000","2016","76.61","Conventional","0","360","Suffolk","36103","1 Family","Cooperative","Existing","1"
"Series 195/196","56000","2016-02-11T00:00:00.000","2016","80.00","Conventional","0","360","Erie","36029","1 Family","Detached","Existing","1"
"Series 195/196","296500","2016-02-11T00:00:00.000","2016","93.68","Conventional","9495","360","Suffolk","36103","1 Family","Detached","Existing","1"
"Series 195/196","149200","2016-02-11T00:00:00.000","2016","93","Conventional","4800","360","Albany","36001","1 Family","Detached","New","1"
"Series 195/196","151200","2016-02-11T00:00:00.000","2016","90.00","Conventional","0","360","Greene","36039","1 Family","Detached","Existing","1"
"Series 195/196","200000","2016-02-11T00:00:00.000","2016","90.91","Conventional","0","360","Westchester","36119","1 Family","Detached","Existing","2"
"Series 195/196","153000","2016-02-11T00:00:00.000","2016","90.00","Conventional","0","360","Ulster","36111","1 Family","Detached","Existing","1"
"Series 195/196","96300","2016-02-11T00:00:00.000","2016","90.00","Conventional","0","360","Monroe","36055","1 Family","Detached","Existing","1"
"Series 195/196","294500","2016-02-11T00:00:00.000","2016","95.00","Conventional","9300","360","Nassau","36059","1 Family","Detached","Existing","2"
"Series 195/196","213400","2016-02-11T00:00:00.000","2016","97","Conventional","0","360","Erie","36029","2 Family","Detached","Existing","1"
"Series 195/196","200790","2016-02-11T00:00:00.000","2016","97.00","Conventional","0","360","Saratoga","36091","1 Family","Condominium","Existing","1"
"Series 195/196","109901","2016-02-11T00:00:00.000","2016","97.00","Conventional","0","360","Onondaga","36067","1 Family","Detached","Existing","1"
"Series 195/196","103600","2016-02-11T00:00:00.000","2016","80","Conventional","0","360","Ulster","36111","1 Family","Detached","Existing","1"
"Series 195/196","142978","2016-02-11T00:00:00.000","2016","97","Conventional","4422","360","Erie","36029","1 Family","Detached","Existing","1"
"Series 195/196","358900","2016-02-11T00:00:00.000","2016","97","Conventional","11100","360","Suffolk","36103","2 Family","Detached","Existing","2"
"Series 195/196","150093","2016-02-11T00:00:00.000","2016","90","Conventional","5003","360","Ulster","36111","1 Family","Detached","Existing","1"
"Series 195/196","344375","2016-02-11T00:00:00.000","2016","95","Conventional","10875","360","Suffolk","36103","1 Family","Detached","Existing","1"
"Series 195/196","204670","2016-02-11T00:00:00.000","2016","97","Conventional","6330","360","Suffolk","36103","1 Family","Detached","Existing","2"
"Series 195/196","160000","2016-02-11T00:00:00.000","2016","80","Conventional","0","360","Orange","36071","1 Family","Condominium","Existing","1"
"Series 195/196","98000","2016-02-11T00:00:00.000","2016","93","Conventional","3147","360","Monroe","36055","1 Family","Detached","Existing","1"
"Series 195/196","183000","2016-02-11T00:00:00.000","2016","73.79","Conventional","7440","360","Orange","36071","1 Family","Detached","Existing","9"
"Series 195/196","111250","2016-02-11T00:00:00.000","2016","97","Conventional","3450","360","Saratoga","36091","1 Family","Detached","Existing","2"
"Series 195/196","85000","2016-02-11T00:00:00.000","2016","54.84","Conventional","0","360","Nassau","36059","1 Family","Cooperative","Existing","1"
"Series 195/196","250000","2016-02-11T00:00:00.000","2016","60.68","Conventional","12360","360","Suffolk","36103","1 Family","Detached","Existing","3"
"Series 195/196","65600","2016-02-11T00:00:00.000","2016","80","Conventional","3000","360","Monroe","36055","1 Family","Detached","Existing","3"
"Series 195/196","305000","2016-02-11T00:00:00.000","2016","92.42","Conventional","9900","360","Nassau","36059","1 Family","Detached","Existing","4"
"Series 195/196","169750","2016-02-11T00:00:00.000","2016","97.00","Conventional","5250","360","Orange","36071","1 Family","Detached","Existing","1"
"Series 195/196","122240","2016-02-11T00:00:00.000","2016","80.00","Conventional","0","360","Cortland","36023","1 Family","Detached","Existing","1"
"Series 195/196","220500","2016-02-11T00:00:00.000","2016","90","Conventional","7350","360","Kings","36047","1 Family","Cooperative","Existing","1"
"Series 195/196","111600","2016-02-11T00:00:00.000","2016","90.00","Conventional","0","360","Monroe","36055","1 Family","Detached","Existing","1"
