"naic_no","company","calendar_year","direct_premium_written"
"50083","Commonwealth Land Title Ins Co","2015","54513849"
"51209","Conestoga Title Ins Co","2015","794201"
"51632","EnTitle Ins Co","2015","4866646"
"51586","Fidelity Natl Title Ins Co","2015","149557499"
"51624","First Amer Title Guar Co","2015","0"
"50814","First Amer Title Ins Co","2015","268629788"
"50369","Investors Title Ins Co","2015","2160745"
"50377","National Investors Title Ins Co","2015","63027"
"51020","National Title Ins Of NY Inc","2015","1858594"
"51187","New Jersey Title Ins Co","2015","0"
"50520","Old Republic Natl Title Ins Co","2015","203045066"
"15362","OneTitle Natl Guar Co Inc","2015","328573"
"50784","Security Title Guarantee Corp Baltim","2015","21463889"
"51420","Stewart Title Ins Co","2015","234139054"
"50016","Title Resources Guar Co","2015","7268315"
"50050","Westcor Land Title Ins Co","2015","40738785"
"51152","WFG Natl Title Ins Co","2015","8872256"
"50028","Ace Capital Title Reins Co","2014","0"
"51411","American Guar Title Ins Co","2014","0"
"15269","Ameristract Title Ins Co Inc","2014","0"
"12600","ARIS Title Ins Co","2014","342161"
"50229","Chicago Title Ins Co","2014","121073091"
"50083","Commonwealth Land Title Ins Co","2014","48479128"
"51209","Conestoga Title Ins Co","2014","989000"
"51268","Connecticut Attorneys Title Ins Co","2014","0"
"51632","EnTitle Ins Co","2014","4418763"
"51586","Fidelity Natl Title Ins Co","2014","121305261"
"51624","First Amer Title Guar Co","2014","0"
"50814","First Amer Title Ins Co","2014","205132920"
"51578","First Atlantic Title Ins Corp","2014","12198"
"50369","Investors Title Ins Co","2014","197313"
"50377","National Investors Title Ins Co","2014","1299961"
"51020","National Title Ins Of NY Inc","2014","1027066"
"51187","New Jersey Title Ins Co","2014","0"
"50520","Old Republic Natl Title Ins Co","2014","180326346"
"15362","OneTitle Natl Guar Co Inc","2014","79800"
"50784","Security Title Guarantee Corp Baltim","2014","17957092"
"50121","Stewart Title Guar Co","2014","0"
"51420","Stewart Title Ins Co","2014","223557129"
"50016","Title Resources Guar Co","2014","8910257"
"50050","Westcor Land Title Ins Co","2014","34180560"
"51152","WFG Natl Title Ins Co","2014","6885714"
"50028","Ace Capital Title Reins Co","2013","0"
"51411","American Guar Title Ins Co","2013","0"
"15269","Ameristract Title Ins Co Inc","2013","0"
"12600","ARIS Title Ins Co","2013","1215275"
"50229","Chicago Title Ins Co","2013","62950035"
"50083","Commonwealth Land Title Ins Co","2013","30413899"
"51209","Conestoga Title Ins Co","2013","0"
"51632","EnTitle Ins Co","2013","1764559"
"51586","Fidelity Natl Title Ins Co","2013","36067236"
"51624","First Amer Title Guar Co","2013","0"
"50814","First Amer Title Ins Co","2013","66374348"
"50369","Investors Title Ins Co","2013","0"
"50377","National Investors Title Ins Co","2013","15035"
"51020","National Title Ins Of NY Inc","2013","0"
"51187","New Jersey Title Ins Co","2013","0"
"50520","Old Republic Natl Title Ins Co","2013","729927"
"15362","OneTitle Natl Guar Co Inc","2013","0"
"50784","Security Title Guarantee Corp Baltim","2013","0"
"51420","Stewart Title Ins Co","2013","32658981"
"50016","Title Resources Guar Co","2013","0"
"50050","Westcor Land Title Ins Co","2013","0"
"51152","WFG Natl Title Ins Co","2013","0"
"50028","Ace Capital Title Reins Co","2012","0"
"51411","American Guar Title Ins Co","2012","0"
"12600","ARIS Title Ins Co","2012","405836"
"50229","Chicago Title Ins Co","2012","57581499"
"50083","Commonwealth Land Title Ins Co","2012","31557240"
"51209","Conestoga Title Ins Co","2012","0"
"51632","EnTitle Ins Co","2012","1416785"
"51586","Fidelity Natl Title Ins Co","2012","41224584"
"51624","First Amer Title Guar Co","2012","0"
"50814","First Amer Title Ins Co","2012","52298962"
"51578","First Atlantic Title Ins Corp","2012","49766"
"50369","Investors Title Ins Co","2012","0"
"50377","National Investors Title Ins Co","2012","13270"
"51020","National Title Ins Of NY Inc","2012","0"
"51187","New Jersey Title Ins Co","2012","0"
"50520","Old Republic Natl Title Ins Co","2012","786511"
"50784","Security Title Guarantee Corp Baltim","2012","0"
"51420","Stewart Title Ins Co","2012","27745670"
"50016","Title Resources Guar Co","2012","0"
"50050","Westcor Land Title Ins Co","2012","0"
"51152","WFG Natl Title Ins Co","2012","0"
"51187","New Jersey Title Insurance Company","2011","18686262"
"50520","Old Republic National Title Insurance Company","2011","110304945"
"12518","Public Title Insurance Company","2011","0"
"50784","Security Title Guarantee Corporation of Baltimore","2011","15773684"
"50121","Stewart Title Guaranty Company","2011","0"
"51420","Stewart Title Insurance Company","2011","154064789"
"51403","T. A. Title Insurance Company","2011","0"
"50067","TICOR Title Insurance Company","2011","0"
"51535","Ticor Title Insurance Company of Florida","2011","0"
"12935","Titledge Insurance Company of New York, Inc.","2011","0"
"50016","Title Resources Guaranty Company","2011","5118180"
"50012","Transnation Title Insurance Company ","2011","0"
"50458","Transnation Title Insurance Company of New York ","2011","0"
"50041","United Capital Title Insurance Company","2011","0"
"51624","United General Title Insurance Company","2011","0"
"50029","Washington Title Insurance Company","2011","0"
"50050","Westcor Land Title Insurance Company","2011","16884819"
"51152","WFG National Title Insurance Company","2011","358460"
"50028","ACE Capital Title Reinsurance Company","2010","0"
"51411","American Guaranty Title Insurance Company","2010","0"
"12600","ARIS Title Insurance Corporation","2010","6250"
"50229","Chicago Title Insurance Company","2010","101624926"
"50776","Chicago Title Insurance Company of Maryland","2010","0"
"50083","Commonwealth Land Title Insurance Company","2010","60110511"
"51209","Conestoga Title Insurance Co.","2010","1399310"
"51268","Connecticut Attorneys Title Insurance Company","2010","0"
"51632","EnTitle Insurance Company","2010","2515844"
"51586","Fidelity National Title Insurance Company","2010","123799166"
"51071","Fidelity National Title Insurance Company of New York","2010","0"
"50814","First American Title Insurance Company","2010","121959825"
"51039","First American Title Insurance Company of New York","2010","0"
"51578","First Atlantic Title Insurance Corp.","2010","108301"
"50369","Investors Title Insurance Company","2010","0"
"50024","Lawyers Title Insurance Corporation","2010","0"
"51063","Monroe Title Insurance Corporation ","2010","0"
"50377","National Investors Title Insurance Company","2010","2626065"
"51020","National Title Insurance of New York Inc.","2010","10039060"
"51101","Nations Title Insurance of New York Inc.","2010","0"
"51187","New Jersey Title Insurance Company","2010","16162309"
"50520","Old Republic National Title Insurance Company","2010","69424166"
"12518","Public Title Insurance Company","2010","0"
"50784","Security Title Guarantee Corporation of Baltimore","2010","3683007"
"50121","Stewart Title Guaranty Company","2010","0"
"51420","Stewart Title Insurance Company","2010","124694025"
"51403","T. A. Title Insurance Company","2010","0"
"50067","TICOR Title Insurance Company","2010","0"
"51535","Ticor Title Insurance Company of Florida","2010","0"
"12935","Titledge Insurance Company of New York, Inc.","2010","0"
"50016","Title Resources Guaranty Company","2010","1380218"
"50012","Transnation Title Insurance Company ","2010","0"
"50458","Transnation Title Insurance Company of New York ","2010","0"
"50041","United Capital Title Insurance Company","2010","0"
"51624","United General Title Insurance Company","2010","0"
"50029","Washington Title Insurance Company","2010","15404990"
"50050","Westcor Land Title Insurance Company","2010","9447799"
"51152","WFG National Title Insurance Company","2010","0"
"50028","ACE Capital Title Reinsurance Company","2009","0"
"51411","American Guaranty Title Insurance Company","2009","0"
"12600","ARIS Title Insurance Corporation","2009","0"
"50229","Chicago Title Insurance Company","2009","71463949"
"50776","Chicago Title Insurance Company of Maryland","2009","0"
"50083","Commonwealth Land Title Insurance Company","2009","65006629"
"51209","Conestoga Title Insurance Co.","2009","1723770"
"51268","Connecticut Attorneys Title Insurance Company","2009","0"
"51632","EnTitle Insurance Company","2009","70481"
"51586","Fidelity National Title Insurance Company","2009","77637094"
"51071","Fidelity National Title Insurance Company of New York","2009","0"
"50814","First American Title Insurance Company","2009","0"
"51039","First American Title Insurance Company of New York","2009","100457768"
"51578","First Atlantic Title Insurance Corp.","2009","102692"
"50369","Investors Title Insurance Company","2009","0"
"50024","Lawyers Title Insurance Corporation","2009","41516560"
"51063","Monroe Title Insurance Corporation ","2009","0"
"50377","National Investors Title Insurance Company","2009","2835762"
"51020","National Title Insurance of New York Inc.","2009","1278719"
"51101","Nations Title Insurance of New York Inc.","2009","0"
"51187","New Jersey Title Insurance Company","2009","7579738"
"50520","Old Republic National Title Insurance Company","2009","52381520"
"12518","Public Title Insurance Company","2009","0"
"50784","Security Title Guarantee Corporation of Baltimore","2009","3902044"
"50121","Stewart Title Guaranty Company","2009","0"
"51420","Stewart Title Insurance Company","2009","110444150"
"51403","T. A. Title Insurance Company","2009","0"
"50067","TICOR Title Insurance Company","2009","26403788"
"51535","Ticor Title Insurance Company of Florida","2009","4295607"
"12935","Titledge Insurance Company of New York, Inc.","2009","0"
"50016","Title Resources Guaranty Company","2009","0"
"50012","Transnation Title Insurance Company ","2009","0"
"50458","Transnation Title Insurance Company of New York ","2009","0"
"50041","United Capital Title Insurance Company","2009","0"
"51624","United General Title Insurance Company","2009","0"
"50029","Washington Title Insurance Company","2009","14275461"
"50050","Westcor Land Title Insurance Company","2009","4100222"
"51152","WFG National Title Insurance Company","2009","0"
"50028","ACE Capital Title Reinsurance Company","2008","0"
"51411","American Guaranty Title Insurance Company","2008","0"
"12600","ARIS Title Insurance Corporation","2008","316975"
"50229","Chicago Title Insurance Company","2008","70120442"
"50776","Chicago Title Insurance Company of Maryland","2008","0"
"50083","Commonwealth Land Title Insurance Company","2008","125767583"
"51209","Conestoga Title Insurance Co.","2008","2138350"
"51268","Connecticut Attorneys Title Insurance Company","2008","0"
"51632","EnTitle Insurance Company","2008","0"
"51586","Fidelity National Title Insurance Company","2008","90300172"
"51071","Fidelity National Title Insurance Company of New York","2008","0"
"50814","First American Title Insurance Company","2008","0"
"51039","First American Title Insurance Company of New York","2008","149931574"
"51578","First Atlantic Title Insurance Corp.","2008","118457"
"50369","Investors Title Insurance Company","2008","0"
"50024","Lawyers Title Insurance Corporation","2008","62800629"
"51063","Monroe Title Insurance Corporation ","2008","0"
"50377","National Investors Title Insurance Company","2008","2108033"
"51020","National Title Insurance of New York Inc.","2008","1808"
"51101","Nations Title Insurance of New York Inc.","2008","0"
"51187","New Jersey Title Insurance Company","2008","194478"
"50520","Old Republic National Title Insurance Company","2008","47334028"
"12518","Public Title Insurance Company","2008","0"
"50784","Security Title Guarantee Corporation of Baltimore","2008","1606488"
"50121","Stewart Title Guaranty Company","2008","0"
"51420","Stewart Title Insurance Company","2008","110026661"
"51403","T. A. Title Insurance Company","2008","2478817"
"50067","TICOR Title Insurance Company","2008","31651401"
"51535","Ticor Title Insurance Company of Florida","2008","2576919"
"12935","Titledge Insurance Company of New York, Inc.","2008","0"
"50016","Title Resources Guaranty Company","2008","0"
"50012","Transnation Title Insurance Company ","2008","0"
"50458","Transnation Title Insurance Company of New York ","2008","0"
"50041","United Capital Title Insurance Company","2008","0"
"51624","United General Title Insurance Company","2008","31613059"
"50029","Washington Title Insurance Company","2008","10871667"
"50050","Westcor Land Title Insurance Company","2008","449872"
"51152","WFG National Title Insurance Company","2008","0"
"50028","ACE Capital Title Reinsurance Company","2007","0"
"51411","American Guaranty Title Insurance Company","2007","0"
"12600","ARIS Title Insurance Corporation","2007","6675"
"50229","Chicago Title Insurance Company","2007","110274965"
"50776","Chicago Title Insurance Company of Maryland","2007","0"
"50083","Commonwealth Land Title Insurance Company","2007","199392548"
"51209","Conestoga Title Insurance Co.","2007","2480602"
"51268","Connecticut Attorneys Title Insurance Company","2007","0"
"51632","EnTitle Insurance Company","2007","0"
"51586","Fidelity National Title Insurance Company","2007","141043376"
"51071","Fidelity National Title Insurance Company of New York","2007","0"
"50814","First American Title Insurance Company","2007","0"
"51039","First American Title Insurance Company of New York","2007","239255687"
"51578","First Atlantic Title Insurance Corp.","2007","228915"
"50369","Investors Title Insurance Company","2007","0"
"50024","Lawyers Title Insurance Corporation","2007","100947525"
"51063","Monroe Title Insurance Corporation ","2007","12996679"
"50377","National Investors Title Insurance Company","2007","2414626"
"51020","National Title Insurance of New York Inc.","2007","0"
"51101","Nations Title Insurance of New York Inc.","2007","0"
"51187","New Jersey Title Insurance Company","2007","0"
"50520","Old Republic National Title Insurance Company","2007","73536152"
"12518","Public Title Insurance Company","2007","0"
"50784","Security Title Guarantee Corporation of Baltimore","2007","0"
"50121","Stewart Title Guaranty Company","2007","0"
"51420","Stewart Title Insurance Company","2007","162251887"
"51403","T. A. Title Insurance Company","2007","2362989"
"50067","TICOR Title Insurance Company","2007","48550552"
"51535","Ticor Title Insurance Company of Florida","2007","4570975"
"12935","Titledge Insurance Company of New York, Inc.","2007","181572"
"50016","Title Resources Guaranty Company","2007","0"
"50012","Transnation Title Insurance Company ","2007","2019"
"50458","Transnation Title Insurance Company of New York ","2007","0"
"50041","United Capital Title Insurance Company","2007","0"
"51624","United General Title Insurance Company","2007","58270435"
"50029","Washington Title Insurance Company","2007","15624173"
"50050","Westcor Land Title Insurance Company","2007","0"
"51152","WFG National Title Insurance Company","2007","0"
"50028","ACE Capital Title Reinsurance Company","2006","0"
"51411","American Guaranty Title Insurance Company","2006","0"
"12600","ARIS Title Insurance Corporation","2006","0"
"50229","Chicago Title Insurance Company","2006","134807907"
"50776","Chicago Title Insurance Company of Maryland","2006","0"
"50083","Commonwealth Land Title Insurance Company","2006","183126389"
"51209","Conestoga Title Insurance Co.","2006","2244553"
"51268","Connecticut Attorneys Title Insurance Company","2006","0"
"51632","EnTitle Insurance Company","2006","0"
"51586","Fidelity National Title Insurance Company","2006","169981318"
"51071","Fidelity National Title Insurance Company of New York","2006","0"
"50814","First American Title Insurance Company","2006","0"
"51039","First American Title Insurance Company of New York","2006","234836101"
"51578","First Atlantic Title Insurance Corp.","2006","424411"
"50369","Investors Title Insurance Company","2006","0"
"50024","Lawyers Title Insurance Corporation","2006","74800416"
"51063","Monroe Title Insurance Corporation ","2006","13814675"
"50377","National Investors Title Insurance Company","2006","2427563"
"51020","National Title Insurance of New York Inc.","2006","-571196"
"51101","Nations Title Insurance of New York Inc.","2006","0"
"51187","New Jersey Title Insurance Company","2006","0"
"50520","Old Republic National Title Insurance Company","2006","75523505"
"12518","Public Title Insurance Company","2006","0"
"50784","Security Title Guarantee Corporation of Baltimore","2006","0"
"50121","Stewart Title Guaranty Company","2006","0"
"51420","Stewart Title Insurance Company","2006","153902843"
"51403","T. A. Title Insurance Company","2006","1210465"
"50067","TICOR Title Insurance Company","2006","48978607"
"51535","Ticor Title Insurance Company of Florida","2006","7904883"
"12935","Titledge Insurance Company of New York, Inc.","2006","0"
"50016","Title Resources Guaranty Company","2006","0"
"50012","Transnation Title Insurance Company ","2006","1380"
"50458","Transnation Title Insurance Company of New York ","2006","0"
"50041","United Capital Title Insurance Company","2006","0"
"51624","United General Title Insurance Company","2006","53713919"
"50029","Washington Title Insurance Company","2006","19995288"
"50050","Westcor Land Title Insurance Company","2006","0"
"51152","WFG National Title Insurance Company","2006","0"
"50028","ACE Capital Title Reinsurance Company","2005","0"
"51411","American Guaranty Title Insurance Company","2005","0"
"12600","ARIS Title Insurance Corporation","2005","0"
"50229","Chicago Title Insurance Company","2005","149460409"
"50776","Chicago Title Insurance Company of Maryland","2005","0"
"50083","Commonwealth Land Title Insurance Company","2005","168970698"
"51209","Conestoga Title Insurance Co.","2005","2015965"
"51268","Connecticut Attorneys Title Insurance Company","2005","0"
"51632","EnTitle Insurance Company","2005","0"
"51586","Fidelity National Title Insurance Company","2005","198159760"
"51071","Fidelity National Title Insurance Company of New York","2005","0"
"50814","First American Title Insurance Company","2005","0"
"51039","First American Title Insurance Company of New York","2005","238620140"
"51578","First Atlantic Title Insurance Corp.","2005","119305"
"50369","Investors Title Insurance Company","2005","0"
"50024","Lawyers Title Insurance Corporation","2005","73458041"
"51063","Monroe Title Insurance Corporation ","2005","15235214"
"50377","National Investors Title Insurance Company","2005","3251115"
"51020","National Title Insurance of New York Inc.","2005","-1412140"
"51101","Nations Title Insurance of New York Inc.","2005","0"
"51187","New Jersey Title Insurance Company","2005","0"
"50520","Old Republic National Title Insurance Company","2005","83017730"
"12518","Public Title Insurance Company","2005","0"
"50784","Security Title Guarantee Corporation of Baltimore","2005","0"
"50121","Stewart Title Guaranty Company","2005","0"
"51420","Stewart Title Insurance Company","2005","153156953"
"51403","T. A. Title Insurance Company","2005","381179"
"50067","TICOR Title Insurance Company","2005","39511556"
"51535","Ticor Title Insurance Company of Florida","2005","15520860"
"12935","Titledge Insurance Company of New York, Inc.","2005","0"
"50016","Title Resources Guaranty Company","2005","0"
"50012","Transnation Title Insurance Company ","2005","0"
"50458","Transnation Title Insurance Company of New York ","2005","3652815"
"50041","United Capital Title Insurance Company","2005","0"
"51624","United General Title Insurance Company","2005","56933024"
"50029","Washington Title Insurance Company","2005","20514085"
"50050","Westcor Land Title Insurance Company","2005","0"
"51152","WFG National Title Insurance Company","2005","0"
"50028","ACE Capital Title Reinsurance Company","2004","0"
"51411","American Guaranty Title Insurance Company","2004","0"
"12600","ARIS Title Insurance Corporation","2004","0"
"50229","Chicago Title Insurance Company","2004","148078921"
"50776","Chicago Title Insurance Company of Maryland","2004","0"
"50083","Commonwealth Land Title Insurance Company","2004","133057201"
"51209","Conestoga Title Insurance Co.","2004","3118045"
"51268","Connecticut Attorneys Title Insurance Company","2004","0"
"51632","EnTitle Insurance Company","2004","0"
"51586","Fidelity National Title Insurance Company","2004","187837789"
"51071","Fidelity National Title Insurance Company of New York","2004","0"
"50814","First American Title Insurance Company","2004","0"
"51039","First American Title Insurance Company of New York","2004","226306113"
"51578","First Atlantic Title Insurance Corp.","2004","158446"
"50369","Investors Title Insurance Company","2004","0"
"50024","Lawyers Title Insurance Corporation","2004","67114033"
"51063","Monroe Title Insurance Corporation ","2004","0"
"50377","National Investors Title Insurance Company","2004","3492083"
"51020","National Title Insurance of New York Inc.","2004","6653313"
"51101","Nations Title Insurance of New York Inc.","2004","0"
"51187","New Jersey Title Insurance Company","2004","0"
"50520","Old Republic National Title Insurance Company","2004","71580191"
"12518","Public Title Insurance Company","2004","0"
"50784","Security Title Guarantee Corporation of Baltimore","2004","0"
"50121","Stewart Title Guaranty Company","2004","0"
"51420","Stewart Title Insurance Company","2004","145935697"
"51403","T. A. Title Insurance Company","2004","167631"
"50067","TICOR Title Insurance Company","2004","54027127"
"51535","Ticor Title Insurance Company of Florida","2004","13516797"
"12935","Titledge Insurance Company of New York, Inc.","2004","0"
"50016","Title Resources Guaranty Company","2004","0"
"50012","Transnation Title Insurance Company ","2004","0"
"50458","Transnation Title Insurance Company of New York ","2004","4099451"
"50041","United Capital Title Insurance Company","2004","0"
"51624","United General Title Insurance Company","2004","48946867"
"50029","Washington Title Insurance Company","2004","16473256"
"50050","Westcor Land Title Insurance Company","2004","0"
"51152","WFG National Title Insurance Company","2004","0"
"50028","ACE Capital Title Reinsurance Company","2003","0"
"51411","American Guaranty Title Insurance Company","2003","0"
"12600","ARIS Title Insurance Corporation","2003","0"
"50229","Chicago Title Insurance Company","2003","136336077"
"50776","Chicago Title Insurance Company of Maryland","2003","0"
"50083","Commonwealth Land Title Insurance Company","2003","118812982"
"51209","Conestoga Title Insurance Co.","2003","935200"
"51268","Connecticut Attorneys Title Insurance Company","2003","0"
"51632","EnTitle Insurance Company","2003","0"
"51586","Fidelity National Title Insurance Company","2003","91889"
"51071","Fidelity National Title Insurance Company of New York","2003","200677365"
"50814","First American Title Insurance Company","2003","0"
"51039","First American Title Insurance Company of New York","2003","193095421"
"51578","First Atlantic Title Insurance Corp.","2003","271873"
"50369","Investors Title Insurance Company","2003","0"
"50024","Lawyers Title Insurance Corporation","2003","64768601"
"51063","Monroe Title Insurance Corporation ","2003","0"
"50377","National Investors Title Insurance Company","2003","5612386"
"51020","National Title Insurance of New York Inc.","2003","14339481"
"51101","Nations Title Insurance of New York Inc.","2003","2880"
"51187","New Jersey Title Insurance Company","2003","0"
"50520","Old Republic National Title Insurance Company","2003","77508141"
"12518","Public Title Insurance Company","2003","0"
"50784","Security Title Guarantee Corporation of Baltimore","2003","0"
"50121","Stewart Title Guaranty Company","2003","0"
"51420","Stewart Title Insurance Company","2003","141782087"
"51403","T. A. Title Insurance Company","2003","187354"
"50067","TICOR Title Insurance Company","2003","41435890"
"51535","Ticor Title Insurance Company of Florida","2003","14001014"
"12935","Titledge Insurance Company of New York, Inc.","2003","0"
"50016","Title Resources Guaranty Company","2003","0"
"50012","Transnation Title Insurance Company ","2003","0"
"50458","Transnation Title Insurance Company of New York ","2003","3262120"
"50041","United Capital Title Insurance Company","2003","0"
"51624","United General Title Insurance Company","2003","33968911"
"50029","Washington Title Insurance Company","2003","16713096"
"50050","Westcor Land Title Insurance Company","2003","0"
"51152","WFG National Title Insurance Company","2003","0"
"50028","ACE Capital Title Reinsurance Company","2002","0"
"51411","American Guaranty Title Insurance Company","2002","0"
"12600","ARIS Title Insurance Corporation","2002","0"
"50229","Chicago Title Insurance Company","2002","115663033"
"50776","Chicago Title Insurance Company of Maryland","2002","0"
"50083","Commonwealth Land Title Insurance Company","2002","86979267"
"51209","Conestoga Title Insurance Co.","2002","421724"
"51268","Connecticut Attorneys Title Insurance Company","2002","0"
"51632","EnTitle Insurance Company","2002","0"
"51586","Fidelity National Title Insurance Company","2002","0"
"51071","Fidelity National Title Insurance Company of New York","2002","150002818"
"50814","First American Title Insurance Company","2002","0"
"51039","First American Title Insurance Company of New York","2002","150068696"
"51578","First Atlantic Title Insurance Corp.","2002","184378"
"50369","Investors Title Insurance Company","2002","0"
"50024","Lawyers Title Insurance Corporation","2002","51504690"
"51063","Monroe Title Insurance Corporation ","2002","0"
"50377","National Investors Title Insurance Company","2002","3894757"
"51020","National Title Insurance of New York Inc.","2002","7763592"
"51101","Nations Title Insurance of New York Inc.","2002","13551"
"51187","New Jersey Title Insurance Company","2002","0"
