"event_type","organization_name","facility_name","direction","city","county","state","create_time","close_time","event_description","responding_organization_id","latitude","longitude"
"crash","New York State Department of Transportation (Region 11)","I-495","Westbound","approaching New York","Queens","NY","2020-03-31T17:00:19.000","2020-03-31T17:47:32.000","Crash on I-495 westbound approaching Exit 29 - Springfield Boulevard (New York) 2 lanes blocked","New York State Department of Transportation (Region 11)","40.748001","-73.759902"
"crash","New Jersey Department of Transportation - Traffic Operations Center South","I-295","Northbound","Hamilton Twp","Mercer","NJ","2020-03-31T16:58:09.000","2020-03-31T17:24:15.000","Crash on I-295 northbound South of Exit 64 - CR 535/East State Street Extension (Hamilton Twp) left shoulder closed use caution","New Jersey Department of Transportation - Traffic Operations Center South","40.243104","-74.701153"
"incident","NJ Transit Rail","Morristown Line",,"Summit","Union","NJ","2020-03-31T16:56:12.000","2020-03-31T18:22:24.000","Due to Operational activity Morristown Line Summit Station (Summit) train #731, the 5:14 PM departure is cancelled. Please take train #733, the 6:14 PM departure from Summit.","NJ Transit Rail","40.716897","-74.357327"
"crash","New York State Thruway-State Wide Operations Center - Albany","I-90 - NYS Thruway","Westbound","at Rotterdam","Schenectady","NY","2020-03-31T16:56:12.000","2020-03-31T17:47:32.000","Crash on I-90 - NYS Thruway westbound at Exit 26 (I-90) - Schenectady (I-890 - Rte 5S) starting 4:53 PM, 03/31/2020 until further notice. [CARS CAD-200910136]","New York State Thruway-State Wide Operations Center - Albany","42.838261","-74.012509"
"crash","New York State Thruway-State Wide Operations Center - Albany","I-90 - NYS Thruway","Westbound","between Hanover","Chautauqua","NY","2020-03-31T16:50:17.000","2020-03-31T17:47:32.000","Crash on I-90 - NYS Thruway westbound between Exit 58 (I-90) - Silver Creek (Rte 438) and Exit 59 (I-90) - Dunkirk (Rte 60) starting 4:46 PM, 03/31/2020 until further notice. [CARS CAD-200910115]","New York State Thruway-State Wide Operations Center - Albany","42.501659","-79.225817"
"531","NYSDOT","RTE  394","Westbound",,,"NY","2020-03-31T16:49:04.000","2020-03-31T22:40:05.000","Closed from Route 62 to Wheelock Road in the Town of Poland because of police activity. Chautauqua County. Reported at 4:45 pm.","NYSDOT","42.15722","-79.10231"
"531","NYSDOT","RTE  394","Eastbound",,,"NY","2020-03-31T16:48:04.000","2020-03-31T22:39:04.000","Closed from Wheelock Road to Route 62 in the Town of Poland because of police activity.  Chautauqua County. Reported at 4:42 pm.","NYSDOT","42.14695","-79.1086"
"incident","NJ Transit Bus","Systemwide",,,"Essex","NJ","2020-03-31T16:45:14.000",,"Due to operational activity, Systemwide (Essex) NJ TRANSIT bus tickets and passes are being cross-honored on all NJ TRANSIT rail lines to increase travel options for bus customers. Customers should be using NJ TRANSIT services for essential travel only, Continuous Wednesday April 1st, 2020 12:00 AM thru Sunday May 31st, 2020 11:59 PM","NJ Transit Bus","40.7346","-74.163991"
"incident","NJ Transit Rail","Morristown Line",,"from Summit","Union","NJ","2020-03-31T16:43:27.000","2020-03-31T21:40:14.000","Due to Operational activity Morristown Line from Summit Station (Summit) train #737, the 8:14 PM departure is cancelled. Please take train #739, the 9:14 PM departure from Summit.","NJ Transit Rail","40.716897","-74.357327"
"incident","NJ Transit Rail","Gladstone Branch",,"from Gladstone","Somerset","NJ","2020-03-31T16:42:15.000","2020-03-31T20:40:16.000","Due to Operational activity Gladstone Branch from Gladstone Station (Gladstone) train #736, the 6:52 PM departure is cancelled. Please take train #738, the 7:52 PM departure from Gladstone.","NJ Transit Rail","40.721265","-74.667066"
"crash","Connecticut Department of Transportation Bridgeport-Operations","I95N","Northbound","at Milford","New Haven","CT","2020-03-31T16:41:26.000","2020-03-31T16:59:25.000","Motor Vehicle Crash (2 Vehicle) on I-95 Northbound between Exits 38 and 39A. The right shoulder is closed. Reported Tuesday, March 31 at 4:17 pm.","Connecticut Department of Transportation Bridgeport-Operations","41.237211","-73.054017"
"delays","Port Authority New York/New Jersey","George Washington Bridge","Eastbound","from Fort Lee","Bergen","NY","2020-03-31T16:40:11.000","2020-03-31T19:51:24.000","Delays on George Washington Bridge eastbound from New Jersey Side/Upper Level Toll Plaza (Fort Lee) . The travel time is 15 minutes from Interstate 95 at Interstate 80 to the Alexander Hamilton Bridge","Port Authority New York/New Jersey","40.854148","-73.9659"
"disabled vehicle","Connecticut Department of Transportation-Newington-Highway Operations Center","I84E","Eastbound","at Hartford","Hartford","CT","2020-03-31T16:32:15.000","2020-03-31T16:53:30.000","Disabled Vehicle (Motor Vehicle) on I-84 Eastbound between Exits 50 and 51. The center lane is closed. Reported Tuesday, March 31 at 4:28 pm.","Connecticut Department of Transportation-Newington-Highway Operations Center","41.770263","-72.676802"
"tree trimming","New York State Department of Transportation Traffic Management Center - Albany","NY 28","Both directions","between Warrensburg","Warren","NY","2020-03-31T16:31:27.000","2020-03-31T16:48:15.000","Tree trimming on NY 28 both directions between Gold Course Rd (Warrensburg) and Friends Lake Rd (Chester) Not currently scheduled","New York State Department of Transportation Traffic Management Center - Albany","43.580333","-73.857054"
"special event","MTA Bridges and Tunnels","Brooklyn Battery Tunnel","Southbound","Manhattan/Brooklyn","New York/Kings","NY","2020-03-31T16:31:27.000","2020-03-31T19:02:16.000","Special event, operational activity on Brooklyn Battery Tunnel east tunnel southbound Brooklyn Bound (Manhattan/Brooklyn) high occupancy lane open until 7:00 P.M. two way traffic in the east tube to allow for 3 lanes open in the peak direction","MTA Bridges and Tunnels","40.6921","-74.0124"
"roadwork","New Jersey Department of Transportation - Traffic Operations Center South","NJ 27","Both directions","from Rahway","Union","NJ","2020-03-31T16:24:17.000","2020-04-01T16:17:23.000","Roadwork on NJ 27 both directions from CR 602/West Inman Av (Rahway) to West Lake Av (Rahway) , Wednesday April 1st, 2020, 08:00 AM thru 04:00 PM, right shoulder closed","New Jersey Department of Transportation - Traffic Operations Center South","40.598913","-74.290236"
"guard rail repairs","New Jersey Turnpike Authority","New Jersey Turnpike","Southbound","Teaneck Twp","Bergen","NJ","2020-03-31T16:23:28.000","2020-04-02T13:17:18.000","Guard rail repairs on New Jersey Turnpike southbound Exit 70B - Teaneck (Teaneck Twp) to I-95 Local & Express Split (Ridgefield Park) , Wednesday April 1st, 2020 thru Thursday April 2nd, 2020, 09:30 PM thru 01:00 PM, left lane closed","New Jersey Turnpike Authority","40.86523","-74.008543"
"roadwork","New Jersey Department of Transportation - Traffic Operations Center South","NJ 42","Both directions","Washington Twp","Gloucester","NJ","2020-03-31T16:22:14.000","2020-04-03T06:16:14.000","Roadwork on NJ 42 both directions North of CR 689/Cross Keys Berlin Rd (Washington Twp) to South of Exit 8 - CR 534/Clementon Blackwood Rd (Gloucester Twp) , Wednesday April 1st, 2020 thru Friday April 3rd, 2020 Wednesday/ Thursday, 08:00 PM thru 06:00 AM, moving operation","New Jersey Department of Transportation - Traffic Operations Center South","39.723664","-75.027135"
"milling","New Jersey Turnpike Authority","New Jersey Turnpike - Hudson County Extension","Eastbound","between Jersey City","Hudson","NJ","2020-03-31T16:20:15.000","2020-04-07T15:17:16.000","Milling on New Jersey Turnpike - Hudson County Extension eastbound between West of Interchange 14B - Liberty State Park (Jersey City) and East of Interchange 14C - Toll Plaza (Jersey City) , Wednesday April 1st, 2020, 09:00 AM thru 03:00 PM, left lane closed","New Jersey Turnpike Authority","40.69832","-74.07519"
"construction","New Jersey Turnpike Authority","New Jersey Turnpike - Hudson County Extension","Westbound","between Bayonne","Hudson","NJ","2020-03-31T16:17:26.000",,"Construction on New Jersey Turnpike - Hudson County Extension westbound between East of Newark Bay Bridge (Bayonne) and Interchange 14 - I-78 (Newark) , Friday April 17th, 2020 thru Saturday April 25th, 2020, Monday thru Friday, 09:00 PM thru 05:00 AM, left lane closed, Monday April 13th, 2020 thru Friday April 24th, 2020 Tuesday/ Wednesday/ Thursday/ Friday, 09:00 AM thru 03:00 PM, left lane closed","New Jersey Turnpike Authority","40.694961","-74.117247"
"disabled vehicle","MTA Bridges and Tunnels","RFK Triborough Bridge","Northbound","New York","Queens","NY","2020-03-31T16:15:27.000","2020-03-31T16:25:25.000","Disabled vehicle on RFK Triborough Bridge northbound Queens Span (New York) 1 lane blocked","MTA Bridges and Tunnels","40.779781","-73.926922"
"construction","Port Authority New York/New Jersey","George Washington Bridge","Eastbound","Manhattan","New York","NY","2020-03-31T16:14:14.000","2020-03-31T20:39:13.000","Construction, bridge construction on George Washington Bridge eastbound Upper Trans Manhattan Expressway (Manhattan) left and center lanes closed until 9:00 P.M.","Port Authority New York/New Jersey","40.847641","-73.934855"
"construction","New Jersey Turnpike Authority","New Jersey Turnpike - Hudson County Extension","Eastbound","between Newark","Essex","NJ","2020-03-31T16:11:28.000",,"Construction on New Jersey Turnpike - Hudson County Extension eastbound between Interchange 14 - I-78 (Newark) and Newark Bay Bridge (Newark) , Friday April 17th, 2020 thru Saturday April 25th, 2020, Monday thru Friday, 09:00 PM thru 05:00 AM, left lane closed, Wednesday April 1st, 2020 thru Saturday April 25th, 2020 Tuesday/ Wednesday/ Thursday/ Friday, 09:00 AM thru 03:00 PM, left lane closed","New Jersey Turnpike Authority","40.70807","-74.156012"
"disabled vehicle","New York State Department of Transportation Traffic Management Center - Albany","US 9","Both directions","area of Malta","Saratoga","NY","2020-03-31T16:07:18.000","2020-03-31T16:12:14.000","Disabled vehicle on US 9 both directions area of Cherry Choke Road (Malta) 1 lane may be blocked","New York State Department of Transportation Traffic Management Center - Albany","43.026557","-73.792342"
"roadwork","New York State Department of Transportation Region 2","NY 13","Both directions","between DeRuyter","Madison","NY","2020-03-31T16:04:16.000","2020-04-01T15:50:20.000","Roadwork on NY 13 both directions between Village of DeRuyter; Town of DeRuyter Line (DeRuyter) and Town of Cazenovia; Town of DeRuyter Line (DeRuyter) , Wednesday April 1st, 2020, 07:00 AM thru 03:30 PM,","New York State Department of Transportation Region 2","42.7637","-75.8842"
"drainage improvements","New Jersey DOT - Statewide Traffic Management Center","I-287","Northbound","between Hanover Twp","Morris","NJ","2020-03-31T16:03:16.000","2020-04-01T14:49:31.000","Drainage improvements on I-287 northbound between Exit 37 - NJ 24 (Hanover Twp) and Exit 39 - NJ 10 (Hanover Twp) , Wednesday April 1st, 2020, 09:00 AM thru 02:30 PM, left lane closed","New Jersey DOT - Statewide Traffic Management Center","40.808397","-74.451342"
"construction","New Jersey Department of Transportation - Traffic Operations Center South","US 322","Eastbound","Glassboro","Gloucester","NJ","2020-03-31T16:01:19.000","2020-03-31T21:02:17.000","Construction, roadwork on US 322 eastbound West of Harvard Rd/Heston Rd (Glassboro) partial lane closure until 9:00 P.M.","New Jersey Department of Transportation - Traffic Operations Center South","39.712108","-75.130671"
"tree trimming","New York State Department of Transportation (Region 8)","US 9","Both directions","between Garrison","Putnam","NY","2020-03-31T16:01:19.000",,"Tree trimming on US 9 both directions between Old Highland Turnpike (Garrison) and Clove Road (Fishkill) Cen-Hud/P20-0001, Monday April 20th, 2020 thru Friday April 24th, 2020, Monday thru Friday, 09:00 AM thru 04:00 PM, alternate lanes closure, Monday April 27th, 2020 thru Friday May 1st, 2020, Monday thru Friday, 09:00 AM thru 04:00 PM, alternate lanes closure, Monday May 4th, 2020 thru Friday May 8th, 2020, Monday thru Friday, 09:00 AM thru 04:00 PM, alternate lanes closure, Monday May 11th, 2020 thru Friday May 15th, 2020, Monday thru Friday, 09:00 AM thru 04:00 PM, alternate lanes closure, Monday May 18th, 2020 thru Thursday May 21st, 2020 Monday/ Tuesday/ Wednesday/ Thursday, 09:00 AM thru 04:00 PM, alternate lanes closure, Tuesday May 26th, 2020, 10:00 AM thru 04:00 PM, alternate lanes closure, Wednesday May 27th, 2020 thru Friday May 29th, 2020 Wednesday/ Thursday/ Friday, 09:00 AM thru 04:00 PM, alternate lanes closure","New York State Department of Transportation (Region 8)","41.482203","-73.911509"
"disabled vehicle","New York State Department of Transportation (Region 8)","Hutchinson River Parkway [Westchester]","Northbound","approaching Scarsdale","Westchester","NY","2020-03-31T16:00:19.000","2020-03-31T16:39:25.000","Disabled vehicle on Hutchinson River Parkway [Westchester] northbound approaching Exit 22 - Mamaroneck Road (Scarsdale) right shoulder of 3 lanes blocked","New York State Department of Transportation (Region 8)","40.976898","-73.757698"
"incident","NJ Transit Rail","Gladstone Branch",,"from Gladstone","Somerset","NJ","2020-03-31T15:59:10.000","2020-03-31T16:56:12.000","Due to Operational activity Gladstone Branch from Gladstone Station (Gladstone) train #730, the 3:52 PM departure is cancelled. Please take train #732, the 4:52 PM departure from Gladstone.","NJ Transit Rail","40.721265","-74.667066"
"incident","NJ Transit Rail","Morristown Line",,"out of Summit","Union","NJ","2020-03-31T15:57:30.000","2020-03-31T17:54:10.000","Due to Operational activity Morristown Line out of Summit Station (Summit) train #731, the 5:14 PM departure is cancelled.","NJ Transit Rail","40.716897","-74.357327"
"bridge work","New Jersey DOT - Statewide Traffic Management Center","NJ 3","Westbound","area of East Rutherford","Bergen","NJ","2020-03-31T15:56:11.000","2020-04-01T16:19:33.000","Bridge work on NJ 3 westbound area of New Jersey Turnpike - Western Spur (East Rutherford) , Wednesday April 1st, 2020, 09:00 AM thru 04:00 PM, right lane closed","New Jersey DOT - Statewide Traffic Management Center","40.809294","-74.081249"
"roadwork","New Jersey Department of Transportation - Traffic Operations Center South","US 322","Eastbound","Glassboro","Gloucester","NJ","2020-03-31T15:55:24.000","2020-03-31T21:18:15.000","Roadwork on US 322 eastbound West of Harvard Rd/Heston Rd (Glassboro) Not currently scheduled","New Jersey Department of Transportation - Traffic Operations Center South","39.712108","-75.130671"
"disabled vehicle","New York State Department of Transportation (Region 8)","Saw Mill River Parkway","Southbound","south of Yonkers","Westchester","NY","2020-03-31T15:54:15.000","2020-03-31T16:06:13.000","Disabled vehicle on Saw Mill River Parkway southbound south of Exit 4 - Cross County Parkway (Yonkers) right lane of 3 lanes blocked","New York State Department of Transportation (Region 8)","40.929798","-73.878501"
"delays","Port Authority New York/New Jersey","George Washington Bridge","Westbound","from Manhattan","New York","NY","2020-03-31T15:54:15.000","2020-03-31T18:09:22.000","Delays on George Washington Bridge westbound from New York Side/Upper Level (Manhattan) . Travel time of 35 minutes from the Cross Bronx Expressway at Jerome Avenue to Interstate 95 at Interstate 80","Port Authority New York/New Jersey","40.850352","-73.945474"
"construction","New Jersey Department of Transportation - Traffic Operations Center South","US 1","Southbound","ramp to northbound Lawrence Twp","Mercer","NJ","2020-03-31T15:53:10.000","2020-03-31T16:21:13.000","Construction, construction on US 1 southbound ramp to northbound I-295 (Lawrence Twp) ramp closed and detoured until 5:00 P.M.","New Jersey Department of Transportation - Traffic Operations Center South","40.282848","-74.696729"
"delays","New York State Department of Transportation (Region 11)","I-87 Major Deegan Expressway","Southbound","between New York","Bronx","NY","2020-03-31T15:53:10.000","2020-03-31T16:32:15.000","Delays on I-87 Major Deegan Expressway southbound between Exit 13 - Jerome Avenue (New York) and Exit 12 - Mosholu Parkway; Ramp (New York)","New York State Department of Transportation (Region 11)","40.893501","-73.883399"
"construction","New York State Department of Transportation (Region 11)","West 69th Street",,"New York","New York","NY","2020-03-31T15:51:29.000",,"Crane operations on West 69th Street Columbus Avenue (New York) to Central Park West Only Saturday, Saturday April 4th, 2020 thru Saturday April 25th, 2020, 08:00 AM thru 06:00 PM all lanes closed","New York State Department of Transportation (Region 11)","40.774966","-73.978904"
"delays","Port Authority New York/New Jersey","George Washington Bridge","Westbound","from Manhattan","New York","NY","2020-03-31T15:50:18.000","2020-03-31T19:52:12.000","Delays on George Washington Bridge westbound from New York Side/Lower Level (Manhattan) . Travel time of 15 minutes on the Cross Bronx Expressway at Jerome Avenue to Interstate 95 at Interstate 80","Port Authority New York/New Jersey","40.850318","-73.945276"
"utility work","New Jersey DOT - Statewide Traffic Management Center","US 1","Southbound","at South Brunswick Twp","Middlesex","NJ","2020-03-31T15:49:28.000","2020-04-06T15:19:16.000","Utility work on US 1 southbound at Ridge Rd (South Brunswick Twp) , Monday April 6th, 2020, 09:00 AM thru 03:00 PM, right lane and shoulder closed","New Jersey DOT - Statewide Traffic Management Center","40.365644","-74.596489"
"construction","New Jersey Department of Transportation - Traffic Operations Center South","NJ 44","Northbound","at Paulsboro","Gloucester","NJ","2020-03-31T15:48:16.000","2020-03-31T18:04:11.000","Construction, gas main work on NJ 44 northbound at CR 667/Delaware St (Paulsboro) traffic shift until 6:00 P.M.","New Jersey Department of Transportation - Traffic Operations Center South","39.830521","-75.239301"
"construction","New York State Department of Transportation (Region 11)","East 65th Street",,"between Manhattan","New York","NY","2020-03-31T15:47:24.000",,"Crane operations on East 65th Street between Madison Avenue (Manhattan) and Park Avenue (Manhattan) Only Sunday, Sunday April 5th, 2020 thru Sunday April 19th, 2020, 09:00 AM thru 06:00 PM all lanes closed","New York State Department of Transportation (Region 11)","40.767322","-73.968694"
"crane operations","New York State Department of Transportation (Region 11)","East 65th Street",,"between Manhattan","New York","NY","2020-03-31T15:44:26.000",,"Crane operations on East 65th Street between Madison Avenue (Manhattan) and Park Avenue (Manhattan) Only Saturday, Saturday April 4th, 2020 thru Saturday April 18th, 2020, 08:00 AM thru 06:00 PM all lanes","New York State Department of Transportation (Region 11)","40.767322","-73.968694"
"delays","New York State Department of Transportation (Region 11)","I-95","Both directions","from New York","Bronx","NY","2020-03-31T15:43:12.000","2020-03-31T21:13:29.000","Delays on I-95 both directions from Crotona Avenue (New York) to START ROUTE I-95; George Washington Bridge (New York) until 9:00 P.M.","New York State Department of Transportation (Region 11)","40.843399","-73.892997"
"utility work","New Jersey DOT - Statewide Traffic Management Center","US 46","Both directions","area of Roxbury Twp","Morris","NJ","2020-03-31T15:43:12.000",,"Utility work on US 46 both directions area of Dell Av (Roxbury Twp) , Monday April 6th, 2020 thru Wednesday April 8th, 2020 Monday/ Tuesday, 08:00 PM thru 06:00 AM, right lane closed","New Jersey DOT - Statewide Traffic Management Center","40.879577","-74.619044"
"gas main work","New Jersey DOT - Statewide Traffic Management Center","US 46","Eastbound","area of Mine Hill Twp","Morris","NJ","2020-03-31T15:40:16.000",,"Gas main work on US 46 eastbound area of CR 634/main St (Mine Hill Twp) , Monday April 20th, 2020 thru Friday April 24th, 2020 Monday/ Tuesday/ Wednesday/ Thursday, 08:00 PM thru 06:00 AM, right lane closed","New Jersey DOT - Statewide Traffic Management Center","40.885925","-74.57903"
"milling, paving operations","Westchester County Department of Public Works","Main Street/Scarsdale Road","Both directions","between Tarrytown","Westchester","NY","2020-03-31T15:39:17.000","2020-04-04T00:17:20.000","Milling and paving operations on Main Street/Scarsdale Road both directions between Columbus Avenue (Tarrytown) and Yonkers City Line (Yonkers) Alternating traffic flow by flaggers., Thursday April 2nd, 2020 thru Friday April 3rd, 2020 Thursday/ Friday, 12:00 AM thru 11:59 PM, 1 lane closed","Westchester County Department of Public Works","40.95065","-73.827736"
"crash","New York State Department of Transportation (Region 11)","I-87 Major Deegan Expressway","Southbound","just past New York","Bronx","NY","2020-03-31T15:38:15.000","2020-03-31T16:32:15.000","Crash on I-87 Major Deegan Expressway southbound just past Exit 12 - Mosholu Parkway; Ramp (New York) 2 lanes blocked","New York State Department of Transportation (Region 11)","40.888698","-73.890098"
"incident","NJ Transit Rail","Northeast Corridor Line",,"into Trenton","Mercer","NJ","2020-03-31T15:36:10.000","2020-03-31T16:33:30.000","Due to Earlier equipment problems Northeast Corridor Line into Trenton Station (Trenton) train #7849, the 3:46 PM arrival is up to 15 minutes late.","NJ Transit Rail","40.219184","-74.755045"
"construction","Port Authority New York/New Jersey","George Washington Bridge","Westbound","Manhattan","New York","NY","2020-03-31T15:35:25.000","2020-03-31T21:02:17.000","Construction, bridge construction on George Washington Bridge westbound Upper Trans Manhattan Expressway (Manhattan) left lane closed until 9:00 P.M.","Port Authority New York/New Jersey","40.847641","-73.934855"
"tree trimming","New Jersey DOT - Statewide Traffic Management Center","I-287","Southbound","area of Franklin Lakes","Bergen","NJ","2020-03-31T15:34:16.000","2020-04-02T15:01:21.000","Tree trimming on I-287 southbound area of Exit 59 - NJ 208 (Franklin Lakes) , Wednesday April 1st, 2020, 09:00 AM thru 03:00 PM, right lane closed","New Jersey DOT - Statewide Traffic Management Center","41.021681","-74.223591"
"drainage improvements","New Jersey DOT - Statewide Traffic Management Center","I-80","Westbound","area of Hackensack","Bergen","NJ","2020-03-31T15:32:19.000","2020-04-02T15:01:21.000","Drainage improvements on I-80 westbound area of Exit 66 - Hudson St (Hackensack) , Wednesday April 1st, 2020, 09:00 AM thru 03:00 PM, left lane closed express lanes","New Jersey DOT - Statewide Traffic Management Center","40.866972","-74.044036"
"disabled bus","MTA Bridges and Tunnels","Verrazano-Narrows Bridge","Westbound","New York","Kings/Richmond","NY","2020-03-31T15:31:22.000","2020-03-31T16:25:25.000","Disabled bus on Verrazano-Narrows Bridge westbound Staten Island Bound Upper Level (New York) 1 lane blocked","MTA Bridges and Tunnels","40.608008","-74.040468"
"incident","NJ Transit Rail","Systemwide",,"at Manhattan","New York","NJ","2020-03-31T15:30:18.000","2020-03-31T21:42:14.000","Due to Escalator Repairs( Escalator Work) Systemwide at New York Penn Station (Manhattan) escalator 8, which leads to Platform 1 from the main concourse area at Newark Penn Station is temporarily closed. During this time, customers may use Escalator 7 for access to the platform. We appreciate your patience during this repair work.","NJ Transit Rail","40.750446","-73.993647"
"construction","New York State Thruway-State Wide Operations Center - Albany","I-87 - NYS Thruway","Southbound","from Jefferson Heights","Greene","NY","2020-03-31T15:28:17.000","2020-03-31T21:02:17.000","Road maintenance operations, right lane closed on I-87 - NYS Thruway southbound from after Exit 21 (I-87) - Catskill (Rte 23) to before Exit 20 (I-87) - Saugerties (Rte 32) until 9:00 PM, 03/31/2020. [CARS CAD-200910111]","New York State Thruway-State Wide Operations Center - Albany","42.244938","-73.890694"
"roadwork, survey work","New York State Department of Transportation Region 3","John Glenn Boulevard","Both directions","at Salina","Onondaga","NY","2020-03-31T15:24:14.000","2020-04-01T17:17:33.000","Roadwork and survey work on John Glenn Boulevard both directions at NY-370, Cold Spring Road (Salina), Wednesday April 1st, 2020, 09:00 AM thru 05:00 PM left shoulder closure","New York State Department of Transportation Region 3","43.124933","-76.245632"
"utility work","New Jersey Department of Transportation - Traffic Operations Center South","US 9","Southbound","at Lakewood Twp","Ocean","NJ","2020-03-31T15:11:16.000","2020-04-01T14:19:32.000","Utility work on US 9 southbound at CR 626/Cross St (Lakewood Twp) , Wednesday April 1st, 2020, 09:00 AM thru 02:00 PM, right shoulder closed","New Jersey Department of Transportation - Traffic Operations Center South","40.053099","-74.220855"
"street sweeping","New York State Department of Transportation (Region 10)","I-495","Westbound","between Oyster Bay","Nassau","NY","2020-03-31T15:06:16.000","2020-03-31T15:24:14.000","Street sweeping on I-495 westbound between Exit 46 - Sunnyside Boulevard (Oyster Bay) and Exit 32 - Little Neck Parkway (New York) Not currently scheduled","New York State Department of Transportation (Region 10)","40.7982","-73.4781"
"bridge work","New Jersey Department of Transportation - Traffic Operations Center South","NJ 138","Westbound","Wall Twp","Monmouth","NJ","2020-03-31T15:06:16.000","2020-04-01T15:16:16.000","Bridge work on NJ 138 westbound In the vicinity of Allenwood Rd (Wall Twp) , Wednesday April 1st, 2020, 09:00 AM thru 03:00 PM, right lane closed","New Jersey Department of Transportation - Traffic Operations Center South","40.170316","-74.098869"
"roadwork","New Jersey Department of Transportation - Traffic Operations Center South","NJ 168","Northbound","approaching Gloucester Twp","Camden","NJ","2020-03-31T15:02:26.000","2020-03-31T15:18:14.000","Roadwork on NJ 168 northbound approaching CR 681/Lower Landing Rd (Gloucester Twp) Not currently scheduled","New Jersey Department of Transportation - Traffic Operations Center South","39.833467","-75.067275"
"gas main work","New Jersey Department of Transportation - Traffic Operations Center South","NJ 44","Northbound","at Paulsboro","Gloucester","NJ","2020-03-31T15:02:26.000","2020-03-31T15:18:14.000","Gas main work on NJ 44 northbound at CR 667/Delaware St (Paulsboro) Not currently scheduled","New Jersey Department of Transportation - Traffic Operations Center South","39.830521","-75.239301"
"utility work","New Jersey Department of Transportation - Traffic Operations Center South","NJ 36","Northbound","Atlantic Highlands","Monmouth","NJ","2020-03-31T15:02:26.000","2020-03-31T15:18:14.000","Utility work on NJ 36 northbound South of CR 516/Leonardville Rd (Atlantic Highlands) Not currently scheduled","New Jersey Department of Transportation - Traffic Operations Center South","40.409986","-74.042358"
"crack sealing","New Jersey DOT - Statewide Traffic Management Center","NJ 7","Eastbound","between Kearny","Hudson","NJ","2020-03-31T15:02:26.000","2020-03-31T15:19:18.000","Crack sealing on NJ 7 eastbound between CR 659/Fish House Rd (Kearny) and South of CR 508 (Kearny) Not currently scheduled","New Jersey DOT - Statewide Traffic Management Center","40.74243","-74.084803"
"utility work","New Jersey Department of Transportation - Traffic Operations Center South","NJ 71","Southbound","Belmar","Monmouth","NJ","2020-03-31T15:01:16.000","2020-04-03T14:18:12.000","Utility work on NJ 71 southbound South of Shark River Bridge (Belmar) , Wednesday April 1st, 2020 thru Friday April 3rd, 2020 Wednesday/ Thursday/ Friday, 09:00 AM thru 02:00 PM, right shoulder closed","New Jersey Department of Transportation - Traffic Operations Center South","40.184686","-74.023713"
"incident","NJ Transit Rail","Raritan Valley Line",,"from Newark","Essex","NJ","2020-03-31T15:00:25.000","2020-03-31T17:59:16.000","Due to Operational activity Raritan Valley Line from Newark Penn Station (Newark) train #8527, the 3:38 PM departure from Newark Penn Station, will operate to Raritan, today, 3/31/2020. For stops after Raritan, please take train #8551, the 6:13 PM departure from Raritan.","NJ Transit Rail","40.734678","-74.162733"
"roadwork","Connecticut Department of Transportation-Newington-Highway Operations Center","S66W","Westbound","at Middletown","Middlesex","CT","2020-03-31T14:59:22.000","2020-03-31T18:23:23.000","Road Work on RT66 at Arrigoni Bridge in effect today until 8:00 pm. One lane open for each direction. Reported Tuesday, March 31 at 2:57 pm.","Connecticut Department of Transportation-Newington-Highway Operations Center","41.567671","-72.654033"
"utility work","New Jersey Department of Transportation - Traffic Operations Center South","US 9","Northbound","at Lakewood Twp","Ocean","NJ","2020-03-31T14:57:30.000","2020-04-01T15:16:16.000","Utility work on US 9 northbound at CR 626/Cross St (Lakewood Twp) , Wednesday April 1st, 2020, 09:00 AM thru 03:00 PM, right lane and shoulder closed","New Jersey Department of Transportation - Traffic Operations Center South","40.053099","-74.220855"
"incident","MTA Long Island Rail Road","Ronkonkoma Branch","Westbound","from Ronkonkoma","Suffolk","NY","2020-03-31T14:51:40.000","2020-03-31T15:50:18.000","Due to Track work, westbound Ronkonkoma Branch from Ronkonkoma Station (Ronkonkoma) The 1:39PM train due Penn at 2:59PM is operating 12 minutes late.","MTA Long Island Rail Road","40.808666","-73.107856"
"construction","Port Authority New York/New Jersey","Holland Tunnel","Eastbound","Jersey City","Hudson","NY","2020-03-31T14:49:13.000",,"Construction, construction on Holland Tunnel eastbound New Jersey Side - Toll Plaza (Jersey City) toll lanes #5 and #6 closed until further notice","Port Authority New York/New Jersey","40.729861","-74.038683"
"bridge work","New Jersey DOT - Statewide Traffic Management Center","I-80","Westbound","Roxbury Twp","Morris","NJ","2020-03-31T14:45:33.000","2020-04-04T06:19:23.000","Bridge work on I-80 westbound East of Exit 30 - Howard Blvd (Roxbury Twp) , Friday April 3rd, 2020 thru Saturday April 4th, 2020, 08:00 PM thru 06:00 AM, right and center lanes closed","New Jersey DOT - Statewide Traffic Management Center","40.900755","-74.623681"
"roadwork","New Jersey Turnpike Authority","Garden State Parkway","Northbound","between Barnegat Twp","Ocean","NJ","2020-03-31T14:39:17.000","2020-04-01T04:36:12.000","Roadwork, roadwork on Garden State Parkway northbound between South of Exit 67 - CR 554/Bay Ave (Barnegat Twp) and South of Exit 74 - CR 614 (Lacey Twp) 2 left lanes closed until 6:00 A.M.","New Jersey Turnpike Authority","39.751778","-74.252933"
