"month","division","line","num_sched_trains","num_actual_trains","service_delivered"
"2021-12","B DIVISION","A","2538","2161","0.8515"
"2021-12","B DIVISION","B","1680","1442","0.8583"
"2021-12","B DIVISION","C","1575","1310","0.8317"
"2021-12","B DIVISION","D","1911","1601","0.8378"
"2021-12","B DIVISION","E","1638","1507","0.92"
"2021-12","B DIVISION","F","2825","2430","0.8602"
"2021-12","B DIVISION","G","945","889","0.9407"
"2021-12","B DIVISION","JZ","1007","954","0.9474"
"2021-12","B DIVISION","L","2016","1879","0.932"
"2021-12","B DIVISION","M","1770","1565","0.8842"
"2021-12","B DIVISION","N","1890","1658","0.8772"
"2021-12","B DIVISION","Q","2163","1774","0.8202"
"2021-12","B DIVISION","R","2079","1820","0.8754"
"2021-12","B DIVISION","S Fkln","756","743","0.9828"
"2021-12","B DIVISION","S Rock","441","439","0.9955"
"2021-12","B DIVISION","W","741","661","0.892"
"2021-11","A DIVISION","1","1743","1676","0.9616"
"2021-11","A DIVISION","2","2310","2216","0.9593"
"2021-11","A DIVISION","3","2142","2085","0.9734"
"2021-11","A DIVISION","4","2961","2845","0.9608"
"2021-11","A DIVISION","5","2562","2422","0.9454"
"2021-11","A DIVISION","6","2163","2065","0.9547"
"2021-11","A DIVISION","7","2856","2667","0.9338"
"2021-11","A DIVISION","S 42nd","2121","2106","0.9929"
"2021-11","B DIVISION","A","2657","2364","0.8897"
"2021-11","B DIVISION","B","1764","1547","0.877"
"2021-11","B DIVISION","C","1575","1373","0.8717"
"2021-11","B DIVISION","D","1911","1626","0.8509"
"2021-11","B DIVISION","E","1638","1513","0.9237"
"2021-11","B DIVISION","F","3045","2700","0.8867"
"2021-11","B DIVISION","G","944","914","0.9682"
"2021-11","B DIVISION","JZ","1071","1024","0.9561"
"2021-11","B DIVISION","L","2016","1925","0.9549"
"2021-11","B DIVISION","M","1890","1701","0.9"
"2021-11","B DIVISION","N","1890","1701","0.9"
"2021-11","B DIVISION","Q","2163","1832","0.847"
"2021-11","B DIVISION","R","2079","1858","0.8937"
"2021-11","B DIVISION","S Fkln","756","756","1"
"2021-11","B DIVISION","S Rock","441","446","1.0113"
"2021-11","B DIVISION","W","819","700","0.8547"
"2021-10","A DIVISION","1","1743","1609","0.9231"
"2021-10","A DIVISION","2","2310","2158","0.9342"
"2021-10","A DIVISION","3","2142","1979","0.9239"
"2021-10","A DIVISION","4","2961","2784","0.9402"
"2021-10","A DIVISION","5","2562","2389","0.9325"
"2021-10","A DIVISION","6","2163","2015","0.9316"
"2021-10","A DIVISION","7","2851","2664","0.9344"
"2021-10","A DIVISION","S 42nd","2121","2112","0.9958"
"2021-10","B DIVISION","A","2670","2336","0.8749"
"2021-10","B DIVISION","B","1764","1514","0.8583"
"2021-10","B DIVISION","C","1575","1350","0.8571"
"2021-10","B DIVISION","D","1911","1529","0.8001"
"2021-10","B DIVISION","E","1638","1517","0.9261"
"2021-10","B DIVISION","F","3045","2662","0.8742"
"2021-10","B DIVISION","G","945","896","0.9481"
"2021-10","B DIVISION","JZ","1071","1032","0.9636"
"2021-10","B DIVISION","L","2016","1922","0.9534"
"2021-10","B DIVISION","M","1890","1665","0.881"
"2021-10","B DIVISION","N","1886","1713","0.9083"
"2021-10","B DIVISION","Q","2163","1830","0.846"
"2021-10","B DIVISION","R","2079","1824","0.8773"
"2021-10","B DIVISION","S Fkln","756","741","0.9802"
"2021-10","B DIVISION","S Rock","441","442","1.0023"
"2021-10","B DIVISION","W","819","720","0.8791"
"2021-09","A DIVISION","1","1660","1504","0.906"
"2021-09","A DIVISION","2","2200","2065","0.9386"
"2021-09","A DIVISION","3","2040","1875","0.9191"
"2021-09","A DIVISION","4","2820","2564","0.9092"
"2021-09","A DIVISION","5","2440","2236","0.9164"
"2021-09","A DIVISION","6","1957","1826","0.9331"
"2021-09","A DIVISION","7","2712","2487","0.917"
"2021-09","A DIVISION","S 42nd","1818","1810","0.9956"
"2021-09","B DIVISION","A","2580","2166","0.8395"
"2021-09","B DIVISION","B","1680","1409","0.8387"
"2021-09","B DIVISION","C","1500","1189","0.7927"
"2021-09","B DIVISION","D","1820","1513","0.8313"
"2021-09","B DIVISION","E","1560","1410","0.9038"
"2021-09","B DIVISION","F","2900","2455","0.8466"
"2021-09","B DIVISION","G","884","772","0.8733"
"2021-09","B DIVISION","JZ","1020","983","0.9637"
"2021-09","B DIVISION","L","1920","1814","0.9448"
"2021-09","B DIVISION","M","1800","1587","0.8817"
"2021-09","B DIVISION","N","1799","1588","0.8827"
"2021-09","B DIVISION","Q","2059","1794","0.8713"
"2021-09","B DIVISION","R","1980","1713","0.8652"
"2021-09","B DIVISION","S Fkln","720","692","0.9611"
"2021-09","B DIVISION","S Rock","420","420","1"
"2021-09","B DIVISION","W","741","634","0.8556"
"2021-08","A DIVISION","1","1826","1586","0.8686"
"2021-08","A DIVISION","2","2420","2211","0.9136"
"2021-08","A DIVISION","3","2244","1932","0.861"
"2021-08","A DIVISION","4","3102","2843","0.9165"
"2021-08","A DIVISION","5","2684","2439","0.9087"
"2021-08","A DIVISION","6","2266","2068","0.9126"
"2021-08","A DIVISION","7","2992","2696","0.9011"
"2021-08","A DIVISION","S 42nd","1515","1475","0.9736"
"2021-08","B DIVISION","A","2838","2402","0.8464"
"2021-08","B DIVISION","B","1848","1608","0.8701"
"2021-08","B DIVISION","C","1650","1384","0.8388"
"2021-08","B DIVISION","D","2002","1810","0.9041"
"2021-08","B DIVISION","E","1716","1565","0.912"
"2021-08","B DIVISION","F","3189","2755","0.8639"
"2021-08","B DIVISION","G","988","932","0.9433"
"2021-08","B DIVISION","JZ","1122","1059","0.9439"
"2021-08","B DIVISION","L","2112","2008","0.9508"
"2021-08","B DIVISION","M","1980","1718","0.8677"
"2021-08","B DIVISION","N","1980","1729","0.8732"
"2021-08","B DIVISION","Q","2265","1935","0.8543"
"2021-08","B DIVISION","R","2178","1872","0.8595"
"2021-08","B DIVISION","S Fkln","792","788","0.9949"
"2021-08","B DIVISION","S Rock","462","463","1.0022"
"2021-08","B DIVISION","W","858","723","0.8427"
"2021-07","A DIVISION","1","1743","1559","0.8944"
"2021-07","A DIVISION","2","2306","2119","0.9189"
"2021-07","A DIVISION","3","2142","1924","0.8982"
"2021-07","A DIVISION","4","2961","2704","0.9132"
"2021-07","A DIVISION","5","2562","2351","0.9176"
"2021-07","A DIVISION","6","2163","2031","0.939"
"2021-07","A DIVISION","7","2856","2713","0.9499"
"2021-07","A DIVISION","S 42nd","2121","2088","0.9844"
"2021-07","B DIVISION","A","2658","2309","0.8687"
"2021-07","B DIVISION","B","1764","1538","0.8719"
"2021-07","B DIVISION","C","1303","1161","0.891"
"2021-07","B DIVISION","D","1911","1710","0.8948"
"2021-07","B DIVISION","E","1638","1458","0.8901"
"2021-07","B DIVISION","F","3045","2626","0.8624"
"2021-07","B DIVISION","G","945","906","0.9587"
"2021-07","B DIVISION","JZ","1071","1004","0.9374"
"2021-07","B DIVISION","L","2016","1947","0.9658"
"2021-07","B DIVISION","M","1890","1679","0.8884"
"2021-07","B DIVISION","N","1889","1667","0.8825"
"2021-07","B DIVISION","Q","2163","1907","0.8816"
"2021-07","B DIVISION","R","2079","1830","0.8802"
"2021-07","B DIVISION","S Fkln","756","749","0.9907"
"2021-07","B DIVISION","S Rock","441","446","1.0113"
"2021-07","B DIVISION","W","819","672","0.8205"
"2021-06","A DIVISION","1","1826","1690","0.9255"
"2021-06","A DIVISION","2","2420","2252","0.9306"
"2021-06","A DIVISION","3","2244","2047","0.9122"
"2021-06","A DIVISION","4","3102","2832","0.913"
"2021-06","A DIVISION","5","2754","2476","0.8991"
"2021-06","A DIVISION","6","2265","2117","0.9347"
"2021-06","A DIVISION","7","2992","2748","0.9184"
"2021-06","A DIVISION","S 42nd","2222","2150","0.9676"
"2021-06","B DIVISION","A","2838","2523","0.889"
"2021-06","B DIVISION","B","1848","1635","0.8847"
"2021-06","B DIVISION","C","1276","1186","0.9295"
"2021-06","B DIVISION","D","2002","1839","0.9186"
"2021-06","B DIVISION","E","1716","1518","0.8846"
"2021-06","B DIVISION","F","3190","2832","0.8878"
"2021-06","B DIVISION","G","990","954","0.9636"
"2021-06","B DIVISION","JZ","1122","1084","0.9661"
"2021-06","B DIVISION","L","2112","2010","0.9517"
"2021-06","B DIVISION","M","1980","1713","0.8652"
"2021-06","B DIVISION","N","1979","1790","0.9045"
"2021-06","B DIVISION","Q","2266","2028","0.895"
"2021-06","B DIVISION","R","2178","1941","0.8912"
"2021-06","B DIVISION","S Fkln","792","792","1"
"2021-06","B DIVISION","S Rock","462","466","1.0087"
"2021-06","B DIVISION","W","858","713","0.831"
"2021-05","A DIVISION","1","1577","1519","0.9632"
"2021-05","A DIVISION","2","2090","2015","0.9641"
"2021-05","A DIVISION","3","1938","1847","0.953"
"2021-05","A DIVISION","4","2679","2531","0.9448"
"2021-05","A DIVISION","5","2413","2210","0.9159"
"2021-05","A DIVISION","6","1953","1900","0.9729"
"2021-05","A DIVISION","7","2584","2403","0.93"
"2021-05","A DIVISION","S 42nd","1919","1909","0.9948"
"2021-05","B DIVISION","A","2451","2163","0.8825"
"2021-05","B DIVISION","B","1596","1414","0.886"
"2021-05","B DIVISION","C","1102","1035","0.9392"
"2021-05","B DIVISION","D","1677","1556","0.9278"
"2021-05","B DIVISION","E","1482","1396","0.942"
"2021-05","B DIVISION","F","2755","2533","0.9194"
"2021-05","B DIVISION","G","855","818","0.9567"
"2021-05","B DIVISION","JZ","969","930","0.9598"
"2021-05","B DIVISION","L","1824","1791","0.9819"
"2021-05","B DIVISION","M","1710","1593","0.9316"
"2021-05","B DIVISION","N","1710","1580","0.924"
"2021-05","B DIVISION","Q","1957","1767","0.9029"
"2021-05","B DIVISION","R","1881","1732","0.9208"
"2021-05","B DIVISION","S Fkln","684","684","1"
"2021-05","B DIVISION","S Rock","399","394","0.9875"
"2021-05","B DIVISION","W","741","648","0.8745"
"2021-04","A DIVISION","1","1826","1731","0.948"
"2021-04","A DIVISION","2","2420","2355","0.9731"
"2021-04","A DIVISION","3","2244","2156","0.9608"
"2021-04","A DIVISION","4","3102","2930","0.9446"
"2021-04","A DIVISION","5","2794","2639","0.9445"
"2021-04","A DIVISION","6","2266","2171","0.9581"
"2021-04","A DIVISION","7","2985","2798","0.9374"
"2021-04","A DIVISION","S 42nd","2222","2206","0.9928"
"2021-04","B DIVISION","A","2838","2638","0.9295"
"2021-04","B DIVISION","B","1848","1777","0.9616"
"2021-04","B DIVISION","C","1276","1252","0.9812"
"2021-04","B DIVISION","D","2002","1943","0.9705"
"2021-04","B DIVISION","E","1716","1679","0.9784"
"2021-04","B DIVISION","F","1976","1963","0.9934"
"2021-04","B DIVISION","G","990","986","0.996"
"2021-04","B DIVISION","JZ","1122","1108","0.9875"
"2021-04","B DIVISION","L","2112","2067","0.9787"
"2021-04","B DIVISION","M","1980","1888","0.9535"
"2021-04","B DIVISION","N","1980","1903","0.9611"
"2021-04","B DIVISION","Q","2266","2162","0.9541"
"2021-04","B DIVISION","R","2178","2073","0.9518"
"2021-04","B DIVISION","S Fkln","792","790","0.9975"
"2021-04","B DIVISION","S Rock","462","467","1.0108"
"2021-04","B DIVISION","W","858","784","0.9138"
"2021-03","A DIVISION","1","1909","1814","0.9502"
"2021-03","A DIVISION","2","2530","2367","0.9356"
"2021-03","A DIVISION","3","2346","2228","0.9497"
"2021-03","A DIVISION","4","3243","3011","0.9285"
"2021-03","A DIVISION","5","2921","2695","0.9226"
"2021-03","A DIVISION","6","2369","2236","0.9439"
"2021-03","A DIVISION","7","3117","2998","0.9618"
"2021-03","A DIVISION","S 42nd","2323","2323","1"
"2021-03","B DIVISION","A","2967","2725","0.9184"
"2021-03","B DIVISION","B","1932","1788","0.9255"
"2021-03","B DIVISION","C","1334","1278","0.958"
"2021-03","B DIVISION","D","2093","2026","0.968"
"2021-03","B DIVISION","E","1794","1754","0.9777"
"2021-03","B DIVISION","F","2054","2005","0.9761"
"2021-03","B DIVISION","G","1035","1019","0.9845"
"2021-03","B DIVISION","JZ","1173","1137","0.9693"
"2021-03","B DIVISION","L","2208","2130","0.9647"
"2021-03","B DIVISION","M","2070","1963","0.9483"
"2021-03","B DIVISION","N","2069","1984","0.9589"
"2021-03","B DIVISION","Q","2369","2243","0.9468"
"2021-03","B DIVISION","R","2277","2180","0.9574"
"2021-03","B DIVISION","S Fkln","828","828","1"
"2021-03","B DIVISION","S Rock","507","488","0.9625"
"2021-03","B DIVISION","W","897","827","0.922"
"2021-02","A DIVISION","1","1577","1402","0.889"
"2021-02","A DIVISION","2","2072","1838","0.8871"
"2021-02","A DIVISION","3","1938","1748","0.902"
"2021-02","A DIVISION","4","2679","2386","0.8906"
"2021-02","A DIVISION","5","2413","2092","0.867"
"2021-02","A DIVISION","6","1957","1727","0.8825"
"2021-02","A DIVISION","7","2580","2312","0.8961"
"2021-02","A DIVISION","S 42nd","1010","1008","0.998"
"2021-02","B DIVISION","A","2449","2113","0.8628"
"2021-02","B DIVISION","B","1596","1379","0.864"
"2021-02","B DIVISION","C","1103","1006","0.9121"
"2021-02","B DIVISION","D","1727","1606","0.9299"
"2021-02","B DIVISION","E","1482","1410","0.9514"
"2021-02","B DIVISION","F","1698","1637","0.9641"
"2021-02","B DIVISION","G","855","822","0.9614"
"2021-02","B DIVISION","JZ","969","933","0.9628"
"2021-02","B DIVISION","L","1797","1665","0.9265"
"2021-02","B DIVISION","M","1710","1536","0.8982"
"2021-02","B DIVISION","N","1710","1512","0.8842"
"2021-02","B DIVISION","Q","1954","1729","0.8849"
"2021-02","B DIVISION","R","1881","1741","0.9256"
"2021-02","B DIVISION","S Fkln","684","654","0.9561"
"2021-02","B DIVISION","S Rock","411","403","0.9805"
"2021-02","B DIVISION","W","741","640","0.8637"
"2021-01","A DIVISION","1","1660","1633","0.9837"
"2021-01","A DIVISION","2","2200","2129","0.9677"
"2021-01","A DIVISION","3","2040","1979","0.9701"
"2021-01","A DIVISION","4","2820","2667","0.9457"
"2021-01","A DIVISION","5","2528","2356","0.932"
"2021-01","A DIVISION","6","2060","1985","0.9636"
"2021-01","A DIVISION","7","2720","2545","0.9357"
"2021-01","B DIVISION","A","2580","2458","0.9527"
"2021-01","B DIVISION","B","1680","1657","0.9863"
"2021-01","B DIVISION","C","1160","1157","0.9974"
"2021-01","B DIVISION","D","1820","1798","0.9879"
"2021-01","B DIVISION","E","1560","1498","0.9603"
"2021-01","B DIVISION","F","1773","1786","1.0073"
"2021-01","B DIVISION","G","900","912","1.0133"
"2021-01","B DIVISION","JZ","1020","1026","1.0059"
"2021-01","B DIVISION","L","1920","1898","0.9885"
"2021-01","B DIVISION","M","1800","1677","0.9317"
"2021-01","B DIVISION","N","1800","1754","0.9744"
"2021-01","B DIVISION","Q","2060","2007","0.9743"
"2021-01","B DIVISION","R","1980","1896","0.9576"
"2021-01","B DIVISION","S Fkln","720","719","0.9986"
"2021-01","B DIVISION","S Rock","440","439","0.9977"
"2021-01","B DIVISION","W","780","750","0.9615"
"2020-12","A DIVISION","1","1826","1741","0.9535"
"2020-12","A DIVISION","2","2410","2304","0.956"
"2020-12","A DIVISION","3","2244","2110","0.9403"
"2020-12","A DIVISION","4","3102","2918","0.9407"
"2020-12","A DIVISION","5","2787","2571","0.9225"
"2020-12","A DIVISION","6","2266","2089","0.9219"
"2020-12","A DIVISION","7","2988","2800","0.9371"
"2020-12","A DIVISION","S 42nd","2222","2187","0.9842"
"2020-12","B DIVISION","A","2836","2626","0.926"
"2020-12","B DIVISION","B","1848","1751","0.9475"
"2020-12","B DIVISION","C","1277","1235","0.9671"
"2020-12","B DIVISION","D","2001","1933","0.966"
"2020-12","B DIVISION","E","1404","1368","0.9744"
"2020-12","B DIVISION","F","1990","1952","0.9809"
"2020-12","B DIVISION","G","990","991","1.001"
"2020-12","B DIVISION","JZ","1122","1096","0.9768"
"2020-12","B DIVISION","L","2103","2087","0.9924"
"2020-12","B DIVISION","M","1792","1742","0.9721"
"2020-12","B DIVISION","N","1980","1867","0.9429"
"2020-12","B DIVISION","Q","2265","2116","0.9342"
"2020-12","B DIVISION","R","2178","2077","0.9536"
"2020-12","B DIVISION","S Fkln","792","792","1"
"2020-12","B DIVISION","S Rock","473","476","1.0063"
"2020-12","B DIVISION","W","858","801","0.9336"
"2020-11","A DIVISION","1","1660","1632","0.9831"
"2020-11","A DIVISION","2","2200","2120","0.9636"
"2020-11","A DIVISION","3","2040","1968","0.9647"
"2020-11","A DIVISION","4","2820","2704","0.9589"
"2020-11","A DIVISION","5","2540","2351","0.9256"
"2020-11","A DIVISION","6","2058","1965","0.9548"
"2020-11","A DIVISION","7","2720","2660","0.9779"
"2020-11","A DIVISION","S 42nd","2020","2009","0.9946"
"2020-11","B DIVISION","A","2572","2403","0.9343"
"2020-11","B DIVISION","B","1680","1604","0.9548"
"2020-11","B DIVISION","C","1160","1132","0.9759"
"2020-11","B DIVISION","D","1820","1757","0.9654"
"2020-11","B DIVISION","E","1446","1438","0.9945"
"2020-11","B DIVISION","F","1710","1689","0.9877"
"2020-11","B DIVISION","G","900","885","0.9833"
"2020-11","B DIVISION","JZ","1020","1002","0.9824"
"2020-11","B DIVISION","L","1920","1902","0.9906"
"2020-11","B DIVISION","M","1800","1714","0.9522"
"2020-11","B DIVISION","N","1799","1669","0.9277"
"2020-11","B DIVISION","Q","2060","1913","0.9286"
"2020-11","B DIVISION","R","1980","1839","0.9288"
"2020-11","B DIVISION","S Fkln","720","717","0.9958"
"2020-11","B DIVISION","S Rock","416","405","0.9736"
"2020-11","B DIVISION","W","780","708","0.9077"
"2020-10","A DIVISION","1","1826","1786","0.9781"
"2020-10","A DIVISION","2","2420","2318","0.9579"
"2020-10","A DIVISION","3","2244","2162","0.9635"
"2020-10","A DIVISION","4","3101","2971","0.9581"
"2020-10","A DIVISION","5","2770","2644","0.9545"
"2020-10","A DIVISION","6","2262","2182","0.9646"
"2020-10","A DIVISION","7","2992","2919","0.9756"
"2020-10","A DIVISION","S 42nd","2222","2222","1"
"2020-10","B DIVISION","A","2838","2665","0.939"
"2020-10","B DIVISION","B","1844","1765","0.9572"
"2020-10","B DIVISION","C","1276","1247","0.9773"
"2020-10","B DIVISION","D","2002","1913","0.9555"
"2020-10","B DIVISION","E","1540","1520","0.987"
"2020-10","B DIVISION","F","1975","1966","0.9954"
"2020-10","B DIVISION","G","990","993","1.003"
"2020-10","B DIVISION","JZ","1122","1097","0.9777"
"2020-10","B DIVISION","L","2112","2091","0.9901"
"2020-10","B DIVISION","M","1980","1875","0.947"
"2020-10","B DIVISION","N","1980","1904","0.9616"
"2020-10","B DIVISION","Q","2266","2170","0.9576"
"2020-10","B DIVISION","R","2178","2060","0.9458"
"2020-10","B DIVISION","S Fkln","792","792","1"
"2020-10","B DIVISION","S Rock","484","486","1.0041"
"2020-10","B DIVISION","W","858","797","0.9289"
"2020-09","A DIVISION","1","1743","1693","0.9713"
"2020-09","A DIVISION","2","2310","2243","0.971"
"2020-09","A DIVISION","3","2142","2072","0.9673"
"2020-09","A DIVISION","4","2961","2824","0.9537"
"2020-09","A DIVISION","5","2631","2520","0.9578"
"2020-09","A DIVISION","6","2131","2056","0.9648"
"2020-09","A DIVISION","7","2856","2760","0.9664"
"2020-09","A DIVISION","S 42nd","2113","2099","0.9934"
"2020-09","B DIVISION","A","2709","2541","0.938"
"2020-09","B DIVISION","B","1730","1688","0.9757"
"2020-09","B DIVISION","C","1218","1179","0.968"
"2020-09","B DIVISION","D","1911","1871","0.9791"
"2020-09","B DIVISION","E","1574","1537","0.9765"
"2020-09","B DIVISION","F","1520","1499","0.9862"
