"sample_id","org_id","capture_event","capture_loc","latitude","longitude","site_id","project_id","org_hg_id","bdate","year","band_number","tissuecollected","analysis_tissue","analysis_tissue_wgt_g","analysis_tissue_moist","chem_value","chem_units","chemical_type","ww_dw_fw","convert_chem_value_fishadj","final_chem_standardized","final_convertedtissue","steps_reasonnotconverted","pcode","rmk","rmk_desc","limit","limit_desc","method","lab_code","lab_abbrev","duplicate1","hg_comments"
"NY001-NY022NYT301-44.37980-73.87170-06212009-C7720-BlTHg","NY001-NY022NYT301-44.37980-73.87170-06212009-C7720","NY001-NY022NYT301-44.37980-73.87170-06212009","NY001-NY022NYT301-44.37980-73.87170","44.3798","-73.8717","NY001-NY022NYT301","NY001",,"2009-06-21T00:00:00.000","2009","2281-67644","Blood","Blood",,,"0.03479","ppm","THg","ww",,"0.03479","Blood","Value Maintained",,,,,,,,,,
"NY001-NY022NYT301-44.37980-73.87170-06212009-C7721-BlTHg","NY001-NY022NYT301-44.37980-73.87170-06212009-C7721","NY001-NY022NYT301-44.37980-73.87170-06212009","NY001-NY022NYT301-44.37980-73.87170","44.3798","-73.8717","NY001-NY022NYT301","NY001",,"2009-06-21T00:00:00.000","2009","2281-67646","Blood","Blood",,,"0.0389","ppm","THg","ww",,"0.0389","Blood","Value Maintained",,,,,,,,,,
"NY001-NY022NYT301-44.37980-73.87170-07022010-C6804-BlTHg","NY001-NY022NYT301-44.37980-73.87170-07022010-C6804","NY001-NY022NYT301-44.37980-73.87170-07022010","NY001-NY022NYT301-44.37980-73.87170","44.3798","-73.8717","NY001-NY022NYT301","NY001",,"2010-07-02T00:00:00.000","2010","2281-67935","Blood","Blood",,,"0.1141","ppm","THg","ww",,"0.1141","Blood","Value Maintained",,,,,,,,,,
"NY001-NY022NYT301-44.37980-73.87170-07022010-C6805-BlTHg","NY001-NY022NYT301-44.37980-73.87170-07022010-C6805","NY001-NY022NYT301-44.37980-73.87170-07022010","NY001-NY022NYT301-44.37980-73.87170","44.3798","-73.8717","NY001-NY022NYT301","NY001",,"2010-07-02T00:00:00.000","2010","2281-67937","Blood","Blood",,,"0.09465","ppm","THg","ww",,"0.09465","Blood","Value Maintained",,,,,,,,,,
"NY001-NY022NYT301-44.37980-73.87170-07022010-C7725-BlTHg","NY001-NY022NYT301-44.37980-73.87170-07022010-C7725","NY001-NY022NYT301-44.37980-73.87170-07022010","NY001-NY022NYT301-44.37980-73.87170","44.3798","-73.8717","NY001-NY022NYT301","NY001",,"2010-07-02T00:00:00.000","2010","2281-67936","Blood","Blood",,,"0.03854","ppm","THg","ww",,"0.03854","Blood","Value Maintained",,,,,,,,,,
"NY001-NY022NYT302-44.37368-73.89002-06072010-C0727-BlTHg","NY001-NY022NYT302-44.37368-73.89002-06072010-C0727","NY001-NY022NYT302-44.37368-73.89002-06072010","NY001-NY022NYT302-44.37368-73.89002","44.37368","-73.89002","NY001-NY022NYT302","NY001",,"2010-06-07T00:00:00.000","2010","2281-67907","Blood","Blood",,,"0.09632","ppm","THg","ww",,"0.09632","Blood","Value Maintained",,,,,,,,,,
"NY001-NY022NYT302-44.37368-73.89002-06072010-C0729-BlTHg","NY001-NY022NYT302-44.37368-73.89002-06072010-C0729","NY001-NY022NYT302-44.37368-73.89002-06072010","NY001-NY022NYT302-44.37368-73.89002","44.37368","-73.89002","NY001-NY022NYT302","NY001",,"2010-06-07T00:00:00.000","2010","2281-67908","Blood","Blood",,,"0.07507","ppm","THg","ww",,"0.07507","Blood","Value Maintained",,,,,,,,,,
"NY001-NY022NYT302-44.37368-73.89002-06072010-C0730-BlTHg","NY001-NY022NYT302-44.37368-73.89002-06072010-C0730","NY001-NY022NYT302-44.37368-73.89002-06072010","NY001-NY022NYT302-44.37368-73.89002","44.37368","-73.89002","NY001-NY022NYT302","NY001",,"2010-06-07T00:00:00.000","2010","2281-67909","Blood","Blood",,,"0.08305","ppm","THg","ww",,"0.08305","Blood","Value Maintained",,,,,,,,,,
"NY001-NY022NYT302-44.37368-73.89002-06072010-C5913-BlTHg","NY001-NY022NYT302-44.37368-73.89002-06072010-C5913","NY001-NY022NYT302-44.37368-73.89002-06072010","NY001-NY022NYT302-44.37368-73.89002","44.37368","-73.89002","NY001-NY022NYT302","NY001",,"2010-06-07T00:00:00.000","2010","2311-55980","Blood","Blood",,,"0.07713","ppm","THg","ww",,"0.07713","Blood","Value Maintained",,,,,,,,,,
"NY001-NY022NYT302-44.37368-73.89002-06072010-C6808-BlTHg","NY001-NY022NYT302-44.37368-73.89002-06072010-C6808","NY001-NY022NYT302-44.37368-73.89002-06072010","NY001-NY022NYT302-44.37368-73.89002","44.37368","-73.89002","NY001-NY022NYT302","NY001",,"2010-06-07T00:00:00.000","2010","2281-67906","Blood","Blood",,,"0.05614","ppm","THg","ww",,"0.05614","Blood","Value Maintained",,,,,,,,,,
"NY001-NY022NYT302-44.37368-73.89002-06072010-C7728-BlTHg","NY001-NY022NYT302-44.37368-73.89002-06072010-C7728","NY001-NY022NYT302-44.37368-73.89002-06072010","NY001-NY022NYT302-44.37368-73.89002","44.37368","-73.89002","NY001-NY022NYT302","NY001",,"2010-06-07T00:00:00.000","2010","2281-67905","Blood","Blood",,,"0.0359","ppm","THg","ww",,"0.0359","Blood","Value Maintained",,,,,,,,,,
"NY001-NY022NYT302-44.37368-73.89002-06202009-C0725-BlTHg","NY001-NY022NYT302-44.37368-73.89002-06202009-C0725","NY001-NY022NYT302-44.37368-73.89002-06202009","NY001-NY022NYT302-44.37368-73.89002","44.37368","-73.89002","NY001-NY022NYT302","NY001",,"2009-06-20T00:00:00.000","2009","2281-67634","Blood","Blood",,,"0.07308","ppm","THg","ww",,"0.07308","Blood","Value Maintained",,,,,,,,,,
"NY001-NY022NYT302-44.37368-73.89002-06202009-C0726-BlTHg","NY001-NY022NYT302-44.37368-73.89002-06202009-C0726","NY001-NY022NYT302-44.37368-73.89002-06202009","NY001-NY022NYT302-44.37368-73.89002","44.37368","-73.89002","NY001-NY022NYT302","NY001",,"2009-06-20T00:00:00.000","2009","2281-67635","Blood","Blood",,,"0.12792","ppm","THg","ww",,"0.12792","Blood","Value Maintained",,,,,,,,,,
"NY001-NY022NYT302-44.37368-73.89002-06202009-C6806-BlTHg","NY001-NY022NYT302-44.37368-73.89002-06202009-C6806","NY001-NY022NYT302-44.37368-73.89002-06202009","NY001-NY022NYT302-44.37368-73.89002","44.37368","-73.89002","NY001-NY022NYT302","NY001",,"2009-06-20T00:00:00.000","2009","2281-67630","Blood","Blood",,,"0.13","ppm","THg","ww",,"0.13","Blood","Value Maintained",,,,,,,,,,
"NY001-NY022NYT302-44.37368-73.89002-06202009-C6807-BlTHg","NY001-NY022NYT302-44.37368-73.89002-06202009-C6807","NY001-NY022NYT302-44.37368-73.89002-06202009","NY001-NY022NYT302-44.37368-73.89002","44.37368","-73.89002","NY001-NY022NYT302","NY001",,"2009-06-20T00:00:00.000","2009","2281-67631","Blood","Blood",,,"0.09456","ppm","THg","ww",,"0.09456","Blood","Value Maintained",,,,,,,,,,
"NY001-NY022NYT302-44.37368-73.89002-06202009-C7726-BlTHg","NY001-NY022NYT302-44.37368-73.89002-06202009-C7726","NY001-NY022NYT302-44.37368-73.89002-06202009","NY001-NY022NYT302-44.37368-73.89002","44.37368","-73.89002","NY001-NY022NYT302","NY001",,"2009-06-20T00:00:00.000","2009","2281-67632","Blood","Blood",,,"0.15283","ppm","THg","ww",,"0.15283","Blood","Value Maintained",,,,,,,,,,
"NY001-NY022NYT302-44.37368-73.89002-06202009-C7727-BlTHg","NY001-NY022NYT302-44.37368-73.89002-06202009-C7727","NY001-NY022NYT302-44.37368-73.89002-06202009","NY001-NY022NYT302-44.37368-73.89002","44.37368","-73.89002","NY001-NY022NYT302","NY001",,"2009-06-20T00:00:00.000","2009","2281-67633","Blood","Blood",,,"0.08578","ppm","THg","ww",,"0.08578","Blood","Value Maintained",,,,,,,,,,
"NY001-NY022NYT302-44.37368-73.89002-07042010-C0728-BlTHg","NY001-NY022NYT302-44.37368-73.89002-07042010-C0728","NY001-NY022NYT302-44.37368-73.89002-07042010","NY001-NY022NYT302-44.37368-73.89002","44.37368","-73.89002","NY001-NY022NYT302","NY001",,"2010-07-04T00:00:00.000","2010","2281-67907","Blood","Blood",,,"0.07647","ppm","THg","ww",,"0.07647","Blood","Value Maintained",,,,,,,,,,
"NY001-NY022NYT302-44.37368-73.89002-07042010-C5914-BlTHg","NY001-NY022NYT302-44.37368-73.89002-07042010-C5914","NY001-NY022NYT302-44.37368-73.89002-07042010","NY001-NY022NYT302-44.37368-73.89002","44.37368","-73.89002","NY001-NY022NYT302","NY001",,"2010-07-04T00:00:00.000","2010","2311-56007","Blood","Blood",,,"0.06144","ppm","THg","ww",,"0.06144","Blood","Value Maintained",,,,,,,,,,
"NY001-NY022NYT302-44.37368-73.89002-07042010-C5915-BlTHg","NY001-NY022NYT302-44.37368-73.89002-07042010-C5915","NY001-NY022NYT302-44.37368-73.89002-07042010","NY001-NY022NYT302-44.37368-73.89002","44.37368","-73.89002","NY001-NY022NYT302","NY001",,"2010-07-04T00:00:00.000","2010","2311-56008","Blood","Blood",,,"0.07554","ppm","THg","ww",,"0.07554","Blood","Value Maintained",,,,,,,,,,
"NY001-NY022NYT302-44.37368-73.89002-07042010-C7729-BlTHg","NY001-NY022NYT302-44.37368-73.89002-07042010-C7729","NY001-NY022NYT302-44.37368-73.89002-07042010","NY001-NY022NYT302-44.37368-73.89002","44.37368","-73.89002","NY001-NY022NYT302","NY001",,"2010-07-04T00:00:00.000","2010","2281-67939","Blood","Blood",,,"0.03778","ppm","THg","ww",,"0.03778","Blood","Value Maintained",,,,,,,,,,
"NY001-NY022NYT302-44.37368-73.89002-07242010-C0731-BlTHg","NY001-NY022NYT302-44.37368-73.89002-07242010-C0731","NY001-NY022NYT302-44.37368-73.89002-07242010","NY001-NY022NYT302-44.37368-73.89002","44.37368","-73.89002","NY001-NY022NYT302","NY001",,"2010-07-24T00:00:00.000","2010","2281-67946","Blood","Blood",,,"0.08538","ppm","THg","ww",,"0.08538","Blood","Value Maintained",,,,,,,,,,
"NY001-NY022NYT302-44.37368-73.89002-07242010-C5916-BlTHg","NY001-NY022NYT302-44.37368-73.89002-07242010-C5916","NY001-NY022NYT302-44.37368-73.89002-07242010","NY001-NY022NYT302-44.37368-73.89002","44.37368","-73.89002","NY001-NY022NYT302","NY001",,"2010-07-24T00:00:00.000","2010","2311-56019","Blood","Blood",,,"0.17063","ppm","THg","ww",,"0.17063","Blood","Value Maintained",,,,,,,,,,
"NY001-NY022NYT302-44.37368-73.89002-07302009-C5912-BlTHg","NY001-NY022NYT302-44.37368-73.89002-07302009-C5912","NY001-NY022NYT302-44.37368-73.89002-07302009","NY001-NY022NYT302-44.37368-73.89002","44.37368","-73.89002","NY001-NY022NYT302","NY001",,"2009-07-30T00:00:00.000","2009","2311-55970","Blood","Blood",,,"0.0353","ppm","THg","ww",,"0.0353","Blood","Value Maintained",,,,,,,,,,
"NY001-NY022NYT302-44.37368-73.89002-07302009-C7448-BlTHg","NY001-NY022NYT302-44.37368-73.89002-07302009-C7448","NY001-NY022NYT302-44.37368-73.89002-07302009","NY001-NY022NYT302-44.37368-73.89002","44.37368","-73.89002","NY001-NY022NYT302","NY001",,"2009-07-30T00:00:00.000","2009","2520-76128","Blood","Blood",,,"0.10069","ppm","THg","ww",,"0.10069","Blood","Value Maintained",,,,,,,,,,
"NY001-NY022NYT303-44.37062-73.89464-06072010-C0735-BlTHg","NY001-NY022NYT303-44.37062-73.89464-06072010-C0735","NY001-NY022NYT303-44.37062-73.89464-06072010","NY001-NY022NYT303-44.37062-73.89464","44.37062","-73.89464","NY001-NY022NYT303","NY001",,"2010-06-07T00:00:00.000","2010","2281-67699","Blood","Blood",,,"0.17957","ppm","THg","ww",,"0.17957","Blood","Value Maintained",,,,,,,,,,
"NY001-NY022NYT303-44.37062-73.89464-06072010-C0736-BlTHg","NY001-NY022NYT303-44.37062-73.89464-06072010-C0736","NY001-NY022NYT303-44.37062-73.89464-06072010","NY001-NY022NYT303-44.37062-73.89464","44.37062","-73.89464","NY001-NY022NYT303","NY001",,"2010-06-07T00:00:00.000","2010","2281-67700","Blood","Blood",,,"0.06928","ppm","THg","ww",,"0.06928","Blood","Value Maintained",,,,,,,,,,
"NY001-NY022NYT303-44.37062-73.89464-06072010-C5919-BlTHg","NY001-NY022NYT303-44.37062-73.89464-06072010-C5919","NY001-NY022NYT303-44.37062-73.89464-06072010","NY001-NY022NYT303-44.37062-73.89464","44.37062","-73.89464","NY001-NY022NYT303","NY001",,"2010-06-07T00:00:00.000","2010","2311-55930","Blood","Blood",,,"0.04983","ppm","THg","ww",,"0.04983","Blood","Value Maintained",,,,,,,,,,
"NY001-NY022NYT303-44.37062-73.89464-06072010-C5920-BlTHg","NY001-NY022NYT303-44.37062-73.89464-06072010-C5920","NY001-NY022NYT303-44.37062-73.89464-06072010","NY001-NY022NYT303-44.37062-73.89464","44.37062","-73.89464","NY001-NY022NYT303","NY001",,"2010-06-07T00:00:00.000","2010","2311-55979","Blood","Blood",,,"0.05153","ppm","THg","ww",,"0.05153","Blood","Value Maintained",,,,,,,,,,
"NY001-NY022NYT303-44.37062-73.89464-06072010-C6812-BlTHg","NY001-NY022NYT303-44.37062-73.89464-06072010-C6812","NY001-NY022NYT303-44.37062-73.89464-06072010","NY001-NY022NYT303-44.37062-73.89464","44.37062","-73.89464","NY001-NY022NYT303","NY001",,"2010-06-07T00:00:00.000","2010","2281-67626","Blood","Blood",,,"0.05248","ppm","THg","ww",,"0.05248","Blood","Value Maintained",,,,,,,,,,
"NY001-NY022NYT303-44.37062-73.89464-06072010-C6813-BlTHg","NY001-NY022NYT303-44.37062-73.89464-06072010-C6813","NY001-NY022NYT303-44.37062-73.89464-06072010","NY001-NY022NYT303-44.37062-73.89464","44.37062","-73.89464","NY001-NY022NYT303","NY001",,"2010-06-07T00:00:00.000","2010","2281-67901","Blood","Blood",,,"0.03679","ppm","THg","ww",,"0.03679","Blood","Value Maintained",,,,,,,,,,
"NY001-NY022NYT303-44.37062-73.89464-06072010-C6814-BlTHg","NY001-NY022NYT303-44.37062-73.89464-06072010-C6814","NY001-NY022NYT303-44.37062-73.89464-06072010","NY001-NY022NYT303-44.37062-73.89464","44.37062","-73.89464","NY001-NY022NYT303","NY001",,"2010-06-07T00:00:00.000","2010","2281-67902","Blood","Blood",,,"0.05716","ppm","THg","ww",,"0.05716","Blood","Value Maintained",,,,,,,,,,
"NY001-NY022NYT303-44.37062-73.89464-06072010-C7732-BlTHg","NY001-NY022NYT303-44.37062-73.89464-06072010-C7732","NY001-NY022NYT303-44.37062-73.89464-06072010","NY001-NY022NYT303-44.37062-73.89464","44.37062","-73.89464","NY001-NY022NYT303","NY001",,"2010-06-07T00:00:00.000","2010","2281-67903","Blood","Blood",,,"0.02717","ppm","THg","ww",,"0.02717","Blood","Value Maintained",,,,,,,,,,
"NY001-NY022NYT303-44.37062-73.89464-06072010-C7733-BlTHg","NY001-NY022NYT303-44.37062-73.89464-06072010-C7733","NY001-NY022NYT303-44.37062-73.89464-06072010","NY001-NY022NYT303-44.37062-73.89464","44.37062","-73.89464","NY001-NY022NYT303","NY001",,"2010-06-07T00:00:00.000","2010","2281-67904","Blood","Blood",,,"0.04014","ppm","THg","ww",,"0.04014","Blood","Value Maintained",,,,,,,,,,
"NY001-NY022NYT303-44.37062-73.89464-06202009-C0732-BlTHg","NY001-NY022NYT303-44.37062-73.89464-06202009-C0732","NY001-NY022NYT303-44.37062-73.89464-06202009","NY001-NY022NYT303-44.37062-73.89464","44.37062","-73.89464","NY001-NY022NYT303","NY001",,"2009-06-20T00:00:00.000","2009","2281-67622","Blood","Blood",,,"0.10522","ppm","THg","ww",,"0.10522","Blood","Value Maintained",,,,,,,,,,
"NY001-NY022NYT303-44.37062-73.89464-06202009-C0733-BlTHg","NY001-NY022NYT303-44.37062-73.89464-06202009-C0733","NY001-NY022NYT303-44.37062-73.89464-06202009","NY001-NY022NYT303-44.37062-73.89464","44.37062","-73.89464","NY001-NY022NYT303","NY001",,"2009-06-20T00:00:00.000","2009","2281-67623","Blood","Blood",,,"0.11023","ppm","THg","ww",,"0.11023","Blood","Value Maintained",,,,,,,,,,
"NY001-NY022NYT303-44.37062-73.89464-06202009-C0734-BlTHg","NY001-NY022NYT303-44.37062-73.89464-06202009-C0734","NY001-NY022NYT303-44.37062-73.89464-06202009","NY001-NY022NYT303-44.37062-73.89464","44.37062","-73.89464","NY001-NY022NYT303","NY001",,"2009-06-20T00:00:00.000","2009","2281-67629","Blood","Blood",,,"0.12706","ppm","THg","ww",,"0.12706","Blood","Value Maintained",,,,,,,,,,
"NY001-NY022NYT303-44.37062-73.89464-06202009-C3899-BlTHg","NY001-NY022NYT303-44.37062-73.89464-06202009-C3899","NY001-NY022NYT303-44.37062-73.89464-06202009","NY001-NY022NYT303-44.37062-73.89464","44.37062","-73.89464","NY001-NY022NYT303","NY001",,"2009-06-20T00:00:00.000","2009","2510-02704","Blood","Blood",,,"0.08107","ppm","THg","ww",,"0.08107","Blood","Value Maintained",,,,,,,,,,
"NY001-NY022NYT303-44.37062-73.89464-06202009-C3900-BlTHg","NY001-NY022NYT303-44.37062-73.89464-06202009-C3900","NY001-NY022NYT303-44.37062-73.89464-06202009","NY001-NY022NYT303-44.37062-73.89464","44.37062","-73.89464","NY001-NY022NYT303","NY001",,"2009-06-20T00:00:00.000","2009","2510-02705","Blood","Blood",,,"0.09401","ppm","THg","ww",,"0.09401","Blood","Value Maintained",,,,,,,,,,
"NY001-NY022NYT303-44.37062-73.89464-06202009-C5917-BlTHg","NY001-NY022NYT303-44.37062-73.89464-06202009-C5917","NY001-NY022NYT303-44.37062-73.89464-06202009","NY001-NY022NYT303-44.37062-73.89464","44.37062","-73.89464","NY001-NY022NYT303","NY001",,"2009-06-20T00:00:00.000","2009","2311-55930","Blood","Blood",,,"0.05786","ppm","THg","ww",,"0.05786","Blood","Value Maintained",,,,,,,,,,
"NY001-NY022NYT303-44.37062-73.89464-06202009-C5918-BlTHg","NY001-NY022NYT303-44.37062-73.89464-06202009-C5918","NY001-NY022NYT303-44.37062-73.89464-06202009","NY001-NY022NYT303-44.37062-73.89464","44.37062","-73.89464","NY001-NY022NYT303","NY001",,"2009-06-20T00:00:00.000","2009","2311-55931","Blood","Blood",,,"0.07055","ppm","THg","ww",,"0.07055","Blood","Value Maintained",,,,,,,,,,
"NY001-NY022NYT303-44.37062-73.89464-06202009-C6809-BlTHg","NY001-NY022NYT303-44.37062-73.89464-06202009-C6809","NY001-NY022NYT303-44.37062-73.89464-06202009","NY001-NY022NYT303-44.37062-73.89464","44.37062","-73.89464","NY001-NY022NYT303","NY001",,"2009-06-20T00:00:00.000","2009","2281-67624","Blood","Blood",,,"0.11425","ppm","THg","ww",,"0.11425","Blood","Value Maintained",,,,,,,,,,
"NY001-NY022NYT303-44.37062-73.89464-06202009-C6810-BlTHg","NY001-NY022NYT303-44.37062-73.89464-06202009-C6810","NY001-NY022NYT303-44.37062-73.89464-06202009","NY001-NY022NYT303-44.37062-73.89464","44.37062","-73.89464","NY001-NY022NYT303","NY001",,"2009-06-20T00:00:00.000","2009","2281-67625","Blood","Blood",,,"0.08674","ppm","THg","ww",,"0.08674","Blood","Value Maintained",,,,,,,,,,
"NY001-NY022NYT303-44.37062-73.89464-06202009-C6811-BlTHg","NY001-NY022NYT303-44.37062-73.89464-06202009-C6811","NY001-NY022NYT303-44.37062-73.89464-06202009","NY001-NY022NYT303-44.37062-73.89464","44.37062","-73.89464","NY001-NY022NYT303","NY001",,"2009-06-20T00:00:00.000","2009","2281-67626","Blood","Blood",,,"0.08009","ppm","THg","ww",,"0.08009","Blood","Value Maintained",,,,,,,,,,
"NY001-NY022NYT303-44.37062-73.89464-06202009-C7730-BlTHg","NY001-NY022NYT303-44.37062-73.89464-06202009-C7730","NY001-NY022NYT303-44.37062-73.89464-06202009","NY001-NY022NYT303-44.37062-73.89464","44.37062","-73.89464","NY001-NY022NYT303","NY001",,"2009-06-20T00:00:00.000","2009","2281-67627","Blood","Blood",,,"0.05099","ppm","THg","ww",,"0.05099","Blood","Value Maintained",,,,,,,,,,
"NY001-NY022NYT303-44.37062-73.89464-06202009-C7731-BlTHg","NY001-NY022NYT303-44.37062-73.89464-06202009-C7731","NY001-NY022NYT303-44.37062-73.89464-06202009","NY001-NY022NYT303-44.37062-73.89464","44.37062","-73.89464","NY001-NY022NYT303","NY001",,"2009-06-20T00:00:00.000","2009","2281-67628","Blood","Blood",,,"0.05952","ppm","THg","ww",,"0.05952","Blood","Value Maintained",,,,,,,,,,
"NY001-NY022NYT303-44.37062-73.89464-07032010-C0245-BlTHg","NY001-NY022NYT303-44.37062-73.89464-07032010-C0245","NY001-NY022NYT303-44.37062-73.89464-07032010","NY001-NY022NYT303-44.37062-73.89464","44.37062","-73.89464","NY001-NY022NYT303","NY001",,"2010-07-03T00:00:00.000","2010","1232-29848","Blood","Blood",,,"0.0525","ppm","THg","ww",,"0.0525","Blood","Value Maintained",,,,,,,,,,
"NY001-NY022NYT303-44.37062-73.89464-07032010-C5921-BlTHg","NY001-NY022NYT303-44.37062-73.89464-07032010-C5921","NY001-NY022NYT303-44.37062-73.89464-07032010","NY001-NY022NYT303-44.37062-73.89464","44.37062","-73.89464","NY001-NY022NYT303","NY001",,"2010-07-03T00:00:00.000","2010","2311-56005","Blood","Blood",,,"0.05648","ppm","THg","ww",,"0.05648","Blood","Value Maintained",,,,,,,,,,
"NY001-NY022NYT303-44.37062-73.89464-07032010-C6815-BlTHg","NY001-NY022NYT303-44.37062-73.89464-07032010-C6815","NY001-NY022NYT303-44.37062-73.89464-07032010","NY001-NY022NYT303-44.37062-73.89464","44.37062","-73.89464","NY001-NY022NYT303","NY001",,"2010-07-03T00:00:00.000","2010","2281-67938","Blood","Blood",,,"0.08261","ppm","THg","ww",,"0.08261","Blood","Value Maintained",,,,,,,,,,
"NY001-NY022NYT303-44.37062-73.89464-07202010-C0737-BlTHg","NY001-NY022NYT303-44.37062-73.89464-07202010-C0737","NY001-NY022NYT303-44.37062-73.89464-07202010","NY001-NY022NYT303-44.37062-73.89464","44.37062","-73.89464","NY001-NY022NYT303","NY001",,"2010-07-20T00:00:00.000","2010","2281-67943","Blood","Blood",,,"0.06523","ppm","THg","ww",,"0.06523","Blood","Value Maintained",,,,,,,,,,
"NY001-NY022NYT303-44.37062-73.89464-07202010-C4066-BlTHg","NY001-NY022NYT303-44.37062-73.89464-07202010-C4066","NY001-NY022NYT303-44.37062-73.89464-07202010","NY001-NY022NYT303-44.37062-73.89464","44.37062","-73.89464","NY001-NY022NYT303","NY001",,"2010-07-20T00:00:00.000","2010","2520-76144","Blood","Blood",,,"0.0556","ppm","THg","ww",,"0.0556","Blood","Value Maintained",,,,,,,,,,
"NY001-NY022NYT303-44.37062-73.89464-07202010-C6626-BlTHg","NY001-NY022NYT303-44.37062-73.89464-07202010-C6626","NY001-NY022NYT303-44.37062-73.89464-07202010","NY001-NY022NYT303-44.37062-73.89464","44.37062","-73.89464","NY001-NY022NYT303","NY001",,"2010-07-20T00:00:00.000","2010","UnNY-10001","Blood","Blood",,,"1.12178","ppm","THg","ww",,"1.12178","Blood","Value Maintained",,,,,,,,,,
"NY001-NY022NYT304-44.36677-73.90470-06092010-C0740-BlTHg","NY001-NY022NYT304-44.36677-73.90470-06092010-C0740","NY001-NY022NYT304-44.36677-73.90470-06092010","NY001-NY022NYT304-44.36677-73.90470","44.36677","-73.9047","NY001-NY022NYT304","NY001",,"2010-06-09T00:00:00.000","2010","2281-67912","Blood","Blood",,,"0.07873","ppm","THg","ww",,"0.07873","Blood","Value Maintained",,,,,,,,,,
"NY001-NY022NYT304-44.36677-73.90470-06092010-C5926-BlTHg","NY001-NY022NYT304-44.36677-73.90470-06092010-C5926","NY001-NY022NYT304-44.36677-73.90470-06092010","NY001-NY022NYT304-44.36677-73.90470","44.36677","-73.9047","NY001-NY022NYT304","NY001",,"2010-06-09T00:00:00.000","2010","2311-55985","Blood","Blood",,,"0.04388","ppm","THg","ww",,"0.04388","Blood","Value Maintained",,,,,,,,,,
"NY001-NY022NYT304-44.36677-73.90470-06092010-C7741-BlTHg","NY001-NY022NYT304-44.36677-73.90470-06092010-C7741","NY001-NY022NYT304-44.36677-73.90470-06092010","NY001-NY022NYT304-44.36677-73.90470","44.36677","-73.9047","NY001-NY022NYT304","NY001",,"2010-06-09T00:00:00.000","2010","2281-67913","Blood","Blood",,,"0.03706","ppm","THg","ww",,"0.03706","Blood","Value Maintained",,,,,,,,,,
