"year","month","type","volume"
"2012","April","Imports","224808"
"2012","May","Exports","140629"
"2012","May","Imports","239283"
"2012","June","Exports","130153"
"2012","June","Imports","238627"
"2012","July","Exports","135878"
"2012","July","Imports","256591"
"2012","August","Exports","128966"
"2012","August","Imports","257122"
"2012","September","Exports","129863"
"2012","September","Imports","238063"
"2012","January","Exports","129432"
"2012","October","Imports","198768"
"2012","November","Imports","224732"
"2012","November","Exports","106603"
"2012","December","Imports","215439"
"2012","December","Exports","127863"
"2011","January","Exports","123278"
"2011","February","Exports","119001"
"2011","February","Imports","206706"
"2011","March","Exports","153959"
"2011","January","Imports","216055"
"2011","March","Imports","207973"
"2011","April","Exports","140657"
"2011","April","Imports","216412"
"2011","May","Exports","147933"
"2011","May","Imports","230054"
"2011","June","Exports","131265"
"2011","June","Imports","221461"
"2011","July","Exports","134867"
"2011","July","Imports","236482"
"2011","August","Imports","244589"
"2011","August","Exports","126531"
"2011","September","Imports","242771"
"2011","September","Exports","138158"
"2011","October","Imports","223892"
"2011","October","Exports","141546"
"2011","November","Imports","226040"
"2011","November","Exports","131470"
"2011","December","Exports","132599"
"2011","December","Imports","211254"
"2010","January","Exports","116759"
"2010","January","Imports","185797"
"2010","February","Imports","173911"
"2010","February","Exports","108455"
"2010","March","Imports","204311"
"2010","March","Exports","127992"
"2010","April","Imports","197723"
"2010","April","Exports","132954"
"2010","May","Imports","222840"
"2010","May","Exports","134803"
"2010","June","Imports","222671"
"2010","June","Exports","126520"
"2010","July","Exports","128654"
"2010","July","Imports","251199"
"2010","August","Imports","244559"
"2010","August","Exports","128426"
"2010","September","Imports","225947"
"2010","September","Exports","117289"
"2010","October","Imports","232438"
"2010","October","Exports","139182"
"2010","November","Exports","134055"
"2010","November","Imports","214830"
"2010","December","Exports","123239"
"2010","December","Imports","202868"
"2009","January","Exports","96314"
"2009","December","Exports","114825"
"2009","December","Imports","172834"
"2009","November","Imports","191549"
"2009","November","Exports","124007"
"2009","October","Imports","206034"
"2009","October","Exports","127107"
"2009","September","Imports","203622"
"2009","September","Exports","117160"
"2009","August","Imports","209693"
"2009","August","Exports","121629"
"2009","July","Exports","114782"
"2009","July","Imports","207066"
"2009","June","Imports","186984"
"2009","June","Exports","117427"
"2009","May","Imports","182403"
"2009","May","Exports","122652"
"2009","April","Exports","110700"
"2009","April","Imports","170899"
"2009","March","Imports","167592"
"2009","March","Exports","113236"
"2009","February","Imports","169908"
"2009","February","Exports","113232"
"2009","January","Imports","176448"
"2008","December","Imports","186756"
"2008","January","Imports","199718"
"2008","January","Exports","123021"
"2008","February","Imports","194440"
"2008","February","Exports","130287"
"2008","March","Imports","203279"
"2008","March","Exports","145569"
"2008","April","Exports","140235"
"2008","April","Imports","202462"
"2008","May","Exports","145170"
"2008","May","Imports","210660"
"2008","June","Exports","152286"
"2008","June","Imports","221509"
"2008","July","Imports","229149"
"2008","July","Exports","143869"
"2008","August","Exports","140949"
"2008","August","Imports","227739"
"2008","September","Exports","144034"
"2008","September","Imports","238844"
"2008","October","Exports","131009"
"2008","October","Imports","230338"
"2008","November","Exports","118296"
"2008","November","Imports","204080"
"2008","December","Exports","101515"
"2007","July","Exports","115576"
"2007","December","Imports","209149"
"2007","December","Exports","135317"
"2007","November","Imports","213170"
"2007","November","Exports","131951"
"2007","October","Imports","224795"
"2007","October","Exports","132851"
"2007","September","Exports","129445"
"2007","September","Imports","235112"
"2007","August","Imports","245535"
"2007","August","Exports","128799"
"2007","July","Imports","230276"
"2007","June","Exports","130257"
"2007","June","Imports","235998"
"2007","May","Exports","127051"
"2007","May","Imports","218807"
"2007","April","Imports","190907"
"2007","April","Exports","112554"
"2007","March","Imports","233233"
"2007","March","Exports","129066"
"2007","February","Imports","192377"
"2007","February","Exports","99725"
"2007","January","Imports","190233"
"2007","January","Exports","105311"
"2006","December","Exports","127230"
"2006","February","Exports","91283"
"2006","February","Imports","177215"
"2006","March","Exports","112518"
"2006","March","Imports","201273"
"2006","April","Exports","102653"
"2006","January","Exports","93622"
"2006","April","Imports","205679"
"2006","May","Exports","103831"
"2006","May","Imports","201586"
"2006","June","Exports","115106"
"2006","June","Imports","231898"
"2006","January","Imports","182728"
"2006","July","Exports","98688"
"2006","July","Imports","214176"
"2006","August","Exports","110364"
"2006","August","Imports","222292"
"2006","September","Exports","118587"
"2006","September","Imports","228321"
"2006","October","Imports","219747"
"2006","October","Exports","110474"
"2006","November","Exports","114929"
"2006","November","Imports","209068"
"2006","December","Imports","215010"
"2005","April","Imports","195355"
"2005","January","Imports","192762"
"2005","January","Exports","99822"
"2005","February","Imports","180823"
"2005","February","Exports","93640"
"2005","March","Imports","206279"
"2005","March","Exports","106822"
"2005","April","Exports","101165"
"2005","May","Imports","208599"
"2005","May","Exports","108023"
"2005","June","Imports","218130"
"2005","June","Exports","112959"
"2005","July","Imports","220439"
"2005","July","Exports","114155"
"2005","August","Imports","227559"
"2005","August","Exports","117842"
"2005","September","Imports","226376"
"2005","September","Exports","117229"
"2005","October","Imports","221175"
"2005","October","Exports","114536"
"2005","November","Imports","209788"
"2005","November","Exports","108639"
"2005","December","Imports","201708"
"2005","December","Exports","104455"
"2004","January","Imports","168267"
"2004","January","Exports","87458"
"2004","February","Imports","157846"
"2004","February","Exports","82042"
"2004","March","Imports","180067"
"2004","March","Exports","93591"
"2004","April","Imports","170531"
"2004","April","Exports","88635"
"2004","May","Imports","182092"
"2004","May","Exports","94643"
"2004","June","Imports","190412"
"2004","June","Exports","98968"
"2004","July","Imports","192428"
"2004","July","Exports","100016"
"2004","August","Imports","198643"
"2004","August","Exports","103246"
"2004","September","Imports","197610"
"2004","September","Exports","102709"
"2004","October","Imports","193070"
"2004","October","Exports","100350"
"2004","November","Imports","183130"
"2004","November","Exports","95183"
"2004","December","Imports","176077"
"2004","December","Exports","91517"
"2003","December","Imports","156111"
"2003","January","Imports","149187"
"2003","January","Exports","77541"
"2003","February","Imports","139948"
"2003","February","Exports","72739"
"2003","March","Imports","159649"
"2003","March","Exports","82979"
"2003","April","Imports","151195"
"2003","April","Exports","78584"
"2003","May","Imports","161444"
"2003","May","Exports","83912"
"2003","June","Imports","168821"
"2003","December","Exports","81140"
"2003","June","Exports","87746"
"2003","July","Imports","170608"
"2003","July","Exports","88675"
"2003","August","Imports","176118"
"2003","August","Exports","91539"
"2003","September","Imports","175203"
"2003","September","Exports","91063"
"2003","October","Imports","171178"
"2003","October","Exports","88971"
"2003","November","Imports","162365"
"2003","November","Exports","84390"
"2002","June","Exports","82476"
"2002","December","Exports","76267"
"2002","December","Imports","146736"
"2002","November","Exports","79322"
"2002","November","Imports","152614"
"2002","October","Exports","83628"
"2002","October","Imports","160898"
"2002","September","Exports","85594"
"2002","September","Imports","164681"
"2002","August","Exports","86041"
"2002","August","Imports","165541"
"2002","July","Exports","83349"
"2002","July","Imports","160362"
"2002","June","Imports","158682"
"2002","May","Exports","78872"
"2002","May","Imports","151748"
"2002","April","Exports","73865"
"2002","April","Imports","142114"
"2002","March","Exports","77995"
"2002","March","Imports","150061"
"2002","February","Exports","68370"
"2002","February","Imports","131543"
"2002","January","Exports","72884"
"2002","January","Imports","140228"
"2001","January","Imports","125451"
"2001","December","Exports","63889"
"2001","December","Imports","131274"
"2001","November","Exports","70964"
"2001","November","Imports","136533"
"2001","October","Exports","74816"
"2001","October","Imports","143943"
"2001","September","Exports","76575"
"2001","September","Imports","147328"
"2001","August","Exports","76975"
"2001","August","Imports","148098"
"2001","July","Exports","74567"
"2001","July","Imports","143464"
"2001","June","Exports","73785"
"2001","June","Imports","141961"
"2001","May","Exports","70561"
"2001","May","Imports","135758"
"2001","April","Exports","66082"
"2001","April","Imports","127139"
"2001","March","Exports","69777"
"2001","March","Imports","134248"
"2001","February","Exports","61166"
"2001","February","Imports","117682"
"2001","January","Exports","65204"
"2000","January","Imports","117470"
"2000","December","Exports","63889"
"2000","December","Imports","122922"
"2000","November","Exports","66449"
"2000","November","Imports","127846"
"2000","October","Exports","70056"
"2000","October","Imports","134786"
"2000","September","Exports","71703"
"2000","September","Imports","137955"
"2000","August","Exports","72078"
"2000","August","Imports","138676"
"2000","July","Exports","69823"
"2000","July","Imports","134337"
"2000","June","Exports","69091"
"2000","June","Imports","132929"
"2000","May","Exports","66072"
"2000","May","Imports","127121"
"2000","April","Exports","61877"
"2000","April","Imports","119051"
"2000","March","Exports","65337"
"2000","March","Imports","125707"
"2000","February","Exports","57274"
"2000","February","Imports","110195"
"2000","January","Exports","61056"
