"tax_year","credit_type","place_of_residence","county","notes","number_of_claims_two_or_more_qualifying_persons","credit_amount_claimed_two_or_more_qualifying_persons_000","average_credit_two_or_more_qualifying_persons","place_of_residence_sort_order"
"2019","NYS CDCC","Franklin","Franklin",,,,,"22"
"2019","NYS CDCC","Fulton","Fulton",,,,,"23"
"2019","NYS CDCC","Genesee","Genesee",,,,,"24"
"2019","NYS CDCC","Greene","Greene",,,,,"25"
"2019","NYS CDCC","Hamilton","Hamilton","d/",,,,"26"
"2019","NYS CDCC","Herkimer","Herkimer",,,,,"27"
"2019","NYS CDCC","Jefferson","Jefferson",,,,,"28"
"2019","NYS CDCC","Lewis","Lewis","d/",,,,"29"
"2019","NYS CDCC","Livingston","Livingston",,,,,"30"
"2019","NYS CDCC","Madison","Madison",,,,,"31"
"2019","NYS CDCC","Monroe","Monroe",,,,,"32"
"2019","NYS CDCC","Montgomery","Montgomery",,,,,"33"
"2019","NYS CDCC","Nassau","Nassau",,,,,"34"
"2019","NYS CDCC","Niagara","Niagara",,,,,"35"
"2019","NYS CDCC","Oneida","Oneida",,,,,"36"
"2019","NYS CDCC","Onondaga","Onondaga",,,,,"37"
"2019","NYS CDCC","Ontario","Ontario",,,,,"38"
"2019","NYS CDCC","Orange","Orange",,,,,"39"
"2019","NYS CDCC","Orleans","Orleans",,,,,"40"
"2019","NYS CDCC","Oswego","Oswego",,,,,"41"
"2019","NYS CDCC","Otsego","Otsego",,,,,"42"
"2019","NYS CDCC","Putnam","Putnam",,,,,"43"
"2019","NYS CDCC","Rensselaer","Rensselaer",,,,,"44"
"2019","NYS CDCC","Rockland","Rockland",,,,,"45"
"2019","NYS CDCC","St. Lawrence","St. Lawrence",,,,,"46"
"2019","NYS CDCC","Saratoga","Saratoga",,,,,"47"
"2019","NYS CDCC","Schenectady","Schenectady",,,,,"48"
"2019","NYS CDCC","Schoharie","Schoharie",,,,,"49"
"2019","NYS CDCC","Schuyler","Schuyler","d/",,,,"50"
"2019","NYS CDCC","Seneca","Seneca",,,,,"51"
"2019","NYS CDCC","Steuben","Steuben",,,,,"52"
"2019","NYS CDCC","Suffolk","Suffolk",,,,,"53"
"2019","NYS CDCC","Sullivan","Sullivan",,,,,"54"
"2019","NYS CDCC","Tioga","Tioga",,,,,"55"
"2019","NYS CDCC","Tompkins","Tompkins",,,,,"56"
"2019","NYS CDCC","Ulster","Ulster",,,,,"57"
"2019","NYS CDCC","Warren","Warren",,,,,"58"
"2019","NYS CDCC","Washington","Washington",,,,,"59"
"2019","NYS CDCC","Wayne","Wayne",,,,,"60"
"2019","NYS CDCC","Westchester","Westchester",,,,,"61"
"2019","NYS CDCC","Wyoming","Wyoming",,,,,"62"
"2019","NYS CDCC","Yates","Yates","d/",,,,"63"
"2019","NYS CDCC","NYS Unclassified +","All","d/",,,,"65"
"2019","NYS CDCC","All Other +","Not Applicable",,,,,"66"
"2019","NYS CDCC","Full-Year Resident","All",,,,,"67"
"2019","NYS CDCC","Part-Year Resident","Not Applicable",,,,,"68"
"2019","NYS CDCC","Full-Year Nonresident","Not Applicable",,,,,"69"
"2019","NYS CDCC","Grand Total","Grand Total",,,,,"70"
"2018","NYS CDCC","New York City - Bronx","Bronx",,,,,"1"
"2018","NYS CDCC","New York City - Kings","Kings",,,,,"2"
"2018","NYS CDCC","New York City - Manhattan","Manhattan",,,,,"3"
"2018","NYS CDCC","New York City - Queens","Queens",,,,,"4"
"2018","NYS CDCC","New York City - Richmond","Richmond",,,,,"5"
"2018","NYS CDCC","Total, New York City","Total, New York City",,,,,"6"
"2018","NYS CDCC","Albany","Albany",,,,,"7"
"2018","NYS CDCC","Allegany","Allegany",,,,,"8"
"2018","NYS CDCC","Broome","Broome",,,,,"9"
"2018","NYS CDCC","Cattaraugus","Cattaraugus",,,,,"10"
"2018","NYS CDCC","Cayuga","Cayuga",,,,,"11"
"2018","NYS CDCC","Chautauqua","Chautauqua",,,,,"12"
"2018","NYS CDCC","Chemung","Chemung",,,,,"13"
"2018","NYS CDCC","Chenango","Chenango",,,,,"14"
"2018","NYS CDCC","Clinton","Clinton",,,,,"15"
"2018","NYS CDCC","Columbia","Columbia",,,,,"16"
"2018","NYS CDCC","Cortland","Cortland",,,,,"17"
"2018","NYS CDCC","Delaware","Delaware","d/",,,,"18"
"2018","NYS CDCC","Dutchess","Dutchess",,,,,"19"
"2018","NYS CDCC","Erie","Erie",,,,,"20"
"2018","NYS CDCC","Essex","Essex",,,,,"21"
"2018","NYS CDCC","Franklin","Franklin",,,,,"22"
"2018","NYS CDCC","Fulton","Fulton",,,,,"23"
"2018","NYS CDCC","Genesee","Genesee",,,,,"24"
"2018","NYS CDCC","Greene","Greene",,,,,"25"
"2018","NYS CDCC","Hamilton","Hamilton","d/",,,,"26"
"2018","NYS CDCC","Herkimer","Herkimer",,,,,"27"
"2018","NYS CDCC","Jefferson","Jefferson",,,,,"28"
"2018","NYS CDCC","Lewis","Lewis","d/",,,,"29"
"2018","NYS CDCC","Livingston","Livingston",,,,,"30"
"2018","NYS CDCC","Madison","Madison",,,,,"31"
"2018","NYS CDCC","Monroe","Monroe",,,,,"32"
"2018","NYS CDCC","Montgomery","Montgomery",,,,,"33"
"2018","NYS CDCC","Nassau","Nassau",,,,,"34"
"2018","NYS CDCC","Niagara","Niagara",,,,,"35"
"2018","NYS CDCC","Oneida","Oneida",,,,,"36"
"2018","NYS CDCC","Onondaga","Onondaga",,,,,"37"
"2018","NYS CDCC","Ontario","Ontario",,,,,"38"
"2018","NYS CDCC","Orange","Orange",,,,,"39"
"2018","NYS CDCC","Orleans","Orleans",,,,,"40"
"2018","NYS CDCC","Oswego","Oswego",,,,,"41"
"2018","NYS CDCC","Otsego","Otsego",,,,,"42"
"2018","NYS CDCC","Putnam","Putnam",,,,,"43"
"2018","NYS CDCC","Rensselaer","Rensselaer",,,,,"44"
"2018","NYS CDCC","Rockland","Rockland",,,,,"45"
"2018","NYS CDCC","St. Lawrence","St. Lawrence",,,,,"46"
"2018","NYS CDCC","Saratoga","Saratoga",,,,,"47"
"2018","NYS CDCC","Schenectady","Schenectady",,,,,"48"
"2018","NYS CDCC","Schoharie","Schoharie","d/",,,,"49"
"2018","NYS CDCC","Schuyler","Schuyler",,,,,"50"
"2018","NYS CDCC","Seneca","Seneca",,,,,"51"
"2018","NYS CDCC","Steuben","Steuben",,,,,"52"
"2018","NYS CDCC","Suffolk","Suffolk",,,,,"53"
"2018","NYS CDCC","Sullivan","Sullivan",,,,,"54"
"2018","NYS CDCC","Tioga","Tioga",,,,,"55"
"2018","NYS CDCC","Tompkins","Tompkins",,,,,"56"
"2018","NYS CDCC","Ulster","Ulster",,,,,"57"
"2018","NYS CDCC","Warren","Warren",,,,,"58"
"2018","NYS CDCC","Washington","Washington",,,,,"59"
"2018","NYS CDCC","Wayne","Wayne",,,,,"60"
"2018","NYS CDCC","Westchester","Westchester",,,,,"61"
"2018","NYS CDCC","Wyoming","Wyoming",,,,,"62"
"2018","NYS CDCC","Yates","Yates","d/",,,,"63"
"2018","NYS CDCC","NYS Unclassified +","All","d/",,,,"65"
"2018","NYS CDCC","All Other +","Not Applicable",,,,,"66"
"2018","NYS CDCC","Full-Year Resident","All",,,,,"67"
"2018","NYS CDCC","Part-Year Resident","Not Applicable",,,,,"68"
"2018","NYS CDCC","Full-Year Nonresident","Not Applicable",,,,,"69"
"2018","NYS CDCC","Grand Total","Grand Total",,,,,"70"
"2017","NYS CDCC","New York City - Bronx","Bronx",,"8703","5783","665","1"
"2017","NYS CDCC","New York City - Kings","Kings",,"19206","9415","490","2"
"2017","NYS CDCC","New York City - Manhattan","Manhattan",,"11885","3581","301","3"
"2017","NYS CDCC","New York City - Queens","Queens",,"13786","6099","442","4"
"2017","NYS CDCC","New York City - Richmond","Richmond",,"3274","1095","334","5"
"2017","NYS CDCC","Total, New York City","Total, New York City",,"56854","25973","457","6"
"2017","NYS CDCC","Albany","Albany",,"2918","743","255","7"
"2017","NYS CDCC","Allegany","Allegany",,"193","58","301","8"
"2017","NYS CDCC","Broome","Broome",,"918","280","305","9"
"2017","NYS CDCC","Cattaraugus","Cattaraugus",,"351","108","309","10"
"2017","NYS CDCC","Cayuga","Cayuga",,"373","119","319","11"
"2017","NYS CDCC","Chautauqua","Chautauqua",,"536","169","315","12"
"2017","NYS CDCC","Chemung","Chemung",,"514","153","297","13"
"2017","NYS CDCC","Chenango","Chenango",,"251","73","292","14"
"2017","NYS CDCC","Clinton","Clinton",,"594","161","270","15"
"2017","NYS CDCC","Columbia","Columbia",,"282","83","294","16"
"2017","NYS CDCC","Cortland","Cortland",,"353","109","309","17"
"2017","NYS CDCC","Delaware","Delaware","d/","161","52","321","18"
"2017","NYS CDCC","Dutchess","Dutchess",,"2523","668","265","19"
"2017","NYS CDCC","Erie","Erie",,"6922","1899","274","20"
"2017","NYS CDCC","Essex","Essex",,"200","59","295","21"
"2017","NYS CDCC","Franklin","Franklin",,"280","93","332","22"
"2017","NYS CDCC","Fulton","Fulton",,"231","88","382","23"
"2017","NYS CDCC","Genesee","Genesee",,"354","109","308","24"
"2017","NYS CDCC","Greene","Greene",,"170","54","315","25"
"2017","NYS CDCC","Hamilton","Hamilton",,"13","5","348","26"
"2017","NYS CDCC","Herkimer","Herkimer",,"299","103","343","27"
"2017","NYS CDCC","Jefferson","Jefferson",,"548","188","343","28"
"2017","NYS CDCC","Lewis","Lewis","d/","111","28","252","29"
"2017","NYS CDCC","Livingston","Livingston",,"310","85","273","30"
"2017","NYS CDCC","Madison","Madison",,"385","94","243","31"
"2017","NYS CDCC","Monroe","Monroe",,"6353","1773","279","32"
"2017","NYS CDCC","Montgomery","Montgomery",,"232","74","317","33"
"2017","NYS CDCC","Nassau","Nassau",,"16457","4164","253","34"
"2017","NYS CDCC","Niagara","Niagara",,"1190","349","293","35"
"2017","NYS CDCC","Oneida","Oneida",,"1172","400","341","36"
"2017","NYS CDCC","Onondaga","Onondaga",,"3585","1015","283","37"
"2017","NYS CDCC","Ontario","Ontario",,"897","232","258","38"
"2017","NYS CDCC","Orange","Orange",,"3231","1023","317","39"
"2017","NYS CDCC","Orleans","Orleans",,"127","48","377","40"
"2017","NYS CDCC","Oswego","Oswego",,"453","140","310","41"
"2017","NYS CDCC","Otsego","Otsego",,"334","96","287","42"
"2017","NYS CDCC","Putnam","Putnam",,"1111","237","214","43"
"2017","NYS CDCC","Rensselaer","Rensselaer",,"1370","376","274","44"
"2017","NYS CDCC","Rockland","Rockland",,"4093","1574","385","45"
"2017","NYS CDCC","St. Lawrence","St. Lawrence",,"482","131","273","46"
"2017","NYS CDCC","Saratoga","Saratoga",,"2490","482","193","47"
"2017","NYS CDCC","Schenectady","Schenectady",,"1398","369","264","48"
"2017","NYS CDCC","Schoharie","Schoharie",,"143","41","288","49"
"2017","NYS CDCC","Schuyler","Schuyler","d/","74","17","233","50"
"2017","NYS CDCC","Seneca","Seneca",,"155","45","291","51"
"2017","NYS CDCC","Steuben","Steuben",,"622","174","279","52"
"2017","NYS CDCC","Suffolk","Suffolk",,"12987","3696","285","53"
"2017","NYS CDCC","Sullivan","Sullivan",,"456","177","388","54"
"2017","NYS CDCC","Tioga","Tioga",,"250","70","281","55"
"2017","NYS CDCC","Tompkins","Tompkins",,"848","170","201","56"
"2017","NYS CDCC","Ulster","Ulster",,"1179","366","311","57"
"2017","NYS CDCC","Warren","Warren",,"397","117","295","58"
"2017","NYS CDCC","Washington","Washington",,"260","79","302","59"
"2017","NYS CDCC","Wayne","Wayne",,"595","188","315","60"
"2017","NYS CDCC","Westchester","Westchester",,"12066","3028","251","61"
"2017","NYS CDCC","Wyoming","Wyoming",,"240","60","251","62"
"2017","NYS CDCC","Yates","Yates","d/","85","22","257","63"
"2017","NYS CDCC","NYS Unclassified +","All","d/","170","34","203","65"
"2017","NYS CDCC","All Other +","Not Applicable",,"35790","3729","104","66"
"2017","NYS CDCC","Full-Year Resident","All",,"150633","52031","345","67"
"2017","NYS CDCC","Part-Year Resident","Not Applicable",,"3582","727","203","68"
"2017","NYS CDCC","Full-Year Nonresident","Not Applicable",,"33721","3289","98","69"
"2017","NYS CDCC","Grand Total","Grand Total",,"187936","56047","298","70"
"2016","NYS CDCC","New York City - Bronx","Bronx",,"8782","5863","668","1"
"2016","NYS CDCC","New York City - Kings","Kings",,"18747","9225","492","2"
"2016","NYS CDCC","New York City - Manhattan","Manhattan",,"11598","3534","305","3"
"2016","NYS CDCC","New York City - Queens","Queens",,"13798","6215","450","4"
"2016","NYS CDCC","New York City - Richmond","Richmond",,"3310","1096","331","5"
"2016","NYS CDCC","Total, New York City","Total, New York City",,"56235","25934","461","6"
"2016","NYS CDCC","Albany","Albany",,"2893","719","249","7"
"2016","NYS CDCC","Allegany","Allegany",,"188","55","293","8"
"2016","NYS CDCC","Broome","Broome",,"881","252","286","9"
"2016","NYS CDCC","Cattaraugus","Cattaraugus",,"351","97","277","10"
"2016","NYS CDCC","Cayuga","Cayuga",,"393","110","280","11"
"2016","NYS CDCC","Chautauqua","Chautauqua",,"567","156","275","12"
"2016","NYS CDCC","Chemung","Chemung",,"495","148","298","13"
"2016","NYS CDCC","Chenango","Chenango",,"252","78","309","14"
"2016","NYS CDCC","Clinton","Clinton",,"633","172","272","15"
"2016","NYS CDCC","Columbia","Columbia",,"274","82","298","16"
"2016","NYS CDCC","Cortland","Cortland",,"337","106","314","17"
"2016","NYS CDCC","Delaware","Delaware",,"176","54","309","18"
"2016","NYS CDCC","Dutchess","Dutchess",,"2437","647","265","19"
"2016","NYS CDCC","Erie","Erie",,"6843","1870","273","20"
"2016","NYS CDCC","Essex","Essex",,"198","63","316","21"
"2016","NYS CDCC","Franklin","Franklin",,"266","94","353","22"
"2016","NYS CDCC","Fulton","Fulton",,"222","74","332","23"
"2016","NYS CDCC","Genesee","Genesee",,"319","94","296","24"
"2016","NYS CDCC","Greene","Greene",,"158","48","303","25"
"2016","NYS CDCC","Hamilton","Hamilton",,"12","6","471","26"
"2016","NYS CDCC","Herkimer","Herkimer",,"286","102","355","27"
"2016","NYS CDCC","Jefferson","Jefferson",,"536","171","320","28"
"2016","NYS CDCC","Lewis","Lewis","d/","104","30","284","29"
"2016","NYS CDCC","Livingston","Livingston",,"331","91","275","30"
"2016","NYS CDCC","Madison","Madison",,"406","104","255","31"
"2016","NYS CDCC","Monroe","Monroe",,"6290","1741","277","32"
"2016","NYS CDCC","Montgomery","Montgomery",,"226","74","328","33"
"2016","NYS CDCC","Nassau","Nassau",,"15940","4130","259","34"
"2016","NYS CDCC","Niagara","Niagara",,"1211","352","291","35"
"2016","NYS CDCC","Oneida","Oneida",,"1182","396","335","36"
"2016","NYS CDCC","Onondaga","Onondaga",,"3583","1058","295","37"
"2016","NYS CDCC","Ontario","Ontario",,"893","209","234","38"
"2016","NYS CDCC","Orange","Orange",,"3193","998","312","39"
"2016","NYS CDCC","Orleans","Orleans",,"132","50","380","40"
"2016","NYS CDCC","Oswego","Oswego",,"457","133","291","41"
"2016","NYS CDCC","Otsego","Otsego",,"316","96","305","42"
"2016","NYS CDCC","Putnam","Putnam",,"1103","263","238","43"
"2016","NYS CDCC","Rensselaer","Rensselaer",,"1338","368","275","44"
"2016","NYS CDCC","Rockland","Rockland",,"4028","1581","392","45"
"2016","NYS CDCC","St. Lawrence","St. Lawrence",,"470","131","279","46"
"2016","NYS CDCC","Saratoga","Saratoga",,"2498","506","202","47"
"2016","NYS CDCC","Schenectady","Schenectady",,"1342","389","290","48"
"2016","NYS CDCC","Schoharie","Schoharie",,"154","42","275","49"
"2016","NYS CDCC","Schuyler","Schuyler",,"76","19","255","50"
"2016","NYS CDCC","Seneca","Seneca",,"148","42","283","51"
"2016","NYS CDCC","Steuben","Steuben",,"608","157","259","52"
"2016","NYS CDCC","Suffolk","Suffolk",,"13038","3815","293","53"
"2016","NYS CDCC","Sullivan","Sullivan",,"457","171","374","54"
"2016","NYS CDCC","Tioga","Tioga",,"256","74","290","55"
"2016","NYS CDCC","Tompkins","Tompkins",,"872","174","200","56"
"2016","NYS CDCC","Ulster","Ulster",,"1157","351","304","57"
"2016","NYS CDCC","Warren","Warren",,"372","109","292","58"
"2016","NYS CDCC","Washington","Washington",,"246","78","318","59"
"2016","NYS CDCC","Wayne","Wayne",,"589","177","301","60"
"2016","NYS CDCC","Westchester","Westchester",,"11664","2961","254","61"
"2016","NYS CDCC","Wyoming","Wyoming",,"235","62","263","62"
"2016","NYS CDCC","Yates","Yates","d/","90","28","307","63"
"2016","NYS CDCC","NYS Unclassified +","All",,"158","28","180","65"
"2016","NYS CDCC","All Other +","Not Applicable",,"34144","3649","107","66"
"2016","NYS CDCC","Full-Year Resident","All",,"148629","51825","349","67"
"2016","NYS CDCC","Part-Year Resident","Not Applicable",,"3457","738","213","68"
"2016","NYS CDCC","Full-Year Nonresident","Not Applicable",,"32173","3206","100","69"
"2016","NYS CDCC","Grand Total","Grand Total",,"184259","55769","303","70"
"2015","NYS CDCC","New York City - Bronx","Bronx",,"10144","7760","765","1"
"2015","NYS CDCC","New York City - Kings","Kings",,"19918","11309","568","2"
"2015","NYS CDCC","New York City - Manhattan","Manhattan",,"11777","4346","369","3"
"2015","NYS CDCC","New York City - Queens","Queens",,"14573","7696","528","4"
"2015","NYS CDCC","New York City - Richmond","Richmond",,"3383","1286","380","5"
"2015","NYS CDCC","Total, New York City","Total, New York City",,"59795","32397","542","6"
"2015","NYS CDCC","Albany","Albany",,"2889","819","283","7"
"2015","NYS CDCC","Allegany","Allegany",,"170","48","282","8"
"2015","NYS CDCC","Broome","Broome",,"934","307","328","9"
"2015","NYS CDCC","Cattaraugus","Cattaraugus",,"356","107","300","10"
"2015","NYS CDCC","Cayuga","Cayuga",,"393","109","278","11"
"2015","NYS CDCC","Chautauqua","Chautauqua",,"570","164","288","12"
"2015","NYS CDCC","Chemung","Chemung",,"520","156","300","13"
"2015","NYS CDCC","Chenango","Chenango",,"254","80","315","14"
"2015","NYS CDCC","Clinton","Clinton",,"593","173","291","15"
"2015","NYS CDCC","Columbia","Columbia",,"284","82","287","16"
"2015","NYS CDCC","Cortland","Cortland",,"359","113","315","17"
"2015","NYS CDCC","Delaware","Delaware",,"186","55","296","18"
"2015","NYS CDCC","Dutchess","Dutchess",,"2420","700","289","19"
"2015","NYS CDCC","Erie","Erie",,"6794","2005","295","20"
"2015","NYS CDCC","Essex","Essex",,"199","65","325","21"
"2015","NYS CDCC","Franklin","Franklin",,"276","105","380","22"
"2015","NYS CDCC","Fulton","Fulton",,"226","78","344","23"
"2015","NYS CDCC","Genesee","Genesee",,"337","94","280","24"
"2015","NYS CDCC","Greene","Greene",,"163","55","336","25"
"2015","NYS CDCC","Hamilton","Hamilton",,"10","5","454","26"
"2015","NYS CDCC","Herkimer","Herkimer",,"292","105","358","27"
"2015","NYS CDCC","Jefferson","Jefferson",,"546","183","335","28"
"2015","NYS CDCC","Lewis","Lewis","d/","101","30","297","29"
"2015","NYS CDCC","Livingston","Livingston",,"337","102","302","30"
"2015","NYS CDCC","Madison","Madison",,"388","115","296","31"
"2015","NYS CDCC","Monroe","Monroe",,"6370","1938","304","32"
"2015","NYS CDCC","Montgomery","Montgomery",,"247","99","400","33"
"2015","NYS CDCC","Nassau","Nassau",,"15684","4492","286","34"
"2015","NYS CDCC","Niagara","Niagara",,"1247","382","307","35"
"2015","NYS CDCC","Oneida","Oneida",,"1161","440","379","36"
"2015","NYS CDCC","Onondaga","Onondaga",,"3615","1201","332","37"
"2015","NYS CDCC","Ontario","Ontario",,"869","226","260","38"
"2015","NYS CDCC","Orange","Orange",,"3172","1086","342","39"
"2015","NYS CDCC","Orleans","Orleans",,"130","49","374","40"
"2015","NYS CDCC","Oswego","Oswego",,"463","145","314","41"
"2015","NYS CDCC","Otsego","Otsego",,"308","101","329","42"
"2015","NYS CDCC","Putnam","Putnam",,"1093","262","239","43"
"2015","NYS CDCC","Rensselaer","Rensselaer",,"1396","437","313","44"
"2015","NYS CDCC","Rockland","Rockland",,"3932","1607","409","45"
"2015","NYS CDCC","St. Lawrence","St. Lawrence",,"481","140","290","46"
"2015","NYS CDCC","Saratoga","Saratoga",,"2403","494","206","47"
"2015","NYS CDCC","Schenectady","Schenectady",,"1334","411","308","48"
"2015","NYS CDCC","Schoharie","Schoharie",,"160","54","338","49"
"2015","NYS CDCC","Schuyler","Schuyler",,"75","21","279","50"
"2015","NYS CDCC","Seneca","Seneca",,"153","58","380","51"
"2015","NYS CDCC","Steuben","Steuben",,"632","182","288","52"
"2015","NYS CDCC","Suffolk","Suffolk",,"13343","4338","325","53"
"2015","NYS CDCC","Sullivan","Sullivan",,"439","192","438","54"
"2015","NYS CDCC","Tioga","Tioga",,"262","75","285","55"
"2015","NYS CDCC","Tompkins","Tompkins",,"850","176","208","56"
"2015","NYS CDCC","Ulster","Ulster",,"1135","375","330","57"
"2015","NYS CDCC","Warren","Warren",,"374","114","305","58"
"2015","NYS CDCC","Washington","Washington",,"277","88","317","59"
"2015","NYS CDCC","Wayne","Wayne",,"601","195","325","60"
"2015","NYS CDCC","Westchester","Westchester",,"11383","3267","287","61"
"2015","NYS CDCC","Wyoming","Wyoming",,"214","53","249","62"
"2015","NYS CDCC","Yates","Yates","d/","100","30","304","63"
"2015","NYS CDCC","NYS Unclassified +","All","d/","140","29","209","65"
"2015","NYS CDCC","All Other +","Not Applicable",,"32457","3377","104","66"
"2015","NYS CDCC","Full-Year Resident","All",,"152043","60823","400","67"
"2015","NYS CDCC","Part-Year Resident","Not Applicable",,"3253","476","146","68"
"2015","NYS CDCC","Full-Year Nonresident","Not Applicable",,"30596","3081","101","69"
"2015","NYS CDCC","Grand Total","Grand Total",,"185892","64381","346","70"
"2014","NYS CDCC","New York City - Bronx","Bronx",,"11001","9256","841","1"
"2014","NYS CDCC","New York City - Kings","Kings",,"19381","12217","630","2"
"2014","NYS CDCC","New York City - Manhattan","Manhattan",,"11421","4810","421","3"
