"service_date","month","year","provider_type","no_shows_per_1000_calls"
"2020-11-01T00:00:00.000","11","2020","Primary","0.69"
"2020-11-01T00:00:00.000","11","2020","Broker","0.45"
"2020-10-01T00:00:00.000","10","2020","Primary","0.76"
"2020-10-01T00:00:00.000","10","2020","Broker","0.48"
"2020-09-01T00:00:00.000","9","2020","Primary","0.4"
"2020-09-01T00:00:00.000","9","2020","Broker","0.47"
"2020-08-01T00:00:00.000","8","2020","Primary","0.53"
"2020-08-01T00:00:00.000","8","2020","Broker","0.45"
"2020-07-01T00:00:00.000","7","2020","Primary","0.41"
"2020-07-01T00:00:00.000","7","2020","Broker","0.67"
"2020-06-01T00:00:00.000","6","2020","Primary","0.94"
"2020-06-01T00:00:00.000","6","2020","Broker","0.5"
"2020-05-01T00:00:00.000","5","2020","Primary","0.64"
"2020-05-01T00:00:00.000","5","2020","Broker","0.61"
"2020-04-01T00:00:00.000","4","2020","Primary","0.34"
"2020-04-01T00:00:00.000","4","2020","Broker","1.38"
"2020-03-01T00:00:00.000","3","2020","Primary","0.41"
"2020-03-01T00:00:00.000","3","2020","Broker","0.82"
"2020-02-01T00:00:00.000","2","2020","Primary","0.37"
"2020-02-01T00:00:00.000","2","2020","Broker","1.09"
"2020-01-01T00:00:00.000","1","2020","Primary","0.37"
"2020-01-01T00:00:00.000","1","2020","Broker","0.7"
"2019-12-01T00:00:00.000","12","2019","Primary","1.3"
"2019-12-01T00:00:00.000","12","2019","Broker","1.12"
"2019-11-01T00:00:00.000","11","2019","Primary","1.16"
"2019-11-01T00:00:00.000","11","2019","Broker","1.16"
"2019-10-01T00:00:00.000","10","2019","Primary","0.89"
"2019-10-01T00:00:00.000","10","2019","Broker","0.63"
"2019-09-01T00:00:00.000","9","2019","Primary","1.66"
"2019-09-01T00:00:00.000","9","2019","Broker","0.86"
"2019-08-01T00:00:00.000","8","2019","Primary","1.36"
"2019-08-01T00:00:00.000","8","2019","Broker","0.86"
"2019-07-01T00:00:00.000","7","2019","Primary","1.38"
"2019-07-01T00:00:00.000","7","2019","Broker","1.15"
"2019-06-01T00:00:00.000","6","2019","Primary","2.51"
"2019-06-01T00:00:00.000","6","2019","Broker","1.97"
"2019-05-01T00:00:00.000","5","2019","Primary","0.64"
"2019-05-01T00:00:00.000","5","2019","Broker","2.7"
"2019-04-01T00:00:00.000","4","2019","Primary","1.34"
"2019-04-01T00:00:00.000","4","2019","Broker","2.93"
"2019-03-01T00:00:00.000","3","2019","Primary","1.27"
"2019-03-01T00:00:00.000","3","2019","Broker","2.15"
"2019-02-01T00:00:00.000","2","2019","Primary","0.76"
"2019-02-01T00:00:00.000","2","2019","Broker","0.98"
"2019-01-01T00:00:00.000","1","2019","Primary","0.72"
"2019-01-01T00:00:00.000","1","2019","Broker","0.76"
"2018-12-01T00:00:00.000","12","2018","Primary","1.57"
"2018-12-01T00:00:00.000","12","2018","Broker","1.29"
"2018-11-01T00:00:00.000","11","2018","Primary","2.45"
"2018-11-01T00:00:00.000","11","2018","Broker","1.21"
"2018-10-01T00:00:00.000","10","2018","Primary","2.09"
"2018-10-01T00:00:00.000","10","2018","Broker","1.53"
"2018-09-01T00:00:00.000","9","2018","Primary","1.92"
"2018-09-01T00:00:00.000","9","2018","Broker","3.37"
"2018-08-01T00:00:00.000","8","2018","Primary","1.5"
"2018-08-01T00:00:00.000","8","2018","Broker","2.83"
"2018-07-01T00:00:00.000","7","2018","Primary","2.05"
"2018-07-01T00:00:00.000","7","2018","Broker","3.52"
"2018-06-01T00:00:00.000","6","2018","Primary","2.83"
"2018-06-01T00:00:00.000","6","2018","Broker","3.32"
"2018-05-01T00:00:00.000","5","2018","Broker","3.18"
"2018-05-01T00:00:00.000","5","2018","Primary","2.74"
"2018-04-01T00:00:00.000","4","2018","Primary","1.77"
"2018-04-01T00:00:00.000","4","2018","Broker","3.32"
"2018-03-01T00:00:00.000","3","2018","Broker","2.9"
"2018-03-01T00:00:00.000","3","2018","Primary","1.9"
"2018-02-01T00:00:00.000","2","2018","Primary","1.57"
"2018-02-01T00:00:00.000","2","2018","Broker","2.66"
"2018-01-01T00:00:00.000","1","2018","Broker","3.61"
"2018-01-01T00:00:00.000","1","2018","Primary","1.84"
"2017-12-01T00:00:00.000","12","2017","Primary","2.24"
"2017-12-01T00:00:00.000","12","2017","Broker","3.91"
"2017-11-01T00:00:00.000","11","2017","Broker","2.81"
"2017-11-01T00:00:00.000","11","2017","Primary","2.41"
"2017-10-01T00:00:00.000","10","2017","Primary","2.15"
"2017-10-01T00:00:00.000","10","2017","Broker","3.83"
"2017-09-01T00:00:00.000","9","2017","Broker","4.62"
"2017-09-01T00:00:00.000","9","2017","Primary","1.97"
"2017-08-01T00:00:00.000","8","2017","Primary","1.15"
"2017-08-01T00:00:00.000","8","2017","Broker","3.68"
"2017-07-01T00:00:00.000","7","2017","Primary","1.21"
"2017-06-01T00:00:00.000","6","2017","Primary","3.22"
"2017-05-01T00:00:00.000","5","2017","Primary","4.49"
"2017-04-01T00:00:00.000","4","2017","Primary","3.09"
"2017-03-01T00:00:00.000","3","2017","Primary","3.38"
"2017-02-01T00:00:00.000","2","2017","Primary","1.66"
"2017-01-01T00:00:00.000","1","2017","Primary","1.553804397"
"2016-12-01T00:00:00.000","12","2016","Primary","2.78232988"
"2016-11-01T00:00:00.000","11","2016","Primary","2.782042737"
"2016-10-01T00:00:00.000","10","2016","Primary","2.44217268"
