"snapshot_year","latest_admission_type","county_of_indictment","gender","most_serious_crime","current_age","housing_facility","facility_security_level","race_ethnicity"
"2019","NEW COURT COMMITMENT","ALBANY","FEMALE","BURGLARY 2ND","34","ALBION FEMALE","MEDIUM  SECURITY","WHITE"
"2019","NEW COURT COMMITMENT","ALBANY","FEMALE","ATT ROBBERY 1ST","34","ALBION FEMALE","MEDIUM  SECURITY","WHITE"
"2019","NEW COURT COMMITMENT","ALBANY","FEMALE","ATT ASSAULT 1ST B FELONY","34","BEDFORD HILLS","MAXIMUM SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","FEMALE","MANSLAUGHTER 1ST","34","TACONIC FEMALE","MEDIUM  SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","FEMALE","AGGR DWI:WITH CHILD-1ST","36","ALBION FEMALE","MEDIUM  SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","FEMALE","ATT CSCS 3RD","37","BEDFORD HILLS","MAXIMUM SECURITY","HISPANIC"
"2019","NEW COURT COMMITMENT","ALBANY","FEMALE","CSCS 5TH","38","BEDFORD HILLS RECEPTION","MAXIMUM SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","FEMALE","TAMPERING EVIDENCE","38","EDGECOMBE FEM WORK RELEASE","MINIMUM SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","FEMALE","MURDER 2ND","40","BEDFORD HILLS","MAXIMUM SECURITY","WHITE"
"2019","NEW COURT COMMITMENT","ALBANY","FEMALE","DRIVE IMPAIR 2 OFF","40","BEDFORD HILLS","MAXIMUM SECURITY","WHITE"
"2019","NEW COURT COMMITMENT","ALBANY","FEMALE","BURGLARY 3RD","40","BEDFORD HILLS SNU","MAXIMUM SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","FEMALE","ATT ROBBERY 2ND","41","ALBION FEMALE","MEDIUM  SECURITY","WHITE"
"2019","NEW COURT COMMITMENT","ALBANY","FEMALE","ATT CPCS 4TH","41","LAKEVIEW SHOCK FEMALE","SHOCK INCARCERATION","WHITE"
"2019","NEW COURT COMMITMENT","ALBANY","FEMALE","MANSLAUGHTER 2ND","43","ALBION FEMALE","MEDIUM  SECURITY","WHITE"
"2019","NEW COURT COMMITMENT","ALBANY","FEMALE","MURDER 2ND","43","BEDFORD HILLS","MAXIMUM SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","FEMALE","MURDER 2ND","43","BEDFORD HILLS","MAXIMUM SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","FEMALE","ASSAULT 2ND","43","BEDFORD HILLS","MAXIMUM SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","FEMALE","ATT ARSON 2ND","43","BEDFORD HILLS ICP","MAXIMUM SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","FEMALE","CPCS 3RD","44","BEDFORD HILLS","MAXIMUM SECURITY","WHITE"
"2019","NEW COURT COMMITMENT","ALBANY","FEMALE","BURGLARY 2ND","46","ALBION FEMALE","MEDIUM  SECURITY","HISPANIC"
"2019","NEW COURT COMMITMENT","ALBANY","FEMALE","CSCS 3RD","46","ALBION FEMALE","MEDIUM  SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","FEMALE","CSCS 1ST","46","BEDFORD HILLS","MAXIMUM SECURITY","HISPANIC"
"2019","NEW COURT COMMITMENT","ALBANY","FEMALE","UNLICENSED DRIVER","48","ALBION FEMALE","MEDIUM  SECURITY","WHITE"
"2019","NEW COURT COMMITMENT","ALBANY","FEMALE","ASSAULT 2ND","48","BEDFORD HILLS","MAXIMUM SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","FEMALE","GRAND LARCEN 3RD","48","TACONIC FEMALE","MEDIUM  SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","FEMALE","MURDER 2ND","50","BEDFORD HILLS","MAXIMUM SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","FEMALE","STOLEN PROP 4TH","51","ALBION FEMALE","MEDIUM  SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","FEMALE","GRAND LARCEN 2ND","54","TACONIC FEMALE","MEDIUM  SECURITY","WHITE"
"2019","NEW COURT COMMITMENT","ALBANY","FEMALE","GRAND LARCEN 2ND","55","ALBION FEMALE","MEDIUM  SECURITY","WHITE"
"2019","NEW COURT COMMITMENT","ALBANY","FEMALE","CSCS 3RD","55","ALBION FEMALE","MEDIUM  SECURITY","WHITE"
"2019","NEW COURT COMMITMENT","ALBANY","FEMALE","MURDER 2ND","55","TACONIC FEMALE","MEDIUM  SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","FEMALE","DRIVE IMPAIR 2 OFF","57","ALBION FEMALE","MEDIUM  SECURITY","WHITE"
"2019","NEW COURT COMMITMENT","ALBANY","FEMALE","ATT ASSAULT 1ST B FELONY","58","BEDFORD HILLS","MAXIMUM SECURITY","WHITE"
"2019","NEW COURT COMMITMENT","ALBANY","FEMALE","MANSLAUGHTER 1ST","59","BEDFORD HILLS","MAXIMUM SECURITY","WHITE"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","BURGLARY 2ND","17","ADIRONDACK ADOLESCENT SEP","MEDIUM  SECURITY","HISPANIC"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","YOUTHFUL OFFENDER","17","HUDSON","MEDIUM  SECURITY","HISPANIC"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","C POS WEAPON 2ND","17","HUDSON SEP UNIT","MEDIUM  SECURITY","HISPANIC"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","BURGLARY 2ND","17","HUDSON SEP UNIT","MEDIUM  SECURITY","HISPANIC"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ATT C POS WEAP 2ND","18","FIVE POINTS","MAXIMUM SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ATT ASSAULT 2ND","18","MARCY","MEDIUM  SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","GRAND LARCEN 4TH","18","LAKEVIEW SHOCK","SHOCK INCARCERATION","HISPANIC"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ASSAULT 2ND","18","GREENE","MEDIUM  SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","YO ATT ASSAULT","18","GREENE","MEDIUM  SECURITY","WHITE"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","YO ATT ROBBERY","18","GREENE","MEDIUM  SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ATT ROBBERY 1ST","18","GREENE","MEDIUM  SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ATT ROBBERY 1ST","19","GREAT MEADOW GENERAL","MAXIMUM SECURITY","HISPANIC"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","YO ROBBERY","19","COXSACKIE","MAXIMUM SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","C POS WEAPON 2ND","19","COXSACKIE","MAXIMUM SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ATT ASSAULT 1ST B FELONY","19","FIVE POINTS","MAXIMUM SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","YO ATT BURGLARY","19","MARCY","MEDIUM  SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ROBBERY 3RD","19","FRANKLIN","MEDIUM  SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","C POS WEAPON 2ND","19","WASHINGTON","MEDIUM  SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","YO ATT ROBBERY","19","WASHINGTON","MEDIUM  SECURITY","WHITE"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ATT ROBBERY 2ND","19","WYOMING","MEDIUM  SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ATT ROBBERY 2ND","19","GREENE","MEDIUM  SECURITY","WHITE"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","MURDER 2ND","20","GREAT MEADOW GENERAL","MAXIMUM SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","GANG ASSAULT 1ST","20","GREAT MEADOW GENERAL","MAXIMUM SECURITY","WHITE"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","C POS WEAPON 2ND","20","GREAT MEADOW GENERAL","MAXIMUM SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ASSAULT 1ST B FELONY","20","FIVE POINTS","MAXIMUM SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ATT ROBBERY 1ST","20","WENDE","MAXIMUM SECURITY","HISPANIC"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ATT ROBBERY 2ND","20","MARCY","MEDIUM  SECURITY","OTHER"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","CPCS 4TH","20","FRANKLIN","MEDIUM  SECURITY","HISPANIC"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","YO POS STOL PROP","20","WASHINGTON","MEDIUM  SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","C POS WEAPON 2ND","20","WASHINGTON","MEDIUM  SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ASSAULT 2ND","20","WYOMING","MEDIUM  SECURITY","WHITE"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ATT BURGLARY 2ND","20","GREENE","MEDIUM  SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ATT C POS WEAP 2ND","20","GREENE SHU200","MAXIMUM SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ATT C POS WEAP 2ND","20","HALE CREEK ASACTC","MEDIUM  SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ATT BURGLARY 2ND","21","ATTICA GENERAL","MAXIMUM SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ATT ROBBERY 3RD","21","AUBURN I. C. P.","MAXIMUM SECURITY","HISPANIC"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","C POS WEAPON 2ND","21","CLINTON ANNEX","MAXIMUM SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","MANSLAUGHTER 1ST","21","GREAT MEADOW GENERAL","MAXIMUM SECURITY","HISPANIC"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","MURDER 2ND","21","GREAT MEADOW GENERAL","MAXIMUM SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ROBBERY 2ND","21","GREAT MEADOW GENERAL","MAXIMUM SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ATT ROBBERY 1ST","21","COXSACKIE","MAXIMUM SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ROBBERY 2ND","21","WOODBOURNE","MEDIUM  SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ATT ROBBERY 2ND","21","FIVE POINTS KEEPLOCK","MAXIMUM SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ATT STOLN PROP 3RD","21","MARCY","MEDIUM  SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ATT C POS WEAP 2ND","21","MARCY","MEDIUM  SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ATT C POS WEAP 2ND","21","RIVERVIEW","MEDIUM  SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","C POS WEAPON 2ND","21","CAPE VINCENT GENERAL","MEDIUM  SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ATT CPCS 4TH","21","CAPE VINCENT GENERAL","MEDIUM  SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ATT CPCS 3RD","21","LAKEVIEW SHOCK","SHOCK INCARCERATION","WHITE"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","CR POS WEAP 3 SUB1,2,3","21","ULSTER RECEPTION","MEDIUM  SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ATT C POS WEAP 2ND","21","WASHINGTON","MEDIUM  SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ATT BURGLARY 2ND","21","WASHINGTON","MEDIUM  SECURITY","WHITE"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","CPCS 5TH","21","WYOMING","MEDIUM  SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ATT C POS WEAP 2ND","21","GREENE","MEDIUM  SECURITY","WHITE"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","CPCS 3RD","22","CLINTON ANNEX","MAXIMUM SECURITY","HISPANIC"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","MANSLAUGHTER 1ST","22","GREAT MEADOW GENERAL","MAXIMUM SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","C POS WEAPON 2ND","22","GREAT MEADOW GENERAL","MAXIMUM SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ASSAULT 2ND","22","GREAT MEADOW ICP","MAXIMUM SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","C POS WEAPON 2ND","22","SING SING GENERAL","MAXIMUM SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ATT C POS WEAP 2ND","22","SING SING TRANSIT","MAXIMUM SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","BURGLARY 2ND","22","ELMIRA GENERAL","MAXIMUM SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ATT C POS WEAP 2ND","22","ELMIRA GENERAL","MAXIMUM SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ROBBERY 1ST","22","DOWNSTATE GENERAL","MAXIMUM SECURITY","WHITE"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","GRAND LARCEN 3RD","22","DOWNSTATE RECEPTION","MAXIMUM SECURITY","HISPANIC"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","C POS WEAPON 2ND","22","DOWNSTATE RECEPTION","MAXIMUM SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ATT CSCS 3RD","22","DOWNSTATE RECEPTION","MAXIMUM SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","MURDER 2ND","22","DOWNSTATE RECEPTION","MAXIMUM SECURITY","UNKNOWN"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","BURGLARY 2ND","22","OGDENSBURG","MEDIUM  SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ATT MURDER 2ND","22","FIVE POINTS","MAXIMUM SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","AGG VEHICULAR ASSLT","22","GOWANDA","MEDIUM  SECURITY","WHITE"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","C POS WEAPON 2ND","22","COLLINS","MEDIUM  SECURITY","HISPANIC"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ROBBERY 2ND","22","MID-STATE","MEDIUM  SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ATT ROBBERY 1ST","22","MARCY","MEDIUM  SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ATT CSCS 3RD","22","FRANKLIN","MEDIUM  SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ATT BURGLARY 2ND","22","BARE HILL","MEDIUM  SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ATT C POS WEAP 2ND","22","BARE HILL","MEDIUM  SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","CR SALE FIREARM 3-VFO","22","RIVERVIEW","MEDIUM  SECURITY","HISPANIC"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ATT CSCS 3RD","22","CAPE VINCENT GENERAL","MEDIUM  SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","CPCS 4TH","22","LAKEVIEW SHOCK","SHOCK INCARCERATION","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ATT ROBBERY 1ST","22","WASHINGTON","MEDIUM  SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","SEXUAL ABUSE 1ST","22","WASHINGTON","MEDIUM  SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ATT C POS WEAP 2ND","22","WYOMING","MEDIUM  SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ATT C POS WEAP 2ND","22","GREENE","MEDIUM  SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ATT ROBBERY 2ND","22","GREENE","MEDIUM  SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ATT C POS WEAP 2ND","22","GREENE","MEDIUM  SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ATT ASSAULT 1ST B FELONY","23","ATTICA GENERAL","MAXIMUM SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ROBBERY 2ND","23","AUBURN GENERAL","MAXIMUM SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ROBBERY 2ND","23","CLINTON GENERAL","MAXIMUM SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ATT ASSAULT 1ST B FELONY","23","CLINTON GENERAL","MAXIMUM SECURITY","HISPANIC"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","MANSLAUGHTER 1ST","23","GREAT MEADOW GENERAL","MAXIMUM SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ATT ROBBERY 1ST","23","WALLKILL","MEDIUM  SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ATT ROBBERY 1ST","23","ELMIRA GENERAL","MAXIMUM SECURITY","HISPANIC"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ATT ROBBERY 1ST","23","ELMIRA GENERAL","MAXIMUM SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","IDENTITY THEFT 1","23","COXSACKIE","MAXIMUM SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","VEHICULR MANSL 2ND","23","DOWNSTATE GENERAL","MAXIMUM SECURITY","WHITE"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ASSAULT 1ST B FELONY","23","DOWNSTATE RECEPTION","MAXIMUM SECURITY","UNKNOWN"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ATT CSCS 3RD","23","FIVE POINTS","MAXIMUM SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ROBBERY 2ND","23","MOHAWK","MEDIUM  SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","CPCS 3RD","23","WENDE","MAXIMUM SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","STOLEN PROP 4TH","23","GOWANDA","MEDIUM  SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","RAPE 2ND 2007","23","MID-STATE","MEDIUM  SECURITY","WHITE"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ATT ROBBERY 2ND","23","FRANKLIN","MEDIUM  SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","BURGLARY 2ND","23","CAYUGA","MEDIUM  SECURITY","OTHER"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ATT CSCS 3RD","23","BARE HILL","MEDIUM  SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ASSAULT 2ND","23","BARE HILL","MEDIUM  SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ATT ROBBERY 2ND","23","BARE HILL","MEDIUM  SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ATT ROBBERY 1ST","23","CAPE VINCENT GENERAL","MEDIUM  SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ROBBERY 2ND","23","CAPE VINCENT GENERAL","MEDIUM  SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ATT BURGLARY 2ND","23","SOUTHPORT","MAXIMUM SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ROBBERY 2ND","23","WASHINGTON","MEDIUM  SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ASSAULT 2ND","23","WASHINGTON","MEDIUM  SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ATT BURGLARY 3RD","23","GREENE SHU200","MAXIMUM SECURITY","WHITE"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ROBBERY 2ND","23","UPSTATE SHU","MAXIMUM SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","CRIM MISCHIEF 3RD","23","UPSTATE SHU","MAXIMUM SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ATT C POS WEAP 2ND","23","UPSTATE SHU","MAXIMUM SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ATT BURGLARY 2ND","23","HALE CREEK ASACTC","MEDIUM  SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","MANSLAUGHTER 1ST","24","ATTICA GENERAL","MAXIMUM SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ATT C POS WEAP 2ND","24","AUBURN GENERAL","MAXIMUM SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","MANSLAUGHTER 1ST","24","AUBURN GENERAL","MAXIMUM SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ATT ROBBERY 2ND","24","CLINTON GENERAL","MAXIMUM SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","C POS WEAPON 2ND","24","CLINTON GENERAL","MAXIMUM SECURITY","BLACK"
