"waterbody_name","county","year","bloom_type","date_first_report","date_last_report","number_of_reports","latitude","longitude","georeference"
"Buckingham Lake","Albany","2020","C","2020-08-15T00:00:00.000","2020-08-30T00:00:00.000","2","42.663502","-73.807098","POINT (-73.807098 42.663502)"
"Iroquois Lake","Schenectady","2020","C","2020-08-01T00:00:00.000","2020-10-22T00:00:00.000","5","42.799999","-73.9123","POINT (-73.9123 42.799999)"
"Friends Lake","Warren","2020","C","2020-08-10T00:00:00.000","2020-08-10T00:00:00.000","1","43.6259","-73.844002","POINT (-73.844002 43.62590000000001)"
"Lloyd Harbor Park Pond","Suffolk","2020","C","2020-07-29T00:00:00.000","2020-07-29T00:00:00.000","1","40.90186945","-73.47806953","POINT (-73.47806953000001 40.90186945)"
"Lake Lincolndale","Westchester","2020","C","2020-08-23T00:00:00.000","2020-09-07T00:00:00.000","3","41.341999","-73.725403","POINT (-73.725403 41.341999)"
"Allen Lake","Allegany","2020","C","2020-07-24T00:00:00.000","2020-07-24T00:00:00.000","1","42.3852","-78.066704","POINT (-78.066704 42.3852)"
"Cranberry Pond","Monroe","2020","C","2020-08-04T00:00:00.000","2020-08-04T00:00:00.000","1","43.300499","-77.697304","POINT (-77.697304 43.300499)"
"White Pond","Putnam","2020","C","2020-07-12T00:00:00.000","2020-07-12T00:00:00.000","1","41.500999","-73.723396","POINT (-73.723396 41.500999)"
"Miller Pond","Chemung","2020","C","2020-09-17T00:00:00.000","2020-09-17T00:00:00.000","1","42.0714","-76.792198","POINT (-76.792198 42.0714)"
"Wainscott Pond","Suffolk","2020","C","2020-06-10T00:00:00.000","2020-11-11T00:00:00.000","24","40.929298","-72.242599","POINT (-72.242599 40.929298)"
"Hyde Lake","Jefferson","2020","C","2020-08-19T00:00:00.000","2020-08-19T00:00:00.000","1","44.243599","-75.833198","POINT (-75.833198 44.243599)"
"Champlain Canal","Washington","2020","C","2020-08-20T00:00:00.000","2020-08-20T00:00:00.000","1","43.2822","-73.559","POINT (-73.559 43.2822)"
"Casterline Pond","Cortland","2020","C","2020-07-04T00:00:00.000","2020-07-04T00:00:00.000","1","42.650799","-76.173798","POINT (-76.17379800000002 42.650799)"
"Green Lake","Erie","2020","C","2020-09-30T00:00:00.000","2020-09-30T00:00:00.000","1","42.757301","-78.751404","POINT (-78.751404 42.757301)"
"Unnamed Pond Big Flats","Chemung","2020","C","2020-08-12T00:00:00.000","2020-08-12T00:00:00.000","1","42.143903","-76.917257","POINT (-76.917257 42.143903)"
"Cossayuna Lake","Washington","2020","C","2020-08-14T00:00:00.000","2020-09-22T00:00:00.000","5","43.2006","-73.423401","POINT (-73.423401 43.2006)"
"Orange Lake","Orange","2020","C","2020-08-09T00:00:00.000","2020-09-11T00:00:00.000","8","41.548801","-74.103699","POINT (-74.103699 41.548801)"
"Unnamed Pond Hamilton","Madison","2020","C","2020-08-01T00:00:00.000","2020-08-01T00:00:00.000","1","42.83608714","-75.44036611","POINT (-75.44036611 42.83608714)"
"The Lindsay-Parsons Biodiversity Preserve Lakes(s)","Tompkins","2020","C","2020-10-17T00:00:00.000","2020-10-17T00:00:00.000","1","42.309101","-76.517799","POINT (-76.517799 42.309101)"
"Skaneateles Lake","Onondaga, Cortland, Cayuga","2020","C","2020-08-10T00:00:00.000","2020-10-09T00:00:00.000","23","42.8451","-76.350304","POINT (-76.350304 42.8451)"
"Upper Little York Lake","Cortland","2020","C","2020-06-22T00:00:00.000","2020-06-29T00:00:00.000","2","42.7033","-76.1558","POINT (-76.1558 42.7033)"
"Clove Lake","Richmond","2020","C","2020-06-28T00:00:00.000","2020-09-08T00:00:00.000","2","40.616798","-74.107597","POINT (-74.107597 40.616798)"
"Allegheny Reservoir","Cattaraugus","2020","C","2020-09-01T00:00:00.000","2020-10-16T00:00:00.000","5","42.030537","-78.946871","POINT (-78.946871 42.030537)"
"Goose Pond","Queens","2020","C","2020-07-13T00:00:00.000","2020-10-06T00:00:00.000","5","40.711899","-73.798698","POINT (-73.798698 40.711899)"
"Winding Hills Park Lake","Orange","2020","C","2020-10-20T00:00:00.000","2020-10-20T00:00:00.000","1","41.538799","-74.275299","POINT (-74.275299 41.538799)"
"Hemlock Lake","Livingston, Ontario","2020","C","2020-06-26T00:00:00.000","2020-09-08T00:00:00.000","4","42.705799","-77.605904","POINT (-77.605904 42.705799)"
"Tanglewood Lake","Steuben","2020","C","2020-06-21T00:00:00.000","2020-08-23T00:00:00.000","4","42.193635","-77.251116","POINT (-77.251116 42.193635)"
"Clear Lake","Erie","2020","C","2020-09-29T00:00:00.000","2020-09-29T00:00:00.000","1","42.553501","-78.852997","POINT (-78.852997 42.553501000000004)"
"Kellis Pond","Suffolk","2020","C","2020-06-29T00:00:00.000","2020-06-29T00:00:00.000","1","40.9272","-72.317497","POINT (-72.317497 40.9272)"
"Lake Welch","Rockland","2020","C","2020-07-25T00:00:00.000","2020-09-25T00:00:00.000","2","41.230701","-74.074699","POINT (-74.074699 41.230701)"
"Lake Ontario","Jefferson, Niagara, Monroe, Oswego, Cayuga, NA","2020","C","2020-08-22T00:00:00.000","2020-09-06T00:00:00.000","5","43.66","76.18","POINT (76.18 43.660000000000004)"
"Unnamed Pond Krumville","Putnam","2020","C","2020-07-19T00:00:00.000","2020-07-19T00:00:00.000","1","41.870872","-74.264565","POINT (-74.264565 41.870872)"
"Willow Pond","Suffolk","2020","C","2020-05-01T00:00:00.000","2020-05-01T00:00:00.000","1","40.903099","-73.415901","POINT (-73.415901 40.903099)"
"Madison Lake","Madison","2020","C","2020-08-08T00:00:00.000","2020-08-08T00:00:00.000","1","42.9016","-75.524101","POINT (-75.524101 42.9016)"
"Little Wolf Pond","Franklin","2020","C","2020-11-06T00:00:00.000","2020-11-06T00:00:00.000","1","44.253399","-74.479202","POINT (-74.479202 44.253399)"
"Fresh Pond","Suffolk","2020","C","2020-07-05T00:00:00.000","2020-07-05T00:00:00.000","1","41.056999","-72.336304","POINT (-72.336304 41.056999)"
"Cayuta Lake","Schuyler","2020","C","2020-07-22T00:00:00.000","2020-10-04T00:00:00.000","5","42.367001","-76.735298","POINT (-76.735298 42.367001)"
"Unnamed Wallkill Pond","Ulster","2020","C","2020-08-23T00:00:00.000","2020-09-07T00:00:00.000","2","41.650299","-74.220398","POINT (-74.22039800000002 41.650299)"
"Alcove Reservoir","Albany, Cortland","2020","C","2020-09-25T00:00:00.000","2020-09-25T00:00:00.000","1","42.476898","-73.937599","POINT (-73.937599 42.476898)"
"Otter Lake","Oneida","2020","C","2020-09-28T00:00:00.000","2020-09-28T00:00:00.000","1","43.592098","-75.114601","POINT (-75.114601 43.592098)"
"Bowne Pond","Queens","2020","C","2020-06-29T00:00:00.000","2020-06-29T00:00:00.000","1","40.770707","-73.808255","POINT (-73.80825500000002 40.770707)"
"Lake Carmel","Putnam","2020","C","2020-07-04T00:00:00.000","2020-07-20T00:00:00.000","6","41.4585","-73.665001","POINT (-73.665001 41.4585)"
"Rollins Pond","Franklin","2020","C","2020-08-28T00:00:00.000","2020-08-28T00:00:00.000","1","44.3106","-74.413803","POINT (-74.413803 44.3106)"
"Lake Lacoma","Monroe","2020","C","2020-10-06T00:00:00.000","2020-10-06T00:00:00.000","1","43.0509","-77.479401","POINT (-77.479401 43.0509)"
"Snyders Lake","Rensselaer","2020","C","2020-09-22T00:00:00.000","2020-11-10T00:00:00.000","3","42.663101","-73.634697","POINT (-73.63469700000002 42.663101)"
"Canandaigua Lake","Ontario, Yates, NA","2020","C","2020-07-20T00:00:00.000","2020-10-09T00:00:00.000","76","42.778","-77.305099","POINT (-77.305099 42.778)"
"Twin Lakes (north)","Columbia","2020","C","2020-09-26T00:00:00.000","2020-09-26T00:00:00.000","1","42.061901","-73.794701","POINT (-73.794701 42.061901)"
"Dryden Lake","Tompkins","2020","C","2020-08-01T00:00:00.000","2020-08-03T00:00:00.000","2","42.462002","-76.272598","POINT (-76.272598 42.462002)"
"Black Lake","St Lawrence","2020","C","2020-07-01T00:00:00.000","2020-08-22T00:00:00.000","4","44.537998","-75.568802","POINT (-75.568802 44.537998)"
"Harlem Meer","New York","2020","C","2020-05-29T00:00:00.000","2020-09-09T00:00:00.000","11","40.796101","-73.951202","POINT (-73.951202 40.796101)"
"Canadarago Lake","Otsego","2020","C","2020-07-24T00:00:00.000","2020-07-24T00:00:00.000","1","42.8153","-75.006103","POINT (-75.006103 42.8153)"
"Silver Mine Lake","Orange","2020","C","2020-10-24T00:00:00.000","2020-10-24T00:00:00.000","1","41.290402","-74.054901","POINT (-74.054901 41.290402)"
"Tomhannock Reservoir","Rensselaer","2020","C","2020-08-18T00:00:00.000","2020-08-19T00:00:00.000","2","42.857399","-73.568199","POINT (-73.568199 42.857399)"
"Laurel Lake","Broome","2020","C","2020-08-09T00:00:00.000","2020-08-19T00:00:00.000","2","42.010399","-75.480301","POINT (-75.480301 42.010399)"
"De Ruyter Reservoir","Madison","2020","C","2020-09-25T00:00:00.000","2020-09-25T00:00:00.000","1","42.810699","-75.888603","POINT (-75.888603 42.810699)"
"Java Lake","Wyoming","2020","C","2020-07-13T00:00:00.000","2020-09-20T00:00:00.000","5","42.631302","-78.343903","POINT (-78.343903 42.631302)"
"Martlings Lake","Richmond","2020","C","2020-06-28T00:00:00.000","2020-06-28T00:00:00.000","1","40.6222","-74.116798","POINT (-74.116798 40.6222)"
"Mirror Lake","Essex","2020","C","2020-11-09T00:00:00.000","2020-11-09T00:00:00.000","1","44.289001","-73.982101","POINT (-73.982101 44.289001)"
"Fort Pond","Suffolk","2020","C","2020-08-19T00:00:00.000","2020-09-22T00:00:00.000","9","41.041698","-71.953201","POINT (-71.953201 41.041698)"
"Big Reed Pond","Suffolk","2020","C","2020-06-24T00:00:00.000","2020-08-26T00:00:00.000","9","41.078098","-71.910103","POINT (-71.910103 41.078098)"
"Oneida Lake","Oswego, Oneida, Madison, Onondaga","2020","C","2020-08-06T00:00:00.000","2020-08-23T00:00:00.000","4","43.2033","-75.910004","POINT (-75.910004 43.2033)"
"Lake Peekskill","Putnam","2020","C","2020-07-21T00:00:00.000","2020-08-20T00:00:00.000","3","41.3395","-73.882797","POINT (-73.882797 41.3395)"
"Indian Lake","Hamilton","2020","C","2020-10-25T00:00:00.000","2020-10-25T00:00:00.000","1","43.685699","-74.329903","POINT (-74.329903 43.685699)"
"Swinging Bridge Reservoir","Sullivan","2020","C","2020-08-05T00:00:00.000","2020-08-08T00:00:00.000","2","41.5895","-74.778603","POINT (-74.778603 41.5895)"
"Hudson River","Dutchess","2020","C","2020-07-13T00:00:00.000","2020-07-13T00:00:00.000","1","-73.759598","40.758598","POINT (40.758598 -73.759598)"
"Agawam Lake","Suffolk","2020","C","2020-05-22T00:00:00.000","2020-11-17T00:00:00.000","28","40.874401","-72.392197","POINT (-72.392197 40.874401)"
"Summit Lake","Washington","2020","C","2020-11-20T00:00:00.000","2020-11-20T00:00:00.000","1","43.210201","-73.463203","POINT (-73.463203 43.210201)"
"Little Choconut Creek (Flood reservoir)","Broome","2020","C","2020-08-09T00:00:00.000","2020-08-09T00:00:00.000","1","42.13708","-75.94203","POINT (-75.94203 42.13708)"
"Sagg Pond","Suffolk","2020","C","2020-07-20T00:00:00.000","2020-09-18T00:00:00.000","5","40.910599","-72.284302","POINT (-72.284302 40.910599)"
"Monroe Pond","Orange","2020","C","2020-06-22T00:00:00.000","2020-06-22T00:00:00.000","1","41.327599","-74.1893","POINT (-74.1893 41.327599)"
"Highland Lake","Sullivan","2020","C","2020-07-23T00:00:00.000","2020-08-12T00:00:00.000","4","41.5294","-74.848999","POINT (-74.848999 41.5294)"
"Duane Lake","Schenectady","2020","C","2020-07-14T00:00:00.000","2020-09-15T00:00:00.000","4","42.7491","-74.112602","POINT (-74.112602 42.7491)"
"Big Fresh Pond","Suffolk","2020","C","2020-08-14T00:00:00.000","2020-08-14T00:00:00.000","1","40.922199","-72.4188","POINT (-72.4188 40.922199)"
"Wilcox Park Pond North","Dutchess","2020","C","2020-07-20T00:00:00.000","2020-07-20T00:00:00.000","1","41.952761","-73.725794","POINT (-73.725794 41.952761)"
"Turtle Pond","New York","2020","C","2020-07-17T00:00:00.000","2020-09-25T00:00:00.000","8","40.779301","-73.9674","POINT (-73.9674 40.779301)"
"Putnam Lake","Putnam","2020","C","2020-07-09T00:00:00.000","2020-09-26T00:00:00.000","6","41.4664","-73.539597","POINT (-73.539597 41.4664)"
"Hedges Lake","Washington","2020","C","2020-10-19T00:00:00.000","2020-10-19T00:00:00.000","1","43.107399","-73.382896","POINT (-73.382896 43.107399)"
"Lake Mac Gregor","Saratoga","2020","C","2020-09-24T00:00:00.000","2020-09-24T00:00:00.000","1","41.382702","-73.769716","POINT (-73.769716 41.38270200000001)"
"Wallkill River","Ulster","2020","C","2020-09-22T00:00:00.000","2020-09-22T00:00:00.000","3","-74.0473613","41.82719093","POINT (41.82719093 -74.0473613)"
"Chautauqua Lake","Chautauqua","2020","C","2020-06-16T00:00:00.000","2020-09-20T00:00:00.000","49","42.202801","-79.4385","POINT (-79.4385 42.202801)"
"Lake George","Warren, Washington, Essex","2020","C","2020-10-23T00:00:00.000","2020-11-15T00:00:00.000","4","43.6539","-73.498802","POINT (-73.498802 43.6539)"
"Barnum Pond","Franklin","2020","C","2020-09-21T00:00:00.000","2020-09-21T00:00:00.000","1","44.459999","-74.259499","POINT (-74.259499 44.459999)"
"Silver Lake","Wyoming","2020","C","2020-07-30T00:00:00.000","2020-08-12T00:00:00.000","2","42.687199","-78.034798","POINT (-78.034798 42.687199)"
"Cannonsville Reservoir","Delaware","2020","C","2020-07-31T00:00:00.000","2020-10-14T00:00:00.000","3","42.1063","-75.280998","POINT (-75.280998 42.1063)"
"Quaker Lake","Cattaraugus","2020","C","2020-08-06T00:00:00.000","2020-10-23T00:00:00.000","3","42.043301","-78.867798","POINT (-78.867798 42.043301)"
"Kissena Lake","Queens","2020","C","2020-08-06T00:00:00.000","2020-08-06T00:00:00.000","1","40.7481","-73.805496","POINT (-73.805496 40.7481)"
"Lake Tiorati","Orange","2020","C","2020-07-24T00:00:00.000","2020-08-24T00:00:00.000","3","41.2617","-74.087898","POINT (-74.087898 41.2617)"
"Basic Creek Reservoir","Albany","2020","C","2020-07-13T00:00:00.000","2020-09-16T00:00:00.000","3","42.481201","-74.013901","POINT (-74.013901 42.481201)"
"Chenango Lake","Chenango","2020","C","2020-10-22T00:00:00.000","2020-10-22T00:00:00.000","1","42.5826","-75.4412","POINT (-75.4412 42.5826)"
"Jamesville reservoir","Onondaga","2020","C","2020-08-06T00:00:00.000","2020-08-09T00:00:00.000","2","42.973999","-76.069099","POINT (-76.069099 42.973999)"
"Whitney Point Reservoir","Broome","2020","C","2020-07-18T00:00:00.000","2020-09-25T00:00:00.000","4","42.3661","-75.977203","POINT (-75.977203 42.3661)"
"Mountain Lake","Sullivan","2020","C","2020-10-04T00:00:00.000","2020-10-04T00:00:00.000","1","41.657101","-74.814796","POINT (-74.814796 41.657101)"
"Glen Lake","Warren","2020","C","2020-11-09T00:00:00.000","2020-11-09T00:00:00.000","1","43.363602","-73.673202","POINT (-73.673202 43.363602)"
"Washington Park Pond","Albany","2020","C","2020-09-15T00:00:00.000","2020-09-15T00:00:00.000","1","42.657101","-73.7733","POINT (-73.7733 42.657101)"
"Mariaville Lake","Schenectady","2020","C","2020-08-13T00:00:00.000","2020-09-03T00:00:00.000","2","42.833698","-74.1119","POINT (-74.1119 42.833698)"
"Otisco Lake","Onondaga","2020","C","2020-07-11T00:00:00.000","2020-11-08T00:00:00.000","3","42.8591","-76.279404","POINT (-76.279404 42.8591)"
"Brooks Lake","Richmond","2020","C","2020-08-18T00:00:00.000","2020-08-18T00:00:00.000","1","40.624401","-74.1203","POINT (-74.1203 40.624401000000006)"
"Red House Lake","Cattaraugus","2020","C","2020-08-04T00:00:00.000","2020-08-04T00:00:00.000","1","42.102798","-78.744598","POINT (-78.744598 42.102798)"
"Muskellunge Lake","Jefferson","2020","C","2020-09-22T00:00:00.000","2020-09-22T00:00:00.000","1","44.300499","-75.689003","POINT (-75.689003 44.300499)"
"Rockland Lake","Rockland","2020","C","2020-04-09T00:00:00.000","2020-05-04T00:00:00.000","2","41.138599","-73.922798","POINT (-73.922798 41.138599)"
"Schroon Lake","Warren, Essex","2020","C","2020-09-21T00:00:00.000","2020-09-21T00:00:00.000","1","43.774799","-73.778","POINT (-73.778 43.774799)"
"Lake Como","Cayuga","2020","C","2020-09-23T00:00:00.000","2020-09-28T00:00:00.000","2","42.6772","-76.302498","POINT (-76.302498 42.6772)"
"Tully Lake","Cortland","2020","C","2020-08-05T00:00:00.000","2020-09-20T00:00:00.000","2","42.776401","-76.1352","POINT (-76.1352 42.77640100000001)"
"Cross Lake","Cayuga, Onondaga","2020","C","2020-07-24T00:00:00.000","2020-07-27T00:00:00.000","2","43.111","-76.4692","POINT (-76.4692 43.111)"
"Croton Falls Reservoir","Putnam","2020","C","2020-08-18T00:00:00.000","2020-08-18T00:00:00.000","1","41.378101","-73.654701","POINT (-73.654701 41.378101)"
"Little Pond","Dutchess","2020","C","2020-09-26T00:00:00.000","2020-09-26T00:00:00.000","1","41.561901","-73.651497","POINT (-73.651497 41.561901)"
"Old Town Pond","Suffolk","2020","C","2020-07-01T00:00:00.000","2020-08-26T00:00:00.000","10","40.8778","-72.3722","POINT (-72.3722 40.8778)"
"Turtle Pond","Oneida","2020","C","2020-08-06T00:00:00.000","2020-08-06T00:00:00.000","1","43.28994","-75.417986","POINT (-75.417986 43.28994)"
"Waneta Lake","Schuyler","2020","C","2020-08-07T00:00:00.000","2020-08-07T00:00:00.000","1","42.4445","-77.101799","POINT (-77.101799 42.4445)"
"Kirk Lake","Putnam","2020","C","2020-11-20T00:00:00.000","2020-11-20T00:00:00.000","1","41.385601","-73.749802","POINT (-73.749802 41.385601)"
"Pleasure Lake","Sullivan","2020","C","2020-06-09T00:00:00.000","2020-07-26T00:00:00.000","2","41.696098","-74.627998","POINT (-74.627998 41.696098)"
"Catherine Creek Wildlife Management Area","Schuyler","2020","C","2020-09-27T00:00:00.000","2020-10-01T00:00:00.000","2","42.3581432","-76.84194358","POINT (-76.84194358 42.3581432)"
"Indian Pond","Bronx","2020","C","2020-06-08T00:00:00.000","2020-10-06T00:00:00.000","4","40.838299","-73.894096","POINT (-73.894096 40.838299)"
"Lebanon Reservoir","Madison","2020","C","2020-09-03T00:00:00.000","2020-09-03T00:00:00.000","1","42.802898","-75.606903","POINT (-75.60690300000002 42.802898)"
"Maratooka Lake","Suffolk","2020","C","2020-06-29T00:00:00.000","2020-08-24T00:00:00.000","7","40.993099","-72.524002","POINT (-72.52400200000001 40.993099)"
"Unnamed Water","Oswego","2020","C","2020-08-20T00:00:00.000","2020-08-20T00:00:00.000","1","43.3293","-76.054199","POINT (-76.054199 43.3293)"
"The Lake in Central Park","New York","2020","C","2020-07-06T00:00:00.000","2020-10-14T00:00:00.000","14","40.776501","-73.972603","POINT (-73.972603 40.776501)"
"Seewackamano Lake","Ulster","2020","C","2020-08-10T00:00:00.000","2020-08-10T00:00:00.000","1","41.996201","-74.231003","POINT (-74.231003 41.996201)"
"Conewango River","Chautauqua","2020","C","2020-09-21T00:00:00.000","2020-09-21T00:00:00.000","1","42.05263","-79.17541","POINT (-79.17541 42.05263)"
"Hyde Park Lake","Niagara","2020","C","2020-07-23T00:00:00.000","2020-09-22T00:00:00.000","3","43.100662","-79.022324","POINT (-79.022324 43.100662)"
"Lake Mohegan","Westchester","2020","C","2020-07-06T00:00:00.000","2020-09-28T00:00:00.000","2","41.313999","-73.848801","POINT (-73.848801 41.313999)"
"Loon Lake","Steuben","2020","C","2020-06-22T00:00:00.000","2020-09-08T00:00:00.000","3","42.492599","-77.566902","POINT (-77.566902 42.492599)"
"Thunder Lake","Chenango","2020","C","2020-07-18T00:00:00.000","2020-09-08T00:00:00.000","8","42.269001","-75.727997","POINT (-75.727997 42.269001)"
"Bear Gulch Pond","Schoharie","2020","C","2020-10-06T00:00:00.000","2020-10-06T00:00:00.000","1","42.5919","-74.594803","POINT (-74.594803 42.5919)"
"Truesdale Lake","Westchester","2020","C","2020-09-24T00:00:00.000","2020-10-09T00:00:00.000","2","41.2817","-73.553398","POINT (-73.553398 41.2817)"
"Fresh Pond Salonga","Suffolk","2020","C","2020-06-07T00:00:00.000","2020-07-02T00:00:00.000","2","40.921398","-73.296303","POINT (-73.296303 40.921398)"
"North Sandy Pond","Oswego","2020","C","2020-08-29T00:00:00.000","2020-08-29T00:00:00.000","1","43.6535","-76.176002","POINT (-76.176002 43.65350000000001)"
"Herrlich Pond","Putnam","2020","C","2020-08-17T00:00:00.000","2020-08-17T00:00:00.000","1","41.473701","-73.632797","POINT (-73.63279700000001 41.473701)"
"Cayuga Lake","Cayuga, Tompkins, Seneca","2020","C","2020-07-04T00:00:00.000","2020-10-09T00:00:00.000","94","42.688301","-76.702103","POINT (-76.702103 42.688301)"
"Lake Clear","Franklin","2020","C","2020-08-15T00:00:00.000","2020-08-15T00:00:00.000","2","44.369202","-74.252296","POINT (-74.252296 44.369202)"
"Unnamed Water","Saratoga","2020","C","2020-09-06T00:00:00.000","2020-09-06T00:00:00.000","1","42.948502","-73.648804","POINT (-73.648804 42.948502)"
"Roth Pond","Suffolk","2020","C","2020-07-02T00:00:00.000","2020-07-02T00:00:00.000","1","40.911804","-73.123789","POINT (-73.123789 40.911804)"
"The Pond in Central Park","New York","2020","C","2020-08-28T00:00:00.000","2020-08-28T00:00:00.000","1","40.765999","-73.974098","POINT (-73.974098 40.765999)"
"Little Pond","Delaware","2020","C","2020-09-25T00:00:00.000","2020-09-25T00:00:00.000","1","42.039799","-74.7472","POINT (-74.7472 42.039799)"
"Conesus Lake","Livingston","2020","C","2020-06-29T00:00:00.000","2020-06-29T00:00:00.000","3","42.752201","-77.718697","POINT (-77.71869700000002 42.752201)"
"Montgomery Lake","Sullivan","2020","C","2020-07-26T00:00:00.000","2020-08-23T00:00:00.000","3","41.525299","-74.917297","POINT (-74.917297 41.525299)"
"Launt Pond","Delaware","2020","C","2020-07-19T00:00:00.000","2020-07-25T00:00:00.000","2","42.119999","-75.071503","POINT (-75.071503 42.119999)"
"Port Bay","Wayne","2020","C","2020-07-31T00:00:00.000","2020-08-11T00:00:00.000","20","43.2976","-76.8321","POINT (-76.8321 43.2976)"
"Greenwood Lake","Orange","2020","C","2020-05-30T00:00:00.000","2020-05-30T00:00:00.000","1","41.1898","-74.319603","POINT (-74.319603 41.1898)"
"Whey Pond","Franklin","2020","C","2020-08-28T00:00:00.000","2020-08-28T00:00:00.000","1","44.3078","-74.392403","POINT (-74.392403 44.3078)"
"Millpond","Wayne","2020","C","2020-08-19T00:00:00.000","2020-08-19T00:00:00.000","1","43.169701","-76.7658","POINT (-76.7658 43.169701)"
"Laurel Lake","Suffolk","2020","C","2020-07-17T00:00:00.000","2020-07-25T00:00:00.000","2","40.978901","-72.557503","POINT (-72.557503 40.978901)"
"Guymard Lake","Orange","2020","C","2020-07-23T00:00:00.000","2020-07-23T00:00:00.000","1","41.428398","-74.6008","POINT (-74.6008 41.428398)"
"Mecox Bay","Suffolk","2020","C","2020-09-02T00:00:00.000","2020-09-02T00:00:00.000","3","40.901298","-72.333397","POINT (-72.333397 40.901298)"
"Vosburg Pond","Rensselaer","2020","C","2020-07-13T00:00:00.000","2020-10-22T00:00:00.000","3","42.656898","-73.5606","POINT (-73.5606 42.656898)"
"Silver Lake Reservoir","Richmond","2020","C","2020-07-16T00:00:00.000","2020-07-16T00:00:00.000","1","40.626202","-74.096497","POINT (-74.096497 40.626202)"
"Unnamed Pond Georgetown","Madison","2020","C","2020-08-01T00:00:00.000","2020-08-01T00:00:00.000","1","42.80026","-75.696597","POINT (-75.696597 42.80026)"
"Owasco Lake","Cayuga","2020","C","2020-07-24T00:00:00.000","2020-10-05T00:00:00.000","70","42.873798","-76.528198","POINT (-76.528198 42.873798)"
"Findley Lake","Chautauqua","2020","C","2020-08-31T00:00:00.000","2020-08-31T00:00:00.000","1","42.101898","-79.726196","POINT (-79.726196 42.101898)"
"Smith Pond","Steuben","2020","C","2020-08-23T00:00:00.000","2020-08-23T00:00:00.000","1","42.388802","-77.474403","POINT (-77.474403 42.388802)"
"Bradley Brook Reservoir","Madison","2020","C","2020-09-10T00:00:00.000","2020-09-10T00:00:00.000","1","42.834","-75.662201","POINT (-75.662201 42.834)"
