"tax_year","credit_type","place_of_residence","county","notes","number_of_claims_one_qualifying_person","credit_amount_claimed_one_qualifying_person_000","average_credit_one_qualifying_person","place_of_residence_sort_order"
"2009","NYS CDCC","Dutchess","Dutchess",,"4561","1232","270","19"
"2009","NYS CDCC","Erie","Erie",,"11748","3506","298","20"
"2009","NYS CDCC","Essex","Essex","d/","359","83","231","21"
"2009","NYS CDCC","Franklin","Franklin",,"505","173","342","22"
"2009","NYS CDCC","Fulton","Fulton",,"498","163","327","23"
"2009","NYS CDCC","Genesee","Genesee",,"590","140","237","24"
"2009","NYS CDCC","Greene","Greene",,"397","101","254","25"
"2009","NYS CDCC","Hamilton","Hamilton","d/",,,"286","26"
"2009","NYS CDCC","Herkimer","Herkimer",,"608","191","313","27"
"2009","NYS CDCC","Jefferson","Jefferson",,"1121","312","278","28"
"2009","NYS CDCC","Lewis","Lewis",,"180","33","186","29"
"2009","NYS CDCC","Livingston","Livingston",,"583","150","258","30"
"2009","NYS CDCC","Madison","Madison",,"648","179","276","31"
"2009","NYS CDCC","Monroe","Monroe",,"9646","3090","320","32"
"2009","NYS CDCC","Montgomery","Montgomery",,"536","201","376","33"
"2009","NYS CDCC","Nassau","Nassau",,"24362","7935","326","34"
"2009","NYS CDCC","Niagara","Niagara",,"2554","699","274","35"
"2009","NYS CDCC","Oneida","Oneida",,"2470","818","331","36"
"2009","NYS CDCC","Onondaga","Onondaga",,"6542","2119","324","37"
"2009","NYS CDCC","Ontario","Ontario",,"1269","318","250","38"
"2009","NYS CDCC","Orange","Orange",,"6306","1970","312","39"
"2009","NYS CDCC","Orleans","Orleans",,"325","101","311","40"
"2009","NYS CDCC","Oswego","Oswego",,"1041","297","285","41"
"2009","NYS CDCC","Otsego","Otsego",,"626","156","250","42"
"2009","NYS CDCC","Putnam","Putnam",,"1604","363","226","43"
"2009","NYS CDCC","Rensselaer","Rensselaer",,"2700","746","276","44"
"2009","NYS CDCC","Rockland","Rockland",,"5344","1816","340","45"
"2009","NYS CDCC","St. Lawrence","St. Lawrence",,"761","209","275","46"
"2009","NYS CDCC","Saratoga","Saratoga",,"3058","663","217","47"
"2009","NYS CDCC","Schenectady","Schenectady",,"2396","804","336","48"
"2009","NYS CDCC","Schoharie","Schoharie",,"254","66","261","49"
"2009","NYS CDCC","Schuyler","Schuyler","d/","191","47","247","50"
"2009","NYS CDCC","Seneca","Seneca",,"319","100","315","51"
"2009","NYS CDCC","Steuben","Steuben",,"985","278","283","52"
"2009","NYS CDCC","Suffolk","Suffolk",,"25462","8640","339","53"
"2009","NYS CDCC","Sullivan","Sullivan",,"1051","374","356","54"
"2009","NYS CDCC","Tioga","Tioga",,"554","136","246","55"
"2009","NYS CDCC","Tompkins","Tompkins",,"1250","281","225","56"
"2009","NYS CDCC","Ulster","Ulster",,"2335","660","283","57"
"2009","NYS CDCC","Warren","Warren",,"723","197","272","58"
"2009","NYS CDCC","Washington","Washington",,"525","163","311","59"
"2009","NYS CDCC","Wayne","Wayne",,"1088","308","283","60"
"2009","NYS CDCC","Westchester","Westchester",,"17873","6466","362","61"
"2009","NYS CDCC","Wyoming","Wyoming",,"405","87","215","62"
"2009","NYS CDCC","Yates","Yates","d/","185","55","297","63"
"2009","NYS CDCC","NYS Unclassified +","All","d/",,,"47","65"
"2009","NYS CDCC","All Other +","Not Applicable",,"29309","3318","113","66"
"2009","NYS CDCC","Total Full-Year Residents","All",,"336465","145616","433","67"
"2009","NYS CDCC","Total Part-Year Residents","Not Applicable",,"3940","572","145","68"
"2009","NYS CDCC","Total Full-Year Nonresidents","Not Applicable",,"27109","2956","109","69"
"2009","NYS CDCC","Grand Total","Grand Total",,"367514","149143","406","70"
"2008","NYS CDCC","New York City - Manhattan","Manhattan",,"28204","15694","556","1"
"2008","NYS CDCC","New York City - Bronx","Bronx",,"51038","34403","674","2"
"2008","NYS CDCC","New York City - Richmond","Richmond",,"7876","2994","380","3"
"2008","NYS CDCC","New York City - Kings","Kings",,"64397","38283","594","4"
"2008","NYS CDCC","New York City - Queens","Queens",,"44818","24616","549","5"
"2008","NYS CDCC","Total, New York City","Total, New York City",,"196333","115991","591","6"
"2008","NYS CDCC","Albany","Albany",,"4948","1758","355","7"
"2008","NYS CDCC","Allegany","Allegany",,"320","89","280","8"
"2008","NYS CDCC","Broome","Broome",,"2068","601","291","9"
"2008","NYS CDCC","Cattaraugus","Cattaraugus",,"712","195","273","10"
"2008","NYS CDCC","Cayuga","Cayuga",,"792","226","285","11"
"2008","NYS CDCC","Chautauqua","Chautauqua",,"1009","281","279","12"
"2008","NYS CDCC","Chemung","Chemung",,"910","261","286","13"
"2008","NYS CDCC","Chenango","Chenango",,"517","147","285","14"
"2008","NYS CDCC","Clinton","Clinton",,"1004","277","276","15"
"2008","NYS CDCC","Columbia","Columbia",,"691","183","264","16"
"2008","NYS CDCC","Cortland","Cortland",,"620","190","307","17"
"2008","NYS CDCC","Delaware","Delaware",,"357","118","331","18"
"2008","NYS CDCC","Dutchess","Dutchess",,"4564","1306","286","19"
"2008","NYS CDCC","Erie","Erie",,"12261","4044","330","20"
"2008","NYS CDCC","Essex","Essex",,"345","94","272","21"
"2008","NYS CDCC","Franklin","Franklin",,"484","163","337","22"
"2008","NYS CDCC","Fulton","Fulton",,"519","181","349","23"
"2008","NYS CDCC","Genesee","Genesee",,"591","143","242","24"
"2008","NYS CDCC","Greene","Greene",,"414","113","272","25"
"2008","NYS CDCC","Hamilton","Hamilton","d/",,,"292","26"
"2008","NYS CDCC","Herkimer","Herkimer",,"623","205","330","27"
"2008","NYS CDCC","Jefferson","Jefferson",,"1119","335","299","28"
"2008","NYS CDCC","Lewis","Lewis",,"194","41","211","29"
"2008","NYS CDCC","Livingston","Livingston",,"578","159","274","30"
"2008","NYS CDCC","Madison","Madison",,"645","192","297","31"
"2008","NYS CDCC","Monroe","Monroe",,"9763","3415","350","32"
"2008","NYS CDCC","Montgomery","Montgomery",,"620","250","403","33"
"2008","NYS CDCC","Nassau","Nassau",,"24828","9075","366","34"
"2008","NYS CDCC","Niagara","Niagara",,"2643","764","289","35"
"2008","NYS CDCC","Oneida","Oneida",,"2577","968","376","36"
"2008","NYS CDCC","Onondaga","Onondaga",,"6818","2460","361","37"
"2008","NYS CDCC","Ontario","Ontario",,"1260","333","264","38"
"2008","NYS CDCC","Orange","Orange",,"6792","2475","364","39"
"2008","NYS CDCC","Orleans","Orleans",,"335","119","356","40"
"2008","NYS CDCC","Oswego","Oswego",,"1032","317","307","41"
"2008","NYS CDCC","Otsego","Otsego",,"606","165","272","42"
"2008","NYS CDCC","Putnam","Putnam",,"1624","360","222","43"
"2008","NYS CDCC","Rensselaer","Rensselaer",,"2721","861","317","44"
"2008","NYS CDCC","Rockland","Rockland",,"5440","1987","365","45"
"2008","NYS CDCC","St. Lawrence","St. Lawrence",,"740","205","277","46"
"2008","NYS CDCC","Saratoga","Saratoga",,"3038","700","230","47"
"2008","NYS CDCC","Schenectady","Schenectady",,"2400","848","353","48"
"2008","NYS CDCC","Schoharie","Schoharie","d/","270","83","306","49"
"2008","NYS CDCC","Schuyler","Schuyler",,"182","48","266","50"
"2008","NYS CDCC","Seneca","Seneca",,"337","115","340","51"
"2008","NYS CDCC","Steuben","Steuben",,"1044","307","294","52"
"2008","NYS CDCC","Suffolk","Suffolk",,"27232","10338","380","53"
"2008","NYS CDCC","Sullivan","Sullivan",,"1067","420","394","54"
"2008","NYS CDCC","Tioga","Tioga",,"571","144","252","55"
"2008","NYS CDCC","Tompkins","Tompkins",,"1289","312","242","56"
"2008","NYS CDCC","Ulster","Ulster",,"2391","736","308","57"
"2008","NYS CDCC","Warren","Warren",,"737","213","289","58"
"2008","NYS CDCC","Washington","Washington",,"536","175","326","59"
"2008","NYS CDCC","Wayne","Wayne",,"1058","309","292","60"
"2008","NYS CDCC","Westchester","Westchester",,"18595","7384","397","61"
"2008","NYS CDCC","Wyoming","Wyoming",,"412","98","239","62"
"2008","NYS CDCC","Yates","Yates","d/","174","55","318","63"
"2008","NYS CDCC","NYS Unclassified +","All","d/",,,"66","65"
"2008","NYS CDCC","All Other +","Not Applicable",,"29519","3293","112","66"
"2008","NYS CDCC","Total Full-Year Residents","All",,"359453","173015","481","67"
"2008","NYS CDCC","Total Part-Year Residents","Not Applicable",,"4672","679","145","68"
"2008","NYS CDCC","Total Full-Year Nonresidents","Not Applicable",,"27197","2941","108","69"
"2008","NYS CDCC","Grand Total","Grand Total",,"391322","176634","451","70"
"2007","NYS CDCC","New York City - Manhattan","Manhattan",,"36009","21752","604","1"
"2007","NYS CDCC","New York City - Bronx","Bronx",,"53946","37981","704","2"
"2007","NYS CDCC","New York City - Richmond","Richmond",,"8195","3377","412","3"
"2007","NYS CDCC","New York City - Kings","Kings",,"67585","41829","619","4"
"2007","NYS CDCC","New York City - Queens","Queens",,"44620","25391","569","5"
"2007","NYS CDCC","Total, New York City","Total, New York City",,"210355","130329","620","6"
"2007","NYS CDCC","Albany","Albany",,"5300","1886","356","7"
"2007","NYS CDCC","Allegany","Allegany",,"309","83","269","8"
"2007","NYS CDCC","Broome","Broome",,"2216","666","301","9"
"2007","NYS CDCC","Cattaraugus","Cattaraugus",,"699","204","292","10"
"2007","NYS CDCC","Cayuga","Cayuga",,"881","251","285","11"
"2007","NYS CDCC","Chautauqua","Chautauqua",,"1070","288","269","12"
"2007","NYS CDCC","Chemung","Chemung",,"914","245","268","13"
"2007","NYS CDCC","Chenango","Chenango",,"547","159","291","14"
"2007","NYS CDCC","Clinton","Clinton",,"992","260","262","15"
"2007","NYS CDCC","Columbia","Columbia",,"646","173","268","16"
"2007","NYS CDCC","Cortland","Cortland",,"651","209","321","17"
"2007","NYS CDCC","Delaware","Delaware",,"392","124","316","18"
"2007","NYS CDCC","Dutchess","Dutchess",,"4724","1392","295","19"
"2007","NYS CDCC","Erie","Erie",,"12955","4270","330","20"
"2007","NYS CDCC","Essex","Essex",,"364","102","280","21"
"2007","NYS CDCC","Franklin","Franklin",,"488","163","335","22"
"2007","NYS CDCC","Fulton","Fulton",,"603","195","324","23"
"2007","NYS CDCC","Genesee","Genesee",,"616","164","267","24"
"2007","NYS CDCC","Greene","Greene",,"397","107","269","25"
"2007","NYS CDCC","Hamilton","Hamilton","d/","16","7","465","26"
"2007","NYS CDCC","Herkimer","Herkimer",,"594","189","317","27"
"2007","NYS CDCC","Jefferson","Jefferson",,"1146","336","293","28"
"2007","NYS CDCC","Lewis","Lewis",,"201","46","229","29"
"2007","NYS CDCC","Livingston","Livingston",,"653","167","256","30"
"2007","NYS CDCC","Madison","Madison",,"760","214","282","31"
"2007","NYS CDCC","Monroe","Monroe",,"10123","3542","350","32"
"2007","NYS CDCC","Montgomery","Montgomery",,"548","224","409","33"
"2007","NYS CDCC","Nassau","Nassau",,"25181","9450","375","34"
"2007","NYS CDCC","Niagara","Niagara",,"2755","822","299","35"
"2007","NYS CDCC","Oneida","Oneida",,"2575","926","360","36"
"2007","NYS CDCC","Onondaga","Onondaga",,"6924","2462","356","37"
"2007","NYS CDCC","Ontario","Ontario",,"1269","334","263","38"
"2007","NYS CDCC","Orange","Orange",,"7164","2774","387","39"
"2007","NYS CDCC","Orleans","Orleans",,"349","107","307","40"
"2007","NYS CDCC","Oswego","Oswego",,"1110","319","287","41"
"2007","NYS CDCC","Otsego","Otsego",,"643","167","260","42"
"2007","NYS CDCC","Putnam","Putnam",,"1753","372","212","43"
"2007","NYS CDCC","Rensselaer","Rensselaer",,"2811","886","315","44"
"2007","NYS CDCC","Rockland","Rockland",,"5488","2027","369","45"
"2007","NYS CDCC","St. Lawrence","St. Lawrence",,"754","211","280","46"
"2007","NYS CDCC","Saratoga","Saratoga",,"3068","706","230","47"
"2007","NYS CDCC","Schenectady","Schenectady",,"2428","869","358","48"
"2007","NYS CDCC","Schoharie","Schoharie","d/","293","81","275","49"
"2007","NYS CDCC","Schuyler","Schuyler","d/","192","55","288","50"
"2007","NYS CDCC","Seneca","Seneca",,"342","116","340","51"
"2007","NYS CDCC","Steuben","Steuben",,"1120","316","282","52"
"2007","NYS CDCC","Suffolk","Suffolk",,"27422","10586","386","53"
"2007","NYS CDCC","Sullivan","Sullivan",,"1036","396","382","54"
"2007","NYS CDCC","Tioga","Tioga",,"586","137","234","55"
"2007","NYS CDCC","Tompkins","Tompkins",,"1289","326","253","56"
"2007","NYS CDCC","Ulster","Ulster",,"2394","748","313","57"
"2007","NYS CDCC","Warren","Warren",,"730","216","295","58"
"2007","NYS CDCC","Washington","Washington",,"551","172","312","59"
"2007","NYS CDCC","Wayne","Wayne",,"1152","330","286","60"
"2007","NYS CDCC","Westchester","Westchester",,"18847","7895","419","61"
"2007","NYS CDCC","Wyoming","Wyoming",,"426","101","238","62"
"2007","NYS CDCC","Yates","Yates",,"191","59","309","63"
"2007","NYS CDCC","NYS Unclassified +","All","d/","45","9","205","65"
"2007","NYS CDCC","All Other +","Not Applicable",,"28492","3258","114","66"
"2007","NYS CDCC","Total Full-Year Residents","All",,"376497","189477","503","67"
"2007","NYS CDCC","Total Part-Year Residents","Not Applicable",,"5434","821","151","68"
"2007","NYS CDCC","Total Full-Year Nonresidents","Not Applicable",,"26609","2932","110","69"
"2007","NYS CDCC","Grand Total","Grand Total",,"408540","193229","473","70"
"2006","NYS CDCC","New York City - Manhattan","Manhattan",,"37729","24449","648","1"
"2006","NYS CDCC","New York City - Bronx","Bronx",,"54732","40354","737","2"
"2006","NYS CDCC","New York City - Richmond","Richmond",,"8054","3412","424","3"
"2006","NYS CDCC","New York City - Kings","Kings",,"67570","43940","650","4"
"2006","NYS CDCC","New York City - Queens","Queens",,"43840","26013","593","5"
"2006","NYS CDCC","Total, New York City","Total, New York City",,"211925","138167","652","6"
"2006","NYS CDCC","Albany","Albany",,"5245","2009","383","7"
"2006","NYS CDCC","Allegany","Allegany",,"303","79","261","8"
"2006","NYS CDCC","Broome","Broome",,"2090","659","315","9"
"2006","NYS CDCC","Cattaraugus","Cattaraugus",,"758","227","299","10"
"2006","NYS CDCC","Cayuga","Cayuga",,"906","276","305","11"
"2006","NYS CDCC","Chautauqua","Chautauqua",,"1061","285","268","12"
"2006","NYS CDCC","Chemung","Chemung",,"939","257","274","13"
"2006","NYS CDCC","Chenango","Chenango",,"552","160","291","14"
"2006","NYS CDCC","Clinton","Clinton",,"975","269","276","15"
"2006","NYS CDCC","Columbia","Columbia",,"693","193","278","16"
"2006","NYS CDCC","Cortland","Cortland",,"673","208","309","17"
"2006","NYS CDCC","Delaware","Delaware",,"388","123","317","18"
"2006","NYS CDCC","Dutchess","Dutchess",,"4622","1415","306","19"
"2006","NYS CDCC","Erie","Erie",,"13000","4470","344","20"
"2006","NYS CDCC","Essex","Essex","d/","356","110","309","21"
"2006","NYS CDCC","Franklin","Franklin",,"489","168","343","22"
"2006","NYS CDCC","Fulton","Fulton",,"624","207","332","23"
"2006","NYS CDCC","Genesee","Genesee",,"622","164","264","24"
"2006","NYS CDCC","Greene","Greene",,"379","102","270","25"
"2006","NYS CDCC","Hamilton","Hamilton","d/","18","7","397","26"
"2006","NYS CDCC","Herkimer","Herkimer",,"585","205","350","27"
"2006","NYS CDCC","Jefferson","Jefferson",,"1139","322","283","28"
"2006","NYS CDCC","Lewis","Lewis","d/","193","51","265","29"
"2006","NYS CDCC","Livingston","Livingston",,"604","146","242","30"
"2006","NYS CDCC","Madison","Madison",,"713","204","285","31"
"2006","NYS CDCC","Monroe","Monroe",,"10052","3635","362","32"
"2006","NYS CDCC","Montgomery","Montgomery",,"586","251","428","33"
"2006","NYS CDCC","Nassau","Nassau",,"25242","10161","403","34"
