"tax_year","credit_type","place_of_residence","county","notes","number_of_claims_one_qualifying_person","credit_amount_claimed_one_qualifying_person_000","average_credit_one_qualifying_person","place_of_residence_sort_order"
"2019","NYS CDCC","Total, New York City","Total, New York City",,"122235","51097.922","418.03","6"
"2019","NYS CDCC","Albany","Albany",,"4124","1330.336","322.58","7"
"2019","NYS CDCC","Allegany","Allegany",,"242","73.860","305.21","8"
"2019","NYS CDCC","Broome","Broome",,"1456","485.077","333.16","9"
"2019","NYS CDCC","Cattaraugus","Cattaraugus",,"518","162.741","314.17","10"
"2019","NYS CDCC","Cayuga","Cayuga",,"537","173.090","322.33","11"
"2019","NYS CDCC","Chautauqua","Chautauqua",,"827","244.000","295.04","12"
"2019","NYS CDCC","Chemung","Chemung",,"741","231.713","312.70","13"
"2019","NYS CDCC","Chenango","Chenango",,"418","124.335","297.45","14"
"2019","NYS CDCC","Clinton","Clinton",,"787","268.530","341.21","15"
"2019","NYS CDCC","Columbia","Columbia",,"468","148.966","318.30","16"
"2019","NYS CDCC","Cortland","Cortland",,"487","165.677","340.20","17"
"2019","NYS CDCC","Delaware","Delaware",,"264","86.693","328.38","18"
"2019","NYS CDCC","Dutchess","Dutchess",,"3825","1249.546","326.68","19"
"2019","NYS CDCC","Erie","Erie",,"9569","3048.221","318.55","20"
"2019","NYS CDCC","Essex","Essex","d/","281","98.982","352.25","21"
"2019","NYS CDCC","Franklin","Franklin",,"361","135.823","376.24","22"
"2019","NYS CDCC","Fulton","Fulton",,"388","142.413","367.04","23"
"2019","NYS CDCC","Genesee","Genesee",,"480","162.786","339.14","24"
"2019","NYS CDCC","Greene","Greene",,"330","108.062","327.46","25"
"2019","NYS CDCC","Hamilton","Hamilton","d/","31","10.936","352.77","26"
"2019","NYS CDCC","Herkimer","Herkimer",,"404","145.104","359.17","27"
"2019","NYS CDCC","Jefferson","Jefferson",,"839","295.160","351.80","28"
"2019","NYS CDCC","Lewis","Lewis","d/","145","41.043","283.06","29"
"2019","NYS CDCC","Livingston","Livingston",,"450","154.106","342.46","30"
"2019","NYS CDCC","Madison","Madison",,"497","164.107","330.20","31"
"2019","NYS CDCC","Monroe","Monroe",,"8550","2952.327","345.30","32"
"2019","NYS CDCC","Montgomery","Montgomery",,"408","147.009","360.32","33"
"2019","NYS CDCC","Nassau","Nassau",,"21584","6454.201","299.03","34"
"2019","NYS CDCC","Niagara","Niagara",,"1995","630.837","316.21","35"
"2019","NYS CDCC","Oneida","Oneida",,"1837","668.102","363.69","36"
"2019","NYS CDCC","Onondaga","Onondaga",,"5304","1760.704","331.96","37"
"2019","NYS CDCC","Ontario","Ontario",,"1116","360.348","322.89","38"
"2019","NYS CDCC","Orange","Orange",,"5285","1788.489","338.41","39"
"2019","NYS CDCC","Orleans","Orleans",,"261","105.177","402.98","40"
"2019","NYS CDCC","Oswego","Oswego",,"859","285.922","332.85","41"
"2019","NYS CDCC","Otsego","Otsego",,"489","148.049","302.76","42"
"2019","NYS CDCC","Putnam","Putnam",,"1475","394.758","267.63","43"
"2019","NYS CDCC","Rensselaer","Rensselaer",,"2070","654.736","316.30","44"
"2019","NYS CDCC","Rockland","Rockland",,"4505","1549.246","343.89","45"
"2019","NYS CDCC","St. Lawrence","St. Lawrence",,"665","215.982","324.78","46"
"2019","NYS CDCC","Saratoga","Saratoga",,"2871","817.002","284.57","47"
"2019","NYS CDCC","Schenectady","Schenectady",,"2002","688.228","343.77","48"
"2019","NYS CDCC","Schoharie","Schoharie",,"232","72.093","310.75","49"
"2019","NYS CDCC","Schuyler","Schuyler","d/","117","37.760","322.74","50"
"2019","NYS CDCC","Seneca","Seneca",,"240","87.162","363.18","51"
"2019","NYS CDCC","Steuben","Steuben",,"802","251.292","313.33","52"
"2019","NYS CDCC","Suffolk","Suffolk",,"19730","6253.788","316.97","53"
"2019","NYS CDCC","Sullivan","Sullivan",,"717","232.636","324.46","54"
"2019","NYS CDCC","Tioga","Tioga",,"371","118.489","319.38","55"
"2019","NYS CDCC","Tompkins","Tompkins",,"985","261.465","265.45","56"
"2019","NYS CDCC","Ulster","Ulster",,"2071","698.864","337.45","57"
"2019","NYS CDCC","Warren","Warren",,"566","193.077","341.13","58"
"2019","NYS CDCC","Washington","Washington",,"461","161.440","350.20","59"
"2019","NYS CDCC","Wayne","Wayne",,"718","248.816","346.54","60"
"2019","NYS CDCC","Westchester","Westchester",,"15491","4923.691","317.84","61"
"2019","NYS CDCC","Wyoming","Wyoming",,"281","77.256","274.93","62"
"2019","NYS CDCC","Yates","Yates","d/","156","53.494","342.91","63"
"2019","NYS CDCC","NYS Unclassified +","All","d/","237","46.166","194.79","65"
"2019","NYS CDCC","All Other +","Not Applicable",,"36196","4950.005","136.76","66"
"2019","NYS CDCC","Full-Year Resident","All",,"252941","93213.302","368.52","67"
"2019","NYS CDCC","Part-Year Resident","Not Applicable",,"5330","1129.526","211.92","68"
"2019","NYS CDCC","Full-Year Nonresident","Not Applicable",,"33080","4295.012","129.84","69"
"2019","NYS CDCC","Grand Total","Grand Total",,"291351","98637.840","338.55","70"
"2018","NYS CDCC","New York City - Bronx","Bronx",,"29831","16050","538","1"
"2018","NYS CDCC","New York City - Kings","Kings",,"44222","20104","455","2"
"2018","NYS CDCC","New York City - Manhattan","Manhattan",,"20843","7748","372","3"
"2018","NYS CDCC","New York City - Queens","Queens",,"32006","14396","450","4"
"2018","NYS CDCC","New York City - Richmond","Richmond",,"6295","2279","362","5"
"2018","NYS CDCC","Total, New York City","Total, New York City",,"133197","60578","455","6"
"2018","NYS CDCC","Albany","Albany",,"4489","1556","347","7"
"2018","NYS CDCC","Allegany","Allegany",,"236","82","346","8"
"2018","NYS CDCC","Broome","Broome",,"1571","556","354","9"
"2018","NYS CDCC","Cattaraugus","Cattaraugus",,"537","171","318","10"
"2018","NYS CDCC","Cayuga","Cayuga",,"576","188","327","11"
"2018","NYS CDCC","Chautauqua","Chautauqua",,"905","303","334","12"
"2018","NYS CDCC","Chemung","Chemung",,"746","246","330","13"
"2018","NYS CDCC","Chenango","Chenango",,"414","133","322","14"
"2018","NYS CDCC","Clinton","Clinton",,"842","313","372","15"
"2018","NYS CDCC","Columbia","Columbia",,"516","170","330","16"
"2018","NYS CDCC","Cortland","Cortland",,"512","188","368","17"
"2018","NYS CDCC","Delaware","Delaware","d/","283","92","325","18"
"2018","NYS CDCC","Dutchess","Dutchess",,"3944","1320","335","19"
"2018","NYS CDCC","Erie","Erie",,"10212","3435","336","20"
"2018","NYS CDCC","Essex","Essex",,"302","114","377","21"
"2018","NYS CDCC","Franklin","Franklin",,"429","156","363","22"
"2018","NYS CDCC","Fulton","Fulton",,"415","161","388","23"
"2018","NYS CDCC","Genesee","Genesee",,"522","177","339","24"
"2018","NYS CDCC","Greene","Greene",,"321","112","348","25"
"2018","NYS CDCC","Hamilton","Hamilton","d/","31","11","346","26"
"2018","NYS CDCC","Herkimer","Herkimer",,"448","165","369","27"
"2018","NYS CDCC","Jefferson","Jefferson",,"846","303","358","28"
"2018","NYS CDCC","Lewis","Lewis","d/","126","37","291","29"
"2018","NYS CDCC","Livingston","Livingston",,"501","170","339","30"
"2018","NYS CDCC","Madison","Madison",,"531","182","342","31"
"2018","NYS CDCC","Monroe","Monroe",,"9007","3398","377","32"
"2018","NYS CDCC","Montgomery","Montgomery",,"434","171","394","33"
"2018","NYS CDCC","Nassau","Nassau",,"22326","7189","322","34"
"2018","NYS CDCC","Niagara","Niagara",,"2184","744","341","35"
"2018","NYS CDCC","Oneida","Oneida",,"1954","754","386","36"
"2018","NYS CDCC","Onondaga","Onondaga",,"5599","1992","356","37"
"2018","NYS CDCC","Ontario","Ontario",,"1118","377","337","38"
"2018","NYS CDCC","Orange","Orange",,"5676","1988","350","39"
"2018","NYS CDCC","Orleans","Orleans",,"257","102","398","40"
"2018","NYS CDCC","Oswego","Oswego",,"854","318","372","41"
"2018","NYS CDCC","Otsego","Otsego",,"487","164","336","42"
"2018","NYS CDCC","Putnam","Putnam",,"1497","428","286","43"
"2018","NYS CDCC","Rensselaer","Rensselaer",,"2218","740","334","44"
"2018","NYS CDCC","Rockland","Rockland",,"4623","1665","360","45"
"2018","NYS CDCC","St. Lawrence","St. Lawrence",,"680","238","350","46"
"2018","NYS CDCC","Saratoga","Saratoga",,"3100","898","290","47"
"2018","NYS CDCC","Schenectady","Schenectady",,"2184","793","363","48"
"2018","NYS CDCC","Schoharie","Schoharie","d/","235","80","342","49"
"2018","NYS CDCC","Schuyler","Schuyler",,"138","45","329","50"
"2018","NYS CDCC","Seneca","Seneca",,"272","94","347","51"
"2018","NYS CDCC","Steuben","Steuben",,"815","281","345","52"
"2018","NYS CDCC","Suffolk","Suffolk",,"20699","7120","344","53"
"2018","NYS CDCC","Sullivan","Sullivan",,"762","280","368","54"
"2018","NYS CDCC","Tioga","Tioga",,"408","131","321","55"
"2018","NYS CDCC","Tompkins","Tompkins",,"1063","292","275","56"
"2018","NYS CDCC","Ulster","Ulster",,"2145","743","346","57"
"2018","NYS CDCC","Warren","Warren",,"599","221","369","58"
"2018","NYS CDCC","Washington","Washington",,"480","179","372","59"
"2018","NYS CDCC","Wayne","Wayne",,"754","273","362","60"
"2018","NYS CDCC","Westchester","Westchester",,"16026","5540","346","61"
"2018","NYS CDCC","Wyoming","Wyoming",,"290","92","318","62"
"2018","NYS CDCC","Yates","Yates","d/","173","61","353","63"
"2018","NYS CDCC","NYS Unclassified +","All","d/","248","58","234","65"
"2018","NYS CDCC","All Other +","Not Applicable",,"36229","5028","139","66"
"2018","NYS CDCC","Full-Year Resident","All",,"270396","107862","399","67"
"2018","NYS CDCC","Part-Year Resident","Not Applicable",,"5562","1214","218","68"
"2018","NYS CDCC","Full-Year Nonresident","Not Applicable",,"33028","4321","131","69"
"2018","NYS CDCC","Grand Total","Grand Total",,"308986","113397","367","70"
"2017","NYS CDCC","New York City - Bronx","Bronx",,"31191","15198","487","1"
"2017","NYS CDCC","New York City - Kings","Kings",,"46708","19046","408","2"
"2017","NYS CDCC","New York City - Manhattan","Manhattan",,"21681","7369","340","3"
"2017","NYS CDCC","New York City - Queens","Queens",,"33866","13039","385","4"
"2017","NYS CDCC","New York City - Richmond","Richmond",,"6502","1893","291","5"
"2017","NYS CDCC","Total, New York City","Total, New York City",,"139948","56544","404","6"
"2017","NYS CDCC","Albany","Albany",,"4738","1304","275","7"
"2017","NYS CDCC","Allegany","Allegany",,"258","71","277","8"
"2017","NYS CDCC","Broome","Broome",,"1671","458","274","9"
"2017","NYS CDCC","Cattaraugus","Cattaraugus",,"586","150","257","10"
"2017","NYS CDCC","Cayuga","Cayuga",,"666","166","249","11"
"2017","NYS CDCC","Chautauqua","Chautauqua",,"936","223","238","12"
"2017","NYS CDCC","Chemung","Chemung",,"812","203","250","13"
"2017","NYS CDCC","Chenango","Chenango",,"410","115","281","14"
"2017","NYS CDCC","Clinton","Clinton",,"891","255","286","15"
"2017","NYS CDCC","Columbia","Columbia",,"504","122","243","16"
"2017","NYS CDCC","Cortland","Cortland",,"537","155","288","17"
"2017","NYS CDCC","Delaware","Delaware","d/","277","76","273","18"
"2017","NYS CDCC","Dutchess","Dutchess",,"4082","1044","256","19"
"2017","NYS CDCC","Erie","Erie",,"10610","2839","268","20"
"2017","NYS CDCC","Essex","Essex",,"302","87","287","21"
"2017","NYS CDCC","Franklin","Franklin",,"470","140","298","22"
"2017","NYS CDCC","Fulton","Fulton",,"435","138","317","23"
"2017","NYS CDCC","Genesee","Genesee",,"513","131","255","24"
"2017","NYS CDCC","Greene","Greene",,"350","88","250","25"
"2017","NYS CDCC","Hamilton","Hamilton",,"30","7","238","26"
"2017","NYS CDCC","Herkimer","Herkimer",,"449","134","298","27"
"2017","NYS CDCC","Jefferson","Jefferson",,"924","251","272","28"
"2017","NYS CDCC","Lewis","Lewis","d/","139","32","233","29"
"2017","NYS CDCC","Livingston","Livingston",,"528","140","265","30"
"2017","NYS CDCC","Madison","Madison",,"564","152","270","31"
"2017","NYS CDCC","Monroe","Monroe",,"9435","2856","303","32"
"2017","NYS CDCC","Montgomery","Montgomery",,"472","147","312","33"
"2017","NYS CDCC","Nassau","Nassau",,"22780","5850","257","34"
"2017","NYS CDCC","Niagara","Niagara",,"2221","587","264","35"
"2017","NYS CDCC","Oneida","Oneida",,"2119","662","312","36"
"2017","NYS CDCC","Onondaga","Onondaga",,"5725","1616","282","37"
"2017","NYS CDCC","Ontario","Ontario",,"1122","278","248","38"
"2017","NYS CDCC","Orange","Orange",,"5484","1499","273","39"
"2017","NYS CDCC","Orleans","Orleans",,"282","90","319","40"
"2017","NYS CDCC","Oswego","Oswego",,"875","261","298","41"
"2017","NYS CDCC","Otsego","Otsego",,"565","146","258","42"
"2017","NYS CDCC","Putnam","Putnam",,"1454","307","211","43"
"2017","NYS CDCC","Rensselaer","Rensselaer",,"2368","623","263","44"
"2017","NYS CDCC","Rockland","Rockland",,"4719","1357","288","45"
"2017","NYS CDCC","St. Lawrence","St. Lawrence",,"704","200","284","46"
"2017","NYS CDCC","Saratoga","Saratoga",,"3186","679","213","47"
"2017","NYS CDCC","Schenectady","Schenectady",,"2171","609","280","48"
"2017","NYS CDCC","Schoharie","Schoharie",,"244","65","265","49"
"2017","NYS CDCC","Schuyler","Schuyler","d/","146","37","251","50"
"2017","NYS CDCC","Seneca","Seneca",,"249","69","275","51"
"2017","NYS CDCC","Steuben","Steuben",,"849","235","277","52"
"2017","NYS CDCC","Suffolk","Suffolk",,"21449","5838","272","53"
"2017","NYS CDCC","Sullivan","Sullivan",,"864","246","284","54"
"2017","NYS CDCC","Tioga","Tioga",,"406","100","246","55"
"2017","NYS CDCC","Tompkins","Tompkins",,"1081","217","200","56"
"2017","NYS CDCC","Ulster","Ulster",,"2173","591","272","57"
"2017","NYS CDCC","Warren","Warren",,"650","167","257","58"
"2017","NYS CDCC","Washington","Washington",,"484","140","289","59"
"2017","NYS CDCC","Wayne","Wayne",,"812","237","292","60"
"2017","NYS CDCC","Westchester","Westchester",,"16168","4623","286","61"
"2017","NYS CDCC","Wyoming","Wyoming",,"321","76","238","62"
"2017","NYS CDCC","Yates","Yates","d/","159","43","269","63"
"2017","NYS CDCC","NYS Unclassified +","All","d/","233","38","161","65"
"2017","NYS CDCC","All Other +","Not Applicable",,"35240","3570","101","66"
"2017","NYS CDCC","Full-Year Resident","All",,"281081","95071","338","67"
"2017","NYS CDCC","Part-Year Resident","Not Applicable",,"5857","1072","183","68"
"2017","NYS CDCC","Full-Year Nonresident","Not Applicable",,"31902","2936","92","69"
"2017","NYS CDCC","Grand Total","Grand Total",,"318840","99080","311","70"
"2016","NYS CDCC","New York City - Bronx","Bronx",,"30126","14330","476","1"
"2016","NYS CDCC","New York City - Kings","Kings",,"45618","18284","401","2"
"2016","NYS CDCC","New York City - Manhattan","Manhattan",,"21588","7060","327","3"
"2016","NYS CDCC","New York City - Queens","Queens",,"33381","12592","377","4"
"2016","NYS CDCC","New York City - Richmond","Richmond",,"6359","1807","284","5"
"2016","NYS CDCC","Total, New York City","Total, New York City",,"137072","54074","394","6"
"2016","NYS CDCC","Albany","Albany",,"4719","1285","272","7"
"2016","NYS CDCC","Allegany","Allegany",,"265","70","265","8"
"2016","NYS CDCC","Broome","Broome",,"1626","440","271","9"
"2016","NYS CDCC","Cattaraugus","Cattaraugus",,"551","136","247","10"
"2016","NYS CDCC","Cayuga","Cayuga",,"646","156","241","11"
"2016","NYS CDCC","Chautauqua","Chautauqua",,"932","224","240","12"
"2016","NYS CDCC","Chemung","Chemung",,"804","197","246","13"
"2016","NYS CDCC","Chenango","Chenango",,"395","100","254","14"
"2016","NYS CDCC","Clinton","Clinton",,"913","243","266","15"
"2016","NYS CDCC","Columbia","Columbia",,"550","124","226","16"
"2016","NYS CDCC","Cortland","Cortland",,"548","156","284","17"
"2016","NYS CDCC","Delaware","Delaware",,"284","79","277","18"
"2016","NYS CDCC","Dutchess","Dutchess",,"4031","1014","251","19"
"2016","NYS CDCC","Erie","Erie",,"10765","2799","260","20"
"2016","NYS CDCC","Essex","Essex",,"342","93","272","21"
"2016","NYS CDCC","Franklin","Franklin",,"449","127","283","22"
"2016","NYS CDCC","Fulton","Fulton",,"488","142","291","23"
"2016","NYS CDCC","Genesee","Genesee",,"537","136","252","24"
"2016","NYS CDCC","Greene","Greene",,"346","88","256","25"
"2016","NYS CDCC","Hamilton","Hamilton",,"25","4","152","26"
"2016","NYS CDCC","Herkimer","Herkimer",,"490","152","310","27"
"2016","NYS CDCC","Jefferson","Jefferson",,"907","262","289","28"
"2016","NYS CDCC","Lewis","Lewis","d/","152","37","246","29"
"2016","NYS CDCC","Livingston","Livingston",,"518","131","254","30"
"2016","NYS CDCC","Madison","Madison",,"545","149","272","31"
"2016","NYS CDCC","Monroe","Monroe",,"9445","2744","291","32"
"2016","NYS CDCC","Montgomery","Montgomery",,"453","134","297","33"
"2016","NYS CDCC","Nassau","Nassau",,"22668","5833","257","34"
"2016","NYS CDCC","Niagara","Niagara",,"2258","571","253","35"
"2016","NYS CDCC","Oneida","Oneida",,"2140","622","291","36"
"2016","NYS CDCC","Onondaga","Onondaga",,"5757","1602","278","37"
"2016","NYS CDCC","Ontario","Ontario",,"1138","282","248","38"
"2016","NYS CDCC","Orange","Orange",,"5462","1498","274","39"
"2016","NYS CDCC","Orleans","Orleans",,"276","92","335","40"
"2016","NYS CDCC","Oswego","Oswego",,"906","246","272","41"
"2016","NYS CDCC","Otsego","Otsego",,"555","139","250","42"
"2016","NYS CDCC","Putnam","Putnam",,"1488","284","191","43"
"2016","NYS CDCC","Rensselaer","Rensselaer",,"2395","606","253","44"
"2016","NYS CDCC","Rockland","Rockland",,"4692","1310","279","45"
"2016","NYS CDCC","St. Lawrence","St. Lawrence",,"693","183","264","46"
"2016","NYS CDCC","Saratoga","Saratoga",,"3255","655","201","47"
"2016","NYS CDCC","Schenectady","Schenectady",,"2203","589","267","48"
"2016","NYS CDCC","Schoharie","Schoharie",,"268","78","291","49"
"2016","NYS CDCC","Schuyler","Schuyler",,"128","29","229","50"
"2016","NYS CDCC","Seneca","Seneca",,"256","69","269","51"
"2016","NYS CDCC","Steuben","Steuben",,"894","231","258","52"
"2016","NYS CDCC","Suffolk","Suffolk",,"21433","5762","269","53"
"2016","NYS CDCC","Sullivan","Sullivan",,"813","237","292","54"
"2016","NYS CDCC","Tioga","Tioga",,"445","102","230","55"
"2016","NYS CDCC","Tompkins","Tompkins",,"1081","231","213","56"
"2016","NYS CDCC","Ulster","Ulster",,"2141","565","264","57"
"2016","NYS CDCC","Warren","Warren",,"646","171","264","58"
"2016","NYS CDCC","Washington","Washington",,"466","128","274","59"
"2016","NYS CDCC","Wayne","Wayne",,"821","235","286","60"
"2016","NYS CDCC","Westchester","Westchester",,"16216","4674","288","61"
"2016","NYS CDCC","Wyoming","Wyoming",,"337","79","234","62"
"2016","NYS CDCC","Yates","Yates","d/","140","39","277","63"
"2016","NYS CDCC","NYS Unclassified +","All",,"241","35","143","65"
"2016","NYS CDCC","All Other +","Not Applicable",,"34846","3632","104","66"
"2016","NYS CDCC","Full-Year Resident","All",,"278486","92018","330","67"
"2016","NYS CDCC","Part-Year Resident","Not Applicable",,"5992","1138","190","68"
"2016","NYS CDCC","Full-Year Nonresident","Not Applicable",,"31378","2948","94","69"
"2016","NYS CDCC","Grand Total","Grand Total",,"315856","96103","304","70"
"2015","NYS CDCC","New York City - Bronx","Bronx",,"33532","17687","527","1"
"2015","NYS CDCC","New York City - Kings","Kings",,"50060","22497","449","2"
"2015","NYS CDCC","New York City - Manhattan","Manhattan",,"23039","8577","372","3"
"2015","NYS CDCC","New York City - Queens","Queens",,"35973","15184","422","4"
"2015","NYS CDCC","New York City - Richmond","Richmond",,"6645","2047","308","5"
"2015","NYS CDCC","Total, New York City","Total, New York City",,"149249","65992","442","6"
"2015","NYS CDCC","Albany","Albany",,"4841","1422","294","7"
"2015","NYS CDCC","Allegany","Allegany",,"271","72","264","8"
"2015","NYS CDCC","Broome","Broome",,"1572","434","276","9"
"2015","NYS CDCC","Cattaraugus","Cattaraugus",,"590","158","269","10"
"2015","NYS CDCC","Cayuga","Cayuga",,"727","186","256","11"
"2015","NYS CDCC","Chautauqua","Chautauqua",,"908","222","244","12"
"2015","NYS CDCC","Chemung","Chemung",,"833","234","281","13"
"2015","NYS CDCC","Chenango","Chenango",,"407","98","240","14"
"2015","NYS CDCC","Clinton","Clinton",,"911","245","269","15"
"2015","NYS CDCC","Columbia","Columbia",,"560","145","258","16"
"2015","NYS CDCC","Cortland","Cortland",,"540","164","305","17"
"2015","NYS CDCC","Delaware","Delaware",,"287","84","294","18"
"2015","NYS CDCC","Dutchess","Dutchess",,"4072","1066","262","19"
"2015","NYS CDCC","Erie","Erie",,"10880","3008","276","20"
"2015","NYS CDCC","Essex","Essex",,"312","101","322","21"
"2015","NYS CDCC","Franklin","Franklin",,"453","147","326","22"
"2015","NYS CDCC","Fulton","Fulton",,"504","162","321","23"
"2015","NYS CDCC","Genesee","Genesee",,"510","131","257","24"
"2015","NYS CDCC","Greene","Greene",,"364","94","257","25"
"2015","NYS CDCC","Hamilton","Hamilton",,"20","5","251","26"
"2015","NYS CDCC","Herkimer","Herkimer",,"472","150","318","27"
"2015","NYS CDCC","Jefferson","Jefferson",,"959","285","297","28"
"2015","NYS CDCC","Lewis","Lewis","d/","158","43","270","29"
"2015","NYS CDCC","Livingston","Livingston",,"491","130","264","30"
"2015","NYS CDCC","Madison","Madison",,"550","147","268","31"
"2015","NYS CDCC","Monroe","Monroe",,"9636","2976","309","32"
"2015","NYS CDCC","Montgomery","Montgomery",,"472","151","319","33"
"2015","NYS CDCC","Nassau","Nassau",,"23308","6526","280","34"
"2015","NYS CDCC","Niagara","Niagara",,"2294","631","275","35"
