"county","category","taxonomic_group","taxonomic_subgroup","scientific_name","common_name","year_last_documented","ny_listing_status","federal_listing_status","state_conservation_rank","global_conservation_rank","distribution_status"
"Albany","Animal","Birds","Gulls, Terns, Plovers, Shorebirds","Charadrius vociferus","Killdeer","2000-2005","Protected Bird","not listed","S5","G5","Recently Confirmed"
"Albany","Animal","Birds","Gulls, Terns, Plovers, Shorebirds","Bartramia longicauda","Upland Sandpiper","1983","Threatened","not listed","S3B","G5","Recently Confirmed"
"Albany","Animal","Birds","Gulls, Terns, Plovers, Shorebirds","Scolopax minor","American Woodcock","2000-2005","Protected Bird - Game with open season","not listed","S5B","G5","Recently Confirmed"
"Albany","Animal","Birds","Gulls, Terns, Plovers, Shorebirds","Gallinago delicata","Wilson's Snipe","2000-2005","Protected Bird - Game with open season","not listed","S5B","G5","Recently Confirmed"
"Albany","Animal","Birds","Hawks, Falcons, Eagles, Vultures","Falco peregrinus","Peregrine Falcon","2009","Endangered","not listed","S3B","G4","Recently Confirmed"
"Albany","Animal","Birds","Hawks, Falcons, Eagles, Vultures","Falco sparverius","American Kestrel","2000-2005","Protected Bird","not listed","S5B","G5","Recently Confirmed"
"Albany","Animal","Birds","Hawks, Falcons, Eagles, Vultures","Buteo platypterus","Broad-winged Hawk","2000-2005","Protected Bird","not listed","S5B","G5","Recently Confirmed"
"Albany","Animal","Birds","Hawks, Falcons, Eagles, Vultures","Circus hudsonius","Northern Harrier","2002","Threatened","not listed","S3B,S3N","G5","Recently Confirmed"
"Albany","Animal","Birds","Hawks, Falcons, Eagles, Vultures","Buteo jamaicensis","Red-tailed Hawk","2000-2005","Protected Bird","not listed","S5","G5","Recently Confirmed"
"Albany","Animal","Birds","Hawks, Falcons, Eagles, Vultures","Buteo lineatus","Red-shouldered Hawk","2000-2005","Special Concern","not listed","S4B","G5","Recently Confirmed"
"Albany","Animal","Birds","Hawks, Falcons, Eagles, Vultures","Cathartes aura","Turkey Vulture","2000-2005","Protected Bird","not listed","S4B","G5","Recently Confirmed"
"Albany","Animal","Birds","Hawks, Falcons, Eagles, Vultures","Haliaeetus leucocephalus","Bald Eagle","2021","Threatened","not listed","S2S3B,S2N","G5","Recently Confirmed"
"Albany","Animal","Birds","Hawks, Falcons, Eagles, Vultures","Accipiter gentilis","Northern Goshawk","2000-2005","Special Concern","not listed","S3S4B,S3N","G5","Recently Confirmed"
"Albany","Animal","Birds","Hawks, Falcons, Eagles, Vultures","Accipiter striatus","Sharp-shinned Hawk","2000-2005","Special Concern","not listed","S4","G5","Recently Confirmed"
"Albany","Animal","Birds","Hawks, Falcons, Eagles, Vultures","Accipiter cooperii","Cooper's Hawk","2000-2005","Special Concern","not listed","S4","G5","Recently Confirmed"
"Albany","Animal","Birds","Hawks, Falcons, Eagles, Vultures","Pandion haliaetus","Osprey","2000-2005","Special Concern","not listed","S4B","G5","Recently Confirmed"
"Albany","Animal","Birds","Herons, Bitterns, Egrets, Pelicans","Butorides virescens","Green Heron","2000-2005","Protected Bird","not listed","S5","G5","Recently Confirmed"
"Albany","Animal","Birds","Herons, Bitterns, Egrets, Pelicans","Ixobrychus exilis","Least Bittern","2016","Threatened","not listed","S3B,S1N","G4G5","Recently Confirmed"
"Albany","Animal","Birds","Herons, Bitterns, Egrets, Pelicans","Ardea herodias","Great Blue Heron","2000-2005","Protected Bird","not listed","S5","G5","Recently Confirmed"
"Albany","Animal","Birds","Herons, Bitterns, Egrets, Pelicans","Nycticorax nycticorax","Black-crowned Night-Heron","2000-2005","Protected Bird","not listed","S3","G5","Recently Confirmed"
"Albany","Animal","Birds","Herons, Bitterns, Egrets, Pelicans","Botaurus lentiginosus","American Bittern","2000-2005","Special Concern","not listed","S4","G5","Recently Confirmed"
"Albany","Animal","Birds","Hummingbirds and Swifts","Chaetura pelagica","Chimney Swift","2000-2005","Protected Bird","not listed","S5B","G4G5","Recently Confirmed"
"Albany","Animal","Birds","Hummingbirds and Swifts","Archilochus colubris","Ruby-throated Hummingbird","2000-2005","Protected Bird","not listed","S5B","G5","Recently Confirmed"
"Albany","Animal","Birds","Kingfishers","Megaceryle alcyon","Belted Kingfisher","2000-2005","Protected Bird","not listed","S5","G5","Recently Confirmed"
"Albany","Animal","Birds","Kinglets","Regulus satrapa","Golden-crowned Kinglet","2000-2005","Protected Bird","not listed","S5B","G5","Recently Confirmed"
"Albany","Animal","Birds","Kinglets","Regulus calendula","Ruby-crowned Kinglet","2000-2005","Protected Bird","not listed","S3B","G5","Recently Confirmed"
"Albany","Animal","Birds","Mockingbirds and Thrashers","Mimus polyglottos","Northern Mockingbird","2000-2005","Protected Bird","not listed","S5B","G5","Recently Confirmed"
"Albany","Animal","Birds","Mockingbirds and Thrashers","Dumetella carolinensis","Gray Catbird","2000-2005","Protected Bird","not listed","S5B","G5","Recently Confirmed"
"Albany","Animal","Birds","Mockingbirds and Thrashers","Toxostoma rufum","Brown Thrasher","2000-2005","Protected Bird","not listed","S3S4B","G5","Recently Confirmed"
"Albany","Animal","Birds","Nightbirds","Antrostomus vociferus","Whip-poor-will","2000-2005","Special Concern","not listed","S3B","G5","Recently Confirmed"
"Albany","Animal","Birds","Nuthatches","Sitta canadensis","Red-breasted Nuthatch","2000-2005","Protected Bird","not listed","S5","G5","Recently Confirmed"
"Albany","Animal","Birds","Nuthatches","Sitta carolinensis","White-breasted Nuthatch","2000-2005","Protected Bird","not listed","S5","G5","Recently Confirmed"
"Albany","Animal","Birds","Old World Sparrows","Passer domesticus","House Sparrow","2000-2005","not listed","not listed","SNA","G5","Recently Confirmed"
"Albany","Animal","Birds","Owls","Aegolius acadicus","Northern Saw-whet Owl","2000-2005","Protected Bird","not listed","S3","G5","Recently Confirmed"
"Albany","Animal","Birds","Owls","Bubo virginianus","Great Horned Owl","2000-2005","Protected Bird","not listed","S5","G5","Recently Confirmed"
"Albany","Animal","Birds","Owls","Asio otus","Long-eared Owl","2000-2005","Protected Bird","not listed","S2S3B,SNRN","G5","Recently Confirmed"
"Albany","Animal","Birds","Owls","Tyto alba","Barn Owl","not available","Protected Bird","not listed","S1S2","G5","Recently Confirmed"
"Albany","Animal","Birds","Owls","Strix varia","Barred Owl","2000-2005","Protected Bird","not listed","S5","G5","Recently Confirmed"
"Albany","Animal","Birds","Owls","Megascops asio","Eastern Screech-Owl","2000-2005","Protected Bird","not listed","S5","G5","Recently Confirmed"
"Albany","Animal","Birds","Pigeons and Doves","Columba livia","Rock Pigeon","2000-2005","not listed","not listed","SNA","G5","Recently Confirmed"
"Albany","Animal","Birds","Pigeons and Doves","Zenaida macroura","Mourning Dove","2000-2005","Protected Bird","not listed","S5","G5","Recently Confirmed"
"Albany","Animal","Birds","Rails, Coots and Cranes","Rallus limicola","Virginia Rail","2000-2005","Protected Bird - Game with open season","not listed","S5","G5","Recently Confirmed"
"Albany","Animal","Birds","Rails, Coots and Cranes","Rallus elegans","King Rail","1984","Threatened","not listed","S1B","G4","Recently Confirmed"
"Albany","Animal","Birds","Rails, Coots and Cranes","Porzana carolina","Sora","2000-2005","Protected Bird - Game with open season","not listed","S4","G5","Recently Confirmed"
"Albany","Animal","Birds","Rails, Coots and Cranes","Gallinula galeata","Common Moorhen","2000-2005","Protected Bird - Game with open season","not listed","S3S4","G5","Recently Confirmed"
"Albany","Animal","Birds","Sparrows and Towhees","Zonotrichia albicollis","White-throated Sparrow","2000-2005","Protected Bird","not listed","S5B","G5","Recently Confirmed"
"Albany","Animal","Birds","Sparrows and Towhees","Ammodramus henslowii","Henslow's Sparrow","1992","Threatened","not listed","S3B","G4","Recently Confirmed"
"Albany","Animal","Birds","Sparrows and Towhees","Spizella pusilla","Field Sparrow","2000-2005","Protected Bird","not listed","S5B","G5","Recently Confirmed"
"Albany","Animal","Birds","Sparrows and Towhees","Melospiza georgiana","Swamp Sparrow","2000-2005","Protected Bird","not listed","S5B","G5","Recently Confirmed"
"Albany","Animal","Birds","Sparrows and Towhees","Junco hyemalis","Dark-eyed Junco","2000-2005","Protected Bird","not listed","S5B","G5","Recently Confirmed"
"Albany","Animal","Birds","Sparrows and Towhees","Melospiza melodia","Song Sparrow","2000-2005","Protected Bird","not listed","S5B","G5","Recently Confirmed"
"Albany","Animal","Birds","Sparrows and Towhees","Spizella passerina","Chipping Sparrow","2000-2005","Protected Bird","not listed","S5B","G5","Recently Confirmed"
"Albany","Animal","Birds","Sparrows and Towhees","Pipilo erythrophthalmus","Eastern Towhee","2000-2005","Protected Bird","not listed","S5B","G5","Recently Confirmed"
"Albany","Animal","Birds","Sparrows and Towhees","Pooecetes gramineus","Vesper Sparrow","2000-2005","Special Concern","not listed","S3B","G5","Recently Confirmed"
"Albany","Animal","Birds","Sparrows and Towhees","Passerculus sandwichensis","Savannah Sparrow","2000-2005","Protected Bird","not listed","S5B","G5","Recently Confirmed"
"Albany","Animal","Birds","Sparrows and Towhees","Ammodramus savannarum","Grasshopper Sparrow","2000-2005","Special Concern","not listed","S3B","G5","Recently Confirmed"
"Albany","Animal","Birds","Starlings","Sturnus vulgaris","European Starling","2000-2005","not listed","not listed","SNA","G5","Recently Confirmed"
"Albany","Animal","Birds","Swallows","Hirundo rustica","Barn Swallow","2000-2005","Protected Bird","not listed","S5B","G5","Recently Confirmed"
"Albany","Animal","Birds","Swallows","Riparia riparia","Bank Swallow","2000-2005","Protected Bird","not listed","S5B","G5","Recently Confirmed"
"Albany","Animal","Birds","Swallows","Tachycineta bicolor","Tree Swallow","2000-2005","Protected Bird","not listed","S5B","G5","Recently Confirmed"
"Albany","Animal","Birds","Swallows","Petrochelidon pyrrhonota","Cliff Swallow","2000-2005","Protected Bird","not listed","S5B","G5","Recently Confirmed"
"Albany","Animal","Birds","Swallows","Stelgidopteryx serripennis","Northern Rough-winged Swallow","2000-2005","Protected Bird","not listed","S5B","G5","Recently Confirmed"
"Albany","Animal","Birds","Swallows","Progne subis","Purple Martin","2000-2005","Protected Bird","not listed","S4B","G5","Recently Confirmed"
"Albany","Animal","Birds","Thrushes and Bluebirds","Catharus fuscescens","Veery","2000-2005","Protected Bird","not listed","S5B","G5","Recently Confirmed"
"Albany","Animal","Birds","Thrushes and Bluebirds","Turdus migratorius","American Robin","2000-2005","Protected Bird","not listed","S5B","G5","Recently Confirmed"
"Albany","Animal","Birds","Thrushes and Bluebirds","Sialia sialis","Eastern Bluebird","2000-2005","Protected Bird","not listed","S5B","G5","Recently Confirmed"
"Albany","Animal","Birds","Thrushes and Bluebirds","Catharus ustulatus","Swainson's Thrush","2000-2005","Protected Bird","not listed","S5B","G5","Recently Confirmed"
"Albany","Animal","Birds","Thrushes and Bluebirds","Catharus guttatus","Hermit Thrush","2000-2005","Protected Bird","not listed","S5B","G5","Recently Confirmed"
"Albany","Animal","Birds","Thrushes and Bluebirds","Hylocichla mustelina","Wood Thrush","2000-2005","Protected Bird","not listed","S5B","G4","Recently Confirmed"
"Albany","Animal","Birds","Vireos","Vireo gilvus","Warbling Vireo","2000-2005","Protected Bird","not listed","S5B","G5","Recently Confirmed"
"Albany","Animal","Birds","Vireos","Vireo flavifrons","Yellow-throated Vireo","2000-2005","Protected Bird","not listed","S5B","G5","Recently Confirmed"
"Albany","Animal","Birds","Vireos","Vireo solitarius","Blue-headed Vireo","2000-2005","Protected Bird","not listed","S5B","G5","Recently Confirmed"
"Albany","Animal","Birds","Vireos","Vireo olivaceus","Red-eyed Vireo","2000-2005","Protected Bird","not listed","S5B","G5","Recently Confirmed"
"Albany","Animal","Birds","Waxwings","Bombycilla cedrorum","Cedar Waxwing","2000-2005","Protected Bird","not listed","S5B","G5","Recently Confirmed"
"Albany","Animal","Birds","Woodpeckers","Picoides pubescens","Downy Woodpecker","2000-2005","Protected Bird","not listed","S5","G5","Recently Confirmed"
"Albany","Animal","Birds","Woodpeckers","Melanerpes erythrocephalus","Red-headed Woodpecker","2013","Special Concern","not listed","S2?B","G5","Recently Confirmed"
"Albany","Animal","Birds","Woodpeckers","Melanerpes carolinus","Red-bellied Woodpecker","2000-2005","Protected Bird","not listed","S5","G5","Recently Confirmed"
"Albany","Animal","Birds","Woodpeckers","Dryocopus pileatus","Pileated Woodpecker","2000-2005","Protected Bird","not listed","S5","G5","Recently Confirmed"
"Albany","Animal","Birds","Woodpeckers","Colaptes auratus","Northern Flicker","2000-2005","Protected Bird","not listed","S5","G5","Recently Confirmed"
"Albany","Animal","Birds","Woodpeckers","Picoides villosus","Hairy Woodpecker","2000-2005","Protected Bird","not listed","S5","G5","Recently Confirmed"
"Albany","Animal","Birds","Woodpeckers","Sphyrapicus varius","Yellow-bellied Sapsucker","2000-2005","Protected Bird","not listed","S5B","G5","Recently Confirmed"
"Albany","Animal","Birds","Wood-Warblers","Setophaga fusca","Blackburnian Warbler","2000-2005","Protected Bird","not listed","S5B","G5","Recently Confirmed"
"Albany","Animal","Birds","Wood-Warblers","Helmitheros vermivorum","Worm-eating Warbler","2000-2005","Protected Bird","not listed","S4B","G5","Recently Confirmed"
"Albany","Animal","Birds","Wood-Warblers","Geothlypis trichas","Common Yellowthroat","2000-2005","Protected Bird","not listed","S5B","G5","Recently Confirmed"
"Albany","Animal","Birds","Wood-Warblers","Cardellina canadensis","Canada Warbler","2000-2005","Protected Bird","not listed","S5B","G5","Recently Confirmed"
"Albany","Animal","Birds","Wood-Warblers","Vermivora cyanoptera","Blue-winged Warbler","2000-2005","Protected Bird","not listed","S5B","G5","Recently Confirmed"
"Albany","Animal","Birds","Wood-Warblers","Setophaga ruticilla","American Redstart","2000-2005","Protected Bird","not listed","S5B","G5","Recently Confirmed"
"Albany","Animal","Birds","Wood-Warblers","Vermivora cyanoptera x chrysoptera","Brewster's Warbler","2000-2005","Protected Bird","not listed","SNA","GNA","Recently Confirmed"
"Albany","Animal","Birds","Wood-Warblers","Setophaga magnolia","Magnolia Warbler","2000-2005","Protected Bird","not listed","S5B","G5","Recently Confirmed"
"Albany","Animal","Birds","Wood-Warblers","Setophaga discolor","Prairie Warbler","2000-2005","Protected Bird","not listed","S5B","G5","Recently Confirmed"
"Albany","Animal","Birds","Wood-Warblers","Vermivora chrysoptera x cyanoptera","Lawrence's Warbler","2000-2005","Protected Bird","not listed","SNA","GNA","Recently Confirmed"
"Albany","Animal","Birds","Wood-Warblers","Setophaga coronata","Yellow-rumped Warbler","2000-2005","Protected Bird","not listed","S5B","G5","Recently Confirmed"
"Albany","Animal","Birds","Wood-Warblers","Setophaga petechia","Yellow Warbler","2000-2005","Protected Bird","not listed","S5B","G5","Recently Confirmed"
"Albany","Animal","Birds","Wood-Warblers","Setophaga caerulescens","Black-throated Blue Warbler","2000-2005","Protected Bird","not listed","S5B","G5","Recently Confirmed"
"Albany","Animal","Birds","Wood-Warblers","Seiurus aurocapilla","Ovenbird","2000-2005","Protected Bird","not listed","S5B","G5","Recently Confirmed"
"Albany","Animal","Birds","Wood-Warblers","Setophaga citrina","Hooded Warbler","2000-2005","Protected Bird","not listed","S5B","G5","Recently Confirmed"
"Albany","Animal","Birds","Wood-Warblers","Setophaga cerulea","Cerulean Warbler","2000-2005","Special Concern","not listed","S3?B","G4","Recently Confirmed"
"Albany","Animal","Birds","Wood-Warblers","Parkesia noveboracensis","Northern Waterthrush","2000-2005","Protected Bird","not listed","S5B","G5","Recently Confirmed"
"Albany","Animal","Birds","Wood-Warblers","Setophaga pinus","Pine Warbler","2000-2005","Protected Bird","not listed","S5B","G5","Recently Confirmed"
"Albany","Animal","Birds","Wood-Warblers","Setophaga pensylvanica","Chestnut-sided Warbler","2000-2005","Protected Bird","not listed","S5B","G5","Recently Confirmed"
"Albany","Animal","Birds","Wood-Warblers","Vermivora chrysoptera","Golden-winged Warbler","2000-2005","Special Concern","not listed","S3B","G4","Recently Confirmed"
"Albany","Animal","Birds","Wood-Warblers","Setophaga virens","Black-throated Green Warbler","2000-2005","Protected Bird","not listed","S5B","G5","Recently Confirmed"
"Albany","Animal","Birds","Wood-Warblers","Parkesia motacilla","Louisiana Waterthrush","2000-2005","Protected Bird","not listed","S5B","G5","Recently Confirmed"
"Albany","Animal","Birds","Wood-Warblers","Oreothlypis ruficapilla","Nashville Warbler","2000-2005","Protected Bird","not listed","S5B","G5","Recently Confirmed"
"Albany","Animal","Birds","Wood-Warblers","Protonotaria citrea","Prothonotary Warbler","not available","Protected Bird","not listed","S2B","G5","Recently Confirmed"
"Albany","Animal","Birds","Wood-Warblers","Mniotilta varia","Black-and-white Warbler","2000-2005","Protected Bird","not listed","S5B","G5","Recently Confirmed"
"Albany","Animal","Birds","Wrens","Cistothorus palustris","Marsh Wren","2000-2005","Protected Bird","not listed","S5","G5","Recently Confirmed"
"Albany","Animal","Birds","Wrens","Troglodytes hiemalis","Winter Wren","2000-2005","Protected Bird","not listed","S5","G5","Recently Confirmed"
"Albany","Animal","Birds","Wrens","Cistothorus platensis","Sedge Wren","1991","Threatened","not listed","S3B","G5","Historically Confirmed"
"Albany","Animal","Birds","Wrens","Troglodytes aedon","House Wren","2000-2005","Protected Bird","not listed","S5","G5","Recently Confirmed"
"Albany","Animal","Birds","Wrens","Thryothorus ludovicianus","Carolina Wren","2000-2005","Protected Bird","not listed","S5","G5","Recently Confirmed"
"Allegany","Animal","Birds","Blackbirds and Orioles","Dolichonyx oryzivorus","Bobolink","2000-2005","Protected Bird","not listed","S5B","G5","Recently Confirmed"
"Allegany","Animal","Birds","Blackbirds and Orioles","Icterus galbula","Baltimore Oriole","2000-2005","Protected Bird","not listed","S5B","G5","Recently Confirmed"
"Allegany","Animal","Birds","Blackbirds and Orioles","Sturnella magna","Eastern Meadowlark","2000-2005","Protected Bird","not listed","S5B","G5","Recently Confirmed"
"Allegany","Animal","Birds","Blackbirds and Orioles","Quiscalus quiscula","Common Grackle","2000-2005","Protected Bird","not listed","S5B","G5","Recently Confirmed"
"Allegany","Animal","Birds","Blackbirds and Orioles","Agelaius phoeniceus","Red-winged Blackbird","2000-2005","Protected Bird","not listed","S5B","G5","Recently Confirmed"
"Allegany","Animal","Birds","Blackbirds and Orioles","Molothrus ater","Brown-headed Cowbird","2000-2005","Protected Bird","not listed","S5B","G5","Recently Confirmed"
"Allegany","Animal","Birds","Blackbirds and Orioles","Icterus spurius","Orchard Oriole","2000-2005","Protected Bird","not listed","S4B","G5","Recently Confirmed"
"Allegany","Animal","Birds","Cardinals and Buntings","Pheucticus ludovicianus","Rose-breasted Grosbeak","2000-2005","Protected Bird","not listed","S5B","G5","Recently Confirmed"
"Allegany","Animal","Birds","Cardinals and Buntings","Cardinalis cardinalis","Northern Cardinal","2000-2005","Protected Bird","not listed","S5","G5","Recently Confirmed"
"Allegany","Animal","Birds","Cardinals and Buntings","Passerina cyanea","Indigo Bunting","2000-2005","Protected Bird","not listed","S5B","G5","Recently Confirmed"
"Allegany","Animal","Birds","Cardinals and Buntings","Piranga olivacea","Scarlet Tanager","2000-2005","Protected Bird","not listed","S5B","G5","Recently Confirmed"
"Allegany","Animal","Birds","Chickadees and Titmice","Poecile atricapillus","Black-capped Chickadee","2000-2005","Protected Bird","not listed","S5","G5","Recently Confirmed"
"Allegany","Animal","Birds","Chickadees and Titmice","Baeolophus bicolor","Tufted Titmouse","2000-2005","Protected Bird","not listed","S5","G5","Recently Confirmed"
"Allegany","Animal","Birds","Creepers","Certhia americana","Brown Creeper","2000-2005","Protected Bird","not listed","S5","G5","Recently Confirmed"
"Allegany","Animal","Birds","Crows and Jays","Cyanocitta cristata","Blue Jay","2000-2005","Protected Bird","not listed","S5","G5","Recently Confirmed"
"Allegany","Animal","Birds","Crows and Jays","Corvus brachyrhynchos","American Crow","2000-2005","Protected Bird - Game with open season","not listed","S5","G5","Recently Confirmed"
"Allegany","Animal","Birds","Crows and Jays","Corvus corax","Common Raven","2000-2005","Protected Bird","not listed","S4","G5","Recently Confirmed"
"Allegany","Animal","Birds","Cuckoos","Coccyzus americanus","Yellow-billed Cuckoo","2000-2005","Protected Bird","not listed","S5B","G5","Recently Confirmed"
