"state_fips","county_fips","county","industry","industry_title","year","reporting_units","average_employment","average_annual_wages","total_wages","average_weekly_wages"
"36","005","Bronx","08","Finance,  Insurance & Real Estate","1984","2296","10430","15003","156488894","288.53"
"36","005","Bronx","09","Services","1984","3673","85391","17295","1476805634","332.59"
"36","005","Bronx","10","Public Administration","1984","15","5359","25653","137466874","493.33"
"36","005","Bronx","00","All Industries","1983","13397","184767","16923","3126803597","325.44"
"36","005","Bronx","01","Agriculture, Mining & Unclassified","1983","344","1059","11677","12365229","224.56"
"36","005","Bronx","03","Construction","1983","883","9652","23652","228290944","454.84"
"36","005","Bronx","04","Manufacturing","1983","855","22334","16975","379120590","326.45"
"36","005","Bronx","05","Transportation & Public Utilities","1983","452","11354","24075","273342566","462.99"
"36","005","Bronx","06","Wholesale Trade","1983","899","10713","21505","230377098","413.56"
"36","005","Bronx","07","Retail Trade","1983","3937","31006","11197","347177080","215.33"
"36","005","Bronx","08","Finance,  Insurance & Real Estate","1983","2371","10242","14216","145601479","273.39"
"36","005","Bronx","09","Services","1983","3641","83145","16570","1377718359","318.66"
"36","005","Bronx","10","Public Administration","1983","15","5264","25231","132810252","485.21"
"36","005","Bronx","00","All Industries","1982","13619","185310","16102","2983910693","309.66"
"36","005","Bronx","01","Agriculture, Mining & Unclassified","1982","340","1087","12116","13174201","233.00"
"36","005","Bronx","03","Construction","1982","884","9673","22222","214950146","427.34"
"36","005","Bronx","04","Manufacturing","1982","849","24228","15527","376183114","298.59"
"36","005","Bronx","05","Transportation & Public Utilities","1982","457","11671","25859","301809485","497.29"
"36","005","Bronx","06","Wholesale Trade","1982","919","10621","20282","215426852","390.04"
"36","005","Bronx","07","Retail Trade","1982","3956","30715","10780","331096726","207.30"
"36","005","Bronx","08","Finance,  Insurance & Real Estate","1982","2511","11276","14698","165729329","282.65"
"36","005","Bronx","09","Services","1982","3687","80775","15380","1242298644","295.77"
"36","005","Bronx","10","Public Administration","1982","16","5264","23414","123242196","450.26"
"36","005","Bronx","00","All Industries","1981","14064","185643","14988","2782453705","288.24"
"36","005","Bronx","01","Agriculture, Mining & Unclassified","1981","266","1066","10906","11630095","209.73"
"36","005","Bronx","03","Construction","1981","915","9021","19718","177871575","379.20"
"36","005","Bronx","04","Manufacturing","1981","887","26609","14213","378195157","273.33"
"36","005","Bronx","05","Transportation & Public Utilities","1981","519","11702","22081","258404613","424.64"
"36","005","Bronx","06","Wholesale Trade","1981","945","10775","18957","204256601","364.55"
"36","005","Bronx","07","Retail Trade","1981","4051","30711","10443","320722857","200.83"
"36","005","Bronx","08","Finance,  Insurance & Real Estate","1981","2652","11447","13151","150538668","252.90"
"36","005","Bronx","09","Services","1981","3808","79022","14718","1163027848","283.03"
"36","005","Bronx","10","Public Administration","1981","21","5289","22272","117806291","428.32"
"36","005","Bronx","00","All Industries","1980","14626","183399","13746","2521085760","264.35"
"36","005","Bronx","01","Agriculture, Mining & Unclassified","1980","283","983","9896","9722912","190.31"
"36","005","Bronx","03","Construction","1980","939","9087","17908","162732706","344.39"
"36","005","Bronx","04","Manufacturing","1980","943","27594","13111","361786075","252.13"
"36","005","Bronx","05","Transportation & Public Utilities","1980","541","11914","19766","235498218","380.12"
"36","005","Bronx","06","Wholesale Trade","1980","952","10879","17688","192434374","340.16"
"36","005","Bronx","07","Retail Trade","1980","4194","31354","9839","308482258","189.21"
"36","005","Bronx","08","Finance,  Insurance & Real Estate","1980","2905","11309","11652","131767057","224.07"
"36","005","Bronx","09","Services","1980","3849","75006","13441","1008144341","258.48"
"36","005","Bronx","10","Public Administration","1980","20","5273","20959","110517819","403.05"
"36","005","Bronx","00","All Industries","1979","14957","183971","12664","2329759143","243.53"
"36","005","Bronx","01","Agriculture, Mining & Unclassified","1979","268","993","9099","9038879","174.98"
"36","005","Bronx","03","Construction","1979","946","8779","16093","141270781","309.47"
"36","005","Bronx","04","Manufacturing","1979","988","28131","11741","330284922","225.79"
"36","005","Bronx","05","Transportation & Public Utilities","1979","558","12305","18962","233316010","364.65"
"36","005","Bronx","06","Wholesale Trade","1979","989","10942","16330","178684212","314.04"
"36","005","Bronx","07","Retail Trade","1979","4282","32242","8970","289208983","172.50"
"36","005","Bronx","08","Finance,  Insurance & Real Estate","1979","3083","11658","10607","123652966","203.98"
"36","005","Bronx","09","Services","1979","3829","73481","12495","918163020","240.29"
"36","005","Bronx","10","Public Administration","1979","14","5440","19509","106139370","375.18"
