"msa","metro","year","month","medprice","medprice_ia","percentchngprice","percentchngpriceia","source"
"Atlanta, GA","Atlanta","2000","4","137600","192300","0.26","0.18","Zillow"
"Atlanta, GA","Atlanta","2000","5","138400","193400","0.27","0.19","Zillow"
"Atlanta, GA","Atlanta","2000","6","139300","194600","0.28","0.19","Zillow"
"Atlanta, GA","Atlanta","2000","7","140100","195800","0.29","0.20","Zillow"
"Atlanta, GA","Atlanta","2000","8","141000","197000","0.30","0.21","Zillow"
"Atlanta, GA","Atlanta","2000","9","141900","198300","0.30","0.22","Zillow"
"Atlanta, GA","Atlanta","2000","10","142800","199500","0.31","0.22","Zillow"
"Atlanta, GA","Atlanta","2000","11","143700","200800","0.32","0.23","Zillow"
"Atlanta, GA","Atlanta","2000","12","144600","202000","0.33","0.24","Zillow"
"Atlanta, GA","Atlanta","2001","1","145500","196900","0.34","0.21","Zillow"
"Atlanta, GA","Atlanta","2001","2","146200","197800","0.34","0.21","Zillow"
"Atlanta, GA","Atlanta","2001","3","146900","198800","0.35","0.22","Zillow"
"Atlanta, GA","Atlanta","2001","4","147500","199600","0.36","0.23","Zillow"
"Atlanta, GA","Atlanta","2001","5","148200","200500","0.36","0.23","Zillow"
"Atlanta, GA","Atlanta","2001","6","148800","201300","0.37","0.24","Zillow"
"Atlanta, GA","Atlanta","2001","7","149400","202200","0.37","0.24","Zillow"
"Atlanta, GA","Atlanta","2001","8","149900","202800","0.38","0.24","Zillow"
"Atlanta, GA","Atlanta","2001","9","150500","203600","0.38","0.25","Zillow"
"Atlanta, GA","Atlanta","2001","10","151000","204300","0.39","0.25","Zillow"
"Atlanta, GA","Atlanta","2001","11","151600","205100","0.39","0.26","Zillow"
"Atlanta, GA","Atlanta","2001","12","152300","206100","0.40","0.27","Zillow"
"Atlanta, GA","Atlanta","2002","1","153000","204700","0.41","0.26","Zillow"
"Atlanta, GA","Atlanta","2002","2","153700","205600","0.41","0.26","Zillow"
"Atlanta, GA","Atlanta","2002","3","154400","206600","0.42","0.27","Zillow"
"Atlanta, GA","Atlanta","2002","4","155300","207800","0.43","0.28","Zillow"
"Atlanta, GA","Atlanta","2002","5","156200","209000","0.44","0.28","Zillow"
"Atlanta, GA","Atlanta","2002","6","157000","210000","0.44","0.29","Zillow"
"Atlanta, GA","Atlanta","2002","7","157800","211100","0.45","0.30","Zillow"
"Atlanta, GA","Atlanta","2002","8","158500","212000","0.46","0.30","Zillow"
"Atlanta, GA","Atlanta","2002","9","159200","213000","0.46","0.31","Zillow"
"Atlanta, GA","Atlanta","2002","10","159700","213700","0.47","0.31","Zillow"
"Atlanta, GA","Atlanta","2002","11","160200","214300","0.47","0.32","Zillow"
"Atlanta, GA","Atlanta","2002","12","160700","215000","0.48","0.32","Zillow"
"Atlanta, GA","Atlanta","2003","1","161000","212400","0.48","0.30","Zillow"
"Atlanta, GA","Atlanta","2003","2","161300","212800","0.48","0.31","Zillow"
"Atlanta, GA","Atlanta","2003","3","161600","213200","0.49","0.31","Zillow"
"Atlanta, GA","Atlanta","2003","4","161900","213600","0.49","0.31","Zillow"
"Atlanta, GA","Atlanta","2003","5","162200","214000","0.49","0.31","Zillow"
"Atlanta, GA","Atlanta","2003","6","162300","214200","0.49","0.31","Zillow"
"Atlanta, GA","Atlanta","2003","7","162400","214300","0.49","0.32","Zillow"
"Atlanta, GA","Atlanta","2003","8","162400","214300","0.49","0.32","Zillow"
"Atlanta, GA","Atlanta","2003","9","162400","214300","0.49","0.32","Zillow"
"Atlanta, GA","Atlanta","2003","10","162500","214400","0.49","0.32","Zillow"
"Atlanta, GA","Atlanta","2003","11","162700","214700","0.50","0.32","Zillow"
"Atlanta, GA","Atlanta","2003","12","163100","215200","0.50","0.32","Zillow"
"Atlanta, GA","Atlanta","2004","1","163700","213100","0.50","0.31","Zillow"
"Atlanta, GA","Atlanta","2004","2","164400","214000","0.51","0.31","Zillow"
"Atlanta, GA","Atlanta","2004","3","165200","215000","0.52","0.32","Zillow"
"Atlanta, GA","Atlanta","2004","4","165900","215900","0.52","0.33","Zillow"
"Atlanta, GA","Atlanta","2004","5","166400","216600","0.53","0.33","Zillow"
"Atlanta, GA","Atlanta","2004","6","166600","216800","0.53","0.33","Zillow"
"Atlanta, GA","Atlanta","2004","7","166900","217200","0.53","0.33","Zillow"
"Atlanta, GA","Atlanta","2004","8","167200","217600","0.54","0.34","Zillow"
"Atlanta, GA","Atlanta","2004","9","167600","218100","0.54","0.34","Zillow"
"Atlanta, GA","Atlanta","2004","10","168100","218800","0.55","0.34","Zillow"
"Atlanta, GA","Atlanta","2004","11","168600","219500","0.55","0.35","Zillow"
"Atlanta, GA","Atlanta","2004","12","169100","220100","0.55","0.35","Zillow"
"Atlanta, GA","Atlanta","2005","1","169500","213800","0.56","0.31","Zillow"
"Atlanta, GA","Atlanta","2005","2","169900","214300","0.56","0.32","Zillow"
"Atlanta, GA","Atlanta","2005","3","170300","214800","0.57","0.32","Zillow"
"Atlanta, GA","Atlanta","2005","4","170800","215500","0.57","0.32","Zillow"
"Atlanta, GA","Atlanta","2005","5","171300","216100","0.57","0.33","Zillow"
"Atlanta, GA","Atlanta","2005","6","171900","216800","0.58","0.33","Zillow"
"Atlanta, GA","Atlanta","2005","7","172600","217700","0.59","0.34","Zillow"
"Atlanta, GA","Atlanta","2005","8","173300","218600","0.59","0.34","Zillow"
"Atlanta, GA","Atlanta","2005","9","174000","219500","0.60","0.35","Zillow"
"Atlanta, GA","Atlanta","2005","10","174800","220500","0.61","0.35","Zillow"
"Atlanta, GA","Atlanta","2005","11","175600","221500","0.61","0.36","Zillow"
"Atlanta, GA","Atlanta","2005","12","176300","222400","0.62","0.37","Zillow"
"Atlanta, GA","Atlanta","2006","1","177000","217600","0.63","0.34","Zillow"
"Atlanta, GA","Atlanta","2006","2","177600","218400","0.63","0.34","Zillow"
"Atlanta, GA","Atlanta","2006","3","178200","219100","0.64","0.34","Zillow"
"Atlanta, GA","Atlanta","2006","4","178800","219800","0.64","0.35","Zillow"
"Atlanta, GA","Atlanta","2006","5","179500","220700","0.65","0.35","Zillow"
"Atlanta, GA","Atlanta","2006","6","180100","221400","0.66","0.36","Zillow"
"Atlanta, GA","Atlanta","2006","7","180800","222300","0.66","0.36","Zillow"
"Atlanta, GA","Atlanta","2006","8","181500","223200","0.67","0.37","Zillow"
"Atlanta, GA","Atlanta","2006","9","182200","224000","0.67","0.38","Zillow"
"Atlanta, GA","Atlanta","2006","10","182600","224500","0.68","0.38","Zillow"
"Atlanta, GA","Atlanta","2006","11","183000","225000","0.68","0.38","Zillow"
"Atlanta, GA","Atlanta","2006","12","183300","225400","0.68","0.38","Zillow"
"Atlanta, GA","Atlanta","2007","1","183700","218800","0.69","0.34","Zillow"
"Atlanta, GA","Atlanta","2007","2","183900","219000","0.69","0.34","Zillow"
"Atlanta, GA","Atlanta","2007","3","184200","219400","0.69","0.35","Zillow"
"Atlanta, GA","Atlanta","2007","4","184500","219800","0.70","0.35","Zillow"
"Atlanta, GA","Atlanta","2007","5","184700","220000","0.70","0.35","Zillow"
"Atlanta, GA","Atlanta","2007","6","184600","219900","0.70","0.35","Zillow"
"Atlanta, GA","Atlanta","2007","7","184500","219800","0.70","0.35","Zillow"
"Atlanta, GA","Atlanta","2007","8","184300","219500","0.69","0.35","Zillow"
"Atlanta, GA","Atlanta","2007","9","184000","219200","0.69","0.35","Zillow"
"Atlanta, GA","Atlanta","2007","10","183500","218600","0.69","0.34","Zillow"
"Atlanta, GA","Atlanta","2007","11","182700","217600","0.68","0.34","Zillow"
"Atlanta, GA","Atlanta","2007","12","181700","216400","0.67","0.33","Zillow"
"Atlanta, GA","Atlanta","2008","1","180500","208900","0.66","0.28","Zillow"
"Atlanta, GA","Atlanta","2008","2","179100","207200","0.65","0.27","Zillow"
"Atlanta, GA","Atlanta","2008","3","178000","206000","0.64","0.26","Zillow"
"Atlanta, GA","Atlanta","2008","4","177000","204800","0.63","0.26","Zillow"
"Atlanta, GA","Atlanta","2008","5","175800","203400","0.62","0.25","Zillow"
"Atlanta, GA","Atlanta","2008","6","174400","201800","0.60","0.24","Zillow"
"Atlanta, GA","Atlanta","2008","7","172900","200100","0.59","0.23","Zillow"
"Atlanta, GA","Atlanta","2008","8","171300","198200","0.57","0.22","Zillow"
"Atlanta, GA","Atlanta","2008","9","169600","196300","0.56","0.21","Zillow"
"Atlanta, GA","Atlanta","2008","10","168100","194500","0.55","0.19","Zillow"
"Atlanta, GA","Atlanta","2008","11","166600","192800","0.53","0.18","Zillow"
"Atlanta, GA","Atlanta","2008","12","165000","190900","0.52","0.17","Zillow"
"Atlanta, GA","Atlanta","2009","1","163600","194100","0.50","0.19","Zillow"
"Atlanta, GA","Atlanta","2009","2","162000","192200","0.49","0.18","Zillow"
"Atlanta, GA","Atlanta","2009","3","160300","190200","0.47","0.17","Zillow"
"Atlanta, GA","Atlanta","2009","4","158600","188200","0.46","0.16","Zillow"
"Atlanta, GA","Atlanta","2009","5","156800","186000","0.44","0.14","Zillow"
"Atlanta, GA","Atlanta","2009","6","154800","183600","0.42","0.13","Zillow"
"Atlanta, GA","Atlanta","2009","7","153100","181600","0.41","0.11","Zillow"
"Atlanta, GA","Atlanta","2009","8","151800","180100","0.40","0.11","Zillow"
"Atlanta, GA","Atlanta","2009","9","150900","179000","0.39","0.10","Zillow"
"Atlanta, GA","Atlanta","2009","10","150200","178200","0.38","0.09","Zillow"
"Atlanta, GA","Atlanta","2009","11","149500","177400","0.37","0.09","Zillow"
"Atlanta, GA","Atlanta","2009","12","149100","176900","0.37","0.09","Zillow"
"Atlanta, GA","Atlanta","2010","1","149000","174700","0.37","0.07","Zillow"
"Atlanta, GA","Atlanta","2010","2","149100","174800","0.37","0.07","Zillow"
"Atlanta, GA","Atlanta","2010","3","147800","173300","0.36","0.06","Zillow"
"Atlanta, GA","Atlanta","2010","4","145500","170600","0.34","0.05","Zillow"
"Atlanta, GA","Atlanta","2010","5","144100","168900","0.32","0.04","Zillow"
"Atlanta, GA","Atlanta","2010","6","143500","168200","0.32","0.03","Zillow"
"Atlanta, GA","Atlanta","2010","7","142700","167300","0.31","0.03","Zillow"
"Atlanta, GA","Atlanta","2010","8","141400","165800","0.30","0.02","Zillow"
"Atlanta, GA","Atlanta","2010","9","139800","163900","0.28","0.01","Zillow"
"Atlanta, GA","Atlanta","2010","10","138300","162100","0.27","0.00","Zillow"
"Atlanta, GA","Atlanta","2010","11","136900","160500","0.26","-0.01","Zillow"
"Atlanta, GA","Atlanta","2010","12","135300","158600","0.24","-0.03","Zillow"
"Atlanta, GA","Atlanta","2011","1","133700","152400","0.23","-0.06","Zillow"
"Atlanta, GA","Atlanta","2011","2","132200","150700","0.22","-0.07","Zillow"
"Atlanta, GA","Atlanta","2011","3","131000","149300","0.20","-0.08","Zillow"
"Atlanta, GA","Atlanta","2011","4","129800","147900","0.19","-0.09","Zillow"
"Atlanta, GA","Atlanta","2011","5","128400","146400","0.18","-0.10","Zillow"
"Atlanta, GA","Atlanta","2011","6","126800","144500","0.17","-0.11","Zillow"
"Atlanta, GA","Atlanta","2011","7","125500","143000","0.15","-0.12","Zillow"
"Atlanta, GA","Atlanta","2011","8","124200","141600","0.14","-0.13","Zillow"
"Atlanta, GA","Atlanta","2011","9","122700","139900","0.13","-0.14","Zillow"
"Atlanta, GA","Atlanta","2011","10","121100","138000","0.11","-0.15","Zillow"
"Atlanta, GA","Atlanta","2011","11","119700","136400","0.10","-0.16","Zillow"
"Atlanta, GA","Atlanta","2011","12","118600","135200","0.09","-0.17","Zillow"
"Atlanta, GA","Atlanta","2012","1","117700","131900","0.08","-0.19","Zillow"
"Atlanta, GA","Atlanta","2012","2","116900","131000","0.07","-0.20","Zillow"
"Atlanta, GA","Atlanta","2012","3","116600","130700","0.07","-0.20","Zillow"
"Atlanta, GA","Atlanta","2012","4","116700","130800","0.07","-0.20","Zillow"
"Atlanta, GA","Atlanta","2012","5","117000","131100","0.08","-0.20","Zillow"
"Atlanta, GA","Atlanta","2012","6","117300","131500","0.08","-0.19","Zillow"
"Atlanta, GA","Atlanta","2012","7","117500","131700","0.08","-0.19","Zillow"
"Atlanta, GA","Atlanta","2012","8","117700","131900","0.08","-0.19","Zillow"
"Atlanta, GA","Atlanta","2012","9","118200","132500","0.09","-0.19","Zillow"
"Atlanta, GA","Atlanta","2012","10","119000","133400","0.09","-0.18","Zillow"
"Atlanta, GA","Atlanta","2012","11","119900","134400","0.10","-0.17","Zillow"
"Atlanta, GA","Atlanta","2012","12","120800","135400","0.11","-0.17","Zillow"
"Atlanta, GA","Atlanta","2013","1","121600","134000","0.12","-0.18","Zillow"
"Atlanta, GA","Atlanta","2013","2","122500","135000","0.13","-0.17","Zillow"
"Atlanta, GA","Atlanta","2013","3","123900","136600","0.14","-0.16","Zillow"
"Atlanta, GA","Atlanta","2013","4","125400","138200","0.15","-0.15","Zillow"
"Atlanta, GA","Atlanta","2013","5","126900","139900","0.17","-0.14","Zillow"
"Atlanta, GA","Atlanta","2013","6","128500","141600","0.18","-0.13","Zillow"
"Atlanta, GA","Atlanta","2013","7","130000","143300","0.19","-0.12","Zillow"
"Atlanta, GA","Atlanta","2013","8","131600","145100","0.21","-0.11","Zillow"
"Atlanta, GA","Atlanta","2013","9","133400","147100","0.23","-0.10","Zillow"
"Atlanta, GA","Atlanta","2013","10","135100","148900","0.24","-0.09","Zillow"
"Atlanta, GA","Atlanta","2013","11","136600","150600","0.26","-0.08","Zillow"
"Atlanta, GA","Atlanta","2013","12","138100","152200","0.27","-0.07","Zillow"
"Atlanta, GA","Atlanta","2014","1","139400","150500","0.28","-0.08","Zillow"
"Atlanta, GA","Atlanta","2014","2","140700","151900","0.29","-0.07","Zillow"
"Atlanta, GA","Atlanta","2014","3","142300","153600","0.31","-0.06","Zillow"
"Atlanta, GA","Atlanta","2014","4","143900","155300","0.32","-0.05","Zillow"
"Atlanta, GA","Atlanta","2014","5","145200","156700","0.33","-0.04","Zillow"
"Atlanta, GA","Atlanta","2014","6","146500","158100","0.35","-0.03","Zillow"
"Atlanta, GA","Atlanta","2014","7","147700","159400","0.36","-0.02","Zillow"
"Atlanta, GA","Atlanta","2014","8","148900","160700","0.37","-0.01","Zillow"
"Atlanta, GA","Atlanta","2014","9","149800","161700","0.38","-0.01","Zillow"
"Atlanta, GA","Atlanta","2014","10","150800","162800","0.39","0.00","Zillow"
"Atlanta, GA","Atlanta","2014","11","151600","163700","0.39","0.00","Zillow"
"Atlanta, GA","Atlanta","2014","12","152300","164400","0.40","0.01","Zillow"
"Atlanta, GA","Atlanta","2015","1","152700","164200","0.40","0.01","Zillow"
"Atlanta, GA","Atlanta","2015","2","153300","164900","0.41","0.01","Zillow"
"Atlanta, GA","Atlanta","2015","3","153900","165500","0.41","0.02","Zillow"
"Atlanta, GA","Atlanta","2015","4","154700","166400","0.42","0.02","Zillow"
"Atlanta, GA","Atlanta","2015","5","155700","167500","0.43","0.03","Zillow"
"Atlanta, GA","Atlanta","2015","6","156700","168500","0.44","0.03","Zillow"
"Atlanta, GA","Atlanta","2015","7","157800","169700","0.45","0.04","Zillow"
"Atlanta, GA","Atlanta","2015","8","158800","170800","0.46","0.05","Zillow"
"Atlanta, GA","Atlanta","2015","9","159600","171700","0.47","0.05","Zillow"
"Atlanta, GA","Atlanta","2015","10","160100","172200","0.47","0.06","Zillow"
"Atlanta, GA","Atlanta","2015","11","160600","172700","0.48","0.06","Zillow"
"Atlanta, GA","Atlanta","2015","12","161400","173600","0.48","0.07","Zillow"
"Atlanta, GA","Atlanta","2016","1","162200","171500","0.49","0.05","Zillow"
"Atlanta, GA","Atlanta","2016","2","162900","172200","0.50","0.06","Zillow"
"Atlanta, GA","Atlanta","2016","3","163900","173300","0.51","0.06","Zillow"
"Atlanta, GA","Atlanta","2016","4","165400","174800","0.52","0.07","Zillow"
"Atlanta, GA","Atlanta","2016","5","167100","176600","0.54","0.08","Zillow"
"Atlanta, GA","Atlanta","2016","6","168700","178300","0.55","0.09","Zillow"
"Atlanta, GA","Atlanta","2016","7","170300","180000","0.57","0.10","Zillow"
"Atlanta, GA","Atlanta","2016","8","172000","181800","0.58","0.12","Zillow"
"Atlanta, GA","Atlanta","2016","9","173600","183500","0.60","0.13","Zillow"
"Atlanta, GA","Atlanta","2016","10","175000","185000","0.61","0.14","Zillow"
"Atlanta, GA","Atlanta","2016","11","176200","186300","0.62","0.14","Zillow"
"Atlanta, GA","Atlanta","2016","12","177400","187500","0.63","0.15","Zillow"
"Atlanta, GA","Atlanta","2017","1","178400","182500","0.64","0.12","Zillow"
"Atlanta, GA","Atlanta","2017","2","179500","183700","0.65","0.13","Zillow"
"Atlanta, GA","Atlanta","2017","3","180600","184800","0.66","0.13","Zillow"
"Atlanta, GA","Atlanta","2017","4","181800","186000","0.67","0.14","Zillow"
"Atlanta, GA","Atlanta","2017","5","183000","187200","0.68","0.15","Zillow"
"Atlanta, GA","Atlanta","2017","6","183900","188200","0.69","0.16","Zillow"
"Atlanta, GA","Atlanta","2017","7","184800","189100","0.70","0.16","Zillow"
"Atlanta, GA","Atlanta","2017","8","186000","190300","0.71","0.17","Zillow"
"Atlanta, GA","Atlanta","2017","9","187400","191700","0.72","0.18","Zillow"
"Atlanta, GA","Atlanta","2017","10","188700","193100","0.73","0.19","Zillow"
"Atlanta, GA","Atlanta","2017","11","189900","194300","0.75","0.19","Zillow"
"Atlanta, GA","Atlanta","2017","12","191300","195700","0.76","0.20","Zillow"
"Atlanta, GA","Atlanta","2018","1","193800","193800","0.78","0.19","Zillow"
"Atlanta, GA","Atlanta","2018","2","196600","196600","0.81","0.21","Zillow"
"Atlanta, GA","Atlanta","2018","3","198700","198700","0.83","0.22","Zillow"
"Atlanta, GA","Atlanta","2018","4","200400","200400","0.84","0.23","Zillow"
"Atlanta, GA","Atlanta","2018","5","202500","202500","0.86","0.24","Zillow"
"Atlanta, GA","Atlanta","2018","6","204300","204300","0.88","0.25","Zillow"
"Atlanta, GA","Atlanta","2018","7","206000","206000","0.89","0.26","Zillow"
"Atlanta, GA","Atlanta","2018","8","207600","207600","0.91","0.27","Zillow"
"Atlanta, GA","Atlanta","2018","9","209600","209600","0.93","0.29","Zillow"
"Atlanta, GA","Atlanta","2018","10","212400","212400","0.95","0.30","Zillow"
"Atlanta, GA","Atlanta","2018","11","215100","215100","0.98","0.32","Zillow"
"Atlanta, GA","Atlanta","2018","12","216800","216800","0.99","0.33","Zillow"
"Bay Area","Bay Area","1997","1","233327","415400","0.00","0.00","Zillow"
"Bay Area","Bay Area","1997","2","235038","418400","0.01","0.01","Zillow"
"Bay Area","Bay Area","1997","3","236662","421300","0.01","0.01","Zillow"
"Bay Area","Bay Area","1997","4","238589","424700","0.02","0.02","Zillow"
"Bay Area","Bay Area","1997","5","240795","428700","0.03","0.03","Zillow"
"Bay Area","Bay Area","1997","6","243241","433000","0.04","0.04","Zillow"
"Bay Area","Bay Area","1997","7","245855","437700","0.05","0.05","Zillow"
"Bay Area","Bay Area","1997","8","248591","442600","0.07","0.07","Zillow"
"Bay Area","Bay Area","1997","9","251433","447600","0.08","0.08","Zillow"
"Bay Area","Bay Area","1997","10","254390","452900","0.09","0.09","Zillow"
"Bay Area","Bay Area","1997","11","257479","458400","0.10","0.10","Zillow"
"Bay Area","Bay Area","1997","12","260878","464400","0.12","0.12","Zillow"
"Bay Area","Bay Area","1998","1","264176","455800","0.13","0.10","Zillow"
"Bay Area","Bay Area","1998","2","267368","461300","0.15","0.11","Zillow"
"Bay Area","Bay Area","1998","3","270203","466200","0.16","0.12","Zillow"
"Bay Area","Bay Area","1998","4","272949","470900","0.17","0.13","Zillow"
"Bay Area","Bay Area","1998","5","275554","475400","0.18","0.14","Zillow"
"Bay Area","Bay Area","1998","6","278041","479700","0.19","0.15","Zillow"
"Bay Area","Bay Area","1998","7","280355","483700","0.20","0.16","Zillow"
"Bay Area","Bay Area","1998","8","282498","487400","0.21","0.17","Zillow"
"Bay Area","Bay Area","1998","9","284449","490800","0.22","0.18","Zillow"
"Bay Area","Bay Area","1998","10","286293","494000","0.23","0.19","Zillow"
"Bay Area","Bay Area","1998","11","288050","497000","0.23","0.20","Zillow"
"Bay Area","Bay Area","1998","12","290015","500400","0.24","0.20","Zillow"
"Bay Area","Bay Area","1999","1","291951","483300","0.25","0.16","Zillow"
"Bay Area","Bay Area","1999","2","294130","486900","0.26","0.17","Zillow"
"Bay Area","Bay Area","1999","3","296381","490600","0.27","0.18","Zillow"
"Bay Area","Bay Area","1999","4","299012","495000","0.28","0.19","Zillow"
"Bay Area","Bay Area","1999","5","302195","500200","0.30","0.20","Zillow"
"Bay Area","Bay Area","1999","6","306071","506700","0.31","0.22","Zillow"
"Bay Area","Bay Area","1999","7","310683","514300","0.33","0.24","Zillow"
"Bay Area","Bay Area","1999","8","316061","523200","0.35","0.26","Zillow"
"Bay Area","Bay Area","1999","9","322246","533400","0.38","0.28","Zillow"
"Bay Area","Bay Area","1999","10","329252","545000","0.41","0.31","Zillow"
"Bay Area","Bay Area","1999","11","337052","557900","0.44","0.34","Zillow"
"Bay Area","Bay Area","1999","12","345733","572300","0.48","0.38","Zillow"
"Bay Area","Bay Area","2000","1","354585","561900","0.52","0.35","Zillow"
"Bay Area","Bay Area","2000","2","363738","576400","0.56","0.39","Zillow"
"Bay Area","Bay Area","2000","3","372658","590500","0.60","0.42","Zillow"
"Bay Area","Bay Area","2000","4","381521","604600","0.64","0.46","Zillow"
"Bay Area","Bay Area","2000","5","389888","617800","0.67","0.49","Zillow"
"Bay Area","Bay Area","2000","6","397660","630100","0.70","0.52","Zillow"
"Bay Area","Bay Area","2000","7","404639","641200","0.73","0.54","Zillow"
"Bay Area","Bay Area","2000","8","410812","651000","0.76","0.57","Zillow"
"Bay Area","Bay Area","2000","9","416158","659500","0.78","0.59","Zillow"
"Bay Area","Bay Area","2000","10","420909","667000","0.80","0.61","Zillow"
"Bay Area","Bay Area","2000","11","425067","673600","0.82","0.62","Zillow"
"Bay Area","Bay Area","2000","12","428724","679400","0.84","0.64","Zillow"
"Bay Area","Bay Area","2001","1","431501","648800","0.85","0.56","Zillow"
"Bay Area","Bay Area","2001","2","433970","652600","0.86","0.57","Zillow"
"Bay Area","Bay Area","2001","3","435644","655100","0.87","0.58","Zillow"
"Bay Area","Bay Area","2001","4","436679","656600","0.87","0.58","Zillow"
"Bay Area","Bay Area","2001","5","437159","657400","0.87","0.58","Zillow"
"Bay Area","Bay Area","2001","6","437224","657400","0.87","0.58","Zillow"
"Bay Area","Bay Area","2001","7","436942","657000","0.87","0.58","Zillow"
"Bay Area","Bay Area","2001","8","436439","656300","0.87","0.58","Zillow"
"Bay Area","Bay Area","2001","9","435809","655300","0.87","0.58","Zillow"
"Bay Area","Bay Area","2001","10","435190","654400","0.87","0.58","Zillow"
"Bay Area","Bay Area","2001","11","434650","653600","0.86","0.57","Zillow"
"Bay Area","Bay Area","2001","12","434475","653300","0.86","0.57","Zillow"
"Bay Area","Bay Area","2002","1","434519","642900","0.86","0.55","Zillow"
"Bay Area","Bay Area","2002","2","435757","644700","0.87","0.55","Zillow"
"Bay Area","Bay Area","2002","3","437789","647700","0.88","0.56","Zillow"
"Bay Area","Bay Area","2002","4","440708","652000","0.89","0.57","Zillow"
"Bay Area","Bay Area","2002","5","444384","657500","0.90","0.58","Zillow"
"Bay Area","Bay Area","2002","6","448724","663900","0.92","0.60","Zillow"
"Bay Area","Bay Area","2002","7","453242","670600","0.94","0.61","Zillow"
"Bay Area","Bay Area","2002","8","457639","677100","0.96","0.63","Zillow"
"Bay Area","Bay Area","2002","9","461663","683000","0.98","0.64","Zillow"
"Bay Area","Bay Area","2002","10","465315","688500","0.99","0.66","Zillow"
"Bay Area","Bay Area","2002","11","468453","693100","1.01","0.67","Zillow"
"Bay Area","Bay Area","2002","12","471093","697000","1.02","0.68","Zillow"
"Bay Area","Bay Area","2003","1","473085","687800","1.03","0.66","Zillow"
"Bay Area","Bay Area","2003","2","475131","690800","1.04","0.66","Zillow"
"Bay Area","Bay Area","2003","3","476954","693500","1.04","0.67","Zillow"
"Bay Area","Bay Area","2003","4","478465","695700","1.05","0.67","Zillow"
"Bay Area","Bay Area","2003","5","479766","697500","1.06","0.68","Zillow"
"Bay Area","Bay Area","2003","6","481305","699800","1.06","0.68","Zillow"
"Bay Area","Bay Area","2003","7","483436","702900","1.07","0.69","Zillow"
"Bay Area","Bay Area","2003","8","486255","707000","1.08","0.70","Zillow"
