"city","county","year","median_contract_rent","median_contract_rent_ia","median_contract_rent_perchg1970","median_contract_rent_ia_perchg1970","source"
"Belvedere","Marin County","2014","2001","2183","6.29","0.09","ACS_5YR"
"Belvedere","Marin County","2015","2045","2174","6.45","0.09","ACS_5YR"
"Belvedere","Marin County","2016","2314","2389","7.44","0.19","ACS_5YR"
"Belvedere","Marin County","2017","2351","2351","7.57","0.18","ACS_5YR"
"Benicia","Solano County","1970","105","766","0","0","Census_1970_imputed"
"Benicia","Solano County","1980","247","845","1.35","0.1","Census_1980"
"Benicia","Solano County","1990","599","1247","4.7","0.63","Census_1990"
"Benicia","Solano County","2000","815","1243","6.76","0.62","Census_2000"
"Benicia","Solano County","2009","1117","1369","9.64","0.79","ACS_5YR"
"Benicia","Solano County","2010","1170","1414","10.14","0.85","ACS_5YR"
"Benicia","Solano County","2011","1209","1424","10.51","0.86","ACS_5YR"
"Benicia","Solano County","2012","1225","1405","10.66","0.83","ACS_5YR"
"Benicia","Solano County","2013","1211","1359","10.53","0.77","ACS_5YR"
"Benicia","Solano County","2014","1242","1355","10.83","0.77","ACS_5YR"
"Benicia","Solano County","2015","1234","1312","10.75","0.71","ACS_5YR"
"Benicia","Solano County","2016","1298","1340","11.36","0.75","ACS_5YR"
"Benicia","Solano County","2017","1431","1431","12.63","0.87","ACS_5YR"
"Berkeley","Alameda County","1970","128","930","0","0","Census_1970_imputed"
"Berkeley","Alameda County","1980","226","773","0.77","-0.17","Census_1980"
"Berkeley","Alameda County","1990","392","816","2.07","-0.12","Census_1990"
"Berkeley","Alameda County","2000","692","1056","4.43","0.14","Census_2000"
"Berkeley","Alameda County","2009","1058","1296","7.3","0.39","ACS_5YR"
"Berkeley","Alameda County","2010","1120","1354","7.78","0.46","ACS_5YR"
"Berkeley","Alameda County","2011","1159","1365","8.09","0.47","ACS_5YR"
"Berkeley","Alameda County","2012","1206","1384","8.46","0.49","ACS_5YR"
"Berkeley","Alameda County","2013","1228","1378","8.63","0.48","ACS_5YR"
"Berkeley","Alameda County","2014","1271","1387","8.97","0.49","ACS_5YR"
"Berkeley","Alameda County","2015","1303","1385","9.22","0.49","ACS_5YR"
"Berkeley","Alameda County","2016","1372","1416","9.76","0.52","ACS_5YR"
"Berkeley","Alameda County","2017","1449","1449","10.36","0.56","ACS_5YR"
"Brentwood","Contra Costa County","1970","67","486","0","0","Census_1970_imputed"
"Brentwood","Contra Costa County","1980","154","527","1.31","0.08","Census_1980"
"Brentwood","Contra Costa County","1990","524","1091","6.87","1.25","Census_1990"
"Brentwood","Contra Costa County","2000","746","1138","10.2","1.34","Census_2000"
"Brentwood","Contra Costa County","2009","1230","1507","17.47","2.1","ACS_5YR"
"Brentwood","Contra Costa County","2010","1454","1757","20.84","2.62","ACS_5YR"
"Brentwood","Contra Costa County","2011","1492","1758","21.41","2.62","ACS_5YR"
"Brentwood","Contra Costa County","2012","1624","1863","23.39","2.84","ACS_5YR"
"Brentwood","Contra Costa County","2013","1649","1850","23.77","2.81","ACS_5YR"
"Brentwood","Contra Costa County","2014","1656","1807","23.87","2.72","ACS_5YR"
"Brentwood","Contra Costa County","2015","1708","1816","24.65","2.74","ACS_5YR"
"Brentwood","Contra Costa County","2016","1742","1798","25.16","2.7","ACS_5YR"
"Brentwood","Contra Costa County","2017","1733","1733","25.03","2.57","ACS_5YR"
"Brisbane","San Mateo County","1970","128","933","0","0","Census_1970_imputed"
"Brisbane","San Mateo County","1980","276","944","1.16","0.01","Census_1980"
"Brisbane","San Mateo County","1990","617","1284","3.82","0.38","Census_1990"
"Brisbane","San Mateo County","2000","922","1407","6.21","0.51","Census_2000"
"Brisbane","San Mateo County","2009","1292","1583","9.1","0.7","ACS_5YR"
"Brisbane","San Mateo County","2010","1249","1510","8.77","0.62","ACS_5YR"
"Brisbane","San Mateo County","2011","1347","1587","9.53","0.7","ACS_5YR"
"Brisbane","San Mateo County","2012","1347","1545","9.53","0.66","ACS_5YR"
"Brisbane","San Mateo County","2013","1324","1486","9.35","0.59","ACS_5YR"
"Brisbane","San Mateo County","2014","1392","1519","9.88","0.63","ACS_5YR"
"Brisbane","San Mateo County","2015","1481","1575","10.58","0.69","ACS_5YR"
"Brisbane","San Mateo County","2016","1608","1660","11.57","0.78","ACS_5YR"
"Brisbane","San Mateo County","2017","1628","1628","11.73","0.75","ACS_5YR"
"Burlingame","San Mateo County","1970","149","1085","0","0","Census_1970_imputed"
"Burlingame","San Mateo County","1980","299","1022","1.01","-0.06","Census_1980"
"Burlingame","San Mateo County","1990","682","1419","3.59","0.31","Census_1990"
"Burlingame","San Mateo County","2000","1052","1605","6.07","0.48","Census_2000"
"Burlingame","San Mateo County","2009","1222","1497","7.22","0.38","ACS_5YR"
"Burlingame","San Mateo County","2010","1286","1554","7.65","0.43","ACS_5YR"
"Burlingame","San Mateo County","2011","1356","1597","8.12","0.47","ACS_5YR"
"Burlingame","San Mateo County","2012","1381","1584","8.28","0.46","ACS_5YR"
"Burlingame","San Mateo County","2013","1449","1626","8.74","0.5","ACS_5YR"
"Burlingame","San Mateo County","2014","1495","1631","9.05","0.5","ACS_5YR"
"Burlingame","San Mateo County","2015","1557","1655","9.47","0.53","ACS_5YR"
"Burlingame","San Mateo County","2016","1695","1750","10.4","0.61","ACS_5YR"
"Burlingame","San Mateo County","2017","1872","1872","11.59","0.73","ACS_5YR"
"Calistoga","Napa County","1970","69","506","0","0","Census_1970_imputed"
"Calistoga","Napa County","1980","187","639","1.69","0.26","Census_1980"
"Calistoga","Napa County","1990","492","1024","6.09","1.02","Census_1990"
"Calistoga","Napa County","2000","639","975","8.2","0.93","Census_2000"
"Calistoga","Napa County","2009","1057","1295","14.22","1.56","ACS_5YR"
"Calistoga","Napa County","2010","1089","1316","14.68","1.6","ACS_5YR"
"Calistoga","Napa County","2011","1057","1245","14.22","1.46","ACS_5YR"
"Calistoga","Napa County","2012","1056","1211","14.21","1.39","ACS_5YR"
"Calistoga","Napa County","2013","961","1078","12.84","1.13","ACS_5YR"
"Calistoga","Napa County","2014","983","1072","13.16","1.12","ACS_5YR"
"Calistoga","Napa County","2015","1008","1072","13.52","1.12","ACS_5YR"
"Calistoga","Napa County","2016","1061","1095","14.28","1.16","ACS_5YR"
"Calistoga","Napa County","2017","1035","1035","13.9","1.04","ACS_5YR"
"Campbell","Santa Clara County","1970","145","1055","0","0","Census_1970_imputed"
"Campbell","Santa Clara County","1980","312","1067","1.16","0.01","Census_1980"
"Campbell","Santa Clara County","1990","688","1432","3.76","0.36","Census_1990"
"Campbell","Santa Clara County","2000","1093","1668","6.56","0.58","Census_2000"
"Campbell","Santa Clara County","2009","1271","1557","7.79","0.48","ACS_5YR"
"Campbell","Santa Clara County","2010","1306","1578","8.03","0.5","ACS_5YR"
"Campbell","Santa Clara County","2011","1353","1594","8.35","0.51","ACS_5YR"
"Campbell","Santa Clara County","2012","1380","1583","8.54","0.5","ACS_5YR"
"Campbell","Santa Clara County","2013","1426","1600","8.86","0.52","ACS_5YR"
"Campbell","Santa Clara County","2014","1474","1608","9.19","0.52","ACS_5YR"
"Campbell","Santa Clara County","2015","1600","1701","10.06","0.61","ACS_5YR"
"Campbell","Santa Clara County","2016","1739","1795","11.02","0.7","ACS_5YR"
"Campbell","Santa Clara County","2017","1841","1841","11.73","0.75","ACS_5YR"
"Clayton","Contra Costa County","1970","135","984","0","0","Census_1970_imputed"
"Clayton","Contra Costa County","1980","458","1566","2.39","0.59","Census_1980"
"Clayton","Contra Costa County","1990","1001","2083","6.41","1.12","Census_1990"
"Clayton","Contra Costa County","2000","1264","1928","8.36","0.96","Census_2000"
"Clayton","Contra Costa County","2009","1659","2033","11.29","1.06","ACS_5YR"
"Clayton","Contra Costa County","2010","1735","2097","11.85","1.13","ACS_5YR"
"Clayton","Contra Costa County","2011","1715","2020","11.7","1.05","ACS_5YR"
"Clayton","Contra Costa County","2012","2001","2296","13.82","1.33","ACS_5YR"
"Clayton","Contra Costa County","2013","2001","2245","13.82","1.28","ACS_5YR"
"Clayton","Contra Costa County","2014","2001","2183","13.82","1.22","ACS_5YR"
"Clayton","Contra Costa County","2015","2168","2305","15.06","1.34","ACS_5YR"
"Clayton","Contra Costa County","2016","2233","2305","15.54","1.34","ACS_5YR"
"Clayton","Contra Costa County","2017","2195","2195","15.26","1.23","ACS_5YR"
"Cloverdale","Sonoma County","1970","80","583","0","0","Census_1970_imputed"
"Cloverdale","Sonoma County","1980","194","663","1.43","0.14","Census_1980"
"Cloverdale","Sonoma County","1990","424","882","4.3","0.51","Census_1990"
"Cloverdale","Sonoma County","2000","658","1004","7.23","0.72","Census_2000"
"Cloverdale","Sonoma County","2009","923","1131","10.54","0.94","ACS_5YR"
"Cloverdale","Sonoma County","2010","1029","1244","11.86","1.13","ACS_5YR"
"Cloverdale","Sonoma County","2011","1189","1401","13.86","1.4","ACS_5YR"
"Cloverdale","Sonoma County","2012","1068","1225","12.35","1.1","ACS_5YR"
"Cloverdale","Sonoma County","2013","1156","1297","13.45","1.22","ACS_5YR"
"Cloverdale","Sonoma County","2014","1145","1249","13.31","1.14","ACS_5YR"
"Cloverdale","Sonoma County","2015","1134","1206","13.18","1.07","ACS_5YR"
"Cloverdale","Sonoma County","2016","1092","1127","12.65","0.93","ACS_5YR"
"Cloverdale","Sonoma County","2017","1129","1129","13.11","0.94","ACS_5YR"
"Colma","San Mateo County","1970",,,,,"Census_1970_imputed"
"Colma","San Mateo County","1980","259","886",,,"Census_1980"
"Colma","San Mateo County","1990","629","1309",,,"Census_1990"
"Colma","San Mateo County","2000","902","1376",,,"Census_2000"
"Colma","San Mateo County","2009","1244","1524",,,"ACS_5YR"
"Colma","San Mateo County","2010","1473","1780",,,"ACS_5YR"
"Colma","San Mateo County","2011","1644","1937",,,"ACS_5YR"
"Colma","San Mateo County","2012","1605","1841",,,"ACS_5YR"
"Colma","San Mateo County","2013","1670","1874",,,"ACS_5YR"
"Colma","San Mateo County","2014","1627","1775",,,"ACS_5YR"
"Colma","San Mateo County","2015","1289","1371",,,"ACS_5YR"
"Colma","San Mateo County","2016","1450","1497",,,"ACS_5YR"
"Colma","San Mateo County","2017","1591","1591",,,"ACS_5YR"
"Concord","Contra Costa County","1970","153","1118","0","0","Census_1970_imputed"
"Concord","Contra Costa County","1980","290","992","0.89","-0.11","Census_1980"
"Concord","Contra Costa County","1990","618","1286","3.03","0.15","Census_1990"
"Concord","Contra Costa County","2000","810","1236","4.28","0.11","Census_2000"
"Concord","Contra Costa County","2009","1092","1338","6.12","0.2","ACS_5YR"
"Concord","Contra Costa County","2010","1131","1367","6.38","0.22","ACS_5YR"
"Concord","Contra Costa County","2011","1141","1344","6.44","0.2","ACS_5YR"
"Concord","Contra Costa County","2012","1163","1334","6.59","0.19","ACS_5YR"
"Concord","Contra Costa County","2013","1174","1317","6.66","0.18","ACS_5YR"
"Concord","Contra Costa County","2014","1218","1329","6.95","0.19","ACS_5YR"
"Concord","Contra Costa County","2015","1215","1292","6.93","0.16","ACS_5YR"
"Concord","Contra Costa County","2016","1291","1333","7.42","0.19","ACS_5YR"
"Concord","Contra Costa County","2017","1382","1382","8.02","0.24","ACS_5YR"
"Corte Madera","Marin County","1970","173","1265","0","0","Census_1970_imputed"
"Corte Madera","Marin County","1980","383","1310","1.21","0.04","Census_1980"
"Corte Madera","Marin County","1990","923","1921","4.32","0.52","Census_1990"
"Corte Madera","Marin County","2000","1259","1921","6.26","0.52","Census_2000"
"Corte Madera","Marin County","2009","1734","2124","9","0.68","ACS_5YR"
"Corte Madera","Marin County","2010","1685","2037","8.71","0.61","ACS_5YR"
"Corte Madera","Marin County","2011","1523","1794","7.78","0.42","ACS_5YR"
"Corte Madera","Marin County","2012","1485","1704","7.56","0.35","ACS_5YR"
"Corte Madera","Marin County","2013","1563","1754","8.01","0.39","ACS_5YR"
"Corte Madera","Marin County","2014","1620","1767","8.34","0.4","ACS_5YR"
"Corte Madera","Marin County","2015","1773","1885","9.22","0.49","ACS_5YR"
"Corte Madera","Marin County","2016","1947","2010","10.22","0.59","ACS_5YR"
"Corte Madera","Marin County","2017","2325","2325","12.4","0.84","ACS_5YR"
"Cotati","Sonoma County","1970","77","560","0","0","Census_1970_imputed"
"Cotati","Sonoma County","1980","262","896","2.41","0.6","Census_1980"
"Cotati","Sonoma County","1990","526","1095","5.85","0.96","Census_1990"
"Cotati","Sonoma County","2000","826","1260","9.76","1.25","Census_2000"
"Cotati","Sonoma County","2009","1046","1282","12.63","1.29","ACS_5YR"
"Cotati","Sonoma County","2010","1095","1323","13.27","1.36","ACS_5YR"
"Cotati","Sonoma County","2011","1089","1283","13.19","1.29","ACS_5YR"
"Cotati","Sonoma County","2012","1136","1303","13.8","1.33","ACS_5YR"
"Cotati","Sonoma County","2013","1143","1282","13.89","1.29","ACS_5YR"
"Cotati","Sonoma County","2014","1143","1247","13.89","1.23","ACS_5YR"
"Cotati","Sonoma County","2015","1155","1228","14.05","1.19","ACS_5YR"
"Cotati","Sonoma County","2016","1219","1258","14.88","1.25","ACS_5YR"
"Cotati","Sonoma County","2017","1264","1264","15.47","1.26","ACS_5YR"
"Cupertino","Santa Clara County","1970","185","1348","0","0","Census_1970_imputed"
"Cupertino","Santa Clara County","1980","381","1303","1.06","-0.03","Census_1980"
"Cupertino","Santa Clara County","1990","934","1944","4.05","0.44","Census_1990"
"Cupertino","Santa Clara County","2000","1610","2456","7.71","0.82","Census_2000"
"Cupertino","Santa Clara County","2009","1764","2161","8.54","0.6","ACS_5YR"
"Cupertino","Santa Clara County","2010","1844","2229","8.97","0.65","ACS_5YR"
"Cupertino","Santa Clara County","2011","1922","2264","9.39","0.68","ACS_5YR"
"Cupertino","Santa Clara County","2012","1970","2260","9.65","0.68","ACS_5YR"
"Cupertino","Santa Clara County","2013","2001","2245","9.82","0.67","ACS_5YR"
"Cupertino","Santa Clara County","2014","2001","2183","9.82","0.62","ACS_5YR"
"Cupertino","Santa Clara County","2015","2350","2499","11.71","0.85","ACS_5YR"
"Cupertino","Santa Clara County","2016","2485","2565","12.44","0.9","ACS_5YR"
"Cupertino","Santa Clara County","2017","2705","2705","13.63","1.01","ACS_5YR"
"Daly City","San Mateo County","1970","148","1082","0","0","Census_1970_imputed"
"Daly City","San Mateo County","1980","303","1036","1.04","-0.04","Census_1980"
"Daly City","San Mateo County","1990","674","1403","3.54","0.3","Census_1990"
"Daly City","San Mateo County","2000","1005","1533","5.77","0.42","Census_2000"
"Daly City","San Mateo County","2009","1273","1560","7.58","0.44","ACS_5YR"
"Daly City","San Mateo County","2010","1334","1612","7.99","0.49","ACS_5YR"
"Daly City","San Mateo County","2011","1399","1648","8.42","0.52","ACS_5YR"
"Daly City","San Mateo County","2012","1411","1619","8.51","0.5","ACS_5YR"
"Daly City","San Mateo County","2013","1456","1634","8.81","0.51","ACS_5YR"
"Daly City","San Mateo County","2014","1493","1629","9.06","0.5","ACS_5YR"
"Daly City","San Mateo County","2015","1580","1680","9.64","0.55","ACS_5YR"
"Daly City","San Mateo County","2016","1680","1734","10.32","0.6","ACS_5YR"
"Daly City","San Mateo County","2017","1799","1799","11.12","0.66","ACS_5YR"
"Danville","Contra Costa County","1970","170","1237","0","0","Census_1970_imputed"
"Danville","Contra Costa County","1980","412","1409","1.43","0.14","Census_1980"
"Danville","Contra Costa County","1990","999","2079","4.89","0.68","Census_1990"
"Danville","Contra Costa County","2000","1510","2304","7.9","0.86","Census_2000"
"Danville","Contra Costa County","2009","1849","2265","9.9","0.83","ACS_5YR"
"Danville","Contra Costa County","2010","1898","2294","10.19","0.85","ACS_5YR"
"Danville","Contra Costa County","2011","2001","2357","10.8","0.91","ACS_5YR"
"Danville","Contra Costa County","2012","2001","2296","10.8","0.86","ACS_5YR"
"Danville","Contra Costa County","2013","2001","2245","10.8","0.82","ACS_5YR"
"Danville","Contra Costa County","2014","2001","2183","10.8","0.76","ACS_5YR"
"Danville","Contra Costa County","2015","2213","2353","12.05","0.9","ACS_5YR"
"Danville","Contra Costa County","2016","2143","2212","11.63","0.79","ACS_5YR"
"Danville","Contra Costa County","2017","2202","2202","11.98","0.78","ACS_5YR"
"Dixon","Solano County","1970","90","659","0","0","Census_1970_imputed"
"Dixon","Solano County","1980","202","691","1.24","0.05","Census_1980"
"Dixon","Solano County","1990","484","1007","4.36","0.53","Census_1990"
"Dixon","Solano County","2000","651","993","6.21","0.51","Census_2000"
"Dixon","Solano County","2009","976","1196","9.8","0.82","ACS_5YR"
"Dixon","Solano County","2010","1100","1329","11.18","1.02","ACS_5YR"
"Dixon","Solano County","2011","1076","1267","10.91","0.92","ACS_5YR"
"Dixon","Solano County","2012","1094","1255","11.11","0.91","ACS_5YR"
"Dixon","Solano County","2013","1080","1212","10.95","0.84","ACS_5YR"
"Dixon","Solano County","2014","1101","1201","11.19","0.82","ACS_5YR"
"Dixon","Solano County","2015","1085","1154","11.01","0.75","ACS_5YR"
"Dixon","Solano County","2016","1080","1115","10.95","0.69","ACS_5YR"
"Dixon","Solano County","2017","1112","1112","11.31","0.69","ACS_5YR"
"Dublin","Alameda County","1970","175","1278","0","0","Census_1970_imputed"
"Dublin","Alameda County","1980","353","1207","1.01","-0.06","Census_1980"
"Dublin","Alameda County","1990","811","1688","3.63","0.32","Census_1990"
"Dublin","Alameda County","2000","1245","1899","6.1","0.49","Census_2000"
"Dublin","Alameda County","2009","1508","1848","7.6","0.45","ACS_5YR"
"Dublin","Alameda County","2010","1604","1939","8.15","0.52","ACS_5YR"
"Dublin","Alameda County","2011","1662","1958","8.48","0.53","ACS_5YR"
"Dublin","Alameda County","2012","1710","1962","8.76","0.53","ACS_5YR"
"Dublin","Alameda County","2013","1720","1930","8.81","0.51","ACS_5YR"
"Dublin","Alameda County","2014","1787","1950","9.19","0.53","ACS_5YR"
"Dublin","Alameda County","2015","1866","1984","9.65","0.55","ACS_5YR"
"Dublin","Alameda County","2016","2029","2094","10.58","0.64","ACS_5YR"
"Dublin","Alameda County","2017","2209","2209","11.6","0.73","ACS_5YR"
"East Palo Alto","San Mateo County","1970","139","1013","0","0","Census_1970_imputed"
"East Palo Alto","San Mateo County","1980","258","882","0.86","-0.13","Census_1980"
"East Palo Alto","San Mateo County","1990","532","1107","2.83","0.09","Census_1990"
"East Palo Alto","San Mateo County","2000","802","1224","4.77","0.21","Census_2000"
"East Palo Alto","San Mateo County","2009","989","1212","6.12","0.2","ACS_5YR"
"East Palo Alto","San Mateo County","2010","1103","1333","6.94","0.32","ACS_5YR"
"East Palo Alto","San Mateo County","2011","1126","1326","7.11","0.31","ACS_5YR"
"East Palo Alto","San Mateo County","2012","1136","1303","7.18","0.29","ACS_5YR"
"East Palo Alto","San Mateo County","2013","1174","1317","7.45","0.3","ACS_5YR"
"East Palo Alto","San Mateo County","2014","1219","1330","7.78","0.31","ACS_5YR"
"East Palo Alto","San Mateo County","2015","1247","1326","7.98","0.31","ACS_5YR"
"East Palo Alto","San Mateo County","2016","1464","1511","9.54","0.49","ACS_5YR"
"East Palo Alto","San Mateo County","2017","1559","1559","10.23","0.54","ACS_5YR"
"El Cerrito","Contra Costa County","1970","138","1010","0","0","Census_1970_imputed"
"El Cerrito","Contra Costa County","1980","272","930","0.96","-0.08","Census_1980"
"El Cerrito","Contra Costa County","1990","645","1342","3.66","0.33","Census_1990"
"El Cerrito","Contra Costa County","2000","844","1288","5.09","0.28","Census_2000"
"El Cerrito","Contra Costa County","2009","1205","1476","7.7","0.46","ACS_5YR"
"El Cerrito","Contra Costa County","2010","1239","1497","7.95","0.48","ACS_5YR"
"El Cerrito","Contra Costa County","2011","1311","1544","8.47","0.53","ACS_5YR"
"El Cerrito","Contra Costa County","2012","1333","1529","8.63","0.51","ACS_5YR"
"El Cerrito","Contra Costa County","2013","1355","1520","8.78","0.51","ACS_5YR"
"El Cerrito","Contra Costa County","2014","1380","1506","8.96","0.49","ACS_5YR"
"El Cerrito","Contra Costa County","2015","1430","1520","9.33","0.51","ACS_5YR"
"El Cerrito","Contra Costa County","2016","1472","1519","9.63","0.5","ACS_5YR"
"El Cerrito","Contra Costa County","2017","1566","1566","10.31","0.55","ACS_5YR"
"Emeryville","Alameda County","1970","80","583","0","0","Census_1970_imputed"
"Emeryville","Alameda County","1980","194","663","1.43","0.14","Census_1980"
"Emeryville","Alameda County","1990","676","1407","7.45","1.41","Census_1990"
"Emeryville","Alameda County","2000","953","1454","10.91","1.49","Census_2000"
"Emeryville","Alameda County","2009","1360","1666","16","1.86","ACS_5YR"
"Emeryville","Alameda County","2010","1377","1664","16.21","1.85","ACS_5YR"
"Emeryville","Alameda County","2011","1537","1811","18.21","2.1","ACS_5YR"
"Emeryville","Alameda County","2012","1483","1701","17.54","1.92","ACS_5YR"
"Emeryville","Alameda County","2013","1513","1698","17.91","1.91","ACS_5YR"
"Emeryville","Alameda County","2014","1524","1663","18.05","1.85","ACS_5YR"
"Emeryville","Alameda County","2015","1690","1797","20.13","2.08","ACS_5YR"
"Emeryville","Alameda County","2016","1708","1763","20.35","2.02","ACS_5YR"
"Emeryville","Alameda County","2017","1907","1907","22.84","2.27","ACS_5YR"
"Fairfax","Marin County","1970","140","1023","0","0","Census_1970_imputed"
"Fairfax","Marin County","1980","327","1118","1.33","0.09","Census_1980"
