"nopd_item","type_","typetext","priority","initialtype","initialtypetext","initialpriority","mapx","mapy","timecreate","timedispatch","timearrive","timeclosed","disposition","dispositiontext","selfinitiated","beat","block_address","zip","policedistrict","location"
"G3207818","100","HIT & RUN","1G","100","HIT & RUN","1G","3675346","531061","2018-07-26T06:58:31.000","2018-07-26T06:58:37.000","2018-07-26T06:58:48.000","2018-07-26T08:16:21.000","RTF","REPORT TO FOLLOW","N","1G01","I-10 E","70113","1","(29.95442141, -90.08751642)"
"A3009318","24","MEDICAL","2D","NOPD","INCIDENT REQUESTED BY ANOTHER AGENCY","2A","37369000","3513814","2018-01-26T11:23:42.000",,,"2018-01-26T11:29:01.000","VOI","VOID","N","4B03","Terry Pkwy Exit & Westbank Expy Exit","70114","4","(0.0, 0.0)"
"A0644618","18","TRAFFIC INCIDENT","1H","21","COMPLAINT OTHER","1H","0","0","2018-01-06T10:55:10.000",,"2018-01-06T10:55:10.000","2018-01-06T11:02:07.000","NAT","Necessary Action Taken","Y","8D02","Conti St & Burgundy St",,"0",
"I1261118","20","AUTO ACCIDENT","1A","20","AUTO ACCIDENT","1E","3671001","534083","2018-09-11T09:06:06.000","2018-09-11T09:25:08.000",,"2018-09-11T09:39:17.000","VOI","VOID","N","1K02","I-10 W","70119","1","(29.96286033, -90.10113272)"
"A1261318","82","PROSTITUTION","1J","82","PROSTITUTION","1J","37369000","3513814","2018-01-11T11:45:18.000","2018-01-11T12:01:13.000","2018-01-11T11:45:18.000","2018-01-11T14:04:12.000","RTF","REPORT TO FOLLOW","Y","7C03","061XX Chef Menteur Hwy","70126","7","(0.0, 0.0)"
"A0886818","43B","SEXUAL BATTERY","2D","21","COMPLAINT OTHER","1J","37369000","3513814","2018-01-08T13:03:49.000","2018-01-08T13:04:59.000","2018-01-08T13:03:49.000","2018-01-08T16:03:27.000","RTF","REPORT TO FOLLOW","Y","2P01","4Lk Fontainebleau Dr","70125","2","(0.0, 0.0)"
"A1630218","24","MEDICAL","2D","24","MEDICAL","2D","37369000","3513814","2018-01-14T14:08:06.000","2018-01-14T14:16:31.000","2018-01-14T14:08:06.000","2018-01-14T14:19:42.000","NAT","Necessary Action Taken","Y","8D03","010XX Saint Louis St","70112","8","(0.0, 0.0)"
"C1674618","24","MEDICAL","2D","24","MEDICAL","2D","37369000","3513814","2018-03-14T12:11:30.000","2018-03-14T12:11:30.000","2018-03-14T12:19:49.000","2018-03-14T12:23:05.000","NAT","Necessary Action Taken","N","8I02","Elk Pl & Canal St","70112","8","(0.0, 0.0)"
"A0579518","24","MEDICAL","2B","21","COMPLAINT OTHER","1H","37369000","3513814","2018-01-05T19:30:16.000","2018-01-05T19:30:33.000","2018-01-05T19:30:16.000","2018-01-05T20:14:01.000","NAT","Necessary Action Taken","Y","1M05","S Dupre St & Canal St","70119","1","(0.0, 0.0)"
"A1134018","21J","MISSING JUVENILE","1C","21M","MISSING ADULT","1C","37369000","3513814","2018-01-10T12:50:41.000",,,"2018-01-10T13:13:30.000","VOI","VOID","N","7P01","085XX Hayne Blvd","70127","7","(0.0, 0.0)"
"B0383018","24","MEDICAL","2D","24","MEDICAL","2D","37369000","3513814","2018-02-04T04:34:59.000","2018-02-04T04:34:59.000","2018-02-04T04:34:59.000","2018-02-04T04:38:42.000","NAT","Necessary Action Taken","Y","8D05","004XX Bourbon St","70112","8","(0.0, 0.0)"
"A3026618","29S","SUICIDE","1D","29S","SUICIDE","1D","37369000","3513814","2018-01-26T13:49:45.000",,,"2018-01-26T16:01:37.000","VOI","VOID","N","3M01","011XX Milton St","70122","3","(0.0, 0.0)"
"A3482118","43B","SEXUAL BATTERY","2D","21","COMPLAINT OTHER","1J","37369000","3513814","2018-01-30T12:44:17.000","2018-01-30T12:44:17.000","2018-01-30T12:44:17.000","2018-01-30T14:20:06.000","RTF","REPORT TO FOLLOW","Y","1N02","033XX Esplanade Ave","70119","1","(0.0, 0.0)"
"A3519818","62A","BURGLAR ALARM, SILENT","2E","62A","BURGLAR ALARM, SILENT","2E","3669450","551152","2018-01-30T17:49:15.000","2018-01-30T17:50:29.000","2018-01-30T17:55:56.000","2018-01-30T18:12:07.000","NAT","Necessary Action Taken","N","3J01","065XX Memphis St","70124","3","(30.00983785, -90.10545372)"
"A3505418","21","COMPLAINT OTHER","1J","21","COMPLAINT OTHER","1J","3679774","543890","2018-01-30T16:01:57.000","2018-01-30T16:01:57.000","2018-01-30T16:01:57.000","2018-01-30T16:26:32.000","NAT","Necessary Action Taken","Y","3L03","031XX Blk Paris Ave","70119","3","(29.98956138, -90.07309003)"
"A3460418","35","SIMPLE BATTERY","1F","35","SIMPLE BATTERY","1F","3690400","526876","2018-01-30T09:31:58.000","2018-01-30T09:31:58.000","2018-01-30T09:32:09.000","2018-01-30T09:32:21.000","RTF","REPORT TO FOLLOW","N","4B04","012XX L B Landry Ave","70114","4","(29.9424534, -90.04013043)"
"A3537818","66","EXTORTION (THREATS)","1H","66","EXTORTION (THREATS)","1H","3670502","519180","2018-01-30T20:19:03.000","2018-01-30T20:30:01.000",,"2018-01-30T21:11:05.000","DUP","DUPLICATE","N","2F04","045XX Camp St","70115","2","(29.92189511, -90.10321366)"
"A3488818","18","TRAFFIC INCIDENT","1J","18","TRAFFIC INCIDENT","1J","3708331","555987","2018-01-30T13:38:12.000","2018-01-30T13:38:12.000","2018-01-30T13:38:16.000","2018-01-30T14:46:31.000","NAT","Necessary Action Taken","N","7H02","Hammond St & Camelot Dr","70127","7","(30.02193078, -89.98243479)"
"A3478918","22A","AREA CHECK","1K","22A","AREA CHECK","1K","3674382","534347","2018-01-30T12:22:28.000","2018-01-30T12:22:28.000","2018-01-30T12:22:28.000","2018-01-30T12:38:02.000","NAT","Necessary Action Taken","Y","1L01","Banks St & Jane Pl","70119","1","(29.9634845, -90.09044866)"
"A3515318","18","TRAFFIC INCIDENT","1J","18","TRAFFIC INCIDENT","1J","3704729","512414","2018-01-30T17:20:20.000","2018-01-30T17:20:20.000","2018-01-30T17:20:20.000","2018-01-30T17:40:43.000","NAT","Necessary Action Taken","Y","4D05","056XX Tullis Dr","70131","4","(29.90223616, -89.99542412)"
"A3427618","18","TRAFFIC INCIDENT","1J","18","TRAFFIC INCIDENT","1J","3678207","522890","2018-01-30T00:15:45.000","2018-01-30T00:15:45.000","2018-01-30T00:15:45.000","2018-01-30T00:25:00.000","NAT","Necessary Action Taken","Y","6D03","Jackson Ave & Coliseum St","70130","6","(29.93186737, -90.07876666)"
"A3499018","18","TRAFFIC INCIDENT","1J","18","TRAFFIC INCIDENT","1J","3691548","549292","2018-01-30T15:15:21.000","2018-01-30T15:15:21.000","2018-01-30T15:15:21.000","2018-01-30T15:58:14.000","NAT","Necessary Action Taken","Y","3U01","Louisa St & Old Gentilly Rd","70126","3","(30.00405399, -90.03570694)"
"A3458118","22B","BUSINESS CHECK","1K","22B","BUSINESS CHECK","1K","3696321","534053","2018-01-30T09:07:33.000","2018-01-30T09:07:33.000","2018-01-30T09:07:36.000","2018-01-30T09:23:35.000","NAT","Necessary Action Taken","N","5E01","051XX Saint Claude Ave","70117","5","(29.96200388, -90.02117868)"
"A3494918","67F","THEFT BY FRAUD","1D","67F","THEFT BY FRAUD","1D","3684010","536902","2018-01-30T14:40:10.000","2018-01-30T16:34:58.000","2018-01-30T16:50:10.000","2018-01-30T18:32:38.000","RTF","REPORT TO FOLLOW","N","5A05","019XX Urquhart St","70116","5","(29.97021813, -90.05995341)"
"A3539018","17R","WARR STOP WITH RELEASE","0I","17R","WARR STOP WITH RELEASE","0I","3675130","525419","2018-01-30T20:23:04.000","2018-01-30T20:23:04.000","2018-01-30T20:23:04.000","2018-01-30T20:25:06.000","NAT","Necessary Action Taken","Y","6F02","2nd St & Simon Bolivar Ave","70113","6","(29.938913, -90.08839212)"
"A3490118","21","COMPLAINT OTHER","1J","21","COMPLAINT OTHER","1J","3683050","531767","2018-01-30T13:48:39.000","2018-01-30T13:48:39.000","2018-01-30T13:48:39.000","2018-01-30T13:53:15.000","NAT","Necessary Action Taken","Y","8B02","006XX Decatur St","70130","8","(29.95612876, -90.06316529)"
"A3527018","18","TRAFFIC INCIDENT","1J","18","TRAFFIC INCIDENT","1J","3676773","536990","2018-01-30T19:02:39.000","2018-01-30T19:02:39.000","2018-01-30T19:02:39.000","2018-01-30T19:03:56.000","NAT","Necessary Action Taken","Y","1I03","N Broad St & Orleans Ave","70119","1","(29.97068135, -90.08280482)"
"A3485818","17R","WARR STOP WITH RELEASE","0I","17R","WARR STOP WITH RELEASE","0I","3667812","534129","2018-01-30T13:18:20.000","2018-01-30T13:18:20.000",,"2018-01-30T13:18:43.000","NAT","Necessary Action Taken","N","2U04","Edinburgh St & Short St","70125","2","(29.96307946, -90.11120291)"
"A3439918","22B","BUSINESS CHECK","1K","22B","BUSINESS CHECK","1K","3687311","536362","2018-01-30T03:31:43.000","2018-01-30T03:31:43.000","2018-01-30T03:31:43.000","2018-01-30T03:44:18.000","NAT","Necessary Action Taken","Y","5C02","026XX Saint Claude Ave","70117","5","(29.96863246, -90.04954923)"
"A3484518","18","TRAFFIC INCIDENT","1J","18","TRAFFIC INCIDENT","1J","3674444","521056","2018-01-30T13:06:29.000","2018-01-30T13:06:29.000","2018-01-30T13:08:52.000","2018-01-30T14:34:13.000","NAT","Necessary Action Taken","N","6D01","Louisiana Ave & Prytania St","70115","6","(29.9269372, -90.09070825)"
"A3529918","18","TRAFFIC INCIDENT","1J","18","TRAFFIC INCIDENT","1J","3687137","536534","2018-01-30T19:22:06.000","2018-01-30T19:22:06.000","2018-01-30T19:22:06.000","2018-01-30T19:37:46.000","NAT","Necessary Action Taken","Y","5C02","Franklin Ave & Saint Claude Ave","70117","5","(29.96911091, -90.05009257)"
"A3511018","20","AUTO ACCIDENT","1E","20","AUTO ACCIDENT","1E","3693034","525454","2018-01-30T16:41:31.000","2018-01-30T17:49:35.000","2018-01-30T17:55:04.000","2018-01-30T18:57:57.000","RTF","REPORT TO FOLLOW","N","4I01","Shirley Dr & Lawrence St","70114","4","(29.93846141, -90.03186737)"
"A3420018","21P","LOST PROPERTY","0G","67C","THEFT FROM EXTERIOR","1G","3684277","534155","2018-01-29T22:47:53.000","2018-01-30T04:03:27.000","2018-01-30T04:03:35.000","2018-01-30T04:57:32.000","RTF","REPORT TO FOLLOW","N","8E05","006XX Esplanade Ave","70116","8","(29.96265652, -90.0592071)"
"A3431718","21","COMPLAINT OTHER","1J","21","COMPLAINT OTHER","1J","3696021","528449","2018-01-30T00:56:21.000",,,"2018-01-30T00:56:21.000","NAT","Necessary Action Taken","N","4H02","008XX Odeon Ave","70114","4","(29.94660343, -90.02232818)"
"A3442018","18","TRAFFIC INCIDENT","1J","18","TRAFFIC INCIDENT","1J","3685062","534526","2018-01-30T04:25:39.000","2018-01-30T04:25:39.000","2018-01-30T04:25:39.000","2018-01-30T04:44:36.000","NAT","Necessary Action Taken","Y","8F01","006XX Elysian Fields Ave","70116","8","(29.9636544, -90.05671495)"
"A3534218","21","COMPLAINT OTHER","2A","21","COMPLAINT OTHER","2A","3677944","533733","2018-01-30T19:48:17.000","2018-01-30T19:49:33.000","2018-01-30T19:53:28.000","2018-01-30T20:12:41.000","NAT","Necessary Action Taken","N","1I02","019XX Iberville St","70112","1","(29.96168986, -90.07922197)"
"A0551318","21","COMPLAINT OTHER","2A","21","COMPLAINT OTHER","2A","3674327","531329","2018-01-05T14:50:44.000",,,"2018-01-05T14:51:45.000","DUP","DUPLICATE","N","6M04","US90 W","70113","6","(29.95518664, -90.0907257)"
"J3649418","24","MEDICAL","2D","24","MEDICAL","2D","37369000","3513814","2018-10-29T07:30:40.000","2018-10-29T07:30:40.000",,"2018-10-29T07:30:59.000","VOI","VOID","N","3R03","059XX Saint Roch Ave","70122","3","(0.0, 0.0)"
"A0902018","67S","SHOPLIFTING","0A","67","THEFT","1G","0","0","2018-01-08T15:53:35.000","2018-01-08T16:50:10.000","2018-01-08T16:50:19.000","2018-01-08T18:57:38.000","RTF","REPORT TO FOLLOW","N","3U01","045XX Old Gentilly Rdb",,"0",
"B3420318","103M","MENTAL PATIENT","2C","103M","MENTAL PATIENT","2C","37369000","3513814","2018-02-28T15:07:37.000","2018-02-28T15:30:55.000","2018-02-28T15:31:50.000","2018-02-28T16:33:44.000","NAT","Necessary Action Taken","N","5L02","025XX N Tonti St","70117","5","(0.0, 0.0)"
"D2635018","24","MEDICAL","2D","NOPD","INCIDENT REQUESTED BY ANOTHER AGENCY","2A","37369000","3513814","2018-04-22T16:25:06.000","2018-04-22T16:26:01.000",,"2018-04-22T16:28:58.000","DUP","DUPLICATE","N","8B01","40Blk Canal St","70130","8","(0.0, 0.0)"
"J3658718","20","AUTO ACCIDENT","1E","20","AUTO ACCIDENT","1E","37369000","3513814","2018-10-29T09:29:59.000",,,"2018-10-29T10:21:31.000","VOI","VOID","N","2S01","Hollygrove St & Earhart Blvd",,"0","(0.0, 0.0)"
"A3041318","103M","MENTAL PATIENT","2C","103M","MENTAL PATIENT","2C","37369000","3513814","2018-01-26T16:17:35.000",,,"2018-01-26T16:22:30.000","DUP","DUPLICATE","N","5Q02","033XX Pleasure St","70126","5","(0.0, 0.0)"
"D2640618","103F","FIGHT","2D","103F","FIGHT","2D","3683516","540192","2018-04-22T17:13:26.000",,,"2018-04-22T18:36:59.000","VOI","VOID","N","5K02","028XX Pauger St","70119","5","(29.97928022, -90.06139971)"
"C3863118","24","MEDICAL","2D","24","MEDICAL","2D","37369000","3513814","2018-03-31T16:32:36.000","2018-03-31T16:32:36.000","2018-03-31T16:32:36.000","2018-03-31T17:01:09.000","NAT","Necessary Action Taken","Y","8E01","007XX Bourbon St","70116","8","(0.0, 0.0)"
"A0334818","911","SILENT 911 CALL","2A","911","SILENT 911 CALL","2D","3679866","522959","2018-01-03T17:19:40.000",,,"2018-01-03T17:22:08.000","VOI","VOID","N","6E01","018XX Magazine St","70130","6","(29.93200532, -90.07352498)"
"A0919818","103M","MENTAL PATIENT","2C","103","DISTURBANCE (OTHER)","2A","37369000","3513814","2018-01-08T18:51:07.000","2018-01-08T18:52:05.000","2018-01-08T18:52:24.000","2018-01-08T19:57:50.000","NAT","Necessary Action Taken","N","8G03","008XX Camp St","70130","8","(0.0, 0.0)"
"B1023518","24","MEDICAL","2D","24","MEDICAL","2D","37369000","3513814","2018-02-09T16:40:13.000","2018-02-09T16:40:13.000","2018-02-09T16:40:13.000","2018-02-09T18:02:31.000","NAT","Necessary Action Taken","Y","8G04","Saint Charles Ave & Canal St","70130","8","(0.0, 0.0)"
"A2665018","21J","MISSING JUVENILE","1C","21J","MISSING JUVENILE","1C","37369000","3513814","2018-01-23T17:46:32.000","2018-01-23T17:50:54.000","2018-01-23T18:04:40.000","2018-01-23T18:11:52.000","GOA","GONE ON ARRIVAL","N","2T02","086XX Apricot St","70118","2","(0.0, 0.0)"
"B1431118","103M","MENTAL PATIENT","1A","103M","MENTAL PATIENT","2C","37369000","3513814","2018-02-12T14:29:44.000",,,"2018-02-12T22:10:10.000","VOI","VOID","N","7H01","Bundy Rd & Chef Menteur Hwy","70127","7","(0.0, 0.0)"
"B1417818","100","HIT & RUN","1G","100","HIT & RUN","1G","3682754","531395","2018-02-12T12:21:24.000","2018-02-12T13:43:01.000","2018-02-12T13:48:21.000","2018-02-12T15:09:15.000","RTF","REPORT TO FOLLOW","N","8B02","005XX Decatur St","70130","8","(29.95511411, -90.06411492)"
"B1397818","22D","DIRECTED PATROL","1J","22D","DIRECTED PATROL","1J","3696118","519414","2018-02-12T08:43:11.000","2018-02-12T08:43:11.000","2018-02-12T08:43:30.000","2018-02-12T18:53:45.000","NAT","Necessary Action Taken","N","4C02","033XX Garden Oaks Dr","70114","4","(29.92175823, -90.02234721)"
"B1407118","103M","MENTAL PATIENT","2C","29S","SUICIDE","2A","37369000","3513814","2018-02-12T10:38:41.000","2018-02-12T10:41:41.000","2018-02-12T11:43:20.000","2018-02-12T11:57:47.000","NAT","Necessary Action Taken","N","3L03","020XX Gentilly Blvd","70119","3","(0.0, 0.0)"
"B1398318","21","COMPLAINT OTHER","1A","21","COMPLAINT OTHER","1J","3665310","537592","2018-02-12T08:48:08.000","2018-02-12T08:54:20.000","2018-02-12T08:58:39.000","2018-02-12T09:07:28.000","NAT","Necessary Action Taken","N","3A01","091XX Palmetto St","70118","3","(29.97267463, -90.11898922)"
"B1438818","18","TRAFFIC INCIDENT","1J","18","TRAFFIC INCIDENT","1J","3666590","528936","2018-02-12T15:25:17.000","2018-02-12T15:25:17.000","2018-02-12T15:25:17.000","2018-02-12T15:36:08.000","NAT","Necessary Action Taken","Y","2M04","S Claiborne Ave & Audubon Blvd","70125","2","(29.94883686, -90.11523533)"
"B1370818","22A","AREA CHECK","1K","22A","AREA CHECK","1K","3664698","554718","2018-02-12T02:16:20.000","2018-02-12T02:16:20.000","2018-02-12T02:16:20.000","2018-02-12T02:23:27.000","NAT","Necessary Action Taken","Y","3C01","No Hammond Hwy & Bellaire Dr","70124","3","(30.01978249, -90.12034923)"
"B1344718","20","AUTO ACCIDENT","1E","20","AUTO ACCIDENT","1E","3683080","534354","2018-02-11T22:08:32.000","2018-02-12T03:19:27.000","2018-02-12T03:21:27.000","2018-02-12T03:33:20.000","GOA","GONE ON ARRIVAL","N","8E02","Dauphine St & Governor Nicholls St","70116","8","(29.96324194, -90.0629807)"
"B1345118","35D","SIMPLE BATTERY DOMESTIC","2C","103D","DOMESTIC DISTURBANCE","2C","3683511","537709","2018-02-11T22:10:36.000","2018-02-11T22:31:40.000","2018-02-11T22:40:15.000","2018-02-12T03:26:26.000","RTF","REPORT TO FOLLOW","N","5A04","018XX N Robertson St","70116","5","(29.97245221, -90.06150315)"
"B1369018","21","COMPLAINT OTHER","1J","21","COMPLAINT OTHER","1J","3681879","531499","2018-02-12T01:53:03.000","2018-02-12T01:53:03.000","2018-02-12T01:53:03.000","2018-02-12T02:56:06.000","RTF","REPORT TO FOLLOW","Y","8C02","003XX Royal St","70130","8","(29.95542795, -90.06687159)"
"B1380618","22A","AREA CHECK","1K","22A","AREA CHECK","1K","3699963","521816","2018-02-12T04:16:06.000","2018-02-12T04:16:06.000","2018-02-12T04:16:06.000","2018-02-12T04:58:01.000","NAT","Necessary Action Taken","Y","4D03","Fiesta St & Comet St","70131","4","(29.92823965, -90.0101227)"
"B1357518","37","AGGRAVATED ASSAULT","1E","37","AGGRAVATED ASSAULT","1E","3694198","559742","2018-02-11T23:54:41.000","2018-02-12T00:46:03.000","2018-02-12T00:58:05.000","2018-02-12T06:24:47.000","RTF","REPORT TO FOLLOW","N","7A05","Downman Rd & Hayne Blvd","70126","3","(30.03270567, -90.0269583)"
"B1442118","22A","AREA CHECK","1K","22A","AREA CHECK","1K","3675038","527061","2018-02-12T15:57:50.000","2018-02-12T15:57:50.000","2018-02-12T16:00:07.000","2018-02-12T17:04:43.000","NAT","Necessary Action Taken","N","6I03","Jackson Ave & Clara St","70113","6","(29.94342996, -90.0886264)"
"B1370318","17F","FUGITIVE ATTACHMENT","1I","17R","WARR STOP WITH RELEASE","0I","3701841","522573","2018-02-12T02:11:03.000","2018-02-12T02:11:03.000","2018-02-12T02:11:33.000","2018-02-12T05:34:09.000","RTF","REPORT TO FOLLOW","N","4D03","003XX Huntlee Dr","70131","4","(29.93026346, -90.00416609)"
"B1430618","22A","AREA CHECK","1K","22A","AREA CHECK","1K","3672684","526318","2018-02-12T14:27:13.000","2018-02-12T14:27:13.000","2018-02-12T14:28:15.000","2018-02-12T15:48:27.000","NAT","Necessary Action Taken","N","6I04","Toledano St & S Claiborne Ave","70115","6","(29.94145727, -90.09608443)"
"B1382118","22A","AREA CHECK","1K","22A","AREA CHECK","1K","3671371","552455","2018-02-12T04:30:56.000","2018-02-12T04:30:56.000","2018-02-12T04:32:55.000","2018-02-12T05:04:33.000","NAT","Necessary Action Taken","N","3J04","Orleans Ave & Chapelle St","70124","3","(30.01336418, -90.09934069)"
"B1360418","21P","LOST PROPERTY","0G","21P","LOST PROPERTY","0G","3681244","529524","2018-02-12T00:19:39.000","2018-02-12T01:05:46.000","2018-02-12T01:06:41.000","2018-02-12T01:18:18.000","RTF","REPORT TO FOLLOW","N","8G04","003XX Camp St","70130","8","(29.95001774, -90.06894802)"
"B1413218","21","COMPLAINT OTHER","1J","67","THEFT","1G","3675397","535134","2018-02-12T11:31:13.000","2018-02-12T11:33:46.000","2018-02-12T11:36:31.000","2018-02-12T12:26:50.000","NAT","Necessary Action Taken","N","1I03","N Broad St & Canal St","70119","1","(29.96561937, -90.08721589)"
"B1372218","17R","WARR STOP WITH RELEASE","0I","17R","WARR STOP WITH RELEASE","0I","3704646","552664","2018-02-12T02:29:51.000","2018-02-12T02:29:51.000","2018-02-12T02:29:51.000","2018-02-12T03:09:39.000","NAT","Necessary Action Taken","Y","7F01","079XX Chef Menteur Hwy","70126","7","(30.01291287, -89.99420375)"
"B1424918","18","TRAFFIC INCIDENT","1J","18","TRAFFIC INCIDENT","1J","3672209","526083","2018-02-12T13:31:08.000","2018-02-12T13:31:08.000","2018-02-12T13:31:08.000","2018-02-12T13:37:38.000","GOA","GONE ON ARRIVAL","Y","2O01","Louisiana Ave & S Claiborne Ave","70125","2","(29.9408269, -90.09759204)"
"B1383818","21","COMPLAINT OTHER","1J","21","COMPLAINT OTHER","1J","3667877","552444","2018-02-12T04:50:50.000","2018-02-12T04:50:50.000","2018-02-12T04:51:00.000","2018-02-12T04:54:58.000","NAT","Necessary Action Taken","N","3F02","067XX Blk Colbert St","70124","3","(30.01343629, -90.11038172)"
"B1318818","35D","SIMPLE BATTERY DOMESTIC","1A","35D","SIMPLE BATTERY DOMESTIC","2C","3704167","552588","2018-02-11T18:31:37.000","2018-02-12T22:30:54.000","2018-02-12T22:33:53.000","2018-02-12T22:49:03.000","RTF","REPORT TO FOLLOW","N","7F01","078XX Chef Menteur Hwy","70126","7","(30.01271774, -89.99571835)"
"B1399718","62A","BURGLAR ALARM, SILENT","2E","62A","BURGLAR ALARM, SILENT","2E","3663979","540290","2018-02-12T09:21:43.000","2018-02-12T09:24:32.000","2018-02-12T09:31:47.000","2018-02-12T09:40:14.000","NAT","Necessary Action Taken","N","3B01","001XX Bellaire Dr","70124","3","(29.98013313, -90.12310129)"
"B1369118","21","COMPLAINT OTHER","1J","21","COMPLAINT OTHER","1J","3681879","531499","2018-02-12T01:53:10.000","2018-02-12T01:53:10.000","2018-02-12T01:53:10.000","2018-02-12T02:56:03.000","RTF","REPORT TO FOLLOW","Y","8C02","003XX Royal St","70130","8","(29.95542795, -90.06687159)"
"A2096418","103M","MENTAL PATIENT","2C","29S","SUICIDE","1D","37369000","3513814","2018-01-18T20:31:58.000","2018-01-18T20:38:37.000","2018-01-18T21:07:39.000","2018-01-18T22:37:53.000","RTF","REPORT TO FOLLOW","N","2S01","090XX Edinburgh St","70118","2","(0.0, 0.0)"
"B3441818","24","MEDICAL","2D","24","MEDICAL","2D","37369000","3513814","2018-02-28T18:00:08.000","2018-02-28T18:00:08.000","2018-02-28T18:02:03.000","2018-02-28T18:35:09.000","NAT","Necessary Action Taken","N","4H02","024XX Sanctuary Dr","70114","4","(0.0, 0.0)"
"A0101418","35D","SIMPLE BATTERY DOMESTIC","2B","35D","SIMPLE BATTERY DOMESTIC","2B","0","0","2018-01-01T17:41:48.000",,,"2018-01-01T17:58:23.000","DUP","DUPLICATE","N","3M01","041XX Davey St",,"0",
"B1034018","966","DRUG VIOLATIONS","1I","966","DRUG VIOLATIONS","1I","3667794","557445","2018-02-09T17:37:08.000",,,"2018-02-09T19:26:23.000","VOI","VOID","N","3G01","003XX Lakeshore Dr",,"3","(30.02719156, -90.11047258)"
"B1499718","29S","SUICIDE","2A","29S","SUICIDE","1D","37369000","3513814","2018-02-12T23:47:02.000","2018-02-12T23:52:20.000","2018-02-12T23:58:08.000","2018-02-13T02:09:45.000","RTF","REPORT TO FOLLOW","N","5C03","014XX Saint Ferdinand St","70117","5","(0.0, 0.0)"
"B1472218","63","PROWLER","2E","63","PROWLER","2E","3664905","531716","2018-02-12T20:10:58.000","2018-02-12T20:12:19.000","2018-02-12T20:18:32.000","2018-02-12T20:31:16.000","NAT","Necessary Action Taken","N","2T01","024XX S Carrollton Ave","70118","2","(29.95652899, -90.12046318)"
"B1484418","NOPD","INCIDENT REQUESTED BY ANOTHER AGENCY","2A","NOPD","INCIDENT REQUESTED BY ANOTHER AGENCY","2A","3681199","525140","2018-02-12T21:55:29.000",,,"2018-02-12T21:55:59.000","DUP","DUPLICATE","Y","6C01","009XX Thalia St","70130","6","(29.9379622, -90.06923987)"
