"nopd_item","type_","typetext","priority","initialtype","initialtypetext","initialpriority","mapx","mapy","timecreate","timedispatch","timearrive","timeclosed","disposition","dispositiontext","selfinitiated","beat","block_address","zip","policedistrict","location"
"A0311918","62A","BURGLAR ALARM, SILENT","2C","62A","BURGLAR ALARM, SILENT","2C","3680269","525272","2018-01-03T14:10:42.000","2018-01-03T14:11:59.000","2018-01-03T14:17:49.000","2018-01-03T14:28:47.000","NAT","Necessary Action Taken","N","6E02","011XX Thalia St","70130","6","(29.93835519, -90.07217309)"
"A0359218","18","TRAFFIC INCIDENT","1H","18","TRAFFIC INCIDENT","1H","3675430","525517","2018-01-03T21:54:29.000","2018-01-03T21:54:52.000","2018-01-03T21:54:29.000","2018-01-03T22:35:41.000","NAT","Necessary Action Taken","Y","6F02","Simon Bolivar Ave & 1st St","70113","6","(29.93917474, -90.08744288)"
"A0340218","103M","MENTAL PATIENT","2A","21","COMPLAINT OTHER","2A","37369000","3513814","2018-01-03T18:01:21.000","2018-01-03T18:02:15.000","2018-01-03T18:03:33.000","2018-01-03T20:29:19.000","NAT","Necessary Action Taken","N","4J01","029XX Holiday Dr","70114","4","(0.0, 0.0)"
"A0252618","22A","AREA CHECK","1I","22A","AREA CHECK","1I","3670118","553925","2018-01-03T00:11:02.000",,"2018-01-03T00:11:02.000","2018-01-03T00:54:58.000","NAT","Necessary Action Taken","Y","3J03","070XX General Diaz St","70124","3","(30.01744262, -90.10325053)"
"A0363318","18","TRAFFIC INCIDENT","1H","18","TRAFFIC INCIDENT","1H","3666623","533430","2018-01-03T22:49:05.000","2018-01-03T22:49:05.000","2018-01-03T22:51:38.000","2018-01-03T23:07:51.000","NAT","Necessary Action Taken","N","2T03","Earhart Blvd & S Carrollton Ave","70118","2","(29.96119106, -90.11498136)"
"A0290518","21","COMPLAINT OTHER","1H","21","COMPLAINT OTHER","1H","3680895","532769","2018-01-03T10:49:48.000",,"2018-01-03T10:49:48.000","2018-01-03T11:31:37.000","RTF","REPORT TO FOLLOW","Y","1E04","005XX N Rampart St","70112","1","(29.95895047, -90.06993714)"
"A0290418","22A","AREA CHECK","1I","22A","AREA CHECK","1I","3679487","522511","2018-01-03T10:49:25.000","2018-01-03T10:49:25.000","2018-01-03T11:03:52.000","2018-01-03T11:04:52.000","NAT","Necessary Action Taken","N","6B03","020XX Magazine St","70130","6","(29.93078728, -90.07473795)"
"A0257218","58","RETURN FOR ADDITIONAL INFO","1G","58","RETURN FOR ADDITIONAL INFO","1G","3692083","537142","2018-01-03T01:15:29.000","2018-01-03T01:15:29.000","2018-01-03T01:15:38.000","2018-01-03T06:24:26.000","NAT","Necessary Action Taken","N","5D03","039XX N Claiborne Ave","70117","5","(29.97062974, -90.03445086)"
"A0305418","21","COMPLAINT OTHER","1H","21","COMPLAINT OTHER","1H","3673484","534067","2018-01-03T13:03:00.000","2018-01-03T13:21:14.000","2018-01-03T13:22:33.000","2018-01-03T14:11:54.000","NAT","Necessary Action Taken","N","1K01","028XX Tulane Ave","70119","1","(29.96274172, -90.09329457)"
"A0307118","17R","WARR STOP WITH RELEASE","0G","17R","WARR STOP WITH RELEASE","0G","3664036","533301","2018-01-03T13:27:43.000","2018-01-03T13:27:43.000",,"2018-01-03T15:51:49.000","NAT","Necessary Action Taken","N","2T02","Apple St & Leonidas St","70118","2","(29.96091328, -90.12315418)"
"A0265918","103","DISTURBANCE (OTHER)","1A","103F","FIGHT","2B","3680782","530838","2018-01-03T03:24:27.000","2018-01-03T03:24:52.000","2018-01-03T03:24:27.000","2018-01-03T04:38:49.000","NAT","Necessary Action Taken","Y","8I01","008XX Canal St","70112","8","(29.9536437, -90.07036105)"
"A0302018","21","COMPLAINT OTHER","1H","21","COMPLAINT OTHER","1H","3686960","545824","2018-01-03T12:33:34.000","2018-01-03T12:33:51.000","2018-01-03T12:33:34.000","2018-01-03T15:12:51.000","NAT","Necessary Action Taken","Y","3Y03","025XX Elder St","70122","3","(29.99466088, -90.05032116)"
"A0332818","62A","BURGLAR ALARM, SILENT","2C","62A","BURGLAR ALARM, SILENT","2C","3684294","543838","2018-01-03T17:02:38.000",,,"2018-01-03T17:03:29.000","VOI","VOID","N","3X01","030XX Elysian Fields Ave","70122","3","(29.98928177, -90.058814)"
"A0299218","103D","DOMESTIC DISTURBANCE","2B","67A","AUTO THEFT","1B","3701259","552782","2018-01-03T12:10:09.000","2018-01-03T12:56:53.000","2018-01-03T13:10:02.000","2018-01-03T13:42:06.000","RTF","REPORT TO FOLLOW","N","7C04","070XX Warfield St","70126","7","(30.01334623, -90.00490004)"
"A0322718","103","DISTURBANCE (OTHER)","1A","103","DISTURBANCE (OTHER)","1A","3683695","532768","2018-01-03T15:46:08.000","2018-01-03T16:40:38.000","2018-01-03T16:49:16.000","2018-01-03T16:51:56.000","NAT","Necessary Action Taken","N","8E04","009XX Decatur St","70116","8","(29.9588612, -90.06109311)"
"A0327718","22A","AREA CHECK","1I","22A","AREA CHECK","1I","3670464","554171","2018-01-03T16:15:43.000","2018-01-03T16:15:43.000","2018-01-03T16:15:55.000","2018-01-03T16:45:32.000","NAT","Necessary Action Taken","N","3J03","Conrad St & Marshall Foch St","70124","3","(30.01810983, -90.10214728)"
"A0345818","103","DISTURBANCE (OTHER)","1A","103","DISTURBANCE (OTHER)","1A","3682318","532260","2018-01-03T19:12:41.000",,"2018-01-03T19:29:19.000","2018-01-03T19:33:26.000","GOA","GONE ON ARRIVAL","N","8D06","006XX Royal St","70130","8","(29.95750596, -90.06546023)"
"A0349418","22A","AREA CHECK","1I","22A","AREA CHECK","1I","3671098","536318","2018-01-03T19:52:20.000","2018-01-03T19:52:20.000","2018-01-03T19:52:26.000","2018-01-03T20:32:37.000","NAT","Necessary Action Taken","N","1L03","Baudin St & S Cortez St","70119","1","(29.96900208, -90.10075192)"
"A0361718","103D","DOMESTIC DISTURBANCE","2B","35D","SIMPLE BATTERY DOMESTIC","2B","3662913","536278","2018-01-03T22:32:52.000","2018-01-03T23:08:34.000","2018-01-03T23:19:31.000","2018-01-04T00:52:45.000","RTF","REPORT TO FOLLOW","N","2S01","094XX Fig St","70118","2","(29.96913016, -90.12660118)"
"A0286018","21","COMPLAINT OTHER","1H","107","SUSPICIOUS PERSON","2A","3668292","524085","2018-01-03T09:55:14.000","2018-01-03T10:19:45.000","2018-01-03T10:26:11.000","2018-01-03T10:29:12.000","NAT","Necessary Action Taken","N","2N03","023XX Valmont St","70115","2","(29.93544782, -90.1100268)"
"A0305918","107","SUSPICIOUS PERSON","1A","107","SUSPICIOUS PERSON","2A","3687441","536338","2018-01-03T13:11:31.000","2018-01-03T13:15:16.000","2018-01-03T13:22:36.000","2018-01-03T13:37:47.000","NAT","Necessary Action Taken","N","5C02","027XX Saint Claude Ave","70117","5","(29.96856369, -90.04913993)"
"A0267018","22B","BUSINESS CHECK","1I","22B","BUSINESS CHECK","1I","3680483","531069","2018-01-03T03:33:53.000",,"2018-01-03T03:33:53.000","2018-01-03T03:40:37.000","NAT","Necessary Action Taken","Y","8I01","009XX Canal St","70112","8","(29.95428708, -90.07129465)"
"A0347818","107","SUSPICIOUS PERSON","2A","107","SUSPICIOUS PERSON","2A","3670915","530065","2018-01-03T19:30:45.000",,"2018-01-03T19:30:45.000","2018-01-03T19:38:48.000","NAT","Necessary Action Taken","Y","2V02","041XX Washington Ave","70125","2","(29.95181408, -90.10154065)"
"A0319818","67A","AUTO THEFT","1B","67A","AUTO THEFT","1B","3698239","554338","2018-01-03T15:25:57.000","2018-01-04T01:56:28.000","2018-01-04T02:02:47.000","2018-01-04T02:46:28.000","RTF","REPORT TO FOLLOW","N","7C03","047XX Francis Dr","70126","7","(30.01771819, -90.01438484)"
"A0336918","20","AUTO ACCIDENT","1C","20I","AUTO ACCIDENT WITH INJURY","2B","3678088","532492","2018-01-03T17:33:35.000","2018-01-03T17:33:55.000","2018-01-03T17:40:15.000","2018-01-03T19:13:48.000","RTF","REPORT TO FOLLOW","N","1H01","S Claiborne Ave & Cleveland Ave","70112","1","(29.95827271, -90.07880996)"
"A0269118","18","TRAFFIC INCIDENT","1H","18","TRAFFIC INCIDENT","1H","3674612","527614","2018-01-03T04:24:49.000",,"2018-01-03T04:24:49.000","2018-01-03T05:12:27.000","NAT","Necessary Action Taken","Y","6I03","Jackson Ave & S Claiborne Ave","70125","6","(29.94496552, -90.08995386)"
"A0365118","21","COMPLAINT OTHER","1H","21","COMPLAINT OTHER","1H","3681876","532100","2018-01-03T23:15:12.000",,"2018-01-03T23:15:12.000","2018-01-04T00:14:24.000","RTF","REPORT TO FOLLOW","Y","8D05","005XX Bourbon St","70130","8","(29.95708097, -90.06686191)"
"A0292418","21","COMPLAINT OTHER","1H","21","COMPLAINT OTHER","1H","3677870","525119","2018-01-03T11:09:43.000","2018-01-03T15:20:45.000","2018-01-03T15:22:06.000","2018-01-03T15:31:35.000","GOA","GONE ON ARRIVAL","N","6G01","018XX Baronne St","70113","6","(29.93800691, -90.07975286)"
"A0344318","103","DISTURBANCE (OTHER)","1A","103","DISTURBANCE (OTHER)","1A","3669017","540545","2018-01-03T18:47:41.000","2018-01-03T18:47:41.000","2018-01-03T18:49:57.000","2018-01-04T01:19:18.000","GOA","GONE ON ARRIVAL","N","3H01","048XX Iberville St","70119","3","(29.98068466, -90.10718119)"
"A0270218","100","HIT & RUN","1E","100","HIT & RUN","1E","3676470","532624","2018-01-03T04:56:16.000","2018-01-03T04:58:27.000","2018-01-03T05:05:16.000","2018-01-03T06:06:42.000","RTF","REPORT TO FOLLOW","N","1G01","Tulane Ave & S Johnson St","70112","1","(29.95868455, -90.08391449)"
"A0355118","20","AUTO ACCIDENT","1C","20I","AUTO ACCIDENT WITH INJURY","2B","3685130","533843","2018-01-03T21:05:46.000","2018-01-03T21:40:38.000","2018-01-03T22:01:08.000","2018-01-03T22:03:27.000","GOA","GONE ON ARRIVAL","N","8F01","Elysian Fields Ave & N Peters St","70117","8","(29.96177456, -90.05652326)"
"A0255818","21","COMPLAINT OTHER","1H","21","COMPLAINT OTHER","1H","3664053","519387","2018-01-03T01:03:42.000","2018-01-03T01:03:42.000","2018-01-03T01:03:49.000","2018-01-03T01:22:15.000","NAT","Necessary Action Taken","N","2A03","061XX Magazine St","70118","2","(29.92265437, -90.1235657)"
"A0331318","24","MEDICAL","2B","24","MEDICAL","2B","37369000","3513814","2018-01-03T16:46:22.000",,"2018-01-03T16:49:47.000","2018-01-03T17:19:24.000","NAT","Necessary Action Taken","N","8J02","015XX Tulane Ave","70112","8","(0.0, 0.0)"
"A0323818","107","SUSPICIOUS PERSON","2A","107","SUSPICIOUS PERSON","2A","3726505","564433","2018-01-03T15:52:58.000","2018-01-03T15:57:33.000",,"2018-01-03T16:01:43.000","VOI","VOID","N","7L02","132XX Saint Helena Pl","70129","7","(30.044551, -89.92468414)"
"A0338218","22A","AREA CHECK","1I","22A","AREA CHECK","1I","3669119","550009","2018-01-03T17:47:53.000",,"2018-01-03T17:47:53.000","2018-01-03T18:16:51.000","NAT","Necessary Action Taken","Y","3J01","Vicksburg St & Bragg St","70124","3","(30.00670521, -90.10653968)"
"A0293718","35D","SIMPLE BATTERY DOMESTIC","2B","21","COMPLAINT OTHER","2A","3688190","540556","2018-01-03T11:22:37.000","2018-01-03T11:34:23.000","2018-01-03T11:41:35.000","2018-01-03T15:03:58.000","RTF","REPORT TO FOLLOW","N","5M02","026XX N Miro St","70117","5","(29.98013717, -90.04662348)"
"A0254018","21H","HOMELESS","1H","21H","HOMELESS","1H","3680205","531286","2018-01-03T00:39:49.000",,"2018-01-03T00:39:49.000","2018-01-03T00:49:02.000","NAT","Necessary Action Taken","Y","8I02","010XX Canal St","70112","8","(29.95489316, -90.07216593)"
"A0352218","67A","AUTO THEFT","1B","67A","AUTO THEFT","1B","3668113","535072","2018-01-03T20:28:51.000","2018-01-03T23:25:41.000","2018-01-03T23:27:56.000","2018-01-03T23:31:41.000","UNF","UNFOUNDED","N","2T05","Washington Ave & S Carrollton Ave","70118","2","(29.96566445, -90.11022088)"
"A0343018","94","DISCHARGING FIREARM","2B","94","DISCHARGING FIREARM","2B","3691292","534594","2018-01-03T18:35:01.000","2018-01-03T18:36:14.000","2018-01-03T18:42:26.000","2018-01-03T18:56:07.000","GOA","GONE ON ARRIVAL","N","5D01","Alvar St & Burgundy St","70117","5","(29.96364839, -90.03704067)"
"A0359718","966","DRUG VIOLATIONS","1G","966","DRUG VIOLATIONS","1G","3675430","525517","2018-01-03T22:07:38.000","2018-01-03T22:09:50.000","2018-01-03T22:07:38.000","2018-01-03T22:57:52.000","RTF","REPORT TO FOLLOW","Y","6F02","Simon Bolivar Ave & 1st St","70113","6","(29.93917474, -90.08744288)"
"A0280818","64A","HOLD UP ALARM","2B","64A","HOLD UP ALARM","2B","3680990","530196","2018-01-03T09:05:59.000","2018-01-03T09:06:45.000","2018-01-03T09:09:14.000","2018-01-03T09:18:50.000","NAT","Necessary Action Taken","N","8G04","002XX Saint Charles Ave","70130","8","(29.95187316, -90.06972467)"
"A0282118","22B","BUSINESS CHECK","1I","22B","BUSINESS CHECK","1I","3673062","526130","2018-01-03T09:17:39.000","2018-01-03T09:17:39.000","2018-01-03T09:17:53.000","2018-01-03T10:07:00.000","NAT","Necessary Action Taken","N","6I01","029XX S Claiborne Ave","70115","6","(29.94093056, -90.09489756)"
"A0284018","58","RETURN FOR ADDITIONAL INFO","1G","58","RETURN FOR ADDITIONAL INFO","1G","3660768","526775","2018-01-03T09:34:09.000","2018-01-03T09:37:44.000","2018-01-03T09:53:30.000","2018-01-03T11:23:30.000","NAT","Necessary Action Taken","N","2H02","006XX S Carrollton Ave","70118","2","(29.94306258, -90.13369014)"
"A0308718","21","COMPLAINT OTHER","1A","21","COMPLAINT OTHER","1H","3673867","534050","2018-01-03T13:41:08.000","2018-01-03T15:16:32.000","2018-01-03T15:29:11.000","2018-01-03T15:36:56.000","NAT","Necessary Action Taken","N","1L01","027XX Tulane Ave","70119","1","(29.9626844, -90.09208509)"
"A0295618","18","TRAFFIC INCIDENT","1H","18","TRAFFIC INCIDENT","1H","3709818","553866","2018-01-03T11:35:43.000","2018-01-03T11:35:43.000","2018-01-03T11:35:46.000","2018-01-03T12:01:16.000","NAT","Necessary Action Taken","N","7H01","Chef Menteur Hwy & Longfellow Dr","70127","7","(30.01604973, -89.97781715)"
"A0255318","62A","BURGLAR ALARM, SILENT","2C","62A","BURGLAR ALARM, SILENT","2C","3691304","539336","2018-01-03T00:58:15.000","2018-01-03T00:59:13.000","2018-01-03T01:02:46.000","2018-01-03T01:14:38.000","NAT","Necessary Action Taken","N","5H01","020XX Gallier St","70117","5","(29.97668617, -90.03683144)"
"A0254118","94","DISCHARGING FIREARM","2B","94","DISCHARGING FIREARM","2B","3701511","534979","2018-01-03T00:40:26.000","2018-01-03T00:41:51.000","2018-01-03T00:43:53.000","2018-01-03T00:59:46.000","GOA","GONE ON ARRIVAL","N","5I06","064XX N Derbigny St","70117","5","(29.96438634, -90.00475459)"
"A0317618","62A","BURGLAR ALARM, SILENT","1A","62A","BURGLAR ALARM, SILENT","2C","3707388","556842","2018-01-03T15:08:12.000",,,"2018-01-03T15:48:28.000","VOI","VOID","N","7H02","049XX Lancelot Dr","70127","7","(30.02431242, -89.98538479)"
"A0277418","21","COMPLAINT OTHER","2A","21","COMPLAINT OTHER","2A","3722053","565631","2018-01-03T08:22:49.000","2018-01-03T08:25:45.000",,"2018-01-03T08:26:26.000","NAT","Necessary Action Taken","N","7K05","I-510 S & Lake Forest Exit","70129","7","(30.04799647, -89.93870748)"
"A0290918","62A","BURGLAR ALARM, SILENT","1A","62A","BURGLAR ALARM, SILENT","2C","3695682","556932","2018-01-03T10:55:36.000","2018-01-03T11:22:59.000","2018-01-03T11:29:43.000","2018-01-03T11:39:50.000","NAT","Necessary Action Taken","N","7D01","071XX W Laverne St","70126","7","(30.02493142, -90.02236902)"
"A0256818","21H","HOMELESS","1H","21H","HOMELESS","1H","3683058","529710","2018-01-03T01:10:08.000",,"2018-01-03T01:10:08.000","2018-01-03T01:37:02.000","NAT","Necessary Action Taken","Y","8B01","X Canal St","70130","8","(29.9504714, -90.06321296)"
"A0360718","103D","DOMESTIC DISTURBANCE","2B","35D","SIMPLE BATTERY DOMESTIC","2B","3663169","533440","2018-01-03T22:17:12.000","2018-01-03T22:20:33.000","2018-01-03T22:24:25.000","2018-01-03T22:58:16.000","RTF","REPORT TO FOLLOW","N","2S02","024XX Eagle St","70118","2","(29.96131954, -90.12588738)"
"A0325318","62A","BURGLAR ALARM, SILENT","1A","62A","BURGLAR ALARM, SILENT","2C","3674978","519947","2018-01-03T16:00:54.000",,,"2018-01-03T16:18:35.000","VOI","VOID","N","6D01","011XX Louisiana Ave","70115","6","(29.92387088, -90.08906011)"
"A0253018","22B","BUSINESS CHECK","1I","22B","BUSINESS CHECK","1I","3665442","518971","2018-01-03T00:16:49.000",,"2018-01-03T00:16:49.000","2018-01-03T00:47:27.000","NAT","Necessary Action Taken","Y","2B03","058XX Magazine St","70115","2","(29.92146827, -90.11919269)"
"A0309218","103D","DOMESTIC DISTURBANCE","2B","56","SIMPLE CRIMINAL DAMAGE","1D","3679842","544953","2018-01-03T13:47:16.000","2018-01-03T17:08:28.000","2018-01-03T17:18:20.000","2018-01-03T18:00:34.000","RTF","REPORT TO FOLLOW","N","3P02","034XX Paris Ave","70122","3","(29.99248306, -90.07283718)"
"A0270118","22A","AREA CHECK","1I","22A","AREA CHECK","1I","3671195","550508","2018-01-03T04:54:56.000",,"2018-01-03T04:54:56.000","2018-01-03T05:30:28.000","NAT","Necessary Action Taken","Y","3J02","065XX Orleans Ave","70124","3","(30.00801757, -90.09996196)"
"A0324818","21","COMPLAINT OTHER","1H","21","COMPLAINT OTHER","1H","3674696","528512","2018-01-03T15:57:53.000","2018-01-03T20:08:19.000","2018-01-03T20:09:23.000","2018-01-03T20:10:33.000","GOA","GONE ON ARRIVAL","N","6L01","031XX Martin Luther King Jr Blvd","70125","6","(29.94743189, -90.08965751)"
"A0331618","966","DRUG VIOLATIONS","1G","966","DRUG VIOLATIONS","1G","3679595","546989","2018-01-03T16:52:01.000",,"2018-01-03T16:52:01.000","2018-01-03T18:22:26.000","RTF","REPORT TO FOLLOW","N","3P02","Caton Ct & Paris Ave","70122","3","(29.99809007, -90.07354561)"
"A0289218","63","PROWLER","2C","62","SIMPLE BURGLARY","1E","3695026","525774","2018-01-03T10:29:21.000","2018-01-03T15:50:13.000","2018-01-03T15:53:33.000","2018-01-03T16:59:15.000","RTF","REPORT TO FOLLOW","N","4I03","015XX Southlawn Blvd","70114","4","(29.93928035, -90.02556651)"
"A0302418","62C","SIMPLE BURGLARY VEHICLE","1E","62","SIMPLE BURGLARY","1E","3683456","536416","2018-01-03T12:36:24.000","2018-01-03T23:24:40.000","2018-01-03T23:31:42.000","2018-01-03T23:43:35.000","GOA","GONE ON ARRIVAL","N","5A01","012XX Saint Anthony St","70116","5","(29.96889911, -90.0617205)"
"A0262718","21H","HOMELESS","1H","21H","HOMELESS","1H","3677283","533408","2018-01-03T02:39:41.000",,"2018-01-03T02:39:41.000","2018-01-03T02:46:38.000","NAT","Necessary Action Taken","Y","1H01","020XX Canal St","70112","1","(29.96081549, -90.08131796)"
"A0310918","18","TRAFFIC INCIDENT","1H","18","TRAFFIC INCIDENT","1H","3683076","536133","2018-01-03T14:04:50.000",,"2018-01-03T14:04:50.000","2018-01-03T14:15:25.000","NAT","Necessary Action Taken","Y","1A01","Saint Bernard Ave & Henriette Delille St",,"1","(29.96813228, -90.06293164)"
"A0314118","18","TRAFFIC INCIDENT","1H","18","TRAFFIC INCIDENT","1H","3684029","534399","2018-01-03T14:35:35.000",,"2018-01-03T14:35:35.000","2018-01-03T15:10:34.000","NAT","Necessary Action Taken","Y","8E02","Royal St & Esplanade Ave","70116","8","(29.96333693, -90.05998192)"
"A0337918","22B","BUSINESS CHECK","1I","22B","BUSINESS CHECK","1I","3669074","540065","2018-01-03T17:44:21.000",,"2018-01-03T17:44:21.000","2018-01-03T18:47:08.000","NAT","Necessary Action Taken","Y","3H01","047XX Canal St","70119","3","(29.97936493, -90.10701633)"
"A0127718","18","TRAFFIC INCIDENT","1H","18","TRAFFIC INCIDENT","1H","0","0","2018-01-01T22:13:08.000",,"2018-01-01T22:13:08.000","2018-01-01T22:15:08.000","NAT","Necessary Action Taken","Y","8B01","Iberville St & N Peters St",,"0",
"A0346218","103D","DOMESTIC DISTURBANCE","2B","103","DISTURBANCE (OTHER)","1A","3663645","537648","2018-01-03T19:17:11.000","2018-01-03T19:20:02.000",,"2018-01-03T20:32:43.000","RTF","REPORT TO FOLLOW","N","3A01","034XX Livingston St","70118","3","(29.97287755, -90.12424543)"
"A0323118","62A","BURGLAR ALARM, SILENT","1A","62A","BURGLAR ALARM, SILENT","2C","3676542","519125","2018-01-03T15:48:29.000","2018-01-03T16:24:38.000","2018-01-03T16:29:31.000","2018-01-03T16:54:36.000","NAT","Necessary Action Taken","N","6A04","031XX Annunciation St","70115","6","(29.92156452, -90.08415235)"
"A0328118","17R","WARR STOP WITH RELEASE","0G","17R","WARR STOP WITH RELEASE","0G","3668113","535072","2018-01-03T16:18:00.000","2018-01-03T16:18:00.000","2018-01-03T16:18:14.000","2018-01-03T17:34:20.000","NAT","Necessary Action Taken","N","2T05","S Carrollton Ave & Washington Ave","70118","2","(29.96566445, -90.11022088)"
"A0333318","35","SIMPLE BATTERY","1D","103F","FIGHT","2B","3706453","556664","2018-01-03T17:05:10.000","2018-01-03T17:06:50.000","2018-01-03T17:18:57.000","2018-01-03T18:49:40.000","RTF","REPORT TO FOLLOW","N","7F04","049XX Crowder Blvd","70127","7","(30.02385221, -89.9883435)"
"A0264218","NOPD","INCIDENT REQUESTED BY ANOTHER AGENCY","2A","NOPD","INCIDENT REQUESTED BY ANOTHER AGENCY","2A","3679608","531354","2018-01-03T02:54:54.000",,,"2018-01-03T02:56:06.000","DUP","DUPLICATE","N","8I02","001XX Elk Pl","70112","8","(29.95509754, -90.0740494)"
"A0286418","17M","MUNICIPAL ATTACHMENT","1F","17M","MUNICIPAL ATTACHMENT","1F","3692083","537142","2018-01-03T10:00:51.000","2018-01-03T23:22:16.000",,"2018-01-04T01:53:09.000","NAT","Necessary Action Taken","N","5D03","039XX N Claiborne Ave","70117","5","(29.97062974, -90.03445086)"
