"nopd_item","type_","typetext","priority","initialtype","initialtypetext","initialpriority","mapx","mapy","timecreate","timedispatch","timearrive","timeclosed","disposition","dispositiontext","selfinitiated","beat","block_address","zip","policedistrict","location"
"A0056121","22B","BUSINESS CHECK","1K","22B","BUSINESS CHECK","1K","3661574","531585","2021-01-01T10:58:42.867","2021-01-01T10:58:42.867","2021-01-01T10:58:42.867","2021-01-01T13:18:49.173","NAT","Necessary Action Taken","Y","2K02","Approx Loc: 087XX Hickory St","70118","2","POINT (-90.130985 29.95626667)"
"A0056321","21","COMPLAINT OTHER","1J","21","COMPLAINT OTHER","1J","3682138","532517","2021-01-01T10:59:27.620","2021-01-01T10:59:27.620","2021-01-01T10:59:27.620","2021-01-01T10:59:41.467","RTF","REPORT TO FOLLOW","Y","8D06","006XX Blk Bourbon St","70112","8","POINT (-90.06601827 29.95821846)"
"A0056421","21","COMPLAINT OTHER","1J","21","COMPLAINT OTHER","1J","3677748","526324","2021-01-01T10:59:32.767","2021-01-01T10:59:32.767","2021-01-01T10:59:32.767","2021-01-01T10:59:54.393","NAT","Necessary Action Taken","Y","6H02","019XX Mlk Blvd","70113","6","POINT (-90.08009571 29.94132428)"
"A0056621","TS","TRAFFIC STOP","1J","TS","TRAFFIC STOP","1J","3698043","532568","2021-01-01T10:59:44.947","2021-01-01T10:59:44.947","2021-01-01T10:59:44.947","2021-01-01T11:01:23.370","VOI","VOID","Y","5E04","Approx Loc: 056XX Dauphine St","70117","5","POINT (-90.015795 29.95786667)"
"A0056721","62A","BURGLAR ALARM, SILENT","2E","62A","BURGLAR ALARM, SILENT","2E","3697923","532615","2021-01-01T11:00:29.203","2021-01-01T11:01:11.880","2021-01-01T11:01:42.390","2021-01-01T11:01:40.167","NAT","Necessary Action Taken","N","5E04","056XX Dauphine St","70117","5","POINT (-90.01617159 29.95799852)"
"A0056821","21","COMPLAINT OTHER","1J","21","COMPLAINT OTHER","1J","37369000","3513814","2021-01-01T11:02:28.470","2021-01-01T11:02:28.470","2021-01-01T11:02:28.470","2021-01-01T11:07:49.763","RTF","REPORT TO FOLLOW","Y","4D01","030XX Rue Parc Fontaine","70131","0","POINT (0 0)"
"A0056921","56","SIMPLE CRIMINAL DAMAGE","1F","103","DISTURBANCE (OTHER)","1C","3679310","532854","2021-01-01T11:02:54.530","2021-01-01T11:26:25.427","2021-01-01T11:31:56.220","2021-01-01T12:39:14.070","RTF","REPORT TO FOLLOW","N","1E01","002XX Blk N Villere St","70112","1","POINT (-90.07493802 29.95923259)"
"A0057121","21","COMPLAINT OTHER","1A","21","COMPLAINT OTHER","1J","3696091","519340","2021-01-01T11:07:00.723","2021-01-01T12:02:15.217","2021-01-01T12:22:04.470","2021-01-01T12:25:32.460","NAT","Necessary Action Taken","N","4C02","033XX Garden Oaks Dr","70114","4","POINT (-90.02243643 29.92155552)"
"A0057321","21","COMPLAINT OTHER","1J","67A","AUTO THEFT","1D","3705669","564749","2021-01-01T11:07:54.323","2021-01-02T08:22:48.923",,"2021-01-02T08:42:39.240","NAT","Necessary Action Taken","N","7P04","094XX Hayne Blvd","70127","7","POINT (-89.99052388 30.04610709)"
"A0057521","56","SIMPLE CRIMINAL DAMAGE","1A","56","SIMPLE CRIMINAL DAMAGE","1F","3696733","535619","2021-01-01T11:09:20.067","2021-01-01T23:21:10.973","2021-01-01T23:21:39.510","2021-01-02T00:00:20.667","RTF","REPORT TO FOLLOW","N","5E02","014XX Forstall St","70117","5","POINT (-90.01982175 29.9662955)"
"A0057621","58R","RECOVERY OF REPORTED STOLEN VEHICLE","1I","18A","ABANDONED VEHICLE","1J","3687222","540746","2021-01-01T11:11:04.763","2021-01-02T00:26:15.127","2021-01-02T00:33:12.060","2021-01-02T02:07:13.890","NAT","Necessary Action Taken","N","5L02","022XX Blk Painters St","70117","5","POINT (-90.04967422 29.9806902)"
"A0057721","22B","BUSINESS CHECK","1K","22B","BUSINESS CHECK","1K","3671395","538410","2021-01-01T11:12:30.403","2021-01-01T11:12:30.403","2021-01-01T11:12:30.403","2021-01-01T11:25:20.240","NAT","Necessary Action Taken","Y","1M02","040XX Canal St","70119","1","POINT (-90.09974163 29.9747457)"
"A0057821","66","EXTORTION (THREATS)","1H","66","EXTORTION (THREATS)","1H","3667660","547130","2021-01-01T11:12:31.107","2021-01-01T11:12:31.107","2021-01-01T11:12:31.107","2021-01-01T12:42:13.607","RTF","REPORT TO FOLLOW","Y","3E02","059XX Louisville St","70124","3","POINT (-90.11124343 29.9988331)"
"A0057921","21","COMPLAINT OTHER","1J","21","COMPLAINT OTHER","1J","3679114","546637","2021-01-01T11:12:41.937","2021-01-01T12:15:49.913","2021-01-01T12:22:48.590","2021-01-01T12:52:21.413","NAT","Necessary Action Taken","N","3M03","015XX Foy St","70122","3","POINT (-90.07507953 29.99713504)"
"A0058021","21","COMPLAINT OTHER","1A","GATHER","PUBLIC GATHERING","1E","3677706","531996","2021-01-01T11:13:13.230","2021-01-01T11:27:56.043","2021-01-01T11:28:08.403","2021-01-01T12:06:00.933","NAT","Necessary Action Taken","N","1G01","S Claiborne Ave & Tulane Ave","70112","1","POINT (-90.08003263 29.95692058)"
"A0058121","21","COMPLAINT OTHER","1J","21","COMPLAINT OTHER","1J","3675619","519283","2021-01-01T11:13:31.153","2021-01-01T11:22:52.547","2021-01-01T11:36:16.427","2021-01-01T12:41:11.717","RTF","REPORT TO FOLLOW","N","6A03","009XX Blk Toledano St","70115","6","POINT (-90.08705986 29.92202693)"
"A0058221","103","DISTURBANCE (OTHER)","1C","103","DISTURBANCE (OTHER)","1C","3675854","535580","2021-01-01T11:14:59.277","2021-01-01T11:17:16.983","2021-01-01T11:21:42.213","2021-01-01T13:43:52.927","NAT","Necessary Action Taken","N","1I03","002XX N Broad St","70119","1","POINT (-90.08575804 29.96683186)"
"A0058321","22A","AREA CHECK","1K","22A","AREA CHECK","1K","3674213","538978","2021-01-01T11:15:37.673","2021-01-01T11:15:37.673","2021-01-01T11:15:37.673","2021-01-01T11:43:05.390","NAT","Necessary Action Taken","Y","1M01","Orleans Ave & Moss St","70119","1","POINT (-90.09082173 29.97622419)"
"A0058421","67","THEFT","0A","67","THEFT","1G","3681579","531067","2021-01-01T11:15:51.527","2021-01-02T05:08:09.777",,"2021-01-02T05:08:22.263","GOA","GONE ON ARRIVAL","N","8C02","002XX Royal St","70130","8","POINT (-90.06783554 29.95424948)"
"A0058521","35D","SIMPLE BATTERY DOMESTIC","2C","35","SIMPLE BATTERY","1F","3706974","565040","2021-01-01T11:16:13.307","2021-01-01T13:23:51.680","2021-01-01T13:31:43.410","2021-01-01T14:39:39.147","RTF","REPORT TO FOLLOW","N","7P07","096XX Hayne Blvd","70127","7","POINT (-89.98638668 30.04686504)"
"A0058621","62C","SIMPLE BURGLARY VEHICLE","1G","62C","SIMPLE BURGLARY VEHICLE","1G","3681828","528846","2021-01-01T11:16:55.357","2021-01-01T12:31:41.540","2021-01-01T12:34:07.650","2021-01-01T14:03:27.660","RTF","REPORT TO FOLLOW","N","8G02","005XX Blk Tchoupitoulas St","70130","8","POINT (-90.0671265 29.94813529)"
"A0058821","22B","BUSINESS CHECK","1K","22B","BUSINESS CHECK","1K","3699233","519065","2021-01-01T11:17:18.513","2021-01-01T11:17:18.513","2021-01-01T11:17:18.513","2021-01-01T11:53:39.973","NAT","Necessary Action Taken","Y","4D01","041XX General De Gaulle Dr","70131","4","POINT (-90.01252771 29.92069927)"
"A0058921","22A","AREA CHECK","1K","22A","AREA CHECK","1K","3671776","522758","2021-01-01T11:17:32.600","2021-01-01T11:17:32.600","2021-01-01T11:17:32.600","2021-01-01T11:51:38.620","NAT","Necessary Action Taken","Y","6Q01","Marengo St & S Saratoga St","70115","6","POINT (-90.09907232 29.93169736)"
"A0059021","103F","FIGHT","2D","103F","FIGHT","2D","3664351","532460","2021-01-01T11:17:42.440","2021-01-01T11:18:23.987","2021-01-01T11:36:20.773","2021-01-01T14:40:21.620","RTF","REPORT TO FOLLOW","N","2T01","083XX Nelson St","70118","2","POINT (-90.1221887 29.95859086)"
"A0059121","103","DISTURBANCE (OTHER)","1C","103","DISTURBANCE (OTHER)","1C","3678882","530567","2021-01-01T11:19:41.023","2021-01-01T11:48:13.363","2021-01-01T11:53:29.233","2021-01-01T12:33:48.143","GOA","GONE ON ARRIVAL","N","8J02","003XX Loyola Ave","70112","8","POINT (-90.07636795 29.95295457)"
"A0059221","67S","SHOPLIFTING","1A","67","THEFT","1G","3682657","531132","2021-01-01T11:19:52.017","2021-01-01T17:36:25.247","2021-01-01T17:43:49.453","2021-01-01T17:53:33.807","RTF","REPORT TO FOLLOW","N","8B02","004XX N Peters St","70130","8","POINT (-90.06442893 29.95439507)"
"A0059321","GATHER","PUBLIC GATHERING","1E","GATHER","PUBLIC GATHERING","1E","3677706","531996","2021-01-01T11:21:56.120",,,"2021-01-01T11:23:36.187","DUP","DUPLICATE","N","1G01","S Claiborne Ave & Tulane Ave","70112","1","POINT (-90.08003263 29.95692058)"
"A0059421","18","TRAFFIC INCIDENT","1J","18","TRAFFIC INCIDENT","1J","3677706","531996","2021-01-01T11:23:20.943",,,"2021-01-01T11:24:59.997","DUP","DUPLICATE","N","1G01","Tulane Ave & S Claiborne Ave","70112","1","POINT (-90.08003263 29.95692058)"
"A0059521","22A","AREA CHECK","1K","22A","AREA CHECK","1K","3665356","535838","2021-01-01T11:24:31.103","2021-01-01T11:24:31.103","2021-01-01T11:24:31.103","2021-01-01T13:14:50.903","NAT","Necessary Action Taken","Y","2S02","088XX Olive St","70118","2","POINT (-90.11890129 29.96785011)"
"A0059621","21","COMPLAINT OTHER","1C","21","COMPLAINT OTHER","1J","3711339","561927","2021-01-01T11:27:15.923","2021-01-02T12:47:29.800","2021-01-02T12:51:58.743","2021-01-02T12:58:03.573","NAT","Necessary Action Taken","N","7I03","100XX S I-10 Service Rd","70127","7","POINT (-89.97270755 30.03816401)"
"A0059821","62R","RESIDENCE BURGLARY","1B","62R","RESIDENCE BURGLARY","1E","3705741","562905","2021-01-01T11:28:46.767","2021-01-02T12:48:46.827","2021-01-02T12:48:51.960","2021-01-02T12:57:33.187","UNF","UNFOUNDED","N","7P04","007XX Blk Devine Ave","70127","7","POINT (-89.99036257 30.04103655)"
"A0060021","35","SIMPLE BATTERY","1F","35","SIMPLE BATTERY","1F","3682625","531075","2021-01-01T11:30:02.293",,,"2021-01-01T11:30:31.257","DUP","DUPLICATE","N","8B02","004XX N Peters St","70130","8","POINT (-90.06453312 29.9542396)"
"A0060121","21","COMPLAINT OTHER","1J","21","COMPLAINT OTHER","1J","3677706","531996","2021-01-01T11:30:23.633",,,"2021-01-01T11:31:23.317","DUP","DUPLICATE","N","1G01","S Claiborne Ave & Tulane Ave","70112","1","POINT (-90.08003263 29.95692058)"
"A0060221","103","DISTURBANCE (OTHER)","1C","103","DISTURBANCE (OTHER)","1C","3707608","558935","2021-01-01T11:33:04.113","2021-01-01T12:13:01.520","2021-01-01T12:16:51.487","2021-01-01T12:24:43.113","GOA","GONE ON ARRIVAL","N","7R04","067XX Tara Ln","70127","7","POINT (-89.98460974 30.0300595)"
"A0060321","22A","AREA CHECK","1K","22A","AREA CHECK","1K","3688723","527922","2021-01-01T11:33:23.983","2021-01-01T11:33:23.983","2021-01-01T11:33:23.983","2021-01-01T13:03:09.170","NAT","Necessary Action Taken","Y","4A03","Newton St & Atlantic Ave","None","4","POINT (-90.04538749 29.94538148)"
"A0060421","22A","AREA CHECK","1K","22A","AREA CHECK","1K","3674140","522701","2021-01-01T11:33:44.630","2021-01-01T11:33:44.630","2021-01-01T11:33:44.630","2021-01-01T11:48:07.280","NAT","Necessary Action Taken","Y","6Q04","Dryades St & Toledano St","None","6","POINT (-90.09161161 29.93146893)"
"A0060521","22B","BUSINESS CHECK","1K","22B","BUSINESS CHECK","1K","3673148","526967","2021-01-01T11:34:41.290","2021-01-01T11:34:41.290","2021-01-01T11:34:41.290","2021-01-01T11:51:02.870","NAT","Necessary Action Taken","Y","6K01","027XX S Claiborne Ave","70125","6","POINT (-90.09459567 29.94322891)"
"A0060621","103","DISTURBANCE (OTHER)","1C","103","DISTURBANCE (OTHER)","1C","3692755","550257","2021-01-01T11:35:37.547","2021-01-01T12:58:50.367","2021-01-01T13:54:43.747","2021-01-01T14:00:48.293","NAT","Necessary Action Taken","N","3U02","049XX Chef Menteur Hwy","70126","3","POINT (-90.03185868 30.00667139)"
"A0060721","22A","AREA CHECK","1K","22A","AREA CHECK","1K","3668669","538648","2021-01-01T11:37:23.380","2021-01-01T11:37:23.380","2021-01-01T11:37:23.380","2021-01-01T11:43:41.743","NAT","Necessary Action Taken","Y","3D02","Banks St & S Olympia St","70119","3","POINT (-90.10834348 29.97548012)"
"A0060821","56","SIMPLE CRIMINAL DAMAGE","1F","21","COMPLAINT OTHER","1J","3672149","539407","2021-01-01T11:39:17.020","2021-01-01T11:39:17.020","2021-01-01T11:39:17.020","2021-01-01T13:58:49.367","RTF","REPORT TO FOLLOW","Y","1M02","Saint Louis St & N Carrollton Ave","70119","1","POINT (-90.09732703 29.97746328)"
"A0060921","67S","SHOPLIFTING","1E","67S","SHOPLIFTING","1E","3696900","515659","2021-01-01T11:41:08.110","2021-01-01T11:41:08.110","2021-01-01T11:41:08.110","2021-01-01T12:31:01.303","RTF","REPORT TO FOLLOW","Y","4C02","040XX Behrman Pl","70114","4","POINT (-90.02001393 29.91140877)"
"A0061021","20I","AUTO ACCIDENT WITH INJURY","2D","20","AUTO ACCIDENT","1E","3671486","525908","2021-01-01T11:41:17.153","2021-01-01T11:42:49.300","2021-01-01T11:59:27.670","2021-01-01T13:06:57.670","RTF","REPORT TO FOLLOW","N","2O01","S Claiborne Ave & General Taylor St","70125","2","POINT (-90.09987898 29.94036672)"
"A0061121","20","AUTO ACCIDENT","1E","20","AUTO ACCIDENT","1E","3675855","529236","2021-01-01T11:42:23.347","2021-01-01T11:48:16.030","2021-01-01T11:56:37.173","2021-01-01T13:31:21.260","RTF","REPORT TO FOLLOW","N","6J03","S Claiborne Ave & Earhart Blvd","70125","6","POINT (-90.08597202 29.94938682)"
"A0061221","62A","BURGLAR ALARM, SILENT","2E","62A","BURGLAR ALARM, SILENT","2E","3689138","552296","2021-01-01T11:42:33.010","2021-01-01T11:43:24.463","2021-01-01T11:57:36.493","2021-01-01T12:02:38.933","VOI","VOID","N","3U03","051XX Saint Ferdinand Dr","70126","3","POINT (-90.04321065 30.01239024)"
"A0061321","55","AGGRAVATED CRIMINAL DAMAGE","1D","56","SIMPLE CRIMINAL DAMAGE","1F","3683344","553232","2021-01-01T11:43:08.667","2021-01-01T11:47:39.530","2021-01-01T11:52:10.083","2021-01-01T12:48:13.217","RTF","REPORT TO FOLLOW","N","3R02","055XX Vermillion Blvd","70122","3","POINT (-90.06148418 30.01513989)"
"A0061421","22B","BUSINESS CHECK","1K","22B","BUSINESS CHECK","1K","3672437","539977","2021-01-01T11:43:21.727","2021-01-01T11:43:21.727","2021-01-01T11:43:21.727","2021-01-01T11:53:04.090","NAT","Necessary Action Taken","Y","3H02","006XX N Carrollton Ave","70119","3","POINT (-90.09639978 29.97902184)"
"A0061521","62A","BURGLAR ALARM, SILENT","2E","62A","BURGLAR ALARM, SILENT","2E","3688235","547093","2021-01-01T11:49:54.683","2021-01-01T12:02:57.810","2021-01-01T12:08:45.547","2021-01-01T12:15:20.903","NAT","Necessary Action Taken","N","3Y03","027XX Lavender St","70122","3","POINT (-90.04625043 29.99811164)"
"A0061621","62A","BURGLAR ALARM, SILENT","1A","62A","BURGLAR ALARM, SILENT","2E","3701394","559481","2021-01-01T11:50:51.580","2021-01-02T07:15:26.863",,"2021-01-02T07:15:39.283","NAT","Necessary Action Taken","N","7O04","072XX Mayo Blvd","70126","7","POINT (-90.00422797 30.03176037)"
"A0061721","22A","AREA CHECK","1K","22A","AREA CHECK","1K","3674700","518702","2021-01-01T11:51:42.307","2021-01-01T11:51:42.307","2021-01-01T11:51:42.307","2021-01-01T12:23:50.857","NAT","Necessary Action Taken","Y","6O03","Laurel St & Aline St","70115","6","POINT (-90.08998126 29.92045568)"
"A0061821","21","COMPLAINT OTHER","1J","NOPD","INCIDENT REQUESTED BY ANOTHER AGENCY","2A","3672826","542276","2021-01-01T11:52:31.760","2021-01-01T12:49:23.703","2021-01-01T12:57:01.710","2021-01-01T13:35:30.883","GOA","GONE ON ARRIVAL","N","3I06","XX Dreyfous Dr","70119","3","POINT (-90.09509089 29.985332)"
"A0061921","100","HIT & RUN","1G","100","HIT & RUN","1G","3710555","561119","2021-01-01T11:52:42.300","2021-01-01T12:01:39.273","2021-01-01T12:14:03.617","2021-01-01T13:45:35.323","RTF","REPORT TO FOLLOW","N","7I03","S I-10 Service Rd & Read Blvd","70127","7","POINT (-89.97521695 30.03596896)"
"A0062021","22A","AREA CHECK","1K","22A","AREA CHECK","1K","3671888","535719","2021-01-01T11:53:08.577","2021-01-01T11:53:08.577","2021-01-01T11:53:08.577","2021-01-01T12:29:17.157","NAT","Necessary Action Taken","Y","1L03","Baudin St & S Clark St","70119","1","POINT (-90.09827678 29.96733149)"
"A0062121","56","SIMPLE CRIMINAL DAMAGE","1F","62C","SIMPLE BURGLARY VEHICLE","1G","3669126","536828","2021-01-01T11:55:20.443","2021-01-01T23:06:19.777","2021-01-01T23:16:57.963","2021-01-02T00:51:39.007","RTF","REPORT TO FOLLOW","N","3D01","042XX Ulloa St","70119","3","POINT (-90.10696299 29.97046165)"
"A0062221","21","COMPLAINT OTHER","1J","20","AUTO ACCIDENT","1E","3683144","536150","2021-01-01T11:56:33.413","2021-01-01T15:24:20.693","2021-01-01T15:34:43.147","2021-01-01T15:40:39.890","NAT","Necessary Action Taken","N","5A01","Annette St & Henriette Delille St","70116","5","POINT (-90.06271691 29.96817833)"
"A0062321","22A","AREA CHECK","1K","22A","AREA CHECK","1K","3696709","520762","2021-01-01T11:58:25.223","2021-01-01T11:58:25.223","2021-01-01T11:58:25.223","2021-01-01T12:40:38.677","NAT","Necessary Action Taken","Y","4J01","036XX Macarthur Blvd","70114","4","POINT (-90.02043487 29.92544625)"
"A0062421","TS","TRAFFIC STOP","1J","TS","TRAFFIC STOP","1J","3679150","530761","2021-01-01T11:58:26.223","2021-01-01T11:58:26.223","2021-01-01T11:58:26.223","2021-01-01T11:59:38.810","VOI","VOID","Y","8J02","Approx Loc: 003XX Loyola Ave","70112","8","POINT (-90.075515 29.95348)"
"A0062521","62R","RESIDENCE BURGLARY","1A","62R","RESIDENCE BURGLARY","1E","3702949","560298","2021-01-01T11:58:51.100","2021-01-02T11:28:36.937","2021-01-02T11:49:16.063","2021-01-02T12:54:50.347","RTF","REPORT TO FOLLOW","N","7O04","072XX Thornley Dr","70126","7","POINT (-89.9992836 30.03395786)"
"A0062621","22A","AREA CHECK","1K","22A","AREA CHECK","1K","3669604","544910","2021-01-01T11:59:29.983","2021-01-01T11:59:29.983","2021-01-01T11:59:29.983","2021-01-01T13:03:11.843","NAT","Necessary Action Taken","Y","3I01","Marshal Foch St & Lemoyne St","70124","3","POINT (-90.10517907 29.99267218)"
"A0062721","20","AUTO ACCIDENT","1E","20","AUTO ACCIDENT","1E","3679791","520548","2021-01-01T12:01:43.260","2021-01-01T12:57:07.187","2021-01-01T13:06:53.043","2021-01-01T14:29:40.633","RTF","REPORT TO FOLLOW","N","6A02","022XX Saint Thomas St","70130","6","POINT (-90.0738463 29.92537924)"
"A0062821","99","RECKLESS DRIVING","1F","99","RECKLESS DRIVING","1F","3687272","544953","2021-01-01T12:02:09.557","2021-01-01T12:49:50.173",,"2021-01-01T12:49:57.330","GOA","GONE ON ARRIVAL","N","3Y03","I-10 W & Franklin Ave","70122","3","POINT (-90.0493676 29.99225683)"
"A0062921","107","SUSPICIOUS PERSON","2C","107","SUSPICIOUS PERSON","2C","3676498","526214","2021-01-01T12:03:07.203","2021-01-01T12:03:46.350","2021-01-01T12:06:11.767","2021-01-01T12:20:04.550","NAT","Necessary Action Taken","N","6H01","023XX Saint Andrew St","70113","6","POINT (-90.08404589 29.94105716)"
"A0063021","21","COMPLAINT OTHER","1A","21","COMPLAINT OTHER","1J","3693219","536004","2021-01-01T12:03:36.753","2021-01-01T15:32:20.750","2021-01-01T15:37:30.327","2021-01-01T15:38:16.787","GOA","GONE ON ARRIVAL","N","5D03","013XX Poland Ave","70117","5","POINT (-90.03090313 29.96746474)"
"A0063121","22B","BUSINESS CHECK","1K","22B","BUSINESS CHECK","1K","3669074","540065","2021-01-01T12:08:38.480","2021-01-01T12:08:38.480","2021-01-01T12:08:38.480","2021-01-01T12:21:12.917","NAT","Necessary Action Taken","Y","3H01","047XX Canal St","70119","3","POINT (-90.10701633 29.97936493)"
"A0063221","24","MEDICAL","1A","NOPD","INCIDENT REQUESTED BY ANOTHER AGENCY","2A","37369000","3513814","2021-01-01T12:09:21.007","2021-01-01T12:46:39.127","2021-01-01T12:51:27.610","2021-01-01T13:04:24.153","NAT","Necessary Action Taken","N","4E03","063XX Woodland Hwy","70131","4","POINT (0 0)"
"A0063321","21P","LOST PROPERTY","0G","67","THEFT","1G","3681919","532231","2021-01-01T12:10:13.037","2021-01-01T21:19:17.730","2021-01-01T21:19:27.853","2021-01-01T21:38:38.693","RTF","REPORT TO FOLLOW","N","8D05","005XX Blk Bourbon St","70112","8","POINT (-90.06672195 29.95743852)"
"A0063421","20","AUTO ACCIDENT","1E","20","AUTO ACCIDENT","1E","37369000","3513814","2021-01-01T12:13:36.007","2021-01-01T15:14:00.950","2021-01-01T17:19:18.247","2021-01-01T18:17:55.920","RTF","REPORT TO FOLLOW","N","2B04","052XX Blk Constance St","None","0","POINT (0 0)"
"A0063521","911","SILENT 911 CALL","1A","911","SILENT 911 CALL","2F","3678805","537543","2021-01-01T12:13:52.573","2021-01-01T12:14:52.250","2021-01-01T12:24:48.563","2021-01-01T12:43:03.323","NAT","Necessary Action Taken","N","1J04","011XX N Tonti St","70119","1","POINT (-90.0763693 29.97214002)"
"A0063621","103D","DOMESTIC DISTURBANCE","2A","103D","DOMESTIC DISTURBANCE","2C","3692516","544136","2021-01-01T12:14:28.967","2021-01-01T12:50:39.627","2021-01-01T13:15:44.250","2021-01-01T14:35:39.977","RTF","REPORT TO FOLLOW","N","5Q02","032XX Morrice Duncan Dr","70126","5","POINT (-90.03283232 29.98984645)"
