"nopd_item","type_","typetext","priority","mapx","mapy","timecreate","timedispatch","timearrive","timeclosed","disposition","dispositiontext","block_address","zip","policedistrict","location"
"A0062013","21","COMPLAINT OTHER","1H","3682210.00000000","533199.00000000","2013-01-01T07:49:44.000","2013-01-01T08:06:46.000",,"2013-01-01T08:07:41.000","UNF","UNFOUNDED","Dauphine St & Saint Ann St","70116","8","(29.960090784609, -90.065769750523)"
"A0062113","58","RETURN FOR ADD'L INF","1G","3711272.00000000","559911.00000000","2013-01-01T07:55:29.000","2013-01-01T07:55:29.000",,"2013-01-01T08:55:57.000","NAT","NECESSARY ACTION TAKEN","Lake Forest Blvd & Read Blvd","70127","7","(30.032622604596, -89.972997715412)"
"A0062213","35D","SIMPLE BATTERY DOMES","2B","3674029.00000000","523891.00000000","2013-01-01T07:56:00.000","2013-01-01T07:57:55.000","2013-01-01T08:00:19.000","2013-01-01T10:57:11.000","RTF","REPORT TO FOLLOW","022XX 7th St","70115","6","(29.934743165692, -90.091922075561)"
"A0062313","18","TRAFFIC INCIDENT","1H","3684161.00000000","546249.00000000","2013-01-01T07:57:58.000","2013-01-01T07:57:59.000",,"2013-01-01T08:03:23.000","NAT","NECESSARY ACTION TAKEN","Elysian Fields Ave & Saint Denis","70122","3","(29.995914225745, -90.059150673131)"
"A0062413","21","COMPLAINT OTHER","1H","3680888.00000000","532792.00000000","2013-01-01T07:58:15.000","2013-01-01T07:58:20.000","2013-01-01T07:58:25.000","2013-01-01T09:02:08.000","RTF","REPORT TO FOLLOW","005XX N Rampart St","70112","1","(29.959011818869, -90.069958511063)"
"A0062513","62A","BURGLAR ALARM, SILEN","2C","3712030.00000000","558693.00000000","2013-01-01T07:57:51.000","2013-01-01T07:59:35.000","2013-01-01T08:06:53.000","2013-01-01T08:17:04.000","NAT","NECESSARY ACTION TAKEN","055XX Read Blvd","70127","7","(30.029248822622, -89.970648171565)"
"A0062613","21","COMPLAINT OTHER","1H","3681752.00000000","531382.00000000","2013-01-01T07:59:15.000","2013-01-01T07:59:25.000","2013-01-01T08:26:37.000","2013-01-01T08:29:49.000","NAT","NECESSARY ACTION TAKEN","003XX Royal St","70130","8","(29.955108575882, -90.067279411608)"
"A0062713","62A","BURGLAR ALARM, SILEN","2C","3693644.00000000","544757.00000000","2013-01-01T07:58:21.000","2013-01-01T07:59:47.000","2013-01-01T08:04:47.000","2013-01-01T08:15:35.000","NAT","NECESSARY ACTION TAKEN","034XX Alvar St","70126","5","(29.991518406896, -90.029248414107)"
"A0062813","18","TRAFFIC INCIDENT","1H","3666197.00000000","530005.00000000","2013-01-01T08:05:16.000","2013-01-01T08:05:17.000","2013-01-01T08:05:28.000","2013-01-01T08:08:27.000","NAT","NECESSARY ACTION TAKEN","S Claiborne Ave & Pine St","70125","2","(29.951785690151, -90.116442678298)"
"A0062913","21L","LOST OR STOLEN","0A","3683190.00000000","531976.00000000","2013-01-01T08:04:42.000","2013-01-01T09:28:20.000","2013-01-01T09:36:00.000","2013-01-01T10:32:00.000","RTF","REPORT TO FOLLOW","007XX Decatur St","70116","8","(29.956698106782, -90.062717949808)"
"A0063013","21L","LOST OR STOLEN","1E","3681934.00000000","527073.00000000","2013-01-01T08:05:30.000","2013-01-01T09:19:21.000","2013-01-01T09:42:03.000","2013-01-01T10:56:34.000","RTF","REPORT TO FOLLOW","003XX Saint Joseph St","70130","8","(29.943254747546, -90.066855111039)"
"A0063113","103D","DOMESTIC DISTURBANCE","2B","3683127.00000000","540974.00000000","2013-01-01T08:10:49.000","2013-01-01T08:13:20.000","2013-01-01T08:18:13.000","2013-01-01T10:47:25.000","RTF","REPORT TO FOLLOW","N Rocheblave St & Saint Anthony","70119","5","(29.981441416519, -90.062601786977)"
"A0063213","18","TRAFFIC INCIDENT","1H","3690175.00000000","549246.00000000","2013-01-01T08:10:58.000","2013-01-01T08:10:58.000","2013-01-01T08:15:00.000","2013-01-01T08:17:25.000","NAT","NECESSARY ACTION TAKEN","Chef Menteur Hwy & Press Dr","70126","3","(30.003969627725, -90.040046141289)"
"A0063413","62A","BURGLAR ALARM, SILEN","2C","3684340.00000000","541458.00000000","2013-01-01T08:11:17.000","2013-01-01T08:14:43.000","2013-01-01T08:16:57.000","2013-01-01T08:36:26.000","NAT","NECESSARY ACTION TAKEN","021XX N Dorgenois St","70119","5","(29.982735201799, -90.058753575214)"
"A0063513","21","COMPLAINT OTHER","1C","3680929.00000000","530923.00000000","2013-01-01T08:12:25.000","2013-01-01T08:12:27.000","2013-01-01T08:12:29.000","2013-01-01T08:20:48.000","NAT","NECESSARY ACTION TAKEN","Bourbon St & Canal St","70112","8","(29.953871459336, -90.069894118804)"
"A0063613","103","DISTURBANCE (OTHER)","2C","3675352.00000000","535193.00000000","2013-01-01T08:14:44.000","2013-01-01T08:17:01.000",,"2013-01-01T08:17:25.000","VOI","VOID","027XX Canal St","70119","1","(29.965780434687, -90.087357398325)"
"A0063813","103M","MENTAL PATIENT","2B","37369000","3513814","2013-01-01T08:13:27.000","2013-01-01T08:17:50.000","2013-01-01T08:23:51.000","2013-01-01T09:16:59.000","NAT","NECESSARY ACTION TAKEN","013XX Flanders St","70114","0","(9.235500543E-7, -0.0000022929847665)"
"A0063913","21","COMPLAINT OTHER","1H","3674456.00000000","523290.00000000","2013-01-01T08:17:06.000","2013-01-01T08:17:06.000","2013-01-01T08:17:08.000","2013-01-01T08:35:56.000","NAT","NECESSARY ACTION TAKEN","7th St & Danneel St","70115","6","(29.933077883823, -90.090594619694)"
"A0064013","18","TRAFFIC INCIDENT","1H","3686306.00000000","538262.00000000","2013-01-01T08:17:39.000","2013-01-01T08:17:39.000","2013-01-01T08:17:42.000","2013-01-01T08:25:40.000","NAT","NECESSARY ACTION TAKEN","N Claiborne Ave & Saint Roch Ave","70117","5","(29.973887048824, -90.052656797996)"
"A0064113","62A","BURGLAR ALARM, SILEN","2C","3717986.00000000","556315.00000000","2013-01-01T08:17:36.000","2013-01-01T08:20:37.000",,"2013-01-01T08:21:17.000","VOI","VOID","114XX Chef Menteur Hwy","70129","7","(30.022514169337, -89.951918183353)"
"A0064213","18","TRAFFIC INCIDENT","1H","3712879.00000000","554816.00000000","2013-01-01T08:22:26.000","2013-01-01T08:22:26.000","2013-01-01T08:23:37.000","2013-01-01T08:43:42.000","NAT","NECESSARY ACTION TAKEN","Chef Menteur Hwy & Read Blvd","70127","7","(30.018560813022, -89.968111348861)"
"A0064313","58","RETURN FOR ADD'L INF","1G","3678156.00000000","540719.00000000","2013-01-01T08:23:50.000","2013-01-01T08:23:51.000","2013-01-01T08:23:57.000","2013-01-01T09:22:41.000","NAT","NECESSARY ACTION TAKEN","028XX Maurepas St","70119","1","(29.980890901647, -90.078311323498)"
"A0064413","99","RECKLESS DRIVING","2D","3700423.00000000","532925.00000000","2013-01-01T08:25:54.000","2013-01-01T08:29:07.000","2013-01-01T08:33:04.000","2013-01-01T08:56:16.000","GOA","GONE ON ARRIVAL","Delery St & Saint Claude Ave","70117","5","(29.958770819446, -90.008267389055)"
"A0064513","18","TRAFFIC INCIDENT","1H","3698751.00000000","551853.00000000","2013-01-01T08:28:33.000","2013-01-01T08:28:33.000","2013-01-01T08:28:37.000","2013-01-01T08:37:59.000","NAT","NECESSARY ACTION TAKEN","Chef Menteur Hwy & I-10 E","70126","7","(30.01086895981, -90.012858314053)"
"A0064613","103","DISTURBANCE (OTHER)","2B","3679976.00000000","535521.00000000","2013-01-01T08:29:06.000","2013-01-01T08:31:55.000","2013-01-01T08:37:55.000","2013-01-01T09:11:26.000","NAT","NECESSARY ACTION TAKEN","009XX N Derbigny St","70116","1","(29.966543256949, -90.07274357447)"
"A0064713","62C","SIMPLE BURGLARY VEHI","1E","3675582.00000000","535519.00000000","2013-01-01T08:28:54.000","2013-01-01T08:40:34.000","2013-01-01T09:01:19.000","2013-01-01T09:53:25.000","RTF","REPORT TO FOLLOW","002XX N Broad St","70119","1","(29.966669945495, -90.086619864222)"
"A0064813","67","THEFT","1A","3696027.00000000","522610.00000000","2013-01-01T08:30:47.000","2013-01-01T09:00:43.000","2013-01-01T09:05:58.000","2013-01-01T09:20:09.000","UNF","UNFOUNDED","034XX Vespasian Blvd","70114","4","(29.930547202166, -90.022521374097)"
"A0064913","21","COMPLAINT OTHER","1H","3675777.00000000","535742.00000000","2013-01-01T08:32:25.000","2013-01-01T08:32:28.000","2013-01-01T08:39:07.000","2013-01-01T08:40:13.000","NAT","NECESSARY ACTION TAKEN","Bienville St & N Broad St","70119","1","(29.967277284646, -90.085996388728)"
"A0065013","62","SIMPLE BURGLARY","1E","3720073.00000000","574021.00000000","2013-01-01T08:32:51.000","2013-01-01T09:13:57.000","2013-01-01T09:17:00.000","2013-01-01T10:44:00.000","RTF","REPORT TO FOLLOW","078XX Sail St","70128","7","(30.071129034862, -89.944645809742)"
"A0065113","18","TRAFFIC INCIDENT","1H","3717313.00000000","572894.00000000","2013-01-01T08:35:02.000","2013-01-01T08:35:03.000","2013-01-01T08:35:17.000","2013-01-01T09:13:50.000","NAT","NECESSARY ACTION TAKEN","Hayne Blvd & Vincent Rd","70128","7","(30.068121941699, -89.953413806245)"
"A0065213","21","COMPLAINT OTHER","1H","3685060.00000000","536386.00000000","2013-01-01T08:34:22.000","2013-01-01T09:32:16.000","2013-01-01T09:32:20.000","2013-01-01T10:30:30.000","RTF","REPORT TO FOLLOW","011XX Elysian Fields Ave","70117","5","(29.968766935613, -90.056657948842)"
"A0065313","18","TRAFFIC INCIDENT","1H","3694374.00000000","527029.00000000","2013-01-01T08:39:17.000","2013-01-01T08:39:17.000","2013-01-01T08:42:57.000","2013-01-01T09:11:38.000","NAT","NECESSARY ACTION TAKEN","027XX General Meyer Ave","70114","4","(29.942749829033, -90.027580654216)"
"A0065413","18","TRAFFIC INCIDENT","1H","3704733.00000000","558801.00000000","2013-01-01T08:40:03.000","2013-01-01T08:40:03.000",,"2013-01-01T08:50:15.000","NAT","NECESSARY ACTION TAKEN","Crowder Blvd & I-10 E","70127","7","(30.029782371956, -89.993702337226)"
"A0065513","103","DISTURBANCE (OTHER)","1A","3681075.00000000","530537.00000000","2013-01-01T08:41:26.000","2013-01-01T09:23:37.000","2013-01-01T09:29:31.000","2013-01-01T10:37:15.000","NAT","NECESSARY ACTION TAKEN","001XX Saint Charles Ave","70130","8","(29.952805662437, -90.069446555088)"
"A0065613","18","TRAFFIC INCIDENT","1H","3709280.00000000","561096.00000000","2013-01-01T08:44:10.000","2013-01-01T08:44:10.000","2013-01-01T08:44:23.000","2013-01-01T08:49:20.000","NAT","NECESSARY ACTION TAKEN","I-10 W & Read Blvd Onramp","70127","7","(30.035945760474, -89.979248287124)"
"A0065713","64A","HOLD UP ALARM","2B","3682376.00000000","529849.00000000","2013-01-01T08:43:36.000","2013-01-01T08:45:14.000","2013-01-01T08:48:22.000","2013-01-01T09:03:28.000","NAT","NECESSARY ACTION TAKEN","003XX Canal St","70130","8","(29.950874372618, -90.06536261969)"
"A0065813","67","THEFT","1E","3689596.00000000","535949.00000000","2013-01-01T08:44:35.000","2013-01-01T08:56:52.000","2013-01-01T09:04:24.000","2013-01-01T09:56:32.000","RTF","REPORT TO FOLLOW","032XX Saint Claude Ave","70117","5","(29.967425593569, -90.042348583677)"
"A0065913","21","COMPLAINT OTHER","2H","3678241.00000000","545376.00000000","2013-01-01T08:48:17.000","2013-01-01T08:49:37.000","2013-01-01T08:52:22.000","2013-01-01T09:03:25.000","NAT","NECESSARY ACTION TAKEN","036XX Saint Bernard Ave","70122","3","(29.993693466267, -90.077881696461)"
"A0066013","67S","SHOPLIFTING","1C","3671955.00000000","539161.00000000","2013-01-01T08:50:50.000","2013-01-01T08:51:06.000","2013-01-01T08:58:39.000","2013-01-01T10:38:07.000","RTF","REPORT TO FOLLOW","004XX N Carrollton Ave","70119","1","(29.976792227515, -90.097949929345)"
"A0066113","107","SUSPICIOUS PERSON","1A","3705261.00000000","553983.00000000","2013-01-01T08:49:52.000","2013-01-01T08:54:19.000",,"2013-01-01T09:31:15.000","UNF","UNFOUNDED","045XX Eastview Dr","70126","7","(30.016517754679, -89.992212069941)"
"A0066213","21M","MISSING ADULT","1A","3680929.00000000","530923.00000000","2013-01-01T08:53:39.000","2013-01-01T09:33:39.000",,"2013-01-01T09:43:07.000","UNF","UNFOUNDED","Bourbon St & Canal St","70112","8","(29.953871459336, -90.069894118804)"
"A0066313","21L","LOST OR STOLEN","0A","3682519.00000000","532977.00000000","2013-01-01T08:53:36.000","2013-01-01T10:32:05.000","2013-01-01T10:32:08.000","2013-01-01T11:26:18.000","RTF","REPORT TO FOLLOW","008XX Bourbon St","70116","8","(29.959470957792, -90.064801756755)"
"A0066413","21L","LOST OR STOLEN","0A","3682966.00000000","531686.00000000","2013-01-01T08:53:55.000","2013-01-01T11:26:26.000",,"2013-01-01T11:50:09.000","UNF","UNFOUNDED","006XX Decatur St","70130","8","(29.955907533606, -90.063435417558)"
"A0066613","35D","SIMPLE BATTERY DOMES","1B","3705982.00000000","561957.00000000","2013-01-01T08:55:32.000","2013-01-01T09:49:03.000","2013-01-01T09:49:08.000","2013-01-01T13:19:12.000","RTF","REPORT TO FOLLOW","Burke Rd & Morrison Rd","70127","7","(30.038419921626, -89.989638590668)"
"A0066713","58","RETURN FOR ADD'L INF","1G","3712918.00000000","557966.00000000","2013-01-01T08:56:13.000","2013-01-01T08:56:16.000","2013-01-01T08:56:18.000","2013-01-01T09:48:54.000","NAT","NECESSARY ACTION TAKEN","101XX Dwyer Rd","70127","7","(30.027220793627, -89.967869519561)"
"A0066813","21","COMPLAINT OTHER","1H","3678263.00000000","545376.00000000","2013-01-01T08:56:46.000","2013-01-01T08:56:48.000","2013-01-01T09:01:34.000","2013-01-01T09:03:41.000","DUP","DUPLICATE","Saint Bernard Ave & Sere St","70122","3","(29.993692803459, -90.077812201763)"
"A0066913","21","COMPLAINT OTHER","1H","3681276.00000000","539516.00000000","2013-01-01T08:57:34.000","2013-01-01T08:57:35.000","2013-01-01T09:18:52.000","2013-01-01T09:48:17.000","NAT","NECESSARY ACTION TAKEN","N Galvez St & Saint Bernard Ave","70119","1","(29.977488738028, -90.06849892739)"
"A0067013","21","COMPLAINT OTHER","1A","3694688.00000000","523016.00000000","2013-01-01T08:54:52.000","2013-01-01T09:39:44.000","2013-01-01T09:46:31.000","2013-01-01T10:20:12.000","NAT","NECESSARY ACTION TAKEN","020XX Elizardi Blvd","70114","4","(29.931705614621, -90.026733762041)"
"A0067113","56","SIMPLE CRIMINAL DAMA","1D","3668542.00000000","531930.00000000","2013-01-01T09:00:40.000","2013-01-01T09:47:11.000","2013-01-01T09:50:02.000","2013-01-01T10:35:52.000","RTF","REPORT TO FOLLOW","032XX College Ct","70125","2","(29.957010122554, -90.108973316937)"
"A0067213","21","COMPLAINT OTHER","1H","3684826.00000000","533866.00000000","2013-01-01T09:00:42.000","2013-01-01T09:01:04.000","2013-01-01T09:13:14.000","2013-01-01T09:23:15.000","NAT","NECESSARY ACTION TAKEN","004XX Esplanade Ave","70116","8","(29.961844973519, -90.05748554617)"
"A0067313","67A","AUTO THEFT","1B","3684990.00000000","535940.00000000","2013-01-01T08:59:52.000","2013-01-01T09:23:30.000","2013-01-01T09:28:06.000","2013-01-01T09:28:43.000","VOI","VOID","Elysian Fields Ave & N Rampart S","70116","8","(29.967542734693, -90.056894702926)"
"A0067413","21","COMPLAINT OTHER","1H","3687341.00000000","537238.00000000","2013-01-01T09:01:43.000","2013-01-01T09:56:36.000","2013-01-01T09:59:04.000","2013-01-01T10:19:05.000","NAT","NECESSARY ACTION TAKEN","013XX Franklin Ave","70117","5","(29.971039559471, -90.049424283425)"
"A0067513","67A","AUTO THEFT","0A","3685060.00000000","536386.00000000","2013-01-01T09:02:18.000","2013-01-01T09:58:03.000","2013-01-01T10:08:44.000","2013-01-01T11:28:55.000","DUP","DUPLICATE","011XX Elysian Fields Ave","70117","5","(29.968766935613, -90.056657948842)"
"A0067613","21","COMPLAINT OTHER","1H","3681249.00000000","530721.00000000","2013-01-01T09:03:44.000","2013-01-01T09:03:44.000","2013-01-01T09:23:26.000","2013-01-01T09:30:50.000","NAT","NECESSARY ACTION TAKEN","001XX Royal St","70130","8","(29.953306321797, -90.068890729633)"
"A0067713","21","COMPLAINT OTHER","2H","3678801.00000000","533943.00000000","2013-01-01T09:02:55.000","2013-01-01T09:04:19.000","2013-01-01T09:11:01.000","2013-01-01T09:21:14.000","NAT","NECESSARY ACTION TAKEN","Conti St & N Derbigny St","70112","1","(29.962239785593, -90.07650887242)"
"A0067813","62A","BURGLAR ALARM, SILEN","2C","3680721.00000000","536503.00000000","2013-01-01T09:03:22.000","2013-01-01T09:10:04.000","2013-01-01T09:20:43.000","2013-01-01T09:35:16.000","NAT","NECESSARY ACTION TAKEN","013XX N Derbigny St","70116","1","(29.969220862456, -90.070356691714)"
"A0068013","21","COMPLAINT OTHER","1H","3681219.00000000","532508.00000000","2013-01-01T09:05:54.000","2013-01-01T09:05:54.000","2013-01-01T09:27:35.000","2013-01-01T10:16:50.000","RTF","REPORT TO FOLLOW","010XX Saint Louis St","70112","8","(29.958220876341, -90.068923192073)"
"A0068113","21","COMPLAINT OTHER","1H","3667035.00000000","517156.00000000","2013-01-01T09:08:48.000","2013-01-01T09:08:48.000","2013-01-01T09:29:25.000","2013-01-01T09:39:41.000","NAT","NECESSARY ACTION TAKEN","053XX Tchoupitoulas St","70115","2","(29.916430544416, -90.11422831625)"
"A0068213","62C","SIMPLE BURGLARY VEHI","1E","3697295.00000000","522390.00000000","2013-01-01T09:08:16.000","2013-01-01T09:40:38.000","2013-01-01T09:47:32.000","2013-01-01T10:36:02.000","RTF","REPORT TO FOLLOW","022XX Cobblestone Ln","70114","4","(29.929902331202, -90.01852647898)"
"A0068313","107","SUSPICIOUS PERSON","1B","3679763.00000000","545157.00000000","2013-01-01T09:07:28.000","2013-01-01T09:10:23.000","2013-01-01T09:23:19.000","2013-01-01T09:25:13.000","UNF","UNFOUNDED","035XX Paris Ave","70122","3","(29.993045352742, -90.073081537733)"
"A0068413","18","TRAFFIC INCIDENT","1H","3679776.00000000","543766.00000000","2013-01-01T09:09:44.000","2013-01-01T09:09:44.000","2013-01-01T09:09:47.000","2013-01-01T09:12:22.000","NAT","NECESSARY ACTION TAKEN","Gentilly Blvd & Paris Ave","70119","3","(29.98922019899, -90.073088799301)"
"A0068513","21","COMPLAINT OTHER","2H","3683302.00000000","556822.00000000","2013-01-01T09:08:44.000","2013-01-01T09:12:01.000","2013-01-01T09:15:07.000","2013-01-01T09:32:50.000","NAT","NECESSARY ACTION TAKEN","Elysian Fields Ave & Leon C Simo","70122","3","(30.025012375128, -90.061493462315)"
"A0068613","911","SILENT 911 CALL","2D","3696927.00000000","523616.00000000","2013-01-01T09:10:02.000","2013-01-01T09:11:17.000","2013-01-01T09:14:15.000","2013-01-01T09:19:29.000","NAT","NECESSARY ACTION TAKEN","020XX Westbend Pkwy","70114","4","(29.933285016065, -90.019643814114)"
"A0068713","62A","BURGLAR ALARM, SILEN","2C","3694912.00000000","519755.00000000","2013-01-01T09:09:44.000","2013-01-01T09:11:56.000","2013-01-01T09:17:05.000","2013-01-01T09:40:31.000","NAT","NECESSARY ACTION TAKEN","033XX Nevada St","70114","4","(29.922731948032, -90.026144064708)"
"A0068813","42","AGGRAVATED RAPE","2A","37369000","3513814","2013-01-01T09:08:55.000","2013-01-01T09:11:40.000","2013-01-01T09:17:30.000","2013-01-01T12:31:15.000","RTF","REPORT TO FOLLOW","023XX Jasmine St","70122","0","(9.235500543E-7, -0.0000022929847665)"
"A0068913","30S","HOMICIDE BY SHOOTING","2A","3684830.00000000","552059.00000000","2013-01-01T09:10:21.000","2013-01-01T09:19:08.000","2013-01-01T09:27:00.000","2013-01-01T14:50:08.000","RTF","REPORT TO FOLLOW","023XX Dreux Ave","70122","3","(30.011869153423, -90.056832898422)"
"A0069013","21","COMPLAINT OTHER","1H","3682344.00000000","537563.00000000","2013-01-01T09:11:39.000","2013-01-01T09:11:40.000",,"2013-01-01T09:11:57.000","NAT","NECESSARY ACTION TAKEN","N Robertson St & Saint Bernard A","70116","1","(29.972086207196, -90.065194093606)"
"A0069113","21","COMPLAINT OTHER","1A","3688004.00000000","544728.00000000","2013-01-01T09:07:53.000","2013-01-01T10:13:47.000","2013-01-01T10:51:53.000","2013-01-01T11:01:13.000","NAT","NECESSARY ACTION TAKEN","032XX Deers St","70122","3","(29.991613958783, -90.047064914347)"
"A0069213","21","COMPLAINT OTHER","2B","3688432.00000000","536141.00000000","2013-01-01T09:09:57.000","2013-01-01T09:17:22.000",,"2013-01-01T09:27:32.000","NAT","NECESSARY ACTION TAKEN","Montegut St & Saint Claude Ave","70117","5","(29.967989535298, -90.046017693546)"
"A0069313","62A","BURGLAR ALARM, SILEN","2C","3673481.00000000","539636.00000000","2013-01-01T09:15:51.000","2013-01-01T09:17:45.000","2013-01-01T09:25:37.000","2013-01-01T09:26:54.000","NAT","NECESSARY ACTION TAKEN","038XX Orleans Ave","70119","1","(29.978052988535, -90.093114096398)"
