"nopd_item","type_","typetext","mapx","mapy","timecreate","timedispatch","timeclosed","disposition","dispositiontext","block_address","zip"
"A1562314","107","SUSPICIOUS PERSON","3679212","548978","2014-01-13T01:08:13.000","2014-01-13T01:09:10.000","2014-01-13T01:19:36.000","NAT","Necessary Action Taken","015XX Owens Blvd","70122"
"A1572114","107","SUSPICIOUS PERSON","3695855","517931","2014-01-13T04:00:18.000",,"2014-01-13T04:03:34.000","NAT","Necessary Action Taken","Garden Oaks Dr & Behrman Hwy","70114"
"A1573014","107","SUSPICIOUS PERSON","3681167","549432","2014-01-13T04:25:15.000","2014-01-13T04:26:48.000","2014-01-13T04:41:42.000","GOA","GONE ON ARRIVAL","005XX Warrington Dr","70122"
"A1576314","107","SUSPICIOUS PERSON","3683758","537685","2014-01-13T05:40:57.000","2014-01-13T05:44:06.000","2014-01-13T06:21:40.000","GOA","GONE ON ARRIVAL","Pauger St & N Robertson St","70116"
"A1578314","107","SUSPICIOUS PERSON","3709087","557310","2014-01-13T06:41:43.000",,"2014-01-13T06:52:05.000","GOA","GONE ON ARRIVAL","051XX Bundy Rd",
"A1585714","107","SUSPICIOUS PERSON","3681629","536355","2014-01-13T08:11:08.000","2014-01-13T08:26:47.000","2014-01-13T08:48:52.000","GOA","GONE ON ARRIVAL","014XX N Robertson St","70116"
"A1586914","107","SUSPICIOUS PERSON","3675828","529192","2014-01-13T08:29:16.000","2014-01-13T08:29:16.000","2014-01-13T09:04:51.000","NAT","Necessary Action Taken","S Claiborne Ave & Earhart Blvd","70125"
"A1598314","107","SUSPICIOUS PERSON","3679969","526676","2014-01-13T10:47:01.000","2014-01-13T10:47:01.000","2014-01-13T13:07:51.000","NAT","Necessary Action Taken","Saint Charles Ave & Calliope St","70130"
"A1600214","107","SUSPICIOUS PERSON","3707534","558670","2014-01-13T11:10:42.000","2014-01-13T11:14:55.000","2014-01-13T11:29:20.000","GOA","GONE ON ARRIVAL","067XX Tara Ln","70127"
"A1601714","107","SUSPICIOUS PERSON","3679341","545542","2014-01-13T11:23:01.000","2014-01-13T11:24:27.000","2014-01-13T11:50:31.000","NAT","Necessary Action Taken","015XX Sere St","70122"
"A1611014","107","SUSPICIOUS PERSON","3699563","517683","2014-01-13T13:14:23.000","2014-01-13T13:15:37.000","2014-01-13T13:28:16.000","GOA","GONE ON ARRIVAL","XX Yosemite Dr","70131"
"A1612014","107","SUSPICIOUS PERSON","3684554","533369","2014-01-13T13:21:48.000","2014-01-13T13:21:48.000","2014-01-13T13:50:56.000","NAT","Necessary Action Taken","012XX N Peters St","70116"
"A1615914","107","SUSPICIOUS PERSON","3692906","523243","2014-01-13T14:01:26.000","2014-01-13T14:01:44.000","2014-01-13T15:34:54.000","GOA","GONE ON ARRIVAL","017XX Shirley Dr","70114"
"A1616814","107","SUSPICIOUS PERSON","3681379","531516","2014-01-13T14:06:59.000","2014-01-13T14:08:29.000","2014-01-13T15:12:46.000","NAT","Necessary Action Taken","003XX Bourbon St","70112"
"A1616914","107","SUSPICIOUS PERSON","3684411","538483","2014-01-13T14:07:33.000",,"2014-01-13T14:26:52.000","NAT","Necessary Action Taken","Frenchmen St & N Derbigny St","70116"
"A1617014","107","SUSPICIOUS PERSON","3682398","544962","2014-01-13T14:07:40.000","2014-01-13T14:09:10.000","2014-01-13T14:26:36.000","GOA","GONE ON ARRIVAL","033XX Annette St","70122"
"A1619614","107","SUSPICIOUS PERSON","3682343","537571","2014-01-13T14:26:13.000",,"2014-01-13T14:33:51.000","NAT","Necessary Action Taken","016XX N Robertson St","70116"
"A1620614","107","SUSPICIOUS PERSON","3674890","528569","2014-01-13T14:34:47.000","2014-01-13T14:41:52.000","2014-01-13T14:56:07.000","GOA","GONE ON ARRIVAL","031XX Thalia St","70125"
"A1622114","107","SUSPICIOUS PERSON","3671630","538938","2014-01-13T14:55:03.000","2014-01-13T14:55:03.000","2014-01-13T15:04:20.000","NAT","Necessary Action Taken","Bienville St & N Carrollton Ave","70119"
"A1629414","107","SUSPICIOUS PERSON","3683426","554333","2014-01-13T16:02:44.000","2014-01-13T16:04:57.000","2014-01-13T16:16:06.000","GOA","GONE ON ARRIVAL","058XX Elysian Fields Ave","70122"
"A1633214","107","SUSPICIOUS PERSON","3667439","552782","2014-01-13T16:28:20.000","2014-01-13T16:29:08.000","2014-01-13T16:36:52.000","NAT","Necessary Action Taken","068XX Milne Blvd","70124"
"A1633814","107","SUSPICIOUS PERSON","3683366","546857","2014-01-13T16:30:55.000",,"2014-01-13T17:01:51.000","VOI","VOID","020XX Foy St","70122"
"A1635614","107","SUSPICIOUS PERSON","3718919","571059","2014-01-13T16:50:29.000","2014-01-13T16:54:03.000","2014-01-13T17:12:59.000","NAT","Necessary Action Taken","Vincent Rd & Morrison Rd","70128"
"A1636514","107","SUSPICIOUS PERSON","3680192","541640","2014-01-13T16:53:25.000","2014-01-13T19:39:45.000","2014-01-13T19:59:05.000","UNF","UNFOUNDED","St Bernard Ave & N Broad Ave","70119"
"A1639514","107","SUSPICIOUS PERSON","3674336","528967","2014-01-13T17:15:23.000",,"2014-01-13T17:22:43.000","NAT","Necessary Action Taken","Thalia St & S Prieur St","70125"
"A1642714","107","SUSPICIOUS PERSON","3685262","539493","2014-01-13T17:45:55.000","2014-01-13T17:48:02.000","2014-01-13T17:57:37.000","NAT","Necessary Action Taken","019XX Marigny St","70117"
"A1643314","107","SUSPICIOUS PERSON","3664893","550977","2014-01-13T17:49:38.000","2014-01-13T17:53:56.000","2014-01-13T17:59:22.000","GOA","GONE ON ARRIVAL","Center St & 33rd St","70124"
"A1648714","107","SUSPICIOUS PERSON","3678658","527124","2014-01-13T18:31:46.000","2014-01-13T18:33:53.000","2014-01-13T19:30:28.000","NAT","Necessary Action Taken","011XX Oretha Castle Haley Blvd","70113"
"A1649314","107","SUSPICIOUS PERSON","3674780","528365","2014-01-13T18:35:16.000",,"2014-01-13T18:43:23.000","NAT","Necessary Action Taken","S Derbigny St & Martin Luther King Jr Blvd","70125"
"A1649614","107","SUSPICIOUS PERSON","3676247","526345","2014-01-13T18:35:49.000","2014-01-13T18:43:25.000","2014-01-13T19:35:30.000","UNF","UNFOUNDED","020XX La Salle St","70113"
"A1651814","107","SUSPICIOUS PERSON","3677865","527532","2014-01-13T18:49:37.000",,"2014-01-13T19:47:01.000","NAT","Necessary Action Taken","Clio St & Simon Bolivar Ave","70113"
"A1652514","107","SUSPICIOUS PERSON","3676533","539022","2014-01-13T18:56:47.000","2014-01-13T18:56:47.000","2014-01-13T19:38:44.000","NAT","Necessary Action Taken","Ursulines Ave & N Gayoso St","70119"
"A1654114","107","SUSPICIOUS PERSON","3681379","531516","2014-01-13T19:24:29.000",,"2014-01-13T19:30:18.000","NAT","Necessary Action Taken","003XX Bourbon St","70112"
"A1654514","107","SUSPICIOUS PERSON","3682489","531125","2014-01-13T19:30:53.000",,"2014-01-13T19:38:39.000","NAT","Necessary Action Taken","Conti St & Decatur St","70130"
"A1654814","107","SUSPICIOUS PERSON","3681656","536900","2014-01-13T19:34:39.000","2014-01-13T19:36:48.000","2014-01-13T20:00:50.000","UNF","UNFOUNDED","014XX N Claiborne Ave","70116"
"A1654914","107","SUSPICIOUS PERSON","3685229","538195","2014-01-13T19:35:47.000","2014-01-13T19:37:08.000","2014-01-13T19:46:39.000","GOA","GONE ON ARRIVAL","016XX Marigny St","70117"
"A1655014","107","SUSPICIOUS PERSON","3680045","538488","2014-01-13T19:36:23.000","2014-01-13T19:39:07.000","2014-01-13T19:47:33.000","GOA","GONE ON ARRIVAL","Columbus St & N Miro St","70119"
"A1656114","107","SUSPICIOUS PERSON","3663108","519040","2014-01-13T19:46:19.000","2014-01-13T19:52:15.000","2014-01-13T20:10:39.000","NAT","Necessary Action Taken","063XX Patton St","70118"
"A1656714","107","SUSPICIOUS PERSON","3674739","523096","2014-01-13T19:49:10.000","2014-01-13T19:51:54.000","2014-01-13T20:08:30.000","NAT","Necessary Action Taken","029XX Dryades St","70115"
"A1659214","107","SUSPICIOUS PERSON","3696526","534131","2014-01-13T20:18:57.000","2014-01-13T20:19:07.000","2014-01-13T21:37:58.000","NAT","Necessary Action Taken","Lizardi St & Saint Claude Ave",
"A1662614","107","SUSPICIOUS PERSON","3710370","562012","2014-01-13T21:09:01.000","2014-01-13T21:13:00.000","2014-01-13T22:54:25.000","RTF","REPORT TO FOLLOW","100XX N I-10 Service Rd","70127"
"A1663714","107","SUSPICIOUS PERSON","3687811","539493","2014-01-13T21:26:27.000",,"2014-01-13T21:44:46.000","NAT","Necessary Action Taken","N Prieur St & Almonaster Ave",
"A1666614","107","SUSPICIOUS PERSON","3685751","545536","2014-01-13T21:54:41.000","2014-01-13T21:56:02.000","2014-01-13T22:14:42.000","GOA","GONE ON ARRIVAL","035XX Fairmont Dr","70122"
"A1666714","107","SUSPICIOUS PERSON","3698593","519114","2014-01-13T21:56:02.000",,"2014-01-13T22:13:26.000","NAT","Necessary Action Taken","Holiday Dr & Gen De Gaulle Dr","70114"
"A1670314","107","SUSPICIOUS PERSON","3678775","527004","2014-01-13T22:46:22.000","2014-01-13T22:49:54.000","2014-01-13T23:02:09.000","UNF","UNFOUNDED","018XX Clio St","70113"
"A1672214","107","SUSPICIOUS PERSON","3698593","519114","2014-01-13T23:05:25.000",,"2014-01-13T23:41:14.000","NAT","Necessary Action Taken","Holiday Dr & General De Gaulle Dr","70114"
"A1672714","107","SUSPICIOUS PERSON","3676265","539398","2014-01-13T23:17:26.000",,"2014-01-13T23:48:40.000","NAT","Necessary Action Taken","012XX N Lopez St","70119"
"A1676114","107","SUSPICIOUS PERSON","3700262","520189","2014-01-13T23:57:22.000",,"2014-01-14T00:03:48.000","NAT","Necessary Action Taken","045XX Macarthur Blvd","70131"
"A1677414","107","SUSPICIOUS PERSON","3684336","543460","2014-01-14T00:17:52.000","2014-01-14T00:20:13.000","2014-01-14T00:58:24.000","NAT","Necessary Action Taken","029XX Elysian Fields Ave","70122"
"A1680814","107","SUSPICIOUS PERSON","3699729","551934","2014-01-14T00:57:27.000","2014-01-14T00:58:06.000","2014-01-14T01:05:45.000","NAT","Necessary Action Taken","Chef Menteur Hwy & Dale St",
"A1682214","107","SUSPICIOUS PERSON","3688793","540214","2014-01-14T01:12:43.000","2014-01-14T01:13:52.000","2014-01-14T01:41:38.000","GOA","GONE ON ARRIVAL","021XX Saint Ferdinand St","70117"
"A1683314","107","SUSPICIOUS PERSON","3686821","536822","2014-01-14T01:18:49.000","2014-01-14T01:19:22.000","2014-01-14T02:17:24.000","GOA","GONE ON ARRIVAL","025XX Marais St",
"A1684114","107","SUSPICIOUS PERSON","3688735","541703","2014-01-14T01:37:38.000","2014-01-14T01:40:12.000","2014-01-14T01:57:32.000","GOA","GONE ON ARRIVAL","025XX Port St","70117"
"A1684714","107","SUSPICIOUS PERSON","3672020","523809","2014-01-14T01:56:00.000","2014-01-14T01:57:35.000","2014-01-14T02:45:55.000","NAT","Necessary Action Taken","023XX General Taylor St","70115"
"A1689514","107","SUSPICIOUS PERSON","3683789","537318","2014-01-14T03:55:24.000",,"2014-01-14T04:56:29.000","NAT","Necessary Action Taken","Pauger St & N Villere St","70116"
"A1691914","107","SUSPICIOUS PERSON","3674226","527339","2014-01-14T05:02:47.000",,"2014-01-14T05:09:26.000","NAT","Necessary Action Taken","1st St & S Claiborne Ave","70125"
"A1692014","107","SUSPICIOUS PERSON","3677492","539518","2014-01-14T05:03:51.000","2014-01-14T05:04:32.000","2014-01-14T05:12:38.000","NAT","Necessary Action Taken","N White St & Esplanade Ave",
"A1694714","107","SUSPICIOUS PERSON","3705684","553593","2014-01-14T06:02:27.000","2014-01-14T06:03:01.000","2014-01-14T06:14:57.000","UNF","UNFOUNDED","044XX Dodt Ave","70126"
"A1706514","107","SUSPICIOUS PERSON","3680905","525155","2014-01-14T08:37:12.000",,"2014-01-14T08:57:45.000","NAT","Necessary Action Taken","Thalia St & Constance St","70130"
"A1707114","107","SUSPICIOUS PERSON","3681565","530210","2014-01-14T08:41:17.000","2014-01-14T08:41:48.000","2014-01-14T09:58:09.000","NAT","Necessary Action Taken","005XX Canal St","70130"
"A1709414","107","SUSPICIOUS PERSON","3691057","550372","2014-01-14T09:04:14.000","2014-01-14T09:08:47.000","2014-01-14T09:29:29.000","GOA","GONE ON ARRIVAL","Louisa Dr & Stephen Girard Ave","70126"
"A1712314","107","SUSPICIOUS PERSON","3699053","532225","2014-01-14T09:27:21.000","2014-01-14T09:27:21.000","2014-01-14T10:18:51.000","NAT","Necessary Action Taken","Tupelo St & Dauphine St","70117"
"A1715014","107","SUSPICIOUS PERSON","3692906","523243","2014-01-14T09:50:42.000","2014-01-14T09:52:38.000","2014-01-14T10:15:35.000","NAT","Necessary Action Taken","017XX Shirley Dr","70114"
"A1715714","107","SUSPICIOUS PERSON","3672670","526680","2014-01-14T09:57:39.000","2014-01-14T10:24:58.000","2014-01-14T10:57:00.000","GOA","GONE ON ARRIVAL","028XX S Claiborne Ave","70125"
"A1715914","107","SUSPICIOUS PERSON","3666908","540682","2014-01-14T09:58:26.000","2014-01-14T09:58:26.000","2014-01-14T10:30:48.000","NAT","Necessary Action Taken","City Park Ave & I-10 E","70124"
"A1723214","107","SUSPICIOUS PERSON","3679639","544945","2014-01-14T11:10:28.000","2014-01-14T11:11:37.000","2014-01-14T11:28:56.000","GOA","GONE ON ARRIVAL","034XX Paris Ave","70122"
"A1723814","107","SUSPICIOUS PERSON","3684827","543709","2014-01-14T11:14:18.000","2014-01-14T11:14:18.000","2014-01-14T11:22:47.000","NAT","Necessary Action Taken","Abundance St & Marigny St","70122"
"A1725514","107","SUSPICIOUS PERSON","3686615","551638","2014-01-14T11:33:05.000","2014-01-14T11:33:05.000","2014-01-14T11:51:39.000","NAT","Necessary Action Taken","051XX Franklin Ave","70122"
"A1727314","107","SUSPICIOUS PERSON","3716706","556395","2014-01-14T11:45:48.000","2014-01-14T11:50:16.000","2014-01-14T13:10:52.000","RTF","REPORT TO FOLLOW","King Richard Dr & Wright Rd","70127"
"A1728314","107","SUSPICIOUS PERSON","3708169","520124","2014-01-14T11:57:42.000","2014-01-14T11:57:42.000","2014-01-14T12:22:49.000","NAT","Necessary Action Taken","Boyd St & Isadore St","70131"
"A1730014","107","SUSPICIOUS PERSON","3685119","536897","2014-01-14T12:14:21.000","2014-01-14T12:21:48.000","2014-01-14T13:07:47.000","NAT","Necessary Action Taken","012XX Elysian Fields Ave","70117"
"A1730114","107","SUSPICIOUS PERSON","3696366","526624","2014-01-14T12:16:26.000","2014-01-14T12:20:17.000","2014-01-14T13:09:00.000","NAT","Necessary Action Taken","Lamarque St & Horace St","70114"
"A1732114","107","SUSPICIOUS PERSON","3674882","525793","2014-01-14T12:35:39.000","2014-01-14T12:36:45.000","2014-01-14T12:55:34.000","NAT","Necessary Action Taken","2nd St & Freret St","70113"
"A1732514","107","SUSPICIOUS PERSON","3685604","543028","2014-01-14T12:39:53.000","2014-01-14T13:07:33.000","2014-01-14T13:19:45.000","GOA","GONE ON ARRIVAL","Industry St & Spain St","70122"
"A1733814","107","SUSPICIOUS PERSON","3671406","530532","2014-01-14T12:52:28.000",,"2014-01-14T14:23:07.000","NAT","Necessary Action Taken","S White St & Martin Luther King Jr Blvd","70125"
"A1733914","107","SUSPICIOUS PERSON","3664799","533093","2014-01-14T12:56:26.000","2014-01-14T12:57:27.000","2014-01-14T13:19:06.000","GOA","GONE ON ARRIVAL","Belfast St & Cambronne St","70118"
"A1737614","107","SUSPICIOUS PERSON","3674897","523160","2014-01-14T13:26:52.000",,"2014-01-14T13:42:00.000","NAT","Necessary Action Taken","019XX 6th St","70115"
"A1740114","107S","SUSPICIOUS PACKAGE","3673829","521405","2014-01-14T13:47:33.000","2014-01-14T13:57:24.000","2014-01-14T14:08:17.000","NAT","Necessary Action Taken","St Charles Ave & Delachaise St","70115"
"A1741614","107","SUSPICIOUS PERSON","3677894","546109","2014-01-14T13:57:35.000","2014-01-14T13:57:35.000","2014-01-14T14:07:38.000","NAT","Necessary Action Taken","Saint Bernard Ave & Milton St","70122"
"A1747214","107","SUSPICIOUS PERSON","3683656","532568","2014-01-14T14:44:31.000",,"2014-01-14T14:53:34.000","NAT","Necessary Action Taken","009XX Decatur St","70116"
"A1748414","107","SUSPICIOUS PERSON","3727769","577223","2014-01-14T14:52:43.000","2014-01-14T15:40:40.000","2014-01-14T15:52:06.000","GOA","GONE ON ARRIVAL","I-10 W & Michoud Blvd Exit","70129"
"A1748514","107","SUSPICIOUS PERSON","3671948","534924","2014-01-14T14:53:07.000",,"2014-01-14T15:00:13.000","NAT","Necessary Action Taken","Tulane Ave & S Jefferson Davis Pkwy","70119"
"A1749014","107","SUSPICIOUS PERSON","3682273","536425","2014-01-14T15:04:09.000","2014-01-14T15:13:14.000","2014-01-14T15:20:32.000","UNF","UNFOUNDED","013XX Kerlerec St","70116"
"A1751514","107","SUSPICIOUS PERSON","3684481","533722","2014-01-14T15:26:32.000","2014-01-14T15:27:19.000","2014-01-14T15:42:04.000","GOA","GONE ON ARRIVAL","Barracks St & Decatur St","70116"
"A1756014","107","SUSPICIOUS PERSON","3678300","533870","2014-01-14T16:05:21.000","2014-01-14T16:10:01.000","2014-01-14T16:21:37.000","UNF","UNFOUNDED","Bienville Ave & N Roman St","70112"
"A1760414","107","SUSPICIOUS PERSON","3671101","536323","2014-01-14T16:31:53.000",,"2014-01-14T17:05:38.000","NAT","Necessary Action Taken","Baudin St & S Cortez St","70119"
"A1761014","107","SUSPICIOUS PERSON","3687177","545486","2014-01-14T16:39:27.000","2014-01-14T16:48:57.000","2014-01-14T17:42:04.000","NAT","Necessary Action Taken","Franklin Ave & Sage St","70122"
"A1761214","107","SUSPICIOUS PERSON","3679665","552615","2014-01-14T16:41:28.000","2014-01-14T17:20:55.000","2014-01-14T17:32:32.000","NAT","Necessary Action Taken","055XX Chatham Dr","70122"
"A1769214","107","SUSPICIOUS PERSON","3679820","531659","2014-01-14T17:45:14.000","2014-01-14T17:45:20.000","2014-01-14T17:47:26.000","NAT","Necessary Action Taken","Elk Pl & Canal St","70112"
"A1772714","107","SUSPICIOUS PERSON","3711602","554877","2014-01-14T18:12:03.000","2014-01-14T18:32:32.000","2014-01-14T18:41:05.000","GOA","GONE ON ARRIVAL","097XX Chef Menteur Hwy","70127"
"A1778314","107","SUSPICIOUS PERSON","3697098","523090","2014-01-14T18:54:02.000","2014-01-14T18:59:19.000","2014-01-14T20:27:06.000","NAT","Necessary Action Taken","021XX Cobblestone Ln","70114"
"A1778414","21","COMPLAINT OTHER","3680407","537325","2014-01-14T18:55:11.000","2014-01-14T18:56:22.000","2014-01-14T19:06:21.000","NAT","Necessary Action Taken","019XX Esplanade Ave","70116"
"A1778914","107S","SUSPICIOUS PACKAGE","3682407","530800","2014-01-14T18:58:22.000","2014-01-14T18:59:45.000","2014-01-14T19:15:31.000","UNF","UNFOUNDED","003XX N Peters St","70130"
"A1784514","21","COMPLAINT OTHER","3676155","524830","2014-01-14T19:42:46.000","2014-01-14T19:45:05.000","2014-01-14T20:02:43.000","UNF","UNFOUNDED","Philip St & S Saratoga St","70113"
"A1797114","107","SUSPICIOUS PERSON","3701405","518268","2014-01-14T21:31:48.000",,"2014-01-14T21:36:30.000","NAT","Necessary Action Taken","River Oaks Dr & Berkley Dr","70131"
"A1797714","107","SUSPICIOUS PERSON","3674644","522997","2014-01-14T21:36:16.000","2014-01-14T21:37:58.000","2014-01-14T22:29:09.000","GOA","GONE ON ARRIVAL","7th St & Dryades St","70115"
"A1798114","107","SUSPICIOUS PERSON","3700925","518281","2014-01-14T21:37:49.000","2014-01-14T21:37:49.000","2014-01-14T21:43:30.000","NAT","Necessary Action Taken","Berkley Dr & Hyman Ct","70131"
"A1798814","107","SUSPICIOUS PERSON","3691069","540419","2014-01-14T21:47:47.000","2014-01-14T21:48:39.000","2014-01-14T21:57:13.000","GOA","GONE ON ARRIVAL","023XX Piety St","70117"
"A1801614","107","SUSPICIOUS PERSON","3696711","520557","2014-01-14T22:19:09.000",,"2014-01-14T22:44:30.000","NAT","Necessary Action Taken","036XX Macarthur Blvd","70114"
"A1803314","107","SUSPICIOUS PERSON","3715526","556671","2014-01-14T22:30:40.000","2014-01-14T22:32:37.000","2014-01-14T22:48:38.000","GOA","GONE ON ARRIVAL","047XX Papania Dr","70127"
"A1805214","107","SUSPICIOUS PERSON","3700961","552103","2014-01-14T22:46:41.000",,"2014-01-14T23:01:20.000","NAT","Necessary Action Taken","Chef Menteur Hwy & Chantilly Dr","70126"
"A1806114","107","SUSPICIOUS PERSON","3681589","536367","2014-01-14T22:57:38.000",,"2014-01-14T23:05:48.000","NAT","Necessary Action Taken","014XX N Robertson St","70116"
"A1806714","107","SUSPICIOUS PERSON","3663544","536344","2014-01-14T23:01:54.000","2014-01-14T23:54:36.000","2014-01-15T00:13:08.000","GOA","GONE ON ARRIVAL","031XX Cherry St","70118"
"A1807214","107","SUSPICIOUS PERSON","3695112","525463","2014-01-14T23:04:37.000",,"2014-01-14T23:45:27.000","NAT","Necessary Action Taken","016XX Southlawn Blvd","70114"
