"the_geom","objectid","ownername","businessname","address","suite","city","state","zip","businesstype","lat","lon"
"POINT (-90.062608309826 29.947774212713)","606","Rock N Roll Sushi Riverwalk LLC dba Rock and Roll Sushi","Rock N Roll Sushi Riverwalk LLC dba Rock and Roll Sushi","500 Port Of New Orleans Pl","Ste 280","New Orleans","LA","70130","2062 - Limited Service Restaurants (no table service available)","29.9477688","-90.0626027"
"POINT (-90.06673991074 29.949956113273)","1199","Besh Restaurant Group,Llc dba Restaurant August","Besh Restaurant Group,Llc dba Restaurant August","301 Tchoupitoulas St",,"New Orleans","LA","70130","1105 - Full Service Restaurants (table service available)","29.9499507","-90.0667343"
"POINT (-90.079320614103 29.933304008932)","602","RB Lifestyle LLC dba Sage and Ladder","RB Lifestyle LLC dba Sage and Ladder","2127 Prytania St",,"New Orleans","LA","70130","1105 - Full Service Restaurants (table service available)","29.9332986","-90.079315"
"POINT (-90.064697110411 29.959576015498)","268","800 Enterprises LLC dba OZ","800 Enterprises LLC dba OZ","800 Bourbon St",,"New Orleans","LA","70116","1126 - Drinking Places (Alcoholic Beverages)","29.9595706","-90.0646915"
"POINT (-90.089237417201 29.9443197118)","386","Jackson Food Store","Jackson Food Store","2801 Jackson Ave",,"New Orleans","LA","70113","1106 - Supermarket & Other Grocery (except Convenience) Stores","29.9443143","-90.0892318"
"POINT (-90.06888741164 29.952715213946)","185","McGowan George Barry","Fogo De Chao Churracaria (New Orleans) LLC dba Fogo De Chao","614 Canal St",,"New Orleans","LA","70130","1105 - Full Service Restaurants (table service available)","29.9527098","-90.0688818"
"POINT (-90.059035709597 29.966345517544)","578","Perret, Adams & Kymen Consulting, LLC dba PAK Restaurant & Catering","Perret, Adams & Kymen Consulting, LLC dba PAK Restaurant & Catering","2000 Burgundy St",,"New Orleans","LA","70116","1105 - Full Service Restaurants (table service available)","29.9663401","-90.0590301"
"POINT (-90.118753524301 29.92164160532)","929","Amanda Quintal","PH Henry LLC dba Saba","5757 Magazine St","Ste A","New Orleans","LA","70115","1105 - Full Service Restaurants (table service available)","29.9216362","-90.1187479"
"POINT (-90.078837015187 29.975757318198)","666","Birdie's on Broad, LLC dba Birdie's on Broad","Birdie's on Broad, LLC dba Birdie's on Broad","1233 N Broad St",,"New Orleans","LA","70119","1131 - Gasoline Stations with Convenience Stores","29.9757519","-90.0788314"
"POINT (-90.120667024112 29.92180630571)","1143","Taqueria Corona Inc","Taqueria Corona Inc","5932 Magazine St",,"New Orleans","LA","70115","1105 - Full Service Restaurants (table service available)","29.9218009","-90.1206614"
"POINT (-90.031970800183 29.928784710282)","248","2601 General DeGaulle LLC dba Store 142","2601 General DeGaulle LLC dba Store 142","2601 General De Gaulle Dr",,"New Orleans","LA","70114","1131 - Gasoline Stations with Convenience Stores","29.9287793","-90.0319652"
"POINT (-90.09999591999 29.951453812303)","1146","THE CIDERY, L.L.C. BROAD STREET CIDER & ALE","THE CIDERY, L.L.C. BROAD STREET CIDER & ALE","2723 S Broad St",,"New Orleans","LA","70125","0144 - Wine & Distilled Alcoholic Beverage Wholesalers","29.9514484","-90.0999903"
"POINT (-90.069764811906 29.944018712131)","215","869 MAGAZINE LLC  dba Flamingo A GO GO","869 MAGAZINE LLC  dba Flamingo A GO GO","869 Magazine St",,"New Orleans","LA","70130","1105 - Full Service Restaurants (table service available)","29.9440133","-90.0697592"
"POINT (-90.109094921551 29.924475706742)","688","St James Cheese Company LLC","St James Cheese Company LLC","5004 Prytania St",,"New Orleans","LA","70115","1105 - Full Service Restaurants (table service available)","29.9244703","-90.1090893"
"POINT (-90.066295211672 29.95766021473)","575","Redhill, Inc dba Toulouse Dive Bar","Redhill, Inc dba Toulouse Dive Bar","738 Toulouse St",,"New Orleans","LA","70130","1126 - Drinking Places (Alcoholic Beverages)","29.9576548","-90.0662896"
"POINT (-90.095667518052 29.93228540817)","167","Elma D Bridges dba Other Place","Elma D Bridges dba Other Place","3601 S Saratoga St","A","New Orleans","LA","70115","1126 - Drinking Places (Alcoholic Beverages)","29.93228","-90.0956619"
"POINT (-90.06888741164 29.952715213946)","884","Marriott Hotel Services Inc dba JW Marriott New Orleans {REST}","Marriott Hotel Services Inc dba JW Marriott New Orleans {REST}","614 Canal St",,"New Orleans","LA","70130","4701 - Hotels (except Casino Hotels) & Motels","29.9527098","-90.0688818"
"POINT (-90.079078613691 29.935382909529)","924","Nole I, L.L.C.  dba Nole'","Nole I, L.L.C.  dba Nole'","2001 St Charles Ave",,"New Orleans","LA","70130","2065 - Caterers","29.9353775","-90.079073"
"POINT (-90.071341512524 29.953024713573)","628","Renaissance Pere Marquette","Renaissance Pere Marquette","817 Common St",,"New Orleans","LA","70112","1105 - Full Service Restaurants (table service available)","29.9530193","-90.0713359"
"POINT (-90.116188426634 30.005756123529)","568","Pizza Domenica Lakeview LLC dba Pizza Domenica","Pizza Domenica Lakeview LLC dba Pizza Domenica","117 W Harrison Ave",,"New Orleans","LA","70124","1105 - Full Service Restaurants (table service available)","30.0057507","-90.1161828"
"POINT (-90.064005711013 29.958968215186)","498","JAGER MARITA","Cuzins4 LLC, dba The New Orleans Vampire Cafe","801 Royal St",,"New Orleans","LA","70116","1105 - Full Service Restaurants (table service available)","29.9589628","-90.0640001"
"POINT (-90.083358215934 29.969709417249)","89","Knighten Brian","Art House Nola Inc dba The Broad Theater","636 N Broad St",,"New Orleans","LA","70119","2301 - Motion Picture Theaters (except Drive-Ins)","29.969704","-90.0833526"
"POINT (-90.033132202192 29.962827517184)","506","Scully Ryan","Meitzen, LLC dba BJ's Lounge dba BJ's Lounge","4301 Burgundy St",,"New Orleans","LA","70117","1126 - Drinking Places (Alcoholic Beverages)","29.9628221","-90.0331266"
"POINT (-90.057464708753 29.961947816588)","921","Watters Chloe","NOLA CANTINA, LLC.  dba The Yard on Frenchmen","437 Esplanade Ave",,"New Orleans","LA","70116","1105 - Full Service Restaurants (table service available)","29.9619424","-90.0574591"
"POINT (-90.076796813132 29.936962710468)","57","Polly Watts","Avenue Pub LLC dba Avenue Pub","1732 St Charles Ave",,"New Orleans","LA","70130","1126 - Drinking Places (Alcoholic Beverages)","29.9369573","-90.0767912"
"POINT (-90.068593711812 29.953176314406)","1271","Magnolia Enterprises Inc dba Creole Superstore","Magnolia Enterprises Inc dba Creole Superstore","623 Canal St",,"New Orleans","LA","70130","1110 - Beer, Wine & Liquor Stores","29.9531709","-90.0685881"
"POINT (-90.085038117757 29.980935719744)","716","Santa Fe Nola LLC","Santa Fe Nola LLC","3201 Esplanade Ave",,"New Orleans","LA","70119","1105 - Full Service Restaurants (table service available)","29.9809303","-90.0850325"
"POINT (-90.065516311201 29.955446514649)","1222","Dis Beer Liq & Wine MKT Inc  dba Vieux Carre Wines & Spirits","Dis Beer Liq & Wine MKT Inc  dba Vieux Carre Wines & Spirits","422 Chartres St",,"New Orleans","LA","70130","1110 - Beer, Wine & Liquor Stores","29.9554411","-90.0655107"
"POINT (-90.071176511706 29.939202110488)","670","Bridge Lounge Bar, LLC dba Barrel Proof","Bridge Lounge Bar, LLC dba Barrel Proof","1201 Magazine St",,"New Orleans","LA","70130","1126 - Drinking Places (Alcoholic Beverages)","29.9391967","-90.0711709"
"POINT (-90.073666511989 29.931625509282)","938","Rosa Mezcal Dba La Carreta on Magazine","Rosa Mezcal Dba La Carreta on Magazine","1814 Magazine St",,"New Orleans","LA","70130","1105 - Full Service Restaurants (table service available)","29.9316201","-90.0736609"
"POINT (-90.069824811686 29.95408351389)","832","Walgreens of Louisiana Co., Inc.","Walgreens of Louisiana Co., Inc.","801 Canal St",,"New Orleans","LA","70112","1120 - Pharmacies & Drug Stores","29.9540781","-90.0698192"
"POINT (-90.093626719989 29.980710719387)","1050","Kathy Anderson","Parkview Tavern LLC","910 N Carrollton Ave",,"New Orleans","LA","70119","1126 - Drinking Places (Alcoholic Beverages)","29.9807053","-90.0936211"
"POINT (-90.010479499087 30.035200433672)","158","Crystal Magnolia Country Club LLC","Crystal Magnolia Country Club LLC","7221 Curran Rd",,"New Orleans","LA","70126","2058 - Golf Courses & Country Clubs","30.035195","-90.0104739"
"POINT (-90.066382711956 29.96246771583)","907","North Rampart Corporation,Inc dba Best Western French Quarter Hotel","North Rampart Corporation,Inc dba Best Western French Quarter Hotel","920 N Rampart St",,"New Orleans","LA","70116","4701 - Hotels (except Casino Hotels) & Motels","29.9624623","-90.0663771"
"POINT (-90.089447616992 29.956286214213)","139","Da Empire LLC","Da Empire LLC","2222 Poydras St",,"New Orleans","LA","70119","2051 - Promoters of Performing Arts, Sports & Similar Events","29.9562808","-90.089442"
"POINT (-90.067909911075 29.950209113014)","861","KABACOFF MAURICE P","HRI Lodging LLC The Eliza Jane Hotel","315 Magazine St",,"New Orleans","LA","70130","1105 - Full Service Restaurants (table service available)","29.9502037","-90.0679043"
"POINT (-90.060681612101 30.023318529341)","128","Club Daiquiris Inc dba Daiquiris & Company","Club Daiquiris Inc dba Daiquiris & Company","6301 Elysian Fields Ave",,"New Orleans","LA","70122","1126 - Drinking Places (Alcoholic Beverages)","30.0233131","-90.060676"
"POINT (-90.036186804883 30.006041726584)","405","Empire Express LLC","Empire Express LLC","4301 Louisa Dr",,"New Orleans","LA","70126","1101 - Convenience Stores","30.0060363","-90.0361812"
"POINT (-90.062914409794 29.956427514545)","763","Louisiana CVS Pharmacy LLC  dba CVS/ Pharmacy #2728","Louisiana CVS Pharmacy LLC  dba CVS/ Pharmacy #2728","620 Decatur St",,"New Orleans","LA","70130","1120 - Pharmacies & Drug Stores","29.9564221","-90.0629088"
"POINT (-90.099548018388 29.921083406175)","943","SHAYA RESTAURANT  SHAYA RESTAURANT LLC","SHAYA RESTAURANT  SHAYA RESTAURANT LLC","4213 Magazine St",,"New Orleans","LA","70115","1105 - Full Service Restaurants (table service available)","29.921078","-90.0995424"
"POINT (-90.10026381969 29.95085611285)","825","Tien & Tuyet Inc dba Cajun Seafood #1","Tien & Tuyet Inc dba Cajun Seafood #1","2730 S Broad St",,"New Orleans","LA","70125","1104 - Fish & Seafood Markets","29.9508507","-90.1002582"
"POINT (-90.11445542425 29.961204714507)","734","Patel Satishkumar","Om Carrollton Oil, Inc dba Carrollton Shell","3101 S Carrollton Ave",,"New Orleans","LA","70118","1131 - Gasoline Stations with Convenience Stores","29.9611993","-90.1144498"
"POINT (-90.078584114382 29.943891911631)","679","CCBBQ L.L.CC.  dba Central City BBQ","CCBBQ L.L.CC.  dba Central City BBQ","1201 S Rampart St",,"New Orleans","LA","70113","2062 - Limited Service Restaurants (no table service available)","29.9438865","-90.0785785"
"POINT (-90.053537507784 29.948631113161)","813","COMPASS POINT EVENTS LLC dba COMPASS POINT EVENTS","COMPASS POINT EVENTS LLC dba COMPASS POINT EVENTS","200 Opelousas Ave",,"New Orleans","LA","70114","3364 - Reception Hall","29.9486257","-90.0535319"
"POINT (-90.062868409857 29.947598112782)","605","River Bar LLC dba River Bar","River Bar LLC dba River Bar","500 Port Of New Orleans Pl","Ste A102","New Orleans","LA","70130","1126 - Drinking Places (Alcoholic Beverages)","29.9475927","-90.0628628"
"POINT (-90.0651994109 29.950002913572)","787","The Filmore new Orleans Corp","The Filmore new Orleans Corp","6 Canal St",,"New Orleans","LA","70130","1126 - Drinking Places (Alcoholic Beverages)","29.9499975","-90.0651938"
"POINT (-90.104903023143 29.983139119507)","1279","MoPho Group,LLC Dba MoPho","MoPho Group,LLC Dba MoPho","514 City Park Ave","Ste F","New Orleans","LA","70119","1105 - Full Service Restaurants (table service available)","29.9831337","-90.1048974"
"POINT (-90.103261919359 29.920570405527)","842","FDSQUARED LLC  dba DEL FUEGO TAQUERIA","FDSQUARED LLC  dba DEL FUEGO TAQUERIA","4518 Magazine St",,"New Orleans","LA","70115","1105 - Full Service Restaurants (table service available)","29.920565","-90.1032563"
"POINT (-90.065677511217 29.953716514503)","11","5th and King LLC, dba Cru Lounge Nola","5th and King LLC, dba Cru Lounge Nola","301 Decatur St",,"New Orleans","LA","70130","1105 - Full Service Restaurants (table service available)","29.9537111","-90.0656719"
"POINT (-90.05590200906 29.96888631802)","1102","St Claude St Project DBA Carnaval Lounge","St Claude St Project DBA Carnaval Lounge","2227 St Claude Ave",,"New Orleans","LA","70117","1126 - Drinking Places (Alcoholic Beverages)","29.9688809","-90.0558964"
"POINT (-90.109093522274 29.934892508312)","1218","Dat Dogs Enterprises LLC dba Dat Dogs","Dat Dogs Enterprises LLC dba Dat Dogs","5030 Freret St",,"New Orleans","LA","70115","1105 - Full Service Restaurants (table service available)","29.9348871","-90.1090879"
"POINT (-90.070314912419 29.965630416548)","1259","Rivera Jessica","Laban Food Inc, dba JC Food Market","1532 St Philip St",,"New Orleans","LA","70116","1101 - Convenience Stores","29.965625","-90.0703093"
"POINT (-90.109830923957 29.975290117389)","994","Markey Benjamin D","MCYC Inc dba Mid City Yacht Club","440 S St Patrick St",,"New Orleans","LA","70119","1126 - Drinking Places (Alcoholic Beverages)","29.9752847","-90.1098253"
"POINT (-90.103167521227 29.967812415801)","1275","Mint Hookah Lounge, LLC dba Vandal Hookah Lounge","Mint Hookah Lounge, LLC dba Vandal Hookah Lounge","3835 Tulane Ave",,"New Orleans","LA","70119","1126 - Drinking Places (Alcoholic Beverages)","29.967807","-90.1031619"
"POINT (-90.065712010917 29.959930315312)","1314","TGW Inc dba Good Friends Bar","TGW Inc dba Good Friends Bar","740 Dauphine St",,"New Orleans","LA","70116","1126 - Drinking Places (Alcoholic Beverages)","29.9599249","-90.0657064"
"POINT (-90.06733241108 29.944809212598)","982","L J E Partnership dba Emeril's Restaurant","L J E Partnership dba Emeril's Restaurant","800 Tchoupitoulas St",,"New Orleans","LA","70130","1105 - Full Service Restaurants (table service available)","29.9448038","-90.0673268"
"POINT (-90.008742696374 29.964337218775)","271","Alzara Inc DBA MAGNOLIA SUPERMARKET","Alzara Inc DBA MAGNOLIA SUPERMARKET","6100 N Claiborne Ave",,"New Orleans","LA","70117","1101 - Convenience Stores","29.9643318","-90.0087371"
"POINT (-90.073451012541 29.94937931278)","808","Bailey Bryan Warwick","Civic Theater LLC","533 Baronne St",,"New Orleans","LA","70113","1126 - Drinking Places (Alcoholic Beverages)","29.9493739","-90.0734454"
"POINT (-89.993247894269 30.013710029427)","183","East Side Cash & Carry dba East Side Cash & Carry Inc","East Side Cash & Carry dba East Side Cash & Carry Inc","7943 Chef Menteur Hwy",,"New Orleans","LA","70126","1101 - Convenience Stores","30.0137046","-89.9932423"
"POINT (-89.911637372433 30.037567937485)","852","H.A.T. Inc dba Minh Cahn Supermarket","H.A.T. Inc dba Minh Cahn Supermarket","4661 Alcee Fortier Blvd","Ste C","New Orleans","LA","70129","1101 - Convenience Stores","30.0375625","-89.9116318"
"POINT (-90.059131910045 29.965344417028)","618","Shermond Esteen","Jakal Management Inc dba Nonno's Cajun Cuisine and Pastries","1940 Dauphine St",,"New Orleans","LA","70116","1105 - Full Service Restaurants (table service available)","29.965339","-90.0591263"
"POINT (-90.083388416467 29.967748217066)","643","Skeeta Hawk Brewing, LLC","Skeeta Hawk Brewing, LLC","455 N Dorgenois St",,"New Orleans","LA","70119","2802 - Breweries","29.9677428","-90.0833828"
"POINT (-90.070314912419 29.965630416548)","756","Bin Tareef Abdeqader","Laban Food Inc, dba JC Food Market","1532 St Philip St",,"New Orleans","LA","70116","1101 - Convenience Stores","29.965625","-90.0703093"
"POINT (-89.976212990177 30.035440234999)","379","Louisiana CVS Pharmacy, LLC dba CVS/ Pharmacy #10108","Louisiana CVS Pharmacy, LLC dba CVS/ Pharmacy #10108","5902 Read Blvd",,"New Orleans","LA","70127","1120 - Pharmacies & Drug Stores","30.0354348","-89.9762074"
"POINT (-90.074144712495 29.947055712757)","1048","Panagiotis Patselikos dba Leni's Cafe","Panagiotis Patselikos dba Leni's Cafe","741 Baronne St",,"New Orleans","LA","70113","1105 - Full Service Restaurants (table service available)","29.9470503","-90.0741391"
"POINT (-90.06727901193 29.959875415167)","48","Acosta Ventures, LLC, dba Betty's","Acosta Ventures, LLC, dba Betty's","700 Burgundy St",,"New Orleans","LA","70116","1126 - Drinking Places (Alcoholic Beverages)","29.95987","-90.0672734"
"POINT (-90.042646704961 29.967101718108)","1124","Vu & Sons LLC dba Captain Sal's Seafood & Chicken","Vu & Sons LLC dba Captain Sal's Seafood & Chicken","3168 St Claude Ave",,"New Orleans","LA","70117","1104 - Fish & Seafood Markets","29.9670963","-90.0426411"
