"o_c","caseno","location","stage","keystatus","statdate","casefiled","initinspection","initinspresult","prevhearingdate","prevhearingresult","nexthearingdate","lastpermit","permitfiling","permittype","permitstatus","unpaidfees","geoaddress","city","state","zipcode","geopin","xpos","ypos","longitude","latitude","caseid","pointlocation"
"Open","22-02407-MPM","6647 Avenue B","1 - Inspection","The case was filed on 06/01/2022 and the property is awaiting inspection to proceed further.","2022-06-01T14:49:03.000","2022-06-01T14:49:03.000",,,,,,"19-34694-RNVN","2019-10-30T09:57:43.000","Renovation (Non-Structural)","Permit Issued","0.0","6647 Avenue B","New Orleans","LA","70124","41146693","3665796.61","552398.49","-90.11695631627222","30.013371926689604","275647",
"Open","21-08624-MPM","11796 Curran Rd","1 - Inspection","The case was filed on 12/01/2021 and the property is awaiting inspection to proceed further.","2021-12-01T14:44:34.000","2021-12-01T14:44:34.000",,,,,,,,,,"0.0","11796 Curran Rd","New Orleans","LA","70128","41199479","3712379.26","567321.02","-89.96921995177405","30.052960984915448","272928",
"Open","22-03310-MPM","4401-4411 Danneel St","1 - Inspection","The case was filed on 07/06/2022 and the property is awaiting inspection to proceed further.","2022-07-06T14:44:30.000","2022-07-06T14:44:30.000",,,,,,"16-09528-FGAS","2016-03-23T14:27:47.000","Mechanical Fuel Gas","Permit Issued","0.0","4407 Danneel St","New Orleans","LA","70115","41057704","3670566.35","522319.26","-90.10290691500695","29.930524084712708","278549",
"Open","21-08568-MPM","8701-8703 Apple St","1 - Inspection","The case was filed on 11/29/2021 and the property is awaiting inspection to proceed further.","2021-11-29T09:21:26.000","2021-11-29T09:21:26.000",,,,,,"13-18166-MECH","2013-06-12T00:00:00.000","General Mechanical","Certificate of Completion","0.0","8703 Apple St","New Orleans","LA","70118","41027718","-10032553.53","3498627.19","-134.89428916240783","31.07685582336534","272872",
"Open","21-06627-MPM","4514 S Tonti St","2 - Title Research","The property was inspected on 02/24/2022 with a finding of ""Violation: No WIP"". The file is now awaiting title research before it can be set for a hearing.","2022-02-24T00:00:00.000","2021-08-12T15:25:51.000","2022-02-24T00:00:00.000","Violation: No WIP",,,,"06CNO-76406","2006-07-24T00:00:00.000","Repair","Approval","0.0","4514 S Tonti St","New Orleans","LA","70125","41054659","3669612.76","527994.29","-90.10572532742768","29.946156706824308","270931","POINT (-90.10572532742768 29.946156706824308)"
"Open","22-02886-MPM","4643 Perelli Dr","1 - Inspection","The case was filed on 06/16/2022 and the property is awaiting inspection to proceed further.","2022-06-16T14:57:09.000","2022-06-16T14:57:09.000",,,,,,"18-21722-SOLR","2018-06-28T19:15:51.000","Solar","Meter Release","0.0","4643 Perelli Dr","New Orleans","LA","70127","41098036","3711850.39","555484.84","-89.97133622977991","30.020433518874366","276126",
"Open","22-00354-MPM","3521-3523 Cleveland Ave","1 - Inspection","The case was filed on 01/26/2022 and the property is awaiting inspection to proceed further.","2022-01-26T10:53:05.000","2022-01-26T10:53:05.000",,,,,,"21-10175-FGAS","2021-04-11T13:18:34.000","Mechanical Fuel Gas","Certificate of Completion","0.0","3521 Cleveland Ave","New Orleans","LA","70119","41035210","3672477.55","536812.81","-90.09637960954205","29.97031999877322","273588",
"Open","22-00336-MPM","10902 Curran Rd","1 - Inspection","The case was filed on 01/26/2022 and the property is awaiting inspection to proceed further.","2022-01-26T08:47:27.000","2022-01-26T08:47:27.000",,,,,,"18-38621-NEWC","2018-11-24T09:04:32.000","New Construction","Application Submitted","0.0","10902 Curran Rd","New Orleans","LA","70127","41114421","3710130.31","565736.65","-89.97638750276924","30.048678033107922","273570",
"Open","21-08596-MPM","1/11796 Curran Rd.","1 - Inspection","The case was filed on 11/30/2021 and the property is awaiting inspection to proceed further.","2021-11-30T09:07:15.000","2021-11-30T09:07:15.000",,,,,,,,,,"0.0",,,,,,"1.5","1.5","-101.51779210334011","28.09889816244664","272900",
"Open","22-03336-MPM","2539 S Johnson St","1 - Inspection","The case was filed on 07/07/2022 and the property is awaiting inspection to proceed further.","2022-07-07T11:29:52.000","2022-07-07T11:29:52.000",,,,,,"16-00107-FGAS","2016-01-04T13:58:19.000","Mechanical Fuel Gas","Certificate of Completion","0.0","2539 S Johnson St","New Orleans","LA","70125","41040643","3672923.55","528248.51","-90.09526333066205","29.946757780960365","278575",
"Open","22-00028-MPM","2115 Mandeville St","1 - Inspection","The case was filed on 01/06/2022 and the property is awaiting inspection to proceed further.","2022-01-06T08:44:30.000","2022-01-06T08:44:30.000",,,,,,"15-34302-FGAS","2015-11-12T14:57:45.000","Mechanical Fuel Gas","Certificate of Completion","0.0","2115 Mandeville St","New Orleans","LA","70117","41067701","3685519.28","540185.25","-90.0550736696084","29.9791994659632","273254",
"Open","22-02628-MPM","5838 W Deer Park Blvd","1 - Inspection","The case was filed on 06/07/2022 and the property is awaiting inspection to proceed further.","2022-06-07T17:56:42.000","2022-06-07T17:56:42.000",,,,,,"11BLD-00443","2011-01-18T00:00:00.000","Renovation (Non-Structural)","Permit Issuance - Active","0.0","5838 W Deer Park Blvd","New Orleans","LA","70127","41113035","3712136.09","560904.35","-89.97022980584143","30.035325686235385","275868",
"Open","22-02021-MPM","76 Camellia Trce","1 - Inspection","The case was filed on 05/12/2022 and the property is awaiting inspection to proceed further.","2022-05-12T13:22:32.000","2022-05-12T13:22:32.000",,,,,,"06OCC-05344","2006-10-29T00:00:00.000","Home Business","Certificate of Occupancy - Issued No Meter","0.0","76 Camellia Trce","New Orleans","LA","70114","41146788","3697158.57","523247.3","-90.01892611813483","29.932263915711296","275261",
"Open","21-08569-MPM","8713-8715 Apricot St","1 - Inspection","The case was filed on 11/29/2021 and the property is awaiting inspection to proceed further.","2021-11-29T09:24:30.000","2021-11-29T09:24:30.000",,,,,,"21-35601-RNVN","2021-12-27T10:53:56.000","Renovation (Non-Structural)","Zoning Review","0.0","8715 Apricot St","New Orleans","LA","70118","41027020","-10032399.64","3498825.68","-134.8940679895833","31.077519461264725","272873",
"Open","22-01661-MPM","4942 Citrus Dr","1 - Inspection","The case was filed on 04/27/2022 and the property is awaiting inspection to proceed further.","2022-04-27T10:29:15.000","2022-04-27T10:29:15.000",,,,,,"17-25782-HVAC","2017-07-25T15:37:38.000","Mechanical HVAC","Certificate of Completion","0.0","4942 Citrus Dr","New Orleans","LA","70127","41099432","3710580.87","557109.52","-89.97528664550116","30.024942183006484","274899",
"Open","21-08361-MPM","1601-1619 Leonidas St","1 - Inspection","The case was filed on 11/15/2021 and the property is awaiting inspection to proceed further.","2021-11-15T10:42:46.000","2021-11-15T10:42:46.000",,,,,,"19-38826-CSSN","2019-12-06T16:33:44.000","Concession Stand","Application Submitted","0.0","1619 Leonidas St","New Orleans","LA","70118","41136446","3661809.59","530712.59","-90.13027263741807","29.953858725229324","272665",
"Open","22-00032-MPM","7340 Bullard Ave","1 - Inspection","The case was filed on 01/06/2022 and the property is awaiting inspection to proceed further.","2022-01-06T09:01:12.000","2022-01-06T09:01:12.000",,,,,,"20-37772-RNVN","2020-08-13T12:19:52.000","Renovation (Non-Structural)","VOIDED - Duplicate Permit","0.0","7340 Bullard Ave","New Orleans","LA","70128","41112740","3713846.08","566186.96","-89.96462660135946","30.049794686169548","273258",
"Open","22-00686-MPM","6338 Louis Xiv St","1 - Inspection","The case was filed on 02/15/2022 and the property is awaiting inspection to proceed further.","2022-02-15T11:34:24.000","2022-02-15T11:34:24.000",,,,,,"12-21058-MECH","2012-08-03T00:00:00.000","General Mechanical","Certificate of Completion","0.0","6338 Louis Xiv St","New Orleans","LA","70124","41195004","3668218.69","549686.12","-90.10939533409862","30.00584293812052","273922",
"Open","22-01621-MPM","1414 Hendee St","1 - Inspection","The case was filed on 04/26/2022 and the property is awaiting inspection to proceed further.","2022-04-26T14:20:37.000","2022-04-26T14:20:37.000",,,,,,"E02003047","2002-04-23T00:00:00.000","Electrical - SPIN","Permit Issued","0.0","1414 Hendee St","New Orleans","LA","70114","41006934","3690767.33","526049.41","-90.03900266052142","29.940168809974875","274859",
"Open","22-03102-MPM","3139 N Roman St","1 - Inspection","The case was filed on 06/29/2022 and the property is awaiting inspection to proceed further.","2022-06-29T10:39:43.000","2022-06-29T10:39:43.000",,,,,,"14-00902-MECH","2014-01-09T00:00:00.000","General Mechanical","Meter Release","0.0","3139 N Roman St","New Orleans","LA","70117","41062085","3689978.15","538589.08","-90.0410477215239","29.974673039057745","276343",
"Open","22-04287-MPM","8322-8328 Palm St","1 - Inspection","The case was filed on 08/08/2022 and the property is awaiting inspection to proceed further.","2022-08-08T14:13:29.000","2022-08-08T14:13:29.000",,,,,,"21-17796-RNVN","2021-06-21T16:12:43.000","Renovation (Non-Structural)","Permit Issued","0.0","8324 Palm St","New Orleans","LA","70118","41028121","3666984.98","535282.49","-90.11377724618235","29.96627402005306","280527",
"Open","22-02845-MPM","8014 Redfish St","1 - Inspection","The case was filed on 06/15/2022 and the property is awaiting inspection to proceed further.","2022-06-15T10:12:16.000","2022-06-15T10:12:16.000",,,,,,"06ELC-32019","2006-10-08T00:00:00.000","Electrical Repair / Replacement / Addition","Application Acceptance - Approved","0.0","8014 Redfish St","New Orleans","LA","70126","41095433","3698416.72","561139.75","-90.01357649215453","30.036414566102344","276085",
"Open","22-01612-MPM","1932-1934 Lamanche St","1 - Inspection","The case was filed on 04/26/2022 and the property is awaiting inspection to proceed further.","2022-04-26T11:25:17.000","2022-04-26T11:25:17.000",,,,,,"B03005542","2003-10-15T00:00:00.000","Building - SPIN","Permit Issued","0.0","1932 Lamanche St","New Orleans","LA","70117","41122348","3699206.34","536953.94","-90.0119625528503","29.96988759400887","274850",
"Open","22-01611-MPM","1944 Lamanche St","1 - Inspection","The case was filed on 04/26/2022 and the property is awaiting inspection to proceed further.","2022-04-26T11:24:33.000","2022-04-26T11:24:33.000",,,,,,"18-11513-SOLR","2018-04-05T14:56:14.000","Solar","Meter Release","0.0","1944 Lamanche St","New Orleans","LA","70117","41122353","3699205.76","536986.34","-90.01196320456773","29.9699767007408","274849",
"Open","22-01610-MPM","2000 Lamanche St A-B","1 - Inspection","The case was filed on 04/26/2022 and the property is awaiting inspection to proceed further.","2022-04-26T11:22:53.000","2022-04-26T11:22:53.000",,,,,,"20-44597-RDRV","2020-10-23T01:09:20.000","Driveway/ Curb Cut and Restoration","Application Submitted","0.0","2000 Lamanche St","New Orleans","LA","70117","41122354","3699244.71","537093.61","-90.01183629039441","29.97027041951794","274848",
"Open","22-01637-MPM","614 Tchoupitoulas St","1 - Inspection","The case was filed on 04/26/2022 and the property is awaiting inspection to proceed further.","2022-04-26T16:40:29.000","2022-04-26T16:40:29.000",,,,,,"04COM-00059","2004-04-10T00:00:00.000","Renovation (Non-Structural)","Inspection - Completed","0.0","614 Tchoupitoulas St","New Orleans","LA","70130","41034294","3681811.86","528482.97","-90.06719154751787","29.94713540355009","274875",
"Open","22-02002-MPM","228 N Norman C Francis Prkwy","1 - Inspection","The case was filed on 05/12/2022 and the property is awaiting inspection to proceed further.","2022-05-12T08:08:53.000","2022-05-12T08:08:53.000",,,,,,,,,,"0.0","228 N Norman C Francis Prkwy","New Orleans","LA","70119","41021166","3673707.06","537135.21","-90.09248565052783","29.97116993676967","275242",
"Open","21-08365-MPM","5018 Constance St","1 - Inspection","The case was filed on 11/15/2021 and the property is awaiting inspection to proceed further.","2021-11-15T13:02:34.000","2021-11-15T13:02:34.000",,,,,,,,,,"0.0","5018 Constance St","New Orleans","LA","70115","41193486","3668479.49","518157.04","-90.10963516334232","29.919140752093544","272669",
"Open","22-03416-MPM","3054 Gen degaulle dr","2 - Title Research","The property was inspected on 07/01/2022 with a finding of ""Violation: No WIP"". The file is now awaiting title research before it can be set for a hearing.","2022-07-01T00:00:00.000","2022-07-01T14:33:55.000","2022-07-01T00:00:00.000","Violation: No WIP",,,,,,,,"0.0",,,,,,"-1.0","-1.0","-101.51779913517808","28.09889070681073","278655",
"Open","21-08487-MPM","5112-5114 Eastern St","1 - Inspection","The case was filed on 11/22/2021 and the property is awaiting inspection to proceed further.","2021-11-22T09:08:10.000","2021-11-22T09:08:10.000",,,,,,"13-37892-SOLR","2013-09-16T00:00:00.000","Solar","Permit Issued","0.0","5112 Eastern St","New Orleans","LA","70122","41087969","-10024025.6","3504988.88","-134.8765322215452","31.10179197215119","272791",
"Open","22-02404-MPM","312 Lane St","1 - Inspection","The case was filed on 06/01/2022 and the property is awaiting inspection to proceed further.","2022-06-01T14:26:00.000","2022-06-01T14:26:00.000",,,,,,"06MCH-03624","2006-07-01T00:00:00.000","General Mechanical","Application Acceptance - Approved","0.0","312 Lane St","New Orleans","LA","70124","41009527","3667471.03","550749.77","-90.11172154975034","30.00878954289791","275644",
"Open","22-00276-MPM","3300-3306 Seine St","1 - Inspection","The case was filed on 01/21/2022 and the property is awaiting inspection to proceed further.","2022-01-21T14:42:30.000","2022-01-21T14:42:30.000",,,,,,,,,,"0.0","3302 Seine St","New Orleans","LA","70114","41002145","3696161.15","519745.45","-90.02220135895476","29.92266644560714","273509",
"Open","22-02000-MPM","2110 St Maurice Ave","1 - Inspection","The case was filed on 05/11/2022 and the property is awaiting inspection to proceed further.","2022-05-11T15:44:44.000","2022-05-11T15:44:44.000",,,,,,"21-01039-HVAC","2021-01-13T14:18:41.000","Mechanical HVAC","Certificate of Completion","0.0","2110 St Maurice Ave","New Orleans","LA","70117","41124212","3701229.37","536851.65","-90.00557741825968","29.969542030800238","275240",
"Open","22-00681-MPM","1335-1337 Music St","1 - Inspection","The case was filed on 02/15/2022 and the property is awaiting inspection to proceed further.","2022-02-15T10:46:56.000","2022-02-15T10:46:56.000",,,,,,,,,,"0.0","1337 Music St","New Orleans","LA","70117","41059977","3686802.04","537486.79","-90.05111759394497","29.971740239175528","273917",
"Open","22-04949-MPM","6123 Baccich St","1 - Inspection","The case was filed on 08/26/2022 and the property is awaiting inspection to proceed further.","2022-08-26T16:19:11.000","2022-08-26T16:19:11.000",,,,,,,,,,"0.0","6123 Baccich St","New Orleans","LA","70122","41073037","3687484.18","555847.62","-90.04831300037911","30.02220488996882","281189",
"Open","22-03889-MPM","814 Alvar St","1 - Inspection","The case was filed on 07/27/2022 and the property is awaiting inspection to proceed further.","2022-07-27T08:45:41.000","2022-07-27T08:45:41.000",,,,,,"12MCH-03249","2012-05-27T00:00:00.000","General Mechanical","Inspection - Completed","0.0","814 Alvar St","New Orleans","LA","70117","41070553","3691212.06","534380.44","-90.03730108505","29.963062440473163","279128",
"Open","22-03931-MPM","2722 Benefit St","1 - Inspection","The case was filed on 07/27/2022 and the property is awaiting inspection to proceed further.","2022-07-27T15:35:51.000","2022-07-27T15:35:51.000",,,,,,"12-32307-DEMO","2012-12-04T00:00:00.000","Demolition","Certificate of Completion","0.0","2722 Benefit St","New Orleans","LA","70122","41090788","3688199.63","544674.57","-90.04644885878687","29.991461005649168","280169",
"Open","22-02639-MPM","5874 E Deer Park Blvd","1 - Inspection","The case was filed on 06/07/2022 and the property is awaiting inspection to proceed further.","2022-06-07T18:20:18.000","2022-06-07T18:20:18.000",,,,,,,,,,"0.0","5874 E Deer Park Blvd","New Orleans","LA","70127","41113015","3712241.15","561228.77","-89.96988560288997","30.036214274784996","275879",
"Open","22-02640-MPM","5878 E Deer Park Blvd","1 - Inspection","The case was filed on 06/07/2022 and the property is awaiting inspection to proceed further.","2022-06-07T18:21:12.000","2022-06-07T18:21:12.000",,,,,,,,,,"0.0","5878 E Deer Park Blvd","New Orleans","LA","70127","41113017","3712229.76","561244.16","-89.96992101844634","30.03625696378983","275880",
"Open","21-08566-MPM","4512-4514 Eve St","1 - Inspection","The case was filed on 11/29/2021 and the property is awaiting inspection to proceed further.","2021-11-29T09:11:24.000","2021-11-29T09:11:24.000",,,,,,"E02009491","2002-12-13T00:00:00.000","Electrical - SPIN","Permit Issued","0.0","4514 Eve St","New Orleans","LA","70125","41045853","-10030484.85","3497728.92","-134.88708953728494","31.07667272947717","272870",
"Open","22-01628-MPM","1828 Baronne St","1 - Inspection","The case was filed on 04/26/2022 and the property is awaiting inspection to proceed further.","2022-04-26T15:45:52.000","2022-04-26T15:45:52.000",,,,,,"20-40944-HDLC","2020-09-25T09:38:31.000","HDLC COA","Permit Finaled","0.0","1828 Baronne St","New Orleans","LA","70113","41037514","3677744.91","524963.79","-90.08015396375916","29.937581765125593","274866",
"Open","21-08514-MPM","2335-2337 N Galvez St","1 - Inspection","The case was filed on 11/22/2021 and the property is awaiting inspection to proceed further.","2021-11-22T15:30:52.000","2021-11-22T15:30:52.000",,,,,,"17-05585-ERPR","2017-02-15T15:47:55.000","Electrical Repair / Replacement / Addition","Meter Release","0.0","2335 N Galvez St","New Orleans","LA","70117","41069780","-10024800.47","3500844.89","-134.87392105914296","31.09042328162975","272818",
"Open","22-03426-MPM","1816 Bartholomew St","1 - Inspection","The case was filed on 07/11/2022 and the property is awaiting inspection to proceed further.","2022-07-11T15:38:14.000","2022-07-11T15:38:14.000",,,,,,"10MCH-10863","2010-12-22T00:00:00.000","General Mechanical","Inspection - Completed","0.0","1816 Bartholomew St","New Orleans","LA","70117","41187421","3692447.57","538099.08","-90.03326627377102","29.973248903678442","278665",
"Open","21-06771-MPM","5115 Conti St","1 - Inspection","The case was filed on 08/18/2021 and the property is awaiting inspection to proceed further.","2021-08-18T08:44:28.000","2021-08-18T08:44:28.000",,,,,,"14-34096-MECH","2014-11-04T08:46:40.000","General Mechanical","Certificate of Completion","0.0","5115 Conti St","New Orleans","LA","70124","41015231","3668769.42","541618.12","-90.10792802993096","29.983642529139715","271075","POINT (-90.10792802993096 29.983642529139715)"
"Open","22-03093-MPM","3205 Blythe St","1 - Inspection","The case was filed on 06/29/2022 and the property is awaiting inspection to proceed further.","2022-06-29T10:25:29.000","2022-06-29T10:25:29.000",,,,,,,,,,"0.0","3205 Blythe St","New Orleans","LA","70131","41004515","3712191.02","518656.0","-89.9716428387648","29.919156760028837","276334",
"Open","22-03094-MPM","3211 Blythe St","1 - Inspection","The case was filed on 06/29/2022 and the property is awaiting inspection to proceed further.","2022-06-29T10:27:43.000","2022-06-29T10:27:43.000",,,,,,"08BLD-08503","2009-01-02T00:00:00.000","Demolition","Inspection - Completed No Requirements","0.0","3211 Blythe St","New Orleans","LA","70131","41004516","3712185.49","518599.41","-89.97166241668612","29.919001338166222","276335",
"Open","22-03100-MPM","3227 Blythe St","1 - Inspection","The case was filed on 06/29/2022 and the property is awaiting inspection to proceed further.","2022-06-29T10:32:05.000","2022-06-29T10:32:05.000",,,,,,"B03003785","2003-07-17T00:00:00.000","Building - SPIN","Permit Issued","0.0","3227 Blythe St","New Orleans","LA","70131","41004518","3712166.06","518457.18","-89.97172908139082","29.918610890640227","276341",
"Open","22-03089-MPM","3227 Blythe St","1 - Inspection","The case was filed on 06/29/2022 and the property is awaiting inspection to proceed further.","2022-06-29T10:18:42.000","2022-06-29T10:18:42.000",,,,,,"B03003785","2003-07-17T00:00:00.000","Building - SPIN","Permit Issued","0.0","3227 Blythe St","New Orleans","LA","70131","41004518","3712166.06","518457.18","-89.97172908139082","29.918610890640227","276330",
"Open","21-07920-MPM","4612 Demontluzin","1 - Inspection","The case was filed on 10/14/2021 and the property is awaiting inspection to proceed further.","2021-10-14T12:10:28.000","2021-10-14T12:10:28.000",,,,,,,,,,"0.0",,,,,,"-1.0","-1.0","-101.51779913517808","28.09889070681073","272224","POINT (-101.51779913517808 28.09889070681073)"
"Open","21-08445-MPM","3702 Monroe St","1 - Inspection","The case was filed on 11/18/2021 and the property is awaiting inspection to proceed further.","2021-11-18T11:35:39.000","2021-11-18T11:35:39.000",,,,,,"09ELC-02663","2009-03-13T00:00:00.000","Electrical Service / Circuit / Feeder","Application Acceptance - Approved","0.0","3702 Monroe St","New Orleans","LA","70118","41030459","3666374.56","536459.91","-90.11566543472686","29.969529384926467","272749",
"Open","21-07919-MPM","4600 Demontluzin","1 - Inspection","The case was filed on 10/14/2021 and the property is awaiting inspection to proceed further.","2021-10-14T12:07:12.000","2021-10-14T12:07:12.000",,,,,,,,,,"0.0",,,,,,"-1.0","-1.0","-101.51779913517808","28.09889070681073","272223","POINT (-101.51779913517808 28.09889070681073)"
"Open","22-03213-MPM","4716 Camelia St","1 - Inspection","The case was filed on 07/05/2022 and the property is awaiting inspection to proceed further.","2022-07-05T10:49:23.000","2022-07-05T10:49:23.000",,,,,,"07MCH-19723","2008-01-12T00:00:00.000","General Mechanical","Inspection - Completed","0.0","4716 Camelia St","New Orleans","LA","70126","41093129","3701497.17","554063.79","-90.00410111773658","30.01686048838668","276454",
"Open","22-02402-MPM","2038 Abundance St","1 - Inspection","The case was filed on 06/01/2022 and the property is awaiting inspection to proceed further.","2022-06-01T14:11:26.000","2022-06-01T14:11:26.000",,,,,,"06ELC-14931","2006-04-29T00:00:00.000","Electrical Repair / Replacement / Addition","Application Acceptance - Approved","0.0","2038 Abundance St","New Orleans","LA","70122","41078115","3683230.3","543535.19","-90.06218577775212","29.988480636605054","275642",
"Open","22-03389-MPM","1319 Alabo St","1 - Inspection","The case was filed on 07/11/2022 and the property is awaiting inspection to proceed further.","2022-07-11T08:56:47.000","2022-07-11T08:56:47.000",,,,,,"22-02360-FGAS","2022-01-24T15:15:15.000","Mechanical Fuel Gas","Certificate of Completion","0.0","1319 Alabo St","New Orleans","LA","70117","41124747","3699202.57","534409.21","-90.0120671273156","29.96289061821226","278628",
"Open","22-03666-MPM","2253 Allen Toussaint Blvd","1 - Inspection","The case was filed on 07/20/2022 and the property is awaiting inspection to proceed further.","2022-07-20T14:07:14.000","2022-07-20T14:07:14.000",,,,,,"12-27721-SERV","2012-10-18T00:00:00.000","Electrical Service / Circuit / Feeder","Permit Issued","0.0","2253 Allen Toussaint Blvd","New Orleans","LA","70122","41072347","3683994.33","555899.06","-90.05933823791928","30.022453482945163","278905",
