"zip_code","state_name","plan_selections"
"84511","Utah","76"
"84512","Utah","*"
"84513","Utah","*"
"84515","Utah","*"
"84516","Utah","*"
"84518","Utah","*"
"84520","Utah","*"
"84521","Utah","*"
"84522","Utah","*"
"84523","Utah","*"
"84525","Utah","*"
"84526","Utah","93"
"84528","Utah","51"
"84529","Utah","*"
"84530","Utah","*"
"84531","Utah","*"
"84532","Utah","706"
"84533","Utah","*"
"84534","Utah","*"
"84535","Utah","60"
"84536","Utah","*"
"84537","Utah","*"
"84539","Utah","*"
"84540","Utah","*"
"84542","Utah","*"
"84601","Utah","901"
"84602","Utah","*"
"84603","Utah","*"
"84604","Utah","1105"
"84605","Utah","*"
"84606","Utah","684"
"84620","Utah","*"
"84621","Utah","*"
"84622","Utah","*"
"84623","Utah","*"
"84624","Utah","119"
"84626","Utah","*"
"84627","Utah","153"
"84628","Utah","*"
"84629","Utah","66"
"84630","Utah","*"
"84631","Utah","73"
"84632","Utah","*"
"84633","Utah","*"
"84634","Utah","*"
"84635","Utah","*"
"84636","Utah","*"
"84637","Utah","*"
"84638","Utah","*"
"84639","Utah","*"
"84640","Utah","*"
"84642","Utah","112"
"84643","Utah","*"
"84644","Utah","*"
"84645","Utah","88"
"84646","Utah","*"
"84647","Utah","117"
"84648","Utah","209"
"84649","Utah","*"
"84651","Utah","716"
"84652","Utah","*"
"84653","Utah","286"
"84654","Utah","80"
"84655","Utah","260"
"84656","Utah","*"
"84657","Utah","*"
"84660","Utah","1054"
"84662","Utah","*"
"84663","Utah","888"
"84664","Utah","250"
"84665","Utah","*"
"84667","Utah","*"
"84701","Utah","247"
"84710","Utah","*"
"84711","Utah","*"
"84712","Utah","*"
"84713","Utah","88"
"84714","Utah","*"
"84715","Utah","*"
"84716","Utah","*"
"84718","Utah","*"
"84719","Utah","*"
"84720","Utah","536"
"84721","Utah","610"
"84722","Utah","*"
"84723","Utah","*"
"84724","Utah","*"
"84725","Utah","67"
"84726","Utah","*"
"84728","Utah","*"
"84729","Utah","*"
"84730","Utah","*"
"84731","Utah","*"
"84732","Utah","*"
"84733","Utah","*"
"84734","Utah","*"
"84735","Utah","*"
"84736","Utah","*"
"84737","Utah","464"
"84738","Utah","278"
"84739","Utah","*"
"84740","Utah","*"
"84741","Utah","235"
"84742","Utah","*"
"84743","Utah","*"
"84744","Utah","*"
"84745","Utah","127"
"84746","Utah","*"
"84747","Utah","*"
"84749","Utah","*"
"84750","Utah","*"
"84751","Utah","*"
"84752","Utah","*"
"84753","Utah","*"
"84754","Utah","99"
"84755","Utah","*"
"84756","Utah","*"
"84757","Utah","*"
"84758","Utah","*"
"84759","Utah","74"
"84760","Utah","*"
"84761","Utah","102"
"84762","Utah","*"
"84763","Utah","*"
"84764","Utah","*"
"84765","Utah","263"
"84766","Utah","*"
"84767","Utah","53"
"84770","Utah","1335"
"84771","Utah","*"
"84772","Utah","*"
"84773","Utah","*"
"84774","Utah","57"
"84775","Utah","*"
"84776","Utah","*"
"84779","Utah","*"
"84780","Utah","923"
"84781","Utah","*"
"84782","Utah","*"
"84783","Utah","*"
"84784","Utah","*"
"84790","Utah","1401"
"84791","Utah","*"
