"license","license_type","last_name","first_name","middle_name","status","issue_date","expiration_date","association","association_license_number","broker_license","none"
"7304984-BO00","Branch Office",,,,"Active","2009-03-24T00:00:00.000",,"ACTION REALTY NETWORK PARK CITY  (PARK CITY)","7304984-BO00","7105178-CN00",
"7304984-BO00","Branch Office",,,,"Active","2009-03-24T00:00:00.000",,"ACTION REALTY NETWORK PARK CITY  (PARK CITY)","7304984-BO00","5481920-PB00",
"7304984-BO00","Branch Office",,,,"Active","2009-03-24T00:00:00.000",,"ACTION REALTY NETWORK PARK CITY  (PARK CITY)","7304984-BO00","6077202-BB00",
"6232666-CN00","Real Estate Company",,,,"Active","2006-05-31T00:00:00.000",,"ACTIVE REAL ESTATE","6232666-CN00","6233493-PB00",
"6860170-CN00","Real Estate Company",,,,"Active","2008-01-02T00:00:00.000",,"ACW: ADVOCATES OF THE COMMON WEALTH","6860170-CN00","5451570-PB00",
"5482983-CN00","Real Estate Company",,,,"Active","1998-01-07T00:00:00.000",,"ADAIR REAL ESTATE INC","5482983-CN00","5479019-PB00",
"5467690-CN00","Real Estate Company",,,,"Active","1988-11-30T00:00:00.000",,"ADAMS COMPANY/THE","5467690-CN00","5467689-PB00",
"8867308-CN00","Real Estate Company",,,,"Active","2013-11-26T00:00:00.000",,"ADAVEN REALTY","8867308-CN00","5465603-PB00",
"5464278-CN00","Real Estate Company",,,,"Active","1996-07-29T00:00:00.000",,"ADOBE REALTY","5464278-CN00","5477444-PB00",
"5466353-CN00","Real Estate Company",,,,"Active","1996-09-26T00:00:00.000",,"ADVANCE PROPERTIES, LLC","5466353-CN00","5479429-PB00",
"7691380-MN00","Property Management Company",,,,"Active","2010-05-24T00:00:00.000",,"ADVANCED COMMUNITY SERVICES LLC","7691380-MN00","5451173-DB00",
"5472064-CN00","Real Estate Company",,,,"Active","1994-09-13T00:00:00.000",,"ADVANCED REALTY","5472064-CN00","5475259-PB00",
"7915060-MN00","Property Management Company",,,,"Active","2011-02-09T00:00:00.000",,"ADVANCED SOLUTIONS PROPERTY MANAGEMENT","7915060-MN00","5492117-DB00",
"5484802-CN00","Real Estate Company",,,,"Active","1998-12-18T00:00:00.000",,"ADVANTAGE MANAGEMENT & REAL ESTATE SERVICES LLC","5484802-CN00","5483700-PB00",
"8898628-BO00","Branch Office",,,,"Active","2013-12-27T00:00:00.000",,"ADVANTAGE REAL ESTATE SERVICES  (OREM)","8898628-BO00","5483700-PB00",
"8898628-BO00","Branch Office",,,,"Active","2013-12-27T00:00:00.000",,"ADVANTAGE REAL ESTATE SERVICES  (OREM)","8898628-BO00","5533796-BB00",
"5484457-CN00","Real Estate Company",,,,"Active","2002-06-06T00:00:00.000",,"ADVANTAGE REO","5484457-CN00","5498186-PB00",
"7685329-CN00","Real Estate Company",,,,"Active","2010-05-17T00:00:00.000",,"ADVENT PROPERTY ADVISORS INC","7685329-CN00","5499866-PB00",
"5474155-CN00","Real Estate Company",,,,"Active","1995-01-26T00:00:00.000",,"AF AND ASSOCIATES","5474155-CN00","5473509-PB00",
"7376399-MN00","Property Management Company",,,,"Active","2009-06-04T00:00:00.000",,"AFANDA LLC","7376399-MN00","5484219-DB00",
"5496062-CN00","Real Estate Company",,,,"Active","2002-01-28T00:00:00.000",,"AFFILIATED REALTY GROUP, LLC","5496062-CN00","5485293-PB00",
"5477924-CN00","Real Estate Company",,,,"Active","2001-09-05T00:00:00.000",,"AFFINITY ALLIANCE REAL ESTATE","5477924-CN00","5450232-PB00",
"5507492-CN00","Real Estate Company",,,,"Active","2003-09-09T00:00:00.000",,"AFFINITY REAL ESTATE","5507492-CN00","5498182-PB00",
"8591961-CN00","Real Estate Company",,,,"Active","2013-02-25T00:00:00.000",,"AFFIRMATIVE REAL ESTATE LLC","8591961-CN00","6427569-PB00",
"9073289-MN00","Property Management Company",,,,"Active","2014-06-13T00:00:00.000",,"AFFORDABLE PROPERTY MANAGEMENT, INC","9073289-MN00","5941756-DB00",
"9101957-CN00","Real Estate Company",,,,"Active","2014-07-14T00:00:00.000",,"AGENCY REAL ESTATE, THE","9101957-CN00","9023871-PB00",
"9068830-CN00","Real Estate Company",,,,"Active","2014-06-10T00:00:00.000",,"AGENT ACE, INC.","9068830-CN00","7573564-PB00",
"7181213-CN00","Real Estate Company",,,,"Active","2008-11-06T00:00:00.000",,"AGENTS REFERRAL NETWORK LLC","7181213-CN00","5453392-PB00",
"6039324-CN00","Real Estate Company",,,,"Active","2005-10-27T00:00:00.000",,"AGILE REALTY","6039324-CN00","5497383-PB00",
"8693327-CN00","Real Estate Company",,,,"Active","2013-05-29T00:00:00.000",,"AH4R MANAGEMENT - UT, LLC","8693327-CN00","5495553-PB00",
"5734260-CN00","Real Estate Company",,,,"Active","2004-09-01T00:00:00.000",,"AIM REALTY","5734260-CN00","5501421-PB00",
"5700503-CN00","Real Estate Company",,,,"Active","2004-07-28T00:00:00.000",,"AINSWORTH AND ASSOCIATES REAL ESTATE","5700503-CN00","5476340-PB00",
"7958118-CN00","Real Estate Company",,,,"Active","2011-03-31T00:00:00.000",,"AIRSPACEDFW, LLC","7958118-CN00","7912486-PB00",
"5460459-CN00","Real Estate Company",,,,"Active","1984-03-14T00:00:00.000",,"AK INVESTMENTS","5460459-CN00","5460458-PB00",
"6902149-CN00","Real Estate Company",,,,"Active","2008-02-06T00:00:00.000",,"AK REALTY GROUP INC","6902149-CN00","5450069-PB00",
"9122089-CN00","Real Estate Company",,,,"Active","2014-08-05T00:00:00.000",,"ALAMO SUMMIT COMMERCIAL REALTY PLLC","9122089-CN00","5482538-PB00",
"5786491-CN00","Real Estate Company",,,,"Active","2004-12-03T00:00:00.000",,"ALIANT PROPERTIES LC*","5786491-CN00","5468843-PB00",
"7542093-CN00","Real Estate Company",,,,"Active","2009-12-14T00:00:00.000",,"ALL AMERICAN REAL ESTATE LLC","7542093-CN00","6331057-PB00",
"8480539-CN00","Real Estate Company",,,,"Active","2012-11-01T00:00:00.000",,"ALL AMERICAN REAL ESTATE, TREMONTON","8480539-CN00","6746553-PB00",
"8021733-CN00","Real Estate Company",,,,"Active","2011-06-02T00:00:00.000",,"ALL AMERICAN REALTY LLC","8021733-CN00","5752101-PB00",
"8077075-CN00","Real Estate Company",,,,"Active","2011-08-16T00:00:00.000",,"ALL ASPECTS REAL ESTATE","8077075-CN00","5255208-PB00",
"5453923-CN00","Real Estate Company",,,,"Active","1986-02-11T00:00:00.000",,"ALL POINTS REALTY","5453923-CN00","5452752-PB00",
"5461386-CN00","Real Estate Company",,,,"Active","1986-04-23T00:00:00.000",,"ALL PRO REAL ESTATE INCORPORATED","5461386-CN00","5461385-PB00",
"7062405-CN00","Real Estate Company",,,,"Active","2008-07-02T00:00:00.000",,"ALL SEASON REAL ESTATE LLC","7062405-CN00","5487965-PB00",
"5599106-CN00","Real Estate Company",,,,"Active","2004-02-02T00:00:00.000",,"ALL SERVICE REALTY","5599106-CN00","5452218-PB00",
"6252954-CN00","Real Estate Company",,,,"Active","2006-06-22T00:00:00.000",,"ALL STAR REALTORS","6252954-CN00","5502408-PB00",
"5474397-CN00","Real Estate Company",,,,"Active","1987-11-09T00:00:00.000",,"ALL WEST INC","5474397-CN00","5471366-PB00",
"5462478-CN00","Real Estate Company",,,,"Active","1995-10-11T00:00:00.000",,"ALLEGIANCE PROPERTY CORPORATION","5462478-CN00","5462487-PB00",
"6749466-CN00","Real Estate Company",,,,"Active","2007-09-11T00:00:00.000",,"ALLEGIANCE REAL ESTATE","6749466-CN00","5688739-PB00",
"7716543-CN00","Real Estate Company",,,,"Active","2010-06-15T00:00:00.000",,"ALLEN & ASSOCIATES","7716543-CN00","5450345-PB00",
"5460532-CN00","Real Estate Company",,,,"Active","1986-05-20T00:00:00.000",,"ALLEN REALTY/ROGER","5460532-CN00","5460531-PB00",
"7412973-CN00","Real Estate Company",,,,"Active","2009-07-08T00:00:00.000",,"ALLIANCE GROUP REAL ESTATE LC","7412973-CN00","5488433-PB00",
"6190872-CN00","Real Estate Company",,,,"Active","2009-05-04T00:00:00.000",,"ALLIANCE PROPERTY MANAGEMENT","6190872-CN00","6159148-PB00",
"5492681-CN00","Real Estate Company",,,,"Active","2001-07-09T00:00:00.000",,"ALLIANCE REAL ESTATE, PLLC","5492681-CN00","5462212-PB00",
"6836739-CN00","Real Estate Company",,,,"Active","2007-12-05T00:00:00.000",,"ALLIANCE RESIDENTIAL REAL ESTATE LLC","6836739-CN00","218746-PB00",
"8038000-CN00","Real Estate Company",,,,"Active","2011-06-29T00:00:00.000",,"ALLIANCE SOUTHWEST LLC","8038000-CN00","5496827-PB00",
"8412907-MN00","Property Management Company",,,,"Active","2012-08-16T00:00:00.000",,"ALLISON-SHELTON REAL ESTATE SERVICES, INC.","8412907-MN00","5450778-DB00",
"7897309-CN00","Real Estate Company",,,,"Active","2011-01-27T00:00:00.000",,"ALLSTAR REALTY - HEBER LLC","7897309-CN00","5494259-PB00",
"8698583-CN00","Real Estate Company",,,,"Active","2013-05-31T00:00:00.000",,"ALMOST HOME REAL ESTATE, LLC","8698583-CN00","6258139-PB00",
"8296853-CN00","Real Estate Company",,,,"Active","2012-04-13T00:00:00.000",,"ALPENGLOW REALTY SERVICES INC","8296853-CN00","5745219-PB00",
"5492933-CN00","Real Estate Company",,,,"Active","2001-07-13T00:00:00.000",,"ALPHA REALTY","5492933-CN00","5466157-PB00",
"7399584-MN00","Property Management Company",,,,"Active","2009-06-24T00:00:00.000",,"ALPINE PROPERTY MANAGEMENT INC","7399584-MN00","5480490-DB00",
"5787191-CN00","Real Estate Company",,,,"Active","2004-12-07T00:00:00.000",,"ALPINE REAL ESTATE LLC","5787191-CN00","5451477-PB00",
"5637464-CN00","Real Estate Company",,,,"Active","2004-04-23T00:00:00.000",,"ALPINE REALTY INC","5637464-CN00","5451196-PB00",
"8084623-BO00","Branch Office",,,,"Active","2011-08-23T00:00:00.000",,"ALPINE REALTY INC  (PROVO)","8084623-BO00","5464015-BB00",
"8084623-BO00","Branch Office",,,,"Active","2011-08-23T00:00:00.000",,"ALPINE REALTY INC  (PROVO)","8084623-BO00","5637464-CN00",
"5652078-CN00","Real Estate Company",,,,"Active","2004-05-17T00:00:00.000",,"ALPINE SKI PROPERTIES INC","5652078-CN00","5475886-PB00",
"8150672-CN00","Real Estate Company",,,,"Active","2011-11-10T00:00:00.000",,"ALTA COMMERCIAL LLC","8150672-CN00","5481927-PB00",
"6022068-CN00","Real Estate Company",,,,"Active","2005-10-05T00:00:00.000",,"ALTAVEST INVESTMENTS","6022068-CN00","5460142-PB00",
"8734924-CN00","Real Estate Company",,,,"Active","2013-07-08T00:00:00.000",,"ALTITUDE REALTY GROUP","8734924-CN00","5498179-PB00",
"5637506-CN00","Real Estate Company",,,,"Active","2004-04-29T00:00:00.000",,"ALTIUS REALTY LLC","5637506-CN00","5482920-PB00",
"6236929-CN00","Real Estate Company",,,,"Active","2006-06-06T00:00:00.000",,"ALVEY WISER REAL ESTATE GROUP PC","6236929-CN00","5458068-PB00",
"6297103-CN00","Real Estate Company",,,,"Active","2006-08-10T00:00:00.000",,"AMBITION REAL ESTATE LLC","6297103-CN00","5502659-PB00",
"5473886-CN00","Real Estate Company",,,,"Active","1987-04-27T00:00:00.000",,"AMBROSE AND ASSOCIATES/JOSEPH","5473886-CN00","5453381-PB00",
"7839100-CN00","Real Estate Company",,,,"Active","2010-11-18T00:00:00.000",,"AMBROSE GROUP INC / THE","7839100-CN00","5499805-PB00",
"5485244-CN00","Real Estate Company",,,,"Active","1999-03-08T00:00:00.000",,"AMERICA WEST REALTY, INC","5485244-CN00","5480766-PB00",
"5467187-CN00","Real Estate Company",,,,"Active","1989-06-02T00:00:00.000",,"AMERICA'S BEST HOMES","5467187-CN00","5452519-PB00",
"5460615-CN00","Real Estate Company",,,,"Active","1995-11-02T00:00:00.000",,"AMERICAN DREAM REALTY & INVESTMENT","5460615-CN00","5451613-PB00",
"5462714-CN00","Real Estate Company",,,,"Active","1995-07-13T00:00:00.000",,"AMERICAN EXECUTIVES GROUP","5462714-CN00","5452028-PB00",
"8687314-CN00","Real Estate Company",,,,"Active","2013-05-22T00:00:00.000",,"AMERICAN FAMILY REALTY, LLC","8687314-CN00","5485943-PB00",
"5484956-CN00","Real Estate Company",,,,"Active","1999-01-12T00:00:00.000",,"AMERICAN FIRST SECURITY LLC","5484956-CN00","5466722-PB00",
"5467333-CN00","Real Estate Company",,,,"Active","1987-10-26T00:00:00.000",,"AMERICAN GENERAL REAL ESTATE","5467333-CN00","5450357-PB00",
"9051675-CN00","Real Estate Company",,,,"Active","2014-05-22T00:00:00.000",,"AMERICAN HERITAGE REAL ESTATE & DEVELOPMENT","9051675-CN00","5507992-PB00",
"5476249-CN00","Real Estate Company",,,,"Active","1991-01-22T00:00:00.000",,"AMERICAN HERITAGE REAL ESTATE INC.","5476249-CN00","5465407-PB00",
"5472918-CN00","Real Estate Company",,,,"Active","1989-04-27T00:00:00.000",,"AMERICAN INVESTMENT REALTY LLC","5472918-CN00","5451173-PB00",
"6051059-CN00","Real Estate Company",,,,"Active","2005-11-03T00:00:00.000",,"AMERICAN LIBERTY REAL ESTATE","6051059-CN00","6042876-PB00",
"5654799-CN00","Real Estate Company",,,,"Active","2004-04-29T00:00:00.000",,"AMERICAN MANAGEMENT SERVICES NORTHWEST, LLC","5654799-CN00","8847960-PB00",
"5461080-CN00","Real Estate Company",,,,"Active","1983-01-31T00:00:00.000",,"AMERICAN NATIONAL PROPERTIES, INC","5461080-CN00","5461079-PB00",
"5477795-CN00","Real Estate Company",,,,"Active","1992-02-24T00:00:00.000",,"AMERICAN PROPERTY MANAGEMENT AND SALES, INC.","5477795-CN00","5460594-PB00",
"8819169-MN00","Property Management Company",,,,"Active","2013-09-17T00:00:00.000",,"AMERICAN PROPERTY MANAGEMENT LLC","8819169-MN00","5472536-DB00",
"5500941-CN00","Real Estate Company",,,,"Active","2002-11-22T00:00:00.000",,"AMERICAN REAL ESTATE LLC","5500941-CN00","5480230-PB00",
"6010793-CN00","Real Estate Company",,,,"Active","2005-09-21T00:00:00.000",,"AMERICAN REAL ESTATE SOLUTIONS INC","6010793-CN00","5450378-PB00",
"5467347-CN00","Real Estate Company",,,,"Active","1986-08-27T00:00:00.000",,"AMERICAN REALTY CORPORATION","5467347-CN00","5451727-PB00",
"7870382-CN00","Real Estate Company",,,,"Active","2010-12-29T00:00:00.000",,"AMERICAN REALTY OF SOUTHERN UTAH LLC","7870382-CN00","6250279-PB00",
"6833256-CN00","Real Estate Company",,,,"Active","2007-12-03T00:00:00.000",,"AMERICAN REALTY SOLUTIONS LLC","6833256-CN00","5452354-PB00",
"5734312-CN00","Real Estate Company",,,,"Active","2004-09-01T00:00:00.000",,"AMERICAN SANCTUARIES  LLC","5734312-CN00","5451031-PB00",
"5457329-CN00","Real Estate Company",,,,"Active","1983-10-19T00:00:00.000",,"AMERICAN WEST REALTY INC","5457329-CN00","5478332-PB00",
"5471617-BO00","Branch Office",,,,"Active","1995-06-02T00:00:00.000",,"AMERICAN WEST REALTY INC  (SALINA)","5471617-BO00","5478332-PB00",
"5471617-BO00","Branch Office",,,,"Active","1995-06-02T00:00:00.000",,"AMERICAN WEST REALTY INC  (SALINA)","5471617-BO00","5457329-CN00",
"5471617-BO00","Branch Office",,,,"Active","1995-06-02T00:00:00.000",,"AMERICAN WEST REALTY INC  (SALINA)","5471617-BO00","5467920-BB00",
"6000182-CN00","Real Estate Company",,,,"Active","2005-09-06T00:00:00.000",,"AMERISTAR REALTY LLC","6000182-CN00","5963821-PB00",
"9017833-CN00","Real Estate Company",,,,"Active","2014-04-18T00:00:00.000",,"AMERITRUE REAL ESTATE & MANAGEMENT PLLC","9017833-CN00","6098794-PB00",
"8845791-MN00","Property Management Company",,,,"Active","2013-11-04T00:00:00.000",,"AMI PROPERTY MANAGEMENT","8845791-MN00","5480353-DB00",
"6216152-CN00","Real Estate Company",,,,"Active","2006-05-02T00:00:00.000",,"AMSOURCE REALTY LLC","6216152-CN00","5611000-PB00",
"7459444-CN00","Real Estate Company",,,,"Active","2009-09-10T00:00:00.000",,"AMY JOHNSON REAL ESTATE LLC","7459444-CN00","5473795-PB00",
"5483359-CN00","Real Estate Company",,,,"Active","1998-03-26T00:00:00.000",,"ANASAZI REALTY, INC.","5483359-CN00","5458532-PB00",
"5475522-CN00","Real Estate Company",,,,"Active","1994-09-23T00:00:00.000",,"ANCESTOR REALTY, INC.","5475522-CN00","5453710-PB00",
"5500931-CN00","Real Estate Company",,,,"Active","2002-11-25T00:00:00.000",,"ANDERSEN REAL ESTATE /DON L.","5500931-CN00","5500510-PB00",
"5459902-CN00","Real Estate Company",,,,"Active","1986-08-13T00:00:00.000",,"ANDERSEN REAL ESTATE INVESTMENTS COMPANY","5459902-CN00","5459901-PB00",
"5478352-CN00","Real Estate Company",,,,"Active","1992-06-05T00:00:00.000",,"ANDERSON  REALTORS/COLLEEN","5478352-CN00","5459866-PB00",
"5479716-CN00","Real Estate Company",,,,"Active","1993-02-16T00:00:00.000",,"ANDERSON & CO.","5479716-CN00","5467223-PB00",
"8142005-CN00","Real Estate Company",,,,"Active","2011-10-31T00:00:00.000",,"ANDERSON CRG","8142005-CN00","5499699-PB00",
"8155595-CN00","Real Estate Company",,,,"Active","2011-11-17T00:00:00.000",,"ANDERSON REALTY GROUP LLC","8155595-CN00","5451623-PB00",
"5466213-CN00","Real Estate Company",,,,"Active","1989-07-10T00:00:00.000",,"ANDREW CORPORATE REALTY","5466213-CN00","5450496-PB00",
"5480233-CN00","Real Estate Company",,,,"Active","1993-05-07T00:00:00.000",,"ANDREWS-EDWARDS REAL ESTATE, INC.","5480233-CN00","5480229-PB00",
"8877216-CN00","Real Estate Company",,,,"Active","2013-12-06T00:00:00.000",,"ANTHONY & COMPANY REAL ESTATE LLC","8877216-CN00","5486000-PB00",
"6092001-MN00","Property Management Company",,,,"Active","2005-12-20T00:00:00.000",,"APARTMENT MANAGEMENT CONSULTANTS","6092001-MN00","8751240-DB00",
"5465983-CN00","Real Estate Company",,,,"Active","2005-01-28T00:00:00.000",,"APEX REALTY","5465983-CN00","5469438-PB00",
"9102814-MN00","Property Management Company",,,,"Active","2014-07-15T00:00:00.000",,"APG PROPERTY MANAGEMENT GROUP","9102814-MN00","5450177-DB00",
"8461641-CN00","Real Estate Company",,,,"Active","2012-10-09T00:00:00.000",,"APPLEGATE REAL ESTATE LLC","8461641-CN00","5829222-PB00",
"6121247-CN00","Real Estate Company",,,,"Active","2006-01-24T00:00:00.000",,"APPLETREE REAL ESTATE LLC","6121247-CN00","5471020-PB00",
"5502457-CN00","Real Estate Company",,,,"Active","2003-02-11T00:00:00.000",,"APPLIED REAL ESTATE SOLUTIONS","5502457-CN00","5474519-PB00",
"7422848-CN00","Real Estate Company",,,,"Active","2009-08-17T00:00:00.000",,"APROPOS PROPERTIES","7422848-CN00","5472615-PB00",
"7247166-CN00","Real Estate Company",,,,"Active","2009-01-21T00:00:00.000",,"ARBOR REALTY LLC","7247166-CN00","5507752-PB00",
"8263995-BO00","Branch Office",,,,"Active","2012-03-14T00:00:00.000",,"ARBOR REALTY LLC  (PROVO)","8263995-BO00","7247166-CN00",
"8263995-BO00","Branch Office",,,,"Active","2012-03-14T00:00:00.000",,"ARBOR REALTY LLC  (PROVO)","8263995-BO00","5507752-PB00",
"8263995-BO00","Branch Office",,,,"Active","2012-03-14T00:00:00.000",,"ARBOR REALTY LLC  (PROVO)","8263995-BO00","7193729-BB00",
"6743407-CN00","Real Estate Company",,,,"Active","2007-09-06T00:00:00.000",,"ARBUCKLE REAL ESTATE LLC","6743407-CN00","5482619-PB00",
"7682439-CN00","Real Estate Company",,,,"Active","2010-05-17T00:00:00.000",,"ARCADIA MANAGEMENT GROUP INC","7682439-CN00","7640362-PB00",
"5462977-CN00","Real Estate Company",,,,"Active","1998-10-29T00:00:00.000",,"ARCADIA REAL ESTATE SERVICES","5462977-CN00","5452614-PB00",
"5479375-CN00","Real Estate Company",,,,"Active","2010-12-07T00:00:00.000",,"ARCHES REALTY","5479375-CN00","5474206-PB00",
"5508335-CN00","Real Estate Company",,,,"Active","2003-09-26T00:00:00.000",,"ARGENTA  REALTY GROUP","5508335-CN00","5465874-PB00",
"6502205-CN00","Real Estate Company",,,,"Active","2007-02-21T00:00:00.000",,"ARI REALTY AND INVESTMENTS","6502205-CN00","5503822-PB00",
"7376338-CN00","Real Estate Company",,,,"Active","2009-06-04T00:00:00.000",,"ARMSTRONG FLINDERS & ASSOCIATES REALTORS PLLC","7376338-CN00","5484219-PB00",
"5501371-CN00","Real Estate Company",,,,"Active","2007-02-16T00:00:00.000",,"ARMSTRONG PROPERTY MANAGEMENT INC","5501371-CN00","5502549-PB00",
"5488256-CN00","Real Estate Company",,,,"Active","2000-10-23T00:00:00.000",,"AROUND THE CLOCK REAL ESTATE","5488256-CN00","5487512-PB00",
"5481224-CN00","Real Estate Company",,,,"Active","1993-09-27T00:00:00.000",,"ARROW REAL ESTATE SERVICES","5481224-CN00","5500078-PB00",
"7073143-CN00","Real Estate Company",,,,"Active","2008-07-15T00:00:00.000",,"ARROW REALTY SERVICES","7073143-CN00","7030367-PB00",
"5483174-CN00","Real Estate Company",,,,"Active","1998-02-13T00:00:00.000",,"ARROWHEAD PROPERTIES","5483174-CN00","5475047-PB00",
"6300147-CN00","Real Estate Company",,,,"Active","2006-08-22T00:00:00.000",,"ARTHUR BERRY & COMPANY","6300147-CN00","6242666-PB00",
"5457423-CN00","Real Estate Company",,,,"Active","1986-08-07T00:00:00.000",,"ASA REALTY","5457423-CN00","5461505-PB00",
"7291996-CN00","Real Estate Company",,,,"Active","2009-03-10T00:00:00.000",,"ASCENT REAL ESTATE GROUP LLC","7291996-CN00","5498090-PB00",
"5453851-CN00","Real Estate Company",,,,"Active","1986-08-06T00:00:00.000",,"ASHLEY INVESTORS INC","5453851-CN00","5450228-PB00",
"8002543-CN00","Real Estate Company",,,,"Active","2011-05-16T00:00:00.000",,"ASHTAR REALTY","8002543-CN00","5669665-PB00",
"5493867-CN00","Real Estate Company",,,,"Active","2001-09-17T00:00:00.000",,"ASHWORTH REAL ESTATE/SHIRLEY","5493867-CN00","5465680-PB00",
"5474773-CN00","Real Estate Company",,,,"Active","1988-03-15T00:00:00.000",,"ASPEN CORPORATION","5474773-CN00","5455783-PB00",
"6964118-CN00","Real Estate Company",,,,"Active","2008-03-31T00:00:00.000",,"ASPEN CREEK REALTY","6964118-CN00","5492716-PB00",
"6925415-CN00","Real Estate Company",,,,"Active","2008-02-28T00:00:00.000",,"ASPEN HOMES BROKERAGE","6925415-CN00","5460481-PB00",
