"grid_address","watts","fixture_style","bulb_type","bridge_indicator","pole_material","lumens","latitude","longitude","geocoded_column","street_address","work_order_number","work_order_status","entered_date","entered_by_user","number_of_lights_out","resolution","date_completed","number_of_days_out","light_outage"
"N0520EC0800","250","ENCL","High Pressure Sodium","No","Concrete","23000","36.9207","-76.2844","(36.9206699295488, -76.284388667493)",,,,,,,,,,
"N0515FO5600","100","TRAD","High Pressure Sodium","No","Fiberglass","8000","36.8325","-76.2818","(36.8324989762273, -76.2818432287647)",,,,,,,,,,
"N0521PA7700","100","ENFL","High Pressure Sodium","No","Wood","8000","36.9386","-76.2645","(36.938588198596, -76.2644635390347)",,,,,,,,,,
"N0519LN7700","250","ENFL","High Pressure Sodium","No","Concrete","23000","36.9147","-76.2716","(36.9146596462677, -76.2715639882179)",,,,,,,,,,
"N0717NB0600","70","ENCL","High Pressure Sodium","No","Wood","5000","36.8568","-76.1857","(36.8568198400307, -76.18569469958)",,,,,,,,,,
"N0618BJ3300","100","ENCL","High Pressure Sodium","No","Wood","8000","36.888","-76.2473","(36.8879975783475, -76.2473248855571)",,,,,,,,,,
"N0618CG5500","150","ULTR","High Pressure Sodium","No","Wood","14000","36.8842","-76.2455","(36.8841730553312, -76.2454548356196)",,,,,,,,,,
"N0620QC2200","70","ENCL","High Pressure Sodium","No","Wood","5000","36.9199","-76.222","(36.9198815183862, -76.2219986389709)",,,,,,,,,,
"N0617IJ2100","400","ENCL","High Pressure Sodium","No","Wood","42000","36.8668","-76.2358","(36.8667620608118, -76.235750204477)",,,,,,,,,,
"N0419VA4900","70","ENFL","High Pressure Sodium","No","Wood","5000","36.8972","-76.2966","(36.8972118658837, -76.2965989148824)",,,,,,,,,,
"N0517FO8900","70","TRAD","High Pressure Sodium","No","Fiberglass","5000","36.8745","-76.2816","(36.8745048694216, -76.2816444546363)",,,,,,,,,,
"N0516EA8300","100","CLTC","LED","No","Fiberglass","3","36.8338","-76.2828","(36.8337554629663, -76.2828132515337)",,,,,,,,,,
"N0418ND2601","70","COLN","High Pressure Sodium","No","Fiberglass","5000","36.8802","-76.3107","(36.8801769462515, -76.3106607489656)",,,,,,,,,,
"N0419RA8400","250","COXX","LED","No","Wood","5","36.8967","-76.303","(36.8966903352294, -76.3030465846242)",,,,,,,,,,
"N0516DN6300","250","ENFL","High Pressure Sodium","No","Steel","23000","36.8517","-76.2851","(36.8517153578817, -76.285113413365)",,,,,,,,,,
"N0517CG2100","100","COLN","High Pressure Sodium","No","Fiberglass","8000","36.8629","-76.2871","(36.8628525080105, -76.2871286344969)",,,,,,,,,,
"N0619HO8500","400","ENFL","High Pressure Sodium","No","Concrete","42000","36.9159","-76.2362","(36.9158970634226, -76.236180224384)",,,,,,,,,,
"N0717JA5800","70","ENFL","High Pressure Sodium","No","Wood","5000","36.8553","-76.1916","(36.8552987344518, -76.1916079219707)",,,,,,,,,,
"N0620UB7100","70","ENCL","High Pressure Sodium","No","Wood","5000","36.9183","-76.2144","(36.9182874751781, -76.2143608640144)",,,,,,,,,,
"N0720IE8900","150","TRAD","High Pressure Sodium","No","Fiberglass","14000","36.9235","-76.1933","(36.9234974689389, -76.1932784659566)",,,,,,,,,,
"N0621BD0900","70","ENCL","High Pressure Sodium","No","Wood","5000","36.9429","-76.2479","(36.9429033604708, -76.247855520913)",,,,,,,,,,
"N0517BB5600","100","ENCL","High Pressure Sodium","No","Wood","8000","36.8566","-76.2884","(36.8565551763319, -76.2884128215729)",,,,,,,,,,
"N0515RP1000","100","ENCL","High Pressure Sodium","No","Wood","8000","36.8333","-76.2618","(36.8332954521556, -76.2617829210305)",,,,,,,,,,
"N0518VI1400","70","ENFL","High Pressure Sodium","No","Wood","5000","36.8867","-76.2555","(36.8866762045129, -76.2555145935346)","5408 Douglas St","33433438","CLOSED","2022-08-16T20:53:49.000","Dominion","1","REPL ST OR AREA LT BULB & EYE","2022-08-17T00:00:00.000","1","Light Outage"
"N0621GD9200","70","ENCL","High Pressure Sodium","No","Wood","5000","36.9418","-76.2379","(36.9417771525929, -76.2378664948604)",,,,,,,,,,
"N0619SB0800","100","ENFL","High Pressure Sodium","No","Wood","8000","36.8983","-76.219","(36.8983143827486, -76.218998636184)",,,,,,,,,,
"N0716EF8700","250","ENCL","High Pressure Sodium","No","Wood","23000","36.8413","-76.2","(36.8412709265342, -76.2000058530856)",,,,,,,,,,
"N0521TE2600","70","ENFL","High Pressure Sodium","No","Wood","5000","36.944","-76.2586","(36.943953988143, -76.2585548617029)",,,,,,,,,,
"N0618AK8400","70","ENCL","High Pressure Sodium","No","Wood","5000","36.8896","-76.2484","(36.8896013211106, -76.248433322447)",,,,,,,,,,
"N0516FN8000","150","ENFL","High Pressure Sodium","No","Concrete","14000","36.8513","-76.2817","(36.8512636970846, -76.2817459599516)",,,,,,,,,,
"N0716GA0500","100","TRAD","High Pressure Sodium","No","Concrete","8000","36.834","-76.1973","(36.834037831922, -76.1972791179442)",,,,,,,,,,
"N0517EL3800","250","COXX","LED","No","Wood","5","36.8704","-76.2839","(36.8704066344912, -76.283854021477)",,,,,,,,,,
"N0716EN2100","250","ENFL","High Pressure Sodium","No","Wood","23000","36.8515","-76.2006","(36.8515023704585, -76.2006408513704)",,,,,,,,,,
"N0618RK2400","400","COXX","LED","No","Wood","8","36.8893","-76.2204","(36.8892781806922, -76.2204163366633)",,,,,,,,,,
"N0619JG8100","70","ENCL","High Pressure Sodium","No","Concrete","5000","36.9044","-76.2323","(36.9044136019228, -76.2323068674106)",,,,,,,,,,
"N0518GF8100","70","TRAD","High Pressure Sodium","No","Concrete","5000","36.8823","-76.2797","(36.8822876360375, -76.2796726077294)",,,,,,,,,,
"N0518NE6600","150","ENFL","High Pressure Sodium","No","Wood","14000","36.8813","-76.2677","(36.8812615555843, -76.2676516937425)",,,,,,,,,,
"N0620DK2300","250","ULTR","High Pressure Sodium","No","Wood","23000","36.931","-76.2442","(36.9309993936217, -76.2441539664472)",,,,,,,,,,
"N0617RN9700","400","SBBA","LED","No","Wood","7","36.8731","-76.2194","(36.8730902329473, -76.2194154189501)",,,,,,,,,,
"N0716ED3700","100","ENFL","High Pressure Sodium","No","Wood","8000","36.8386","-76.1992","(36.8385702503494, -76.1992041787829)","148 Kidd Blvd","33432163","CLOSED","2022-08-15T15:19:49.000","Dominion","1","REPL ST OR AREA LT BULB & EYE","2022-08-22T00:00:00.000","7","Light Outage"
"N0717NC7700","100","ENFL","High Pressure Sodium","No","Wood","8000","36.8581","-76.1845","(36.8581198060316, -76.1844617959745)",,,,,,,,,,
"N0617QD9600","70","ENFL","High Pressure Sodium","No","Concrete","5000","36.8593","-76.2206","(36.8592605668897, -76.2206246887064)",,,,,,,,,,
"N0516GB1200","150","ENFL","High Pressure Sodium","No","Wood","14000","36.8351","-76.2807","(36.8351466763039, -76.2806909584478)",,,,,,,,,,
"N0519VK5800","70","ENFL","High Pressure Sodium","No","Wood","5000","36.9103","-76.254","(36.9103388722527, -76.2539697971491)",,,,,,,,,,
"N0517AD1200","100","TRAD","High Pressure Sodium","No","Fiberglass","8000","36.8589","-76.2911","(36.8588945014193, -76.2911400542718)",,,,,,,,,,
"N0618OI2800","100","ENCL","High Pressure Sodium","No","Wood","8000","36.8871","-76.2253","(36.887079694245, -76.2253495107351)",,,,,,,,,,
"N0517FM6900","70","ENFL","High Pressure Sodium","No","Wood","5000","36.872","-76.2818","(36.8720397719421, -76.281782667246)",,,,,,,,,,
"N0521QG9800","100","ENFL","High Pressure Sodium","No","Wood","8000","36.947","-76.2625","(36.9470105494533, -76.2625274823302)",,,,,,,,,,
"N0617IM7800","70","ENCL","High Pressure Sodium","No","Wood","5000","36.8717","-76.2346","(36.8717282302104, -76.2346462149507)",,,,,,,,,,
"N0521XK2700","400","ENFL","High Pressure Sodium","No","Concrete","42000","36.9526","-76.2515","(36.9526408123975, -76.2514821890565)",,,,,,,,,,
"N0717JA2700","400","COXX","LED","No","Wood","8","36.8552","-76.1922","(36.8552300513703, -76.1921672898791)",,,,,,,,,,
"N0616LM9800","70","ENFL","High Pressure Sodium","No","Wood","5000","36.8512","-76.2294","(36.8511964333161, -76.2293587876857)",,,,,,,,,,
"N0416WN0400","70","TRAD","High Pressure Sodium","No","Concrete","5000","36.852","-76.2953","(36.8520102851004, -76.2953110117567)",,,,,,,,,,
"N0519XK5100","250","ENFL","High Pressure Sodium","No","Aluminum","23000","36.9097","-76.2514","(36.9097254415612, -76.2513507799025)",,,,,,,,,,
"N0618AA1500","70","ENFL","High Pressure Sodium","No","Wood","5000","36.8758","-76.2495","(36.8758075313691, -76.2494823963679)",,,,,,,,,,
"N0715FO2200","100","TRAD","High Pressure Sodium","No","Fiberglass","8000","36.8322","-76.1993","(36.8322020667368, -76.1993084987183)",,,,,,,,,,
"N0420XC3200","250","ENCL","High Pressure Sodium","No","Concrete","23000","36.9197","-76.2935","(36.9196829696284, -76.2934532150153)",,,,,,,,,,
"N0517BB5700","100","ENCL","High Pressure Sodium","No","Wood","8000","36.8576","-76.2876","(36.8576102063835, -76.2875894537134)",,,,,,,,,,
"N0515IO0700","250","ENCL","High Pressure Sodium","Yes","Aluminum","23000","36.8324","-76.2757","(36.8323871423307, -76.27574221325)",,,,,,,,,,
"N0618CB3400","150","ULTR","High Pressure Sodium","No","Wood","14000","36.8773","-76.2456","(36.8772675164403, -76.2455871096292)",,,,,,,,,,
"N0517HJ2000","70","TRAD","High Pressure Sodium","No","Fiberglass","5000","36.8666","-76.2789","(36.8666296201287, -76.2788564132932)",,,,,,,,,,
"N0517RI8600","150","ENFL","High Pressure Sodium","No","Wood","14000","36.8663","-76.2605","(36.8662709222641, -76.2605357888035)",,,,,,,,,,
"N0516DL5800","150","ACBA","LED","No","Aluminum","3","36.8498","-76.2854","(36.8498414079874, -76.2853657577785)",,,,,,,,,,
"N0518BI9500","70","TRAD","High Pressure Sodium","No","Wood","5000","36.8867","-76.2881","(36.8867498633679, -76.2880975480865)",,,,,,,,,,
"N0418WB1300","250","ENFL","High Pressure Sodium","No","Wood","23000","36.8801","-76.2949","(36.8800670823682, -76.2949068814616)",,,,,,,,,,
"N0716HD9400","70","ENFL","High Pressure Sodium","No","Wood","5000","36.8382","-76.1949","(36.8381642925591, -76.1948911148359)",,,,,,,,,,
"N0720DL4500","100","ENFL","High Pressure Sodium","No","Wood","8000","36.9326","-76.2018","(36.9326471133844, -76.2018423603316)",,,,,,,,,,
"N0719GN7600","100","ENFL","High Pressure Sodium","No","Wood","8000","36.9146","-76.196","(36.9145815381874, -76.1960378514966)",,,,,,,,,,
"N0518OC6800","70","ENFL","High Pressure Sodium","No","Wood","5000","36.8789","-76.2665","(36.8789066838438, -76.2664761854553)",,,,,,,,,,
"N0621AH7700","150","ENFL","High Pressure Sodium","No","Wood","14000","36.9482","-76.2483","(36.9481931511934, -76.248341789327)",,,,,,,,,,
"N0617TD3800","150","ENFL","High Pressure Sodium","No","Wood","14000","36.8604","-76.2161","(36.8603773517559, -76.2161324272458)",,,,,,,,,,
"N0518NE8200","150","ENCL","High Pressure Sodium","No","Wood","14000","36.8809","-76.2678","(36.8809104866277, -76.2677771801946)",,,,,,,,,,
"N0522FG8100","150","ENCL","High Pressure Sodium","No","Wood","14000","36.967","-76.2813","(36.9669952834662, -76.28125447374)",,,,,,,,,,
"N0418QL7600","400","COXX","LED","No","Wood","7","36.8913","-76.3039","(36.8913328377806, -76.3038686460002)",,,,,,,,,,
"N0619QD4300","100","ENCL","High Pressure Sodium","No","Wood","8000","36.9004","-76.2217","(36.9004462621458, -76.2216840639132)",,,,,,,,,,
"N0417UH7100","100","ENFL","High Pressure Sodium","No","Wood","8000","36.864","-76.2971","(36.8640308127616, -76.2971421953659)",,,,,,,,,,
"N0720BO2800","250","ENCL","High Pressure Sodium","No","Wood","23000","36.916","-76.2062","(36.916006302762, -76.2061725391673)",,,,,,,,,,
"N0620OD1100","70","ENFL","High Pressure Sodium","No","Wood","5000","36.9212","-76.2253","(36.9212265736017, -76.2252722832105)",,,,,,,,,,
"N0419XO5500","100","ENCL","High Pressure Sodium","No","Wood","8000","36.916","-76.293","(36.9159828624838, -76.2930090828361)",,,,,,,,,,
"N0417QG3200","250","ENFL","High Pressure Sodium","No","Aluminum","23000","36.863","-76.3053","(36.8629606169936, -76.3052897926781)",,,,,,,,,,
"N0520ND1200","400","ULTR","High Pressure Sodium","No","Concrete","42000","36.9213","-76.2698","(36.9213436212842, -76.2697715516382)",,,,,,,,,,
"N0515IL5500","150","SBBA","LED","No","Concrete","3","36.8285","-76.2768","(36.8284983906063, -76.2767583203149)",,,,,,,,,,
"N0617IM0200","100","ENFL","High Pressure Sodium","No","Wood","8000","36.8711","-76.2361","(36.8710589914155, -76.2361297771776)",,,,,,,,,,
"N0618YB2000","250","ULTR","High Pressure Sodium","No","Concrete","23000","36.8771","-76.2085","(36.8770552685683, -76.2084736543341)",,,,,,,,,,
"N0521WD2200","70","ENCL","High Pressure Sodium","No","Wood","5000","36.9421","-76.2534","(36.9421219443753, -76.253396222531)",,,,,,,,,,
"N0716GO3600","250","ENCL","High Pressure Sodium","No","Wood","23000","36.8535","-76.1973","(36.8535099166456, -76.1973341532743)",,,,,,,,,,
"N0519NL2300","70","ENFL","High Pressure Sodium","No","Wood","5000","36.9114","-76.269","(36.9114429039222, -76.2690276863714)",,,,,,,,,,
"N0516VO3400","70","ENCL","High Pressure Sodium","No","Wood","5000","36.8537","-76.2543","(36.8536893171293, -76.2542556950964)",,,,,,,,,,
"N0419VO9600","400","ENFL","High Pressure Sodium","No","Wood","42000","36.916","-76.2958","(36.9160198478561, -76.2958136635017)",,,,,,,,,,
"N0618UF2600","250","ENCL","High Pressure Sodium","No","Steel","23000","36.8828","-76.2151","(36.8828312654523, -76.2150551330549)",,,,,,,,,,
"N0618VI9900","70","COXX","LED","No","Fiberglass","1","36.8873","-76.2125","(36.8873032346832, -76.212486363619)",,,,,,,,,,
"N0617FD3500","250","ENCL","High Pressure Sodium","No","Wood","23000","36.8593","-76.2406","(36.8593095276824, -76.240583279221)",,,,,,,,,,
"N0520WE4400","150","ENCL","High Pressure Sodium","No","Wood","14000","36.9226","-76.2528","(36.9226075712179, -76.2528450482044)",,,,,,,,,,
"N0517OG3900","70","ENCL","High Pressure Sodium","No","Wood","5000","36.8638","-76.2667","(36.863804107287, -76.2667020978496)",,,,,,,,,,
"N0520DA7200","100","ENCL","High Pressure Sodium","No","Wood","8000","36.9172","-76.2851","(36.9171772915963, -76.285063035138)",,,,,,,,,,
"N0618KB2600","100","ENCL","High Pressure Sodium","No","Wood","8000","36.8774","-76.2321","(36.8773531803474, -76.2321355751076)",,,,,,,,,,
"N0618TC8400","250","ENCL","High Pressure Sodium","No","Wood","23000","36.8786","-76.2157","(36.878590701061, -76.2156740197354)",,,,,,,,,,
"N0619RD4400","100","ENCL","High Pressure Sodium","No","Wood","8000","36.9009","-76.2199","(36.9008763079189, -76.2199170307879)",,,,,,,,,,
"N0518QJ0100","150","ENCL","High Pressure Sodium","No","Wood","14000","36.8876","-76.264","(36.8876453697044, -76.2639818853521)",,,,,,,,,,
"N0418PC8000","100","ENFL","High Pressure Sodium","No","Wood","8000","36.8779","-76.3063","(36.877864438753, -76.3063272603724)",,,,,,,,,,
"N0716ID1000","70","ENFL","High Pressure Sodium","No","Concrete","5000","36.8375","-76.194","(36.8374513618778, -76.1939944758083)",,,,,,,,,,
"N0518UE6800","150","ENFL","High Pressure Sodium","No","Wood","14000","36.8817","-76.2559","(36.8816927103287, -76.2559291493674)",,,,,,,,,,
"N0621OA6800","400","ENFL","High Pressure Sodium","No","Wood","42000","36.939","-76.2249","(36.9389856608167, -76.224882978474)",,,,,,,,,,
"N0617OH9600","70","ENCL","High Pressure Sodium","No","Wood","5000","36.8645","-76.2244","(36.8645411238114, -76.2244153430408)",,,,,,,,,,
"N0620DD4000","70","ENFL","High Pressure Sodium","No","Wood","5000","36.9213","-76.2433","(36.9212630049681, -76.2433253730441)",,,,,,,,,,
"N0517OG1300","100","ENCL","High Pressure Sodium","No","Wood","8000","36.8629","-76.2674","(36.8629120753996, -76.2673555764975)",,,,,,,,,,
"N0417YB3900","100","TRAD","High Pressure Sodium","No","Fiberglass","8000","36.8574","-76.2915","(36.8573733087159, -76.2915408771941)",,,,,,,,,,
"N0418TC9400","150","ENFL","High Pressure Sodium","No","Wood","14000","36.8784","-76.2992","(36.878358947191, -76.2991899661182)",,,,,,,,,,
"N0518BB1600","70","ENFL","High Pressure Sodium","No","Wood","5000","36.8774","-76.2894","(36.8773767721297, -76.28944761841)","553 W 34th St","33377664","CLOSED","2022-06-30T09:30:57.000","Dominion","1","REPL ST OR AREA LT BULB & EYE","2022-07-13T00:00:00.000","13","Light Outage"
"N0518NI6000","150","COLN","High Pressure Sodium","No","Fiberglass","14000","36.8865","-76.2682","(36.8864608275135, -76.2681717424617)",,,,,,,,,,
"N0519JE8800","100","ENCL","High Pressure Sodium","No","Wood","8000","36.9026","-76.2746","(36.9025832985411, -76.2745703812589)",,,,,,,,,,
"N0618VB4000","100","ENFL","High Pressure Sodium","No","Wood","8000","36.8767","-76.2129","(36.8767298691448, -76.2129216111337)",,,,,,,,,,
"N0717NE7300","100","ENCL","High Pressure Sodium","No","Wood","8000","36.86","-76.1845","(36.8600386579397, -76.1845194617766)",,,,,,,,,,
"N0616JO7300","150","ENCL","High Pressure Sodium","No","Concrete","14000","36.8531","-76.2332","(36.8530973803927, -76.2331787442599)",,,,,,,,,,
"N0418MJ5500","100","ENCL","High Pressure Sodium","No","Wood","8000","36.8882","-76.3123","(36.888215136207, -76.3123070412446)",,,,,,,,,,
"N0517IG6300","100","ENFL","High Pressure Sodium","No","Wood","8000","36.8631","-76.2764","(36.8630807935754, -76.2763598361777)",,,,,,,,,,
"N0618HF0300","70","ENFL","High Pressure Sodium","No","Wood","5000","36.8825","-76.2376","(36.8824898358256, -76.2376421537237)",,,,,,,,,,
"N0619FG6000","100","ENCL","High Pressure Sodium","No","Wood","8000","36.9044","-76.2401","(36.9043914939625, -76.2400949194514)",,,,,,,,,,
"N0519BN3200","70","ENFL","High Pressure Sodium","No","Wood","5000","36.9141","-76.2892","(36.9141011236932, -76.2891736898423)",,,,,,,,,,
"N0619AM1100","250","ENFL","High Pressure Sodium","No","Concrete","23000","36.9118","-76.2489","(36.911764132315, -76.2489121280428)",,,,,,,,,,
"N0516SA0500","70","ENCL","High Pressure Sodium","No","Wood","5000","36.8342","-76.2607","(36.8342335383935, -76.2606985767789)",,,,,,,,,,
"N0517JO8500","70","ENCL","High Pressure Sodium","No","Wood","5000","36.8742","-76.2746","(36.874215889895, -76.274616202215)",,,,,,,,,,
"N0417SC2800","100","TRAD","High Pressure Sodium","No","Fiberglass","8000","36.858","-76.3021","(36.8580497127642, -76.3021025253424)",,,,,,,,,,
"N0618SB3600","100","ENFL","High Pressure Sodium","No","Wood","8000","36.876","-76.2197","(36.8760426370623, -76.2196737660272)",,,,,,,,,,
"N0616KH8900","100","ENCL","High Pressure Sodium","No","Wood","8000","36.8441","-76.2309","(36.8441122710566, -76.2308527115753)",,,,,,,,,,
"N0620EC2000","150","ULTR","High Pressure Sodium","No","Wood","14000","36.9197","-76.2424","(36.9196972267596, -76.2424259202828)",,,,,,,,,,
"N0518RD9100","70","ENCL","High Pressure Sodium","No","Wood","5000","36.8797","-76.2617","(36.8797357294424, -76.2617118545045)",,,,,,,,,,
"N0518MB6000","100","ENCL","High Pressure Sodium","No","Wood","8000","36.8766","-76.2698","(36.8765741847918, -76.2698039369071)",,,,,,,,,,
"N0417VM3400","100","TRAD","High Pressure Sodium","No","Fiberglass","8000","36.8711","-76.2968","(36.8711100911987, -76.2967827770058)",,,,,,,,,,
"N0616AF8000","150","TRAD","High Pressure Sodium","No","Fiberglass","14000","36.8414","-76.2486","(36.8414428201912, -76.2486297651566)",,,,,,,,,,
"N0516IM8500","250","ENFL","High Pressure Sodium","No","Steel","23000","36.8501","-76.2762","(36.8500512264523, -76.2762011112684)",,,,,,,,,,
"N0617KM2100","250","ENCL","High Pressure Sodium","No","Wood","23000","36.8714","-76.232","(36.8713884117736, -76.2320483608095)",,,,,,,,,,
"N0521PI9600","70","ENFL","High Pressure Sodium","No","Wood","5000","36.9495","-76.2643","(36.9495150844687, -76.2643147704041)",,,,,,,,,,
"N0517VM8400","70","ENCL","High Pressure Sodium","No","Wood","5000","36.8714","-76.2543","(36.8714439857345, -76.2543455568669)",,,,,,,,,,
"N0617WM1000","100","ENCL","High Pressure Sodium","No","Wood","8000","36.871","-76.2122","(36.8709984341902, -76.2121570270346)",,,,,,,,,,
"N0417SK5400","400","COXX","LED","No","Wood","7","36.8694","-76.3009","(36.8693726565331, -76.3008971732752)",,,,,,,,,,
"N0618EA9400","150","ULTR","High Pressure Sodium","No","Wood","14000","36.8759","-76.2414","(36.8758695311249, -76.2414030728518)",,,,,,,,,,
"N0518HH5800","70","TRAD","High Pressure Sodium","No","Concrete","5000","36.8859","-76.2785","(36.8859072781859, -76.2785061437519)",,,,,,,,,,
"N0716FG2300","70","ENFL","High Pressure Sodium","No","Wood","5000","36.8416","-76.1993","(36.8416386130036, -76.1992716747911)",,,,,,,,,,
"N0617XO1800","400","COXX","LED","No","Fiberglass","8","36.8748","-76.21","(36.8747641023773, -76.2099881459348)",,,,,,,,,,
"N0619GK9900","100","ENCL","High Pressure Sodium","No","Concrete","8000","36.9108","-76.2379","(36.9107780950828, -76.2379304098205)",,,,,,,,,,
"N0618CB7400","150","ULTR","High Pressure Sodium","No","Wood","14000","36.877","-76.2448","(36.8770170439184, -76.2447887109184)",,,,,,,,,,
"N0515LM8700","70","ENFL","High Pressure Sodium","No","Wood","5000","36.83","-76.2711","(36.8299807800586, -76.2710743580274)",,,,,,,,,,
"N0420MB5300","70","ENCL","High Pressure Sodium","No","Wood","5000","36.9197","-76.3126","(36.9196775757393, -76.3126343828334)",,,,,,,,,,
"N0416YM3800","150","ACBA","LED","No","Aluminum","3","36.8512","-76.2917","(36.8511806992621, -76.2916938251378)",,,,,,,,,,
"N0521VE1900","70","ENFL","High Pressure Sodium","No","Wood","5000","36.9441","-76.2572","(36.9440840181554, -76.257161344731)",,,,,,,,,,
"N0517IF2800","150","COLN","High Pressure Sodium","No","Fiberglass","14000","36.8622","-76.2775","(36.8622404348994, -76.277544993607)",,,,,,,,,,
"N0617OM6800","70","ENCL","High Pressure Sodium","No","Wood","5000","36.8719","-76.2246","(36.8719436387538, -76.2246100899993)",,,,,,,,,,
"N0420JF1900","150","ENFL","High Pressure Sodium","No","Wood","14000","36.925","-76.3173","(36.9250287931395, -76.3173140034551)",,,,,,,,,,
"N0619DG2400","70","ENCL","High Pressure Sodium","No","Wood","5000","36.9047","-76.2442","(36.904713694613, -76.2442246690253)",,,,,,,,,,
"N0518WB8200","400","INT","High Pressure Sodium","No","Aluminum","42000","36.8768","-76.2523","(36.8768139000406, -76.2523064211544)",,,,,,,,,,
"N0617CK2600","70","ENCL","High Pressure Sodium","No","Wood","5000","36.8688","-76.2458","(36.8687998861433, -76.2458245404122)",,,,,,,,,,
"N0618RB2600","100","ENFL","High Pressure Sodium","No","Wood","8000","36.8752","-76.2218","(36.8751576373321, -76.2217504880692)",,,,,,,,,,
"N0519HB7600","100","ENCL","High Pressure Sodium","No","Wood","8000","36.8982","-76.2786","(36.8982494335341, -76.2785698956274)",,,,,,,,,,
"N0616KL5400","100","ENCL","High Pressure Sodium","No","Wood","8000","36.8491","-76.2317","(36.8490848043143, -76.231691927841)",,,,,,,,,,
"N0621HD4600","70","ENCL","High Pressure Sodium","No","Wood","5000","36.9424","-76.2367","(36.9423711185233, -76.2367226333957)",,,,,,,,,,
"N0519XB8200","70","ENCL","High Pressure Sodium","No","Wood","5000","36.8976","-76.2508","(36.8976438610228, -76.2507771073172)",,,,,,,,,,
"N0619MI5100","70","ENFL","High Pressure Sodium","No","Wood","5000","36.9074","-76.2285","(36.9073930197732, -76.2285146221902)",,,,,,,,,,
"N0516IM8500","400","ULTR","High Pressure Sodium","No","Steel","42000","36.8501","-76.2762","(36.8500512264523, -76.2762011112684)",,,,,,,,,,
"N0518RO1700","70","ENCL","High Pressure Sodium","No","Wood","5000","36.8953","-76.2613","(36.8953135330494, -76.2612518105514)",,,,,,,,,,
"N0517BJ2500","100","TRAD","High Pressure Sodium","No","Fiberglass","8000","36.8671","-76.2888","(36.8671280739446, -76.2888094562748)",,,,,,,,,,
"N0720HL7100","70","ACRN","High Pressure Sodium","No","Fiberglass","5000","36.9313","-76.1954","(36.9312702261373, -76.1953695579355)",,,,,,,,,,
"N0416VN5800","70","TRAD","High Pressure Sodium","No","Concrete","5000","36.8527","-76.2963","(36.8526546002178, -76.2962848623509)",,,,,,,,,,
"N0617OB7300","250","ENFL","High Pressure Sodium","No","Wood","23000","36.8562","-76.2248","(36.8561982752733, -76.2247542296292)",,,,,,,,,,
"N0617AJ1800","400","INT","High Pressure Sodium","No","Aluminum","42000","36.8679","-76.2495","(36.8679034065442, -76.2495333036642)",,,,,,,,,,
"N0619JF7200","70","ENCL","High Pressure Sodium","No","Concrete","5000","36.9029","-76.2332","(36.9029032236527, -76.2331874595085)",,,,,,,,,,
"N0616WF9200","400","INT","High Pressure Sodium","No","Steel","42000","36.8407","-76.2105","(36.8406755507846, -76.2105185360651)",,,,,,,,,,
"N0617RK0900","70","ENCL","High Pressure Sodium","No","Wood","5000","36.8692","-76.2208","(36.8692011943608, -76.2207565507114)",,,,,,,,,,
"N0621CC5600","150","ENFL","High Pressure Sodium","No","Wood","14000","36.9408","-76.2453","(36.940811039011, -76.2453370062707)",,,,,,,,,,
"N0519XD2500","70","ENCL","High Pressure Sodium","No","Wood","5000","36.9004","-76.252","(36.9004385432338, -76.2519564843319)",,,,,,,,,,
"N0517BP9900","70","ENCL","High Pressure Sodium","No","Wood","5000","36.8747","-76.2881","(36.8746552257039, -76.2880687387845)",,,,,,,,,,
"N0417PM5700","70","ENCL","High Pressure Sodium","No","Wood","5000","36.8723","-76.306","(36.872281136536, -76.3060476515046)",,,,,,,,,,
"N0619AO3800","70","ENFL","High Pressure Sodium","No","Wood","5000","36.9162","-76.2491","(36.9161644221274, -76.2491226624252)",,,,,,,,,,
"N0720DF7200","100","ENCL","High Pressure Sodium","No","Wood","8000","36.9227","-76.2012","(36.9226799122037, -76.2011625407453)",,,,,,,,,,
"N0516EM9500","250","ENCL","High Pressure Sodium","No","Concrete","23000","36.851","-76.2827","(36.8509610171399, -76.2826625892157)",,,,,,,,,,
"N0617XO1900","400","ENFL","High Pressure Sodium","No","Fiberglass","42000","36.8745","-76.2104","(36.8745272914017, -76.2104248504123)",,,,,,,,,,
"N0717OA3900","70","ENCL","High Pressure Sodium","No","Wood","5000","36.8554","-76.1835","(36.8554481554152, -76.1834624053086)",,,,,,,,,,
"N0619HE3000","100","ENCL","High Pressure Sodium","No","Concrete","8000","36.9011","-76.2373","(36.9011357057149, -76.2373089098642)",,,,,,,,,,
"N0616LK0900","70","ENFL","High Pressure Sodium","No","Wood","5000","36.8484","-76.231","(36.8483896174737, -76.2310054205448)",,,,,,,,,,
"N0621GE1100","70","ENCL","High Pressure Sodium","No","Wood","5000","36.9433","-76.2392","(36.9433148229829, -76.2392314997258)",,,,,,,,,,
"N0417XB0700","70","TRAD","High Pressure Sodium","No","Concrete","5000","36.8569","-76.2936","(36.8568607690808, -76.293628147114)","308 Fairfax Ave","33287537","Follow-up","2022-04-06T16:22:46.000","Dominion","1","REPAIR LIGHT CONDUCTOR-UG",,"154","Light Outage"
"N0517WD4300","100","ENCL","High Pressure Sodium","No","Wood","8000","36.8589","-76.2532","(36.8589362654378, -76.2532316371041)",,,,,,,,,,
