"grid_address","watts","fixture_style","bulb_type","bridge_indicator","pole_material","lumens","latitude","longitude","geocoded_column","street_address","work_order_number","work_order_status","entered_date","entered_by_user","number_of_lights_out","resolution","date_completed","number_of_days_out","light_outage"
"N0518RE1900","150","ENFL","High Pressure Sodium","No","Wood","14000","36.8821","-76.2619","(36.8821443380258, -76.2619210917899)",,,,,,,,,,
"N0720OG7000","100","TRAD","High Pressure Sodium","No","Fiberglass","8000","36.9256","-76.1838","(36.9255749114288, -76.1837633346749)",,,,,,,,,,
"N0720NH6300","100","TRAD","High Pressure Sodium","No","Fiberglass","8000","36.9264","-76.1845","(36.9264396672388, -76.1844844255043)",,,,,,,,,,
"N0621JD3200","70","ENCL","High Pressure Sodium","No","Wood","5000","36.942","-76.234","(36.9420094120974, -76.2339570002784)",,,,,,,,,,
"N0516LO6800","150","ENFL","High Pressure Sodium","No","Aluminum","14000","36.8537","-76.2718","(36.8537198613403, -76.2718390326659)",,,,,,,,,,
"N0515RJ6600","250","SBBA","LED","No","Steel","5","36.8256","-76.261","(36.8256316926931, -76.2609756361846)",,,,,,,,,,
"N0417VE3000","70","TRAD","High Pressure Sodium","No","Concrete","5000","36.8599","-76.2966","(36.8599193993954, -76.2965680299653)",,,,,,,,,,
"N0618UF5700","400","ENFL","High Pressure Sodium","No","Fiberglass","42000","36.8829","-76.2148","(36.882878079223, -76.2148462243772)",,,,,,,,,,
"N0620IB6900","70","ENCL","High Pressure Sodium","No","Wood","5000","36.9194","-76.2348","(36.9194181583438, -76.2348453728009)",,,,,,,,,,
"N0519AM4600","100","ENFL","High Pressure Sodium","No","Wood","8000","36.9132","-76.2906","(36.9131990217325, -76.2905839987804)",,,,,,,,,,
"N0616ML0900","100","ENCL","High Pressure Sodium","No","Wood","8000","36.8496","-76.2292","(36.84955635843, -76.2292232781588)",,,,,,,,,,
"N0417YL0500","100","ENCL","High Pressure Sodium","No","Wood","8000","36.8701","-76.2925","(36.8700859259949, -76.2924593181914)",,,,,,,,,,
"N0616AL6900","400","SBBA","LED","No","Steel","7","36.8497","-76.2489","(36.8497480780229, -76.2488609763757)",,,,,,,,,,
"N0416YK5300","150","ACBA","LED","No","Fiberglass","3","36.8478","-76.2913","(36.8478112507169, -76.2913069038058)",,,,,,,,,,
"N0520VF0800","100","ENCL","High Pressure Sodium","No","Wood","8000","36.9244","-76.2555","(36.9244359624149, -76.2555303725705)",,,,,,,,,,
"N0420WB6900","250","ENCL","High Pressure Sodium","No","Concrete","23000","36.9193","-76.2948","(36.9193116789759, -76.2948298242667)",,,,,,,,,,
"N0519IC3800","70","ENFL","High Pressure Sodium","No","Wood","5000","36.8999","-76.277","(36.8998621009825, -76.2769695851116)",,,,,,,,,,
"N0517QN3800","100","ENCL","High Pressure Sodium","No","Wood","8000","36.873","-76.2638","(36.872992149371, -76.2637688164739)",,,,,,,,,,
"N0619MK7900","70","ENFL","High Pressure Sodium","No","Wood","5000","36.9114","-76.2279","(36.911369962626, -76.2279289968914)",,,,,,,,,,
"N0418QL6800","150","ENFL","High Pressure Sodium","No","Wood","14000","36.8913","-76.3046","(36.89125462787, -76.3046400586948)",,,,,,,,,,
"N0515CI3200","100","ENCL","High Pressure Sodium","No","Wood","8000","36.8242","-76.2868","(36.8242488414657, -76.2868315167448)",,,,,,,,,,
"N0518OH4300","100","TRAD","High Pressure Sodium","No","Fiberglass","8000","36.885","-76.2668","(36.8849715974475, -76.2668485434127)",,,,,,,,,,
"N0420PJ5200","100","ENFL","High Pressure Sodium","No","Wood","8000","36.9292","-76.3072","(36.9291783010107, -76.30718271101)",,,,,,,,,,
"N0519WH8800","70","ENCL","High Pressure Sodium","No","Wood","5000","36.9068","-76.2527","(36.9067937120393, -76.2526724830693)",,,,,,,,,,
"N0418QO8100","100","ENCL","High Pressure Sodium","No","Wood","8000","36.8944","-76.3042","(36.8943853831561, -76.3042312853346)",,,,,,,,,,
"N0618UC0100","70","ENFL","High Pressure Sodium","No","Wood","5000","36.8779","-76.2152","(36.877943279305, -76.2152305742964)",,,,,,,,,,
"N0517HC1600","70","ENFL","High Pressure Sodium","No","Concrete","5000","36.858","-76.2792","(36.8580321800162, -76.2792235079344)",,,,,,,,,,
"N0617NK9500","70","ENCL","High Pressure Sodium","No","Wood","5000","36.8677","-76.2262","(36.8676659210149, -76.2261609143015)",,,,,,,,,,
"N0620QG2400","250","ENFL","High Pressure Sodium","No","Wood","23000","36.9254","-76.222","(36.9253554448745, -76.22197774121)",,,,,,,,,,
"N0416WN3200","70","TRAD","High Pressure Sodium","No","Concrete","5000","36.8516","-76.2947","(36.8516043253672, -76.2947269100158)",,,,,,,,,,
"N0619DI2200","400","ULTR","High Pressure Sodium","No","Wood","42000","36.907","-76.2442","(36.9070049600094, -76.2442214813787)",,,,,,,,,,
"N0620KI7300","100","ENCL","High Pressure Sodium","No","Wood","8000","36.9292","-76.2298","(36.9292479882786, -76.2298124166043)",,,,,,,,,,
"N0518GJ8700","150","SBBA","LED","Yes","Aluminum","3","36.8888","-76.2794","(36.8887991475373, -76.2794475722528)",,,,,,,,,,
"N0617AE8000","400","ENCL","High Pressure Sodium","No","Wood","42000","36.8607","-76.2489","(36.8607245392233, -76.2488838909198)",,,,,,,,,,
"N0620VN3800","70","ACBA","LED","No","Fiberglass","2","36.9356","-76.2131","(36.9355816632669, -76.2130542485747)",,,,,,,,,,
"N0620HO6800","100","ENCL","High Pressure Sodium","No","Wood","8000","36.9362","-76.2365","(36.9361687227775, -76.2365116509698)",,,,,,,,,,
"N0517IG7900","100","ENFL","High Pressure Sodium","No","Wood","8000","36.8638","-76.2761","(36.8637994889304, -76.2761316293213)",,,,,,,,,,
"N0519WG5000","70","ENCL","High Pressure Sodium","No","Wood","5000","36.9058","-76.253","(36.9058425710596, -76.2529792300744)",,,,,,,,,,
"N0517EL9400","250","ENFL","High Pressure Sodium","No","Wood","23000","36.8699","-76.283","(36.8699488718209, -76.2829789877263)",,,,,,,,,,
"N0518QE0800","100","ENCL","High Pressure Sodium","No","Wood","8000","36.8816","-76.2641","(36.8816291284357, -76.2640898790289)",,,,,,,,,,
"N0619SC4000","100","ENCL","High Pressure Sodium","No","Wood","8000","36.8985","-76.2184","(36.8984883928839, -76.2184245882329)",,,,,,,,,,
"N0520FD9600","250","ENCL","High Pressure Sodium","Yes","Aluminum","23000","36.9218","-76.2811","(36.9218412463848, -76.2810824225558)",,,,,,,,,,
"N0516SM9900","100","ENFL","High Pressure Sodium","No","Wood","8000","36.8513","-76.2591","(36.8513382317565, -76.2590558582021)",,,,,,,,,,
"N0418VH4300","100","COXX","LED","No","Wood","2","36.8851","-76.2963","(36.8850581176093, -76.2963067712998)",,,,,,,,,,
"N0516MN6900","100","ENCL","High Pressure Sodium","No","Wood","8000","36.8526","-76.2696","(36.8525830789872, -76.2696067897177)",,,,,,,,,,
"N0519VM2600","250","ENCL","High Pressure Sodium","No","Wood","23000","36.9131","-76.2552","(36.9130501891469, -76.2551783368418)",,,,,,,,,,
"N0618UA2200","70","ENFL","High Pressure Sodium","No","Wood","5000","36.8756","-76.215","(36.8755609578069, -76.2149818886082)",,,,,,,,,,
"N0417TE3700","150","ENFL","High Pressure Sodium","No","Concrete","14000","36.8606","-76.3002","(36.8605857042965, -76.3002107271193)",,,,,,,,,,
"N0420QB8200","250","ENFL","High Pressure Sodium","No","Concrete","23000","36.9185","-76.306","(36.9185215664375, -76.305981806459)",,,,,,,,,,
"N0618FG8600","70","ENFL","High Pressure Sodium","No","Wood","5000","36.8844","-76.2398","(36.8843868125555, -76.2398496924379)",,,,,,,,,,
"N0518RE9500","100","ENCL","High Pressure Sodium","No","Wood","8000","36.8813","-76.2624","(36.8812853560995, -76.2623925505696)",,,,,,,,,,
"N0517HI3500","250","SBBA","LED","No","Fiberglass","5","36.8654","-76.2789","(36.865445985238, -76.2788873179718)",,,,,,,,,,
"N0617KH0600","250","ENCL","High Pressure Sodium","No","Wood","23000","36.865","-76.2326","(36.8650147009072, -76.2326042142039)",,,,,,,,,,
"N0616PO6200","150","CLTC","LED","No","Fiberglass","3","36.8528","-76.223","(36.8528392628073, -76.2230022329596)",,,,,,,,,,
"N0616YL2000","400","ENFL","High Pressure Sodium","No","Aluminum","42000","36.8486","-76.2501","(36.848599731977, -76.2500990623631)",,,,,,,,,,
"N0720NH0900","100","TRAD","High Pressure Sodium","No","Fiberglass","8000","36.9273","-76.1861","(36.9272717133525, -76.1860708265705)",,,,,,,,,,
"N0617IF8800","250","ENFL","High Pressure Sodium","No","Wood","23000","36.8649","-76.2355","(36.864867481509, -76.2355346630221)",,,,,,,,,,
"N0516LI2900","150","ENCL","High Pressure Sodium","No","Wood","14000","36.8456","-76.2724","(36.8456382130835, -76.2723944570382)",,,,,,,,,,
"N0518SO3500","70","ENCL","High Pressure Sodium","No","Wood","5000","36.8952","-76.2609","(36.8951632589945, -76.2608628769385)",,,,,,,,,,
"N0617CM1900","100","ENFL","High Pressure Sodium","No","Wood","8000","36.8718","-76.2459","(36.871797096652, -76.2458546181678)",,,,,,,,,,
"N0517QN5700","100","ENCL","High Pressure Sodium","No","Wood","8000","36.8729","-76.2634","(36.8728810211872, -76.2633705283237)",,,,,,,,,,
"N0618OM4800","100","ENCL","High Pressure Sodium","No","Wood","8000","36.8926","-76.2257","(36.8926160823223, -76.2256520093882)",,,,,,,,,,
"N0616SH4800","70","ENCL","High Pressure Sodium","No","Wood","5000","36.8443","-76.2184","(36.8443347003386, -76.2183690400017)",,,,,,,,,,
"N0720AM2200","400","ULTR","High Pressure Sodium","No","Wood","42000","36.9336","-76.2077","(36.9335689357669, -76.2076535688186)",,,,,,,,,,
"N0416YM4500","150","ACBA","LED","No","Fiberglass","3","36.8507","-76.2915","(36.8507136228862, -76.2914881203579)",,,,,,,,,,
"N0517QM2300","70","ENCL","High Pressure Sodium","No","Wood","5000","36.8712","-76.2636","(36.8712075371801, -76.2636251954125)",,,,,,,,,,
"N0616XF6800","100","ENFL","High Pressure Sodium","No","Wood","8000","36.8413","-76.2096","(36.8412845743619, -76.2096428965449)",,,,,,,,,,
"N0417UI7400","70","CLTC","LED","No","Concrete","2","36.866","-76.2976","(36.8659991821347, -76.2975862181577)",,,,,,,,,,
"N0520QB3700","70","ENCL","High Pressure Sodium","No","Wood","5000","36.9192","-76.263","(36.919163422252, -76.2629766750556)",,,,,,,,,,
"N0416VO5200","70","TRAD","High Pressure Sodium","No","Fiberglass","5000","36.853","-76.2961","(36.85298871607, -76.2960910588602)",,,,,,,,,,
"N0515NJ8800","70","ENCL","High Pressure Sodium","No","Wood","5000","36.826","-76.2677","(36.8260205926301, -76.2676898383167)",,,,,,,,,,
"N0419ON5500","70","ENFL","High Pressure Sodium","No","Wood","5000","36.9146","-76.3034","(36.9146212287609, -76.3034440409772)",,,,,,,,,,
"N0716FF8600","250","ENCL","High Pressure Sodium","No","Wood","23000","36.8412","-76.1981","(36.8412434827205, -76.1981339658128)",,,,,,,,,,
"N0616VC7500","250","SBBA","LED","No","Concrete","5","36.837","-76.2125","(36.8370276607029, -76.2124794917186)",,,,,,,,,,
"N0619GA5300","100","ENCL","High Pressure Sodium","No","Wood","8000","36.8967","-76.2378","(36.8966870724613, -76.2378023723375)",,,,,,,,,,
"N0515VO1800","100","ENFL","High Pressure Sodium","No","Wood","8000","36.8336","-76.2514","(36.8336027846523, -76.2513842058223)",,,,,,,,,,
"N0515RM4400","250","ENFL","High Pressure Sodium","No","Wood","23000","36.8297","-76.2616","(36.8296655855749, -76.261582510577)",,,,,,,,,,
"N0516UK4300","150","ENFL","High Pressure Sodium","No","Concrete","14000","36.8476","-76.2564","(36.8475934316166, -76.2564120811416)",,,,,,,,,,
"N0516UO4100","70","ENCL","High Pressure Sodium","No","Wood","5000","36.853","-76.257","(36.8529732243187, -76.2569597740885)",,,,,,,,,,
"N0520UK9900","70","ENCL","High Pressure Sodium","No","Wood","5000","36.9315","-76.2556","(36.9314625223997, -76.2556041296424)",,,,,,,,,,
"N0517BH6500","70","TRAD","High Pressure Sodium","No","Concrete","5000","36.8646","-76.2885","(36.8646483237654, -76.2884809548472)",,,,,,,,,,
"N0517RO3600","70","ENCL","High Pressure Sodium","No","Wood","5000","36.8742","-76.262","(36.8742034458368, -76.2620152561211)",,,,,,,,,,
"N0517AF9800","100","TRAD","High Pressure Sodium","No","Fiberglass","8000","36.8627","-76.2895","(36.8627376054235, -76.2895292797886)",,,,,,,,,,
"N0519II9600","150","ENCL","High Pressure Sodium","No","Wood","14000","36.9076","-76.2759","(36.9075781392201, -76.275937700168)",,,,,,,,,,
"N0617PK1200","70","ENCL","High Pressure Sodium","No","Wood","5000","36.8682","-76.2239","(36.8682040257636, -76.2238811128925)",,,,,,,,,,
"N0516AM7600","150","ACBA","LED","No","Aluminum","3","36.851","-76.29","(36.8510459897689, -76.2899724787362)","345 Granby St","33430143","CLOSED","2022-08-12T11:07:15.000","Dominion","1","NO PROBLEM FOUND","2022-08-30T00:00:00.000","18","Light Outage"
"N0419XO7000","100","ENCL","High Pressure Sodium","No","Wood","8000","36.9144","-76.2928","(36.9143788367487, -76.2927612723449)",,,,,,,,,,
"N0518HO8700","100","ENCL","High Pressure Sodium","No","Wood","8000","36.8953","-76.2778","(36.8953231290248, -76.27782443597)",,,,,,,,,,
"N0417QJ2800","70","ENCL","High Pressure Sodium","No","Wood","5000","36.8678","-76.3053","(36.8678301534852, -76.3053291370729)",,,,,,,,,,
"N0517RC5400","100","ENCL","High Pressure Sodium","No","Wood","8000","36.8577","-76.2615","(36.8577219478915, -76.2615257404867)",,,,,,,,,,
"N0716FA5400","100","TRAD","High Pressure Sodium","No","Concrete","8000","36.8341","-76.1983","(36.8340521616749, -76.1983429212263)",,,,,,,,,,
"N0519TN6300","70","ENCL","High Pressure Sodium","No","Wood","5000","36.914","-76.2583","(36.9139622539089, -76.2583174509882)",,,,,,,,,,
"N0517QN2800","100","ENCL","High Pressure Sodium","No","Wood","8000","36.8731","-76.2642","(36.8730993002331, -76.2641926308215)",,,,,,,,,,
"N0518LC9300","70","ENCL","High Pressure Sodium","No","Wood","5000","36.8782","-76.2708","(36.8782008748865, -76.2708299250006)",,,,,,,,,,
"N0418SA3300","70","ENCL","High Pressure Sodium","No","Wood","5000","36.8753","-76.3013","(36.8753411966288, -76.3013185951028)",,,,,,,,,,
"N0618BH8100","70","ENFL","High Pressure Sodium","No","Wood","5000","36.8848","-76.2469","(36.8847893181244, -76.2469311230599)",,,,,,,,,,
"N0618RL0200","400","ULTR","High Pressure Sodium","No","Wood","42000","36.8906","-76.2207","(36.890595308706, -76.2207039670649)",,,,,,,,,,
"N0518FI5100","100","TRAD","High Pressure Sodium","No","Concrete","8000","36.8864","-76.2817","(36.8863777856262, -76.281743436873)",,,,,,,,,,
"N0516WL8700","100","TRAD","High Pressure Sodium","No","Fiberglass","8000","36.8497","-76.2522","(36.8497158717974, -76.25221699601)",,,,,,,,,,
"N0517LK3900","70","COXX","LED","No","Wood","1","36.8692","-76.2719","(36.8691506349577, -76.2718603719707)","909 Summit Ave","33399239","CLOSED","2022-07-20T09:37:57.000","Dominion","1","NO PROBLEM FOUND","2022-07-26T00:00:00.000","6","Light Outage"
"N0518EH7000","100","TRAD","High Pressure Sodium","No","Fiberglass","8000","36.8846","-76.2834","(36.884562482545, -76.2833596123867)",,,,,,,,,,
"N0418PD2000","250","ULTR","High Pressure Sodium","No","Wood","23000","36.8794","-76.3074","(36.8793950244906, -76.3074252164801)",,,,,,,,,,
"N0619LE4700","150","ENCL","High Pressure Sodium","No","Wood","14000","36.9023","-76.2456","(36.9023193545407, -76.2455856231799)",,,,,,,,,,
"N0513AN2400","150","ACBA","LED","No","Fiberglass","3","36.8523","-76.2908","(36.8522757966709, -76.2907691256247)",,,,,,,,,,
"N0716RN2400","250","ENCL","High Pressure Sodium","No","Wood","23000","36.8519","-76.1785","(36.8519311594942, -76.1785448469898)",,,,,,,,,,
"N0521VA5800","150","ENFL","High Pressure Sodium","No","Wood","14000","36.9387","-76.2548","(36.9387057286665, -76.254770725182)",,,,,,,,,,
"N0715FM2100","150","TRAD","High Pressure Sodium","No","Concrete","14000","36.8292","-76.1988","(36.8292312262899, -76.1988063964847)",,,,,,,,,,
"N0521NJ1600","70","ENFL","High Pressure Sodium","No","Wood","5000","36.9504","-76.2689","(36.9504030156573, -76.2688695766977)",,,,,,,,,,
"N0515FM0800","70","COXX","LED","No","Wood","1","36.8301","-76.2827","(36.8301152934349, -76.2826768326086)",,,,,,,,,,
"N0516AL3400","150","ACBA","LED","No","Aluminum","3","36.8493","-76.2907","(36.8492592725478, -76.2907377415291)",,,,,,,,,,
"N0619KA6700","70","ENCL","High Pressure Sodium","No","Wood","5000","36.8969","-76.2317","(36.8969167682852, -76.2316734500099)",,,,,,,,,,
"N0517WD1400","70","TRAD","High Pressure Sodium","No","Fiberglass","5000","36.8591","-76.2534","(36.8590564091672, -76.2534318846346)",,,,,,,,,,
"N0517HG7700","100","ENFL","High Pressure Sodium","No","Wood","8000","36.8635","-76.2784","(36.8634960336373, -76.2783842954462)",,,,,,,,,,
"N0620DN2800","250","ENFL","High Pressure Sodium","No","Wood","23000","36.9349","-76.2443","(36.9348710249671, -76.2443261814865)",,,,,,,,,,
"N0717DC5900","70","ENFL","High Pressure Sodium","No","Wood","5000","36.8584","-76.2017","(36.8583627500548, -76.2017272728586)",,,,,,,,,,
"N0616MH0200","70","ENCL","High Pressure Sodium","No","Wood","5000","36.8442","-76.2291","(36.8441763838406, -76.22905274205)",,,,,,,,,,
"N0620WJ4700","100","ENCL","High Pressure Sodium","No","Wood","8000","36.9302","-76.2116","(36.9302170487781, -76.2116249874225)",,,,,,,,,,
"N0518FC1400","70","TRAD","High Pressure Sodium","No","Fiberglass","5000","36.8785","-76.2824","(36.8784508494752, -76.2823587695651)",,,,,,,,,,
"N0719BK5000","100","TRAD","High Pressure Sodium","No","Fiberglass","8000","36.9094","-76.2054","(36.9094302457714, -76.2054306274387)",,,,,,,,,,
"N0521TH7300","150","ENCL","High Pressure Sodium","No","Aluminum","14000","36.9475","-76.2578","(36.947535761687, -76.2577502882937)",,,,,,,,,,
"N0515GM1000","70","ENCL","High Pressure Sodium","No","Wood","5000","36.8302","-76.2807","(36.8302101576706, -76.2807385622311)",,,,,,,,,,
"N0618SC0300","150","ENCL","High Pressure Sodium","No","Wood","14000","36.8784","-76.219","(36.8784258295908, -76.2190059377909)",,,,,,,,,,
"N0617KM6600","400","ULTR","High Pressure Sodium","No","Wood","42000","36.8718","-76.2315","(36.8717927552701, -76.2315106081283)",,,,,,,,,,
