"parkid","park_name","purpose","athletic_park","baseball","bmx_skate","campground","cross_country_skiing","day_use","football","golf","nature_appreciation","off_leash","outdoor_rink","playground","rugby","soccer","tennis","tot_playground","volleyball","water_recreation","wilderness_trail","x_coord","y_coord","longitude","latitude","location"
"6","Ardrossan Second Avenue Park (West)","Recreation","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",,"NO","NO","NO","56963.5378","5935506.3777","-113.141085638153","53.5492338599447","
,  
(53.5492338599447, -113.140987927611)"
"35","Collingwood Cove Park","Recreation","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","YES","NO","NO","NO",,"NO","NO","NO","65994.0420000004","5924159.0269","-113.005439447357","53.4469012598686","
,  
(53.4469012598801, -113.007395128524)"
"171","Ardrossan Creekside East","Storm Water Management Facilit","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO",,"NO","NO","NO","57000.8470000001","5936457.5381","-113.140665143614","53.5562230110182","
,  
(53.5567128961568, -113.140665143614)"
"95","Prairie Walk","Recreation","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO",,"NO","YES","NO","46275.8564999998","5932889.4904","-113.300385550316","53.5269792478121","
,  
(53.5269792478121, -113.300390581467)"
"74","Norcen PUL","Recreation","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",,"NO","NO","NO","49196.4408999998","5932208.5158","-113.258307019113","53.5188130494025","
,  
(53.5300455385542, -113.258468236968)"
"143","Pine Street Elementary School","School","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO",,"NO","YES","NO","46231.1277999999","5932162.9573","-113.301952409035","53.5205865531888","
,  
(53.5205865531888, -113.301865103505)"
"151","Heritage Hills Sports Park","Recreation","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","YES","YES","NO","YES","NO",,"NO","NO","NO","49418.0607000003","5934021.1338","-113.256015514913","53.5362271332138","
,  
(53.536227133214, -113.255748738143)"
"183","Balmoral North Park","Storm Water Management Facilit","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",,"NO","NO","NO","44911.0837000003","5930354.72","-113.32549433504","53.5041408229455","
,  
(53.5041408229455, -113.324859815574)"
"36","Cottonwood Park","Recreation","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","YES","NO","YES","NO",,"NO","NO","NO","46290.7829","5932047.8309","-113.301063116248","53.517828715175","
,  
(53.5178265095961, -113.301063116248)"
"82","Little Willow Park","Recreation","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO",,"NO","NO","NO","45460.5780999996","5932131.9127","-113.315103578092","53.5199971423829","
,  
(53.5199971423829, -113.315279403081)"
"73","Heritage Hills Park","Recreation","NO","NO","YES","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO",,"NO","NO","YES","49178.3234999999","5933637.2575","-113.254609171561","53.5341185846334","
,  
(53.5341185846334, -113.255472169047)"
"126","Wye Community Hall","Community Hall or Centre","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",,"NO","NO","NO","50790.5642999997","5930906.8603","-113.235318903934","53.5093720087174","
,  
(53.5093720087206, -113.235318747765)"
"4","Ardrossan Athletic Park","School","YES","YES","NO","NO","NO","NO","YES","NO","NO","NO","NO","YES","NO","YES","YES",,"NO","NO","NO","56857.5824999996","5936678.6845","-113.144848128123","53.5615376713004","
,  
(53.5615375867496, -113.144848128123)"
"68","Glen Allan Elementary School","School","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","YES","NO",,"NO","NO","NO","47518.7976000002","5934014.1944","-113.28141568206","53.5370528699764","
,  
(53.5370528699764, -113.281219903499)"
"19","Brookville Ball Diamonds","Recreation","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",,"NO","NO","NO","66030.5986000001","5937515.1013","-113.00203651416","53.5646536813012","
,  
(53.5646536871402, -113.002036514159)"
"50","Estates of Sherwood Park Central Park","Storm Water Management Facilit","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO",,"NO","NO","NO","47350.2005000003","5931038.4182","-113.288198564914","53.5099985376064","
,  
(53.5099985376064, -113.288043580722)"
"117","Herb Belcourt Park","Storm Water Management Facilit","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",,"NO","NO","NO","45260.4277999997","5932165.2707","-113.316922642785","53.5218911854213","
,  
(53.5218911854213, -113.31454759433)"
"137","Wye Elementary School","School","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","YES","NO",,"NO","NO","NO","50551.6977000004","5931736.9119","-113.238311763594","53.5153808923411","
,  
(53.5153808923455, -113.238311167501)"
"93","Partridge Hill Community Hall","Community Hall or Centre","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO",,"NO","NO","NO","59456.8821","5947602.3187","-113.099657302011","53.6583346051962","
,  
(53.6583346051954, -113.099657288611)"
"129","Centennial Wetlands","Storm Water Management Facilit","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO",,"NO","NO","NO","46072.4587000003","5936187.6242","-113.303992964538","53.5555647162959","
,  
(53.5555647162958, -113.302986971996)"
"149","Heritage Hills Retention Pond","Storm Water Management Facilit","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",,"NO","NO","NO","48977.5290999999","5934432.7436","-113.261601321034","53.5402040108908","
,  
(53.5402040108913, -113.26134751521)"
"52","Estates of Sherwood Park South Retention Pond","Storm Water Management Facilit","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",,"NO","NO","NO","47123.9789000005","5930660.5647","-113.288636522161","53.5068228005777","
,  
(53.5068228005777, -113.288512151434)"
"75","Heritage Point Park","Recreation","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO",,"NO","NO","NO","49781.7599999998","5934135.222","-113.249528713162","53.5379231388737","
,  
(53.5379231388741, -113.249730279235)"
"10","Balmoral Heights Park","Recreation","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO",,"NO","NO","NO","44498.6316999998","5930227.5242","-113.329978858701","53.5024059670178","
,  
(53.5024059670163, -113.329529965082)"
"60","Foxboro Park","Recreation","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","YES","NO","YES","NO",,"NO","NO","YES","49422.0099999998","5932922.9472","-113.256125872433","53.5254840464551","
,  
(53.5254840464648, -113.255418185607)"
"107","South Cooking Lake Day Use Park","Recreation","NO","NO","NO","NO","NO","YES","NO","NO","YES","NO","YES","NO","NO","NO","NO",,"NO","YES","YES","58820.0738000004","5920105.6738","-113.114069332045","53.4115239615307","
,  
(53.4115239615295, -113.113982323109)"
"172","Ardrossan Creekside West","Storm Water Management Facilit","NO","YES","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO",,"NO","NO","NO","56779.1745999996","5936463.6042","-113.142088803872","53.5543472076791","
,  
(53.5553288751042, -113.142088803872)"
"27","Meadowview Park","Recreation","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","YES","NO",,"NO","NO","NO","49606.7834999999","5934802.277","-113.252125122146","53.5433120249548","
,  
(53.5433120249548, -113.252041356643)"
"179","Fairway Crescent",,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",,"NO","NO","NO","45199.6045000004","5930241.4305","-113.318074794221","53.5031387120343","
,  
(53.503138712033, -113.317756936368)"
"135","McGhan Park","Recreation","NO","YES","NO","NO","NO","NO","YES","NO","NO","NO","YES","YES","NO","YES","YES",,"NO","NO","NO","49172.7577","5935039.692","-113.256942107585","53.5470039837992","
,  
(53.5470039837974, -113.256173594818)"
"148","Summercourt Park","Recreation","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO",,"NO","NO","NO","48610.2995999996","5936816.3502","-113.267147952734","53.5613828422742","
,  
(53.5613828422742, -113.267028424786)"
"7","Ardrossan Senior Centre/Recreation Area","Community Hall or Centre","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","YES","NO","NO","NO",,"NO","NO","NO","56805.0538999997","5935848.1508","-113.143928985559","53.5521862393832","
,  
(53.5521862393832, -113.143948443927)"
"11","Balmoral Lake Park","Storm Water Management Facilit","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO",,"NO","NO","NO","44615.5357999997","5930345.9192","-113.330264244312","53.5039871512976","
,  
(53.5039871512979, -113.329801546031)"
"55","Stannard Family Environmental Reserve","Storm Water Management Facilit","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO",,"NO","NO","YES","44840.4587000003","5929431.1706","-113.322477779486","53.4969293020385","
,  
(53.4969293020384, -113.322765707029)"
"187","Stoneridge Park","Recreation",,,,,,,,,,,,,,,,,,,,"49696.4637000002","5936641.2764","-113.249009823372","53.5601664967843","
,  
(53.5601664967843, -113.249018143826)"
"63","Garden Park","Recreation","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO",,"NO","NO","NO","58046.7427000003","5931166.3182","-113.124323163823","53.5109992828606","
,  
(53.5109992828596, -113.124323148214)"
"94","Peacock Park","Recreation","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO",,"NO","NO","NO","47354.0729","5932808.7507","-113.287139301145","53.5258066235408","
,  
(53.5258066235408, -113.286964956192)"
"24","Chatwin Park","Recreation","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","YES","NO",,"NO","NO","NO","48039.5203999998","5934828.192","-113.273854125432","53.5443814832025","
,  
(53.5443814832007, -113.274082099836)"
"159","Sherwood Heights Junior High School","School","YES","YES","NO","NO","NO","NO","YES","NO","NO","NO","YES","YES","NO","YES","NO",,"NO","NO","NO","45853.0522999996","5931706.105","-113.307823178141","53.5179735850455","
,  
(53.5179735850455, -113.307200694628)"
"25","Christina Park","Recreation","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",,"NO","NO","NO","48606.7682999996","5934726.5627","-113.266933698049","53.5435757995374","
,  
(53.5435757995386, -113.2654062169)"
"96","Privet Park","Recreation","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO",,"NO","NO","NO","46434.0176999997","5932380.8876","-113.299783596794","53.5223853974251","
,  
(53.5223853974251, -113.299995217234)"
"141","Westboro Elementary School","School","NO","YES","NO","NO","NO","NO","YES","NO","NO","NO","NO","YES","NO","YES","NO",,"NO","NO","NO","45064.8123000003","5932845.1167","-113.321893253895","53.5261292354352","
,  
(53.5261292354366, -113.322146235371)"
"156","Foxhaven Park","Storm Water Management Facilit","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","YES","NO","NO","NO",,"NO","NO","YES","49165.1562999999","5933497.5903","-113.260044162027","53.5304075623979","
,  
(53.5304075623981, -113.261269400009)"
"72","Hastings Lake Community Hall","Community Hall or Centre","NO","YES","NO","NO","NO","NO","NO","NO","YES","NO","NO","YES","NO","NO","YES",,"NO","NO","YES","72778.7609999999","5916952.5949","-112.904998029866","53.3813982413067","
,  
(53.3813982413076, -112.905223307768)"
"59","Fountain Creek Sports Park","Recreation","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","YES","NO",,"NO","NO","NO","44605.8238000004","5929931.1058","-113.327471603707","53.4996393182408","
,  
(53.4996393182408, -113.327652765543)"
"99","Florian Park","Recreation","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","YES","NO",,"NO","NO","NO","49484.9720999999","5932030.9754","-113.256124157524","53.5195791028168","
,  
(53.5195791028146, -113.256034699547)"
"188","Riediger Park",,,,,,,,,,,,,,,,,,,,,"45973.5736999996","5931006.0163","-113.307212228927","53.5088103387962","
,  
(53.5088700660558, -113.307212228926)"
"160","St. Luke Catholic School","School","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","YES","NO",,"NO","NO","NO","57628.6014","5920829.2047","-113.131005305777","53.4141329758196","
,  
(53.4141329758189, -113.129756912848)"
"47","Deville / North Cooking Lake Community Hall","Community Hall or Centre","NO","YES","NO","NO","NO","YES","NO","NO","YES","NO","YES","YES","NO","NO","NO",,"NO","NO","YES","69626.3066999996","5926126.3208","-112.958891815896","53.4660143579961","
,  
(53.4660143579971, -112.957669366024)"
"83","Marion Park","Recreation","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",,"NO","NO","NO","45928.6486999998","5934450.0571","-113.306479435863","53.5407926660932","
,  
(53.5405845943688, -113.306479435861)"
"181","17th Street Park","Recreation","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",,"NO","NO","NO","41863.6952999998","5932024.1199","-113.368284763172","53.5202696919284","
,  
(53.5202696919285, -113.367005510743)"
"133","Madonna Catholic School","School","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","YES","NO",,"NO","NO","NO","45264.0033999998","5934206.6134","-113.316154627006","53.5382013659359","
,  
(53.5382013659363, -113.315911862504)"
"113","Summerwood Lake and Lazy Stream","Storm Water Management Facilit","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO",,"NO","NO","NO","48322.7257000003","5936582.622","-113.269983041475","53.5612154408185","
,  
(53.5612154408196, -113.265671529755)"
"84","Maywood Park","Recreation","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO",,"NO","NO","NO","46951.4545","5931854.8274","-113.2929534076","53.5173860973974","
,  
(53.5173860973969, -113.293224725365)"
"48","Eastgate Lake","Storm Water Management Facilit","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO",,"NO","NO","NO","46974.8218","5933376.5196","-113.291075215706","53.5298694966538","
,  
(53.5298694966549, -113.290489473103)"
"140","Woodbridge Farms Elementary School","School","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","YES","NO",,"NO","NO","NO","44690.9483000003","5933246.4371","-113.324383612446","53.5295785080927","
,  
(53.5295785080927, -113.324385224317)"
"142","Wes Hosford Elementary School","School","NO","YES","NO","NO","NO","NO","NO","NO","YES","NO","NO","YES","NO","YES","NO",,"NO","NO","NO","47353.9820999997","5933349.87","-113.284081549804","53.5300804291276","
,  
(53.5300804291276, -113.283943480585)"
"76","Jean Vanier Catholic School","School","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","YES","YES",,"NO","NO","NO","47617.9965000004","5933716.526","-113.282944097553","53.5352870973797","
,  
(53.5354069739405, -113.282944097553)"
"64","Garland Park","Storm Water Management Facilit","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO",,"NO","NO","NO","48323.7712000003","5933430.3622","-113.273259949325","53.5312762129834","
,  
(53.5292352875416, -113.273259949325)"
"54","Forrest Green Park","Recreation","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO",,"NO","NO","NO","48867.8137999997","5932525.4806","-113.264034068771","53.5237529588215","
,  
(53.5237529588214, -113.263920065956)"
