"pd_id","energy_star_partner","brand_name","model_name","model_number","additional_model_information","upc","product_type","product_orientation_vertical_chest","product_description","defrost_type","number_of_glass_doors","number_of_solid_doors","number_of_doors","door_opening_orientation_hinged_sliding","total_volume_cu_ft","mixed_door_cabinet_glass_door_volume_cu_ft","mixed_door_cabinet_solid_door_volume_cu_ft","height_in","width_in","depth_in","energy_use_daily_energy_consumption_kwh_day","refrigerant_type","refrigerant_with_gwp","date_available_on_market","date_qualified","markets","energy_star_model_identifier"
"2344842","Beverage-Air Corp.","Beverage-Air","Horizon Series Top Mount Freezer","HF2HC***S********","","","Vertical Solid Door Freezer","Vertical","Reach-in","Automatic","0","2","2","Hinged","45.2","0","45.2","78.5","52","30","6.66","R-290","R-290 (GWP:3 | Lower GWP)","2019-04-01T00:00:00.000","2019-08-19T00:00:00.000","United States, Canada","ES_42829_HF2HC***S********_08022019115707_9044000"
"2345832","Beverage-Air Corp.","Beverage-Air","Horizon Series Top Mount Freezer","HF2HC***S********","","","Vertical Solid Door Freezer","Vertical","Reach-in","Automatic","0","2","2","Hinged","45.2","0","45.2","78.5","52","30","6.66","R-290","R-290 (GWP:3 | Lower GWP)","2019-04-02T00:00:00.000","2019-09-04T00:00:00.000","United States, Canada","ES_42829_HF2HC***S********_08232019132618_9441034"
"2345786","Beverage-Air Corp.","Beverage-Air","Horizon Series Top Mount Freezer","HF3HC***S********","","","Vertical Solid Door Freezer","Vertical","Reach-in","Automatic","0","3","3","Hinged","69.1","0","69.1","78.5","78","30","11.68","R-290","R-290 (GWP:3 | Lower GWP)","2019-05-02T00:00:00.000","2019-09-03T00:00:00.000","United States, Canada","ES_42829_HF3HC***S********_08282019210508_7916986"
"2357025","Beverage-Air Corp.","Beverage-Air","Horizon Series Top Mount Freezer","HFP1HC***S********","","","Vertical Solid Door Freezer","Vertical","Reach-in","Automatic","0","1","1","Hinged","21.02","0","21.02","78.5","26","30","4.59","R-290","R-290 (GWP:3 | Lower GWP)","2020-01-01T00:00:00.000","2020-03-23T00:00:00.000","United States, Canada","ES_42829_HFP1HC***S********_03232020103621_7583567"
"2345930","Beverage-Air Corp.","Beverage-Air","Horizon Series Top Mount Freezer","HFP1WHC***S*******","","","Vertical Solid Door Freezer","Vertical","Reach-in","Automatic","0","2","2","Hinged","30.37","0","30.37","78.5","35","30","5.37","R-290","R-290 (GWP:3 | Lower GWP)","2019-04-02T00:00:00.000","2019-09-05T00:00:00.000","United States, Canada","ES_42829_HFP1WHC***S*******_08282019174001_7545740"
"2344843","Beverage-Air Corp.","Beverage-Air","Horizon Series Top Mount Freezer","HFP2HC***S********","","","Vertical Solid Door Freezer","Vertical","Reach-in","Automatic","0","2","2","Hinged","45.2","0","45.2","78.5","52","30","6.66","R-290","R-290 (GWP:3 | Lower GWP)","2019-04-01T00:00:00.000","2019-08-19T00:00:00.000","United States, Canada","ES_42829_HFP2HC***S********_08022019115707_3511469"
"2345787","Beverage-Air Corp.","Beverage-Air","Horizon Series Top Mount Freezer","HFP3HC***S********","","","Vertical Solid Door Freezer","Vertical","Reach-in","Automatic","0","3","3","Hinged","69.1","0","69.1","78.5","78","30","11.68","R-290","R-290 (GWP:3 | Lower GWP)","2019-04-02T00:00:00.000","2019-09-03T00:00:00.000","United States, Canada","ES_42829_HFP3HC***S********_08282019210508_3036921"
"2357027","Beverage-Air Corp.","Beverage-Air","Horizon Series Top Mount Freezer","HFPS1HC***S********","","","Vertical Solid Door Freezer","Vertical","Reach-in","Automatic","0","1","1","Hinged","21.02","0","21.02","78.5","26","30","4.59","R-290","R-290 (GWP:3 | Lower GWP)","2020-01-01T00:00:00.000","2020-03-23T00:00:00.000","United States, Canada","ES_42829_HFPS1HC***S********_03232020103622_8293510"
"2345932","Beverage-Air Corp.","Beverage-Air","Horizon Series Top Mount Freezer","HFPS1WHC***S*******","","","Vertical Solid Door Freezer","Vertical","Reach-in","Automatic","0","2","2","Hinged","30.37","0","30.37","78.5","35","30","5.37","R-290","R-290 (GWP:3 | Lower GWP)","2019-04-02T00:00:00.000","2019-09-05T00:00:00.000","United States, Canada","ES_42829_HFPS1WHC***S*******_08282019174001_1992112"
"2344844","Beverage-Air Corp.","Beverage-Air","Horizon Series Top Mount Freezer","HFPS2HC***S********","","","Vertical Solid Door Freezer","Vertical","Reach-in","Automatic","0","2","2","Hinged","45.2","0","45.2","78.5","52","30","6.66","R-290","R-290 (GWP:3 | Lower GWP)","2019-04-01T00:00:00.000","2019-08-19T00:00:00.000","United States, Canada","ES_42829_HFPS2HC***S********_08022019115707_6318460"
"2345789","Beverage-Air Corp.","Beverage-Air","Horizon Series Top Mount Freezer","HFPS3HC***S********","","","Vertical Solid Door Freezer","Vertical","Reach-in","Automatic","0","3","3","Hinged","69.1","0","69.1","78.5","78","30","11.68","R-290","R-290 (GWP:3 | Lower GWP)","2019-04-02T00:00:00.000","2019-09-03T00:00:00.000","United States, Canada","ES_42829_HFPS3HC***S********_08282019210508_7541886"
"2357026","Beverage-Air Corp.","Beverage-Air","Horizon Series Top Mount Freezer","HFS1HC***S********","","","Vertical Solid Door Freezer","Vertical","Reach-in","Automatic","0","1","1","Hinged","21.02","0","21.02","78.5","26","30","4.59","R-290","R-290 (GWP:3 | Lower GWP)","2020-01-01T00:00:00.000","2020-03-23T00:00:00.000","United States, Canada","ES_42829_HFS1HC***S********_03232020103621_7384972"
"2345931","Beverage-Air Corp.","Beverage-Air","Horizon Series Top Mount Freezer","HFS1WHC***S*******","","","Vertical Solid Door Freezer","Vertical","Reach-in","Automatic","0","2","2","Hinged","30.37","0","30.37","78.5","35","30","5.37","R-290","R-290 (GWP:3 | Lower GWP)","2019-04-02T00:00:00.000","2019-09-05T00:00:00.000","United States, Canada","ES_42829_HFS1WHC***S*******_08282019174001_3677621"
"2344845","Beverage-Air Corp.","Beverage-Air","Horizon Series Top Mount Freezer","HFS2HC***S********","","","Vertical Solid Door Freezer","Vertical","Reach-in","Automatic","0","2","2","Hinged","45.2","0","45.2","78.5","52","30","6.66","R-290","R-290 (GWP:3 | Lower GWP)","2019-04-01T00:00:00.000","2019-08-19T00:00:00.000","United States, Canada","ES_42829_HFS2HC***S********_08022019115707_8313370"
"2345788","Beverage-Air Corp.","Beverage-Air","Horizon Series Top Mount Freezer","HFS3HC***S********","","","Vertical Solid Door Freezer","Vertical","Reach-in","Automatic","0","3","3","Hinged","69.1","0","69.1","78.5","78","30","11.68","R-290","R-290 (GWP:3 | Lower GWP)","2019-04-02T00:00:00.000","2019-09-03T00:00:00.000","United States, Canada","ES_42829_HFS3HC***S********_08282019210508_4894509"
"2344809","Beverage-Air Corp.","Beverage-Air","Horizon Series Top Mount Refrigerator","HR1HC***G********","","","Vertical Transparent Door Refrigerator","Vertical","Reach-in","Automatic","2","0","2","Hinged","22.28","22.28","0","78.5","26","30","2.15","R-290","R-290 (GWP:3 | Lower GWP)","2019-04-01T00:00:00.000","2019-08-19T00:00:00.000","United States, Canada","ES_42829_HR1HC***G********_08022019113610_254785"
"2344813","Beverage-Air Corp.","Beverage-Air","Horizon Series Top Mount Refrigerator","HR1HC***S********","","","Vertical Solid Door Refrigerator","Vertical","Reach-in","Automatic","0","2","2","Hinged","21.17","0","21.17","78.5","26","30","1.68","R-290","R-290 (GWP:3 | Lower GWP)","2019-04-01T00:00:00.000","2019-08-19T00:00:00.000","United States, Canada","ES_42829_HR1HC***S********_08022019113823_4356042"
"2344846","Beverage-Air Corp.","Beverage-Air","Horizon Series Top Mount Refrigerator","HR1WHC***G********","","","Vertical Transparent Door Refrigerator","Vertical","Reach-in","Automatic","1","0","1","Hinged","30.76","30.76","0","78.5","35","30","2.33","R-290","R-290 (GWP:3 | Lower GWP)","2019-04-01T00:00:00.000","2019-08-19T00:00:00.000","United States, Canada","ES_42829_HR1WHC***G********_08022019115253_2766382"
"2344817","Beverage-Air Corp.","Beverage-Air","Horizon Series Top Mount Refrigerator","HR1WHC***S********","","","Vertical Solid Door Refrigerator","Vertical","Reach-in","Automatic","0","1","1","Hinged","30.76","0","30.76","78.5","35","30","2.02","R-290","R-290 (GWP:3 | Lower GWP)","2019-04-01T00:00:00.000","2019-08-19T00:00:00.000","United States, Canada","ES_42829_HR1WHC***S********_08022019120039_3090478"
"2344821","Beverage-Air Corp.","Beverage-Air","Horizon Series Top Mount Refrigerator","HR2HC***G********","","","Vertical Transparent Door Refrigerator","Vertical","Reach-in","Automatic","1","0","1","Hinged","46.9","46.9","0","78.5","52","30","3.38","R-290","R-290 (GWP:3 | Lower GWP)","2019-04-01T00:00:00.000","2019-08-19T00:00:00.000","United States, Canada","ES_42829_HR2HC***G********_08022019114227_1976587"
"2344825","Beverage-Air Corp.","Beverage-Air","Horizon Series Top Mount Refrigerator","HR2HC***S********","","","Vertical Solid Door Refrigerator","Vertical","Reach-in","Automatic","1","0","1","Hinged","46.9","0","46.9","78.5","52","30","2.51","R-290","R-290 (GWP:3 | Lower GWP)","2019-04-01T00:00:00.000","2019-08-19T00:00:00.000","United States, Canada","ES_42829_HR2HC***S********_08022019114402_4540826"
"2344831","Beverage-Air Corp.","Beverage-Air","Horizon Series Top Mount Refrigerator","HR3HC***G********","","","Vertical Transparent Door Refrigerator","Vertical","Reach-in","Automatic","3","0","3","Hinged","71.52","71.52","0","78.5","78","30","3.77","R-290","R-290 (GWP:3 | Lower GWP)","2019-04-01T00:00:00.000","2019-08-19T00:00:00.000","United States, Canada","ES_42829_HR3HC***G********_08022019114543_2615777"
"2344835","Beverage-Air Corp.","Beverage-Air","Horizon Series Top Mount Refrigerator","HR3HC***S********","","","Vertical Solid Door Refrigerator","Vertical","Reach-in","Automatic","0","3","3","Hinged","71.52","0","71.52","78.5","78","30","2.6","R-290","R-290 (GWP:3 | Lower GWP)","2019-04-01T00:00:00.000","2019-08-19T00:00:00.000","United States, Canada","ES_42829_HR3HC***S********_08022019114725_5149957"
"2344810","Beverage-Air Corp.","Beverage-Air","Horizon Series Top Mount Refrigerator","HRP1HC***G********","","","Vertical Transparent Door Refrigerator","Vertical","Reach-in","Automatic","2","0","2","Hinged","22.28","22.28","0","78.5","26","30","2.15","R-290","R-290 (GWP:3 | Lower GWP)","2019-04-01T00:00:00.000","2019-08-19T00:00:00.000","United States, Canada","ES_42829_HRP1HC***G********_08022019113610_1501886"
"2344814","Beverage-Air Corp.","Beverage-Air","Horizon Series Top Mount Refrigerator","HRP1HC***S********","","","Vertical Solid Door Refrigerator","Vertical","Reach-in","Automatic","0","2","2","Hinged","21.17","0","21.17","78.5","26","30","1.68","R-290","R-290 (GWP:3 | Lower GWP)","2019-04-01T00:00:00.000","2019-08-19T00:00:00.000","United States, Canada","ES_42829_HRP1HC***S********_08022019113823_1479303"
"2344847","Beverage-Air Corp.","Beverage-Air","Horizon Series Top Mount Refrigerator","HRP1WHC***G********","","","Vertical Transparent Door Refrigerator","Vertical","Reach-in","Automatic","1","0","1","Hinged","30.76","30.76","0","78.5","35","30","2.33","R-290","R-290 (GWP:3 | Lower GWP)","2019-04-01T00:00:00.000","2019-08-19T00:00:00.000","United States, Canada","ES_42829_HRP1WHC***G********_08022019115253_8865015"
"2344818","Beverage-Air Corp.","Beverage-Air","Horizon Series Top Mount Refrigerator","HRP1WHC***S********","","","Vertical Solid Door Refrigerator","Vertical","Reach-in","Automatic","0","1","1","Hinged","30.76","0","30.76","78.5","35","30","2.02","R-290","R-290 (GWP:3 | Lower GWP)","2019-04-01T00:00:00.000","2019-08-19T00:00:00.000","United States, Canada","ES_42829_HRP1WHC***S********_08022019120039_5123865"
"2344822","Beverage-Air Corp.","Beverage-Air","Horizon Series Top Mount Refrigerator","HRP2HC***G********","","","Vertical Transparent Door Refrigerator","Vertical","Reach-in","Automatic","1","0","1","Hinged","46.9","46.9","0","78.5","52","30","3.38","R-290","R-290 (GWP:3 | Lower GWP)","2019-04-01T00:00:00.000","2019-08-19T00:00:00.000","United States, Canada","ES_42829_HRP2HC***G********_08022019114227_8639795"
"2344826","Beverage-Air Corp.","Beverage-Air","Horizon Series Top Mount Refrigerator","HRP2HC***S********","","","Vertical Solid Door Refrigerator","Vertical","Reach-in","Automatic","1","0","1","Hinged","46.9","0","46.9","78.5","52","30","2.51","R-290","R-290 (GWP:3 | Lower GWP)","2019-04-01T00:00:00.000","2019-08-19T00:00:00.000","United States, Canada","ES_42829_HRP2HC***S********_08022019114402_9690058"
"2344832","Beverage-Air Corp.","Beverage-Air","Horizon Series Top Mount Refrigerator","HRP3HC***G********","","","Vertical Transparent Door Refrigerator","Vertical","Reach-in","Automatic","3","0","3","Hinged","71.52","71.52","0","78.5","78","30","3.77","R-290","R-290 (GWP:3 | Lower GWP)","2019-04-01T00:00:00.000","2019-08-19T00:00:00.000","United States, Canada","ES_42829_HRP3HC***G********_08022019114543_8358881"
"2344836","Beverage-Air Corp.","Beverage-Air","Horizon Series Top Mount Refrigerator","HRP3HC***S********","","","Vertical Solid Door Refrigerator","Vertical","Reach-in","Automatic","0","3","3","Hinged","71.52","0","71.52","78.5","78","30","2.6","R-290","R-290 (GWP:3 | Lower GWP)","2019-04-02T00:00:00.000","2019-08-19T00:00:00.000","United States, Canada","ES_42829_HRP3HC***S********_08022019114725_4958307"
"2344811","Beverage-Air Corp.","Beverage-Air","Horizon Series Top Mount Refrigerator","HRPS1HC***G********","","","Vertical Transparent Door Refrigerator","Vertical","Reach-in","Automatic","2","0","2","Hinged","22.28","22.28","0","78.5","26","30","2.15","R-290","R-290 (GWP:3 | Lower GWP)","2019-04-01T00:00:00.000","2019-08-19T00:00:00.000","United States, Canada","ES_42829_HRPS1HC***G********_08022019113610_6742959"
"2344815","Beverage-Air Corp.","Beverage-Air","Horizon Series Top Mount Refrigerator","HRPS1HC***S********","","","Vertical Solid Door Refrigerator","Vertical","Reach-in","Automatic","0","2","2","Hinged","21.17","0","21.17","78.5","26","30","1.68","R-290","R-290 (GWP:3 | Lower GWP)","2019-04-01T00:00:00.000","2019-08-19T00:00:00.000","United States, Canada","ES_42829_HRPS1HC***S********_08022019113823_9434762"
"2333372","Allied Manufacturing, Inc. DBA Valpro Commercial Refrigeration","Valpro","Commercial freezer","VP1F-HC","","","Vertical Solid Door Freezer","Vertical","Other","Automatic","0","1","1","Hinged","17.8","0","17.8","82.68","26.77","32.68","2.9","R-290","R-290 (GWP:3 | Lower GWP)","2019-01-04T00:00:00.000","2019-01-08T00:00:00.000","United States, Canada","ES_1142547_VP1F-HC_01092019054214_2534943"
"2333423","Allied Manufacturing, Inc. DBA Valpro Commercial Refrigeration","Valpro","Commercial refrigerator","VP1R-23HC","","","Vertical Transparent Door Refrigerator","Vertical","Bottle Cooler","Automatic","1","0","1","Hinged","18.9","18.9","0","79.49","26.77","31.89","1.8","R-290","R-290 (GWP:3 | Lower GWP)","2019-01-04T00:00:00.000","2019-01-08T00:00:00.000","United States, Canada","ES_1142547_VP1R-23HC_01092019060016_3616213"
"2333370","Allied Manufacturing, Inc. DBA Valpro Commercial Refrigeration","Valpro","Commercial refrigerator","VP1R-HC","","","Vertical Solid Door Refrigerator","Vertical","Bottle Cooler","Automatic","0","1","1","Hinged","17.7","0","17.7","82.68","26.77","32.68","0.9","R-290","R-290 (GWP:3 | Lower GWP)","2019-01-04T00:00:00.000","2019-01-08T00:00:00.000","United States, Canada","ES_1142547_VP1R-HC_01092019052010_1210183"
"2333373","Allied Manufacturing, Inc. DBA Valpro Commercial Refrigeration","Valpro","Commercial freezer","VP2F-HC","","","Vertical Solid Door Freezer","Vertical","Other","Automatic","0","2","2","Hinged","42","0","42","83.07","54.02","32.8","4.97","R-290","R-290 (GWP:3 | Lower GWP)","2019-01-04T00:00:00.000","2019-01-08T00:00:00.000","United States, Canada","ES_1142547_VP2F-HC_01092019055428_3268796"
"2333424","Allied Manufacturing, Inc. DBA Valpro Commercial Refrigeration","Valpro","Commercial refrigerator","VP2R-48HC","","","Vertical Transparent Door Refrigerator","Vertical","Bottle Cooler","Automatic","2","0","2","Hinged","43.4","43.4","0","79.49","53.94","31.89","2.91","R-290","R-290 (GWP:3 | Lower GWP)","2019-01-04T00:00:00.000","2019-01-08T00:00:00.000","United States, Canada","ES_1142547_VP2R-48HC_01092019061417_4457194"
"2333371","Allied Manufacturing, Inc. DBA Valpro Commercial Refrigeration","Valpro","Commercial refrigerator","VP2R-HC","","","Vertical Solid Door Refrigerator","Vertical","Bottle Cooler","Automatic","0","2","2","Hinged","41.6","0","41.6","82.68","53.94","32.68","1.36","R-290","R-290 (GWP:3 | Lower GWP)","2019-01-04T00:00:00.000","2019-01-08T00:00:00.000","United States, Canada","ES_1142547_VP2R-HC_01092019053330_2010264"
"2333425","Allied Manufacturing, Inc. DBA Valpro Commercial Refrigeration","Valpro","Commercial refrigerator","VPUCR27","","","Vertical Solid Door Refrigerator","Vertical","Bottle Cooler","Automatic","0","1","1","Hinged","5.4","0","5.4","35.55","27.76","29.92","0.99","R-600a","R-600a (GWP:3 | Lower GWP)","2019-01-04T00:00:00.000","2019-01-08T00:00:00.000","United States, Canada","ES_1142547_VPUCR27_01092019062315_4995591"
"2333426","Allied Manufacturing, Inc. DBA Valpro Commercial Refrigeration","Valpro","Commercial refrigerator","VPUCR48","","","Vertical Solid Door Refrigerator","Vertical","Bottle Cooler","Automatic","0","2","2","Hinged","10.1","0","10.1","35.55","48.19","29.92","1.09","R-600a","R-600a (GWP:3 | Lower GWP)","2019-01-04T00:00:00.000","2019-01-08T00:00:00.000","United States, Canada","ES_1142547_VPUCR48_01092019062737_5257026"
"2333427","Allied Manufacturing, Inc. DBA Valpro Commercial Refrigeration","Valpro","Commercial refrigerator","VPUCR60","","","Vertical Solid Door Refrigerator","Vertical","Bottle Cooler","Automatic","0","2","2","Hinged","13.2","0","13.2","35.55","61.22","29.92","1.19","R-600a","R-600a (GWP:3 | Lower GWP)","2019-01-04T00:00:00.000","2019-01-08T00:00:00.000","United States, Canada","ES_1142547_VPUCR60_01092019063300_5580747"
"2340478","Allied Trading Inc.","Padela","PDB-1R-HC","PDB-1R-HC","","","Vertical Solid Door Refrigerator","Vertical","Reach-in","Automatic","0","1","1","Hinged","19.17","0","19.17","84.05","26.97","31.5","1.09","R-290","R-290 (GWP:3 | Lower GWP)","2019-05-01T00:00:00.000","2017-08-04T00:00:00.000","United States, Canada","ES_1142991_PDB-1R-HC_05092019095833_4398919"
"2340477","Allied Trading Inc.","Padela","PDB-2F-HC","PDB-2F-HC","","","Vertical Solid Door Freezer","Vertical","Reach-in","Automatic","0","2","2","Hinged","43.8","0","43.8","84.05","54.4","31.49","7.82","R-290","R-290 (GWP:3 | Lower GWP)","2019-05-01T00:00:00.000","2017-08-04T00:00:00.000","United States, Canada","ES_1142991_PDB-2F-HC_04302019102230_4802346"
"2340398","Allied Trading Inc.","Padela","PDB-2R-HC","PDB-2R-HC","","","Vertical Solid Door Refrigerator","Vertical","Reach-in","Automatic","0","2","2","Hinged","43.8","0","43.8","84.05","54.4","31.49","2.36","R-290","R-290 (GWP:3 | Lower GWP)","2019-05-01T00:00:00.000","2017-08-09T00:00:00.000","United States, Canada","ES_1142991_PDB-2R-HC_05102019101944_6080743"
"2340643","Allied Trading Inc.","Padela","PDB-3R-HC","PDB-3R-HC","","","Vertical Solid Door Refrigerator","Vertical","Reach-in","Automatic","0","3","3","Hinged","68.28","0","68.28","84.06","81.85","31.5","3.16","R-290","R-290 (GWP:3 | Lower GWP)","2019-05-01T00:00:00.000","2017-08-04T00:00:00.000","United States, Canada","ES_1142991_PDB-3R-HC_05092019102842_6024591"
"2340475","Allied Trading Inc.","Padela","PDGB-19-HC","PDGB-19-HC",",PDG-1R-HC,; ,PDGW-19-HC,","","Vertical Transparent Door Refrigerator","Vertical","Reach-in","Automatic","1","0","1","Hinged","19.38","19.38","0","81.18","26.96","31.49","1.72","R-290","R-290 (GWP:3 | Lower GWP)","2019-05-01T00:00:00.000","2017-08-09T00:00:00.000","United States, Canada","ES_1142991_PDGB-19-HC_05092019103153_5839502"
"2366102","Allied Trading Inc.","Padela","PDGB-44F-ES","PDGB-44F-ES",",PDG-2F-ES,","","Vertical Transparent Door Freezer","Vertical","Reach-in","Automatic","2","0","2","Hinged","43.8","43.8","0","81.18","54.41","31.5","12.14","R-290","R-290 (GWP:3 | Lower GWP)","2019-05-01T00:00:00.000","2020-09-22T00:00:00.000","United States, Canada","ES_1142991_PDGB-44F-ES_09162020164458_6797891"
"2340473","Allied Trading Inc.","Padela","PDGB-44-HC","PDGB-44-HC",",PDG-2R-HC,; ,PDGW-44-HC,","","Vertical Transparent Door Refrigerator","Vertical","Reach-in","Automatic","2","0","2","Hinged","43.8","43.8","0","81.18","54.41","31.5","3.6","R-290","R-290 (GWP:3 | Lower GWP)","2019-05-01T00:00:00.000","2017-08-04T00:00:00.000","United States, Canada","ES_1142991_PDGB-44-HC_05092019103621_9808160"
"2339613","Allied Trading Inc.","Padela","PDT-1F-HC","PDT-1F-HC","","","Vertical Solid Door Freezer","Vertical","Reach-in","Automatic","0","1","1","Hinged","21.36","0","21.36","81.3","28.74","31.69","3.68","R-290","R-290 (GWP:3 | Lower GWP)","2019-05-01T00:00:00.000","2017-08-04T00:00:00.000","United States, Canada","ES_1142991_PDT-1F-HC_05092019101829_4423181"
"2340400","Allied Trading Inc.","Padela","PDT-1R-HC","PDT-1R-HC","","","Vertical Solid Door Refrigerator","Vertical","Reach-in","Automatic","0","1","1","Hinged","21.36","0","21.36","81.3","28.74","31.69","1.27","R-290","R-290 (GWP:3 | Lower GWP)","2019-05-01T00:00:00.000","2017-08-04T00:00:00.000","United States, Canada","ES_1142991_PDT-1R-HC_05092019195518_3673822"
"2340401","Allied Trading Inc.","Padela","PDT-2DF-HC","PDT-2DF-HC","","","Vertical Solid Door Freezer","Vertical","Reach-in","Automatic","0","2","2","Hinged","21.24","0","21.24","81.3","28.74","31.69","4.21","R-290","R-290 (GWP:3 | Lower GWP)","2019-05-01T00:00:00.000","2018-10-26T00:00:00.000","United States, Canada","ES_1142991_PDT-2DF-HC_05092019104123_5669824"
"2340474","Allied Trading Inc.","Padela","PDT-2DR-HC","PDT-2DR-HC","","","Vertical Solid Door Refrigerator","Vertical","Reach-in","Automatic","0","2","2","Hinged","21.24","0","21.24","81.3","28.74","31.69","1.69","R-290","R-290 (GWP:3 | Lower GWP)","2019-05-01T00:00:00.000","2018-10-30T00:00:00.000","United States, Canada","ES_1142991_PDT-2DR-HC_05092019104555_4313470"
"2340190","Allied Trading Inc.","Padela","PDT-2F-HC","PDT-2F-HC","","","Vertical Solid Door Freezer","Vertical","Reach-in","Automatic","0","2","2","Hinged","42.18","0","42.18","81.29","51.73","31.69","6.23","R-290","R-290 (GWP:3 | Lower GWP)","2019-05-01T00:00:00.000","2017-08-04T00:00:00.000","United States, Canada","ES_1142991_PDT-2F-HC_05092019102125_2700311"
"2340402","Allied Trading Inc.","Padela","PDT-2R-HC","PDT-2R-HC","","","Vertical Solid Door Refrigerator","Vertical","Reach-in","Automatic","0","2","2","Hinged","42.18","0","42.18","81.29","51.73","31.69","2.06","R-290","R-290 (GWP:3 | Lower GWP)","2019-05-01T00:00:00.000","2017-08-04T00:00:00.000","United States, Canada","ES_1142991_PDT-2R-HC_05312019133630_2189752"
